id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,253.197,D_arling,R,0,140,-5.232,6.051,1,34.547,119.836,-2.011,-8.412,0,0,9,R,Pugeuk,190,56,0,0,0,0,0,0,0,0,0,0,0,0,-0.029,-37.274,-0.076,-16.931,-18.766,-43.177,-15.146,-62.093,22.135,-47.022,10.184,-66.381,42.712,-80.087,-0.59,-105.07,-39.273,-84.213,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,1,0,0,0,0,0,255,255,255,1,269.422,D_arling,R,0,133,-1.922,2.69,1,39.188,104.009,-0.521,-7.046,0,0,9,R,Pugeuk,190,56,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-37.353,-0.106,-16.734,-18.332,-43.428,-15.083,-62.206,22.116,-47.005,10.162,-66.214,43.165,-85.892,-0.595,-105.342,-41.118,-80.885,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,2,0,0,0,0,0,255,255,255,2,285.738,D_arling,R,2,95,1.091,0.936,0,-330.011,-322.468,0,0,0,0,9,R,Pugeuk,190,56,0,0,0,0,0,0,0,0,0,0,0,0,-0.072,-37.57,0.003,-17.558,-18.079,-43.065,-15.1,-62.154,22.061,-46.952,7.759,-65.698,40.387,-92.987,-0.523,-105.3,-41.098,-80.919,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,2,1,0,0,0,0,255,255,255,3,304.344,D_arling,R,3,97,-2.01,1.243,4,-426.501,-100.286,0,0,1,0,9,R,Pugeuk,190,56,0,0,0,0,0,0,0,0,0,0,0,0,0.066,-37.324,-0.344,-17.084,-18.122,-43.163,-15.091,-62.14,22.077,-46.965,7.753,-65.456,44.226,-93.214,0.051,-104.798,-41.096,-80.941,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,2,2,0,0,0,0,255,255,255,4,321.277,D_arling,R,9,104,0.03,2.42,1,309.416,-378.017,0,0,0,0,9,R,Pugeuk,190,56,0,0,0,0,0,0,0,0,0,0,0,0,-0.21,-37.41,-0.049,-17.017,-18.238,-43.079,-15.071,-62.126,22.109,-47.08,11.166,-65.837,44.183,-93.21,0.031,-104.782,-41.048,-81.32,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
6,1,1,0,0,3,2,0,0,0,0,255,255,255,5,335.551,D_arling,R,6,90,0.277,0.287,0,409.091,0,0,0,1,0,9,R,Pugeuk,190,56,0,0,0,0,0,0,0,0,0,0,0,0,-0.139,-36.867,0.048,-16.967,-18.511,-42.823,-14.12,-64.061,22.045,-46.999,8.875,-65.657,43.164,-93.128,-0.544,-103.361,-41.399,-81.406,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
7,1,1,0,0,0,0,1,0,0,0,255,255,255,6,679.145,WhiteMountain,R,0,122,-0.007,0.172,0,0,0,0,0,1,1,6,R,mungjungh,160,67,0,0,0,0,0,0,0,0,0,0,0,0,-0.375,-37.669,-0.019,-16.887,-18.161,-43.097,-14.101,-64.307,22.005,-47.243,8.411,-65.657,42.713,-101.581,-1.887,-104.984,-41.267,-82.7,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
8,1,1,0,0,0,1,1,0,0,0,255,255,255,7,696.564,WhiteMountain,R,0,130,0.447,-0.968,2,0,0,0,0,1,1,6,R,mungjungh,160,67,697.436,239,129,61,150,106,-85.775,-82.354,0.13,-0.119,-0.177,0.3,-0.539,-36.905,0.028,-16.908,-18.167,-43.02,-15.604,-63.123,22.113,-47.372,10.007,-66.116,42.77,-102.179,-1.719,-104.444,-40.158,-80.888,697.204,0.366,-20.242,0,0,,0,0,0,0,0,0,0,0,0,3
9,1,1,0,0,0,2,1,0,0,0,255,255,255,8,714.448,WhiteMountain,R,5,111,0.64,0.966,2,-114.255,0,0,0,1,1,6,R,mungjungh,160,67,715.367,194,123,66,149,99,10.595,-4.665,0.88,-0.151,-0.172,0.365,-0.408,-36.899,0.004,-16.946,-17.914,-42.947,-15.38,-62.905,21.783,-47.121,11.778,-65.494,44.492,-98.779,-1.12,-103.734,-40.13,-81.581,717.287,-0.41,-72.196,718.887,7,소솨소솨,-0.898,-91.258,1,0,0,0,0,0,0,2
10,1,1,0,0,0,0,1,1,0,0,6,255,255,9,752.761,WhiteMountain,R,0,127,0.085,-0.959,4,0,0,0,0,1,2,2,R,인생최패망자,190,54,753.827,146,165,48,141,130,-23.818,33.028,0.45,-0.008,-0.065,0.258,-0.546,-36.855,0.001,-16.917,-17.669,-40.676,-15.068,-62.752,21.842,-46.729,8.073,-67.006,45.389,-95.858,-3.627,-107.999,-41.387,-80.612,753.571,-1.2,-22.426,754.671,2,甲斐野柊太,-13.723,-41.514,1,0,0,0,0,0,0,2
11,1,1,0,0,0,0,2,1,0,0,6,255,255,10,797.761,WhiteMountain,R,0,125,0.315,-0.52,0,0,0,0,0,1,3,4,L,NABIMan,179.9,54,0,0,0,0,0,0,0,0,0,0,0,0,-0.559,-36.8,0.005,-16.862,-19.533,-41.882,-10.109,-63.768,21.998,-46.805,9.286,-65.737,47.338,-90.387,-1.437,-108.857,-34.574,-86.13,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
12,1,1,0,0,0,1,2,1,0,0,6,255,255,11,816.607,WhiteMountain,R,10,117,-0.439,-2.009,1,-60.857,400,-0.256,-17.828,0,3,4,L,NABIMan,179.9,54,0,0,0,0,0,0,0,0,0,0,0,0,-0.169,-37.496,-0.045,-17.222,-17.74,-40.612,-8.213,-62.707,21.965,-47.107,7.827,-64.282,44.522,-105.362,-0.638,-109.654,-34.748,-85.45,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
13,1,1,0,0,1,1,2,1,0,0,6,255,255,12,838.478,WhiteMountain,R,0,119,0.183,0.081,2,0,0,0,0,1,3,4,L,NABIMan,179.9,36,839.468,231,133,32,148,89,9.437,-16.34,-0.44,-0.043,-0.148,0.538,-0.417,-36.785,-0.003,-16.991,-16.93,-41.179,-7.664,-64.745,21.91,-47.08,8.431,-66.642,44.582,-109.259,-0.627,-109.667,-36.83,-86.927,841.054,15.102,-58.34,843.854,6,-라후이-,31.459,-89.366,1,0,0,0,0,0,0,2
14,1,1,0,0,0,0,2,1,1,0,255,2,255,13,881.064,WhiteMountain,R,0,134,0.92,0.382,0,0,0,0,0,0,4,3,R,_이누_,175.4,80,0,0,0,0,0,0,0,0,0,0,0,0,-0.203,-37.275,-0.008,-16.914,-18.002,-40.903,-8.414,-64.814,19.446,-41.498,9.824,-63.741,38.435,-93.477,2.207,-106.599,-39.5,-81.964,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
