id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,spinValid,spinControlled,spinDecision,spinLegacyMag,spinTargetMag,spinVOffset,spinHOffset,spinRawStrength,spinContactStrength,spinSpeedStrength,spinTangentMag,spinAppliedMag,phValid,phSource,phColMode,phFlags,phDt,phFixedDt,phRenderAge,phInstFps,phRawCpX,phRawCpY,phRawCpZ,phRawHPos,phRawNX,phRawNY,phRawNZ,phNDeltaDeg,phCpX,phCpY,phCpZ,phHPosAdj,phNX,phNY,phNZ,phNVDeg,phGeomNX,phGeomNY,phGeomNZ,phGeomNDeltaDeg,phBallVX,phBallVY,phBallVZ,phBallSpd,phProxyPVX,phProxyPVY,phProxyPVZ,phProxyPSpd,phRenderPVX,phRenderPVY,phRenderPVZ,phRenderPSpd,phLastDX,phLastDY,phLastDZ,phBatSpd,phRenderLagX,phRenderLagY,phRenderLagZ,phRenderLagRotDeg,phProxyMoveX,phProxyMoveY,phProxyMoveZ,phProxyMoveRotDeg,phRenderMoveX,phRenderMoveY,phRenderMoveZ,phRenderMoveRotDeg,phProxyGeoX,phProxyGeoY,phProxyGeoZ,phProxyGeoH,phRenderGeoX,phRenderGeoY,phRenderGeoZ,phRenderGeoH,phPreGuardDirX,phPreGuardDirY,phPreGuardDirZ,phPreGuardDirH,phFinalDirX,phFinalDirY,phFinalDirZ,phFinalDirH,phPreGuardH,phApproachH,phGuardTargetH,phGuardDelta,phSeparation,phContactCount,phCpDelta,phHPosDelta,phSweepSteps,phSweepT,phSweepFail,phSweepGap,phPointVSource,phNormalSource,phGuardFlags,phRenderSampleDt,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,infieldFly,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
161,,7,0,2,4,0,0,2,0,0,0,255,255,255,72,3763.009,"Pugeuk",R,26,75,126,0.561,0.072,0.568,1.376,0.526,1.469,-36.66,26.333,66,34,0,2,"",-192.345,-200,18.293,0,0,8,"=","=","=","=","=","=","=","=","=",1,R,"Yes_Man_",190,85.251,0.499,5,77,W,Y,1,3764.183,225,79,105,89,47,,145,102,37.902,53.803,0.078,1.055,-20.193,-0.28,0,0.582,586.465,10.649,-126.276,1,0,0,600,0,0,0,0,0,0,0.998,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3769.292,-69.188,-67.503,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166,-37.491,0.04,-17.672,-21.164,-46.428,-12.464,-65.66,21.32,-49.849,10.35,-63.775,48.926,-98.514,-4.754,-127.126,-44.768,-89.427,0.552,-36.924,,"Kr_Luna",0.038,-17.672,,"소솨소솨",-19.445,-45.711,,"Yaksok~",-13.468,-67.048,,"aura_5599",21.362,-49.633,,"하루（Haru）",10.376,-63.785,,"MODECO",45.779,-93.496,,"kneesohime",-4.991,-127.553,,"임 재 천",-44.768,-89.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
162,,7,0,2,4,0,1,2,0,0,0,255,255,255,73,3782.7,"Pugeuk",R,29,80,131,-0.053,0.002,0.297,1.629,0.301,1.423,-36.66,23.471,55,45,0,2,"",-224.167,-200,8.92,0,0,8,"=","=","=","=","=","=","=","=","=",1,R,"Yes_Man_",190,85.251,0.499,5,77,W,Y,1,3783.803,185,76,81,59,24,,145,120,-2.979,61.157,-0.031,0.987,-19.848,0.14,0,0.572,135.477,-44.529,-106.487,1,0,0,177.979,0,0,0,0,0,0,0.294,177.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3783.491,-11.059,-25.937,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,-37.635,0.045,-17.672,-19.873,-46.018,-13.336,-65.127,20.891,-49.672,10.567,-65.329,45.529,-90.245,-5.407,-125.66,-44.745,-89.961,0.014,-37.933,,"Kr_Luna",0.046,-17.675,,"소솨소솨",-19.706,-45.884,,"Yaksok~",-13.905,-67.028,,"aura_5599",20.573,-49.757,,"하루（Haru）",10.574,-65.336,,"MODECO",45.531,-90.243,,"kneesohime",-5.361,-125.631,,"임 재 천",-44.739,-89.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
163,,7,0,2,4,0,2,2,0,0,0,255,255,255,74,3800.994,"Pugeuk",R,6,79,105,-0.94,0.11,0.018,1.651,-1.354,1.693,-36.66,14.464,94,6,0,2,"",477.273,0,14.426,0,0,8,"=","=","=","=","=","=","=","=","=",1,R,"Yes_Man_",190,85.251,0.499,5,77,W,Y,1,3802.203,204,93,136,78,56,,145,99,-20.353,22.905,-0.165,1.043,-20.173,-0.45,0,0.536,560.814,108.927,-183.364,1,0,0,600,0,0,0,0,0,0,0.993,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3801.667,-1.167,-22.54,3804.058,3,-17.906,0.06,-58.491,0,0,,,,,,,,,,,,,,,3807.038,8,,147,16,,,,,,,,,,,,,,,,,,,-0.048,-37.681,0.047,-17.666,-19.939,-44.465,-12.717,-65.02,19.834,-46.632,11,-65.992,45.237,-90.721,-6.242,-125.672,-44.72,-89.963,0.438,-37.232,,"Kr_Luna",0.031,-17.658,,"소솨소솨",-19.765,-44.392,,"Yaksok~",-12.752,-65.146,99,"aura_5599",19.652,-47.476,,"하루（Haru）",10.994,-65.974,,"MODECO",45.342,-90.561,,"kneesohime",-6.244,-125.651,,"임 재 천",-44.728,-89.963,,,,,,,,3806.44,-19.004,-40.166,3804.668,-18.161,-59.68,,,,,,,,,,,,,,,,,,,,,,,,,3805.569,-18.292,-55.121,,,,,,,,,,,,,,,,"",2,0,0,"Yaksok~",,,,20,""
164,SIDE,7,0,2,4,0,0,2,0,0,0,255,255,255,,3808.412,,,,,,,,,,,,,,,,,,,,,,,,0,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
165,,8,1,2,4,0,0,0,0,0,0,255,255,255,81,3865.139,"Sabo_10",L,3,88,128,0.91,0.354,-0.697,1.564,-0.205,1.859,-36.535,46.625,0,100,0,0,"",416.329,23.918,-9.597,0,0,6,"aura_5599","하루（Haru）","소솨소솨","임 재 천","Yaksok~","MODECO","Kr_Luna","Pugeuk","kneesohime",1,L,"Kr_Luna",190,95.432,0.498,,77,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.242,-37.926,-0.015,-16.993,-18.009,-44.767,-12.712,-64.36,21.068,-48.107,15.572,-63.179,50.059,-80.448,-3.233,-118.042,-50.765,-98.363,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
166,,8,1,2,4,0,1,0,0,0,0,255,255,255,82,3879.865,"Sabo_10",L,32,82,133,-2.539,-0.149,-0.833,1.536,-0.839,1.44,-36.535,62.887,0,99,1,1,"",-167.731,-85.863,-5.747,0,0,6,"=","=","=","=","=","=","=","=","=",1,L,"Kr_Luna",190,95.432,0.498,,77,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.306,-37.849,-0.006,-16.967,-18.034,-44.713,-13.215,-63.455,21.126,-48.082,15.693,-63.052,50.211,-80.255,4.039,-114.612,-47.425,-95.642,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
167,,8,1,2,4,1,1,0,0,0,0,255,255,255,83,3893.913,"Sabo_10",L,33,90,140,-1.351,-0.108,-0.734,1.539,-0.376,1.447,-36.535,43.521,0,100,0,2,"",-140.252,-114.679,-13.91,0,0,6,"=","=","=","=","=","=","=","=","=",1,L,"Kr_Luna",190,95.432,0.498,5,78,W,Y,0,3894.662,98,125,154,72,32,,136,131,26.938,-23.673,-0.241,0.955,-19.987,0.53,0,0.129,370.415,-357.264,305.304,1,0,0,598.377,0,0,0,0,0,0,0.989,598.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3899.758,57.589,-128.692,,,,,,0,0,,3900.339,3904.87,3910.093,3915.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.307,-37.733,-0.037,-16.985,-17.902,-44.765,-12.654,-63.764,21.136,-48.092,15.235,-63.483,50.098,-80.396,-0.896,-115.074,-47.436,-95.636,0.179,-36.942,,"Yes_Man_",-0.038,-17.129,,"인생최패망자",-17.928,-44.75,,"_Gosomi",-12.92,-63.893,,"눈꽃",21.131,-48.076,,"아침땅_",15.234,-63.482,,"펜케이크",50.104,-80.397,,"ddil_ddil69",-0.752,-115.061,,"_송글_",-47.433,-95.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",4,0,0,"",3904.87,3910.093,,0,""
168,,8,1,3,4,0,0,0,0,0,0,255,255,255,84,3933.557,"Sabo_10",L,3,90,126,2.371,-0.196,-0.672,1.528,0.376,1.725,-36.535,43.686,0,100,0,2,"",441.688,207.215,-13.301,0,0,7,"=","=","=","=","=","=","=","=","=",5,R,"Pugeuk",179.9,96.323,0.419,3,78,W,Y,1,3934.619,198,51,114,61,16,,145,108,20.149,-37.346,0.381,0.791,-20.731,0.06,0,0.673,-371.246,215.492,-41.872,1,0,0,431.293,0,0,0,0,0,0,0.713,431.293,1,3,3,2263,0.011,0.011,0.003,90,0.484,0.896,-20.047,-0.796,0.195,0.43,0.881,70.488,0.449,0.95,-20.517,0.06,-0.716,-0.24,0.655,20.149,0.667,0.115,-0.736,170.976,3.192,-2.658,32.442,32.707,-10.414,-9.517,-63.665,65.209,-5.924,-5.414,-36.218,37.097,0.142,0.052,-0.989,108.208,0,0,0,0,0.074,0.051,-0.337,72.13,0.074,0.051,-0.337,72.13,0.196,0,-0.981,-11.302,0.196,0,-0.981,-11.302,0,0,0,0,0.582,0.28,-0.763,-37.346,-999,-999,-999,0,0.226,1,0.475,0.856,48,-1,2,0.068,1,1,0,0.02,3937.033,41.154,-78.915,3943.783,6,55.84,0.056,-111.867,1,0,,3940.435,3944.8,3949.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3952.6,4,,,-0.271,-38.2,0.118,-17.066,-17.998,-44.603,-14.736,-63.678,20.755,-49.958,12.804,-64.682,40.573,-87.308,-5.803,-116.581,-47.344,-93.168,-0.333,-37.314,,"Yes_Man_",0.115,-17.339,,"인생최패망자",-17.997,-44.584,,"_Gosomi",-14.641,-63.686,,"눈꽃",20.757,-49.941,120,"아침땅_",13.085,-65.41,103,"펜케이크",42.297,-92.867,90,"ddil_ddil69",-6.008,-116.569,,"_송글_",-47.339,-93.13,,3955.216,0.5,-38.547,,,,,,,,,,3950.97,19.931,-40.63,3949.005,10.915,-70.441,3944.351,55.485,-111.093,,,,,,,,,,,,,,,,,,,3954.445,16.364,-40.424,3949.66,12.14,-67.619,3945.993,50.638,-106.847,,,,,,,"",2,0,0,"펜케이크",3944.8,3949.901,,216,""
169,,8,1,3,4,0,0,0,0,0,1,255,255,5,85,3974.205,"Sabo_10",L,32,86,139,-3.669,0.282,-0.936,1.537,-1.318,1.749,-36.535,53.488,0,98,2,1,"",-187.209,-49.28,-7.315,0,0,8,"=","=","=","=","=","=","=","=","=",7,R,"kneesohime",190,85,0.597,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.384,-37.846,-0.123,-17.012,-18.557,-45.391,-13.815,-63.051,19.167,-41.906,12.477,-65.013,42.944,-95.697,-15.674,-125.178,-39.247,-87.954,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,3978.128,0.077,-37.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,3976.867,,0,""
170,,8,1,3,4,1,0,0,0,0,1,255,255,5,86,3991.397,"Sabo_10",L,13,83,121,-0.139,-0.409,-0.796,1.525,-0.668,1.71,-36.535,39.66,0,100,0,0,"",390.434,312.348,-32.82,0,0,8,"=","=","=","=","=","=","=","=","=",7,R,"kneesohime",190,85,0.597,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,3991.801,,,,,,,,,,,,,,,,,,,,,,,,-0.419,-37.948,-0.096,-17.089,-18.545,-45.394,-14.343,-63.209,18.406,-42.115,12.31,-64.874,42.763,-95.766,-16.772,-119.797,-39.211,-87.91,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,3995.38,0.069,-37.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,3994.057,,0,""
171,,8,1,3,4,1,1,0,0,0,1,255,255,5,87,4005.73,"Sabo_10",L,3,88,128,-0.827,0.043,-0.854,1.537,-0.937,1.748,-36.535,53.099,0,99,1,0,"",399.799,103.995,-14.992,0,0,8,"=","=","=","=","=","=","=","=","=",7,R,"kneesohime",190,85,0.597,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,4017.601,,,,,,,,,,,,,,,,,,,,,,,,-0.385,-37.984,0.018,-17.084,-18.554,-45.399,-14.63,-64.055,18.973,-41.941,12.172,-64.951,44.986,-95.935,-16.674,-119.837,-39.215,-87.99,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4009.753,0.133,-37.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
172,,8,1,3,4,1,2,0,0,0,1,255,255,5,88,4020.365,"Sabo_10",L,3,78,120,0.251,0.82,-0.84,1.653,-0.407,2.126,-36.535,66.517,0,99,1,0,"",330.723,0,-3.383,0,0,8,"=","=","=","=","=","=","=","=","=",7,R,"kneesohime",190,85,0.597,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,4023.482,4023.059,8,,578,0,,,,,,,,,,,,,,,,,,,-0.288,-37.83,-0.045,-17.342,-18.542,-45.412,-14.76,-64.015,18.233,-42.022,12.142,-64.96,45.056,-95.928,-16.676,-119.734,-39.192,-87.97,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4026.532,0.059,-37.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,4023.31,,0,""
173,,8,1,3,4,0,0,1,0,0,1,255,255,5,89,4043.71,"Sabo_10",L,27,92,140,0.852,-0.398,-0.552,1.38,0.466,1.242,-36.535,26.7,0,100,0,2,"",-58.861,-148.011,-22.453,0,0,0,"=","=","=","=","=","=","=","=","=",4,R,"aura_5599",190,89.523,0.398,3,78,W,Y,1,4044.674,184,56,52,42,23,,135,88,91.154,-86.935,0.187,0.83,-19.694,-0.62,0,0.188,-15.121,335.011,-328.381,1,0,0,469.356,0,0,0,0,0,0,0.776,469.356,1,3,3,2263,0.008,0.008,0.02,120,0.235,0.856,-19.622,-0.433,0.812,0.508,0.289,99.182,0.582,0.827,-19.715,-0.62,0.376,-0.926,0.019,88.846,-0.399,0.916,0.042,176.23,1.487,-1.819,36.554,36.629,-24.247,-38.131,-29.213,53.808,-3.094,-12.241,-0.959,12.662,-0.662,-0.54,-0.52,88.447,0.005,0.048,0.167,99.189,-0.008,-0.033,-0.16,99.189,-0.015,-0.115,-0.127,35.809,-0.256,0,0.967,-14.829,-0.849,0,0.528,-58.126,0,0,0,0,-0.352,0.936,0.019,-86.935,-999,-999,-999,0,0.545,1,0.36,-0.187,48,-1,2,0.297,1,1,0,0.027,4050.408,-31.528,-15.829,,,,,,0,0,,,,,,,,,,,,,,4047.702,,,,,,,,,,,,,,,,,,,,,,,,-0.375,-37.928,-0.016,-17.346,-18.545,-45.078,-14.128,-63.516,19.122,-42.387,13.697,-64.102,44.204,-95.903,-11.782,-118.451,-40.637,-88.269,-0.062,-37.227,,"Yes_Man_",-0.08,-17.601,,"인생최패망자",-18.436,-44.963,,"_Gosomi",-14.11,-63.432,,"눈꽃",18.217,-44.448,,"아침땅_",13.782,-64.052,,"펜케이크",44.205,-95.905,,"ddil_ddil69",-11.758,-118.446,,"_송글_",-40.648,-88.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,4047.663,,0,""
174,,8,1,3,4,0,1,1,0,0,1,255,255,5,90,4066.252,"Sabo_10",L,26,93,140,0.541,0.015,-0.552,1.45,0.468,1.468,-36.535,29.267,0,100,0,2,"",-160.819,-186.047,-21.793,0,0,0,"=","=","=","=","=","=","=","=","=",4,R,"aura_5599",190,89.523,0.398,3,78,W,Y,1,4067.21,188,69,25,50,22,,81,67,92.955,-66.771,0.125,0.983,-19.503,-0.54,0,0.156,48.1,293.533,-195.061,1,0,0,355.702,0,0,0,0,0,0,0.588,355.702,1,3,3,2263,0.008,0.008,0.024,120,0.178,1.007,-19.325,0.011,0.822,0.552,0.141,117.116,0.471,0.918,-19.516,-0.54,0.12,-0.991,-0.051,87.045,-0.147,0.983,0.111,176.2,1.143,-1.582,36.568,36.62,-36.806,-58.305,-32.631,76.281,-1.767,-6.882,0.14,7.107,-0.872,-0.164,-0.462,67,-0.006,0.045,0.185,118.774,-0.006,-0.045,-0.179,118.774,-0.012,-0.058,-0.067,18.004,-0.674,0,0.739,-42.385,-0.864,0,0.504,-59.748,0,0,0,0,-0.119,0.992,0.051,-66.771,-999,-999,-999,0,0.552,1,0.361,-0.551,48,-1,2,0.271,1,1,0,0.027,4071.991,-6.518,-15.293,4072.15,1,-6.265,3.203,-15.437,0,0,,,,,,,,,,,,,,4066.428,4072.762,0,,450,0,,,,,,,,,,,,,,,,,,,-0.348,-37.874,-0.035,-17.154,-18.814,-45.267,-15.084,-63.381,19.151,-44.977,13.822,-64.132,47.164,-94.182,-11.715,-118.159,-40.544,-88.328,0.012,-37.244,,"Yes_Man_",-0.025,-17.461,79,"인생최패망자",-18.56,-45.057,,"_Gosomi",-14.713,-63.477,,"눈꽃",18.681,-47.42,,"아침땅_",13.814,-64.119,,"펜케이크",47.157,-94.174,,"ddil_ddil69",-11.749,-118.13,,"_송글_",-40.502,-88.203,,4078.347,0.049,-23.725,4072.771,-6.24,-15.287,,,,,,,,,,,,,,,,,,,,,,,,,4077.825,-0.961,-17.732,,,,,,,,,,,,,,,,,,,,,,"",1,0,0,"Yes_Man_",,4070.39,,264,""
175,,8,1,3,4,0,0,2,0,0,1,255,255,5,91,4101.335,"Sabo_10",L,38,3,10,-7.521,-2.728,-0.095,0.825,-3.274,-7.168,-36.535,82.959,0,0,100,1,"B-|R3-|P+",4.638,-30.854,8.532,-0.274,-34.31,1,"=","=","=","=","=","=","=","=","=",0,L,"하루（Haru）",175.2,85,0.397,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.227,-37.276,0.063,-17.441,-16.94,-46.061,-10.394,-65.549,18.386,-43.715,15.808,-63.013,54.42,-83.298,3.299,-117.275,-45.839,-90.82,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,1,"",,,,0,""
176,BK,8,1,3,4,1,0,2,0,0,1,255,255,5,,4104.7,,,,,,,,,,,,,,,,,,,,,,,,1,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,4105.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,4105.834,0,""
177,,8,1,4,4,0,0,2,0,0,0,255,255,255,92,4120.232,"Sabo_10",L,32,88,140,-1.144,0.06,-0.792,1.469,-0.183,1.52,-36.535,47.829,0,100,0,2,"",-215.217,-133.368,-16.05,0,0,1,"=","=","=","=","=","=","=","=","=",0,L,"하루（Haru）",175.2,85,0.397,5,78,W,Y,1,4121.309,207,186,117,59,31,,145,128,-30,-60.96,-0.2,0.927,-19.821,0.34,0,0.181,-377.011,-280.348,-103.899,1,0,0,481.173,0,0,0,0,0,0,0.795,481.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4120.7,1.106,-20.543,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.337,-37.942,0.015,-17.159,-16.742,-42.189,-11.484,-65.218,20.715,-46.565,15.924,-62.912,54.294,-83.488,3.252,-117.307,-43.741,-88.604,0.056,-37.335,,"Yes_Man_",0.043,-17.528,,"인생최패망자",-16.999,-42.641,,"_Gosomi",-11.541,-65.29,,"눈꽃",20.703,-46.567,,"아침땅_",15.837,-62.898,,"펜케이크",54.467,-83.269,,"ddil_ddil69",3.427,-117.319,,"_송글_",-43.936,-88.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
