id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,spinValid,spinControlled,spinDecision,spinLegacyMag,spinTargetMag,spinVOffset,spinHOffset,spinRawStrength,spinContactStrength,spinSpeedStrength,spinTangentMag,spinAppliedMag,phValid,phSource,phColMode,phFlags,phDt,phFixedDt,phRenderAge,phInstFps,phRawCpX,phRawCpY,phRawCpZ,phRawHPos,phRawNX,phRawNY,phRawNZ,phNDeltaDeg,phCpX,phCpY,phCpZ,phHPosAdj,phNX,phNY,phNZ,phNVDeg,phGeomNX,phGeomNY,phGeomNZ,phGeomNDeltaDeg,phBallVX,phBallVY,phBallVZ,phBallSpd,phProxyPVX,phProxyPVY,phProxyPVZ,phProxyPSpd,phRenderPVX,phRenderPVY,phRenderPVZ,phRenderPSpd,phLastDX,phLastDY,phLastDZ,phBatSpd,phRenderLagX,phRenderLagY,phRenderLagZ,phRenderLagRotDeg,phProxyMoveX,phProxyMoveY,phProxyMoveZ,phProxyMoveRotDeg,phRenderMoveX,phRenderMoveY,phRenderMoveZ,phRenderMoveRotDeg,phProxyGeoX,phProxyGeoY,phProxyGeoZ,phProxyGeoH,phRenderGeoX,phRenderGeoY,phRenderGeoZ,phRenderGeoH,phPreGuardDirX,phPreGuardDirY,phPreGuardDirZ,phPreGuardDirH,phFinalDirX,phFinalDirY,phFinalDirZ,phFinalDirH,phPreGuardH,phApproachH,phGuardTargetH,phGuardDelta,phSeparation,phContactCount,phCpDelta,phHPosDelta,phSweepSteps,phSweepT,phSweepFail,phSweepGap,phPointVSource,phNormalSource,phGuardFlags,phRenderSampleDt,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,infieldFly,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
53,SIDE,2,0,0,1,0,0,2,0,0,0,255,255,255,,1471.215,,,,,,,,,,,,,,,,,,,,,,,,8,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
54,,3,1,0,1,0,0,0,0,0,0,255,255,255,21,1515.012,"인생최패망자",R,26,90,140,1.685,0.611,0.58,2.18,0.595,1.769,-36.742,57.752,67,33,0,4,"",100.568,-190.228,4.84,0,0,7,"aura_5599","하루（Haru）","소솨소솨","임 재 천","Yaksok~","MODECO","Kr_Luna","Pugeuk","kneesohime",8,R,"Pugeuk",179.9,96.323,0.419,,75,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,-37.528,0.132,-16.964,-21.463,-48.694,-15.41,-63.241,19.37,-47.49,12.535,-64.884,44.31,-88.28,-2.327,-113.621,-47.022,-92.068,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
55,,3,1,0,1,0,1,0,0,0,0,255,255,255,22,1533.036,"인생최패망자",R,10,72,102,-1.638,0.163,0.334,2.394,-0.721,2.313,-36.742,73.912,74,26,0,1,"",0,400,6.168,0,0,7,"=","=","=","=","=","=","=","=","=",8,R,"Pugeuk",179.9,96.323,0.419,,75,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,-38.187,0.196,-17.174,-20.758,-48.885,-15.242,-63.229,19.385,-47.48,12.539,-64.789,45.226,-89.694,-2.503,-110.828,-45.385,-91.079,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
56,,3,1,0,1,1,1,0,0,0,0,255,255,255,23,1548.824,"인생최패망자",R,10,77,106,-2.078,-0.322,0.259,2.374,-0.911,1.988,-36.742,61.2,76,24,0,2,"",0,400,15.265,0,0,7,"=","=","=","=","=","=","=","=","=",8,R,"Pugeuk",179.9,96.323,0.419,3,75,W,Y,1,1550.008,151,112,107,101,0,,145,124,-30,43.741,-0.381,0.87,-20.508,0.74,0,0.723,134.134,38.913,106.501,1,0,0,175.638,0,0,0,0,0,0,0.29,175.638,1,3,3,211,0.011,0.011,0.009,90,-0.374,0.769,-19.962,-0.274,0.535,0.121,-0.836,43.455,0.087,0.966,-21.132,0.74,0.829,0.492,-0.266,-61.57,-0.818,-0.469,0.334,175.846,-1.061,-4.686,26.794,27.221,16.193,8.248,-55.768,58.654,9.959,5.073,-34.298,36.073,0.497,0.398,-0.771,122.406,0,0,0,0,0.099,0.058,-0.255,44.556,0.099,0.058,-0.255,44.556,0,0,0,0,0,0,0,0,0,0,0,0,-0.638,-0.385,-0.667,43.741,-999,-999,-999,0,0.274,1,1.273,1.014,48,-1,2,0.663,1,1,0,0.018,1549.55,-1.846,-22.039,1551.091,2,-20.528,1.588,-45.369,0,0,,,,,,,,,,,,,,,1553.721,7,,147,0,,,,,,,,,,,1553.119,2,,,,,,,-0.097,-37.974,0.118,-17.233,-21.2,-48.697,-14.499,-63.125,19.384,-47.477,12.231,-64.891,45.161,-89.758,-3.349,-116.844,-45.408,-91.022,0.003,-37.138,,"Yes_Man_",0.104,-17.495,,"Sabo_10",-21.063,-48.061,116,"_Gosomi",-14.351,-63.173,,"눈꽃",19.738,-47.874,,"아침땅_",12.347,-65.825,,"펜케이크",45.156,-89.758,,"ddil_ddil69",-2.262,-113.354,,"쟈가리코",-45.549,-90.967,,1555.22,-0.678,-38.244,,,,1551.678,-21.094,-46.182,,,,,,,,,,,,,,,,,,,,,,,,,1554.473,-17.468,-39.992,,,,,,,,,,,,,,,,,,,"",2,0,0,"Sabo_10",,,,8,""
57,,3,1,0,1,0,0,1,0,0,0,255,255,255,24,1571.532,"인생최패망자",R,26,90,140,-0.879,0.808,0.464,2.23,-0.41,1.92,-36.742,53.703,72,28,0,2,"",10.183,-200,12.255,0,0,8,"=","=","=","=","=","=","=","=","=",7,R,"kneesohime",190,85,0.597,5,76,W,Y,1,1572.614,205,193,163,66,41,,145,118,109.655,-40.315,-0.164,1.327,-20.406,0.17,0,0.297,520.934,251.351,159.531,1,0,0,600,0,0,0,0,0,0,1,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003,-38.032,-0.115,-17.248,-21.809,-48.525,-15.182,-62.965,20.053,-48.072,12.494,-64.822,44.263,-89.638,-2.748,-112.174,-50.511,-95.605,0.208,-36.87,,"Yes_Man_",-0.137,-17.377,,"Sabo_10",-21.8,-48.543,,"_Gosomi",-15.082,-62.963,,"눈꽃",20.794,-50.244,,"아침땅_",12.64,-65.625,,"펜케이크",44.259,-89.664,,"ddil_ddil69",-2.752,-112.173,,"쟈가리코",-51.249,-95.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
58,,3,1,0,1,0,1,1,0,0,0,255,255,255,25,1587.18,"인생최패망자",R,10,94,118,-0.878,-1.047,0.425,2.139,-0.393,1.414,-36.742,45.08,75,25,0,4,"",0,400,18.534,0,0,8,"=","=","=","=","=","=","=","=","=",7,R,"kneesohime",190,85,0.597,,76,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,-37.932,-0.11,-17.395,-22.052,-48.421,-15.439,-62.841,21.609,-49.213,12.946,-64.64,43.673,-88.492,-1.265,-111.175,-51.262,-96.655,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
59,,3,1,0,1,0,2,1,0,0,0,255,255,255,26,1602.345,"인생최패망자",R,26,93,140,0.368,0.68,0.473,2.212,0.098,1.84,-36.742,45.741,72,28,0,0,"",34.623,-200,11.353,0,0,8,"=","=","=","=","=","=","=","=","=",7,R,"kneesohime",190,85,0.597,,76,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,256,,,,,,,,,,,,,,,1605.099,8,,578,0,,,,,,,,,,,,,,,,,,,0.019,-37.922,-0.065,-17.389,-21.985,-48.471,-15.496,-62.876,21.599,-49.208,12.512,-64.843,46.468,-90.967,-1.617,-110.505,-45.061,-98.843,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
60,,3,1,0,1,0,0,2,0,0,0,255,255,255,27,1627.599,"인생최패망자",R,26,94,140,1.728,0.994,0.685,2.273,0.62,2.037,-36.742,66.315,68,32,0,2,"",80.254,-200,-0.073,0,0,0,"=","=","=","=","=","=","=","=","=",4,R,"aura_5599",190,89.523,0.398,3,76,W,Y,0,1628.609,191,67,37,37,12,,121,72,48.266,-21.086,0.307,1.342,-19.652,-1,0,0.156,305.63,28.051,-499.501,1,0,0,586.257,0,0,0,0,0,0,0.969,586.257,1,3,3,2263,0.008,0.008,0.018,120,0.354,1.302,-19.249,0.417,0.955,-0.176,-0.237,88.026,0.355,1.061,-19.639,-1,-0.257,-0.721,-0.643,48.266,0.257,0.721,0.643,180,-0.643,-2.602,36.481,36.579,-46.908,-22.672,-37.091,63.954,-9.097,-12.68,-0.485,15.613,-0.852,0.081,-0.517,72.803,-0.009,-0.013,0.143,108.209,0.002,0.013,-0.177,108.209,-0.026,-0.055,-0.143,36.675,-0.918,0,0.397,-66.603,-0.93,0,0.368,-68.411,0,0,0,0,0.249,0.723,-0.645,-21.086,-999,-999,-999,0,0.302,1,0.458,-1.417,48,-1,2,0.223,1,1,0,0.027,1632.941,19.763,-63.445,1633.208,5,19.255,2.194,-62.078,0,0,,1635.13,,,,,,,,,,,,,1633.659,0,,454,0,,,,,,,,,,,,,,,,,,,0.029,-38.047,0.092,-17.222,-22.207,-49.749,-15.575,-62.729,21.62,-49.129,12.665,-64.879,47.681,-91.742,-3.337,-112.729,-44.877,-98.957,0.184,-36.844,,"Yes_Man_",0.123,-17.438,,"Sabo_10",-22.218,-48.234,,"_Gosomi",-15.545,-62.663,,"눈꽃",21.568,-49.199,,"아침땅_",12.52,-65.685,103,"펜케이크",47.861,-91.819,,"ddil_ddil69",-3.183,-112.797,,"쟈가리코",-45.002,-98.803,,,,,,,,,,,,,,,,,1633.67,19.61,-62.711,,,,,,,,,,,,,,,,,,,,,,,,,1635.196,11.969,-62.688,,,,,,,,,,"",1,0,0,"아침땅_",,,,64,""
61,SIDE,3,1,0,1,0,0,2,0,0,0,255,255,255,,1635.87,,,,,,,,,,,,,,,,,,,,,,,,1,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
62,,3,0,0,1,0,0,0,0,0,0,255,255,255,31,1675.226,"임 재 천",R,32,79,129,-0.869,0.384,0.631,1.417,-0.649,1.823,-36.908,29.534,0,100,0,0,"",182.698,-36.706,0.126,-0.434,-5.404,8,"_송글_","쟈가리코","ddil_ddil69","Sabo_10","펜케이크","_Gosomi","아침땅_","눈꽃","Yes_Man_",1,R,"Yes_Man_",190,85.251,0.499,,77,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222,-37.737,-0.061,-17.603,-20.201,-46.378,-10.645,-66.189,24.374,-51.541,9.22,-66.498,45.002,-92.609,0.063,-110.323,-39.97,-83.233,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
63,,3,0,0,1,0,1,0,0,0,0,255,255,255,32,1694.411,"임 재 천",R,3,54,100,-3.524,-0.302,0.629,1.304,-0.656,1.456,-36.908,31.129,0,100,0,2,"",-409.147,0,-7.103,0,0,8,"=","=","=","=","=","=","=","=","=",1,R,"Yes_Man_",190,85.251,0.499,5,77,W,Y,1,1695.666,147,137,100,121,92,,145,88,-30,-60.629,-0.518,0.989,-21.572,1,0,0.905,-151.709,221.166,137.852,1,0,0,301.552,0,0,0,0,0,0,0.498,301.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.133,0.868,-22.353,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.277,-37.589,-0.01,-17.608,-19.196,-44.4,-10.887,-65.97,24.2,-51.739,9.198,-66.53,40.392,-86.141,0.403,-110.547,-45.753,-98.184,0.353,-37.647,,"Kr_Luna",-0.008,-17.569,,"소솨소솨",-19.597,-45.257,,"Yaksok~",-11.754,-68.412,,"aura_5599",24.214,-51.708,,"하루（Haru）",9.216,-66.543,,"MODECO",40.296,-85.968,,"kneesohime",0.532,-110.565,,"Pugeuk",-46.032,-98.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
64,,3,0,0,1,0,2,0,0,0,0,255,255,255,33,1712.632,"임 재 천",R,3,56,102,-1.285,-0.125,0.832,1.337,0.288,1.564,-36.908,41.699,0,59,41,2,"",-409.41,0,-12.865,0,0,8,"=","=","=","=","=","=","=","=","=",1,R,"Yes_Man_",190,85.251,0.499,5,77,W,Y,1,1713.91,193,129,125,96,53,,145,112,25.433,4.454,-0.216,0.988,-20.639,0.87,0,0.614,432.954,23.368,52.329,1,0,0,436.73,0,0,0,0,0,0,0.722,436.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.525,-8.866,-120.756,1718.65,7,-8.555,2.591,-117.208,0,0,,1720.027,,,,,,,,,,,,,1719.23,8,,456,0,,,,,,,,,,,,,,,,,,,0.296,-37.652,0.003,-17.583,-19.432,-45.698,-11.286,-65.93,21.919,-50.92,8.792,-67.088,44.13,-92.757,0.412,-110.463,-41.419,-96.619,0.285,-37.629,,"Kr_Luna",-0.006,-17.568,,"소솨소솨",-19.957,-45.804,,"Yaksok~",-11.392,-65.941,,"aura_5599",21.806,-50.807,,"하루（Haru）",8.795,-67.105,,"MODECO",44.13,-92.737,,"kneesohime",0.402,-110.464,89,"Pugeuk",-41.349,-96.774,,1725.025,-2.139,-44.818,,,,,,,,,,,,,,,,,,,1719.243,-8.753,-117.739,,,,,,,,,,,,,,,,,,,,,,,,,1721.228,-7.602,-109.673,,,,"",1,0,0,"kneesohime",,,,264,""
65,,3,0,0,1,0,0,1,0,0,0,255,255,255,34,1743.352,"임 재 천",R,32,87,140,-1.435,0.243,0.568,1.38,-0.943,1.706,-36.908,22.537,0,100,0,2,"",212.324,-50.181,-6.112,0,0,0,"=","=","=","=","=","=","=","=","=",9,R,"_송글_",175.4,91.844,0.315,5,77,W,Y,1,1744.385,159,75,91,18,0,,137,78,-30,8.051,-0.38,0.89,-19.955,1,0,0.702,151.893,532.502,53.734,1,0,0,556.342,0,0,0,0,0,0,0.92,556.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743.9,-0.583,-21.362,1746.792,1,-7.284,0.057,-60.145,0,0,,1749.525,,,,,,,,,,,,,1749.482,0,,147,16,,,,,,,,,,,,,,,,,,,0.327,-37.585,0.01,-17.599,-19.289,-46.148,-12.712,-65.101,19.216,-47.79,10,-66.371,39.826,-96.108,-3.416,-115.765,-41.171,-100.586,0.385,-37.278,,"Kr_Luna",-0.014,-17.565,,"소솨소솨",-19.59,-45.459,85,"Yaksok~",-13.74,-66.819,105,"aura_5599",19.47,-48.745,,"하루（Haru）",10.003,-66.377,,"MODECO",39.803,-96.079,,"kneesohime",-3.453,-115.742,,"Pugeuk",-41.171,-100.58,,1752.366,-1.336,-38.908,,,,1748.837,-19.52,-40.286,1747.338,-7.123,-59.597,,,,,,,,,,,,,,,,,,,,,,1751.319,-17.723,-39.645,1747.802,-9.441,-57.198,,,,,,,,,,,,,,,,"",2,0,0,"Kr_Luna",,,,28,""
66,,3,0,0,1,0,0,2,0,0,0,255,255,255,35,1770.128,"임 재 천",R,3,65,107,-1.547,-0.052,0.829,1.35,0.274,1.605,-36.908,30.994,0,100,0,2,"",-486.364,0,17.304,0,0,1,"=","=","=","=","=","=","=","=","=",8,L,"쟈가리코",190,82,0.501,5,77,W,Y,1,1771.387,180,132,133,91,24,,145,99,56.455,-14.568,-0.322,0.98,-20.123,-0.45,0,0.631,443.984,-386.509,116.143,1,0,0,600,0,0,0,0,0,0,0.998,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777.358,20.168,-75.534,1777.566,5,19.498,3.497,-74.104,0,0,,1777.787,,,,,,,,,,,,,1778.065,1,,454,0,,,,,,,,,,,,,,,,,,,0.409,-37.642,-0.025,-17.586,-19.919,-43.585,-8.616,-66.91,20.121,-46.391,12.261,-65.268,54.625,-100.862,3.796,-121.823,-28.161,-94.858,0.269,-37.788,,"Kr_Luna",-0.001,-17.556,,"소솨소솨",-19.796,-43.645,,"Yaksok~",-9.215,-68.37,,"aura_5599",20.164,-46.703,,"하루（Haru）",12.253,-65.259,,"MODECO",54.626,-100.866,,"kneesohime",11.793,-121.116,,"Pugeuk",-30.474,-95.491,,,,,,,,,,,,,,,,,1778.076,19.776,-74.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1,0,0,"하루（Haru）",,,,2,""
67,SIDE,3,0,0,1,0,0,2,0,0,0,255,255,255,,1780.052,,,,,,,,,,,,,,,,,,,,,,,,2,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.602,-0.17,-37.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
68,,4,1,0,1,0,0,0,0,0,0,255,255,255,28,1823.419,"인생최패망자",R,26,91,140,1.154,1.202,0.548,2.277,0.445,2.086,-36.742,66.825,60,40,0,1,"",29.022,-197.717,1.026,0,0,1,"aura_5599","하루（Haru）","소솨소솨","임 재 천","Yaksok~","MODECO","Kr_Luna","Pugeuk","kneesohime",5,L,"하루（Haru）",175.2,85,0.397,,77,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,-37.965,0.114,-17.043,-21.107,-49.324,-11.437,-65.106,19.981,-46.972,15.729,-63.051,48.384,-88.236,5.275,-110.817,-43.974,-96.053,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1827.341,0.086,-37.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
69,,4,1,0,1,1,0,0,0,0,0,255,255,255,29,1838.584,"인생최패망자",R,26,87,140,1.949,1.008,0.616,2.252,0.762,1.996,-36.742,69.647,66,34,0,4,"",49.158,-174.526,3.044,0,0,1,"=","=","=","=","=","=","=","=","=",5,L,"하루（Haru）",175.2,85,0.397,,77,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,-37.997,0.068,-17.09,-21.067,-48.601,-11.351,-65.224,21.395,-48.243,15.937,-63.325,49.956,-86.752,5.252,-110.83,-43.758,-96.693,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1842.332,0.207,-37.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
70,,4,1,0,1,1,1,0,0,0,0,255,255,255,30,1854.939,"인생최패망자",R,26,96,140,-0.429,-0.034,0.398,2.168,-0.252,1.365,-36.742,43.231,69,31,0,0,"",37.589,-200,16.023,0,0,1,"=","=","=","=","=","=","=","=","=",5,L,"하루（Haru）",175.2,85,0.397,,36,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007,-37.981,0.093,-17.303,-20.861,-47.679,-11.525,-65.134,21.313,-49.06,16.145,-62.945,51.332,-85.78,5.271,-110.821,-42.405,-95.443,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1859.45,0.099,-37.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
