id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,sH,sV,gyro,plx,plz,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
1,,1,1,0,0,0,0,0,0,0,0,255,255,255,0,261.983,"Yaksok~",R,32,78,128,-1.091,0.24,0.413,1.642,0.263,1.38,-36.437,32.434,24,76,0,2,190.494,-24.157,-4.529,0,0,0,3,R,"si_ho",175.8,88.027,0.348,3,44,W,Y,1,263.151,255,172,146,95,23,145,86,21.513,31.453,-0.253,1.047,-20.453,-0.77,0,0.599,13.582,205.271,563.631,,,,265.057,3,-26.12,3.411,-59.148,0,0,,,,,,,,,,,,,,,266.009,0,,452,0,,,,,,,,,,,,,,,,,,,0.099,-37.638,0.026,-17.311,-18.574,-43.212,-17.083,-61.954,20.757,-48.11,13.544,-64.704,40.929,-90.677,-0.752,-111.498,-40.822,-90.571,0.225,-36.959,,"Oort__Cloud",0.007,-17.403,,"시즈카_Shizuka",-18.386,-43.329,,"즉석카레",-16.737,-62.092,89,"DoYaGee",20.022,-48.534,,"muyang_",13.757,-64.469,,"AI",40.9,-90.65,,"k@ster",-0.487,-112.666,,"AI",-40.8,-90.55,,269.706,0.326,-38.685,,,,,,,266.018,-26.612,-60.161,,,,,,,,,,,,,,,,,,,,,,,,,268.082,-24.165,-55.793,,,,,,,,,,,,,,,,1,0,"즉석카레",,,,33,""
2,,1,1,0,0,0,0,1,0,0,0,255,255,255,1,288.617,"Yaksok~",R,33,87,140,-2.906,-1.153,0.067,1.414,-1.435,0.875,-36.437,17.122,22,78,0,1,145.074,-75.465,3.428,0,0,1,2,L,"HOGGYS 호기스",172.5,92.075,0.44,,43,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.039,-37.562,0.024,-17.19,-19.928,-45.491,-12.372,-64.49,23.591,-48.789,14.613,-63.581,40.929,-90.677,0.819,-109.337,-40.83,-90.577,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,292.473,0.114,-37.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
3,,1,1,0,0,1,0,1,0,0,0,255,255,255,2,300.56,"Yaksok~",R,3,85,125,-2.367,-0.322,0.36,1.548,-0.335,1.415,-36.437,13.843,28,72,0,4,-460.872,0,-0.486,0,0,1,2,L,"HOGGYS 호기스",172.5,92.075,0.44,,43,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.221,-37.626,0.033,-17.248,-19.961,-45.763,-12.165,-64.643,22.698,-47.725,14.677,-64.047,40.907,-90.657,0.783,-109.299,-40.807,-90.557,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,304.651,-0.105,-37.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
4,,1,1,0,0,1,1,1,0,0,0,255,255,255,3,312.884,"Yaksok~",R,33,85,138,-2.126,-0.813,0.127,1.457,-1.118,1.059,-36.437,11.009,32,68,0,1,138.222,-84.712,4.908,0,0,1,2,L,"HOGGYS 호기스",172.5,92.075,0.44,,43,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,-37.605,0.021,-17.262,-19.973,-46.205,-12.411,-64.516,22.878,-48.152,14.916,-64.182,40.907,-90.657,0.772,-109.37,-40.807,-90.557,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,317.187,-0.16,-37.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
5,,1,1,0,0,2,1,1,0,0,0,255,255,255,4,327.588,"Yaksok~",R,32,85,138,0.997,-0.217,0.375,1.521,0.094,1.366,-36.437,24.028,35,65,0,2,242.821,-119.679,-3.598,0,0,1,2,L,"HOGGYS 호기스",172.5,92.075,0.44,3,43,W,Y,1,328.622,125,36,0,0,2,7,45,-60.067,-38.623,0.193,0.765,-18.983,0.49,0,0.473,479.259,343.551,110.831,327.713,0.514,-19.386,331.935,0,11.708,0.059,-31.256,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,-37.622,-0.009,-17.335,-19.403,-47.149,-12.413,-64.486,25.387,-50.639,14.589,-64.235,40.915,-90.664,-0.092,-110.688,-40.815,-90.564,0.033,-36.856,,"Oort__Cloud",-0.05,-17.528,,"시즈카_Shizuka",-19.459,-47.137,,"즉석카레",-12.404,-64.545,,"DoYaGee",22.707,-47.748,,"muyang_",14.581,-64.213,,"AI",40.9,-90.65,,"k@ster",-0.116,-110.629,,"AI",-40.8,-90.55,,332.908,11.829,-32.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"Yaksok~",,,,1,""
6,,1,1,0,0,2,2,1,0,0,0,255,255,255,5,352.806,"Yaksok~",R,3,78,121,-1.647,-0.513,0.378,1.475,-0.271,1.309,-36.437,20.738,4,96,0,2,-286.43,0,-0.263,0,0,1,2,L,"HOGGYS 호기스",172.5,92.075,0.44,3,53,W,Y,1,353.87,97,101,47,75,66,126,100,39.49,-1.341,-0.217,1.057,-20.607,0.08,0,0.492,457.886,-84.474,-378.423,358.613,5.685,-99.773,358.746,7,5.546,2.708,-97.527,0,0,,358.937,,,,,,,,,,,,,359.746,1,,456,0,,,,,,,,,,,,,,,,,,,0.157,-37.649,0.036,-17.348,-20.006,-45.754,-11.936,-64.956,20.987,-45.405,15.083,-63.688,40.922,-90.671,-0.005,-101.408,-40.822,-90.571,0.346,-37.318,,"Oort__Cloud",-0.016,-17.518,,"시즈카_Shizuka",-19.913,-45.65,,"즉석카레",-11.95,-64.927,,"DoYaGee",21.006,-45.328,,"muyang_",15.081,-63.55,,"AI",40.9,-90.65,,"k@ster",-0.057,-101.435,87,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,359.753,5.532,-98.349,,,,,,,,,,,,,,,,,,,,,,,,,361.649,3.153,-89.932,,,,1,0,"k@ster",,,,8,""
7,,1,1,0,0,0,0,2,0,0,0,255,255,255,6,382.721,"Yaksok~",R,33,82,133,0.255,-0.277,0.393,1.475,-0.034,1.429,-36.437,29.562,7,93,0,2,109.258,-16.704,-3.422,0,0,2,6,R,"_Gosomi",175,85.368,0.484,3,43,W,Y,1,383.791,159,69,102,94,22,145,127,38.037,24.122,0.043,0.833,-20.153,0.28,0,0.485,-28.572,596.85,-54.352,388.868,-58.238,-109.54,389.291,8,-58.281,0.14,-109.603,1,0,,389.313,393.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,-37.45,-0.011,-17.253,-19.953,-46.154,-15.489,-62.499,22.256,-48.886,13.339,-64.201,40.922,-90.671,0.057,-103.971,-40.822,-90.57,0.322,-37.016,,"Oort__Cloud",-0.017,-17.361,,"시즈카_Shizuka",-19.945,-46.144,,"즉석카레",-15.605,-62.44,,"DoYaGee",22.156,-49.011,,"muyang_",13.31,-63.986,69,"AI",40.9,-90.65,,"k@ster",-0.377,-104.131,,"AI",-40.8,-90.55,,399.225,0.482,-38.384,,,,,,,,,,,,,395.4,-0.209,-59.28,,,,,,,,,,,,,,,,,,,,,,,,,397.957,0.575,-56.652,,,,,,,,,,2,0,"AI",393.79,,,3,""
8,,1,1,0,0,0,0,2,0,1,0,255,6,255,7,412.636,"Yaksok~",R,3,75,116,-4.637,-0.144,0.126,1.474,-1.425,1.53,-36.437,12.049,0,100,0,2,-414.297,0,-0.475,0,0,3,8,R,"-KYU-",180.7,80,0.404,3,43,W,Y,0,413.815,255,131,168,133,57,145,106,100.013,-78.802,-1.249,1.096,-20.172,0.9,0,0.356,288.568,-525.956,9.954,,,,,,,,,0,0,,,,,,,,,,,,,428.434,,,,,,,,,,,,,,,,,,,,,,,,,0.121,-38.08,0.005,-17.247,-20.662,-46.231,-16.03,-62.755,21.25,-46.201,13.475,-64.344,40.915,-90.664,-0.341,-117.974,-40.815,-90.564,-0.002,-37.152,,"Oort__Cloud",-0.114,-17.448,,"시즈카_Shizuka",-20.082,-46.587,,"즉석카레",-16.043,-62.753,,"DoYaGee",20.593,-46.719,,"muyang_",13.476,-64.345,,"AI",40.9,-90.65,,"k@ster",-0.866,-117.751,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"",417.759,,,0,""
9,,1,1,0,0,0,1,2,0,1,0,255,6,255,8,429.135,"Yaksok~",R,34,79,129,-0.009,-0.031,0.382,1.537,-0.161,1.562,-36.437,26.201,0,100,0,2,98.651,-25.303,0.088,0,0,3,8,R,"-KYU-",180.7,80,0.404,3,50,W,Y,1,430.228,255,105,112,75,77,145,94,98.703,37.796,-0.05,0.984,-20.879,-0.49,0,0.691,328.606,496.908,-71.417,435.89,15.692,-1.586,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115,-37.505,-0.01,-17.253,-20.985,-46.165,-16.907,-62.177,21.422,-47.526,12.752,-64.092,40.915,-90.664,-3.476,-119.703,-40.815,-90.564,-0.106,-36.978,,"Oort__Cloud",-0.108,-17.454,,"시즈카_Shizuka",-20.743,-46.215,,"즉석카레",-17.732,-63.991,,"DoYaGee",21.252,-47.925,,"muyang_",11.315,-63.767,,"AI",40.9,-90.65,,"k@ster",-3.477,-119.685,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"",436.671,,,0,""
10,,1,1,0,0,0,2,2,0,1,0,255,6,255,9,452.703,"Yaksok~",R,32,78,128,1.866,0.323,0.466,1.59,0.542,1.734,-36.437,37.324,30,70,0,2,172.341,-64.091,-3.789,0,0,3,8,R,"-KYU-",180.7,80,0.404,3,50,W,Y,0,453.785,255,171,121,94,68,145,87,11.015,42.323,0.352,1.015,-19.328,-0.81,0,0.742,540.64,9.508,260.035,,,,454.491,2,-18.388,2.146,-39.761,0,0,,,,,,,,,,,,,453.211,,455.475,3,,451,0,,,,,,,,,,,456.14,2,,,,,,,0.181,-38.135,-0.018,-17.186,-20.122,-44.906,-16.638,-62.102,21.055,-46.898,12.972,-64.79,40.922,-90.671,-3.591,-119.393,-40.822,-90.571,0.261,-37.19,,"Oort__Cloud",-0.024,-17.353,,"시즈카_Shizuka",-20.118,-44.901,,"즉석카레",-17.187,-63.602,,"DoYaGee",20.823,-47.803,,"muyang_",12.784,-64.705,,"AI",40.9,-90.65,,"k@ster",-3.581,-119.385,,"AI",-40.8,-90.55,,,,,,,,455.489,-18.891,-40.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,"시즈카_Shizuka",,,,16,""
