id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result
1,1,1,0,0,0,0,0,0,255,255,255,0,248.437,IllilliIIIIllil,0,130,1.17,2.773,2,198.886,-200,0,0,1,0,9,mungjungh,160,51,249.381,98,58,8,47,46,-21.423,3.084,-0.575,-0.12,-36.694,-0.016,-16.889,-20.299,-47.533,-11.382,-63.93,17.998,-44.952,11.979,-62.806,34.813,-83.33,-1.773,-110.508,-36.583,-86.335,248.464,0.172,-21.827,250.097,0,IllilliIIIIllil,-0.718,-35.101,0,2
2,1,1,0,0,1,0,0,0,255,255,255,1,282.346,IllilliIIIIllil,0,131,0.822,-0.002,2,201.638,-200,0,0,1,1,6,Kr_Luna,160,50,283.111,124,100,12,139,69,42.711,-27.586,1,-0.256,-36.963,-0.22,-16.945,-20.607,-46.318,-9.077,-61.638,23.171,-50.274,14.45,-62.836,37.882,-87.14,11.404,-111.887,16.88,-102.719,0,0,0,286.73,5,NABIMan,23.648,-61.959,0,1
3,1,1,0,0,2,0,0,0,255,255,255,2,310.04,IllilliIIIIllil,10,115,-0.085,-1.292,1,0,400,-0.016,-17.52,0,2,4,인생최패망자,190,50,0,0,0,0,0,0,0,0,0,-0.016,-38.042,-0.313,-16.805,-20.021,-46.661,-8.961,-61.299,16.349,-46.95,11.453,-62.956,32.627,-85.741,-9.018,-102.883,-47.901,-82.489,0,0,0,0,0,,0,0,0,0
4,1,1,1,0,2,0,0,0,255,255,255,3,326.257,IllilliIIIIllil,4,112,-0.055,-0.437,0,-204.743,0,0,0,0,2,4,인생최패망자,190,50,0,0,0,0,0,0,0,0,0,0.035,-38.143,-0.349,-16.74,-20.625,-47.316,-10.24,-64.405,16.35,-46.934,11.629,-62,30.342,-89.486,-5.945,-103.602,-46.848,-84.897,0,0,0,0,0,,0,0,0,0
5,1,1,1,1,2,0,0,0,255,255,255,4,341.756,IllilliIIIIllil,0,135,1.064,-1.017,2,82.161,-200,0,0,1,2,4,인생최패망자,190,50,342.819,91,241,73,152,76,-77.071,-6.659,1,0.005,-36.945,0.332,-16.692,-20.575,-47.456,-9.888,-64.194,19.419,-47.251,12.168,-62.438,31.143,-91.549,-5.005,-105.427,-47.127,-84.71,340.247,0.284,-20.468,342.947,0,IllilliIIIIllil,1.393,-29.771,0,2
6,1,0,0,0,0,0,0,0,255,255,255,0,475.287,소솨소솨,3,102,-1.341,-0.666,1,-411.473,0,-0.999,-17.524,0,0,9,Sabo_10,184.7,47,0,0,0,0,0,0,0,0,0,-0.114,-38.597,-0.959,-16.772,-20.819,-51.474,-10.31,-62.8,21.679,-49.205,14.957,-63.602,37.227,-87.714,0.595,-112.689,-31.263,-93.378,0,0,0,0,0,,0,0,0,0
7,1,0,1,0,0,0,0,0,255,255,255,1,492.967,소솨소솨,3,104,1.728,-0.382,1,-389.432,0,0.6,-17.553,0,0,9,Sabo_10,184.7,47,0,0,0,0,0,0,0,0,0,-0.121,-38.48,0.214,-17.216,-20.822,-51.465,-10.09,-62.89,21.857,-49.135,14.997,-63.658,37.223,-87.704,0.379,-112.569,-31.38,-93.344,0,0,0,0,0,,0,0,0,0
8,1,0,2,0,0,0,0,0,255,255,255,2,508.205,소솨소솨,3,110,1.071,0.209,0,-410.025,0,0,0,0,0,9,Sabo_10,184.7,47,0,0,0,0,0,0,0,0,0,-0.249,-38.392,-0.003,-16.672,-20.827,-51.454,-11.127,-62.024,21.857,-49.346,15.012,-63.63,43.249,-95.109,0.643,-112.539,-31.308,-93.339,0,0,0,0,0,,0,0,0,0
9,1,0,2,1,0,0,0,0,255,255,255,3,522.576,소솨소솨,3,108,-1.306,-0.232,1,-390.405,0,-1.272,-12.137,0,0,9,Sabo_10,184.7,47,0,0,0,0,0,0,0,0,0,-0.167,-38.447,-0.835,-16.339,-20.824,-51.46,-10.571,-62.814,21.754,-49.105,14.996,-63.625,43.457,-95.347,0.377,-112.983,-31.311,-93.388,0,0,0,0,0,,0,0,0,0
10,1,0,3,1,0,0,0,0,255,255,255,4,543.567,소솨소솨,3,103,-0.549,0.115,2,-444.447,0,0,0,1,0,9,Sabo_10,184.7,47,544.843,103,116,30,141,75,19.244,-13.609,-0.258,-0.028,-38.278,-0.02,-17.085,-20.834,-51.467,-10.89,-63.668,21.764,-49.206,14.97,-63.636,43.625,-95.256,0.365,-113.007,-31.331,-93.356,0,0,0,544.747,5,CAT tourniquet,10.237,-64.774,0,1
