id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,buntGrip,handDist,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,507.891,"HANA_ARASHI",R,13,75,114,-1.866,-0.9,-0.173,1.709,-0.804,1.358,-36.414,2,0,-291.444,400,0,0,0,1,0,1,R,"Ayu_Yua",190,88.709,0.483,3,73,509.124,190,89,96,116,43,150,116,-21.029,42.274,0.89,-0.006,-0.01,0,0.222,-0.41,-36.976,0,"인생최패망자",-0.113,-18.102,0,"썬써니_",-17.27,-45.515,0,"mungjungh",-13.611,-64.031,92,"Gonyong",22.434,-47.493,0,"AI",12.379,-57.963,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,516.047,-63.653,-96.051,519.586,3,"mungjungh",-30.026,-68.553,1,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,1,0,0,1,255,255,1,543.874,"HANA_ARASHI",R,26,80,131,0.518,1.132,0.077,1.75,0.356,2.139,-36.439,1,0,-106.793,-200,0,0,0,0,1,4,R,"にゃんこ3K",190,89.972,0.547,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,-37.241,113,"인생최패망자",-0.112,-18.041,120,"썬써니_",-19.708,-43.941,0,"mungjungh",-6.569,-60.586,0,"Gonyong",24.194,-49.119,0,"AI",12.4,-58.2,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,1,0,0,1,0,0,1,255,255,2,572.601,"HANA_ARASHI",R,26,83,136,-1.742,-0.124,-0.151,1.51,-0.704,1.362,-36.378,2,0,-36.593,-200,0,0,0,1,1,4,R,"にゃんこ3K",190,89.972,0.547,3,73,573.73,212,109,80,105,72,150,127,21.527,32.457,0.33,-0.041,-0.135,0,0.28,-0.323,-37.174,0,"인생최패망자",-0.11,-18.137,0,"썬써니_",-19.116,-45.885,0,"mungjungh",-6.748,-61.467,0,"Gonyong",24.313,-49.204,0,"AI",12.341,-57.666,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,579.114,-55.762,-125.341,0,0,"",0,0,0,0,0,0,0,0,0,4
4,1,1,2,0,0,0,0,0,0,0,255,255,255,3,612.851,"HANA_ARASHI",R,13,74,113,1.073,0.539,0.228,1.819,1.06,2.402,-36.48,2,0,-342.753,364.033,0,0,0,1,2,2,R,"Penguin_iDOL",180,85.452,0.451,3,72,614.067,255,114,127,61,55,150,98,24.42,-19.896,-0.27,-0.008,0.004,0,0.415,0.127,-36.919,0,"인생최패망자",-0.006,-18.119,0,"썬써니_",-19.561,-45.205,0,"mungjungh",-10.846,-64.702,95,"Gonyong",19.963,-44.704,94,"AI",12.378,-57.725,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,624.18,15.672,-132.238,628.611,3,"mungjungh",5.106,-71.941,1,0,0,0,0,0,0,2
5,1,1,2,0,0,0,0,0,0,1,255,255,2,4,647.153,"HANA_ARASHI",R,26,82,134,-0.409,1.437,-0.039,1.745,-0.181,2.19,-36.389,1,0,3.715,-200,0,0,0,0,2,5,R,"아침땅_",166.8,95.405,0.5,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034,-37.252,0,"인생최패망자",0.109,-18.069,0,"썬써니_",-19.961,-44.829,0,"mungjungh",-9.803,-65.022,0,"Gonyong",18.769,-44.514,0,"AI",12.4,-58.2,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
6,1,1,2,0,1,0,0,0,0,1,255,255,2,5,660.44,"HANA_ARASHI",R,14,78,116,-2.072,1.116,-0.087,1.684,-0.403,1.963,-36.345,2,0,390.434,312.348,0,0,0,1,2,5,R,"아침땅_",166.8,95.405,0.5,2,72,661.461,100,71,71,87,58,135,77,16.591,6.737,-0.82,0.004,-0.024,0,0.306,-0.174,-36.954,0,"인생최패망자",-0.026,-18.14,0,"썬써니_",-19.668,-45.088,0,"mungjungh",-8.744,-60.271,88,"Gonyong",21.541,-45.767,0,"AI",12.247,-57.714,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,664.332,3,"mungjungh",-4.513,-61.73,0,0,0,0,0,0,0,1
7,1,1,2,0,0,0,1,0,0,1,255,255,2,6,687.888,"HANA_ARASHI",R,27,71,125,-0.39,0.134,-0.012,1.567,-0.054,1.538,-36.29,2,0,-90.687,-139.216,0,0,0,1,3,3,R,"mochi_2929",175.1,99,0.453,3,71,689.047,160,49,63,52,19,139,127,-3.488,19.617,0.65,0.112,-0.05,0,0.177,-0.085,-36.905,0,"인생최패망자",0.027,-18.21,0,"썬써니_",-19.269,-44.681,0,"mungjungh",-1.989,-60.276,95,"Gonyong",21.649,-46.956,87,"AI",12.312,-57.887,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,696.392,-33.683,-114.742,700.81,3,"mungjungh",-2.635,-63.523,1,16,0,0,0,0,0,2
8,1,1,3,0,0,0,2,0,0,0,255,255,255,7,724.88,"HANA_ARASHI",R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,L,"encounter v",190,86.405,0.448,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
9,1,1,3,0,0,0,2,0,0,0,255,255,255,8,747.378,"HANA_ARASHI",R,29,75,127,-1.457,0.58,-0.076,1.659,-0.352,1.845,-36.369,2,0,-190.097,-138.785,0,0,0,1,3,0,L,"encounter v",190,86.405,0.448,3,71,748.567,196,126,118,83,25,150,111,20.282,26.883,0.06,0,-0.076,0,0.527,-0.178,-36.988,0,"인생최패망자",-0.023,-17.87,0,"썬써니_",-20.33,-47.005,0,"mungjungh",-12.786,-64.683,86,"Gonyong",23.811,-47.15,0,"AI",12.362,-57.635,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,759.768,-12.491,-69.644,760.532,3,"mungjungh",-6.658,-66.141,1,0,0,0,0,0,0,2
10,1,1,3,0,0,0,2,0,1,0,255,0,255,9,782.931,"HANA_ARASHI",R,26,76,128,1.408,1.136,0.185,1.75,0.86,2.138,-36.402,4,0,-169.884,-200,0,0,0,1,3,1,R,"Ayu_Yua",190,88.709,0.483,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,-37.337,0,"인생최패망자",0.095,-17.612,0,"썬써니_",-19.003,-46.242,0,"mungjungh",-5.53,-60.704,0,"Gonyong",23.018,-47.189,0,"AI",12.4,-58.2,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
