id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,buntGrip,handDist,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,450.698,"양_뭉이",R,3,68,112,5.843,-0.204,0.283,1.931,3.271,1.477,-37.227,1,0,-425.486,0,0,0,0,0,0,4,R,"썬써니_",174.8,95,0.5,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.417,-37.221,0,"mochi_2929",1.217,-17.481,0,"P0TA0",-20.458,-42.269,0,"ke ro",-12.126,-62.207,0,"magimari",21.31,-47.846,0,"_Chun",7.343,-63.355,0,"AI",40.9,-90.65,0,"Multeinn",0.263,-101.551,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,1,0,0,0,0,0,255,255,255,1,464.093,"양_뭉이",R,3,63,107,-1.459,-0.561,0.072,1.991,0.337,1.275,-37.055,4,0,-486.364,0,0,0,0,1,0,4,R,"썬써니_",174.8,95,0.5,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.728,-37.314,0,"mochi_2929",-0.106,-16.707,0,"P0TA0",-19.646,-44.089,0,"ke ro",-10.795,-60.912,0,"magimari",21.028,-48.165,0,"_Chun",6.926,-62.158,0,"AI",40.9,-90.65,0,"Multeinn",0.309,-101.583,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,1,1,0,0,0,0,255,255,255,2,478.281,"양_뭉이",R,26,72,125,-2.113,-1.365,-0.245,1.805,-1.137,0.62,-36.651,4,0,145.778,-160.83,0,-0.367,-16.534,1,0,4,R,"썬써니_",174.8,95,0.5,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.66,-37.256,0,"mochi_2929",-0.149,-16.673,0,"P0TA0",-19.738,-44.013,0,"ke ro",-11.143,-61.305,0,"magimari",20.977,-48.163,0,"_Chun",10.311,-61.967,0,"それいゆ るな",16.304,-18.619,0,"Multeinn",-0.025,-102.061,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,1,2,0,0,0,0,255,255,255,3,491.011,"양_뭉이",R,3,67,112,-3.594,-1.289,-0.169,1.871,-0.786,0.851,-36.676,4,0,-423.508,0,0,-0.937,-17.003,1,0,4,R,"썬써니_",174.8,95,0.5,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.579,-37.267,0,"mochi_2929",-0.641,-16.052,0,"P0TA0",-20.315,-41.768,0,"ke ro",-11.123,-61.294,0,"magimari",20.707,-48.474,0,"_Chun",9.725,-61.934,0,"それいゆ るな",39.188,-88.921,0,"Multeinn",-0.221,-102.048,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,0,0,1,0,0,0,255,255,255,4,518.474,"양_뭉이",R,32,62,118,1.649,-0.538,0.07,1.934,0.328,1.12,-36.988,4,0,250,-128.419,0,0.748,-15.927,1,1,1,R,"Ayu_Yua",190,88.709,0.483,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.638,-37.376,0,"mochi_2929",-0.015,-16.64,0,"P0TA0",-19.545,-44.165,0,"ke ro",-10.618,-63.095,0,"magimari",21.716,-49.226,0,"_Chun",8.565,-63.475,0,"それいゆ るな",42.764,-95.054,0,"Multeinn",-0.07,-102.144,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
6,1,1,0,0,0,1,1,0,0,0,255,255,255,5,531.295,"양_뭉이",R,0,63,118,-1.095,-1.06,-0.033,1.892,-0.153,0.984,-36.749,2,0,-11.135,0,0,0,0,1,1,1,R,"Ayu_Yua",190,88.709,0.483,3,91,532.466,147,88,70,102,51,144,130,-1.102,24.495,0.51,0.005,-0.025,0,0.158,-0.637,-36.824,0,"mochi_2929",-0.069,-16.637,0,"P0TA0",-19.556,-44.018,0,"ke ro",-12.064,-62.962,0,"magimari",21.246,-49.503,0,"_Chun",8.444,-63.441,85,"それいゆ るな",42.734,-95.015,0,"Multeinn",-0.984,-103.073,0,"AI",-40.8,-90.55,0,538.347,-44.167,-113.673,543.092,5,"_Chun",-1.226,-59.939,1,0,0,0,0,0,0,2
7,1,1,0,0,0,0,1,1,0,0,1,255,255,6,561.888,"양_뭉이",R,3,58,104,-0.778,-0.48,0.114,2.005,0.528,1.323,-37.082,2,0,-472.727,0.102,0,0,0,1,2,5,L,"Sabo_10",174.5,90,0.599,3,91,563.118,19,29,62,58,56,25,37,5.327,-14.291,-0.03,0.056,-0.157,1,0.538,-0.674,-36.832,0,"mochi_2929",-0.002,-16.73,0,"P0TA0",-17.366,-40.517,85,"ke ro",-3.381,-63.993,88,"magimari",20.607,-47.993,0,"_Chun",13.006,-60.224,85,"それいゆ るな",41.85,-98.552,0,"Multeinn",6.851,-112.688,0,"AI",-40.8,-90.55,0,563.836,1.983,-28.877,567.075,5,"_Chun",4.767,-47.118,1,0,0,0,0,0,0,2
8,1,1,0,0,0,0,2,1,0,0,5,255,255,7,594.207,"양_뭉이",R,13,68,110,-3.329,-2.317,-0.191,1.793,-0.886,0.662,-36.648,1,0,-305.776,395.602,0,-0.64,-19.975,0,3,2,R,"인생최패망자",190,80,0.396,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.665,-37.157,0,"mochi_2929",-0.319,-16.862,120,"P0TA0",-18.519,-39.083,0,"ke ro",-9.05,-62.398,0,"magimari",20.511,-47.932,0,"_Chun",14.54,-59.897,0,"それいゆ るな",44.788,-98.193,0,"Multeinn",0.937,-110.722,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
9,1,1,0,0,1,0,2,1,0,0,5,255,255,8,609.869,"양_뭉이",R,32,66,121,2.096,-0.545,0.105,1.943,0.487,1.15,-36.942,2,0,250,-88.365,0,0,0,1,3,2,R,"인생최패망자",190,80,0.396,3,91,611.026,255,102,102,121,93,150,104,-52.268,-23.141,-0.17,0.003,-0.055,0,0.317,-0.623,-36.946,0,"mochi_2929",-0.046,-16.915,0,"P0TA0",-17.575,-40.221,0,"ke ro",-7.113,-62.438,0,"magimari",17.207,-43.578,0,"_Chun",14.813,-59.457,95,"それいゆ るな",47.878,-101.799,0,"Multeinn",-1.286,-112.459,0,"AI",-40.8,-90.55,0,610.958,0.753,-21.75,613.458,5,"_Chun",14.676,-54.861,0,8,0,0,0,0,0,2
10,1,0,0,0,0,0,0,0,0,0,255,255,255,0,738.103,"Pugeuk",R,6,83,123,-0.202,-0.17,-0.239,1.414,-0.623,1.508,-36.437,0,0,474.73,0,30.088,0,0,0,0,2,R,"P0TA0",190,96,0.652,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135,-37.414,0,"Ayu_Yua",0.182,-17.477,0,"인생최패망자",-23.415,-48.392,0,"ʚEveɞ",-16.086,-62.702,0,"썬써니_",22.67,-51.785,0,"Sabo_10",14.251,-61.414,0,"아침땅_",33.895,-86.057,0,"AI",0,-109.84,0,"ByeolBam",-43.864,-91.595,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
