id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result
1,1,1,0,0,0,0,0,0,255,255,255,0,141.793,encounter v,0,140,0.414,-0.095,0,15.648,-109.015,0,0,0,0,3,Slaris,174.7,74,0,0,0,0,0,0,0,0,0,-0.006,-37.327,-0.043,-16.933,-23.262,-48.28,-16.665,-62.453,8.873,-14.429,10.872,-57.581,8.873,-14.429,-0.006,-37.327,-0.006,-37.327,0,0,0,0,0,,0,0,0,0
2,1,1,0,0,0,0,0,0,255,255,255,0,167.847,encounter v,0,140,0.091,1.494,2,57.425,-137.224,0,0,1,0,3,Slaris,174.7,71,168.676,74,172,46,113,64,48.827,36.333,-0.635,-0.265,-37.171,-0.023,-17.018,-22.862,-49.195,-14.269,-64.247,19.536,-48.139,12.877,-60.528,19.536,-48.139,-0.265,-37.171,-0.265,-37.171,0,0,0,173.511,2,Pugeuk,-24.115,-55.677,0,1
3,1,1,0,0,1,0,0,0,255,255,255,1,200.432,encounter v,0,140,-1.088,1.009,2,33.564,-103.619,0,0,1,1,1,Kr_Luna,190,69,201.201,114,108,20,140,67,44.73,-23.788,-0.392,-0.373,-37.275,-0.017,-17.102,-23.817,-51.747,-19.123,-61.153,22.852,-50.338,12.781,-60.029,22.852,-50.338,-0.373,-37.275,-0.373,-37.275,0,0,0,206.045,2,Pugeuk,17.915,-59.844,0,1
4,1,1,0,0,2,0,0,0,255,255,255,2,234.59,encounter v,0,140,-0.287,1.6,1,30.053,-130.052,0,0,0,2,5,_Chun,160,68,0,0,0,0,0,0,0,0,0,-0.023,-37.28,-0.029,-17.039,-18.513,-50.336,-13.173,-63.742,22.169,-47.961,12.448,-60.278,22.169,-47.961,-0.023,-37.28,-0.023,-37.28,0,0,0,0,0,,0,0,0,0
5,1,1,1,0,2,0,0,0,255,255,255,3,246.792,encounter v,0,140,-0.998,-0.713,0,21.885,-148.355,0,0,1,2,5,_Chun,160,68,0,0,0,0,0,0,0,0,0,0.098,-37.225,-0.077,-17.066,-18.464,-48.163,-14.875,-62.78,20.188,-46.417,11.676,-60.229,20.188,-46.417,0.098,-37.225,0.098,-37.225,0,0,0,0,0,,0,0,0,0
6,1,1,1,1,2,0,0,0,255,255,255,4,260.566,encounter v,0,140,-0.75,0.756,0,38.008,-82.782,0,0,0,2,5,_Chun,160,95,0,0,0,0,0,0,0,0,0,0.044,-37.252,-0.014,-17.146,-16.981,-46.055,-11.873,-59.749,18.303,-42.877,13.557,-52.722,18.303,-42.877,0.044,-37.252,0.044,-37.252,0,0,0,0,0,,0,0,0,0
7,1,1,1,2,2,0,0,0,255,255,255,5,271.61,encounter v,10,132,-0.083,-2.916,2,0,272.372,-0.021,-20.338,1,2,5,_Chun,160,95,272.567,72,69,0,59,59,-46.881,-10.201,0.981,-0.118,-37.067,-0.001,-17.189,-17.988,-47.395,-12.844,-61.642,20.608,-45.021,12.987,-58.387,20.608,-45.021,-0.118,-37.067,-0.118,-37.067,274.257,-0.661,-40.347,276.045,3,소솨소솨,-1.203,-54.339,1,2
8,1,1,0,0,2,1,0,0,5,255,255,6,297.604,encounter v,0,140,0.434,0.221,0,59.741,-134.551,0,0,1,3,4,Multeinn,190,68,0,0,0,0,0,0,0,0,0,0.101,-37.126,0.03,-17.257,-20.259,-43.704,-16.549,-63.154,16.357,-48.129,7.183,-60.836,16.357,-48.129,0.101,-37.126,0.101,-37.126,0,0,0,0,0,,0,0,0,0
9,1,1,0,1,2,0,1,0,255,5,255,7,327.882,encounter v,0,140,0.737,0.091,2,53.715,-168.871,0,0,1,3,4,Multeinn,190,68,328.657,89,218,15,142,67,26.33,40.502,-0.934,-0.198,-36.979,-0.071,-17.117,-18.647,-44.086,-18.477,-61.534,17.023,-46.507,12.056,-53.248,17.023,-46.507,-0.198,-36.979,-0.198,-36.979,335.408,-42.29,-65.382,335.408,-1,AI,-42.059,-65.215,1,0
10,1,1,0,0,2,1,0,0,4,255,255,8,361.625,encounter v,6,108,2.6,-0.469,4,490.909,0,0,0,1,4,2,M_lunatic,190,68,0,0,0,0,0,0,0,0,0,0.104,-37.278,0.091,-16.971,-19.225,-46.204,-11.294,-63.946,22.512,-48.254,12.618,-61.443,22.512,-48.254,0.104,-37.278,0.104,-37.278,0,0,0,0,0,,0,0,0,0
11,1,1,0,1,2,1,0,0,4,255,255,9,373.291,encounter v,7,133,0.066,-0.099,2,229.841,0,0,0,1,4,2,M_lunatic,190,68,374.367,37,88,7,17,63,-3.961,-32.935,-0.663,-0.176,-36.865,0.065,-17.182,-20.543,-48.362,-11.179,-64.174,21.165,-45.258,12.968,-61.241,21.165,-45.258,-0.176,-36.865,-0.176,-36.865,374.905,4.573,-27.554,376.857,4,인생최패망자,14.544,-45.029,0,2
12,1,0,0,0,0,0,0,0,255,255,255,1,492.518,Riyaj,10,116,1.27,0.622,2,-83.504,400,0,0,1,0,1,ke ro,190,67,493.48,99,112,0,136,67,37.596,17.554,-0.836,-0.269,-36.846,0.043,-17.313,-21.656,-47.775,-13.97,-64.443,24.962,-50.978,8.498,-63.95,7.362,-13.011,7.362,-13.011,7.362,-13.011,0,0,0,498.42,3,Slaris,-15.205,-66.494,0,1
13,1,0,0,0,1,0,0,0,255,255,255,2,513.555,Riyaj,10,118,0.499,-0.356,2,0,400,0,0,1,1,5,NABIMan,190,67,514.371,119,120,56,147,130,47.066,-41.411,0.266,-0.335,-36.749,0.054,-17.322,-20.949,-46.04,-14.415,-64.119,24.672,-53.256,11.779,-62.832,7.362,-12.998,7.362,-12.998,7.362,-12.998,521.184,71.715,-108.96,0,0,,0,0,0,4
14,1,0,0,0,1,0,0,0,255,255,255,3,563.02,Riyaj,0,135,0.718,1.581,1,42.558,-76.894,0,0,0,2,2,Pugeuk,160,66,0,0,0,0,0,0,0,0,0,-0.19,-36.809,-0.006,-17.248,-20.564,-44.492,-14.711,-64.224,22.861,-52.289,9.511,-63.769,7.362,-12.993,7.362,-12.993,7.362,-12.993,0,0,0,0,0,,0,0,0,0
15,1,0,1,0,1,0,0,0,255,255,255,4,575.385,Riyaj,10,116,-0.635,0.593,0,-64.286,400,0,0,0,2,2,Pugeuk,160,66,0,0,0,0,0,0,0,0,0,-0.194,-37.015,0.04,-17.23,-20.583,-44.789,-14.764,-64.181,23.076,-52.573,9.677,-63.687,7.912,-12.698,7.912,-12.698,7.912,-12.698,0,0,0,0,0,,0,0,0,0
16,1,0,1,1,1,0,0,0,255,255,255,5,587.116,Riyaj,13,111,2.541,2.283,1,-351.136,355.954,0,0,0,2,2,Pugeuk,160,66,0,0,0,0,0,0,0,0,0,-0.031,-37.011,0.186,-17.276,-20.506,-44.821,-14.778,-64.185,23.236,-52.609,9.426,-63.806,7.888,-12.699,7.888,-12.699,7.888,-12.699,0,0,0,0,0,,0,0,0,0
17,1,0,2,1,1,0,0,0,255,255,255,6,601.458,Riyaj,0,123,-4.731,67.866,1,65.941,-65.247,8.913,44.747,0,2,2,Pugeuk,160,66,0,0,0,0,0,0,0,0,0,-0.599,-38.941,0.03,-17.279,-19.907,-42.578,-15.004,-64.138,23.066,-52.634,9.578,-63.946,7.899,-12.748,7.899,-12.748,7.899,-12.748,0,0,0,0,0,,0,0,0,0
18,1,0,3,1,1,0,0,0,255,255,255,7,616.675,Riyaj,0,135,-0.175,1.172,0,33.148,-96.166,0,0,0,2,2,Pugeuk,160,66,0,0,0,0,0,0,0,0,0,-0.366,-36.901,0.035,-17.273,-21.125,-44.026,-14.711,-64.266,23.34,-52.548,9.745,-63.932,7.883,-12.687,7.883,-12.687,7.883,-12.687,0,0,0,0,0,,0,0,0,0
19,1,0,3,2,1,0,0,0,255,255,255,8,629.551,Riyaj,10,111,-0.914,-0.96,0,0,400,0,0,0,2,2,Pugeuk,160,66,0,0,0,0,0,0,0,0,0,-0.221,-36.899,0.014,-17.253,-20.185,-43.443,-14.924,-64.217,24.315,-51.943,8.758,-64.697,7.895,-12.683,7.895,-12.683,7.895,-12.683,0,0,0,0,0,,0,0,0,0
