id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,rotL,shS,lgS,prepS,impMv,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,buntGrip,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,334.21,"Pugeuk",R,28,93,140,1.052,0.978,0.099,1.556,-36.487,1,0,-4.556,-97.444,13.813,0,0,0,0,0,R,"Riyaj",190,80,0.2,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,-37.646,0,"_Chun",0.042,-17.09,0,"coder_",-22.972,-50.16,0,"Slaris",-12.912,-64.403,0,"Sabo_10",20.68,-48.963,0,"장덕춘_",12.91,-65.082,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,1,0,0,0,0,0,255,255,255,1,342.437,"Pugeuk",R,26,92,140,2.85,0.614,0.17,1.534,-36.519,3,0,143.684,-165.068,35.658,0.023,-20.1,0,0,0,R,"Riyaj",190,80,0.2,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,-37.489,0,"_Chun",0.037,-17.052,0,"coder_",-23.021,-50.147,0,"Slaris",-12.907,-63.466,0,"Sabo_10",20.718,-48.972,0,"장덕춘_",12.807,-64.578,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,6
3,1,1,0,0,3,0,0,0,0,0,255,255,255,2,358.508,"Pugeuk",R,27,100,140,-1.171,-0.668,-0.091,1.228,-36.388,0,0,-64.706,-138.368,5.97,0,0,0,0,0,R,"Riyaj",190,80,0.2,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12,-37.586,0,"_Chun",-0.022,-17.055,0,"coder_",-23.024,-49.759,0,"Slaris",-13.075,-64.387,0,"Sabo_10",20.927,-48.389,0,"장덕춘_",11.662,-64.119,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,3,1,0,0,0,0,255,255,255,3,367.866,"Pugeuk",R,6,91,126,-1.471,0.492,-0.288,1.541,-36.384,0,0,469.718,171.362,33.374,0,0,1,0,0,R,"Riyaj",190,80,0.2,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006,-37.744,0,"_Chun",-0.049,-17.052,0,"coder_",-22.496,-49.901,0,"Slaris",-12.698,-64.381,0,"Sabo_10",22.206,-50.053,0,"장덕춘_",13.072,-65.21,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,3,2,0,0,0,0,255,255,255,4,379.206,"Pugeuk",R,14,96,126,0.146,-0.761,-0.102,1.358,-36.35,2,0,365.797,340.871,39.794,0,0,1,0,0,R,"Riyaj",190,80,0.2,3,58,380.087,171,17,84,74,31,67,143,101,-39.602,-13.011,-0.23,-0.06,-0.047,0.029,0,0.003,-37.129,0,"_Chun",0.003,-16.969,0,"coder_",-24.714,-50.574,0,"Slaris",-12.295,-64.559,0,"Sabo_10",22.14,-50.076,0,"장덕춘_",12.798,-65.047,0,"AI",35.7,-81.8,0,"AI",0,-100.61,0,"AI",-35.7,-81.8,0,380.222,0.236,-20.234,382.737,5,"장덕춘_",9.375,-59.799,0,0,0,0,0,0,0,2
6,1,1,0,0,0,0,1,0,0,0,255,255,255,5,399.354,"Pugeuk",R,28,97,140,-0.22,-1.013,-0.003,1.203,-36.311,0,0,-72.556,-89.45,8.164,0.04,-17.984,0,1,5,R,"소솨소솨",174.9,89.574,0.5,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,-36.992,0,"_Chun",-0.01,-17.083,0,"coder_",-23.898,-51.17,0,"Slaris",-13.501,-64.207,0,"Sabo_10",20.66,-48.522,0,"장덕춘_",12.553,-64.982,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
7,1,1,0,0,0,1,1,0,0,0,255,255,255,6,409.333,"Pugeuk",R,6,87,126,0.437,0.183,-0.112,1.417,-36.408,2,0,500,0,28.17,0,0,1,1,5,R,"소솨소솨",174.9,89.574,0.5,2,58,410.372,186,14,90,62,61,116,143,58,3.029,3.183,0.04,-0.008,-0.069,0.026,0,-0.062,-37.242,0,"_Chun",0.024,-17.166,0,"coder_",-23.089,-50.361,0,"Slaris",-12.864,-64.473,0,"Sabo_10",20.49,-48.522,0,"장덕춘_",12.443,-64.879,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,411.41,-0.695,-34.633,411.816,0,"Pugeuk",-0.723,-35.152,0,0,0,0,0,0,0,2
8,1,1,0,0,0,0,2,0,0,0,255,255,255,7,476.474,"Pugeuk",R,26,97,140,0.686,-0.836,0.109,1.185,-36.311,2,0,-184.665,-186.595,17.686,0,0,1,2,2,L,"하루（Haru）",190,85,0.499,3,58,477.386,80,10,88,77,51,86,132,130,99.14,79.834,0.46,0.008,-0.009,0,0,-0.106,-36.855,0,"_Chun",-0.004,-17.103,0,"coder_",-23.548,-51.735,0,"Slaris",-12.092,-64.709,0,"Sabo_10",21.583,-49.727,0,"장덕춘_",12.382,-64.784,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3
9,1,1,0,0,0,1,2,0,0,0,255,255,255,8,489.912,"Pugeuk",R,6,79,106,0.646,0.459,-0.289,1.508,-36.454,2,0,481.818,0,18.936,0,0,1,2,2,L,"하루（Haru）",190,85,0.499,3,58,490.944,97,12,67,77,57,90,136,116,25.966,-31.698,0.2,0.046,-0.006,0,0,-0.061,-37.334,0,"_Chun",0.032,-17.097,0,"coder_",-23.078,-48.784,0,"Slaris",-11.51,-65.288,0,"Sabo_10",22.382,-50.081,0,"장덕춘_",12.737,-64.69,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,497.434,60.184,-88.663,501.519,4,"ByeolBam",17.258,-67.503,1,0,0,0,0,0,0,2
10,1,1,0,0,0,0,2,0,1,0,255,2,255,9,519.949,"Pugeuk",R,0,3,71,-25.563,-2.529,-0.289,1.508,-36.454,4,0,0,0,4.187,-0.51,-36.393,0,2,2,R,"하루（Haru）",190,85,0.499,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.347,-38.372,0,"_Chun",-0.046,-17.125,0,"coder_",-22.685,-50.057,0,"Slaris",-1.879,-61.055,0,"Sabo_10",21.226,-47.767,0,"장덕춘_",12.479,-65.074,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
