id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,result
11,2,0,0,2,0,0,1,0,0,0,255,255,255,10,1339.908,bdg06213,0,140,-1.471,-0.891,1,90.767,-169.888,-0.233,-17.285,0,6,0,소솨소솨,190,45,0,0,0,0,0,0,0,0,0,0,0,0.323,-37.586,-0.126,-16.973,-18.356,-46.039,-15.051,-62.99,22.369,-53.243,14.458,-64.501,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0
12,2,0,0,2,1,0,1,0,0,0,255,255,255,11,1352.866,bdg06213,0,140,-0.71,-0.366,2,87.791,-98.211,0,0,1,6,0,소솨소솨,190,45,1353.762,111,176,116,149,116,23.248,12.389,0.475,-0.075,-0.28,-0.371,-36.853,-0.044,-17.264,-17.961,-44.582,-15.334,-62.925,22.38,-53.247,14.405,-64.638,35.702,-81.802,0,-100.602,-35.702,-81.802,1361.364,-23.236,-119.679,1361.362,-1,AI,-23.308,-119.723,1,0,0
13,2,0,0,2,0,0,1,0,1,0,255,15,255,12,1440.59,bdg06213,0,140,2.238,0.952,2,72.047,-35.451,0,0,1,0,3,IllilliIIIIllil,174.5,67,1441.457,106,252,70,148,86,-31.14,-11.543,0.973,-0.022,-0.019,-0.438,-36.852,-0.05,-17.245,-17.481,-44.996,-15.897,-61.003,19.041,-42.188,12.714,-63.759,35.702,-81.802,0,-100.602,-35.702,-81.802,1441.537,0.805,-22.697,1443.919,5,coder_,7.483,-57.618,0,64,2
14,3,1,0,2,0,0,0,0,0,0,255,255,255,18,1492.489,소솨소솨,1,92,-1.731,-2.72,1,0,0,-0.545,-17.635,0,1,4,Gonyong,175.8,49,0,0,0,0,0,0,0,0,0,0,0,0.193,-37.994,-0.909,-17.465,-17.357,-43.274,-12.055,-64.744,21.823,-46.794,9.037,-66.304,35.7,-81.8,-2.8,-108.818,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0
15,3,1,0,2,1,0,0,0,0,0,255,255,255,19,1511.013,소솨소솨,0,138,0.373,-1.144,1,0,0,0,0,0,1,4,Gonyong,175.8,49,0,0,0,0,0,0,0,0,0,0,0,-0.051,-37.59,0.074,-16.814,-17.36,-42.602,-12.096,-64.763,21.916,-46.707,8.826,-66.118,35.703,-81.803,-5.826,-114.033,-35.703,-81.803,0,0,0,0,0,,0,0,0,0,0
16,3,1,0,2,2,0,0,0,0,0,255,255,255,20,1524.63,소솨소솨,0,140,0.013,-0.088,2,0,0,0,0,1,1,4,Gonyong,175.8,49,1525.566,98,129,7,122,73,0.15,20.068,-0.1,-0.007,-0.003,-0.116,-37.325,0.127,-16.882,-17.37,-42.619,-12.099,-64.786,21.655,-47.162,8.818,-66.023,35.702,-81.802,-5.277,-112.487,-35.702,-81.802,1526.211,-4.282,-32.004,1528.371,3,IllilliIIIIllil,-13.66,-57.674,0,0,2
17,3,1,0,2,0,0,1,0,0,0,255,255,255,21,1552.659,소솨소솨,3,97,-2.732,0.324,1,-440.909,0,0,0,0,2,2,-라후이-,190,82,0,0,0,0,0,0,0,0,0,0,0,-0.25,-38.16,-0.338,-16.972,-17.628,-42.492,-12.201,-64.98,21.516,-47.063,9.186,-65.865,35.703,-81.802,-7.998,-105.605,-35.703,-81.802,0,0,0,0,0,,0,0,0,0,0
18,3,1,0,2,1,0,1,0,0,0,255,255,255,22,1566.681,소솨소솨,0,132,1.258,-0.886,0,0,0,0,0,0,2,2,-라후이-,190,82,0,0,0,0,0,0,0,0,0,0,0,0.004,-37.686,0.139,-16.845,-17.486,-42.649,-12.189,-64.965,22.156,-47.547,9.188,-65.876,35.703,-81.802,-4.297,-112.682,-35.703,-81.802,0,0,0,0,0,,0,0,0,0,0
19,3,1,0,2,1,1,1,0,0,0,255,255,255,23,1579.949,소솨소솨,0,138,-0.384,0.967,2,0,0,0,0,1,2,2,-라후이-,190,82,1580.741,107,151,53,139,115,35.417,16.956,0.173,0.024,-0.077,-0.163,-37.391,0.058,-17.064,-17.421,-42.767,-12.223,-64.963,22.142,-47.772,9.183,-65.861,35.702,-81.802,-9.843,-111.585,-35.702,-81.802,1586.371,-38.778,-112.379,1588.03,7,Sabo_10,-37.434,-114.791,1,0,2
20,3,1,0,2,0,0,1,0,1,0,255,2,255,24,1631.967,소솨소솨,0,124,2.056,0.127,1,0,0,0.495,-17.554,0,3,1,CAT tourniquet,179.7,82,0,0,0,0,0,0,0,0,0,0,0,-0.154,-37.966,0.327,-17.149,-17.339,-43.153,-4.028,-64.268,22.184,-46.287,4.909,-62.26,35.7,-81.8,-7.751,-100.449,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0
21,3,1,0,2,1,0,1,0,1,0,255,2,255,25,1650.391,소솨소솨,13,110,-4.49,-2.179,3,-350.966,356.122,-0.416,-19.327,0,3,1,CAT tourniquet,179.7,82,0,0,0,0,0,0,0,0,0,0,0,-0.201,-38.09,-0.073,-17.937,-17.353,-43.132,-5.819,-64.938,23.373,-46.872,11.097,-63.632,35.7,-81.8,-6.821,-100.359,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,6
22,3,1,0,2,0,0,1,1,1,0,1,2,255,26,1692.277,소솨소솨,3,101,-2.54,-0.123,2,-396.616,0,0,0,1,4,5,coder_,160,82,1693.55,104,123,45,129,127,106.773,-71.01,0.948,-0.078,-0.124,-0.057,-37.687,0.098,-16.628,-16.026,-42.665,-12.881,-64.202,21.976,-46.056,1.167,-63.912,35.703,-81.803,-8.738,-98.18,-35.703,-81.803,1700.253,-89.847,29.986,0,0,,0,0,0,0,3
23,3,1,0,2,0,1,1,1,1,0,1,2,255,27,1719.08,소솨소솨,5,101,2.26,-0.728,1,-93.033,0,0,0,0,4,5,coder_,160,81,0,0,0,0,0,0,0,0,0,0,0,-0.148,-38.059,1.754,-18.536,-18.509,-41.214,-11.745,-64.468,22.09,-45.757,0.811,-64.109,35.703,-81.802,-9.103,-102.585,-35.703,-81.802,0,0,0,0,0,,0,0,0,0,0
24,3,1,0,2,1,1,1,1,0,1,1,255,2,28,1744.388,소솨소솨,13,107,-0.102,-0.719,2,-362.815,332.988,0,0,1,4,5,coder_,160,81,1745.574,113,171,58,142,71,-7.403,42.123,1,0.022,-0.074,0.204,-38.021,0.077,-16.903,-16.246,-41.838,-5.4,-62.265,20.138,-41.288,2.61,-60.035,35.703,-81.803,-9.528,-105.009,-35.703,-81.803,1745.753,-2.836,-22.756,1747.419,2,甲斐野柊太,-15.423,-37.838,0,8,2
25,3,0,0,2,0,0,0,0,0,0,255,255,255,13,1811.531,bdg06213,0,140,-1.399,-0.762,2,31.488,-57.62,0,0,1,1,1,Pring__,180.3,80,1812.36,84,142,155,120,65,38.143,-17.227,-0.335,0.059,-0.105,-0.457,-36.855,0.007,-17.172,-16.173,-44.802,-17.6,-61.153,21.371,-48.699,14.146,-64.412,35.702,-81.802,0,-100.602,-35.702,-81.802,0,0,0,1817.114,5,coder_,14.006,-65.519,0,0,1
26,3,0,0,2,0,0,1,0,0,0,255,255,255,14,1837.248,bdg06213,0,140,0.555,-0.658,2,50.748,-70.335,0,0,1,2,2,甲斐野柊太,190,80,1838.394,101,163,66,141,65,37.681,43.369,-0.711,0.038,-0.188,-0.152,-37.116,0.061,-17.176,-18.058,-40.758,-15.874,-60.927,17.015,-43.242,14.573,-64.527,35.703,-81.802,0,-100.603,-35.703,-81.802,1844.1,-38.455,-62.347,1844.096,-1,AI,-38.395,-62.238,1,0,0
27,3,0,0,2,0,1,1,0,0,0,255,255,255,15,1903.665,bdg06213,0,140,-0.146,-0.571,2,92.778,-64.136,0,0,1,3,2,甲斐野柊太,190,35,1904.677,109,190,63,144,100,40.853,23.438,0.049,0.04,-0.168,-0.273,-36.854,0.016,-17.352,-18.905,-41.866,-19.434,-58.817,20.383,-45.784,15.255,-64.056,35.703,-81.802,0,-100.603,-35.703,-81.802,1914.905,-16.714,-34.261,1914.996,2,-라후이-,-19.007,-39.944,0,0,1
28,3,0,0,2,0,0,2,0,0,0,255,255,255,16,1936.006,bdg06213,0,140,-2.504,-1.869,4,41.287,-67.798,-0.524,-17.255,1,3,5,ke ro,160,80,0,0,0,0,0,0,0,0,0,0,0,0.033,-37.102,-0.179,-17.402,-18.936,-42.24,-19.19,-58.089,18.235,-46.246,11.699,-65.386,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0
29,3,0,0,2,0,1,2,0,0,0,255,255,255,17,1950.524,bdg06213,0,140,0.23,0.392,2,100.547,-93.67,0,0,1,3,5,ke ro,160,80,1951.505,105,152,0,131,73,38.565,-0.473,-0.191,-0.081,-0.171,-0.372,-36.919,0.014,-17.314,-18.399,-41.393,-19.16,-58.124,18.327,-46.293,12.646,-65.173,35.703,-81.802,0,-100.603,-35.703,-81.802,1956.225,-0.212,-71.257,1956.419,5,coder_,-0.202,-69.754,0,0,1
30,4,1,0,2,0,0,0,0,0,0,255,255,255,29,1997.164,소솨소솨,0,127,2.988,-0.334,4,0,0,0.122,-21.165,1,5,0,bdg06213,190,80,0,0,0,0,0,0,0,0,0,0,0,-0.21,-38.066,0.104,-17.307,-17.412,-42.698,-12.314,-64.233,22.51,-47.425,9.349,-66.8,35.7,-81.8,-0.705,-109.681,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0
31,4,1,0,2,0,1,0,0,0,0,255,255,255,30,2017.015,소솨소솨,3,103,-2.785,-0.699,2,-435.346,0,0,0,1,5,0,bdg06213,190,80,2018.207,98,224,0,134,95,37.772,-5.412,0.908,0.03,-0.156,-0.1,-37.905,-0.372,-16.864,-17.246,-43.029,-12.359,-64.241,22.346,-47.652,8.868,-66.833,35.703,-81.803,-4.583,-111.714,-35.703,-81.803,2023.26,-3.321,-95.42,2023.426,7,Sabo_10,-3.169,-93.076,0,0,1
32,4,1,0,2,0,0,1,0,0,0,255,255,255,31,2045.889,소솨소솨,0,137,-0.798,-1.112,2,0,0,0,0,1,0,3,IbikiKai_JP,170.3,26,2046.992,59,184,24,52,52,-60.511,33.787,0.584,0.016,-0.122,-0.094,-37.741,-0.1,-16.901,-17.136,-43.073,-12.806,-64.5,22.41,-47.07,9.663,-65.341,35.703,-81.802,-9.716,-109.754,-35.703,-81.802,2046.975,-0.313,-18.726,2050.627,2,甲斐野柊太,-11.45,-32.94,1,0,2
33,4,1,0,2,0,0,1,1,0,0,3,255,255,32,2082.822,소솨소솨,3,99,-3.847,0.449,4,-450,0,-2.068,-11.522,1,1,4,Gonyong,175.8,79,0,0,0,0,0,0,0,0,0,0,0,-0.19,-37.801,-1.215,-16.695,-18.234,-40.81,-11.331,-64.43,22.688,-45.588,5.524,-65.043,35.7,-81.8,-6.578,-105.913,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0
34,4,1,0,2,0,1,1,0,1,0,255,3,255,33,2112.162,소솨소솨,0,138,0.226,0.651,2,0,0,0,0,1,1,4,Gonyong,175.8,78,2113.1,108,141,22,133,73,36.233,37.182,-0.225,-0.011,0.001,-0.182,-37.216,0.069,-16.739,-17.357,-42.308,-12.073,-63.647,21.529,-43.66,1.66,-63.819,35.702,-81.802,-10.844,-111.017,-35.702,-81.802,2117.725,-37.788,-63.949,2118.08,-1,AI,-38.731,-65.028,1,0,0
35,4,1,0,2,0,0,1,1,0,1,4,255,3,34,2182.543,소솨소솨,0,125,-2.424,-0.4,4,0,0,0,0,1,2,2,-라후이-,190,91,0,0,0,0,0,0,0,0,0,0,0,-0.185,-38.032,-0.815,-19.338,-18.16,-40.103,-9.825,-64.583,19.995,-40.686,1.377,-60.708,35.703,-81.803,-17.007,-109.833,-35.703,-81.803,0,0,0,0,0,,0,0,0,0,0
36,4,1,0,2,0,1,1,1,0,1,4,255,3,35,2202.754,소솨소솨,0,130,1.768,-0.715,2,0,0,0,0,1,2,2,-라후이-,190,91,2203.553,125,175,37,142,76,6.011,-23.722,-0.245,-0.036,-0.116,-0.076,-37.227,0.248,-16.845,-16.976,-41.386,-13.446,-64.219,20.168,-41.35,3.28,-62.824,35.702,-81.802,-5.015,-116.422,-35.702,-81.802,2208.058,23.328,-79.572,2208.057,-1,AI,23.193,-79.225,1,0,0
37,4,1,1,2,0,0,1,1,1,0,2,4,255,36,2240.866,소솨소솨,0,132,1.381,1.067,1,0,0,0,0,0,3,1,CAT tourniquet,179.7,59,0,0,0,0,0,0,0,0,0,0,0,-0.179,-38.018,2.397,-18.941,-17.933,-42.723,-7.017,-64.467,20.743,-41.502,10.556,-61.518,35.703,-81.803,-14.105,-102.753,-35.703,-81.803,0,0,0,0,0,,0,0,0,0,0
38,4,1,1,2,1,0,1,1,0,1,2,255,4,37,2267.711,소솨소솨,0,126,3.626,-0.284,1,0,0,0,0,0,3,1,CAT tourniquet,179.7,59,0,0,0,0,0,0,0,0,0,0,0,-0.028,-37.652,0.23,-18.381,-17.415,-40.549,-5.113,-62.716,20.402,-44.422,10.768,-63.369,35.703,-81.802,-13.362,-109.917,-35.703,-81.802,0,0,0,0,0,,0,0,0,4,0
39,4,1,1,2,2,0,2,0,0,1,255,255,4,38,2308.248,소솨소솨,3,103,-2.104,-0.32,1,-415.59,0,0,0,0,3,1,CAT tourniquet,179.7,59,0,0,0,0,0,0,0,0,0,0,0,-0.17,-38.263,-0.454,-18.083,-17.172,-42.851,-11.345,-64.947,19.54,-42.189,11.905,-65.09,35.703,-81.802,-3.362,-103.411,-35.703,-81.802,0,0,0,0,0,,0,0,0,0,0
40,4,1,1,2,3,0,2,0,0,1,255,255,4,39,2346.769,소솨소솨,0,139,0.104,-0.585,2,0,0,0,0,1,3,1,CAT tourniquet,179.7,59,2347.711,78,96,0,79,64,-66.114,-62.144,0.916,0.097,-0.179,-0.003,-37.385,-0.048,-16.683,-16.62,-42.472,-9.874,-61.855,18.538,-40.286,12.335,-63.864,35.702,-81.802,-14.292,-104.396,-35.702,-81.802,2347.725,0.468,-18.912,0,0,,0,0,0,0,3
41,4,1,1,2,3,1,2,0,0,1,255,255,4,40,2382.359,소솨소솨,10,107,-0.87,-2.118,2,-33.514,400,0,0,1,3,1,CAT tourniquet,179.7,77,2383.395,98,152,45,136,126,-39.657,-23.676,0.574,0.088,-0.199,-0.052,-37.555,-0.037,-16.612,-16.502,-42.631,-9.104,-64.512,19.316,-42.428,12.594,-64.309,35.703,-81.802,-15.219,-108.52,-35.703,-81.802,2383.364,-0.072,-20.604,2393.752,7,Sabo_10,15.284,-129.923,1,8,2
42,4,0,2,2,0,0,0,0,0,0,255,255,255,18,2484.879,bdg06213,0,136,-0.054,0.373,2,55.474,-71.582,0,0,1,4,4,_Chun,190,77,2485.832,107,159,62,141,96,41.478,-29.711,0.03,0.075,-0.117,-0.432,-37.07,-0.013,-17.317,-18.088,-42.964,-17.133,-60.495,24.197,-49.47,15.143,-64.166,35.702,-81.802,0,-100.603,-35.702,-81.802,2495.523,-4.634,-56.88,0,0,,0,0,0,0,1
43,4,0,2,2,0,0,1,0,0,0,255,255,255,19,2523.872,bdg06213,0,137,-2.574,-0.958,2,41.684,-69.706,0,0,1,5,7,Sabo_10,184.7,77,2524.952,116,159,47,140,130,9.107,28.888,0.346,0.003,-0.096,-0.204,-37.024,-0.049,-17.182,-17.824,-42.472,-17.693,-60.226,23.409,-49.443,16.337,-63.3,35.703,-81.802,0,-100.603,-35.703,-81.802,2530.426,-51.694,-89.575,2530.424,-1,AI,-51.773,-89.674,1,0,0
44,4,0,2,2,0,0,1,1,0,0,17,255,255,20,2558.413,bdg06213,0,140,-3.12,-0.925,2,66.292,-114.676,0,0,1,6,0,소솨소솨,190,77,2559.281,112,214,72,147,69,-29.622,44.537,1,-0.128,-0.369,-0.512,-36.889,-0.065,-17.481,-19.66,-40.842,-17.863,-60.254,20.649,-53.074,10.647,-61.831,35.702,-81.802,0,-100.602,-35.702,-81.802,2559.315,-1.64,-22.03,2561.079,2,-라후이-,-17.392,-38.041,0,64,2
45,5,1,2,2,0,0,0,0,0,0,255,255,255,41,2608.995,소솨소솨,3,102,-1.352,-1.012,2,-443.197,0,0,0,1,4,5,coder_,160,58,2610.158,81,208,62,118,112,7.037,24.247,0.438,-0.186,-0.194,-0.008,-37.75,0.074,-16.895,-17.614,-42.735,-12.258,-64.835,21.3,-45.051,13.298,-62.149,35.703,-81.803,-7.091,-109.639,-35.703,-81.803,2612.892,-33.109,-77.02,2612.889,-1,AI,-32.774,-76.53,1,0,0
46,5,1,2,2,1,0,0,1,0,0,5,255,255,42,2689.135,소솨소솨,0,138,-1.72,-0.029,2,0,0,0,0,1,5,0,bdg06213,190,77,2690.177,80,97,0,83,67,36.838,44.352,0.885,-0.001,-0.124,-0.147,-37.628,-0.08,-16.852,-17.644,-40.854,-11.537,-65.392,20.814,-45.171,9.666,-63.768,35.703,-81.802,-2.546,-110.398,-35.703,-81.802,2697.044,-47.498,-67.008,2697.043,-1,AI,-47.415,-66.923,0,0,3
47,5,1,2,2,1,1,0,1,0,0,5,255,255,43,2768.259,소솨소솨,0,131,0.947,-0.688,2,0,0,0,0,1,5,0,bdg06213,190,77,2769.341,104,158,0,131,67,35.443,44.709,-0.313,0.026,-0.128,-0.007,-37.453,0.143,-16.618,-16.187,-41.136,-5.314,-62.753,20.79,-45.621,7.194,-63.435,35.703,-81.802,-0.668,-112.01,-35.703,-81.802,2775.579,-43.416,-69.783,2775.575,-1,AI,-43.342,-69.681,1,0,0
48,5,1,2,2,0,0,0,1,0,1,0,255,5,44,2812.379,소솨소솨,0,133,-0.928,0.091,2,0,0,0,0,1,0,3,IbikiKai_JP,170.3,77,2813.546,95,178,16,133,130,103.401,19.97,0.243,-0.031,-0.12,0.057,-37.804,-0.113,-16.785,-17.192,-41.113,-11.467,-64.852,19.796,-40.985,10.246,-64.759,35.703,-81.802,-8.864,-113.774,-35.703,-81.802,2823.357,11.612,20.036,0,0,,0,0,0,0,3
49,5,1,2,2,0,1,0,1,0,1,0,255,5,45,2847.063,소솨소솨,0,113,-1.901,-1.651,2,0,0,0,0,1,0,3,IbikiKai_JP,170.3,26,2848.271,95,153,0,127,63,-42.209,-2.799,-1,-0.028,-0.122,-0.064,-37.825,-0.062,-16.993,-14.909,-42.276,-12.45,-64.984,19.51,-42.178,10.913,-63.041,35.703,-81.803,-7.08,-112.795,-35.703,-81.803,2847.954,-0.365,-19.679,2849.607,0,소솨소솨,0.365,-34.527,0,16,2
50,5,1,2,2,0,0,2,0,1,0,255,0,255,46,2928.256,소솨소솨,1,93,-0.194,-1.25,1,0,0,0,0,0,1,4,Gonyong,175.8,78,0,0,0,0,0,0,0,0,0,0,0,-0.108,-38.208,0.132,-16.886,-17.064,-42.633,-12.973,-63.993,20.89,-43.497,12.005,-64.262,35.703,-81.802,-6.408,-102.021,-35.703,-81.802,0,0,0,0,0,,0,0,0,0,0
51,5,1,2,2,1,0,2,0,1,0,255,0,255,47,2946.702,소솨소솨,0,134,0.163,0.187,2,0,0,0,0,1,1,4,Gonyong,175.8,78,2947.65,111,152,34,137,104,8.871,-11.665,0.874,-0.056,-0.01,-0.117,-37.553,0.122,-16.726,-17.109,-42.591,-13.179,-64.58,20.712,-46.232,10.026,-64.396,35.702,-81.802,-7.331,-103.596,-35.702,-81.802,2949.377,13.071,-69.773,2957.704,7,Sabo_10,22.179,-121.068,1,0,2
52,5,1,3,2,0,0,2,0,1,0,255,4,255,48,2997.275,소솨소솨,0,138,1.709,-1.479,2,0,0,0,0,1,2,2,-라후이-,190,78,2998.027,118,194,41,143,130,-7.387,-32.692,0.366,-0.012,-0.125,-0.055,-37.331,0.093,-16.929,-17.519,-42.544,-12.434,-64.934,19.962,-41.626,10.082,-61.683,35.702,-81.802,-6.224,-113.049,-35.702,-81.802,3003.301,48.462,-96.154,3003.298,-1,AI,48.58,-96.252,1,4,0
53,5,0,4,2,0,0,0,0,0,0,255,255,255,21,3059.347,bdg06213,0,140,1.124,0.49,2,62.265,-52.348,0,0,1,0,3,IllilliIIIIllil,174.5,77,3060.445,113,148,52,139,81,22.47,-40.592,-0.152,-0.059,-0.032,-0.263,-36.997,-0.049,-16.743,-16.871,-43.475,-19.441,-58.759,25.512,-49.943,14.274,-64.661,35.703,-81.802,0,-100.603,-35.703,-81.802,0,0,0,3062.794,4,Gonyong,31.473,-49.871,0,0,1
54,5,0,4,2,0,0,1,0,0,0,255,255,255,22,3249.18,bdg06213,0,140,-2.535,-1.005,4,68.133,-106.022,-0.673,-17.413,1,1,1,Pring__,180.3,80,0,0,0,0,0,0,0,0,0,0,0,-0.255,-37.02,-0.03,-16.708,-18.233,-44.377,-12.224,-58.7,24.471,-50.176,13.376,-64.759,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0
55,5,0,4,2,0,1,1,0,0,0,255,255,255,23,3268.127,bdg06213,0,140,0.323,0.109,0,106.393,-81.738,0,0,1,1,1,Pring__,180.3,80,0,0,0,0,0,0,0,0,0,0,0,-0.004,-37.023,0.133,-17.107,-17.782,-42.579,-12.313,-58.364,24.503,-50.231,12.608,-64.636,35.703,-81.803,0,-100.603,-35.703,-81.803,0,0,0,0,0,,0,0,0,0,0
56,5,0,4,2,0,2,1,0,0,0,255,255,255,24,3284.178,bdg06213,0,140,-0.828,-0.285,2,69.671,-96.916,0,0,1,1,1,Pring__,180.3,80,3284.911,118,188,74,147,82,38.766,-43.831,0.981,0.034,-0.085,-0.333,-36.886,-0.088,-17.213,-17.988,-43.479,-12.374,-58.336,24.487,-50.257,13.504,-65.096,35.702,-81.802,0,-100.602,-35.702,-81.802,3289.517,49.413,-67.942,0,0,,0,0,0,0,3
57,5,0,4,2,0,2,1,0,0,0,255,255,255,25,3308.684,bdg06213,0,140,1.193,0.688,2,69.47,-47.934,0,0,1,1,1,Pring__,180.3,81,3309.439,111,143,0,131,129,24.208,-30.609,0.433,0.011,-0.036,-0.385,-36.87,-0.008,-17.375,-18.596,-43.199,-12.241,-58.751,24.991,-50.001,13.753,-64.825,35.702,-81.802,0,-100.602,-35.702,-81.802,3313.711,55.518,-116.203,0,0,,0,0,0,0,4
