id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,result
102,4,0,1,4,1,2,2,1,0,1,12,255,255,62,3467.409,-Alta-,L,10,119,-0.694,-1.235,1,0,375.778,0,0,0,1,6,R,Roscosmos,174.7,52,0,0,0,0,0,0,0,0,0,0,0,0.349,-36.943,-0.153,-17.217,-21.091,-48.909,-13.61,-64.8,22.381,-50.445,5.938,-61.215,38.861,-85.342,-2.268,-98.149,-45.273,-84.496,0,0,0,0,0,,0,0,0,0,0
103,4,0,1,4,2,2,2,1,0,1,12,255,255,63,3484.561,-Alta-,L,11,124,-0.118,-0.657,2,0,192.139,0,0,1,1,6,R,Roscosmos,174.7,52,3485.422,35,186,0,62,62,38.535,47.943,0.402,-0.037,-0.169,0.483,-36.732,-0.236,-16.941,-21.171,-50.646,-13.665,-64.679,22.431,-50.404,6.195,-61.758,38.833,-85.236,-3.552,-97.729,-44.743,-81.5,0,0,0,3488.894,2,_앰프_,-29.221,-45.792,0,0,1
104,5,1,1,4,0,0,0,0,0,0,255,255,255,39,3602.141,Roscosmos,L,0,134,-0.017,0.058,0,0,0,0,0,0,8,6,R,아침땅_,170.4,58,0,0,0,0,0,0,0,0,0,0,0,-0.302,-36.84,0.163,-17.246,-22.453,-49.182,-15.428,-61.391,18.825,-50.09,13.692,-64.192,42.855,-89.519,-2.212,-107.498,-43.922,-90.098,0,0,0,0,0,,0,0,0,0,0
105,5,1,1,4,0,1,0,0,0,0,255,255,255,40,3623.91,Roscosmos,L,17,120,-1.715,-0.503,1,0,-85.858,-0.505,-17.272,0,8,6,R,아침땅_,170.4,37,0,0,0,0,0,0,0,0,0,0,0,-0.03,-37.266,-0.543,-17.02,-22.44,-49.101,-15.389,-61.335,18.834,-50.669,13.929,-64.084,42.295,-88.925,-0.979,-107.932,-44.364,-86.637,0,0,0,0,0,,0,0,0,0,0
106,5,1,1,4,1,1,0,0,0,0,255,255,255,41,3645.793,Roscosmos,L,3,122,0.1,-0.791,0,272.495,0,0,0,0,8,6,R,아침땅_,170.4,37,0,0,0,0,0,0,0,0,0,0,0,-0.136,-37.463,-0.401,-17.396,-22.505,-49.24,-15.396,-61.353,17.147,-50.768,13.935,-64.092,42.374,-88.886,-1.786,-107.665,-44.4,-86.637,0,0,0,0,0,,0,0,0,0,0
107,5,1,1,4,1,2,0,0,0,0,255,255,255,42,3665.181,Roscosmos,L,4,132,0.87,0.536,2,245.485,-28.779,0,0,1,8,6,R,아침땅_,170.4,37,3666.165,160,74,4,93,64,-3.48,44.113,-0.121,-0.033,0.044,0.469,-36.902,-0.022,-17.116,-22.65,-49.205,-15.353,-61.313,18.561,-50.661,13.833,-64.146,42.224,-88.916,-1.915,-107.772,-44.359,-86.804,3666.51,-5.616,-25.018,3670.61,2,Gonyong,-13.836,-36.533,0,0,2
108,5,1,1,4,0,0,1,0,0,0,255,255,255,43,3704.251,Roscosmos,L,0,125,0.01,0.598,0,0,0,0,0,0,0,3,R,장덕춘_,175.4,58,0,0,0,0,0,0,0,0,0,0,0,0.158,-37.679,-0.133,-17.464,-22.973,-49.829,-15.093,-61.083,16.954,-51.659,15.191,-63.581,38.67,-89.468,-3.928,-104.188,-41.778,-88.449,0,0,0,0,0,,0,0,0,0,0
109,5,1,1,4,0,1,1,0,0,0,255,255,255,44,3722.116,Roscosmos,L,0,125,-0.194,-0.814,2,0,0,0,0,1,0,3,R,장덕춘_,175.4,58,3722.965,129,195,45,141,129,-12.984,-19.419,0.234,-0.054,-0.048,0.081,-36.942,-0.056,-17.175,-23.184,-49.886,-15.043,-60.992,17.688,-51.859,13.893,-63.161,38.64,-89.412,-3.934,-104.161,-41.758,-88.46,3722.91,0.914,-23.074,3729.843,7,ke ro,19.647,-116.084,1,0,2
110,5,1,1,4,0,0,1,0,1,0,255,3,255,45,3764.301,Roscosmos,L,0,140,-2.237,-0.319,1,-71.385,-161.298,-0.048,-16.746,0,1,4,L,IllilliIIIIllil,174.5,59,0,0,0,0,0,0,0,0,0,0,0,-0.228,-37.575,-0.468,-17.22,-23.152,-50.573,-9.831,-63.035,20.365,-50.311,15.659,-63.155,51.006,-85.723,-4.708,-104.899,-39.279,-95.588,0,0,0,0,0,,0,0,0,0,0
111,5,1,1,4,1,0,1,0,1,0,255,3,255,46,3785.933,Roscosmos,L,3,107,-0.745,-0.31,0,346.095,0,0.384,-17.198,1,1,4,L,IllilliIIIIllil,174.5,59,0,0,0,0,0,0,0,0,0,0,0,-0.343,-37.464,0.125,-17.274,-23.073,-50.584,-7.66,-63.905,19.61,-44.505,15.733,-62.454,53.73,-86.635,-2.05,-105.089,-40.646,-93.975,0,0,0,0,0,,0,0,0,0,0
112,5,1,1,4,1,1,1,0,1,0,255,3,255,47,3806.542,Roscosmos,L,8,108,-0.784,0.744,0,-119.893,0,0,0,1,1,4,L,IllilliIIIIllil,174.5,59,0,0,0,0,0,0,0,0,0,0,0,-0.404,-37.586,0.171,-17.131,-23.05,-50.549,-2.388,-62.182,20.489,-43.896,15.718,-62.468,53.289,-86.404,-0.679,-105.275,-40.659,-93.978,0,0,0,0,0,,0,0,0,0,0
113,5,1,1,4,1,2,1,0,1,0,255,3,255,48,3826.015,Roscosmos,L,0,127,-0.209,-0.117,2,-31.821,-75.119,0,0,1,1,4,L,IllilliIIIIllil,174.5,59,3827.219,127,184,60,141,130,37.947,16.329,0.61,-0.055,0.012,-0.014,-37.28,0.103,-17.171,-23.294,-50.592,-2.515,-62.917,22.353,-47.278,15.702,-62.486,53.512,-86.731,-0.654,-105.288,-41.579,-93.207,3833.86,-29.193,-132.441,0,0,,0,0,0,0,4
114,5,1,3,4,0,0,1,0,0,0,255,255,255,49,3888.435,Roscosmos,L,5,132,0.437,0.387,0,87.505,0,0,0,0,2,8,R,ゆっち一,179.6,81,0,0,0,0,0,0,0,0,0,0,0,0.045,-37.237,0.182,-17.527,-23.2,-50.619,-14.383,-61.458,22.839,-48.756,16.466,-62.651,40.669,-90.505,-6.103,-110.07,-45.486,-89.417,0,0,0,0,0,,0,0,0,0,0
115,5,1,3,4,0,1,1,0,0,0,255,255,255,50,3906.971,Roscosmos,L,5,130,-0.196,-1.302,2,66.523,-47.255,0,0,1,2,8,R,ゆっち一,179.6,81,3908.108,123,154,22,136,94,-6.079,28.951,-0.097,-0.127,-0.187,-0.098,-36.592,0.079,-17.519,-23.307,-50.667,-14.308,-61.391,22.829,-50.15,16.437,-62.663,40.838,-90.665,-4.417,-110.98,-45.924,-95.773,3908.093,-2.036,-23.248,3912.46,8,눈꽃,-33.797,-86.095,1,0,2
116,5,1,3,4,0,0,1,1,0,0,8,255,255,51,3942.927,Roscosmos,L,17,135,-1.178,0.413,2,2.982,-117.376,0,0,1,3,0,L,-Alta-,190,58,3943.927,141,77,0,92,67,20.919,-42.234,-0.782,0.015,-0.097,-0.009,-37.039,-0.087,-17.091,-20.226,-45.517,-8.452,-62.822,23.735,-47.501,16.227,-63.093,52.165,-82.387,-1.852,-98.805,-41.664,-89.669,0,0,0,3946.093,4,NABIMan,20.069,-42.234,0,0,1
117,5,1,3,4,0,0,2,1,0,0,8,255,255,52,3979.285,Roscosmos,L,0,128,1.138,0.462,0,17.642,0,0,0,0,4,5,R,Yaksok~,168.2,58,0,0,0,0,0,0,0,0,0,0,0,0.066,-37.745,0.028,-17.102,-20.752,-40.636,-14.194,-61.55,20.096,-46.331,7.574,-63.26,43.637,-93.029,-1.882,-103.278,-45.044,-89.55,0,0,0,0,0,,0,0,0,0,0
118,5,1,3,4,0,1,2,1,0,0,8,255,255,53,3998.966,Roscosmos,L,18,129,1.055,1.482,2,180.295,-142.451,0,0,1,4,5,R,Yaksok~,168.2,58,4000.005,188,133,21,142,63,43.374,-41.173,-0.902,0.024,-0.032,-0.227,-37.128,-0.121,-17.072,-20.682,-41.711,-13.71,-61.188,23.16,-49.593,7.816,-61.73,41.774,-94.83,-1.851,-101.578,-46.886,-89.171,4004.343,31.415,-55.023,4008.043,6,인생최패망자,43.073,-65.755,1,0,2
119,5,1,3,4,0,0,2,0,1,1,255,5,8,54,4043.79,Roscosmos,L,9,87,-2.982,1.519,4,-284.117,-347.786,0,0,1,5,1,R,Pugeuk,190,58,0,0,0,0,0,0,0,0,0,0,0,-0.198,-37.619,-0.744,-17.026,-22.302,-48.233,-14.334,-62.05,20.809,-43.391,15.867,-63.058,47.223,-92.499,-7.324,-111.653,-46.946,-91.448,0,0,0,0,0,,0,0,0,0,0
120,5,1,3,4,0,1,2,0,1,1,255,5,8,55,4066.219,Roscosmos,L,0,140,1.03,-0.628,0,-83.647,-119.645,0,0,0,5,1,R,Pugeuk,190,73,0,0,0,0,0,0,0,0,0,0,0,-0.029,-37.608,0.222,-16.991,-22.195,-48.157,-14.321,-62.011,20.564,-41.748,16.283,-62.804,44.701,-83.735,-7.463,-111.715,-46.92,-91.367,0,0,0,0,0,,0,0,0,0,0
121,5,1,3,4,0,2,2,0,1,1,255,5,8,56,4087.63,Roscosmos,L,0,140,0.504,1.097,4,-105.364,-100.166,0,0,1,5,1,R,Pugeuk,190,73,0,0,0,0,0,0,0,0,0,0,0,-0.17,-37.447,-0.465,-17.105,-21.66,-48.243,-14.681,-62.257,19.443,-40.485,16.283,-62.831,44.127,-79.398,-7.509,-111.708,-47.197,-91.165,0,0,0,0,0,,0,0,0,0,0
122,5,0,3,4,0,0,0,0,0,0,255,255,255,64,4168.853,-Alta-,L,0,140,0.509,0.508,2,-33.491,-120.514,0,0,1,2,1,R,하루（Haru）,190,44,4169.966,96,68,8,65,65,-19.254,42.932,-1,-0.042,-0.078,0.342,-36.803,0.123,-16.852,-21.213,-48.843,-13.833,-63.855,21.02,-49.116,11.582,-60.955,44.304,-89.216,-2.638,-109.372,-38.543,-78.497,4170.06,-2.561,-22.086,4173.46,2,_앰프_,-16.259,-37.871,0,0,2
123,5,0,3,4,0,0,1,0,0,0,255,255,255,65,4206.049,-Alta-,L,3,115,2.234,-0.618,4,413.006,0,0,0,1,3,9,L,SOM_candy,179.9,58,0,0,0,0,0,0,0,0,0,0,0,0.251,-36.413,0.471,-17.033,-19.69,-48.344,-13.674,-63.793,25.423,-49.695,11.361,-58.834,48.194,-84.193,-3.981,-106.885,-37.057,-91.559,0,0,0,0,0,,0,0,0,0,0
