id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,hitSpnX,hitSpnY,hitSpnZ,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
157,5,0,2,9,1,2,1,0,1,0,255,17,255,41,4773.89,눈꽃,R,0,123,0.325,-0.607,2,52.2,-128.125,0,0,1,6,5,R,Pugeuk,160,97.373,0.596,59,4774.793,151,115,14,145,86,-25.195,-16.996,0.02,-0.108,-0.173,0.422,0,0,0,-0.195,-36.957,-0.032,-17.069,-20.234,-50.598,-13.185,-63.87,20.028,-44.592,9.778,-59.272,35.7,-81.8,0,-100.6,-35.7,-81.8,4781.197,26.384,-102.042,4785.218,3,jdw4469,1.131,-60.465,1,32,0,0,0,0,0,0
158,5,0,2,9,0,0,2,0,1,0,255,14,255,42,4821.91,눈꽃,R,0,140,-1.112,-1.456,1,71.067,-200,-0.23,-18.122,0,0,1,R,Dοpi,179.7,90,0.297,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,-37.367,-0.053,-17.785,-19.964,-49.055,-8.649,-65.889,19.27,-43.94,5.65,-60.899,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
159,5,0,2,9,1,0,2,0,1,0,255,14,255,43,4840.858,눈꽃,R,0,140,0.423,-0.208,2,78.467,-136.848,0,0,1,0,1,R,Dοpi,179.7,90,0.297,59,4841.76,127,114,79,144,87,39.075,11.613,-0.35,-0.063,-0.053,0.021,0,0,0,-0.096,-36.954,-0.075,-17.325,-20.143,-49.446,-12.088,-64.922,19.763,-45.364,10.296,-60.554,35.7,-81.8,0,-100.6,-35.7,-81.8,4846.843,-18.536,-83.02,4850.489,5,TaeGeuk_,-1.355,-60.746,1,0,0,0,0,0,0,0
160,5,0,2,10,0,0,2,1,0,0,10,255,255,44,4872.119,눈꽃,R,14,123,2.236,-0.885,2,390.434,312.348,0,0,1,1,3,R,_앰프_,170.6,90,0.396,59,4873.232,224,120,50,155,87,-35.733,19.412,-0.54,-0.16,-0.09,0.414,0,0,0,-0.135,-36.958,-0.123,-17.354,-19.055,-43.503,-13.323,-62.879,19.922,-47.527,8.897,-60.877,35.7,-81.8,0,-100.6,-35.7,-81.8,4873.301,0.175,-20.766,4875.822,3,jdw4469,-11.646,-54.84,0,0,0,0,0,0,0,2
161,6,1,2,10,0,0,0,0,0,0,255,255,255,58,4943.726,muyang_,R,14,80,13.927,-2.529,1,283.952,312.348,2.219,-22.326,0,5,2,R,Yaksok~,190,93.281,0.397,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.353,-37.689,0.08,-16.979,-21.325,-48.777,-13.682,-58.831,23.646,-51.827,11.707,-63.41,35.7,-81.8,0,-100.6,-40.937,-90.49,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
162,6,1,2,10,1,0,0,0,0,0,255,255,255,59,4958.312,muyang_,R,14,91,3.442,-1.483,4,322.996,312.348,0.855,-18.245,1,5,2,R,Yaksok~,190,93.281,0.397,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.318,-37.868,0.199,-17.064,-20.792,-48.865,-14.013,-58.287,23.312,-51.658,11.899,-63.775,35.7,-81.8,0,-100.6,-40.594,-89.839,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
163,6,1,2,10,1,1,0,0,0,0,255,255,255,60,4972.991,muyang_,R,3,79,-2.792,-0.247,4,-359.091,0,0,0,1,5,2,R,Yaksok~,190,93.281,0.397,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.334,-37.964,-0.2,-16.986,-20.668,-48.43,-13.664,-57.355,23.37,-51.567,11.393,-64.182,35.7,-81.8,0,-100.6,-40.328,-89.552,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
164,6,1,2,10,1,2,0,0,0,0,255,255,255,61,4989.812,muyang_,R,0,84,1.288,2.247,2,0,0,0,0,1,5,2,R,Yaksok~,190,93.281,0.397,59,4990.806,180,155,55,155,130,50,-55.459,0.63,-0.067,-0.119,0.353,0,0,0,-0.241,-37.756,-0.093,-17.096,-21.063,-48.431,-14.011,-60.107,23.281,-51.67,11.495,-64.227,35.7,-81.8,0,-100.6,-41.303,-89.928,4997.315,83.931,-104.978,0,0,,0,0,0,0,0,0,0,0,0,0
165,6,1,2,10,1,2,0,0,0,0,255,255,255,62,5013.378,muyang_,R,10,86,-0.436,-0.776,0,0,400,0,0,1,5,2,R,Yaksok~,190,93.281,0.397,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39,-38,-0.101,-17.004,-21.235,-48.559,-14.716,-60.356,23.507,-51.437,12.266,-62.268,35.7,-81.8,0,-100.6,-39.219,-90.634,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
166,6,1,2,10,0,0,1,0,0,0,255,255,255,63,5041.988,muyang_,R,3,78,-0.6,-0.207,0,-354.545,0,0,0,1,6,6,R,Apple_Sherbet,190,89.641,0.327,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.424,-38.097,0.006,-17.055,-21.294,-48.437,-15.172,-61.292,22.2,-50.918,11.064,-63.95,35.7,-81.8,0,-100.6,-38.509,-92.077,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
