id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,swPreDeg,swKinDeg,swApproachDeg,swCorr,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
1,,1,1,0,0,0,0,0,0,0,0,255,255,255,0,172.441,"Pring__",R,32,84,136,-0.501,0.45,0.19,1.408,-0.512,1.734,-36.241,34.902,8,92,0,0,250,-200,-5.419,0,0,0,"소솨소솨","Pugeuk","CoalCat","SUGUN","Sabo_10","눈꽃","","","",1,R,"소솨소솨",190,80,0.501,,56,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.104,-37.274,-0.03,-16.947,-21.691,-48.665,-15.237,-63.812,22.972,-48.387,16.651,-59.487,40.93,-90.678,0,-109.87,-40.83,-90.578,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,0,"",,,,0,""
2,,1,1,0,0,0,1,0,0,0,0,255,255,255,1,188.357,"Pring__",R,32,89,140,-1.896,0.192,0.054,1.36,-1.143,1.578,-36.241,15.557,0,100,0,1,250,-200,27.075,0,0,0,"=","=","=","=","=","=","","","",1,R,"소솨소솨",190,80,0.501,,56,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032,-37.186,0.02,-16.985,-20.838,-47.707,-15.232,-63.862,20.247,-48.333,16.03,-61.492,40.915,-90.664,0,-109.85,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,0,"",,,,0,""
3,,1,1,0,0,1,1,0,0,0,0,255,255,255,2,206.34,"Pring__",R,13,80,117,-1.851,-0.251,0.162,1.435,-0.176,1.82,-36.241,21.555,5,95,0,2,-390.434,312.348,20.954,0,0,0,"=","=","=","=","=","=","","","",1,R,"소솨소솨",190,80,0.501,3,56,W,Y,1,207.48,255,97,21,104,44,78,67,11.957,24.286,-0.305,0.979,-21.035,1,0,0.656,85.916,-177.614,566.632,208.511,-11.219,-46.287,209.311,2,-13.25,0.188,-51.334,0,1,,213.472,,,,,,,,,,,,,213.345,0,,147,0,,,,,,,,,,,212.717,2,,,,,,,-0.081,-37.054,-0.099,-16.957,-21.143,-47.669,-14.971,-63.939,20.462,-48.247,15.994,-61.494,40.915,-90.664,0,-109.85,-40.815,-90.564,-0.279,-36.748,,"うよすま",-0.174,-16.965,,"si_ho",-21.136,-47.68,86,"ByeolBam",-14.961,-63.84,,"わだ、、",19.854,-48.284,,"YukihiroD",16.018,-61.508,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,215.648,-0.804,-37.872,,,,210.003,-13.968,-51.421,,,,,,,,,,,,,,,,,,,,,,,,,214.829,-13.587,-39.694,,,,,,,,,,,,,,,,,,,"",2,0,0,0,-2,0,"si_ho",,,,17,""
4,,1,1,0,0,0,0,1,0,0,0,255,255,255,3,233.004,"Pring__",R,32,80,130,2.705,0.534,0.374,1.43,0.811,1.806,-36.241,45.397,0,100,0,2,250,-167.252,-8.975,0,0,1,"=","=","=","=","=","=","","","",4,R,"Pugeuk",190,85.842,0.349,3,50,W,Y,1,234.123,219,101,98,89,46,145,93,20.606,1.243,0.493,1.235,-20.729,-0.7,0,0.695,226.424,241.883,217.934,237.791,-5.41,-97.801,237.964,7,-5.089,1.766,-95.023,0,0,,239.927,,,,,,,,,,,,,238.685,1,,456,0,,,,,,,,,,,,,,,,,,,-0.133,-36.99,-0.022,-16.94,-20.492,-47.061,-15.324,-63.243,20.592,-47.991,16.921,-60.27,40.922,-90.671,0,-109.86,-40.822,-90.571,-0.409,-36.943,,"うよすま",-0.014,-16.932,,"si_ho",-20.547,-47.07,,"ByeolBam",-15.126,-63.262,,"わだ、、",19.67,-48.169,,"YukihiroD",16.938,-60.269,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,243.401,0.153,-38.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1,0,0,0,-2,0,"AI",,,,1,""
5,,1,1,0,0,0,0,2,0,0,0,255,255,255,4,260.574,"Pring__",R,32,83,135,-1.205,-0.604,0.03,1.426,-0.789,1.081,-36.241,18.433,35,65,0,0,250,-189.545,24.644,0,0,2,"=","=","=","=","=","=","","","",5,R,"CoalCat",169.5,83,0.397,,49,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.111,-37.124,-0.063,-17.124,-20.818,-47.292,-15.697,-63.043,20.678,-46.548,17.16,-59.442,38.376,-90.759,0,-109.86,-38.159,-90.828,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,265.229,0.083,-37.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,0,"",,,,0,""
6,,1,1,0,0,0,1,2,0,0,0,255,255,255,5,277.173,"Pring__",R,3,75,101,0.166,-0.546,0.491,1.564,0.901,1.606,-36.241,45.511,0,100,0,2,-426.896,183.942,2.243,0,0,2,"=","=","=","=","=","=","","","",5,R,"CoalCat",169.5,83,0.397,3,49,W,Y,1,278.329,255,182,95,111,99,145,80,14.527,17.29,0.177,0.995,-22.749,1,0,0.744,-128.87,288.035,-0.5,,,,280.057,3,-12.58,1.515,-59.1,0,0,,,,,,,,,,,,,,,280.751,2,,452,0,,,,,,,,,,,,,,,,,,,0.008,-37.15,-0.088,-17.165,-20.63,-47.209,-15.756,-63.126,20.324,-47.966,17.149,-59.499,40.915,-90.664,0,-109.86,-40.815,-90.564,-0.19,-36.836,,"うよすま",-0.102,-17.141,,"si_ho",-20.609,-47.277,,"ByeolBam",-15.73,-63.07,,"わだ、、",19.29,-47.274,,"YukihiroD",17.149,-59.501,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,280.755,-12.881,-59.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1,0,0,0,-2,0,"ByeolBam",,,,2,""
7,SIDE,1,1,0,0,0,0,2,0,0,0,255,255,255,,282.043,,,,,,,,,,,,,,,,,,,,,,,3,"=","=","=","=","=","=","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,0,"",,,,0,""
8,,1,0,0,0,0,0,0,0,0,0,255,255,255,0,382.421,"눈꽃",R,28,89,140,1.215,0.213,0.245,1.879,0.504,1.665,-36.64,18.127,54,46,0,2,12.778,-78.464,0,0,0,0,"うよすま","わだ、、","ByeolBam","YukihiroD","si_ho","Pring__","","","",1,R,"うよすま",190,85.375,0.502,3,46,W,Y,1,383.43,220,132,150,77,19,145,125,105.8,-40.812,0.225,1.096,-20.342,0.25,0,0.534,426.113,218.696,201.296,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.042,-37.835,-0.054,-17.06,-21.886,-48.62,-16.516,-62.229,17.745,-48.226,10.318,-62.964,40.937,-90.684,0,-109.88,-40.837,-90.584,0.237,-37.186,,"소솨소솨",-0.113,-17.15,,"Sabo_10",-21.702,-48.491,,"SUGUN",-16.492,-62.111,,"Pugeuk",17.581,-47.927,,"CoalCat",10.308,-62.878,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,0,-2,0,"",,,,0,""
9,,1,0,0,0,0,1,0,0,0,0,255,255,255,1,399.141,"눈꽃",R,13,69,109,-1.264,-0.382,0.289,1.863,0.166,1.788,-36.64,9.668,49,51,0,0,-385.501,314.085,0,0,0,0,"=","=","=","=","=","=","","","",1,R,"うよすま",190,85.375,0.502,,54,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,-37.779,-0.042,-17.028,-23.373,-49.342,-17.084,-62.546,17.176,-47.648,10.228,-63.872,40.915,-90.664,0,-109.85,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,0,"",,,,0,""
10,,1,0,0,0,0,2,0,0,0,0,255,255,255,2,414.295,"눈꽃",R,0,38,98,-4.859,0.974,-0.097,2.223,-2.11,2.223,-36.64,53.926,100,0,0,1,-2.004,0,0,0,0,0,"=","=","=","=","=","=","","","",1,R,"うよすま",190,85.375,0.502,,54,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.282,-37.827,-0.033,-17.039,-22.949,-49.113,-17.102,-62.613,17.164,-47.764,10.277,-63.852,40.915,-90.664,0,-109.85,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,0,"",,,,0,""
