id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,buntGrip,handDist,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,2,0,4,3,0,0,0,0,0,0,255,255,255,13,1572.109,"_Chun",L,29,84,138,1.127,0.668,0.054,1.709,0.249,1.855,-36.483,0,0,176.148,-162.965,-15.234,0,0,1,2,4,R,"즉석카레",180.1,92.912,0.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19,-37.161,0,"ByeolBam",0.115,-17.029,0,"Sabo_10",-20.602,-49.638,0,"ゆっち一",-13.984,-63.003,0,"alcohol500",22.161,-47.164,0,"muyang_",15.095,-63.465,0,"AI",40.902,-90.652,0,"AI",0,-109.84,0,"AI",-40.802,-90.552,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
2,2,0,4,3,0,1,0,0,0,0,255,255,255,14,1584.138,"_Chun",L,10,71,102,0.748,-0.396,0.029,1.944,0.325,2.002,-36.705,0,0,0,400,-2.162,0,0,1,2,4,R,"즉석카레",180.1,92.912,0.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,-37.476,0,"ByeolBam",-0.003,-17.029,0,"Sabo_10",-20.827,-49.255,0,"ゆっち一",-14.084,-63.147,0,"alcohol500",22.257,-46.894,0,"muyang_",13.476,-64.222,0,"AI",40.902,-90.652,0,"AI",0,-109.84,0,"AI",-40.802,-90.552,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
3,2,0,4,3,0,2,0,0,0,0,255,255,255,15,1596.667,"_Chun",L,27,85,138,-0.878,2.324,-0.075,2.036,-0.265,2.874,-36.693,4,0,-82.139,-117.538,-6.941,0,0,1,2,4,R,"즉석카레",180.1,92.912,0.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,-37.252,0,"ByeolBam",-0.039,-17.139,0,"Sabo_10",-21.844,-47.832,0,"ゆっち一",-14.077,-63.137,0,"alcohol500",22.354,-46.215,0,"muyang_",13.878,-64.266,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
4,2,0,4,3,0,0,1,0,0,0,255,255,255,16,1613.029,"_Chun",L,6,74,114,0.595,0.092,0.254,1.826,1.096,1.924,-36.685,0,0,-461.74,191.825,-35.884,0,0,1,3,2,R,"소솨소솨",174.9,80,0.2,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,-37.519,0,"ByeolBam",-0.365,-17.034,0,"Sabo_10",-22.662,-50.613,0,"ゆっち一",-13.603,-63.718,0,"alcohol500",22.017,-46.411,0,"muyang_",14.034,-64.068,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
5,2,0,4,3,0,1,1,0,0,0,255,255,255,17,1627.524,"_Chun",L,10,57,92,0.806,-0.244,0.112,1.851,0.347,2.126,-36.516,2,0,0,400,-8.204,0,0,1,3,2,R,"소솨소솨",174.9,80,0.2,6,71,1628.538,255,255,255,255,255,150,86,-38.682,0,-0.78,0.004,-0.04,0,0.272,0.113,-37.086,88,"ByeolBam",0.031,-17.257,0,"Sabo_10",-22.466,-50.074,0,"ゆっち一",-13.591,-63.712,0,"alcohol500",21.469,-47.016,0,"muyang_",14.733,-63.64,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,1628.625,0.15,-21.748,1630.714,-1,"keromk2",-0.163,-36.898,0,0,0,0,0,0,0,2
6,2,0,4,3,0,0,2,0,0,0,255,255,255,18,1657.617,"_Chun",L,26,91,140,0.144,0.727,0.027,1.705,0.127,1.848,-36.491,0,0,-55.834,-187.998,-10.628,0,0,0,4,5,L,"눈꽃",174.501,84.906,0.496,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,-37.443,0,"ByeolBam",-0.223,-17.24,0,"Sabo_10",-21.16,-47.415,0,"ゆっち一",-11.789,-65.544,0,"alcohol500",22.423,-46.39,0,"muyang_",14.674,-64.329,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
7,2,0,4,3,0,1,2,0,0,0,255,255,255,19,1672.598,"_Chun",L,29,83,135,3.321,0.453,0.291,1.711,1.103,1.766,-36.584,1,0,234.955,-97.484,-14.836,0,0,0,4,5,L,"눈꽃",174.501,84.906,0.496,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,-37.557,0,"ByeolBam",0.911,-16.95,0,"Sabo_10",-22.077,-49.31,0,"ゆっち一",-12.858,-64.67,0,"alcohol500",22.368,-48.623,0,"muyang_",13.922,-64.604,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
8,2,0,4,3,1,1,2,0,0,0,255,255,255,20,1699.066,"_Chun",L,10,89,128,-1.207,-0.536,-0.112,1.672,-0.522,1.732,-36.495,2,0,0,400,-9.552,0,0,0,4,5,L,"눈꽃",174.501,84.906,0.496,3,81,1700.108,75,211,37,71,106,113,115,-15.001,3.943,0.42,0.018,-0.001,0,0.438,0.055,-36.84,0,"ByeolBam",-0.035,-17.283,0,"Sabo_10",-22.816,-50.888,0,"ゆっち一",-12.843,-64.67,97,"alcohol500",23.312,-49.606,0,"muyang_",14.128,-63.651,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,1700.025,-0.387,-22.504,1702.103,3,"ゆっち一",-6.635,-63.519,0,0,0,0,0,0,0,2
9,3,1,4,3,0,0,0,0,0,0,255,255,255,36,1744.337,"하루（Haru）",R,10,7,63,1.574,-0.739,0.222,1.794,0.679,1.475,-36.539,1,0,0,400,-23.514,0,0,0,0,5,R,"muyang_",170.3,80,0.448,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,-37.472,0,"siesta_aves",0.097,-16.747,0,"소솨소솨",-19.023,-44.456,0,"ke ro",-11.557,-61.806,0,"즉석카레",19.908,-49.4,0,"눈꽃",13.513,-65.113,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
10,3,1,4,3,1,0,0,0,0,0,255,255,255,37,1759.607,"하루（Haru）",R,27,70,124,1.177,1.456,0.048,2.042,0.225,2.36,-36.545,4,0,90.751,-103.771,14.045,-0.582,-19.666,1,0,5,R,"muyang_",170.3,80,0.448,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.421,-37.224,0,"siesta_aves",-0.058,-16.622,0,"소솨소솨",-18.865,-44.433,0,"ke ro",-11.193,-61.781,0,"즉석카레",19.94,-49.401,0,"눈꽃",13.046,-64.977,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
