id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,282.095,bdg06213,R,0,140,0.924,0.796,0,114.559,-96.973,0,0,1,0,5,L,˗ˋˏ 카피 ˎˊ˗,168,94,0,0,0,0,0,0,0,0,0,0,0,0.102,-37.647,0.002,-16.816,-25.451,-47.973,-16.367,-62.144,18.519,-43.174,12.528,-61.384,35.702,-81.802,-2.603,-115.002,-36.457,-94.003,0,0,0,0,0,,0,0,0,0,0
2,1,1,0,0,0,1,0,0,0,0,255,255,255,1,294.414,bdg06213,R,0,139,-0.1,0.964,2,84.472,-121.069,0,0,1,0,5,L,˗ˋˏ 카피 ˎˊ˗,168,94,295.408,195,150,27,146,63,109.874,50.02,-1,0.087,-0.06,-0.473,-37.011,-0.02,-16.876,-24.859,-47.947,-16.436,-61.511,18.719,-43.78,12.677,-61.434,35.702,-81.801,-1.951,-113.56,-41.229,-79.806,300.333,22.551,0.635,0,0,,0,0,0,0,3
3,1,1,0,0,0,2,0,0,0,0,255,255,255,2,318.729,bdg06213,R,0,134,-3.131,-1.248,1,84.692,-110.144,0,0,0,0,5,L,˗ˋˏ 카피 ˎˊ˗,168,92,0,0,0,0,0,0,0,0,0,0,0,-0.121,-37.478,-0.428,-17.284,-24.649,-47.836,-15.175,-63.06,19.081,-41.547,14.396,-62.023,35.7,-81.8,-2.096,-109.544,-39.381,-75.65,0,0,0,0,0,,0,0,0,0,0
4,1,1,0,0,1,2,0,0,0,0,255,255,255,3,331.056,bdg06213,R,0,136,-2.495,-1.182,4,101.714,-110.468,0,0,1,0,5,L,˗ˋˏ 카피 ˎˊ˗,168,52,0,0,0,0,0,0,0,0,0,0,0,-0.08,-37.515,-0.087,-16.829,-23.313,-46.307,-11.066,-57.184,19.994,-41.538,13.239,-61.194,35.702,-81.802,-2.534,-109.673,-39.371,-75.634,0,0,0,0,0,,0,0,0,0,0
5,1,1,0,0,0,0,1,0,0,0,255,255,255,4,356.464,bdg06213,R,0,140,0.102,0.198,0,99.764,-68.626,0,0,0,1,1,L,M_lunatic,190,92,0,0,0,0,0,0,0,0,0,0,0,-0.078,-37.765,0.04,-16.688,-21.714,-45.06,-11.699,-58.859,18.52,-43.578,12.484,-62.036,35.702,-81.802,-3.169,-108.828,-38.758,-80.324,0,0,0,0,0,,0,0,0,0,0
6,1,1,0,0,0,1,1,0,0,0,255,255,255,5,367.04,bdg06213,R,0,138,0.395,0.287,2,84.136,-100.244,0,0,1,1,1,L,M_lunatic,190,92,368.107,140,210,38,144,128,99.474,77.964,0.351,0.079,-0.199,-0.289,-37.146,0.038,-16.844,-21.846,-45.171,-11.782,-58.812,18.508,-43.838,12.478,-62.183,35.702,-81.801,-3.179,-108.819,-40.17,-81.98,0,0,0,0,0,,0,0,0,0,0
7,1,1,0,0,0,2,1,0,0,0,255,255,255,6,383.148,bdg06213,R,0,140,-0.715,0.228,2,63.576,-86.275,0,0,1,1,1,L,M_lunatic,190,91,384.213,167,231,59,148,122,-30.847,-4.793,0.41,0.117,-0.381,-0.244,-37.029,-0.04,-16.995,-22.132,-47.222,-10.85,-59.081,18.568,-44.272,14.157,-61.847,35.702,-81.801,0.476,-111.846,-39.296,-80.881,384.278,0.02,-22.822,388.111,7,Sabo_10,6.959,-98.313,1,0,2
8,1,1,0,0,0,0,1,1,0,0,7,255,255,7,416.129,bdg06213,R,0,137,1.057,0.723,0,96.369,-75.999,0,0,0,2,4,R,_이누_,190,91,0,0,0,0,0,0,0,0,0,0,0,-0.012,-37.509,0.002,-16.785,-18.623,-39.652,-12.877,-61.196,16.028,-46.642,9.376,-62.613,35.702,-81.802,-6.414,-103.145,-37.775,-80.428,0,0,0,0,0,,0,0,0,0,0
9,1,1,0,0,0,1,1,1,0,0,7,255,255,8,429.606,bdg06213,R,0,137,0.806,0.688,0,101.13,-83.316,0,0,0,2,4,R,_이누_,190,91,0,0,0,0,0,0,0,0,0,0,0,-0.037,-37.475,-0.025,-16.771,-18.48,-39.652,-15.652,-62.322,16.181,-46.375,11.4,-60.941,35.702,-81.802,-5.837,-103.658,-37.421,-80.675,0,0,0,0,0,,0,0,0,0,0
10,1,1,0,0,0,2,1,1,0,0,7,255,255,9,446.753,bdg06213,R,0,135,-0.617,0.145,2,62.069,-63.437,0,0,1,2,4,R,_이누_,190,91,447.617,164,164,0,140,128,45.818,23.811,0.285,-0.054,-0.188,-0.473,-37.002,-0.012,-16.864,-18.503,-39.63,-13.261,-56.352,15.269,-46.886,11.579,-62.471,35.701,-81.801,-5.8,-103.664,-37.414,-80.671,453.6,-52.426,-112.417,0,0,,0,0,0,0,4
11,1,1,2,0,0,0,1,0,0,0,255,255,255,10,489.642,bdg06213,R,0,132,-3.583,-1.45,1,65.642,-100.915,-0.831,-16.763,0,3,6,R,소솨소솨,174.5,90,0,0,0,0,0,0,0,0,0,0,0,-0.171,-37.457,-0.493,-17.036,-24.412,-48.237,-14.704,-59.57,16.422,-46.307,13.11,-63.839,35.7,-81.8,-8.855,-109.891,-39.971,-81.61,0,0,0,0,0,,0,0,0,0,0
12,1,1,2,0,1,0,1,0,0,0,255,255,255,11,502.24,bdg06213,R,0,140,-0.29,0.102,2,45.292,-63.457,0,0,1,3,6,R,소솨소솨,174.5,90,503.142,184,248,41,152,65,-10.657,44.691,1,-0.115,-0.261,-0.419,-36.897,-0.008,-16.921,-24.783,-48.119,-14.729,-59.634,16.095,-46.957,12.401,-63.514,35.701,-81.801,-7.822,-110.295,-41.238,-84.115,503.489,-3.956,-25.024,507.256,2,Fresh825,-16.988,-35.512,0,0,2
13,1,1,2,0,0,0,2,0,0,0,255,255,255,12,532.985,bdg06213,R,0,139,-1.213,-0.352,2,70.03,-70.625,0,0,1,4,2,L,IllilliIIIIllil,174.5,90,533.916,205,140,6,144,64,39.213,-13.471,-0.915,0.001,-0.021,-0.258,-37.078,-0.021,-16.797,-20.811,-43.41,-15.92,-59.256,17.72,-45.602,14.875,-64.04,35.701,-81.801,-7.223,-109.728,-35.482,-84.513,0,0,0,538.667,5,NABIMan,10.927,-63.732,0,0,1
14,1,0,2,0,0,0,0,0,0,0,255,255,255,0,756.512,눈꽃,R,0,124,-0.722,0.744,2,17.468,-133.537,0,0,1,0,5,L,NABIMan,190,90,757.8,217,167,27,149,83,13.288,-30.783,-0.374,0.022,-0.041,0.069,-36.974,-0.105,-17.266,-21.495,-49.727,-13.302,-64.126,24.298,-49.182,10.81,-63.508,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,759.622,4,_이누_,18.934,-47.107,0,0,1
15,1,0,2,0,0,0,1,0,0,0,255,255,255,1,824.763,눈꽃,R,0,116,2.197,0.488,1,0,46.781,0,0,0,1,2,L,Fresh825,172.9,42,0,0,0,0,0,0,0,0,0,0,0,0.131,-37.387,0.069,-17.051,-21.822,-47.031,-13.462,-63.369,25.124,-50.909,12.891,-63.116,35.701,-81.801,0,-100.6,-36.922,-86.708,0,0,0,0,0,,0,0,0,0,0
16,1,0,2,0,1,0,1,0,0,0,255,255,255,2,835.578,눈꽃,R,13,106,0.895,-1.019,2,-360.184,332.102,0,0,1,1,2,L,Fresh825,172.9,42,836.678,161,197,21,144,129,-33.682,-17.979,0.768,0.02,-0.111,0.017,-37.278,0.016,-17.336,-21.82,-47.03,-12.928,-63.588,24.555,-50.281,12.937,-63.152,35.7,-81.8,0,-100.6,-37.469,-87.398,844.789,21.607,-120.497,844.789,-1,AI,21.668,-120.516,1,0,0
17,1,0,2,0,0,0,1,0,1,0,255,11,255,3,883.062,눈꽃,R,0,140,1.477,-0.643,1,136.672,-134.548,0,0,0,2,8,R,ke ro,160,90,0,0,0,0,0,0,0,0,0,0,0,0.07,-37.703,-0.018,-17.108,-22.443,-48.399,-10.984,-61.642,19.422,-47.222,13.401,-62.514,35.7,-81.8,0,-100.6,-42.269,-87.198,0,0,0,0,0,,0,0,0,0,0
18,1,0,2,0,1,0,1,0,1,0,255,11,255,4,905.517,눈꽃,R,6,114,-0.353,-1.065,0,450.928,216.019,0.075,-17.517,0,2,8,R,ke ro,160,90,0,0,0,0,0,0,0,0,0,0,0,-0.028,-37.617,0.117,-17.564,-22.023,-47.436,-10.553,-60.284,19.24,-48.207,10.346,-62.877,35.7,-81.8,0,-100.6,-43.275,-87.29,0,0,0,0,0,,0,0,0,0,0
19,1,0,2,0,1,1,1,0,1,0,255,11,255,5,922.964,눈꽃,R,0,140,1.714,1.599,2,82.81,-153.341,0,0,1,2,8,R,ke ro,160,90,923.997,172,154,0,140,86,-48.556,-14.382,-0.274,-0.011,-0.093,0.249,-37.301,0.042,-17.365,-22.152,-47.497,-5.625,-59.803,19.513,-48.342,13.356,-62.217,35.7,-81.8,0,-100.6,-43.296,-87.246,924.033,0.615,-19.51,927.067,5,˗ˋˏ 카피 ˎˊ˗,9.115,-53.663,1,0,2
20,1,0,2,2,0,0,1,0,0,0,255,255,255,6,989.693,눈꽃,R,0,140,-0.06,-0.744,0,59.196,-89.005,0,0,0,3,3,R,Gonyong,176.1,47,0,0,0,0,0,0,0,0,0,0,0,-0.092,-37.226,0.002,-17.248,-22.896,-48.544,-14.2,-61.861,18.003,-49.05,11.49,-62.894,35.7,-81.8,0,-100.6,-50.291,-92.375,0,0,0,0,0,,0,0,0,0,0
21,1,0,2,2,0,1,1,0,0,0,255,255,255,7,1004.339,눈꽃,R,0,139,1.571,-0.54,1,44.146,-66.021,0,0,0,3,3,R,Gonyong,176.1,47,0,0,0,0,0,0,0,0,0,0,0,0.307,-37.376,-0.021,-17.228,-22.858,-48.544,-15.739,-60.972,16.656,-46.331,11.508,-62.919,35.7,-81.8,0,-100.6,-51.066,-93.075,0,0,0,0,0,,0,0,0,0,0
22,1,0,2,2,1,1,1,0,0,0,255,255,255,8,1020.807,눈꽃,R,6,105,1.056,-0.367,0,392.697,0,0,0,1,3,3,R,Gonyong,176.1,47,0,0,0,0,0,0,0,0,0,0,0,0.29,-37.479,-0.022,-17.196,-22.864,-48.507,-14.146,-59.991,18.264,-45.89,10.86,-62.668,35.7,-81.8,0,-100.6,-51.733,-93.766,0,0,0,0,0,,0,0,0,0,0
23,1,0,2,2,1,2,1,0,0,0,255,255,255,9,1037.12,눈꽃,R,0,140,-0.976,0.509,0,22.023,-86.163,0,0,0,3,3,R,Gonyong,176.1,90,0,0,0,0,0,0,0,0,0,0,0,0.24,-37.273,-0.062,-17.187,-22.848,-48.489,-12.93,-59.995,18.217,-46.113,12.078,-62.467,35.7,-81.8,0,-100.6,-51.731,-93.751,0,0,0,0,0,,0,0,0,0,0
