id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result
1,1,1,0,1,0,0,0,0,255,255,255,0,193.46,encounter v,0,99,5.453,-2.97,1,225,95.354,0.686,-27.627,0,0,6,Gonyong,175.8,0,0,0,0,0,0,0,0,0,0,-0.313,-38.139,-1.289,-16.861,-21.616,-46.155,-10.942,-57.234,19.185,-44.213,14.797,-62.059,40.37,-81.693,1.423,-115.287,-41.746,-68.997,0,0,0,0,0,,0,0,0,0
2,1,1,0,0,0,0,0,0,255,255,255,1,226.422,encounter v,0,131,-3.546,1.384,2,122.3,74.729,0,0,1,0,6,Gonyong,175.8,44,227.485,88,128,83,148,64,42.384,36.871,-0.883,-0.066,-36.951,-0.012,-17.297,-21.341,-47.212,-11.995,-60.622,20.567,-44.738,14.819,-62.327,41.954,-77.328,-0.123,-109.207,-44.679,-85.626,228.28,-0.658,-20.849,230.78,1,_Chun,0.001,-21.937,0,2
3,1,1,0,1,0,0,0,0,255,255,255,2,246.995,encounter v,0,129,-0.848,0.127,2,68.092,108.533,0,0,1,0,6,Gonyong,175.8,50,247.912,92,79,7,100,75,-71.211,56.17,0.883,0.13,-36.815,-0.015,-17.319,-21.429,-49.239,-11.752,-58.193,20.569,-44.787,15.001,-63.495,44.334,-76.694,4.47,-96.939,-39.469,-78.418,248.063,-0.619,-19.037,251.963,2,Sabo_10,-24.464,-35.127,0,2
4,1,1,0,2,0,0,0,0,255,255,255,3,267.524,encounter v,0,103,-0.371,0.293,2,0,0,0,0,1,0,6,Gonyong,175.8,50,268.51,90,186,113,154,77,-14.969,-33.675,1,-0.04,-36.865,-0.016,-17.24,-22.587,-48.099,-11.454,-57.719,20.883,-44.682,16.064,-62.999,41.474,-76.98,1.698,-102.242,-42.664,-73.823,268.805,2.155,-24.564,271.372,5,Oort__Cloud,18.193,-54.966,0,2
5,1,1,0,0,1,0,0,0,255,255,255,4,297.573,encounter v,0,140,-0.089,-0.15,2,110.226,125.637,0,0,1,1,9,눈꽃,190,50,298.513,90,143,43,143,76,45.091,-40.882,-0.263,0.158,-36.99,-0.011,-17.225,-21.596,-48.035,-10.606,-60.949,20.446,-45.642,16.021,-62.614,40.271,-81.108,-9.397,-112.809,-40.304,-80.616,303.363,39.757,-58.489,304.422,6,ゆっち一,44.145,-62.711,0,3
6,1,1,0,1,1,0,0,0,255,255,255,5,325.03,encounter v,13,104,-2.758,-1.589,4,-351.04,334.876,-0.829,-20.112,1,1,9,눈꽃,190,86,0,0,0,0,0,0,0,0,0,-0.006,-37.132,-0.117,-17.221,-20.028,-47.511,-8.387,-57.714,21.563,-45.112,15.829,-63.242,44.044,-77.577,-7.482,-105.304,-38.164,-79.429,0,0,0,0,0,,0,0,0,0
7,1,1,0,2,1,0,0,0,255,255,255,6,350.032,encounter v,4,126,-2.147,0.376,2,-222.687,0,0,0,1,1,9,눈꽃,190,86,351.167,106,170,143,156,67,37.871,24.276,-0.972,0.096,-36.985,0.005,-17.108,-22.389,-49.94,-8.428,-60.684,21.512,-45.15,15.857,-63.118,43.679,-77.084,-9.477,-107.962,-37.508,-83.181,355.972,-21.454,-66.758,356.272,8,Multeinn,-21.757,-67.426,1,2
8,1,1,0,0,1,1,0,0,0,255,255,7,375.478,encounter v,0,128,1.133,-0.098,0,59.208,27.225,0,0,1,2,1,Pring__,180.2,50,0,0,0,0,0,0,0,0,0,-0.009,-37.217,0.166,-16.92,-20.427,-43.49,-7.37,-58.38,22.005,-46.526,15.958,-62.788,43.098,-76.672,-6.608,-105.437,-34.985,-74.259,0,0,0,0,0,,0,0,0,0
9,1,1,0,1,1,1,0,0,0,255,255,8,423.128,encounter v,3,127,-0.264,-1.786,4,-415.958,0,-0.269,-16.583,1,2,1,Pring__,180.2,50,0,0,0,0,0,0,0,0,0,-0.034,-37.225,-0.155,-17.154,-20.535,-43.765,-3.703,-59.98,22.055,-46.326,15.913,-62.803,43.318,-77.132,-9.101,-100.118,-32.677,-77.569,0,0,0,0,0,,0,0,0,0
10,1,1,0,2,1,0,1,0,255,0,255,9,441.795,encounter v,0,111,0.912,-0.456,0,0,0,0,0,1,2,1,Pring__,180.2,50,0,0,0,0,0,0,0,0,0,-0.088,-37.207,0.162,-17.111,-20.22,-44.824,-10.535,-58.134,22.622,-46.324,15.575,-62.458,42.926,-76.532,-10.036,-103.709,-34.18,-76.556,0,0,0,0,0,,0,0,0,0
11,1,1,0,0,2,0,1,0,255,0,255,10,469.391,encounter v,5,106,1.283,0.386,0,-115.763,0,0,0,0,3,4,인생최패망자,190,50,0,0,0,0,0,0,0,0,0,0.003,-37.172,0.103,-16.924,-19.586,-45.917,-10.775,-62.647,22.628,-46.326,6.817,-62.417,37.903,-81.243,-8.134,-104.916,-31.254,-80.849,0,0,0,0,0,,0,0,0,0
12,1,1,0,1,2,0,1,0,255,0,255,11,483.882,encounter v,0,118,0.51,0.484,2,0,0,0,0,1,3,4,인생최패망자,190,50,485.029,88,136,105,151,68,36.281,20.19,-0.441,-0.166,-36.881,-0.006,-16.812,-21.361,-47.772,-12.321,-64.764,21.923,-43.952,2.446,-60.904,37.894,-81.303,-7.491,-102.953,-34.237,-83.166,489.847,-19.233,-68.818,490.072,8,Multeinn,-19.277,-68.928,1,2
13,1,1,0,0,2,1,0,1,4,255,0,12,514.758,encounter v,0,139,-0.728,0.529,0,147.93,16.189,0,0,0,4,7,Pugeuk,160,50,0,0,0,0,0,0,0,0,0,0.199,-37.329,-0.067,-17.19,-19.985,-45.902,-7.461,-58.392,19.318,-40.013,15.756,-62.917,38.694,-79.838,-1.493,-95.602,-30.388,-76.079,0,0,0,0,0,,0,0,0,0
14,1,1,0,1,2,1,0,1,4,255,0,13,530.571,encounter v,0,129,-1.285,0.303,2,81.241,15.083,0,0,1,4,7,Pugeuk,160,50,531.477,92,164,25,142,94,-53.178,-34.396,0.941,-0.058,-36.711,0.001,-17.137,-21.207,-46.908,-10.689,-59.689,20.342,-41.511,8.548,-65.793,38.854,-79.701,-6.526,-97.774,-34.116,-79.827,531.588,0.003,-21.193,534.005,4,ʚmingɞ,16.979,-45.959,1,2
15,1,0,0,0,0,0,0,0,255,255,255,0,683.724,-라후이-,0,116,-0.097,0.189,0,-50.662,-159.194,0,0,1,0,4,ʚmingɞ,177.6,25,0,0,0,0,0,0,0,0,0,0.124,-36.773,0.022,-16.99,-18.245,-43.436,-9.714,-49.712,16.417,-48.532,8.459,-65.916,39.987,-72.056,-0.634,-113.195,-41.843,-90.039,0,0,0,0,0,,0,0,0,0
16,1,0,0,1,0,0,0,0,255,255,255,1,695.684,-라후이-,0,108,0.195,-0.832,2,-0.004,-200,0,0,1,0,4,ʚmingɞ,177.6,25,696.695,94,87,62,114,114,14.866,4.166,0.566,-0.08,-36.709,-0.009,-17.029,-19.906,-44.718,-10.549,-55.422,16.285,-48.406,6.476,-63.601,40.092,-72.16,-3.892,-109.925,-42.106,-89.916,700.472,-7.223,-107.012,700.722,7,Pugeuk,-7.011,-104.772,0,1
