id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
1,,1,1,0,0,0,0,0,0,0,0,255,255,255,0,247.42,"인생최패망자",R,32,88,140,0.139,0.509,0.842,1.343,-0.269,1.954,-36.742,57.613,5,64,31,2,250,11.161,9.252,0,0,0,"Pring__","마렘_Marem","ʚEveɞ","うよすま","Ainy4／あいにゃ","","","","",1,L,"Pring__",190,94.911,0.481,3,89,W,Y,0,248.49,196,66,103,80,34,145,116,-5.962,-43.701,0.036,1.204,-20.133,0.07,0,0.419,61.711,-254.706,535.835,248.682,8.536,-28.913,249.893,4,22.227,0.055,-43.837,0,0,,254.372,,,,,,,,,,,,,253.239,0,,147,16,,,,,,,,,,,,,,,,,,,0.189,-37.969,-0.035,-17.65,-21.261,-46.694,-12.406,-58.208,19.196,-47.719,12.986,-64.786,40.93,-90.677,0,-109.87,-40.83,-90.577,0.256,-36.755,,"아침땅_",-0.018,-17.683,,"AI",-21.242,-46.677,69,"",-12.4,-58.2,,"Kr_Luna",19.216,-47.591,98,"xoxo_nemu",13.017,-64.799,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,256.481,0.315,-35.762,,,,252.653,-18.891,-39.829,,,,249.952,22.451,-44.913,,,,,,,,,,,,,,,,,,,255.155,-18.018,-39.899,,,,250.831,18.076,-44.245,,,,,,,,,,,,,"",2,0,"Kr_Luna",,,,19,""
2,,1,1,0,0,0,0,1,0,0,0,255,255,255,1,276.152,"인생최패망자",R,32,94,140,-0.003,-0.653,0.829,1.129,-0.329,1.214,-36.742,55.721,7,20,73,0,250,-37.492,0.018,0,0,1,"=","=","=","=","=","","","","",4,L,"마렘_Marem",169.6,89.804,0.297,,88,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.328,-37.405,0,-17.73,-20.102,-45.329,-12.406,-58.208,20.752,-46.508,13.834,-63.629,40.929,-90.677,0,-109.87,-40.83,-90.577,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,279.525,0.145,-36.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
3,,1,1,0,0,0,1,1,0,0,0,255,255,255,1,290.983,"인생최패망자",R,32,94,140,-1.664,-0.672,0.665,1.133,-1.091,1.23,-36.742,46.48,6,20,74,1,250,-10.975,2.072,0,0,1,"=","=","=","=","=","","","","",4,L,"마렘_Marem",169.6,89.804,0.297,,88,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261,-37.349,0.027,-17.679,-20.103,-45.324,-12.4,-58.2,20.307,-47.084,13.968,-63.515,40.9,-90.65,0,-109.84,-40.8,-90.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,294.519,-0.145,-37.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
4,,1,1,0,0,1,1,1,0,0,0,255,255,255,1,302.112,"인생최패망자",R,32,89,140,0.108,-0.445,0.83,1.172,-0.324,1.371,-36.742,60.874,10,16,73,0,250,3.421,1.55,0,0,1,"=","=","=","=","=","","","","",4,L,"마렘_Marem",169.6,89.804,0.297,,88,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.254,-37.659,-0.002,-17.745,-20.053,-45.271,-12.4,-58.2,20.464,-46.885,13.964,-63.481,40.9,-90.65,0,-109.84,-40.8,-90.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,305.485,-0.039,-36.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
5,,1,1,0,0,1,2,1,0,0,0,255,255,255,1,315.408,"인생최패망자",R,32,92,140,-0.537,-0.77,0.77,1.124,-0.603,1.197,-36.742,59.063,9,16,74,0,250,10.421,2.352,0,0,1,"=","=","=","=","=","","","","",4,L,"마렘_Marem",169.6,89.804,0.297,,88,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,317.632,1,,578,0,,,,,,,,,,,,,,,,,,,0.187,-37.941,-0.023,-17.772,-20.1,-45.324,-12.4,-58.2,20.458,-46.902,14.001,-63.45,40.9,-90.65,0,-109.84,-40.8,-90.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,318.861,-0.118,-37.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
6,,1,1,0,0,0,0,2,0,0,0,255,255,255,1,335.309,"인생최패망자",R,32,91,140,1.412,-0.776,0.961,1.081,0.282,1.106,-36.742,72.534,7,12,81,2,250,-38.866,-8.595,0,0,2,"=","=","=","=","=","","","","",2,L,"ʚEveɞ",190,80,0.395,5,86,W,Y,1,336.505,207,167,134,70,26,145,100,25.138,-15.883,0.271,0.741,-20.772,1,0,0.339,-429.05,398.176,-131.805,340.448,15.169,-97.152,344.902,7,19.712,0.06,-132.624,1,0,,341.874,346.364,351.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251,-37.909,0.019,-17.752,-20.089,-45.316,-12.4,-58.2,20.171,-47.26,14.05,-63.264,40.9,-90.65,0,-109.84,-40.8,-90.55,0.363,-37.217,,"아침땅_",0.069,-17.747,,"AI",-20.091,-45.296,,"",-12.4,-58.2,,"Kr_Luna",20.166,-47.258,85,"xoxo_nemu",14.058,-63.225,73,"AI",40.903,-90.653,,"AI",0,-109.843,,"AI",-40.803,-90.553,,359.443,0.31,-39.088,,,,,,,,,,354.555,18.503,-39.68,350.171,0.282,-59.962,,,,,,,,,,,,,,,,,,,,,,358.367,18.045,-39.591,352.851,0.364,-58.805,,,,,,,,,,"",2,0,"AI",346.364,351.409,,21,""
7,,1,1,0,0,0,0,2,0,0,1,255,255,2,1,378.257,"인생최패망자",R,32,86,139,2.199,0.196,0.938,1.258,0.641,1.683,-36.742,81.351,7,93,0,2,236.716,-30.434,-1.508,0,0,3,"=","=","=","=","=","","","","",3,R,"うよすま",160,85.375,0.502,3,85,W,Y,1,379.323,128,55,103,11,0,136,72,-56.444,13.208,0.36,0.688,-19.35,-1,0,0.28,-151.433,-53.805,354.132,379.26,0.263,-19.765,380.915,0,-2.739,2.533,-32.742,0,0,,,,,,,,,,,,,,378.327,383.359,3,,147,1,,,,,,,,,,,,,,,,,,,0.049,-38.002,-0.03,-17.697,-20.326,-45.658,-12.4,-58.2,19.885,-42.73,13.586,-62.729,40.9,-90.65,0,-109.84,-40.8,-90.55,0.485,-36.978,120,"아침땅_",-0.05,-17.759,,"AI",-20.274,-45.624,,"",-11.659,-56.678,,"Kr_Luna",18.502,-44.632,,"xoxo_nemu",13.59,-62.721,,"AI",40.902,-90.652,,"AI",0,-109.843,,"AI",-40.802,-90.552,,381.021,-2.664,-33.38,,,,382.765,-18.737,-39.81,,,,,,,,,,,,,,,,,,,382.145,-8.016,-35.771,,,,,,,,,,,,,,,,,,,,,,,,,"",2,0,"인생최패망자",,,,3,""
8,SIDE,1,1,0,0,0,0,2,0,0,1,255,255,2,,384.285,,,,,,,,,,,,,,,,,,,,,,,4,"=","=","=","=","=","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
9,,1,0,0,0,0,0,0,0,0,0,255,255,255,0,469.718,"Ainy4／あいにゃ",R,26,92,140,0.087,0.035,0.187,1.691,-0.075,1.464,-36.9,14.083,40,60,0,0,86.478,-160.147,-3.736,0,0,0,"xoxo_nemu","HOGGYS 호기스","아침땅_","Kr_Luna","인생최패망자","","","","",5,R,"xoxo_nemu",175.7,95,0.5,,84,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.104,-37.899,0.007,-17.572,-21.509,-47.328,-14.764,-60.239,22.521,-53.086,12.412,-58.216,40.944,-90.691,0,-109.88,-40.844,-90.591,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
10,,1,0,0,0,0,1,0,0,0,0,255,255,255,0,487.459,"Ainy4／あいにゃ",R,32,74,112,0.591,0.25,0.186,1.774,-0.052,1.722,-36.9,22.365,91,9,0,2,161.739,-23.608,-23.207,0,0,0,"=","=","=","=","=","","","","",5,R,"xoxo_nemu",175.7,95,0.5,5,84,W,Y,1,488.644,131,120,113,92,50,140,102,25.624,-10.859,0.109,1.03,-20.499,0.04,0,0.411,209.001,373.294,300.257,493.337,8.534,-107.832,493.515,7,8.455,1.97,-105.25,0,0,,494.376,,,,,,,,,,,,,493.633,0,,456,0,,,,,,,,,,,,,,,,,,,-0.171,-37.937,-0.005,-17.58,-20.658,-47.513,-14.175,-61.076,22.695,-53.257,12.406,-58.208,40.922,-90.67,0,-109.87,-40.822,-90.57,0.095,-37.586,,"Pring__",-0.002,-17.598,,"ʚEveɞ",-20.837,-47.98,,"うよすま",-14.043,-60.866,,"마렘_Marem",22.692,-53.234,,"AI",12.4,-58.2,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,498.882,0.175,-38.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1,0,"AI",,,,16,""
