id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,sH,sV,gyro,plx,plz,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
1,,1,1,0,0,0,0,0,0,0,0,255,255,255,0,217.101,"-라후이-",R,13,72,112,1.56,-0.262,0.401,1.762,1.224,1.833,-36.436,14.68,70,30,0,1,-370.03,336.27,7.734,0,0,0,5,R,"TaeGeuk_",177.7,90.533,0.644,,72,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.245,-37.447,0.218,-17.624,-21.885,-47.722,-12.478,-62.271,22.589,-47.842,11.555,-59.883,40.922,-90.67,-6.207,-121.729,-40.822,-90.57,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
2,,1,1,0,0,1,0,0,0,0,0,255,255,255,1,232.236,"-라후이-",R,13,76,114,-1.239,-0.584,0.217,1.8,0.075,1.711,-36.436,23.121,100,0,0,0,-359.259,347.754,-3.703,0,0,0,5,R,"TaeGeuk_",177.7,90.533,0.644,,72,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-37.36,-0.194,-17.552,-22.293,-47.95,-14.185,-62.812,22.72,-49.266,8.422,-60.665,40.907,-90.657,-6.456,-120.993,-40.807,-90.557,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
3,,1,1,0,0,1,1,0,0,0,0,255,255,255,2,245.092,"-라후이-",R,26,92,140,-0.441,0.922,0.054,1.876,-0.222,1.958,-36.436,25.702,88,12,0,0,21.33,-200,17.345,0,0,0,5,R,"TaeGeuk_",177.7,90.533,0.644,,72,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.109,-37.264,-0.133,-17.753,-21.901,-47.245,-14.018,-62.958,22.699,-49.242,10.887,-60.492,40.907,-90.657,-5.157,-120.179,-40.807,-90.557,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
4,,1,1,0,0,1,2,0,0,0,0,255,255,255,3,259.47,"-라후이-",R,26,93,140,-0.735,-0.342,-0.025,1.584,-0.35,1.232,-36.436,3.333,62,38,0,0,22.874,-188.078,18.412,-0.115,-18.948,0,5,R,"TaeGeuk_",177.7,90.533,0.644,,72,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,264.574,0,,706,0,,,,,,,,,,,,,,,,,,,-0.111,-37.306,-0.015,-17.533,-21.042,-47.806,-13.986,-62.989,22.69,-49.258,11.036,-60.443,40.915,-90.664,-4.342,-120.181,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
5,,1,1,0,0,0,0,1,0,0,0,255,255,255,4,283.149,"-라후이-",R,27,95,140,-0.973,0.245,-0.026,1.712,-0.409,1.627,-36.436,15.223,89,11,0,2,-12.502,-124.358,11.912,0,0,1,3,L,"ddil_ddil69",175.8,89.974,0.401,3,72,W,Y,1,284.262,115,58,96,37,15,137,118,25.674,-41.944,-0.103,0.951,-18.761,0.72,0,0.174,-285.556,-424.741,313.134,288.857,76.662,-90.66,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.191,-37.254,-0.12,-17.432,-20.504,-49.377,-8.706,-65.062,22.748,-49.227,15.018,-59.336,40.922,-90.67,3.978,-121.718,-40.822,-90.57,-0.295,-36.707,,"NABIMan",-0.151,-17.52,,"가앤슬_",-20.615,-48.605,,"Yes_Man_",-8.756,-65.025,,"펜케이크",23.05,-48.765,,"Kr_Luna",14.927,-59.397,,"AI",40.9,-90.65,,"하루（Haru）",3.97,-121.71,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"",,,,0,""
6,,1,1,0,0,0,1,1,0,0,0,255,255,255,5,304.853,"-라후이-",R,10,69,112,0.914,-0.218,0.286,2.053,0.39,2.006,-36.436,44.533,100,0,0,2,0,400,-7.754,0,0,1,3,L,"ddil_ddil69",175.8,89.974,0.401,3,74,W,Y,1,306.002,252,151,101,102,52,145,88,-30,15.595,0.168,0.853,-20.292,0.97,0,0.268,258.284,420.4,341.398,305.857,-0.234,-21.727,309.057,3,-19.144,0.059,-58.408,1,0,,311.139,340.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,-37.369,0.465,-17.883,-20.919,-48.39,-8.191,-63.593,21.42,-44.164,14.994,-59.372,40.915,-90.664,3.259,-121.135,-40.815,-90.564,0.215,-36.881,120,"NABIMan",0.424,-17.972,,"가앤슬_",-20.93,-48.314,89,"Yes_Man_",-8.263,-63.546,97,"펜케이크",21.411,-44.163,,"Kr_Luna",14.878,-59.434,102,"AI",40.9,-90.65,,"하루（Haru）",3.256,-121.131,,"AI",-40.8,-90.55,,316.52,-2.004,-39.022,,,,312.033,-20.135,-40.571,309.295,-18.294,-59.261,,,,336.191,0.004,-58.519,,,,,,,,,,330.389,0.574,-46.295,,,,315.801,-11.644,-40.567,332.489,-5.069,-54.459,,,,337.744,-5.34,-53.671,,,,,,,,,,2,0,"Yes_Man_",340.39,,,58,""
7,,1,1,0,0,0,0,1,0,1,0,255,3,255,6,374.128,"-라후이-",R,26,92,140,0.152,0.526,0.115,1.851,-0.001,1.764,-36.436,28.489,87,13,0,0,55.804,-200,12.568,0.31,-18.327,2,1,L,"Pring__",190,92.741,0.481,,75,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,377.369,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,-37.268,-0.122,-17.802,-22.14,-47.688,-8.666,-64.244,23.726,-45.988,9.608,-60.73,40.922,-90.67,10.41,-119.878,-40.822,-90.57,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,381.297,0.337,-37.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",377.278,,,0,""
8,,1,1,0,0,0,1,1,0,1,0,255,3,255,7,390.496,"-라후이-",R,26,94,140,-0.704,-0.54,0.055,1.665,-0.351,1.096,-36.436,15.188,88,12,0,0,32.241,-200,20.658,0,0,2,1,L,"Pring__",190,92.741,0.481,,75,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,401.389,,,,,,,,,,,,,,,,,,,,,,,,,-0.082,-37.368,-0.149,-17.564,-22.214,-47.877,-8.664,-64.208,23.51,-46.032,14.31,-59.831,40.915,-90.664,8.789,-122.998,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,395.746,-0.332,-37.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",403.709,,,0,""
9,,1,1,0,0,0,2,1,0,1,0,255,3,255,7,406.696,"-라후이-",R,26,89,140,-0.041,0.954,0.065,1.853,-0.021,2.035,-36.436,22.669,88,12,0,0,0.477,-200,11.59,0,0,2,1,L,"Pring__",190,92.741,0.481,,75,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,410.777,,,,,,409.176,2,,578,0,,,,,,,,,,,,,,,,,,,-0.081,-37.433,-0.088,-17.642,-21.769,-47.018,-8.714,-64.19,23.809,-46.457,15.368,-58.422,40.915,-90.664,8.177,-123.288,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,415.896,4.081,-36.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,410.777,,0,""
10,,1,1,0,0,0,0,2,0,0,1,255,255,3,7,432.607,"-라후이-",R,10,93,128,1.032,-0.77,0.242,1.783,0.442,1.459,-36.436,22.687,89,11,0,2,0,400,22.252,0,0,3,2,R,"MODECO",190,85,0.445,3,78,W,Y,1,433.701,201,142,88,88,59,145,126,9.882,-1.452,0.19,0.713,-20.306,0.24,0,0.427,536.499,225.926,145.349,,,,437.432,7,-0.96,2.428,-114.449,0,0,,,,,,,,,,,438.992,,,433.392,437.595,3,,456,0,,,,,,,,,,,,,,,,,,,0.014,-37.468,0.448,-17.627,-22.977,-49.896,-11.886,-61.303,19.365,-40.325,11.244,-58.352,40.922,-90.671,-8.941,-116.958,-40.822,-90.571,0.14,-36.731,,"NABIMan",0.432,-17.605,,"가앤슬_",-22.829,-49.962,,"Yes_Man_",-11.916,-61.27,,"펜케이크",20.671,-44.764,,"Kr_Luna",11.248,-58.346,,"AI",40.9,-90.65,,"하루（Haru）",-8.126,-116.847,87,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,437.61,-1.092,-115.747,,,,,,,,,,,,,,,,,,,,,,,,,439.335,-0.606,-106.273,,,,1,0,"하루（Haru）",,,438.992,64,""
