id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,result
1,1,0,0,0,0,0,0,0,0,0,255,255,255,0,514.26,Pugeuk,R,0,135,-1.443,-0.658,0,63.428,-200,0,0,0,0,5,L,ʚEveɞ,175.4,58,0,0,0,0,0,0,0,0,0,0,0,-0.161,-37.534,-0.06,-16.858,-22.357,-48.403,-8.201,-63.821,17.875,-43.937,10.089,-66.294,38.124,-92.036,4.795,-116.371,-38.874,-82.448,0,0,0,0,0,,0,0,0,0,0
2,1,0,0,0,0,1,0,0,0,0,255,255,255,1,531.543,Pugeuk,R,6,108,3.483,0.492,4,349.973,0,0,0,1,0,5,L,ʚEveɞ,175.4,58,0,0,0,0,0,0,0,0,0,0,0,0.207,-37.806,0.455,-16.782,-22.245,-48.501,-8.271,-59.861,18.008,-44.976,10.298,-65.995,38.176,-92.188,0.733,-115.253,-38.961,-82.949,0,0,0,0,0,,0,0,0,0,0
3,1,0,0,0,0,2,0,0,0,0,255,255,255,2,546.562,Pugeuk,R,0,137,0.422,1.278,4,68.986,-200,0,0,1,0,5,L,ʚEveɞ,175.4,59,0,0,0,0,0,0,0,0,0,0,0,0.12,-37.669,-0.173,-17.084,-22.228,-48.526,-11.774,-62.86,18.018,-45.073,10.145,-65.896,37.908,-92.135,0.245,-115.269,-39.991,-83.624,0,0,0,0,0,,0,0,0,0,0
4,1,0,0,0,0,0,1,0,0,0,255,255,255,3,570.368,Pugeuk,R,0,131,-0.579,0.668,0,29.413,-200,0,0,0,1,6,R,ʚmingɞ,175.1,60,0,0,0,0,0,0,0,0,0,0,0,-0.085,-37.47,0.049,-16.84,-21.853,-46.585,-10.5,-61.291,14.644,-47.347,9.825,-64.623,39.98,-90.905,0.168,-115.151,-42.4,-82.651,0,0,0,0,0,,0,0,0,0,0
5,1,0,0,0,0,1,1,0,0,0,255,255,255,4,585.002,Pugeuk,R,10,111,-3.22,-0.049,2,0,400,0,0,1,1,6,R,ʚmingɞ,175.1,60,586.107,98,46,17,31,35,-9.826,25.291,0.632,-0.003,0.008,-0.333,-37.21,-0.066,-16.988,-21.868,-46.531,-11.896,-61.884,14.694,-47.378,9.319,-63.863,40.299,-90.67,-0.517,-116.278,-42.425,-82.639,584.328,-1.923,-23.898,588.769,0,Pugeuk,-11.358,-42.76,1,0,2
6,1,0,0,0,0,0,1,1,0,0,15,255,255,5,631.245,Pugeuk,R,0,131,-1.588,0.311,2,-0.073,-200,0,0,0,2,8,L,Kr_Luna,160,63,631.999,148,82,3,105,62,0.17,6.991,-0.156,0.051,-0.039,-0.426,-36.985,-0.271,-17.187,-20.627,-45.328,-6.791,-64.578,17.727,-42.971,9.645,-66.041,40.398,-90.997,7.633,-120.796,-39.977,-84.414,630.234,-1.72,-30.992,631.009,0,Pugeuk,-2.141,-35.615,1,0,2
7,1,0,0,0,0,0,2,1,0,0,17,255,255,6,665.477,Pugeuk,R,10,113,-1.255,-0.71,0,-91.727,400,0,0,0,3,3,L,IllilliIIIIllil,174.5,65,0,0,0,0,0,0,0,0,0,0,0,-0.09,-37.815,-0.049,-17.333,-20.24,-44.636,-7.765,-58.467,19.889,-40.017,1.344,-60.399,38.931,-88.252,5.502,-114.515,-39.866,-87.523,0,0,0,0,0,,0,0,0,0,0
8,1,0,0,0,0,1,2,0,1,0,255,17,255,7,686.544,Pugeuk,R,0,129,1.838,0.269,4,91.647,-200,0,0,1,3,3,L,IllilliIIIIllil,174.5,65,0,0,0,0,0,0,0,0,0,0,0,-0.101,-37.897,0.621,-17.207,-19.772,-45.169,-6.506,-60.436,19.951,-40.984,6.018,-61.261,38.645,-88.377,5.21,-118.465,-40.381,-88.029,0,0,0,0,0,,0,0,0,0,0
9,1,0,0,0,0,2,2,0,1,0,255,17,255,8,719.159,Pugeuk,R,3,115,-1.279,1.152,2,-435.057,0,0,0,1,3,3,L,IllilliIIIIllil,174.5,68,720.247,169,139,25,140,99,-26.314,43.338,0.91,-0.054,0.023,-0.174,-37.246,-0.077,-17.415,-20.295,-45.531,-4.022,-64.339,18.585,-44.275,4.988,-58.55,38.865,-87.539,4.757,-115.14,-40.909,-85.846,718.106,-2.612,-24.135,719.522,2,CAT tourniquet,-19.053,-41.317,0,0,2
10,2,1,0,0,0,0,0,0,0,0,255,255,255,9,785.946,Penguin_iDOL,R,0,127,0.387,-0.443,0,60.53,-101.289,0,0,0,3,4,R,인생최패망자,190,69,0,0,0,0,0,0,0,0,0,0,0,-0.08,-37.728,-0.234,-17.208,-19.669,-47.259,-11.558,-64.923,16.823,-47.862,13.846,-63.931,45.19,-76.163,0.117,-115.193,-37.476,-89.408,0,0,0,0,0,,0,0,0,0,0
