id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,result
137,6,0,8,5,1,1,1,0,0,0,255,255,255,65,4913.868,Dοpi,0,138,3.3,-1.058,2,85.138,-130.868,0,0,1,0,3,오띵__,174.6,75,4914.914,103,81,0,88,64,41.717,11.451,-0.97,0.079,-0.049,-0.321,-36.658,-0.161,-17.285,-23.819,-49.466,-13.247,-64.545,17.451,-42.58,13.717,-64.212,32.481,-88.358,0,-100.6,-40.205,-87.408,0,0,0,4919.324,3,Oort__Cloud,-8.142,-63.271,0,0,1
138,6,0,8,5,0,0,2,0,0,0,255,255,255,66,4945.4,Dοpi,13,120,-2.909,-1.58,1,-379.056,326.062,-0.797,-17.607,0,1,8,Roscosmos,174.6,43,0,0,0,0,0,0,0,0,0,0,0,-0.172,-37.135,-0.613,-17.197,-23.73,-49.096,-13.193,-64.508,17.206,-43.314,12.19,-65.219,33.245,-87.313,0,-100.6,-37.673,-88.778,0,0,0,0,0,,0,0,0,0,0
139,6,0,8,5,1,0,2,0,0,0,255,255,255,67,4960.943,Dοpi,0,140,-0.166,-0.695,2,43.331,-163.569,0,0,1,1,8,Roscosmos,174.6,43,4961.78,107,188,0,134,78,47.316,50.256,-0.107,-0.074,-0.21,-0.314,-36.475,-0.308,-17.087,-23.541,-49.511,-13.187,-64.422,17.351,-42.886,13.798,-68.329,33.248,-87.31,0,-100.6,-38.898,-89.029,4966.137,-48.274,-55.015,0,0,,0,0,0,0,3
140,6,0,8,5,1,1,2,0,0,0,255,255,255,68,4984.484,Dοpi,0,131,0.949,1.749,1,66.525,-110.717,0,0,0,1,8,Roscosmos,174.6,54,0,0,0,0,0,0,0,0,0,0,0,-0.115,-37.017,-0.147,-17.006,-24.483,-49.794,-12.865,-64.823,17.026,-42.222,11.424,-65.593,32.477,-87.705,0,-100.6,-36.075,-84.985,0,0,0,0,0,,0,0,0,0,0
141,6,0,8,5,2,1,2,0,0,0,255,255,255,69,4999.374,Dοpi,6,107,1.189,-0.327,2,362.588,207.451,0,0,1,1,8,Roscosmos,174.6,54,5000.316,111,190,1,135,117,5.145,-35.747,0.206,-0.069,-0.174,-0.256,-36.986,-0.154,-17.196,-24.528,-49.874,-12.967,-64.912,17.665,-41.907,11.11,-65.835,32.49,-87.718,0,-100.6,-38.659,-90.198,5001.044,19.793,-47.192,5006.724,6,Kr_Luna,49.609,-95.2,1,0,2
142,6,0,8,5,0,0,2,1,0,0,17,255,255,70,5036.019,Dοpi,0,125,0.449,1.518,1,79.807,-109.804,0,0,0,2,1,하루（Haru）,190,42,0,0,0,0,0,0,0,0,0,0,0,-0.076,-37.138,-0.048,-17.108,-22.114,-47.156,-8.631,-65.332,18.71,-44.531,15.147,-63.887,37.434,-92.375,0,-100.6,-35.692,-88.843,0,0,0,0,0,,0,0,0,0,0
143,6,0,8,5,1,0,2,1,0,0,17,255,255,71,5059.184,Dοpi,0,131,0.719,0.947,0,72.235,-87.759,0,0,0,2,1,하루（Haru）,190,42,0,0,0,0,0,0,0,0,0,0,0,-0.034,-37.119,-1.031,-18.34,-21.918,-46.923,-8.552,-66.046,17.783,-42.297,14.58,-64.155,37.47,-92.391,0,-100.6,-36.109,-88.393,0,0,0,0,0,,0,0,0,0,0
144,6,0,8,5,1,1,2,1,0,0,17,255,255,72,5080.3,Dοpi,5,110,2.413,-0.119,1,-133.695,0,0,0,0,2,1,하루（Haru）,190,42,0,0,0,0,0,0,0,0,0,0,0,-0.012,-37.231,-1.159,-18.813,-20.947,-45.878,-8.882,-65.672,17.203,-43.562,15.069,-63.996,37.433,-92.461,0,-100.6,-38.829,-91.576,0,0,0,0,0,,0,0,0,0,0
145,6,0,8,5,2,1,2,1,0,0,17,255,255,73,5097.482,Dοpi,0,109,-1.862,0.693,1,0,20.738,0,0,0,2,1,하루（Haru）,190,42,0,0,0,0,0,0,0,0,0,0,0,-0.04,-37.121,-0.742,-18.139,-21.161,-47.019,-8.304,-65.623,17.652,-41.976,15.048,-63.534,37.398,-92.442,0,-100.6,-38.437,-91.072,0,0,0,0,0,,0,0,0,0,0
146,6,0,8,5,3,1,2,1,0,0,17,255,255,74,5116.486,Dοpi,0,0,0,0,0,0,0,0,0,0,2,1,하루（Haru）,190,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
147,6,0,8,5,0,0,2,1,1,0,10,17,255,75,5157.761,Dοpi,13,110,-0.219,0.017,0,-407.036,290.382,0,0,0,3,4,Slaris,174.6,42,0,0,0,0,0,0,0,0,0,0,0,-0.056,-37.186,-0.228,-17.159,-22.602,-47.049,-12.72,-64.819,18.406,-40.77,11.92,-63.64,40.3,-94.929,0,-100.6,-41.468,-95.612,0,0,0,0,0,,0,0,0,0,0
148,6,0,8,5,0,1,2,1,1,0,10,17,255,76,5173.403,Dοpi,0,140,0.022,0.094,2,53.533,-84.502,0,0,1,3,4,DoYaGee,190,42,6552.027,122,173,54,144,104,12.245,41.054,0.9,-0.079,-0.109,-0.305,-37.234,-0.18,-17.215,-21.079,-45.545,-12.827,-64.878,18.207,-41.198,12.553,-65.232,40.327,-94.966,0,-100.6,-41.682,-95.995,6463.431,-38.123,-62.494,6394.897,-1,AI,-4.461,-91.716,0,0,3
149,7,1,8,5,0,0,0,0,0,0,255,255,255,71,6563.625,-라후이-,0,140,0.808,0.125,0,-49.676,-153.369,-0.064,-6.128,1,1,4,DoYaGee,190,43,0,0,0,0,0,0,0,0,0,0,0,-0.148,-37.276,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,0,0,0,0,0,,0,0,0,0,0
150,7,1,8,5,0,1,0,0,0,0,255,255,255,72,6572.387,-라후이-,0,140,-1.524,4.402,4,-19.568,-117.805,0,0,1,1,4,DoYaGee,190,43,0,0,0,0,0,0,0,0,0,0,0,-0.819,-38.662,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,0,0,0,0,0,,0,0,0,0,0
151,7,1,8,5,0,2,0,0,0,0,255,255,255,73,6580.668,-라후이-,0,140,0.435,-0.153,2,-41.662,-190.795,0,0,1,1,4,DoYaGee,190,43,6581.607,115,163,40,140,114,106.315,-72.527,0.16,-0.144,-0.143,0.126,-37.033,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.61,0,0,0,0,0,0,0,,0,0,0,0,0
152,7,1,8,5,0,2,0,0,0,0,255,255,255,74,6591.005,-라후이-,0,140,2.15,-0.259,2,-9.303,-176.877,0,0,1,1,4,DoYaGee,190,43,6591.873,101,71,33,59,59,41.794,43.574,-0.209,-0.08,-0.077,0.001,-36.887,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,6504.884,-28.107,-49.426,0,0,,0,0,0,0,0
153,7,1,8,5,0,2,0,0,0,0,255,255,255,75,6601.753,-라후이-,0,140,-0.242,-1.2,2,-26.514,-154.65,0,0,1,1,4,DoYaGee,190,43,6602.676,109,142,53,139,76,0.018,5.054,0.982,-0.147,-0.156,0.055,-36.996,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,6512.191,-0.69,-29.012,0,0,,0,0,0,0,0
154,7,1,8,5,0,2,0,0,0,0,255,255,255,76,6611.053,-라후이-,0,140,1.029,-0.63,0,-42.492,-136.213,0.127,-11.01,1,1,4,DoYaGee,190,43,0,0,0,0,0,0,0,0,0,0,0,0.083,-37.186,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,0,0,0,0,0,,0,0,0,0,0
155,7,1,8,5,0,2,0,0,0,0,255,255,255,77,6618.633,-라후이-,0,140,-0.235,-2.529,4,-41.7,-200,-0.012,-23.838,1,1,4,DoYaGee,190,43,0,0,0,0,0,0,0,0,0,0,0,-0.756,-38.872,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,0,0,0,0,0,,0,0,0,0,0
156,7,1,8,5,0,2,0,0,0,0,255,255,255,78,6625.961,-라후이-,0,139,1.398,0.054,2,-17.436,-200,0,0,1,1,4,DoYaGee,190,43,6626.93,119,137,68,142,125,46.69,37.074,0.239,-0.089,-0.068,-0.059,-36.827,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,6541.804,-80.103,-87.738,0,0,,0,0,0,0,0
157,7,1,8,5,0,2,0,0,0,0,255,255,255,79,6636.702,-라후이-,0,139,0.891,0.349,0,-45.213,-200,0.008,-5.806,1,1,4,DoYaGee,190,43,0,0,0,0,0,0,0,0,0,0,0,-0.114,-37.731,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,0,0,0,0,0,,0,0,0,0,0
158,7,1,8,5,0,2,0,0,0,0,255,255,255,80,6644.52,-라후이-,0,137,0.462,0.615,2,-52.736,-168.258,0,0,1,1,4,DoYaGee,190,43,6645.578,122,128,21,134,67,41.699,48.322,-0.547,-0.101,-0.099,-0.048,-36.942,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,6558.804,-37.864,-51.988,0,0,,0,0,0,0,3
159,7,1,8,5,0,2,0,0,0,0,255,255,255,81,6667.432,-라후이-,0,132,0.105,0.316,2,-15.117,-171.659,0,0,1,1,4,DoYaGee,160,50,6668.421,128,109,42,134,78,43.486,48.166,-0.143,-0.099,-0.092,0.025,-37.006,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,6582.271,-49.469,-57.647,0,0,,0,0,0,0,0
160,7,1,8,5,0,2,0,0,0,0,255,255,255,82,6676.932,-라후이-,0,140,-0.042,0.493,2,-32.531,-158.702,0,0,1,1,4,DoYaGee,160,50,6677.883,125,100,41,126,70,104.637,-70.599,-0.212,-0.086,-0.074,-0.044,-36.938,0.022,-17.318,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,0,0,0,0,0,,0,0,0,0,0
161,7,1,8,5,0,2,0,0,0,0,255,255,255,83,6684.858,-라후이-,0,131,-0.059,1.371,4,-29.268,-176.578,0,0,1,1,4,DoYaGee,160,50,0,0,0,0,0,0,0,0,0,0,0,-0.057,-37.247,0.036,-17.255,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,0,0,0,0,0,,0,0,0,0,0
162,7,1,8,5,0,0,1,0,0,0,255,255,255,84,6692.296,-라후이-,0,139,-0.127,-1.193,2,-34.323,-144.132,0,0,1,1,4,DoYaGee,160,50,6693.255,125,124,29,135,104,-22.467,28.176,0.865,-0.098,-0.114,-0.024,-36.909,0.054,-17.286,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,6602.324,-0.683,-22.321,0,0,,0,0,0,0,0
163,7,1,8,5,0,0,1,0,0,0,255,255,255,85,6702.007,-라후이-,0,134,-0.088,0.412,0,-53.64,-158.865,0,0,1,1,4,DoYaGee,160,50,0,0,0,0,0,0,0,0,0,0,0,0.096,-37.502,0.02,-17.262,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,0,0,0,0,0,,0,0,0,0,0
164,7,1,8,5,0,1,1,0,0,0,255,255,255,86,6708.344,-라후이-,0,128,-0.374,0.965,2,-29.179,-200,0,0,1,1,4,DoYaGee,160,50,6709.337,116,110,8,124,62,46.904,15.58,-0.334,-0.098,-0.091,-0.113,-36.993,0.054,-17.285,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,0,0,0,0,0,,0,0,0,0,0
165,7,1,8,5,0,1,1,0,0,0,255,255,255,87,6718.249,-라후이-,0,135,0.587,0.178,0,-28.507,-198.993,0,0,1,1,4,DoYaGee,160,50,0,0,0,0,0,0,0,0,0,0,0,-0.307,-37.706,0.031,-17.275,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,0,0,0,0,0,,0,0,0,0,0
166,7,1,8,5,0,2,1,0,0,0,255,255,255,88,6728.324,-라후이-,10,103,2.053,0.916,4,-142.973,400,0.232,-14.852,0,1,4,DoYaGee,160,50,0,0,0,0,0,0,0,0,0,0,0,-0.065,-37.071,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.6,0,0,0,0,0,0,0,,0,0,0,0,0
167,7,1,8,5,1,2,1,0,0,0,255,255,255,88,6737.643,-라후이-,0,0,0,0,0,0,0,0,0,0,1,2,Kr_Luna,175.3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
