id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,sH,sV,gyro,plx,plz,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass
1,,1,1,0,0,0,0,0,0,0,0,255,255,255,0,295.483,"Floră",R,33,85,137,0.806,-0.644,0.338,1.633,0.176,1.234,-36.341,8.821,0,100,0,0,142.64,4.37,1.965,0,0,0,5,R,"muyang_",160,80,0.498,0,32,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,,,,,0.042,-37.491,0,"encounter v",-0.078,-17.457,0,"레이나2",-20.233,-46.607,0,"ByeolBam",-14.202,-63.829,0,"인생최패망자",16.772,-45.448,0,"SUGUN",9.442,-63.401,0,"si_ho",36.502,-95.706,0,"AI",0,-109.84,0,"즉석카레",-46.622,-98.885,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0
2,,1,1,0,0,0,1,0,0,0,0,255,255,255,1,311.448,"Floră",R,32,86,139,4.019,-1.075,0.617,1.584,1.475,1.056,-36.341,16.302,0,100,0,3,168.486,3.315,5.318,0.546,-21.26,0,5,R,"muyang_",160,80,0.498,0,32,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,,,,,0.188,-37.132,0,"encounter v",-0.245,-17.866,0,"레이나2",-20.143,-46.63,0,"ByeolBam",-14.213,-63.804,0,"인생최패망자",16.771,-45.828,0,"SUGUN",9.586,-63.426,0,"si_ho",36.518,-95.674,0,"AI",0,-109.84,0,"즉석카레",-45.554,-101.453,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,"",,,,0
3,,1,1,0,0,0,0,0,1,0,0,5,255,255,2,339.079,"Floră",R,33,86,139,0.691,-0.911,0.33,1.595,0.142,1.101,-36.341,15.471,0,100,0,0,131.154,25.976,2.049,0,0,1,3,R,"_앰프_",172.2,85,0.4,0,37,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,356.578,,,,,,0,0,,,,0,0,,,,0,0,,,,,,,,,-0.015,-37.422,0,"encounter v",-0.137,-17.677,0,"레이나2",-19.356,-45.928,0,"ByeolBam",-14.195,-63.844,0,"인생최패망자",17.605,-46.025,0,"SUGUN",10.182,-60.833,0,"si_ho",36.462,-93.807,0,"AI",0,-109.84,0,"즉석카레",-46.52,-101.753,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0
4,,1,1,0,0,0,1,0,1,0,0,5,255,255,3,356.734,"Floră",R,33,83,135,-0.864,-0.648,0.091,1.708,-0.971,1.505,-36.341,8.068,0,100,0,2,113.063,33.382,3.213,0,0,1,3,R,"_앰프_",172.2,85,0.4,3,37,W,Y,1,357.823,160,61,68,53,34,137,77,18.247,31.305,-0.473,0.921,-20.125,1,0,0.12,485.551,351.32,-28.536,360.312,-30.015,-62.964,363.432,1,-43.145,0.057,-76.626,1,0,,363.16,,,,365.115,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,,,,,-0.068,-37.306,0,"encounter v",-0.143,-17.512,0,"레이나2",-19.304,-45.574,0,"ByeolBam",-13.952,-62.945,0,"인생최패망자",17.609,-45.968,0,"SUGUN",10.307,-61.45,77,"si_ho",36.556,-93.922,0,"AI",0,-109.84,0,"즉석카레",-46.465,-101.668,111,369.826,0.337,-39.117,,,,,,,,,,,,,366.366,-1.006,-59.592,,,,,,,363.913,-43.138,-76.514,,,,,,,,,,,,,,,,368.765,0.16,-55.249,,,,,,,364.588,-38.433,-74.123,2,0,"아침땅_",365.115,,,224
5,,1,1,0,0,0,0,0,1,1,0,3,5,255,4,441.981,"Floră",R,3,76,114,-0.127,-0.114,0.385,1.735,0.398,1.595,-36.341,11.366,0,100,0,0,-481.53,75.494,49.501,0,0,2,7,R,"k@ster",160,80,0.648,0,36,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,442.001,452.315,,,,,0,0,,,,0,0,,,,0,0,,,,,,,,,-0.117,-37.472,0,"encounter v",-0.055,-17.345,0,"레이나2",-20.72,-44.555,0,"ByeolBam",-14.934,-63.847,0,"인생최패망자",18.478,-41.926,0,"SUGUN",9.466,-62.6,0,"si_ho",35.316,-90.497,0,"AI",0,-109.84,0,"즉석카레",-43.414,-91.657,0,446.085,-0.205,-36.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",444.465,,,0
6,,1,1,0,0,0,1,0,1,1,0,3,5,255,5,466.655,"Floră",R,33,82,133,1.575,-0.17,0.402,1.516,0.473,1.525,-36.341,23.09,0,100,0,2,143.699,16.595,4.423,0,0,2,7,R,"k@ster",160,80,0.648,3,36,W,Y,1,467.571,173,117,56,59,30,137,72,-14.18,-21.091,0.407,0.673,-19.735,-1,0,0.18,-55.614,-529.608,276.446,466.952,1.356,-22.153,470.405,5,12.281,0.059,-59.699,1,0,486.124,472.489,479.508,484.32,,472.102,480.772,485.778,469.705,478.352,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,,,487.33,1,0.073,-37.071,0,"encounter v",-0.074,-17.687,102,"레이나2",-20.263,-46.697,0,"ByeolBam",-14.939,-63.775,0,"인생최패망자",17.175,-44.875,0,"SUGUN",0.194,-59.294,106,"si_ho",34.68,-91.13,0,"AI",0,-109.84,0,"즉석카레",-43.198,-91.923,111,496.281,-0.012,-37.479,486.124,-0.818,-20.119,,,,,,,,,,471.088,12.081,-60.279,,,,,,,479.521,-47.921,-61.141,,,,495.457,-0.417,-22.588,,,,,,,,,,471.596,8.88,-59.494,,,,,,,484.6,-27.21,-41.187,2,0,"SUGUN",472.102,469.705,478.352,225
7,,1,1,2,0,0,0,0,0,0,1,255,255,7,6,511.115,"Floră",R,33,83,135,-0.962,-0.108,0.18,1.546,-0.559,1.552,-36.341,13.516,0,100,0,0,113.691,11.239,1.413,0,0,3,2,L,"Pring__",190,92.741,0.481,0,36,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,,,,,0.004,-37.453,0,"encounter v",-0.037,-17.296,0,"레이나2",-20.324,-47.248,0,"ByeolBam",-13.046,-64.116,0,"인생최패망자",18.228,-40.198,0,"SUGUN",9.725,-62.895,0,"si_ho",45.964,-97.589,0,"AI",0,-109.84,0,"즉석카레",-47.812,-94.333,0,515.691,-0.409,-36.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0
8,,1,1,2,0,0,1,0,0,0,1,255,255,7,7,525.078,"Floră",R,3,77,115,1.195,-0.63,0.589,1.532,1.346,1.219,-36.341,31.562,0,100,0,2,-500,0,23.105,0,0,3,2,L,"Pring__",190,92.741,0.481,3,36,W,Y,1,525.996,197,139,63,93,82,139,117,0.093,-14.285,0.262,0.825,-20.971,0.83,0,0.606,-99.345,-581.599,-108.967,525.832,5.107,-38.327,527.045,5,12.439,0.059,-60.212,1,4,530.429,531.723,,,,,,,,,530.945,,,525.217,,,,0,0,,,,0,0,,,,0,0,,,,,,,,,0.261,-36.949,0,"encounter v",-0.046,-17.397,130,"레이나2",-20.313,-47.236,0,"ByeolBam",-13.43,-64.218,0,"인생최패망자",17.476,-42.146,0,"SUGUN",9.678,-62.792,107,"si_ho",45.505,-96.623,0,"CoalCat",1.429,-114.428,0,"즉석카레",-46.147,-104.029,0,534.851,-0.349,-37.553,530.429,0.313,-21.33,,,,,,,,,,527.825,12.387,-61.348,,,,,,,,,,,,,534.258,-0.003,-26.947,,,,,,,,,,528.709,10.345,-57.109,,,,,,,,,,2,0,"SUGUN",,,530.945,193
9,,1,1,2,0,0,0,1,1,0,0,2,255,255,8,551.147,"Floră",R,3,72,101,-2.375,-0.342,0.163,1.639,-0.426,1.414,-36.341,11.254,0,100,0,1,-393.612,0,26.415,0,0,3,4,R,"_송글_",190,91.844,0.315,0,36,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,553.846,,,,,,,,,,593.427,,,,,,0,0,,,,0,0,,,,0,0,,,,,,,,,0.064,-37.526,0,"encounter v",-0.684,-18.381,0,"레이나2",-20.335,-44.302,0,"ByeolBam",-14.128,-64.19,0,"인생최패망자",16.672,-45.731,0,"SUGUN",8.467,-63.936,0,"si_ho",40.986,-96.37,0,"CoalCat",2.697,-118.56,0,"즉석카레",-45.703,-94.687,0,557.278,-0.962,-37.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0
10,,1,1,2,0,0,0,1,1,0,0,2,255,255,9,594.307,"Floră",R,13,80,105,-2.974,-1.429,0.112,1.512,-0.582,1.141,-36.341,15.207,0,100,0,4,-376.455,307.349,17.377,0,0,4,4,R,"_송글_",190,91.844,0.315,0,36,W,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,607.827,,,,,,0,0,,,,0,0,,,,0,0,,,,,,,,,-0.068,-37.287,0,"encounter v",-0.148,-17.628,0,"레이나2",-20.885,-43.25,0,"ByeolBam",-14.168,-64.233,0,"인생최패망자",17.357,-46.042,0,"SUGUN",9.176,-64.201,0,"si_ho",40.805,-97.432,0,"CoalCat",-7.611,-118.2,0,"즉석카레",-46.215,-96.112,0,600.811,-1.102,-38.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0
