id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result,scoreA,scoreB,hMoveX,hMoveY,tag
1,1,1,0,0,0,0,0,0,255,255,255,0,2368.847,Espressο,4,119,0.656,-0.65,0,-159.331,0,0,0,0,0,7,あくせる,169.5,96,0,0,0,0,0,0,0,0,0,-0.105,-37.251,0.058,-17.294,-20.252,-47.399,-13.388,-64.878,20.637,-47.385,12.965,-63.469,37.077,-92.133,-3.995,-108.105,-40.249,-83.221,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
2,1,1,0,1,0,0,0,0,255,255,255,1,2389.175,Espressο,6,107,1.581,-0.335,1,393.18,24.485,0,0,0,0,7,あくせる,169.5,96,0,0,0,0,0,0,0,0,0,0.138,-37.316,0.103,-17.283,-20.073,-47.919,-13.324,-64.88,20.921,-46.945,12.98,-63.481,37.597,-93.561,-3.017,-108.24,-39.035,-83.975,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
3,1,1,1,1,0,0,0,0,255,255,255,2,2406.388,Espressο,0,116,-0.084,-0.467,0,121.747,-200,0,0,0,0,7,あくせる,169.5,96,0,0,0,0,0,0,0,0,0,0.136,-37.504,0.06,-17.184,-20.243,-48.119,-13.336,-64.841,20.769,-47.08,12.96,-63.501,37.584,-93.824,-3.476,-108.24,-38.318,-84.673,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4,1,1,1,2,0,0,0,0,255,255,255,3,2425.11,Espressο,13,112,-2.136,-0.258,1,-382.48,322.039,0,0,0,0,7,あくせる,169.5,96,0,0,0,0,0,0,0,0,0,-0.04,-37.377,-0.194,-17.421,-20.351,-48.124,-13.328,-64.854,21.792,-48.666,12.949,-63.475,33.543,-96.135,-2.585,-108.662,-38.708,-86.825,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
5,1,1,2,2,0,0,0,0,255,255,255,4,2439.757,Espressο,10,114,-0.634,-2.813,2,-82.267,400,-0.149,-20.723,1,0,7,あくせる,169.5,96,2440.904,136,123,27,145,78,-46.991,10.274,0.984,-0.08,-36.934,0.009,-17.282,-20.34,-48.31,-13.354,-64.824,20.955,-48.848,12.957,-63.466,36.979,-95.747,-2.51,-108.66,-39.224,-85.314,2439.082,-0.198,-19.709,2442.532,3,오띵__,-6.309,-54.819,0,2,0,0,0,0,0
6,1,1,0,0,1,0,0,0,255,255,255,5,2500.593,Espressο,0,125,3.529,4.461,1,99.237,-200,1.908,-7.31,0,1,5,shimenawa,175.2,95,0,0,0,0,0,0,0,0,0,0.063,-37.229,0.992,-15.965,-19.98,-47.057,-13.281,-64.786,22.016,-47.698,14.642,-63.426,39.261,-92.275,5.579,-107.847,-38.435,-87.685,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
7,1,1,1,0,1,0,0,0,255,255,255,6,2517.814,Espressο,10,111,0.294,0.165,0,-16.276,400,0,0,0,1,5,shimenawa,175.2,95,0,0,0,0,0,0,0,0,0,0.181,-37.309,0.085,-17.173,-19.597,-47.251,-13.279,-64.769,22.037,-47.659,14.648,-63.396,36.314,-93.872,5.608,-107.83,-38.476,-85.92,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
8,1,1,1,1,1,0,0,0,255,255,255,7,2534.075,Espressο,14,113,0.721,-1.503,4,326.615,280.64,0,0,1,1,5,shimenawa,175.2,94,0,0,0,0,0,0,0,0,0,0.185,-37.555,0.273,-17.193,-19.054,-45.525,-13.259,-64.715,21.806,-47.844,14.591,-63.438,37.038,-93.388,5.613,-107.876,-37.889,-84.811,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
9,1,1,1,2,1,0,0,0,255,255,255,8,2550.814,Espressο,0,140,2.881,0.423,1,149.803,-184.178,0,0,0,1,5,shimenawa,175.2,94,0,0,0,0,0,0,0,0,0,0.119,-37.386,0.638,-17.207,-18.957,-44.51,-13.285,-64.693,21.346,-47.633,14.633,-63.467,40.221,-87.419,5.64,-107.887,-36.722,-83.119,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
10,1,1,2,2,1,0,0,0,255,255,255,9,2568.619,Espressο,14,105,-0.89,0.969,0,377.153,306.409,0,0,0,1,5,shimenawa,175.2,94,0,0,0,0,0,0,0,0,0,0.417,-37.624,0.042,-17.326,-19.753,-45.544,-13.276,-64.716,21.577,-46.789,14.596,-63.486,40.454,-87.74,5.718,-107.992,-35.781,-82.893,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
