id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,startX,startY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,shS,lgS,prepS,impMv,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,hitSpnX,hitSpnY,hitSpnZ,PPosX,PPosY,CName,CPosX,CPosY,1BName,1BPosX,1BPosY,2BName,2BPosX,2BPosY,3BName,3BPosX,3BPosY,SSName,SSPosX,SSPosY,LFName,LFPosX,LFPosY,CFName,CFPosX,CFPosY,RFName,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
44,2,0,3,1,1,2,0,0,1,0,255,13,255,21,1556.746,Penguin_iDOL,R,10,91,-2.389,-1.77,-0.03,1.839,-36.591,2,0,-72.034,400,7.125,0,0,1,5,5,R,Yaksok~,165.9,92.369,0.505,3,71,1557.812,133,98,60,35,117,138,110,-30,1.609,0.89,-0.095,-0.11,0.083,0,0,0,-0.89,-37.258,coder_,-0.229,-17.476,Pring__,-23.516,-47.898,D_arling,-11.044,-64.853,Tamari_,23.835,-48.957,ʚEveɞ,7.025,-66.804,소솨소솨,26.041,-80.433,ʚneul_ɞ,-1.543,-111.727,아침땅_,-39.829,-86.286,1558.039,-0.447,-21.539,1562.472,7,ʚneul_ɞ,-2.191,-99.357,1,0,0,0,0,0,0,2
45,2,0,3,2,0,0,0,0,1,0,255,255,255,22,1643.073,Penguin_iDOL,R,0,116,3.923,0.366,0.396,1.892,-36.773,1,0,45.59,-18.663,2.627,0,0,0,6,2,L,CAT tourniquet,190,94.945,0.357,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.401,-37.529,coder_,1.821,-20.221,Pring__,-22.88,-48.737,D_arling,-2.989,-64.777,Tamari_,22.678,-45.818,ʚEveɞ,14.236,-62.578,소솨소솨,31.481,-72.709,ʚneul_ɞ,-0.339,-111.342,아침땅_,-36.731,-92.927,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
46,2,0,3,2,0,0,0,0,0,1,255,255,255,23,1669.3,Penguin_iDOL,R,28,136,-2.005,-0.792,0.024,1.714,-36.456,4,0,23.497,-89.77,19.337,0,0,1,6,2,L,CAT tourniquet,190,94.945,0.357,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.425,-37.72,coder_,-0.099,-18.659,Pring__,-22.835,-48.543,D_arling,-5.586,-65.307,Tamari_,24.602,-49.537,ʚEveɞ,14.373,-64.469,소솨소솨,33.308,-74.595,ʚneul_ɞ,-0.361,-111.363,아침땅_,-35.989,-93.711,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
47,2,0,3,2,0,1,0,0,0,1,255,255,255,24,1686.614,Penguin_iDOL,R,13,90,3.341,-0.413,0.612,1.976,-36.763,1,0,-264.936,380.981,4.688,0,0,0,6,2,L,CAT tourniquet,190,94.945,0.357,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.338,-37.405,coder_,-0.137,-16.79,Pring__,-22.853,-48.641,D_arling,-6.373,-65.014,Tamari_,22.541,-43.923,ʚEveɞ,14.378,-64.496,소솨소솨,36.044,-75.668,ʚneul_ɞ,-0.356,-111.278,아침땅_,-34.976,-94.893,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
48,2,0,3,2,1,1,0,0,0,1,255,255,255,25,1706.115,Penguin_iDOL,R,0,114,7.045,0.881,0.588,1.951,-36.676,1,0,0,0,1.465,0,0,0,6,2,L,CAT tourniquet,190,94.945,0.357,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,-37.613,coder_,2.453,-13.185,Pring__,-19.964,-44.578,D_arling,-8.088,-65.119,Tamari_,20.104,-42.36,ʚEveɞ,14.38,-64.518,소솨소솨,34.823,-74.115,ʚneul_ɞ,-0.363,-111.313,아침땅_,-34.79,-94.68,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
49,2,0,3,2,2,1,0,0,0,1,255,255,255,26,1721.702,Penguin_iDOL,R,32,132,2.793,0.253,0.281,1.842,-36.621,1,0,162.725,-117.745,11.334,0,0,0,6,2,L,CAT tourniquet,190,94.945,0.357,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.337,-37.444,coder_,-0.062,-16.954,Pring__,-21.352,-46.028,D_arling,-8.795,-65.515,Tamari_,22.23,-44.933,ʚEveɞ,14.378,-64.481,소솨소솨,33.804,-73.211,ʚneul_ɞ,-0.347,-111.335,아침땅_,-35.148,-94.339,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
50,2,0,3,2,3,1,0,0,0,1,255,255,255,27,1735.302,Penguin_iDOL,R,26,125,-0.792,-0.192,0.111,1.777,-36.501,0,0,-22.453,-160.655,11.716,0,0,0,6,2,L,CAT tourniquet,190,94.945,0.357,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184,-37.558,coder_,0.029,-17.245,Pring__,-21.352,-46.033,D_arling,-8.813,-65.568,Tamari_,23.351,-46.591,ʚEveɞ,14.357,-64.462,소솨소솨,34.765,-74.443,ʚneul_ɞ,-0.235,-111.514,아침땅_,-35.184,-94.41,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
51,2,0,3,2,3,2,0,0,0,1,255,255,255,28,1752.089,Penguin_iDOL,R,14,109,-0.114,-0.222,-0.025,1.931,-36.521,0,0,386.798,312.457,17.542,0,0,0,6,2,L,CAT tourniquet,190,94.945,0.357,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152,-37.767,coder_,0.51,-18.411,Pring__,-21.36,-46.05,D_arling,-8.814,-65.601,Tamari_,20.804,-44.058,ʚEveɞ,14.381,-64.533,소솨소솨,34.723,-74.473,ʚneul_ɞ,-0.26,-111.154,아침땅_,-35.151,-94.38,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
52,2,0,3,2,0,0,1,0,0,1,255,255,255,29,1780.151,Penguin_iDOL,R,26,128,-0.064,0.204,0.139,1.828,-36.502,2,0,43.312,-156.725,14.309,0,0,1,7,9,R,mungjungh,190,89.832,0.551,3,56,1781.144,114,60,45,31,46,120,108,108.198,-63.824,0.29,-0.106,-0.119,0.09,0,0,0,-0.079,-36.841,coder_,-0.179,-17.207,Pring__,-21.894,-46.584,D_arling,-8.812,-66.289,Tamari_,23.741,-48.578,ʚEveɞ,11.336,-65.555,소솨소솨,29.371,-79.988,ʚneul_ɞ,-0.805,-111.293,아침땅_,-41.883,-86.85,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3
53,2,0,3,2,0,1,1,0,0,1,255,255,255,30,1799.312,Penguin_iDOL,R,14,91,-0.604,-0.544,-0.062,1.915,-36.487,0,0,305.737,336.773,8.404,-0.026,-17.543,0,7,9,R,mungjungh,190,89.832,0.551,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.404,-37.75,coder_,-0.051,-17.555,Pring__,-21.426,-45.909,D_arling,-9.897,-65.272,Tamari_,21.947,-45.178,ʚEveɞ,10.967,-66.149,소솨소솨,28.994,-80.538,ʚneul_ɞ,-1.364,-112.374,아침땅_,-42.997,-85.87,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
54,2,0,3,2,0,2,1,0,0,1,255,255,255,31,1819.498,Penguin_iDOL,R,0,110,-1.276,0.182,0.076,1.862,-36.545,2,0,0,2.811,6,0,0,1,7,9,R,mungjungh,190,89.832,0.551,3,74,1820.487,190,104,52,33,77,147,106,25.752,-21.728,0.95,-0.107,-0.11,0.192,0,0,0,-0.571,-37.061,coder_,-0.281,-16.902,Pring__,-21.882,-46.406,D_arling,-9.913,-65.168,Tamari_,19.375,-40.869,ʚEveɞ,10.953,-66.051,소솨소솨,29.025,-80.4,ʚneul_ɞ,-1.117,-112.173,아침땅_,-43.288,-86.183,1824.889,19.933,-104.309,1829.055,7,ʚneul_ɞ,18.016,-131.515,1,0,0,0,0,0,0,2
55,2,0,3,3,0,0,1,0,1,0,255,9,255,32,1860.078,Penguin_iDOL,R,0,131,-0.319,-0.185,0.132,1.807,-36.588,0,0,10.526,-37.009,9.379,0,0,0,8,6,R,즉석카레,175.2,93,0.404,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.633,-37.689,coder_,-0.129,-17.179,Pring__,-21.619,-46.929,D_arling,-10.858,-65.037,Tamari_,23.95,-49.306,ʚEveɞ,11.03,-65.667,소솨소솨,31.247,-80.815,ʚneul_ɞ,-1.34,-116.444,아침땅_,-42.153,-85.416,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
56,2,0,3,3,0,1,1,0,1,0,255,9,255,33,1876.113,Penguin_iDOL,R,7,90,-1.072,-0.912,-0.043,1.691,-36.533,0,0,181.478,0,16.809,0,0,1,8,6,R,즉석카레,175.2,93,0.404,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.324,-37.992,coder_,-0.116,-16.891,Pring__,-21.863,-46.725,D_arling,-10.879,-65.065,Tamari_,22.536,-48.51,ʚEveɞ,11.13,-65.511,소솨소솨,31.239,-80.805,ʚneul_ɞ,-0.375,-116.722,아침땅_,-41.581,-84.753,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
57,2,0,3,3,0,2,1,0,1,0,255,9,255,34,1890.553,Penguin_iDOL,R,27,132,-0.21,0.784,0.136,1.892,-36.541,2,0,20.268,-125.4,12.283,0,0,1,8,6,R,즉석카레,175.2,93,0.404,3,56,1891.465,120,87,41,8,54,133,89,17.996,40.393,-0.23,-0.011,0.001,0.136,0,0,0,-0.344,-36.944,coder_,-0.211,-17.121,Pring__,-21.851,-46.7,D_arling,-10.817,-64.974,Tamari_,23.75,-52.057,ʚEveɞ,11.51,-65.231,소솨소솨,31.283,-80.782,ʚneul_ɞ,-1.93,-114.944,아침땅_,-41.638,-84.893,1894.739,-43.886,-59.815,0,0,,0,0,0,0,0,0,0,0,0,3
58,2,0,3,3,0,2,1,0,1,0,255,9,255,35,1909.906,Penguin_iDOL,R,13,90,-3.61,-2.682,0.006,1.562,-36.669,4,0,-337.457,282.644,31.902,0,0,1,8,6,R,즉석카레,175.2,93,0.404,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175,-38.212,coder_,-0.788,-18.252,Pring__,-22.656,-46.122,D_arling,-11.108,-65.049,Tamari_,24.625,-49.795,ʚEveɞ,10.127,-66.474,소솨소솨,27.244,-83.716,ʚneul_ɞ,-0.992,-114.921,아침땅_,-42.361,-82.283,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
59,2,0,3,3,0,0,2,0,1,0,255,9,255,36,1939.4,Penguin_iDOL,R,27,124,1.024,1.307,0.214,1.925,-36.584,1,0,12.659,-127.993,7.706,0,0,0,0,7,R,Multeinn,160,94.634,0.498,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188,-37.632,coder_,0.011,-17.516,Pring__,-23.232,-45.735,D_arling,-10.922,-65.28,Tamari_,24.171,-50.469,ʚEveɞ,10.626,-66.314,소솨소솨,25.602,-82.606,ʚneul_ɞ,-0.897,-113.868,아침땅_,-40.636,-81.399,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
60,2,0,3,3,1,0,2,0,1,0,255,9,255,37,1951.659,Penguin_iDOL,R,1,110,0.052,-1.043,0.13,1.796,-36.454,0,0,0,0,0.725,0.04,-17.662,0,0,7,R,Multeinn,160,94.634,0.498,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21,-37.577,coder_,-0.016,-17.48,Pring__,-22.022,-46.162,D_arling,-10.947,-65.307,Tamari_,25.079,-51.942,ʚEveɞ,10.597,-66.259,소솨소솨,28.126,-82.535,ʚneul_ɞ,-1.142,-114.099,아침땅_,-40.509,-81.57,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
61,2,0,3,3,1,1,2,0,1,0,255,9,255,38,1966.206,Penguin_iDOL,R,3,90,-2.047,-0.562,0.185,1.763,-36.481,4,0,-409.091,0,-1.502,0,0,1,0,7,R,Multeinn,160,94.634,0.498,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,-37.815,coder_,-0.047,-17.181,Pring__,-21.432,-44.402,D_arling,-10.162,-61.77,Tamari_,25.057,-50.824,ʚEveɞ,10.589,-66.226,소솨소솨,28.151,-82.54,ʚneul_ɞ,-1.134,-114.134,아침땅_,-40.529,-81.581,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
62,2,0,3,3,1,2,2,0,1,0,255,9,255,39,1983.286,Penguin_iDOL,R,1,94,0.88,-1.576,0.22,1.814,-36.419,2,0,0,0,4.271,0,0,1,0,7,R,Multeinn,160,94.634,0.498,2,56,1984.422,164,113,41,23,122,143,112,-15.404,-1.827,0.16,-0.089,-0.125,0.252,0,0,0,-0.454,-36.997,coder_,-0.169,-17.361,Pring__,-21.79,-47.025,D_arling,-11.034,-65.493,Tamari_,24.435,-52.681,ʚEveɞ,10.579,-66.2,소솨소솨,28.13,-82.591,ʚneul_ɞ,-1.085,-114.242,아침땅_,-40.382,-81.39,1984.573,0.205,-21.604,1988.522,7,ʚneul_ɞ,4.494,-103.409,1,128,0,0,0,0,0,2
63,3,1,3,3,0,0,0,0,0,0,255,255,255,22,2037.132,Oort__Cloud,R,10,103,-1.309,-2.97,0.218,0.825,-36.523,4,0,0,400,3.296,-0.224,-21.055,1,1,8,R,아침땅_,160,95,0.5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059,-37.499,하루（Haru）,0.183,-17.323,CAT tourniquet,-21.636,-48.24,IllilliIIIIllil,-12.264,-63.982,_이누_,17.759,-52.76,Yaksok~,9.468,-64.843,즉석카레,39.106,-89.847,Multeinn,-0.17,-110.837,NABIMan,-40.497,-88.397,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
64,3,1,3,3,0,1,0,0,0,0,255,255,255,23,2053.868,Oort__Cloud,R,34,113,-0.178,1.889,0.269,1.177,-36.508,1,0,65.632,33.294,1.838,0,0,0,1,8,R,아침땅_,160,95,0.5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.226,하루（Haru）,0.131,-17.275,CAT tourniquet,-20.9,-47.968,IllilliIIIIllil,-12.468,-64.195,_이누_,17.185,-52.545,Yaksok~,9.564,-64.893,즉석카레,39.023,-89.755,Multeinn,-6.126,-109.592,NABIMan,-42.642,-86.998,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
65,3,1,3,3,1,1,0,0,0,0,255,255,255,24,2071.782,Oort__Cloud,R,33,120,0.284,0.696,0.307,1.086,-36.562,0,0,102.884,50.317,4.513,0,0,0,1,8,R,아침땅_,160,95,0.5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,-37.211,하루（Haru）,0.247,-17.272,CAT tourniquet,-20.619,-48.088,IllilliIIIIllil,-12.388,-64.16,_이누_,16.831,-52.88,Yaksok~,9.55,-64.864,즉석카레,39.891,-90.408,Multeinn,-7.182,-109.097,NABIMan,-45.023,-88.99,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
66,3,1,3,3,1,2,0,0,0,0,255,255,255,25,2087.287,Oort__Cloud,R,4,119,0.839,-0.653,0.41,0.936,-36.52,0,0,-220.329,0,2.198,0,0,0,1,8,R,아침땅_,160,95,0.5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,-37.44,하루（Haru）,0.104,-17.215,CAT tourniquet,-20.55,-47.144,IllilliIIIIllil,-12.403,-64.141,_이누_,17.544,-52.9,Yaksok~,7.58,-64.458,즉석카레,35.635,-91.441,Multeinn,-7.186,-109.107,NABIMan,-45.027,-89.401,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
67,3,1,3,3,0,0,1,0,0,0,255,255,255,26,2124.212,Oort__Cloud,R,0,124,-1.28,1.476,0.059,1.475,-36.767,4,0,0,0,5.373,-0.23,-18.165,1,2,2,L,Pring__,179.9,95,0.401,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.315,-37.205,하루（Haru）,0.163,-17.152,CAT tourniquet,-22.598,-50.467,IllilliIIIIllil,-12.187,-64.112,_이누_,20.815,-49.064,Yaksok~,13.373,-64.553,즉석카레,35.683,-91.621,Multeinn,-11.092,-110.5,NABIMan,-44.762,-90.981,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
68,3,1,3,3,0,1,1,0,0,0,255,255,255,27,2145.288,Oort__Cloud,R,10,110,-0.46,-2.661,-0.028,1.138,-36.443,4,0,0,400,-11.807,-0.075,-23.339,1,2,2,L,Pring__,179.9,95,0.401,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141,-37.695,하루（Haru）,-0.117,-17.265,CAT tourniquet,-21.796,-51.728,IllilliIIIIllil,-12.214,-64.227,_이누_,20.166,-47.769,Yaksok~,12.836,-64.829,즉석카레,35.684,-91.616,Multeinn,-11.081,-110.422,NABIMan,-45.329,-90.205,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
69,3,1,3,3,0,2,1,0,0,0,255,255,255,28,2160.164,Oort__Cloud,R,26,140,0.795,-0.281,0.023,1.405,-36.445,2,0,104.587,-200,17.85,0,0,1,2,2,L,Pring__,179.9,95,0.401,3,64,2160.938,95,69,57,53,19,126,119,25.956,-28.581,0.34,0.018,-0.072,0.047,0,0,0,-0.131,-36.865,하루（Haru）,0.597,-17.211,CAT tourniquet,-21.836,-51.667,IllilliIIIIllil,-12.239,-64.228,_이누_,22.181,-50.307,Yaksok~,12.833,-64.879,즉석카레,35.773,-91.798,Multeinn,-11.977,-110.866,NABIMan,-44.859,-91.494,2165.622,47.425,-109.668,2168.639,6,즉석카레,37.59,-103.911,1,0,0,0,0,0,0,2
70,3,1,3,3,0,0,1,1,0,0,2,255,255,29,2198.746,Oort__Cloud,R,27,140,-0.763,-0.66,-0.062,1.396,-36.607,0,0,51.723,-119.768,6.249,0,0,0,3,9,R,それいゆ るな,160,87.799,0.46,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,-37.424,하루（Haru）,0.111,-17.182,CAT tourniquet,-19.557,-41.862,IllilliIIIIllil,-14.281,-63.074,_이누_,19.728,-51.697,Yaksok~,4.261,-63.376,즉석카레,35.289,-93.367,Multeinn,0.696,-108.067,NABIMan,-44.47,-89.186,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
71,3,1,3,3,0,1,1,1,0,0,2,255,255,30,2212.76,Oort__Cloud,R,34,136,2.77,0.846,0.136,1.532,-36.612,4,0,92.478,-72.687,1.286,0.362,-20.286,1,3,9,R,それいゆ るな,160,87.799,0.46,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,-37.298,하루（Haru）,0.413,-17.408,CAT tourniquet,-19.61,-42.404,IllilliIIIIllil,-13.988,-63.171,_이누_,19.105,-51.247,Yaksok~,6.296,-63.824,즉석카레,36.778,-92.942,Multeinn,0.585,-107.886,NABIMan,-44.038,-89.778,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
72,3,1,3,3,0,2,1,1,0,0,2,255,255,31,2231.571,Oort__Cloud,R,10,114,2.524,-2.757,0.146,1.247,-36.538,3,0,-40.453,400,-18.618,0.391,-21.803,0,3,9,R,それいゆ るな,160,87.799,0.46,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084,-37.266,하루（Haru）,0.199,-17.359,CAT tourniquet,-19.931,-43.186,IllilliIIIIllil,-13.967,-63.214,_이누_,18.821,-50.983,Yaksok~,5.269,-62.972,즉석카레,37.066,-93.803,Multeinn,0.278,-107.584,NABIMan,-44.803,-90.692,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6
73,3,1,3,3,0,0,1,1,1,0,0,2,255,32,2264.625,Oort__Cloud,R,34,122,-0.879,-0.512,0.193,1.545,-36.988,2,0,61.973,-44.358,5.371,0,0,1,4,7,L,ʚneul_ɞ,173.8,105,0.53,3,56,2265.475,168,105,69,0,33,150,92,39.358,-49.324,-0.46,0.007,-0.058,0.152,0,0,0,-0.384,-37.181,하루（Haru）,0.152,-17.259,CAT tourniquet,-20.429,-45.823,IllilliIIIIllil,-8.852,-65.368,_이누_,21.416,-49.537,Yaksok~,12.503,-63.191,즉석카레,45.815,-87.447,Multeinn,-3.525,-106.09,NABIMan,-40.045,-83.102,2270.422,64.477,-61.243,0,0,,0,0,0,0,0,0,0,0,0,3
74,3,1,3,3,0,1,1,1,1,0,0,2,255,33,2285.181,Oort__Cloud,R,14,105,3.899,-1.533,0.132,1.434,-36.656,1,0,349.383,340.631,7.217,0,0,0,4,7,L,ʚneul_ɞ,173.8,105,0.53,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106,-37.147,하루（Haru）,0.34,-17.243,CAT tourniquet,-20.269,-44.666,IllilliIIIIllil,-8.216,-64.465,_이누_,20.27,-47.204,Yaksok~,12.635,-63.78,즉석카레,45.786,-88.875,Multeinn,0.026,-104.328,NABIMan,-39.273,-82.682,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
75,3,1,3,3,1,1,1,1,1,0,0,2,255,34,2303.686,Oort__Cloud,R,6,108,2.449,-0.631,0.075,1.422,-36.675,2,0,264.014,2.974,14.425,0,0,1,4,7,L,ʚneul_ɞ,173.8,105,0.53,3,52,2304.556,255,101,90,53,109,150,126,20.699,-43.842,0.55,0.113,-0.064,0.049,0,0,0,-0.332,-37.144,하루（Haru）,0.3,-17.231,CAT tourniquet,-20.843,-46.003,IllilliIIIIllil,-9.126,-65.909,_이누_,20.488,-48.695,Yaksok~,13.386,-63.415,즉석카레,45.465,-89.184,Multeinn,0.804,-101.661,NABIMan,-42.863,-85.891,2309.372,67.224,-110.488,0,0,,0,0,0,0,0,0,0,0,0,4
76,3,1,6,3,0,0,1,0,0,0,255,255,255,35,2339.676,Oort__Cloud,R,27,129,4.008,1.775,0.219,1.676,-36.65,3,0,47.699,-105.814,1.651,0.343,-20.347,0,5,6,R,소솨소솨,174.8,95.643,0.5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,-37.157,하루（Haru）,0.19,-17.074,CAT tourniquet,-20.856,-47.808,IllilliIIIIllil,-7.299,-63.772,_이누_,17.959,-50.749,Yaksok~,8.766,-63.694,즉석카레,41.416,-90.893,Multeinn,-1.489,-105.85,NABIMan,-41.961,-88.155,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6
77,3,1,6,3,2,0,1,0,0,0,255,255,255,36,2369.099,Oort__Cloud,R,28,126,1.2,-0.061,0.057,1.462,-36.569,0,0,62.52,-80.808,3.569,0,0,0,5,6,R,소솨소솨,174.8,95.643,0.5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183,-37.009,하루（Haru）,0.03,-16.964,CAT tourniquet,-20.931,-47.859,IllilliIIIIllil,-11.875,-64.512,_이누_,19.108,-54.047,Yaksok~,8.249,-64.396,즉석카레,38.883,-93.354,Multeinn,-5.268,-104.874,NABIMan,-41.558,-88.122,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
78,3,1,6,3,2,1,1,0,0,0,255,255,255,37,2385.873,Oort__Cloud,R,13,109,1.018,-2.733,0.139,1.257,-36.474,1,0,-281.398,400,-13.12,0.206,-21.305,0,5,6,R,소솨소솨,174.8,95.643,0.5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,-37.891,하루（Haru）,0.2,-16.994,CAT tourniquet,-20.983,-47.807,IllilliIIIIllil,-11.88,-64.501,_이누_,20.845,-54.004,Yaksok~,7.203,-64.829,즉석카레,38.892,-93.348,Multeinn,-5.225,-106.276,NABIMan,-44.11,-91.49,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
79,3,1,6,3,3,1,1,0,0,0,255,255,255,38,2402.385,Oort__Cloud,R,14,106,0.687,-1.431,-0.061,1.433,-36.457,1,0,359.998,332.319,14.204,0.421,-17.223,0,5,6,R,소솨소솨,174.8,95.643,0.5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.448,-37.056,하루（Haru）,0.169,-17.021,CAT tourniquet,-20.915,-47.702,IllilliIIIIllil,-12.208,-64.421,_이누_,18.708,-53.719,Yaksok~,7.258,-64.908,즉석카레,38.846,-93.384,Multeinn,-5.237,-101.696,NABIMan,-43.023,-89.016,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5
80,3,1,6,3,0,0,1,1,0,0,6,255,255,39,2437.308,Oort__Cloud,R,28,121,-0.804,0.937,0.043,1.573,-36.763,2,1,45.317,-59.378,1.282,0,0,1,6,5,L,ʚEveɞ,174.9,95,0.401,3,56,2438.452,243,131,53,1,87,150,38,12.861,15.651,0.37,0.047,-0.025,0.28,0,0,0,-0.489,-36.847,하루（Haru）,-0.062,-17.176,CAT tourniquet,-19.271,-42.556,IllilliIIIIllil,-10.034,-64.415,_이누_,22.023,-49.384,Yaksok~,11.682,-63.62,즉석카레,44.258,-91.965,Multeinn,-0.957,-105.738,NABIMan,-43.979,-91.696,2440.056,-3.555,-33.338,2440.622,0,Oort__Cloud,-4.054,-35.124,0,0,0,0,0,0,0,2
81,3,1,6,3,0,0,1,0,1,0,255,255,255,40,2481.143,Oort__Cloud,R,34,129,0.659,1.571,0.105,1.641,-36.837,2,0,75.621,-69.977,2.993,0,0,1,6,5,L,ʚEveɞ,174.9,95,0.401,3,63,2482.188,249,123,64,13,83,150,127,5.008,-43.824,0.48,0.019,-0.015,0.24,0,0,0,-0.377,-37.095,하루（Haru）,0.092,-17.066,CAT tourniquet,-21.246,-47.179,IllilliIIIIllil,-7.603,-64.27,_이누_,20.367,-47.951,Yaksok~,14.311,-63.241,즉석카레,43.861,-87.033,Multeinn,1.741,-105.319,NABIMan,-39.216,-86.042,2484.106,42.826,-55.005,0,0,,0,0,0,0,0,0,0,0,0,3
82,3,1,6,3,0,1,1,0,1,0,255,255,255,41,2501.567,Oort__Cloud,R,10,110,0.792,-2.732,0.049,1.277,-36.543,4,0,0,400,6.143,0.143,-21.04,1,6,5,L,ʚEveɞ,174.9,95,0.401,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162,-37.844,하루（Haru）,0.172,-17.029,CAT tourniquet,-20.609,-46.482,IllilliIIIIllil,-7.143,-65.833,_이누_,21.365,-47.232,Yaksok~,13.741,-62.624,즉석카레,45.799,-88.83,Multeinn,1.022,-107.789,NABIMan,-38.539,-82.735,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
83,3,1,6,3,0,2,1,0,1,0,255,255,255,42,2518.022,Oort__Cloud,R,6,106,4.061,-0.401,0.173,1.448,-36.674,1,0,250.647,0,17.811,1.515,-13.395,0,6,5,L,ʚEveɞ,174.9,95,0.401,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011,-37.239,하루（Haru）,0.843,-16.459,CAT tourniquet,-20.278,-46.709,IllilliIIIIllil,-11.521,-64.957,_이누_,21.372,-45.93,Yaksok~,14.837,-62.118,즉석카레,46.427,-89.557,Multeinn,0.554,-112.563,NABIMan,-40.197,-84.915,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
