id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result
1,1,1,0,0,0,0,0,0,255,255,255,0,1914.394,WhiteMountain,0,140,-0.719,0.226,0,0,0,0,0,0,0,0,559：広告,190,55,0,0,0,0,0,0,0,0,0,-0.447,-37.516,-0.151,-16.803,-20.318,-47.25,-13.614,-64.306,20.661,-46.948,14.311,-60.778,35.968,-86.501,-8.116,-106.377,-37.834,-80.03,0,0,0,0,0,,0,0,0,0
2,1,1,0,1,0,0,0,0,255,255,255,1,1933.441,WhiteMountain,13,120,0.065,0.319,0,-262.667,228.309,0,0,0,0,0,559：広告,190,55,0,0,0,0,0,0,0,0,0,-0.304,-37.303,-0.211,-16.717,-20.337,-47.291,-13.64,-64.022,20.428,-49.313,14.307,-62.67,37.228,-86.695,-7.74,-108.163,-45.591,-75.026,0,0,0,0,0,,0,0,0,0
3,1,1,0,2,0,0,0,0,255,255,255,2,1949.77,WhiteMountain,15,116,1.432,0.756,2,-20.443,-400,0,0,1,0,0,559：広告,190,55,1950.922,122,249,34,150,60,29.265,-6.862,-0.706,-0.481,-37.017,-0.353,-16.742,-20.365,-47.16,-13.623,-63.951,20.359,-49.038,14.788,-62.551,37.182,-86.664,-4.178,-107.315,-43.803,-75.794,1954.707,5.324,-59.559,1958.974,5,coder_,7.448,-75.91,1,2
4,1,1,0,0,0,1,0,0,0,255,255,3,1988.173,WhiteMountain,0,137,0.643,0.847,0,0,0,0,0,0,1,7,shuwaYNZ,170.1,55,0,0,0,0,0,0,0,0,0,-0.408,-37.098,0.106,-17.106,-19.222,-44.208,-12.136,-62.722,18.865,-51.461,9.258,-62.328,43.402,-78.498,-2.089,-107.993,-37.738,-75.542,0,0,0,0,0,,0,0,0,0
5,1,1,0,1,0,1,0,0,0,255,255,4,2028.064,WhiteMountain,13,121,-1.125,-1.728,4,-349.571,357.491,0,0,1,1,7,shuwaYNZ,170.1,55,0,0,0,0,0,0,0,0,0,-0.09,-37.936,-0.633,-17.263,-19.647,-40.857,-13.017,-63.588,18.437,-50.384,8.835,-62.689,40.69,-74.771,-5.113,-108.49,-38.564,-74.98,0,0,0,0,0,,0,0,0,0
6,1,1,0,2,0,1,0,0,0,255,255,5,2048.575,WhiteMountain,0,131,-0.723,0.971,2,0,0,0,0,1,1,7,shuwaYNZ,170.1,55,2049.666,94,98,39,136,98,32.009,14.005,0.064,-0.574,-37.023,0.029,-17.236,-20.659,-44.954,-13.276,-63.845,18.439,-50.303,12.221,-64.06,43.154,-76.479,-2.344,-106.385,-37.001,-73.299,2054.857,-27.022,-95.594,2056.49,7,Slaris,-31.359,-106.742,1,2
7,1,1,0,0,2,0,0,0,255,255,255,6,2104.061,WhiteMountain,0,128,0.863,0.927,0,0,0,0,0,0,2,2,Megu3568,175,55,0,0,0,0,0,0,0,0,0,-0.427,-37.365,0.063,-16.798,-19.46,-46.004,-13.39,-64.799,19.769,-50.361,15.414,-62.923,37.912,-78.539,-4.461,-103.743,-41.746,-78.153,0,0,0,0,0,,0,0,0,0
8,1,1,0,1,2,0,0,0,255,255,255,7,2121.634,WhiteMountain,10,128,1.046,0.027,2,0,391.017,0,0,0,2,2,Megu3568,175,55,2122.775,97,130,44,143,68,-85.066,83.708,-0.39,-0.403,-37.069,0.163,-17.052,-19.891,-46.579,-13.298,-64.613,19.409,-51.266,15.359,-62.414,38.875,-82.093,-1.239,-104.216,-40.694,-83.965,2122.924,-0.292,-19.037,0,0,,0,0,0,3
9,1,1,0,2,2,0,0,0,255,255,255,8,2164.836,WhiteMountain,13,124,-2.106,-2.731,4,-305.127,396.103,0,0,1,2,2,Megu3568,175,42,0,0,0,0,0,0,0,0,0,-0.213,-37.441,-0.615,-17.837,-20.425,-44.785,-13.586,-64.398,18.303,-50.651,14.058,-63.489,31.57,-85.292,-7.894,-105.957,-42.556,-81.273,0,0,0,0,0,,0,0,0,0
10,1,0,0,0,0,0,0,0,255,255,255,0,2292.311,559：広告,0,131,3.899,1.94,3,136.107,-169.713,1.589,-20.614,0,0,7,Slaris,175.1,55,0,0,0,0,0,0,0,0,0,-0.274,-37.076,-0.036,-16.823,-20.777,-47.369,-10.415,-61.998,19.457,-47.059,10.994,-64.292,39.177,-89.824,-1.552,-105.183,-43.756,-84.693,0,0,0,0,0,,0,0,0,6
11,1,0,0,0,0,1,0,0,16,255,255,1,2325.811,559：広告,0,140,-0.041,1.266,4,161.703,-188.191,-0.006,-17.685,1,1,9,Kr_Luna,190,55,0,0,0,0,0,0,0,0,0,-0.39,-37.787,-0.038,-16.858,-18.562,-39.367,-8.959,-60.981,22.55,-48.516,13.633,-63.758,43.855,-92.007,1.049,-104.639,-41.409,-84.829,0,0,0,0,0,,0,0,0,0
12,1,0,0,1,0,1,0,0,16,255,255,2,2387.278,559：広告,0,136,-1.505,0.295,2,110.181,-143.237,0,0,1,1,9,Kr_Luna,190,55,2388.049,123,122,18,142,71,28.897,24.924,1,-0.456,-37.123,0.084,-16.907,-18.488,-39.351,-9.698,-61.435,22.56,-48.536,13.952,-64.335,45.036,-91.522,0.245,-107.841,-42.605,-82.582,2392.307,-25.817,-68.96,2393.041,8,恐怖！洗脳カブトムシ,-27.422,-71.125,1,2
13,1,0,0,0,1,1,0,0,16,255,255,3,2424.063,559：広告,4,96,0.733,1.019,0,-152.04,0,0,0,0,2,6,-라후이-,180.3,55,0,0,0,0,0,0,0,0,0,-0.206,-37.763,-0.071,-16.858,-17.945,-41.162,-9.948,-62.336,16.467,-45.092,10.03,-64.507,44.598,-89.995,-1.132,-101.853,-38.103,-77.387,0,0,0,0,0,,0,0,0,0
14,1,0,0,1,1,1,0,0,16,255,255,4,2441.172,559：広告,3,108,-1.535,0.339,4,-400.175,8.936,0,0,1,2,6,-라후이-,180.3,55,0,0,0,0,0,0,0,0,0,-0.184,-38.423,-0.718,-16.644,-18.834,-41.313,-9.058,-62.758,16.928,-45.869,1.623,-61.306,44.658,-89.96,-1.236,-101.859,-37.604,-77.719,0,0,0,0,0,,0,0,0,0
15,1,0,0,2,1,0,1,0,255,9,255,5,2467.186,559：広告,0,133,2.416,0.969,4,152.878,-164.116,0.353,-21.245,1,2,6,-라후이-,180.3,55,0,0,0,0,0,0,0,0,0,-0.026,-37.427,0.154,-17.859,-19.942,-46.293,-10.465,-63.385,18.351,-45.488,6.971,-60.888,44.607,-89.973,-1.036,-105.58,-42.542,-79.313,0,0,0,0,0,,0,0,0,0
