id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
1,,1,1,0,0,0,0,0,0,0,0,255,255,255,0,255.229,"_Chun",L,10,90,128,3.602,0.959,-0.387,2.198,0.289,1.796,-36.724,49.639,74,21,5,2,0,400,-11.531,0,0,0,"SUGUN","coder_","Pring__","CoalCat","muyang_","Ainy4／あいにゃ","Salmon247","CAT tourniquet","",4,R,"SUGUN",190,82,0.5,5,75,W,Y,1,256.412,193,47,161,43,2,145,131,25.719,30.37,0.127,0.881,-20.14,0.33,0,0.474,-141.27,299.464,16.529,261.039,-58.525,-108.274,261.872,8,-56.701,0.478,-107.333,1,0,,261.994,266.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002,-37.916,0.046,-17.603,-21.777,-50.73,-11.725,-56.424,22.021,-48.67,14.003,-64.737,51.726,-93.932,0,-109.86,-40.822,-90.571,-0.268,-37.025,,"k@ster",-0.072,-17.656,,"Penguin_iDOL",-21.772,-50.691,,"Floră",-11.746,-56.471,,"xoxo_nemu",21.943,-48.609,,"ByeolBam",13.794,-64.775,91,"마렘_Marem",51.334,-94.067,,"AI",0,-109.84,,"AI",-40.8,-90.55,,270.268,0.337,-38.348,,,,,,,,,,,,,267.056,-0.799,-59.849,,,,,,,,,,,,,,,,,,,,,,,,,269.386,-0.202,-53.038,,,,,,,,,,"",2,0,"AI",266.523,,,17,""
2,,1,1,0,0,0,0,0,0,1,0,255,4,255,0,283.362,"_Chun",L,13,77,115,-0.548,-0.295,-0.633,2.107,-0.782,1.778,-36.724,57.666,57,43,0,0,366.264,340.369,-10.176,0,0,1,"=","=","=","=","=","=","=","=","",1,R,"coder_",190,80,0.302,,76,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,296.299,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-38.188,0.064,-17.744,-21.736,-48.539,-12.001,-55.373,22.431,-47.664,9.953,-60.569,45.087,-99.327,0,-109.85,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,289.067,-0.075,-37.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",286.151,,,0,""
3,,1,1,0,0,0,1,0,0,1,0,255,4,255,0,296.487,"_Chun",L,26,84,137,-0.903,1.198,-0.504,2.282,-0.359,2.2,-36.724,67.282,74,26,0,2,-12.91,-155.633,-2.465,0,0,1,"=","=","=","=","=","=","=","=","",1,R,"coder_",190,80,0.302,5,76,W,Y,1,297.599,140,88,149,124,34,144,131,25.994,6.813,-0.158,1.445,-19.977,0.62,0,0.553,484.843,115.198,-334.151,303.05,-16.449,-142.75,305.861,7,-20.153,0.06,-136.53,0,0,,302.764,307.409,312.642,317.846,,,,305.269,310.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007,-38.087,-0.008,-17.697,-21.987,-48.449,-9.747,-51.29,22.427,-47.637,5.125,-60.625,45.57,-98.998,0,-109.85,-40.807,-90.557,-0.346,-36.685,,"k@ster",-0.12,-17.728,116,"Penguin_iDOL",-21.935,-48.497,,"Floră",-9.509,-49.716,,"xoxo_nemu",22.415,-47.639,,"ByeolBam",8.34,-60.861,,"마렘_Marem",45.865,-99.578,,"AI",0,-109.84,,"AI",-40.8,-90.55,,320.846,-1.024,-38.585,317.457,12.772,-11.333,,,,,,,,,,,,,,,,,,,,,,,,,319.813,7.467,-16.989,,,,,,,,,,,,,,,,,,,,,,"",4,0,"AI",307.409,305.269,310.416,65,""
4,,1,1,2,0,0,0,0,0,0,0,255,255,255,0,335.418,"_Chun",L,26,96,140,-0.406,0.139,-0.46,2.072,-0.173,1.503,-36.724,41.668,83,17,0,0,8.507,-200,-12.873,0,0,2,"=","=","=","=","=","=","=","=","",2,L,"Pring__",190,95.125,0.481,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021,-37.77,-0.02,-17.951,-21.615,-47.686,-8.703,-52.468,23.956,-49.086,14.284,-61.056,47.716,-101.564,0,-109.85,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
5,,1,1,2,0,0,1,0,0,0,0,255,255,255,0,347.871,"_Chun",L,14,75,102,-1.158,-0.019,-0.307,2.324,0.256,2.047,-36.724,55.182,77,23,0,2,-362.039,312.348,-16.728,0,0,2,"=","=","=","=","=","=","=","=","",2,L,"Pring__",190,95.125,0.481,3,78,W,Y,0,348.953,234,181,75,88,97,145,130,29.609,-19.894,-0.195,1.099,-20.973,0.3,0,0.668,189.757,-371.371,-407.196,353.839,48.271,-117.836,356.795,6,44.689,0.056,-107.576,1,0,,354.852,359.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,-37.789,-0.021,-17.876,-21.675,-47.733,-9.894,-54.422,22.832,-48.588,15.549,-63.575,55.232,-98.635,0,-109.84,-40.808,-90.557,-0.055,-37.139,,"k@ster",-0.016,-17.871,,"Penguin_iDOL",-21.678,-47.733,,"Floră",-10.73,-57.253,,"xoxo_nemu",22.851,-48.609,,"ByeolBam",15.546,-63.59,87,"마렘_Marem",55.213,-98.647,74,"AI",0,-109.84,,"AI",-40.8,-90.55,,365.583,-1.346,-40.11,,,,,,,,,,,,,361.384,12.284,-72.604,357.019,45.445,-107.979,,,,,,,,,,,,,,,,,,,,,,364.252,7.748,-62.123,358.399,41.947,-104.059,,,,,,,"",2,0,"마렘_Marem",359.288,,,145,""
6,,1,1,2,0,0,0,0,0,1,0,255,2,255,0,382.976,"_Chun",L,26,93,140,1.833,0.625,-0.257,2.14,0.772,1.729,-36.724,39.585,75,25,0,1,29.126,-200,-9.137,0,0,3,"=","=","=","=","=","=","=","=","",5,R,"CoalCat",169.5,83,0.397,,79,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,383.397,,,,,,,,,,,,,,,,,,,,,,,,,0.029,-38.122,-0.024,-17.727,-20.847,-46.938,-8.941,-49.646,23.07,-48.372,10.908,-63.641,48.929,-94.564,0,-109.87,-40.822,-90.571,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,388.052,0.006,-37.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",385.204,,,0,""
7,,1,1,2,0,1,0,0,0,1,0,255,2,255,0,395.768,"_Chun",L,0,70,109,-2.005,1.454,-0.707,2.247,-0.852,2.403,-36.724,80.154,67,33,0,2,0,0,-4.037,0,0,3,"=","=","=","=","=","=","=","=","",5,R,"CoalCat",169.5,83,0.397,5,79,W,Y,1,397.036,145,217,95,76,49,144,97,24.575,-69.17,-0.389,1.438,-21.323,0.96,0,0.5,356.945,284.297,389.571,401.706,77.4,-55.51,,,,,,0,0,,,,,,,,,,,,,413.689,,,,,,,,,,,,,,,,,,,,,,,,,0.014,-37.565,-0.054,-17.801,-21.684,-46.481,-9.536,-50.75,23.596,-48.782,10.928,-63.861,46.466,-101.037,0,-109.85,-40.807,-90.557,-0.387,-37.042,,"k@ster",-0.081,-17.813,,"Penguin_iDOL",-21.251,-46.72,,"Floră",-9.601,-50.908,,"xoxo_nemu",22.663,-48.079,,"ByeolBam",10.932,-63.883,,"마렘_Marem",47.794,-101.516,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",399.912,,,0,""
8,,1,1,2,0,1,1,0,0,1,0,255,2,255,0,415.182,"_Chun",L,26,85,138,0.304,0.088,-0.398,2.116,-0.005,1.44,-36.724,48.134,79,21,0,2,2.259,-200,-12.872,0,0,3,"=","=","=","=","=","=","=","=","",5,R,"CoalCat",169.5,83,0.397,5,79,W,Y,1,416.366,243,127,84,53,29,145,82,61.367,32.359,-0.117,0.976,-20.583,-1,0,0.48,448.18,358.968,-73.393,421.895,-25.128,-51.308,422.072,2,-24.482,2.593,-50.566,0,0,,422.349,,,,,,,,,,,436.772,,422.423,3,,451,0,,,,,,,,,,,,,,,,,,,0.083,-37.731,-0.043,-17.833,-21.739,-46.703,-9.632,-51.811,24.16,-48.034,10.753,-64.033,49.432,-100.577,0,-109.85,-40.815,-90.564,-0.519,-36.909,,"k@ster",-0.047,-17.88,,"Penguin_iDOL",-21.763,-46.545,82,"Floră",-10.188,-53.568,,"xoxo_nemu",23.558,-47.261,,"ByeolBam",10.75,-64.026,,"마렘_Marem",49.44,-100.577,,"AI",0,-109.84,,"AI",-40.8,-90.55,,426.387,-0.194,-38.303,,,,422.433,-24.854,-50.724,,,,,,,,,,,,,,,,,,,,,,,,,424.871,-23.114,-49.755,,,,,,,,,,,,,,,,,,,"",1,0,"Penguin_iDOL",418.55,,,3,""
9,,1,1,2,0,0,0,1,0,1,0,255,2,255,0,438.25,"_Chun",L,26,88,140,0.73,0.622,-0.32,2.182,0.307,1.73,-36.724,45.971,81,19,0,2,17.303,-200,-14.768,0,0,4,"=","=","=","=","=","=","=","=","",7,R,"muyang_",171,80,0.498,5,79,W,Y,1,439.27,251,181,163,73,31,145,95,60.757,-35.589,0.149,1.068,-19.957,-0.35,0,0.224,118.537,306.337,493.73,445.439,22.7,-64.416,445.695,5,22.292,2.415,-63.608,0,0,,445.062,,,,,,,,,,,462.385,,446.004,4,,454,0,,,,,,,,,,,,,,,,,,,0.079,-37.684,-0.054,-17.855,-21.288,-47.719,-9.956,-51.184,23.297,-48.23,11.283,-64.312,52.973,-97.817,0,-109.86,-40.815,-90.564,-0.324,-36.958,,"k@ster",-0.07,-17.845,,"Penguin_iDOL",-21.494,-48.033,,"Floră",-11.458,-54.823,,"xoxo_nemu",23.133,-48.091,,"ByeolBam",11.33,-64.378,93,"마렘_Marem",52.833,-97.923,,"AI",0,-109.84,,"AI",-40.8,-90.55,,449.242,0.438,-38.278,,,,,,,,,,,,,446.013,22.442,-63.995,,,,,,,,,,,,,,,,,,,,,,,,,447.679,19.447,-61.527,,,,,,,,,,"",1,0,"ByeolBam",441.507,,,17,""
10,,1,1,2,0,0,0,2,0,1,0,255,2,255,0,462.938,"_Chun",L,14,73,100,1.485,0.769,-0.132,2.425,1.124,2.603,-36.724,69.799,79,21,0,1,-258.533,400,-7.173,0,0,5,"=","=","=","=","=","=","=","=","",3,L,"Ainy4／あいにゃ",188.9,85,0.51,,80,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,476.542,,,,,,,,,,,,,,,,,,,,,,,,,0.238,-37.687,0,-17.768,-20.494,-45.994,-3.285,-60.889,23.807,-49.351,13.952,-63.621,51.644,-91.184,0,-109.86,-40.822,-90.571,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,467.933,0.257,-37.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",465.817,,,0,""
