id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,startX,startY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,shS,lgS,prepS,impMv,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,buntGrip,PPosX,PPosY,CName,CPosX,CPosY,1BName,1BPosX,1BPosY,2BName,2BPosX,2BPosY,3BName,3BPosX,3BPosY,SSName,SSPosX,SSPosY,LFName,LFPosX,LFPosY,CFName,CFPosX,CFPosY,RFName,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
11,1,0,0,0,0,0,0,0,1,0,255,15,255,4,629.027,눈꽃,R,0,140,-2.154,-0.429,-0.116,1.862,-36.473,2,0,0,0,0,0,0,0,1,5,L,CAT tourniquet,175.2,94.945,0.357,3,74,629.944,65,80,57,48,50,119,123,-30,27.225,0.51,0.084,-0.166,0.112,0,-0.12,-37.087,Gonyong,-0.125,-17.443,Pring__,-21.236,-46.244,IllilliIIIIllil,-7.726,-66.008,coder_,21.242,-49.411,Fresh825,14.218,-61.631,편하비_,40.678,-97.271,ByeolBam,0.848,-103.997,Pugeuk,-29.661,-91.144,629.976,-0.963,-20.029,633.065,8,Pugeuk,-32.029,-80.798,1,0,0,0,0,0,0,2
12,1,0,0,0,0,0,0,1,0,1,14,255,15,5,660.861,눈꽃,R,0,140,0.269,-1.364,0.162,1.85,-36.424,1,0,0,0,0,0,0,0,2,7,L,NABIMan,190,95,0.552,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,-36.953,Gonyong,0.223,-17.277,Pring__,-19.487,-40.262,IllilliIIIIllil,-12.365,-63.02,coder_,19.947,-42.963,Fresh825,9.522,-62.303,편하비_,39.154,-96.414,ByeolBam,0.998,-100.009,Pugeuk,-40.026,-88.753,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
13,1,0,0,0,1,0,0,1,0,1,14,255,15,6,682.006,눈꽃,R,0,140,-1.796,0.142,-0.058,1.926,-36.559,2,0,0,0,0,0.599,-20.267,1,2,7,L,NABIMan,190,95,0.552,3,29,683.273,146,71,22,23,47,120,89,-25.198,-26.569,-0.48,0.027,-0.036,0.092,0,-0.07,-36.992,Gonyong,-0.058,-17.66,Pring__,-20.655,-43.024,IllilliIIIIllil,-11.187,-63.101,coder_,19.98,-44.007,Fresh825,9.436,-62.15,편하비_,38.644,-95.406,ByeolBam,0.51,-100.602,Pugeuk,-37.081,-91.078,684.165,8.419,-39.378,687.543,6,편하비_,25.908,-81.504,1,0,0,0,0,0,0,2
14,1,0,0,1,0,0,0,1,0,1,16,255,14,7,716.549,눈꽃,R,10,114,-0.867,-2.304,0.03,1.852,-36.614,1,0,-50.76,400,5.544,-0.168,-19.963,0,3,8,R,HANA_ARASHI,190,86,0.25,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,-37.432,Gonyong,-0.117,-17.408,Pring__,-19.803,-40.384,IllilliIIIIllil,-13.644,-63.803,coder_,19.402,-41.19,Fresh825,3.201,-61.741,편하비_,38.813,-95.164,ByeolBam,0.265,-99.876,Pugeuk,-37.624,-86.046,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
15,1,0,0,1,1,0,0,1,0,1,16,255,14,8,751.985,눈꽃,R,0,140,-2.069,-2.529,-0.062,1.656,-36.453,2,0,0,0,0,-0.38,-20.648,1,3,8,R,HANA_ARASHI,190,86,0.25,3,77,753.051,182,130,80,28,67,150,100,-6.939,-12.625,0.97,-0.026,-0.097,0.065,0,-0.194,-37.074,Gonyong,0.175,-17.286,Pring__,-20.172,-43.091,IllilliIIIIllil,-13.619,-63.123,coder_,19.122,-45.309,Fresh825,3.407,-62.36,편하비_,38.728,-94.669,ByeolBam,-0.29,-99.992,Pugeuk,-37.15,-86.982,753.254,1.243,-27.975,754.954,5,Fresh825,8.093,-59.89,1,2,0,0,0,0,0,2
16,1,0,0,1,0,0,2,1,0,0,17,255,255,9,804.48,눈꽃,R,0,140,0.209,0.23,0.059,1.938,-36.536,0,0,0,0,0,0,0,0,4,4,R,인생최패망자,190,90,0.45,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,-37.032,Gonyong,0.174,-17.28,Pring__,-20.02,-40.439,IllilliIIIIllil,-12.583,-63.872,coder_,20.549,-48.619,Fresh825,4.948,-63.852,편하비_,41.358,-96.007,ByeolBam,-0.175,-106.172,Pugeuk,-35.618,-86.382,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
17,1,0,0,1,0,1,2,1,0,0,17,255,255,10,825.018,눈꽃,R,3,110,-5.09,-1.355,-0.012,1.768,-36.431,1,0,-490.09,99.054,12.422,0,0,0,4,4,R,인생최패망자,190,90,0.45,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,-37.288,Gonyong,-0.379,-17.294,Pring__,-20.159,-40.443,IllilliIIIIllil,-13.501,-63.535,coder_,19.51,-53.157,Fresh825,4.923,-63.748,편하비_,37.523,-99.304,ByeolBam,-0.331,-106.33,Pugeuk,-36.156,-89.671,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
18,1,0,0,1,1,1,2,0,1,0,255,255,255,11,869.757,눈꽃,R,14,114,3.016,-1.631,0.042,1.808,-36.43,4,0,390.434,312.348,5.985,0.841,-17.405,1,4,4,R,인생최패망자,190,90,0.45,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142,-37.527,Gonyong,0.42,-17.528,Pring__,-20.454,-41.358,IllilliIIIIllil,-12.81,-64.421,coder_,19.87,-50.173,Fresh825,6.619,-63.078,편하비_,40.728,-96.571,ByeolBam,-0.322,-107.657,Pugeuk,-33.737,-81.871,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
19,1,0,0,1,1,2,2,0,1,0,255,255,255,12,888.016,눈꽃,R,0,136,-0.416,0.786,0.009,2.033,-36.588,2,0,0,0,0,0,0,1,4,4,R,인생최패망자,190,90,0.45,2,78,889.114,148,114,53,22,79,149,98,43.794,26.478,-0.45,-0.038,-0.044,0.126,0,0.011,-37.072,Gonyong,0.03,-17.375,Pring__,-21.316,-45.06,IllilliIIIIllil,-12.823,-64.404,coder_,19.938,-52.657,Fresh825,7.155,-63.991,편하비_,40.493,-97.791,ByeolBam,-1.03,-105.545,Pugeuk,-35.137,-84.526,894.443,-30.101,-88.537,894.587,8,Pugeuk,-29.287,-86.596,0,0,0,0,0,0,0,1
20,2,1,0,1,0,0,0,0,0,0,255,255,255,6,930.563,하루（Haru）,R,33,130,0.671,0.786,0.007,1.996,-36.461,2,0,132.563,-126.227,10.726,0,0,0,3,2,L,Pring__,179.952,95,0.401,3,80,931.37,161,125,85,44,69,150,127,30.385,-0.345,0.59,0.001,-0.026,0.102,0,-0.337,-36.691,encounter v,-0.028,-16.962,Sabo_10,-22.819,-50.695,소솨소솨,-9.44,-66.303,인생최패망자,22.227,-46.904,CAT tourniquet,14.992,-62.391,아침땅_,40.788,-89.174,NABIMan,0.292,-112.474,HANA_ARASHI,-42.28,-94.582,937.51,16.49,-133.832,938.91,7,NABIMan,17.625,-129.467,1,0,0,0,0,0,0,2
21,2,1,0,1,0,0,0,0,1,0,255,2,255,7,976.435,하루（Haru）,R,34,119,1.878,1.009,0.257,2.196,-36.8,1,0,71.747,-67.465,9.343,0,0,0,4,1,R,Gonyong,179.9,95,0.2,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,-37.582,encounter v,-0.008,-17.057,Sabo_10,-21.154,-47.97,소솨소솨,-11.779,-64.494,인생최패망자,15.975,-47.568,CAT tourniquet,5.623,-63.012,아침땅_,27.515,-94.457,NABIMan,-1.427,-118.97,HANA_ARASHI,-42.441,-96.086,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
22,2,1,0,1,1,0,0,0,1,0,255,2,255,8,994.411,하루（Haru）,R,27,126,1.104,0.762,0.042,1.998,-36.477,2,0,99.781,-108.56,9.444,0,0,0,4,1,R,Gonyong,179.9,95,0.2,3,48,995.322,93,48,22,8,36,98,107,-30,48.063,0.53,0.003,0.007,0.041,0,-0.152,-37.222,encounter v,-0.041,-17.025,Sabo_10,-21.25,-49.496,소솨소솨,-11.876,-65.255,인생최패망자,15.17,-47.939,CAT tourniquet,3.612,-61.218,아침땅_,27.65,-94.783,NABIMan,-3.928,-117.617,HANA_ARASHI,-42.256,-95.515,995.398,-1.83,-21.17,0,0,,0,0,0,0,0,0,0,0,0,3
23,2,1,0,1,1,1,0,0,1,0,255,2,255,9,1015.633,하루（Haru）,R,0,120,2.097,0.924,0.129,2.044,-36.48,2,0,0,10.878,9.99,0,0,1,4,1,R,Gonyong,179.9,95,0.2,3,48,1016.595,98,48,32,14,36,107,106,29.599,22.851,0.43,-0.012,-0.018,0.054,0,-0.077,-37.106,encounter v,-0.022,-17.039,Sabo_10,-20.841,-46.981,소솨소솨,-12.626,-64.879,인생최패망자,17.114,-49.171,CAT tourniquet,6.204,-63.708,아침땅_,27.349,-95.039,NABIMan,-3.036,-118.505,HANA_ARASHI,-43.955,-90.718,1021.299,-45.757,-93.91,1021.454,8,HANA_ARASHI,-43.967,-91.576,0,0,0,0,0,0,0,1
24,2,1,0,1,0,0,1,0,1,0,255,2,255,10,1050.454,하루（Haru）,R,10,105,1.584,0.121,0.101,2.074,-36.433,2,0,-11.512,400,18.162,0,0,1,5,6,R,편하비_,183.2,94.705,0.605,2,81,1051.319,255,141,41,20,186,150,120,-30,-26.195,0.07,-0.049,-0.016,0.382,0.083,-0.226,-36.975,encounter v,-0.024,-17.015,Sabo_10,-21.733,-49.133,소솨소솨,-12.932,-64.946,인생최패망자,15.655,-48.749,CAT tourniquet,7.79,-64.226,아침땅_,27.537,-95.516,NABIMan,-3.605,-113.762,HANA_ARASHI,-43.318,-96.169,1051.354,1.021,-21.294,1052.832,4,인생최패망자,15.07,-43.96,0,0,0,0,0,0,0,2
25,2,1,0,1,0,0,2,0,1,0,255,2,255,11,1087.168,하루（Haru）,R,3,108,-2.75,-1.424,0.035,1.896,-36.348,2,0,-422.038,0,11.487,0,0,1,6,5,L,Fresh825,172.9,86,0.8,3,82,1088.325,126,95,81,76,68,143,101,-23.26,-24.614,-0.38,0.076,-0.08,0,0,-0.344,-36.838,encounter v,-0.037,-17.01,Sabo_10,-21.365,-48.979,소솨소솨,-9.428,-63.657,인생최패망자,20.931,-45.724,CAT tourniquet,15.084,-62.457,아침땅_,38.634,-84.066,NABIMan,4.206,-113.709,HANA_ARASHI,-43.103,-94.266,1088.254,-0.24,-20.372,1092.043,6,아침땅_,25.305,-80.626,1,0,0,0,0,0,0,2
26,2,1,0,1,0,0,2,1,0,1,5,255,2,12,1134.188,하루（Haru）,R,28,134,-2.081,-1.182,-0.142,1.792,-36.21,2,0,57.082,-62.214,7.905,0,0,1,7,3,L,IllilliIIIIllil,174.5,86,0.497,3,82,1135.158,216,130,105,45,80,150,46,-85.615,81.222,0.73,0.031,-0.029,0.137,0,-0.194,-36.964,encounter v,-0.003,-17.02,Sabo_10,-19.784,-45.88,소솨소솨,-7.649,-65.737,인생최패망자,20.967,-46.08,CAT tourniquet,15.51,-62.799,아침땅_,42.218,-85.516,NABIMan,0.079,-119.746,HANA_ARASHI,-45.304,-94.954,1135.154,-0.636,-20.666,0,0,,0,0,0,0,0,0,0,0,0,3
27,2,1,0,1,0,1,2,1,0,1,5,255,2,13,1159.208,하루（Haru）,R,12,117,2.201,1.374,0.135,2.097,-36.544,1,0,0,50.187,11.184,0,0,0,7,3,L,IllilliIIIIllil,174.5,86,0.497,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,-37.17,encounter v,-0.044,-17.109,Sabo_10,-20.617,-43.767,소솨소솨,-8.925,-63.263,인생최패망자,19.975,-40.846,CAT tourniquet,16.21,-63.522,아침땅_,41.063,-86.599,NABIMan,-0.696,-121.654,HANA_ARASHI,-43.894,-90.798,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
28,2,1,0,1,1,1,2,0,1,1,255,5,2,14,1174.316,하루（Haru）,R,33,133,0.405,-0.044,-0.011,1.905,-36.425,0,0,135.269,-107.93,9.347,0,0,1,7,3,L,IllilliIIIIllil,174.5,86,0.497,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172,-37.186,encounter v,-0.029,-17.135,Sabo_10,-20.338,-43.687,소솨소솨,-9.38,-66.577,인생최패망자,19.769,-40.58,CAT tourniquet,16.474,-63.247,아침땅_,41.846,-87.04,NABIMan,0.694,-116.348,HANA_ARASHI,-43.193,-95.781,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
29,2,1,0,1,1,2,2,0,1,1,255,5,2,15,1195.53,하루（Haru）,R,27,127,1.031,1.238,0.045,2.043,-36.419,2,0,71.754,-111.228,9.845,0,0,1,7,3,L,IllilliIIIIllil,174.5,86,0.497,3,63,1196.578,111,118,83,43,71,138,130,26.64,20.627,0.48,-0.006,-0.005,0.069,0,-0.202,-36.931,encounter v,0.018,-16.985,Sabo_10,-20.846,-47.147,소솨소솨,-9.975,-66.224,인생최패망자,19.959,-45.437,CAT tourniquet,16.417,-63.258,아침땅_,42.16,-87.012,NABIMan,-0.008,-115.256,HANA_ARASHI,-45.276,-93.867,1200.587,-26.35,-118.817,1205.51,7,NABIMan,-8.649,-126.484,1,0,0,0,0,0,0,2
30,2,1,2,1,0,0,2,0,0,1,255,255,3,16,1244.406,하루（Haru）,R,0,126,-1.232,-0.601,-0.086,1.865,-36.297,0,0,38.481,-26.869,4.296,0,0,0,8,9,R,Yaksok~,172.8,92.369,0.505,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42,-37.532,encounter v,0.18,-16.791,Sabo_10,-21.07,-45.312,소솨소솨,-10.576,-65.872,인생최패망자,17.752,-43.289,CAT tourniquet,10.473,-65.75,아침땅_,23.655,-93.846,NABIMan,-8.583,-122.94,HANA_ARASHI,-41.138,-92.939,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
31,2,1,2,1,0,1,2,0,0,1,255,255,3,17,1264.649,하루（Haru）,R,27,129,0.936,1.742,0.03,2.094,-36.485,2,0,108.947,-113.326,12.879,0,0,1,8,9,R,Yaksok~,172.8,92.369,0.505,3,83,1265.468,144,84,67,18,61,136,85,22.521,-13.29,-0.49,-0.017,-0.029,0.258,0,-0.097,-37.254,encounter v,-0.011,-17.028,Sabo_10,-21.312,-47.864,소솨소솨,-9.721,-67.281,인생최패망자,13.944,-48.323,CAT tourniquet,10.498,-65.876,아침땅_,24.562,-95.641,NABIMan,-4.701,-120.777,HANA_ARASHI,-42.313,-93.688,1269.365,22.526,-80.868,1269.698,6,아침땅_,22.618,-81.091,1,0,0,0,0,0,0,2
32,2,1,3,1,0,0,2,1,0,0,0,255,255,18,1304.883,하루（Haru）,R,27,124,2.331,1.41,0.119,2.065,-36.573,2,0,90.368,-100.417,8.964,0,0,1,0,7,R,ByeolBam,174.9,90,0.498,3,83,1305.811,107,164,77,50,87,136,103,25.021,35.021,0.1,-0.058,-0.051,0.16,0,-0.304,-36.909,encounter v,-0.023,-16.974,Sabo_10,-19.258,-40.831,소솨소솨,-9.886,-66.364,인생최패망자,14.471,-50.066,CAT tourniquet,8.953,-65.229,아침땅_,23.697,-94.267,NABIMan,1.394,-120.431,HANA_ARASHI,-43.502,-86.437,1310.71,-50.011,-98.366,1312.432,8,HANA_ARASHI,-51.978,-102.729,1,0,0,0,0,0,0,2
33,2,1,4,1,0,0,2,0,1,1,255,0,255,19,1350.178,하루（Haru）,R,28,127,-1.56,-1.443,-0.107,1.787,-36.211,2,0,43.186,-69.98,7.008,0,0,1,1,8,R,Pugeuk,160,91.02,0.547,3,84,1351.24,169,105,58,24,57,147,107,112.55,-64.015,0.81,-0.051,-0.071,0.251,0,-0.599,-36.731,encounter v,-0.075,-17.063,Sabo_10,-22.968,-49.113,소솨소솨,-12.427,-64.889,인생최패망자,15.288,-49.337,CAT tourniquet,6.685,-64.034,아침땅_,20.678,-93.117,NABIMan,-7.667,-118.489,HANA_ARASHI,-41.888,-87.472,1356.687,-73.034,20.791,0,0,,0,0,0,0,0,0,0,0,0,3
34,2,1,4,1,0,1,2,0,1,0,255,7,255,20,1375.025,하루（Haru）,R,27,127,-0.236,-0.108,-0.037,1.9,-36.375,2,0,84.471,-108.196,8.028,0,0,1,1,8,R,Pugeuk,160,91.02,0.547,3,71,1376.111,184,103,44,17,66,141,115,25.286,17.268,0.28,-0.072,-0.062,0.4,0,0.052,-37.341,encounter v,-0.093,-17.122,Sabo_10,-22.92,-49.717,소솨소솨,-11.319,-65.33,인생최패망자,15.59,-48.793,CAT tourniquet,3.449,-62.247,아침땅_,21.096,-92.068,NABIMan,-3.432,-114.035,HANA_ARASHI,-42.543,-88.376,1380.521,-23.376,-113.753,1385.621,7,NABIMan,-15.062,-125.031,1,0,0,0,0,0,0,2
35,2,1,5,1,0,0,2,0,0,1,255,255,8,21,1425.809,하루（Haru）,R,33,132,2.885,1.476,0.148,2.066,-36.501,2,0,106.826,-84.122,9.62,0,0,1,2,4,R,coder_,169.7,95,0.448,3,84,1426.896,139,54,48,25,38,120,75,92.2,75.869,-0.44,-0.043,-0.038,0.096,0,-0.475,-36.523,encounter v,-0.056,-17.045,Sabo_10,-21.326,-49.402,소솨소솨,-11.63,-66.555,인생최패망자,15.768,-46.42,CAT tourniquet,9.009,-65.556,아침땅_,24.661,-99.163,NABIMan,-6.023,-119.692,HANA_ARASHI,-48.484,-95.402,0,0,0,1432.754,1,encounter v,13.634,-14.698,0,0,0,0,0,0,0,1
36,2,0,5,1,0,0,0,0,0,0,255,255,255,13,1470.894,눈꽃,R,0,140,0.825,-0.099,0.11,1.927,-36.598,0,0,0,0,0,0,0,1,5,1,L,encounter v,190,95,0.447,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054,-37.399,Gonyong,0.14,-17.082,Pring__,-22.341,-47.927,IllilliIIIIllil,-11.982,-64.347,coder_,20.261,-44.061,Fresh825,14.175,-64.717,편하비_,48.365,-91.732,ByeolBam,-0.118,-111.047,Pugeuk,-37.114,-86.458,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
37,2,0,5,1,0,1,0,0,0,0,255,255,255,14,1488.604,눈꽃,R,10,115,-0.913,0.02,-0.037,2.079,-36.615,2,0,7.531,400,18.607,0,0,1,5,1,L,encounter v,190,95,0.447,3,84,1489.739,255,158,74,33,64,150,102,90.889,-88.809,-0.22,0.036,-0.114,0.177,0,0.183,-37.218,Gonyong,-0.232,-17.182,Pring__,-22.403,-47.861,IllilliIIIIllil,-11.98,-64.193,coder_,21.034,-49.651,Fresh825,13.645,-64.755,편하비_,40.625,-94.217,ByeolBam,0.305,-104.642,Pugeuk,-31.744,-90.071,1496.065,-65.379,-28.625,0,0,,0,0,0,0,0,0,0,0,0,3
38,2,0,5,1,0,2,0,0,0,0,255,255,255,15,1507.928,눈꽃,R,0,140,-1.204,-0.069,-0.157,1.907,-36.454,2,0,0,0,0,0,0,1,5,1,L,encounter v,190,95,0.447,3,84,1509.011,163,136,123,42,85,150,129,111.377,62.442,0.37,0.034,-0.105,0.027,0,0,-37.194,Gonyong,-0.499,-17.243,Pring__,-22.503,-47.877,IllilliIIIIllil,-13.854,-63.491,coder_,22.127,-51.258,Fresh825,13.323,-64.742,편하비_,39.579,-95.535,ByeolBam,0.646,-104.424,Pugeuk,-38.132,-88.898,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3
39,2,0,5,1,0,2,0,0,0,0,255,255,255,16,1523.576,눈꽃,R,0,140,3.282,-0.049,0.226,1.927,-36.527,4,0,0,0,0,0.682,-17.189,1,5,1,L,encounter v,190,95,0.447,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,-37.473,Gonyong,0.509,-17.172,Pring__,-21.639,-44.259,IllilliIIIIllil,-13.124,-63.944,coder_,19.37,-49.082,Fresh825,12.611,-64.014,편하비_,46.616,-91.65,ByeolBam,-0.499,-105.601,Pugeuk,-34.125,-88.77,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
