id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,startX,startY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,shS,lgS,prepS,impMv,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,buntGrip,PPosX,PPosY,CName,CPosX,CPosY,1BName,1BPosX,1BPosY,2BName,2BPosX,2BPosY,3BName,3BPosX,3BPosY,SSName,SSPosX,SSPosY,LFName,LFPosX,LFPosY,CFName,CFPosX,CFPosY,RFName,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
54,3,1,1,4,0,0,1,0,1,0,255,5,255,29,1856.767,눈꽃,R,28,140,1.807,-0.287,0.023,1.82,-36.5,2,0,85.962,-87.931,17.702,0,0,1,2,8,R,HANA_ARASHI,190,86,0.25,2,55,1857.876,189,125,59,37,225,150,98,0.213,-25.864,-0.46,-0.022,-0.06,0.141,0,0.018,-37.021,하루（Haru）,0.068,-17.299,それいゆ るな,-24.027,-48.31,わかなで,-13.535,-60.547,인생최패망자,15.69,-48.557,아침땅_,4.048,-63.13,-라후이-,38.872,-90.224,alcohol500,-3.279,-104.819,Penguin_iDOL,-46.03,-87.507,1858.609,8.708,-35.958,1859.427,4,인생최패망자,13.567,-43.798,0,4,0,0,0,0,0,2
55,3,1,1,4,0,0,2,0,1,0,255,5,255,30,1893.979,눈꽃,R,27,139,2.409,-0.096,0.014,1.824,-36.493,3,0,80.568,-102.015,26.866,0.274,-20.131,0,3,6,R,Yaksok~,173.1,92.369,0.505,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,-37.455,하루（Haru）,0.222,-17.971,それいゆ るな,-22.874,-46.616,わかなで,-13.154,-61.072,인생최패망자,16.249,-44.875,아침땅_,3.598,-63.057,-라후이-,32.74,-84.217,alcohol500,-4.258,-102.582,Penguin_iDOL,-42.743,-81.837,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6
56,3,1,1,4,0,1,2,0,1,0,255,5,255,31,1933.245,눈꽃,R,28,127,1.564,0.741,-0.009,1.94,-36.551,1,0,-23.909,-60.601,22.613,0,0,0,3,6,R,Yaksok~,173.1,92.369,0.505,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,-37.442,하루（Haru）,-0.019,-17.398,それいゆ るな,-22.81,-46.324,わかなで,-12.645,-60.238,인생최패망자,16.437,-45.475,아침땅_,3.314,-62.281,-라후이-,38.109,-89.815,alcohol500,-4.048,-103.595,Penguin_iDOL,-45.891,-84.943,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
57,3,1,1,4,1,1,2,0,0,1,255,255,5,32,1985.27,눈꽃,R,32,125,0.924,-0.202,-0.15,1.835,-36.485,0,0,250,-96.254,54.591,0.22,-17.652,0,3,6,R,Yaksok~,173.1,92.369,0.505,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,-37.257,하루（Haru）,-0.022,-17.454,それいゆ るな,-22.897,-46.753,わかなで,-14.136,-62.79,인생최패망자,17.004,-42.382,아침땅_,11.498,-64.798,-라후이-,38.124,-97.86,alcohol500,-2.905,-105.879,Penguin_iDOL,-46.164,-86.115,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
58,3,1,1,4,1,2,2,0,0,1,255,255,5,33,2004.715,눈꽃,R,27,125,0.947,1.129,0.077,2.064,-36.577,2,0,-3.12,-108.218,37.217,0,0,1,3,6,R,Yaksok~,173.1,92.369,0.505,3,55,2005.609,194,84,36,6,128,134,89,19.111,11.758,-0.24,-0.036,-0.045,0.217,0,0.18,-37.092,하루（Haru）,0.129,-17.302,それいゆ るな,-22.052,-46.886,わかなで,-13.437,-62.241,인생최패망자,16.951,-43.575,아침땅_,11.53,-64.81,-라후이-,39.271,-99.271,alcohol500,-2.597,-106.282,Penguin_iDOL,-46.397,-86.079,2010.342,-14.898,-93.251,2010.469,7,alcohol500,-14.398,-90.768,0,0,0,0,0,0,0,1
59,3,0,1,4,0,0,0,0,0,0,255,255,255,24,2088.269,encounter v,R,27,127,0.08,0.919,0.365,1.803,-36.554,0,0,49.121,-116.968,-10.605,0,0,0,1,7,L,alcohol500,175.1,95,0.391,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,-37.151,소솨소솨,-0.013,-17.119,coder_,-20.291,-50.877,Oort__Cloud,-13.048,-64.461,Kr_Luna,20.255,-52.335,Pugeuk,11.077,-63.631,Yaksok~,39.47,-81.495,mungjungh,-0.536,-106.432,HANA_ARASHI,-40.86,-100.347,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
60,3,0,1,4,0,1,0,0,0,0,255,255,255,25,2101.946,encounter v,R,29,140,-1.916,0.727,0.249,1.787,-36.609,2,0,-196.301,-73.576,-23.96,0,0,1,1,7,L,alcohol500,175.1,95,0.391,2,35,2103.029,194,83,27,12,104,133,84,35.853,23.704,-0.47,0.027,-0.022,0.169,0,0.083,-36.762,소솨소솨,-0.024,-17.078,coder_,-20.262,-51.066,Oort__Cloud,-13.087,-64.446,Kr_Luna,20.513,-52.275,Pugeuk,11.011,-63.855,Yaksok~,39.466,-81.49,mungjungh,0.621,-106.243,HANA_ARASHI,-33.75,-97.2,2107.748,-25.997,-80.288,2108.463,8,HANA_ARASHI,-26.997,-82.718,1,0,0,0,0,0,0,2
61,3,0,1,4,0,0,0,1,0,0,16,255,255,26,2142.452,encounter v,R,26,116,6.581,0.002,0.322,1.872,-36.767,3,0,-169.424,-169.986,-19.321,1.701,-21.015,0,2,9,R,WhiteMountain,190,107,0.403,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,-36.953,소솨소솨,0.097,-17.058,coder_,-18.886,-46.612,Oort__Cloud,-12.982,-64.541,Kr_Luna,18.625,-53.611,Pugeuk,7.9,-64.313,Yaksok~,38.407,-79.864,mungjungh,-0.323,-101.594,HANA_ARASHI,-42.128,-100.827,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6
62,3,0,1,4,2,0,0,1,0,0,16,255,255,27,2179.023,encounter v,R,26,135,0.503,0.409,0.405,1.86,-36.706,0,0,65.44,-200,-52.727,0,0,0,2,9,R,WhiteMountain,190,107,0.403,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,-37.324,소솨소솨,0.024,-17.097,coder_,-20.124,-44.57,Oort__Cloud,-13.111,-64.528,Kr_Luna,18.267,-55.745,Pugeuk,6.99,-64.852,Yaksok~,38.309,-80.948,mungjungh,-0.324,-101.592,HANA_ARASHI,-37.896,-100.168,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
63,3,0,1,4,2,1,0,1,0,0,16,255,255,28,2194.153,encounter v,R,26,131,0.182,-0.962,0.387,1.598,-36.587,2,0,9.245,-181.473,-25.268,0,0,1,2,9,R,WhiteMountain,190,107,0.403,2,40,2195.305,212,145,47,5,255,150,122,-26.316,19.399,0.24,-0.112,-0.074,0.116,0,0.009,-36.876,소솨소솨,-0.041,-17.162,coder_,-20.359,-46.041,Oort__Cloud,-13.044,-64.536,Kr_Luna,18.32,-55.678,Pugeuk,7.154,-64.819,Yaksok~,39.664,-80.46,mungjungh,-0.323,-101.593,HANA_ARASHI,-38.182,-99.029,2195.433,-0.37,-21.116,2197.294,3,Oort__Cloud,-13.814,-59.057,0,0,0,0,0,0,0,2
64,3,0,1,4,0,0,2,0,0,0,255,255,255,29,2227.343,encounter v,R,26,139,-0.764,-1.197,0.287,1.554,-36.24,4,0,55.994,-200,-10.48,-0.335,-17.646,1,3,4,R,인생최패망자,190,90,0.45,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,-37.09,소솨소솨,-0.056,-17.188,coder_,-22.798,-50.352,Oort__Cloud,-13.04,-64.412,Kr_Luna,18.571,-51.071,Pugeuk,8.609,-64.762,Yaksok~,39.074,-81.98,mungjungh,-1.26,-99.532,HANA_ARASHI,-40.979,-100.882,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
65,3,0,1,4,0,1,2,0,0,0,255,255,255,30,2244.526,encounter v,R,26,140,-1.03,-0.74,0.242,1.642,-36.43,2,0,122.995,-200,-1.28,0,0,1,3,4,R,인생최패망자,190,90,0.45,2,55,2245.591,139,104,63,25,145,143,125,107.064,-68.075,0.72,-0.001,-0.134,0.045,0,-0.03,-37.044,소솨소솨,-0.109,-17.161,coder_,-22.628,-50.03,Oort__Cloud,-13.059,-64.429,Kr_Luna,18.612,-51.023,Pugeuk,9.472,-64.831,Yaksok~,38.797,-83.483,mungjungh,-0.016,-99.691,HANA_ARASHI,-38.123,-100.094,2252.391,-90.672,18.111,0,0,,0,0,0,0,0,0,0,0,0,3
66,3,0,1,4,0,2,2,0,0,0,255,255,255,31,2265.294,encounter v,R,13,126,-3.731,-1.4,0.149,1.673,-36.421,4,0,-378.648,326.537,-8.677,-1.241,-17.079,1,3,4,R,인생최패망자,190,90,0.45,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,-37.103,소솨소솨,-0.107,-16.917,coder_,-21.112,-49.281,Oort__Cloud,-13.206,-64.511,Kr_Luna,18.925,-51.408,Pugeuk,9.833,-65.183,Yaksok~,38.994,-82.179,mungjungh,-0.213,-98.559,HANA_ARASHI,-40.075,-100.099,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
67,4,1,1,4,0,0,0,0,0,0,255,255,255,34,2318.442,눈꽃,R,14,114,-0.136,-0.626,-0.162,1.912,-36.488,0,0,370.724,335.505,14.543,0,0,1,4,4,L,Kr_Luna,179.7,95,0.497,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,-37.278,하루（Haru）,0.323,-17.356,それいゆ るな,-23.017,-47.841,わかなで,-5.944,-66.1,인생최패망자,20.233,-44.522,아침땅_,14.855,-63.838,-라후이-,35.996,-89.76,alcohol500,2.428,-105.73,Penguin_iDOL,-42.779,-90.922,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
68,4,1,1,4,0,1,0,0,0,0,255,255,255,35,2333.407,눈꽃,R,14,116,1.401,-0.822,0.024,1.832,-36.386,0,0,390.434,312.348,1.398,0.479,-17.403,1,4,4,L,Kr_Luna,179.7,95,0.497,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,-37.411,하루（Haru）,0.297,-17.409,それいゆ るな,-22.978,-46.65,わかなで,-6.976,-65.197,인생최패망자,20.298,-44.764,아침땅_,14.841,-63.833,-라후이-,35.246,-86.783,alcohol500,0.988,-104.445,Penguin_iDOL,-41.007,-90.924,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
69,4,1,1,4,0,2,0,0,0,0,255,255,255,36,2349.506,눈꽃,R,14,114,0.353,0.216,-0.066,2.056,-36.386,0,0,337.752,368.678,8.959,0,0,1,4,4,L,Kr_Luna,179.7,95,0.497,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.076,-37.519,하루（Haru）,0.259,-17.318,それいゆ るな,-22.601,-45.981,わかなで,-5.547,-66.438,인생최패망자,20.676,-44.807,아침땅_,14.847,-63.779,-라후이-,34.727,-83.403,alcohol500,0.772,-104.716,Penguin_iDOL,-40.979,-90.864,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
70,4,1,1,4,0,0,1,0,0,0,255,255,255,37,2378.59,눈꽃,R,13,94,-0.196,0.837,0.191,2.127,-36.711,0,0,-333.644,312.348,-14.283,0,0,0,5,3,R,Oort__Cloud,160,90.166,0.2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034,-37.443,하루（Haru）,0.231,-17.284,それいゆ るな,-23.14,-46.712,わかなで,-13.609,-63.003,인생최패망자,15.873,-49.256,아침땅_,10.155,-65.933,-라후이-,28.415,-90.924,alcohol500,-0.438,-104.439,Penguin_iDOL,-44.44,-91.428,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
71,4,1,1,4,0,1,1,0,0,0,255,255,255,38,2395.171,눈꽃,R,13,95,-1.13,-0.344,0.155,2.038,-36.46,2,0,-326.601,327.09,-9.046,0,0,1,5,3,R,Oort__Cloud,160,90.166,0.2,3,55,2396.41,173,35,76,79,118,120,36,-55.101,52.047,0.09,-0.09,0.034,0.023,0,0.012,-37.16,하루（Haru）,-0.087,-17.444,それいゆ るな,-22.607,-46.058,わかなで,-13.361,-63.026,인생최패망자,16.417,-50.154,아침땅_,9.533,-65.89,-라후이-,29.741,-91.775,alcohol500,-0.659,-105.148,Penguin_iDOL,-44.51,-91.281,2396.566,-0.815,-20.898,0,0,,0,0,0,0,0,0,0,0,0,3
72,4,1,1,4,0,2,1,0,0,0,255,255,255,39,2424.016,눈꽃,R,0,134,-1.167,0.024,0.006,1.897,-36.451,0,0,0,0,-2.206,0,0,1,5,3,R,Oort__Cloud,160,90.166,0.2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.326,-37.648,하루（Haru）,-0.203,-17.35,それいゆ るな,-23.09,-47.718,わかなで,-12.182,-59.203,인생최패망자,14.799,-47.394,아침땅_,8.93,-66.289,-라후이-,32.968,-90.793,alcohol500,-2.225,-107.536,Penguin_iDOL,-44.955,-91.349,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
73,4,1,1,4,0,0,2,0,0,0,255,255,255,40,2452.434,눈꽃,R,13,108,-1.753,-0.805,-0.041,1.76,-36.511,4,0,-366.072,333.139,10.868,-0.591,-17.467,1,6,2,R,coder_,190,95,0.398,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006,-37.717,하루（Haru）,-0.28,-17.381,それいゆ るな,-22.847,-47.085,わかなで,-15.186,-60.656,인생최패망자,17.524,-47.552,아침땅_,10.552,-65.3,-라후이-,37.64,-95.746,alcohol500,-3.012,-108.059,Penguin_iDOL,-45.978,-87.897,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
74,4,1,1,4,0,1,2,0,0,0,255,255,255,41,2471.54,눈꽃,R,15,90,2.144,2.293,0.225,1.47,-37.856,2,0,0,-400,7.645,0,0,1,6,2,R,-라후이-,190,95,0.502,2,55,2518.431,114,65,40,32,84,120,81,40.09,20.268,-0.44,0.052,-0.004,0.091,0,-0.001,-37.183,하루（Haru）,0.035,-17.43,それいゆ るな,-22.151,-46.723,わかなで,-14.239,-61.502,인생최패망자,17.338,-47.472,아침땅_,11.078,-64.812,-라후이-,35.905,-90.91,alcohol500,-2.219,-107.767,Penguin_iDOL,-44.618,-88.36,2473.094,-3.941,-25.38,2474.797,2,それいゆ るな,-18.226,-45.127,0,0,0,0,0,0,0,2
75,4,0,1,4,0,0,0,0,0,0,255,255,255,32,2535.095,encounter v,R,32,140,1.936,0.324,0.487,1.846,-36.708,1,0,250,-200,-15.468,0.881,-16.23,0,4,6,R,-라후이-,190,95,0.502,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044,-37.124,소솨소솨,0.013,-17.029,coder_,-18.692,-46.665,Oort__Cloud,-13.019,-64.608,Kr_Luna,20.321,-50.885,Pugeuk,6.507,-63.644,Yaksok~,37.544,-81.391,mungjungh,-0.824,-107.69,HANA_ARASHI,-34.653,-103.834,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
76,4,0,1,4,1,0,0,0,0,0,255,255,255,33,2554.151,encounter v,R,32,140,-2.216,-1.382,0.096,1.518,-36.481,4,0,250,-200,7.006,-0.49,-17.803,1,4,6,R,-라후이-,190,95,0.502,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,-37.272,소솨소솨,-0.102,-17.303,coder_,-18.518,-46.633,Oort__Cloud,-12.947,-64.495,Kr_Luna,20.108,-51.787,Pugeuk,6.78,-65.037,Yaksok~,37.539,-81.37,mungjungh,-0.851,-107.692,HANA_ARASHI,-34.532,-103.844,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
77,4,0,1,4,1,1,0,0,0,0,255,255,255,34,2568.877,encounter v,R,26,133,1.178,0.786,0.45,1.945,-36.748,0,0,105.004,-152.31,-14.803,0,0,0,4,6,R,-라후이-,190,95,0.502,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,-37.558,소솨소솨,-0.021,-17.159,coder_,-20.084,-48.273,Oort__Cloud,-12.924,-64.443,Kr_Luna,20.028,-51.827,Pugeuk,6.916,-65.447,Yaksok~,38.443,-81.763,mungjungh,-0.84,-107.679,HANA_ARASHI,-35.754,-102.266,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
78,4,0,1,4,1,2,0,0,0,0,255,255,255,35,2582.21,encounter v,R,26,140,0.013,-0.446,0.333,1.7,-36.441,2,0,149.004,-195.465,-12.064,0,0,1,4,6,R,-라후이-,190,95,0.502,2,55,2583.163,166,111,80,40,163,150,130,-0.117,38.569,0.47,0.019,-0.074,0.137,0,-0.112,-36.948,소솨소솨,-0.07,-17.22,coder_,-19.551,-49.576,Oort__Cloud,-12.987,-64.487,Kr_Luna,20.102,-51.804,Pugeuk,7.06,-65.315,Yaksok~,37.443,-81.827,mungjungh,0.063,-107.104,HANA_ARASHI,-36.253,-102.876,2583.875,-13.512,-35.868,2592.597,8,HANA_ARASHI,-47.63,-76.221,1,0,0,0,0,0,0,2
79,4,0,1,4,0,0,0,0,1,0,255,15,255,36,2623.859,encounter v,R,13,126,-1.855,-1.064,0.324,1.747,-36.69,2,0,-365.415,341.28,-13.247,0,0,1,5,1,L,눈꽃,190,90,0.496,3,55,2624.856,112,58,97,58,95,120,90,-3.342,-38.43,0.04,0.079,-0.041,0,0,-0.123,-37.13,소솨소솨,-0.056,-17.223,coder_,-22.074,-49.91,Oort__Cloud,-5.689,-61.692,Kr_Luna,21.711,-51.008,Pugeuk,10.916,-62.512,Yaksok~,41.039,-84.903,mungjungh,3.621,-102.267,HANA_ARASHI,-41.792,-103.119,2625.106,3.73,-24.971,2626.833,4,Kr_Luna,21.953,-45.337,0,0,0,0,0,0,0,2
80,4,0,1,4,0,0,1,0,1,0,255,15,255,37,2651.071,encounter v,R,13,120,-3.478,-2.323,0.191,1.666,-36.578,4,0,-367.515,339.017,-18.909,-0.549,-20.615,1,6,3,L,わかなで,160,94.356,0.4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041,-37.318,소솨소솨,-0.182,-17.222,coder_,-20.022,-46.9,Oort__Cloud,-6.802,-62.636,Kr_Luna,19.458,-44.57,Pugeuk,12.898,-61.366,Yaksok~,39.179,-84.49,mungjungh,-0.85,-107.341,HANA_ARASHI,-40.832,-98.069,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
81,4,0,1,4,0,1,1,0,1,0,255,15,255,38,2667.342,encounter v,R,14,126,2.688,-2.963,0.494,1.557,-36.588,1,0,386.911,316.702,-7.016,0.825,-17.236,0,6,3,L,わかなで,160,94.356,0.4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,-37.173,소솨소솨,0.109,-17.044,coder_,-19.723,-44.487,Oort__Cloud,-5.728,-63.039,Kr_Luna,19.149,-41.758,Pugeuk,12.867,-60.622,Yaksok~,38.463,-81.654,mungjungh,-0.072,-107.524,HANA_ARASHI,-41.782,-97.231,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
82,4,0,1,4,0,0,1,0,1,0,255,15,255,39,2792.488,encounter v,R,10,106,-0.509,-1.438,0.326,1.811,-36.597,4,0,0,400,-4.359,-0.154,-18.14,1,7,5,R,아침땅_,160,95,0.5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,-37.372,소솨소솨,-0.019,-17.41,coder_,-20.751,-47.628,Oort__Cloud,-12.954,-64.446,Kr_Luna,19.8,-46.496,Pugeuk,2.253,-62.288,Yaksok~,38.09,-84.35,mungjungh,4.678,-106.276,HANA_ARASHI,-43.451,-97.127,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
83,4,0,1,4,0,1,1,0,1,0,255,15,255,40,2805.968,encounter v,R,12,103,2.842,1.843,0.435,1.993,-36.989,4,0,0,88.265,-8.099,0,0,1,7,5,R,아침땅_,160,95,0.5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026,-37.141,소솨소솨,0.117,-17.023,coder_,-19.752,-46.388,Oort__Cloud,-12.912,-64.403,Kr_Luna,19.02,-47.622,Pugeuk,4.433,-60.668,Yaksok~,38.049,-84.191,mungjungh,-0.468,-107.375,HANA_ARASHI,-44.313,-97.602,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
84,4,0,1,4,0,2,1,0,1,0,255,15,255,41,2822.415,encounter v,R,1,91,-0.807,-1.528,0.339,1.764,-36.903,4,0,0,0,0.396,0,0,1,7,5,R,아침땅_,160,95,0.5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,-37.223,소솨소솨,-0.079,-17.106,coder_,-20.497,-44.375,Oort__Cloud,-13.009,-64.412,Kr_Luna,17.116,-45.209,Pugeuk,2.966,-62.11,Yaksok~,38.592,-83.568,mungjungh,-0.47,-107.378,HANA_ARASHI,-38.001,-95.847,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
85,4,0,1,4,0,2,2,0,1,0,255,15,255,42,2861.385,encounter v,R,1,91,0.848,-1.271,0.371,1.939,-36.759,2,0,0,0,-3.573,0,0,1,7,3,L,わかなで,160,94.356,0.4,3,55,2862.697,141,86,81,46,78,139,101,-30,-8.509,0.07,0.094,-0.152,0.041,0,0.056,-36.88,소솨소솨,-0.021,-17.076,coder_,-17.664,-43.928,Oort__Cloud,-0.463,-59.553,Kr_Luna,18.023,-47.048,Pugeuk,10.005,-62.539,Yaksok~,37.421,-80.056,mungjungh,0.125,-103.211,HANA_ARASHI,-40.884,-98.609,2862.754,0.247,-20.627,2875.457,7,mungjungh,10.91,-134.695,1,0,0,0,0,0,0,2
86,4,0,1,6,0,0,2,0,0,0,255,255,255,43,2926.014,encounter v,R,26,140,-1.06,-1.245,0.257,1.616,-36.221,4,0,62.864,-188.171,-1.491,0,0,1,8,2,R,それいゆ るな,160,86,0.43,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,-37.114,소솨소솨,-0.129,-17.083,coder_,-21.274,-48.547,Oort__Cloud,-13.2,-64.442,Kr_Luna,19.127,-50.139,Pugeuk,9.354,-64.137,Yaksok~,34.174,-81.614,mungjungh,0.178,-102.676,HANA_ARASHI,-40.412,-100.649,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
87,4,0,1,6,0,1,2,0,0,0,255,255,255,44,2941.038,encounter v,R,14,122,1.709,-1.5,0.402,1.742,-36.566,1,0,377.483,327.882,-25.393,0.427,-18.139,0,8,2,R,それいゆ るな,160,86,0.43,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-36.887,소솨소솨,-0.221,-16.919,coder_,-21.295,-48.514,Oort__Cloud,-13.272,-64.49,Kr_Luna,18.969,-50.258,Pugeuk,9.31,-64.282,Yaksok~,34.731,-80.956,mungjungh,0.282,-103.099,HANA_ARASHI,-39.146,-100.031,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
88,4,0,1,6,1,1,2,0,0,0,255,255,255,45,2956.775,encounter v,R,32,140,-1.003,-1.419,0.219,1.588,-36.438,1,0,212.972,-200,-5.863,0,0,0,8,2,R,それいゆ るな,160,86,0.43,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,-37.229,소솨소솨,-0.113,-17.102,coder_,-21.196,-49.273,Oort__Cloud,-12.975,-64.328,Kr_Luna,20.069,-50.157,Pugeuk,8.026,-65.461,Yaksok~,35.903,-80.678,mungjungh,0.843,-102.4,HANA_ARASHI,-40.062,-96.223,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
89,4,0,1,6,2,1,2,0,0,0,255,255,255,46,2969.586,encounter v,R,32,140,-0.655,-0.569,0.251,1.704,-36.484,2,0,213.642,-200,-3.204,0,0,1,8,2,R,それいゆ るな,160,86,0.43,2,54,2970.665,255,155,16,27,255,150,88,-14.405,35.727,-0.39,0.032,0.028,0.128,0,-0.203,-36.879,소솨소솨,-0.152,-17.162,coder_,-21.149,-49.824,Oort__Cloud,-13.03,-64.453,Kr_Luna,20.197,-50.033,Pugeuk,8.132,-65.571,Yaksok~,36.924,-81.008,mungjungh,0.834,-102.401,HANA_ARASHI,-36.634,-99.138,2970.821,-1.881,-21.408,2972.718,2,coder_,-20.026,-46.809,0,0,0,0,0,0,0,2
90,5,1,1,6,0,0,0,0,0,0,255,255,255,42,3079.661,하루（Haru）,R,27,127,1.644,1.009,0.105,1.978,-36.647,1,0,126.35,-137.595,12.06,0,0,0,7,1,R,소솨소솨,190,95.643,0.5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.557,-37.061,눈꽃,0.019,-17.101,それいゆ るな,-22.641,-50.193,わかなで,-12.84,-61.305,인생최패망자,16.378,-50.444,아침땅_,10.338,-65.808,-라후이-,36.874,-83.428,alcohol500,-1.587,-105.149,Penguin_iDOL,-37.836,-87.698,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
91,5,1,1,6,1,0,0,0,0,0,255,255,255,43,3095.162,하루（Haru）,R,33,129,-0.189,-0.516,0.039,1.829,-36.631,2,0,123.446,-79.848,10.9,0,0,1,7,1,R,소솨소솨,190,95.643,0.5,2,54,3096.301,255,189,64,24,255,150,98,91.204,-88.42,-0.46,0.008,-0.085,0.294,0,-0.054,-37.321,눈꽃,-0.097,-16.953,それいゆ るな,-22.985,-50.062,わかなで,-13.049,-60.975,인생최패망자,15.694,-51.285,아침땅_,10.224,-65.72,-라후이-,40.979,-80.451,alcohol500,-0.807,-105.607,Penguin_iDOL,-42.35,-86.109,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3
92,5,1,1,6,1,1,0,0,0,0,255,255,255,44,3113.543,하루（Haru）,R,34,129,0.112,-0.347,0.013,1.866,-36.645,2,0,80.369,-61.94,7.318,0,0,1,7,1,R,소솨소솨,190,95.643,0.5,2,54,3114.672,255,174,47,16,255,150,97,17.329,16.901,-0.51,-0.023,-0.095,0.346,0,-0.206,-37.224,눈꽃,-0.044,-16.982,それいゆ るな,-21.914,-48.832,わかなで,-15.327,-61.782,인생최패망자,16.429,-51.662,아침땅_,9.462,-66.467,-라후이-,35.297,-86.625,alcohol500,-1.077,-105.636,Penguin_iDOL,-45.157,-85.83,3118.888,-12.992,-96.742,3119.167,7,alcohol500,-12.868,-95.339,0,0,0,0,0,0,0,1
93,5,1,1,6,0,0,1,0,0,0,255,255,255,45,3149.308,하루（Haru）,R,3,110,-1.256,0.514,0.328,1.888,-36.864,0,1,-471.007,0,20.293,-1.823,-10.19,0,8,9,R,Apple_Sherbet,190,89.641,0.297,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.332,-37.892,눈꽃,-0.164,-16.901,それいゆ るな,-23.093,-47.887,わかなで,-12.213,-63.483,인생최패망자,16.355,-51.383,아침땅_,9.46,-66.386,-라후이-,36.59,-86.4,alcohol500,-0.978,-105.211,Penguin_iDOL,-40.401,-92.592,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
