id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,bOutSec,r1OutSec,r2OutSec,r3OutSec,bOutCode,r1OutCode,r2OutCode,r3OutCode,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,result,cPlr,sb2Sec,sb3Sec,sbhSec,ass
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,397.529,"coder_",R,26,68,121,2.348,0.656,0.485,1.419,0.877,1.794,-36.746,15.639,0,100,0,1,0,91.163,-171.008,7.23,0,0,0,0,4,R,"Yaksok~",172.9,80,0.326,0,45,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,-37.413,0,"하랑님_",0.051,-17.064,0,"encounter v",-18.892,-44.027,0,"아침땅_",-16.457,-62.799,0,"Fresh825",18.202,-49.24,0,"_해낮_",13.998,-63.891,0,"BegForMercy",47.865,-90.887,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
2,1,1,0,0,1,0,0,0,0,0,255,255,255,1,410.08,"coder_",R,13,62,93,1.078,-0.814,0.68,1.43,1.188,1.775,-36.746,26.765,0,100,0,0,0,-316.106,331.974,10.91,0,0,0,0,4,R,"Yaksok~",172.9,80,0.326,0,45,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31,-37.453,0,"하랑님_",0.029,-17.127,0,"encounter v",-18.812,-44.32,0,"아침땅_",-16.46,-62.746,0,"Fresh825",18.142,-49.23,0,"_해낮_",13.938,-63.934,0,"BegForMercy",48.12,-90.885,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
3,1,1,0,0,1,1,0,0,0,0,255,255,255,2,425.772,"coder_",R,26,81,131,-2.459,0.18,0.033,1.339,-1.225,1.51,-36.746,11.041,49,51,0,1,0,103.94,-200,32.134,0,0,0,0,4,R,"Yaksok~",172.9,80,0.326,0,65,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118,-37.667,0,"하랑님_",-0.214,-17.118,0,"encounter v",-18.805,-44.302,0,"아침땅_",-16.47,-62.654,0,"Fresh825",18.211,-49.257,0,"_해낮_",11.221,-65.119,0,"BegForMercy",48.101,-90.897,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
4,1,1,0,0,2,1,0,0,0,0,255,255,255,3,438.622,"coder_",R,14,66,95,-0.469,-0.971,-0.024,1.396,-0.994,1.693,-36.746,7.998,70,30,0,0,0,327.232,326.243,30.087,0,0,0,0,4,R,"Yaksok~",172.9,80,0.326,0,45,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,-38.047,0,"하랑님_",-0.044,-17.399,0,"encounter v",-18.859,-44.349,0,"아침땅_",-16.476,-62.661,0,"Fresh825",18.176,-49.25,0,"_해낮_",11.217,-65.127,0,"BegForMercy",47.929,-90.964,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
5,1,1,0,0,2,2,0,0,0,0,255,255,255,4,454.233,"coder_",R,26,75,126,0.519,1.366,0.316,1.533,0.093,2.201,-36.746,11.989,48,52,0,2,0,78.431,-176.128,12.19,0,0,1,0,4,R,"Yaksok~",172.9,80,0.326,3,65,W,Y,455.182,225,162,61,60,23,138,126,-9.721,-39.079,0.014,1.698,-19.171,0.43,0,0.212,-61.222,-557.355,213.56,0.159,-37.091,0,"하랑님_",-0.029,-17.385,0,"encounter v",-18.756,-44.223,0,"아침땅_",-16.426,-62.568,0,"Fresh825",18.156,-49.165,0,"_해낮_",11.139,-65.055,0,"BegForMercy",47.974,-90.869,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,454.481,6.95,-27.492,457.641,4,52.477,0.057,-82.031,1,0,,460.759,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Fresh825",,,,0
6,1,1,0,0,0,0,0,1,0,0,4,255,255,5,484.86,"coder_",R,10,54,89,0.807,0.116,0.519,1.982,0.583,2.389,-36.746,29.775,100,0,0,2,0,0,400,14.464,0,0,0,1,5,R,"Gonyong",170.2,85,0.2,3,44,W,Y,486.312,172,143,106,88,17,145,126,-15.895,-39.621,0.229,0.976,-20.472,0.66,0.095,0.407,-267.183,522.037,-57.845,0.104,-37.482,0,"하랑님_",0.157,-17.636,0,"encounter v",-16.36,-41.605,0,"아침땅_",-11.232,-63.695,0,"Fresh825",20.114,-48.178,0,"_해낮_",12.091,-63.351,0,"BegForMercy",56.668,-87.195,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,485.427,2.763,-23.561,486.601,4,20.037,0.414,-44.836,1,0,,491.478,,,,491.128,,,,,,,,,,,,,0,0,0,0,,,489.659,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Fresh825",491.128,,,0
7,1,1,0,0,0,0,1,1,0,0,5,255,255,6,511.28,"coder_",R,10,49,85,1.005,0.286,0.399,1.973,0.426,2.429,-36.746,32.206,100,0,0,0,0,0,400,14.346,0,0,0,2,1,R,"kneesohime",190,84.939,0.5,0,44,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283,-37.456,0,"하랑님_",0.004,-17.448,0,"encounter v",-17.863,-38.964,0,"아침땅_",-9.232,-63.73,0,"Fresh825",20.665,-48.439,0,"_해낮_",10.938,-63.88,0,"BegForMercy",53.439,-83.628,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,525.171,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
8,1,1,0,0,0,1,1,1,0,0,5,255,255,7,526.05,"coder_",R,27,73,125,0.385,2.019,0.318,1.713,0.101,2.735,-36.746,18.469,97,3,0,1,0,35.433,-148.951,13.242,0,0,0,2,1,R,"kneesohime",190,84.939,0.5,0,44,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,-38.248,0,"하랑님_",-0.027,-17.319,0,"encounter v",-18.213,-39.304,0,"아침땅_",-10.603,-63.574,0,"Fresh825",20.83,-48.512,0,"_해낮_",5.637,-62.132,0,"BegForMercy",54.217,-89.484,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,0,0,0,0,0,,,,,,530.151,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",530.151,,,0
9,1,1,0,0,1,1,1,0,1,0,255,5,255,8,547.72,"coder_",R,26,61,102,1.203,1.987,0.44,1.924,0.448,2.635,-36.746,25.327,100,0,0,2,0,29.912,-200,24.322,0,0,1,2,1,R,"kneesohime",190,84.939,0.5,3,44,W,Y,549.004,200,134,98,70,10,145,130,99.292,2.742,0.21,1.707,-19.081,0.67,0,0.266,178.767,3.968,-63.637,0.656,-37.108,0,"하랑님_",-0.08,-17.715,0,"encounter v",-20,-45.335,0,"아침땅_",-16.298,-62.77,0,"Fresh825",19.449,-47.035,0,"_해낮_",11.962,-61.909,0,"BegForMercy",54.236,-89.482,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,563.486,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"",554.817,,,0
10,1,1,0,0,1,2,1,0,1,0,255,5,255,9,568.03,"coder_",R,13,66,107,-1.588,-0.303,0.295,1.461,-0.008,1.92,-36.746,17.462,6,94,0,4,0,-351.367,345.719,23.446,0,0,1,2,1,R,"kneesohime",190,84.939,0.5,0,44,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021,-38.012,0,"하랑님_",-0.015,-17.462,0,"encounter v",-20.763,-43.344,0,"아침땅_",-17.447,-64.906,0,"Fresh825",20.305,-46.241,0,"_해낮_",4.854,-61.254,0,"BegForMercy",56.189,-89.227,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,573.451,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,573.451,,0
