id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,262.234,Oort__Cloud,R,3,104,1.346,0.713,0,-442.472,0,0,0,0,0,7,R,버블붐_Bubbleboom,175.4,93,0,0,0,0,0,0,0,0,0,0,0,0,-0.179,-37.803,0.367,-17.016,-24.55,-51.927,-13.115,-59.39,22.787,-47.646,11.606,-61.862,36.651,-86.52,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,1,0,0,0,0,255,255,255,1,280.997,Oort__Cloud,R,3,100,2.442,-0.233,2,-391.708,0,0,0,1,0,7,R,버블붐_Bubbleboom,175.4,93,282.002,97,70,37,130,77,47.052,33.602,-0.39,-0.004,-0.034,0.178,0.183,-37.118,0.115,-16.679,-24.533,-51.966,-14.002,-61.741,22.794,-47.677,11.703,-61.672,38.639,-86.109,0,-100.6,-35.7,-81.8,0,0,0,287.097,3,あくせる,-29.172,-63.83,0,0,0,0,0,0,0,1
3,1,1,0,0,0,0,1,0,0,0,255,255,255,2,331.997,Oort__Cloud,R,3,104,-6.688,0.932,1,-425.002,0,-3.127,-8.662,0,1,1,R,ゆっち一,179.9,75,0,0,0,0,0,0,0,0,0,0,0,0,0.072,-37.793,-0.471,-17.245,-24.63,-51.031,-14.754,-61.031,22.794,-47.999,11.525,-62.684,38.432,-86.327,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,1,0,1,0,0,0,255,255,255,3,353.538,Oort__Cloud,R,8,106,-0.624,0.202,2,86.4,0,0,0,1,1,1,R,ゆっち一,179.9,75,354.752,82,102,36,126,81,13.349,41.455,0.94,-0.068,-0.141,0.393,-0.245,-36.993,0.241,-16.814,-24.586,-51.028,-14.488,-60.998,22.675,-48.169,11.503,-62.556,38.78,-87.124,0,-100.6,-35.7,-81.8,356.764,-26.058,-44.14,357.08,2,마렘_Marem,-25.362,-43.577,0,0,0,0,0,0,0,2
5,1,1,0,0,1,1,1,0,0,0,255,255,255,4,377.878,Oort__Cloud,R,13,103,-0.414,-1.414,1,-365.589,312.348,0,0,0,1,1,R,ゆっち一,179.9,75,0,0,0,0,0,0,0,0,0,0,0,0,-0.034,-37.584,0.199,-17.394,-24.589,-50.855,-14.316,-60.185,23.022,-47.83,11.678,-62.691,38.232,-86.309,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
6,1,1,0,0,1,2,1,0,0,0,255,255,255,5,397.954,Oort__Cloud,R,0,121,0.382,0.739,2,41.926,-134.476,0,0,1,1,1,R,ゆっち一,179.9,75,399.101,104,55,20,116,98,11.396,41.671,0.79,-0.082,-0.102,0.057,-0.202,-36.711,0.091,-17.32,-24.471,-51.999,-13.963,-60.093,22.867,-47.755,11.569,-62.548,36.522,-87.499,0,-100.6,-35.7,-81.8,0,0,0,401.064,2,마렘_Marem,-25.495,-45.027,0,0,0,0,0,0,0,1
7,1,1,0,0,0,0,2,0,0,0,255,255,255,6,431.47,Oort__Cloud,R,3,101,1.392,0.564,2,-459.091,0,0,0,1,2,5,R,Penguin_iDOL,180,59,432.724,118,94,57,135,83,40.726,36.477,-0.22,-0.061,-0.026,0.319,0.126,-36.827,0.04,-16.83,-23.691,-51.98,-13.809,-62.073,23.12,-48.089,11.507,-62.556,38.34,-87.4,0,-100.6,-35.7,-81.8,437.747,-40.026,-69.053,0,0,,0,0,0,0,0,0,0,0,0,1
8,1,0,0,0,0,0,0,0,0,0,255,255,255,0,609.2,소솨소솨,R,0,137,0.874,0.904,0,0,0,0,0,0,0,1,L,CAT tourniquet,190,52,0,0,0,0,0,0,0,0,0,0,0,0,-0.051,-38.243,-0.055,-16.449,-21.392,-49.927,-12.429,-63.919,22.012,-47.876,15.346,-62.492,35.7,-81.8,0.653,-101.383,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,1,0,0,0,0,255,255,255,1,625.584,소솨소솨,R,3,103,1.471,-0.044,0,-404.993,0,0,0,0,0,1,L,CAT tourniquet,190,52,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,-38.235,-0.04,-16.474,-20.694,-49.266,-12.442,-63.96,22.101,-47.942,15.139,-62.528,35.7,-81.8,0.902,-101.374,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,2,0,0,0,0,255,255,255,2,640.765,소솨소솨,R,0,134,1.654,1.79,1,0,0,0,0,0,0,1,L,CAT tourniquet,190,52,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-38.241,-0.074,-16.43,-20.935,-49.56,-12.427,-63.897,22.088,-47.88,15.268,-62.438,35.7,-81.8,2.674,-101.418,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
11,1,0,0,0,1,2,0,0,0,0,255,255,255,3,656.347,소솨소솨,R,0,125,-0.054,-2.529,1,0,0,-0.017,-19.961,0,0,1,L,CAT tourniquet,190,52,0,0,0,0,0,0,0,0,0,0,0,0,-0.093,-38.217,-0.062,-16.546,-20.213,-48.206,-12.501,-64.048,22.232,-48.763,15.043,-62.609,35.7,-81.8,2.64,-101.401,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
12,1,0,0,0,2,2,0,0,0,0,255,255,255,4,672.561,소솨소솨,R,0,139,1.424,0.132,0,0,0,0,0,1,0,1,L,CAT tourniquet,190,52,0,0,0,0,0,0,0,0,0,0,0,0,0.007,-38.312,-0.003,-16.443,-20.696,-48.739,-12.455,-63.871,22.36,-48.819,15.168,-62.355,35.7,-81.8,0.969,-101.622,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
13,1,0,0,0,0,0,1,0,0,0,255,255,255,5,700.728,소솨소솨,R,0,130,0.39,0.609,2,0,0,0,0,1,1,2,L,마렘_Marem,169.8,59,701.569,142,88,26,136,86,106.979,70.2,0.93,0.054,-0.087,0.166,-0.177,-37.45,-0.071,-16.377,-20.891,-50.811,-11.824,-64.142,22.616,-48.997,15.221,-62.32,35.7,-81.8,0.931,-101.633,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,0,1,1,0,0,0,255,255,255,6,718.819,소솨소솨,R,3,106,-1.348,0.67,0,-437.609,0,0,0,0,1,2,L,마렘_Marem,169.8,59,0,0,0,0,0,0,0,0,0,0,0,0,-0.229,-38.022,-0.209,-16.452,-21.767,-50.95,-12.402,-63.264,20.984,-46.403,15.637,-58.866,35.7,-81.8,1.188,-101.265,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
15,1,0,0,0,0,2,1,0,0,0,255,255,255,7,735.969,소솨소솨,R,0,136,0.364,0.847,2,0,0,0,0,1,1,2,L,마렘_Marem,169.8,59,736.74,183,99,6,137,116,38.774,-51.468,0.25,0.045,-0.074,0.212,-0.16,-37.438,-0.044,-16.451,-21.844,-51.037,-12.416,-63.175,21.043,-46.436,15.79,-58.982,35.7,-81.8,1.115,-101.299,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
16,1,0,0,0,0,2,1,0,0,0,255,255,255,8,755.102,소솨소솨,R,7,86,0.509,-0.815,2,166.696,0,0,0,1,1,2,L,마렘_Marem,169.8,59,756.323,38,118,80,90,63,-0.931,-20.247,0.96,0.116,-0.092,0.358,0.005,-37.966,-0.015,-16.567,-21.94,-50.317,-10.89,-64.697,21.929,-47.457,16.037,-61.046,35.7,-81.8,1.275,-101.354,-35.7,-81.8,757.047,3.053,-28.167,759.364,5,Penguin_iDOL,11.59,-52.152,0,0,0,0,0,0,0,2
17,1,0,0,0,0,0,2,0,0,0,255,255,255,9,780.726,소솨소솨,R,0,137,0.772,0.39,2,0,0,0,0,1,2,3,R,あくせる,170.4,59,781.828,132,68,9,129,124,41.375,36.344,0.54,-0.031,-0.067,0.209,-0.184,-37.529,-0.036,-16.541,-20.828,-48.759,-11.23,-63.519,20.273,-46.27,12.038,-62.466,35.7,-81.8,1.197,-101.262,-35.7,-81.8,787.664,-79.384,-90.891,0,0,,0,0,0,0,0,0,0,0,0,0
18,1,0,0,0,0,1,2,0,0,0,255,255,255,10,803.181,소솨소솨,R,3,96,-4.682,0.663,4,-405.859,0,0,0,1,2,3,R,あくせる,170.4,83,0,0,0,0,0,0,0,0,0,0,0,0,-0.243,-38.135,-0.634,-16.293,-20.832,-48.056,-12.4,-63.467,20.511,-45.974,10.715,-63.617,35.7,-81.8,0.195,-101.171,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
19,1,0,0,0,0,2,2,0,0,0,255,255,255,11,820.998,소솨소솨,R,10,116,-1.449,-1.271,2,0,380.78,0,0,1,2,3,R,あくせる,170.4,83,822.135,172,62,5,125,63,-24.951,-31.963,0.98,-0.046,-0.065,0.172,-0.173,-37.855,-0.072,-16.138,-20.843,-48.058,-12.61,-64.22,20.439,-45.887,11.659,-63.319,35.7,-81.8,0.275,-101.27,-35.7,-81.8,822.397,0.292,-21.578,824.464,4,じゃがー,13.865,-44.206,0,0,0,0,0,0,0,2
20,2,1,0,0,0,0,0,0,0,0,255,255,255,7,874.525,Oort__Cloud,R,3,100,-1.709,-0.129,1,-404.336,0,0,0,0,3,2,R,Yaksok~,173.2,59,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,-37.388,0.169,-17.343,-24.343,-51.445,-14.459,-63.137,22.39,-46.905,11.935,-65.063,36.214,-85.352,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
21,2,1,0,0,1,0,0,0,0,0,255,255,255,8,892.511,Oort__Cloud,R,3,104,-3.497,0.45,4,-472.564,13.135,-1.952,-10.858,1,3,2,R,Yaksok~,173.2,59,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,-37.41,-0.236,-17.311,-24.04,-50.965,-14.384,-63.212,22.26,-47.084,11.815,-65.011,36.241,-85.411,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
22,2,1,0,0,1,1,0,0,0,0,255,255,255,9,915.451,Oort__Cloud,R,0,103,-1.732,1.081,1,62.436,-40.343,0,0,0,3,2,R,Yaksok~,173.2,59,0,0,0,0,0,0,0,0,0,0,0,0,-0.276,-37.252,-0.056,-17.365,-24.024,-51.587,-14.19,-63.324,22.102,-47.078,11.887,-65.17,36.188,-85.39,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
23,2,1,0,0,2,1,0,0,0,0,255,255,255,10,937.657,Oort__Cloud,R,13,99,-0.732,-1.223,1,-263.667,336.864,0,0,0,3,2,R,Yaksok~,173.2,59,0,0,0,0,0,0,0,0,0,0,0,0,-0.124,-37.368,0.252,-17.501,-24.019,-51.601,-14.431,-63.379,22.031,-47.125,11.948,-65.22,36.196,-85.422,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
24,2,1,0,0,3,1,0,0,0,0,255,255,255,11,956.869,Oort__Cloud,R,0,111,1.616,0.371,4,27.598,-92.852,0.241,-20.785,1,3,2,R,Yaksok~,173.2,59,0,0,0,0,0,0,0,0,0,0,0,0,0.052,-37.079,0.162,-17.588,-24.359,-50.467,-16.452,-62.465,22.194,-47.031,11.871,-65.069,36.445,-85.355,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
