id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,hitSpnX,hitSpnY,hitSpnZ,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,503.027,편하비_,R,14,104,1.176,-0.988,1,347.736,338.711,0.573,-16.337,0,0,7,L,Sabo_10,185.2,94,0.6,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,-37.903,0.118,-16.654,-20.961,-48.617,-14.823,-65.029,23.117,-48.863,11.359,-56.63,36.936,-86.512,-1.147,-117.083,-39.672,-87.937,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,1,0,0,0,0,0,255,255,255,1,518.618,편하비_,R,0,124,0.22,0.023,0,0,0,0,0,0,0,7,L,Sabo_10,185.2,94,0.6,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,-37.631,0.028,-16.665,-19.701,-48.214,-13.492,-65.092,23.708,-48.633,11.61,-57.687,44.872,-95.926,0.139,-117.208,-40.015,-88.692,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,1,1,0,0,0,0,255,255,255,2,536.507,편하비_,R,14,98,0.03,-0.315,0,322.895,344.445,0.314,-16.99,1,0,7,L,Sabo_10,185.2,94,0.6,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,-37.735,0.02,-16.947,-19.458,-47.21,-13.407,-65.02,23.71,-48.627,12.12,-55.953,47.903,-97.984,0.233,-117.294,-39.267,-88.836,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,1,2,0,0,0,0,255,255,255,3,552.908,편하비_,R,14,103,0.269,0.659,2,365.589,312.348,0,0,1,0,7,L,Sabo_10,185.2,94,0.6,3,85,553.923,114,108,59,139,129,50,-36.355,0.4,0.05,-0.134,0.216,0,0,0,0.146,-37.498,0.466,-16.907,-20.158,-48.072,-13.366,-64.548,23.703,-48.654,13.396,-56.112,47.906,-97.974,0.36,-117.536,-39.321,-88.943,560.648,80.841,-90.347,0,0,,0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,1,2,0,0,0,0,255,255,255,4,583.018,편하비_,R,12,123,-0.952,-1.913,2,0,112.778,0,0,1,0,7,L,Sabo_10,185.2,94,0.6,3,85,583.921,128,99,37,140,96,-18.704,22.648,0.92,0.056,-0.177,0.233,0,0,0,-0.012,-37.351,0.11,-17.211,-20.136,-48.216,-10.167,-64.085,24.106,-49.371,12.371,-54.055,55.307,-91.717,0.654,-119.328,-37.367,-90.513,583.903,-0.467,-20.939,587.659,8,Pugeuk,-24.678,-82.451,1,0,0,0,0,0,0,2
6,1,1,0,0,0,0,0,1,0,0,6,255,255,5,615.38,편하비_,R,14,102,1.579,-0.391,2,355.397,321.097,0,0,1,1,3,L,mochi_2929,175.1,92.095,0.453,3,29,616.64,242,160,16,155,129,-3.552,10.832,0.48,0.119,-0.167,0.338,0,0,0,0.393,-37.548,0.125,-17.394,-18.913,-46.578,-12.55,-64.019,23.319,-49.458,9.862,-58.006,48.769,-86.298,0.086,-117.808,-39.073,-88.117,616.77,-1.261,-28.5,618.303,3,ke ro,-7.404,-64.722,1,0,0,0,0,0,0,2
7,1,1,0,0,0,0,0,1,0,0,6,255,255,6,666.22,편하비_,R,0,125,-1.116,0.726,0,0,0,0,0,0,2,4,L,Pring__,174.571,90.045,0.475,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,-37.115,0.18,-17.396,-18.775,-44.384,-10.538,-63.658,23.414,-49.47,7.816,-58.007,42.639,-88.866,0.862,-109.558,-34.688,-82.035,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
8,1,1,0,0,0,1,1,1,0,0,6,255,255,7,697.56,편하비_,R,14,109,1.53,-0.581,4,383.611,316.433,0.676,-17.223,0,2,4,L,Pring__,174.571,90.045,0.475,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,-37.942,0.469,-17.115,-19.163,-48.201,-9.637,-64.777,21.424,-44.233,9.009,-57.567,50.768,-92.761,0.342,-99.04,-35.745,-80.842,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
9,1,1,0,0,0,2,1,1,0,0,6,255,255,8,716.155,편하비_,R,3,116,-1.294,-0.212,2,-361.72,0,0,0,0,2,4,L,Pring__,174.571,90.045,0.475,2,85,717.026,114,104,50,138,81,-45.35,53.287,-0.45,0.01,-0.105,0.261,0,0,0,-0.165,-37.308,-0.318,-17.18,-17.994,-50.24,-4.228,-62.385,19.313,-39.952,10.58,-52.957,50.977,-92.612,-0.155,-104.483,-36.295,-82.647,716.903,-1.264,-20.702,0,0,,0,0,0,0,0,0,0,0,0,3
10,1,1,0,0,0,2,1,1,0,0,6,255,255,9,737.751,편하비_,R,3,116,-1.841,-0.719,2,-361.66,0,0,0,0,2,4,L,Pring__,174.571,90.045,0.475,2,85,738.608,161,156,74,152,127,107.814,71.634,0.53,0.011,-0.086,0.267,0,0,0,-0.032,-37.41,-0.365,-17.025,-18.576,-50.39,-5.25,-65.575,21.244,-46.108,9.667,-50.994,49.393,-90.242,0.386,-110.897,-37.13,-81.835,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
