id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,bOutSec,r1OutSec,r2OutSec,r3OutSec,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PGetSec,CGetSec,1BGetSec,2BGetSec,3BGetSec,SSGetSec,LFGetSec,CFGetSec,RFGetSec,PThrSec,CThrSec,1BThrSec,2BThrSec,3BThrSec,SSThrSec,LFThrSec,CFThrSec,RFThrSec,result,cPlr,sb2Sec,sb3Sec,sbhSec,ass
131,6,0,1,8,1,0,2,1,0,0,17,255,255,66,3590.878,"うよすま",R,48,51,94,-2.874,-1.664,0.054,0.962,-1.032,0.895,-36.785,32.212,0,100,0,1,0,-95.307,173.927,12.332,0,0,0,0,1,R,"Yaksok~",190,80,0.328,0,60,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43,-38.337,0,"인생최패망자",-0.05,-17.369,0,"Pring__",-19.408,-39.993,0,"하랑님_",-17.717,-61.549,0,"하루（Haru）",19.37,-48.15,0,"CoalCat",6.986,-63.488,0,"펜케이크",48.377,-98.209,0,"_송글_",-10.644,-108.087,0,"Megarafa",-53.405,-91.808,0,0,0,0,0,0,0,0,0,0,0,3591.017,,,,,,,,,,,3590.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
132,6,0,1,8,2,0,2,1,0,0,17,255,255,67,3606.693,"うよすま",R,33,82,133,-2.666,-0.985,0.076,1.09,-1.328,0.986,-36.785,20.368,0,100,0,4,0,110.6,-20.875,-5.914,-0.669,-11.899,1,0,1,R,"Yaksok~",190,80,0.328,0,60,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.354,-38.433,0,"인생최패망자",-0.173,-17.661,0,"Pring__",-18.914,-40.482,0,"하랑님_",-17.712,-61.526,0,"하루（Haru）",18.977,-48.579,0,"CoalCat",6.019,-62.615,0,"펜케이크",48.377,-98.262,0,"_송글_",-8.848,-108.472,0,"Megarafa",-53.403,-91.807,0,0,0,0,0,0,0,0,0,0,0,3608.457,,,,,,,,,,,3623.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
133,6,0,1,8,2,1,2,1,0,0,17,255,255,68,3624.813,"うよすま",R,3,77,115,0.286,0.716,0.496,1.347,0.983,2.079,-36.785,44.672,22,78,0,2,0,-489.073,0,-21.384,0,0,0,0,1,R,"Yaksok~",190,80,0.328,3,60,W,Y,3625.744,219,194,102,106,48,145,130,-30,24.798,0.054,1.295,-20.445,0.52,0,0.165,-412.396,273.808,-339.056,-0.142,-38.134,0,"인생최패망자",0.053,-17.435,0,"Pring__",-17.95,-41.894,0,"하랑님_",-17.656,-61.536,0,"하루（Haru）",19.094,-49.296,0,"CoalCat",7.01,-62.718,0,"펜케이크",48.359,-98.269,0,"_송글_",-7.005,-111.71,0,"Megarafa",-53.396,-91.815,0,3624.577,-0.929,-22.555,3626.19,3,-16.433,2.628,-55.586,0,0,3668.203,,,,,3630.251,,,,,,,,,,,,,,,,,,,,,3698.47,,3628.577,3626.19,,,,,,,,,,,,,,,2,"하랑님_",3630.251,,,163
134,7,1,1,8,0,0,0,0,0,0,255,255,255,64,3702.74,"Yaksok~",R,32,88,140,-0.814,0.1,0.178,1.516,-0.597,1.686,-36.437,22.334,0,100,0,2,0,178.194,9.565,4.571,0,0,1,5,2,L,"Pring__",190,92.741,0.481,3,33,W,Y,3703.682,180,116,103,107,60,145,130,-30,-48.204,-0.155,1.029,-19.885,0.6,0,0.323,64.622,-162.843,573.852,-0.984,-38.462,0,"Ainy4／あいにゃ",-0.147,-17.356,0,"encounter v",-18.749,-43.849,0,"_Gosomi",-12.483,-62.224,0,"_이누_",21.976,-46.579,0,"Kr_Luna",12.49,-59.278,0,"MODECO",52.915,-103.573,0,"ByeolBam",4.43,-114.394,0,"kneesohime",-40.975,-98.412,0,3702.523,1.717,-21.553,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3706.75,,,,,,,,,,,,,,,,,,3,"",,,,1
135,7,1,1,8,0,1,0,0,0,0,255,255,255,65,3716.918,"Yaksok~",R,32,67,120,4.011,0.82,0.575,1.66,1.326,2.07,-36.437,51.139,14,86,0,1,0,250,-56.9,3.825,0,0,0,5,2,L,"Pring__",190,92.741,0.481,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.523,-39.571,0,"Ainy4／あいにゃ",0.021,-17.252,0,"encounter v",-20.072,-46.374,0,"_Gosomi",-11.285,-61.155,0,"_이누_",22.925,-46.249,0,"Kr_Luna",13.341,-59.336,0,"MODECO",56.965,-99.841,0,"ByeolBam",1.839,-114.112,0,"kneesohime",-39.928,-92.807,0,0,0,0,0,0,0,0,0,0,0,3717.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
136,7,1,1,8,1,1,0,0,0,0,255,255,255,66,3729.471,"Yaksok~",R,3,84,109,-7.871,-1.222,-0.248,1.231,-2.598,0.867,-36.437,30.669,7,63,30,1,0,-446.698,0,0.304,-2.117,-15.522,0,5,2,L,"Pring__",190,92.741,0.481,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.118,-38.323,0,"Ainy4／あいにゃ",-1.411,-16.363,0,"encounter v",-19.302,-45.39,0,"_Gosomi",-11.168,-61.238,0,"_이누_",22.37,-46.409,0,"Kr_Luna",14.44,-58.821,0,"MODECO",57.078,-99.78,0,"ByeolBam",1.306,-114.243,0,"kneesohime",-39.972,-92.83,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
137,7,1,1,8,2,1,0,0,0,0,255,255,255,67,3742.857,"Yaksok~",R,6,61,92,1.361,0.915,0.15,1.705,-0.297,2.214,-36.437,22.198,93,7,0,0,0,390.309,0,-5.954,0,0,0,5,2,L,"Pring__",190,92.741,0.481,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27,-37.789,0,"Ainy4／あいにゃ",-0.009,-17.212,0,"encounter v",-19.619,-46.196,0,"_Gosomi",-11.628,-60.514,0,"_이누_",22.337,-46.502,0,"Kr_Luna",14.423,-58.84,0,"MODECO",56.925,-99.763,0,"ByeolBam",-0.103,-112.372,0,"kneesohime",-39.988,-92.811,0,0,0,0,0,0,0,0,0,0,0,3743.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
138,7,1,1,8,2,2,0,0,0,0,255,255,255,68,3756.654,"Yaksok~",R,33,79,129,0.453,-0.234,0.246,1.384,0.001,1.455,-36.437,22.641,26,74,0,2,0,127.952,-14.464,-2.896,0,0,1,5,2,L,"Pring__",190,92.741,0.481,3,33,W,Y,3757.671,187,120,92,94,25,145,117,-30,-46.661,0.145,0.877,-19.823,0.86,0,0.489,378.66,-191.536,424.182,-0.445,-37.696,0,"Ainy4／あいにゃ",-0.094,-17.288,0,"encounter v",-19.58,-45.813,0,"_Gosomi",-11.206,-61.275,0,"_이누_",23.13,-47.199,85,"Kr_Luna",15.118,-58.453,0,"MODECO",57.011,-99.957,0,"ByeolBam",-0.119,-112.346,0,"kneesohime",-41.023,-93.291,0,3756.497,1.609,-21.202,3758.163,4,24.053,1.026,-42.63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3761.417,,,,3758.163,,,,,,,,,3760.15,,,,,2,"_이누_",,,,5
139,7,1,1,8,2,2,0,0,0,0,255,255,255,69,3772.47,"Yaksok~",R,33,80,131,0.867,0.376,0.349,1.558,0.154,1.815,-36.437,31.823,47,53,0,0,0,147.038,-36.583,-4.206,0,0,1,5,2,L,"Pring__",190,92.741,0.481,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155,-36.947,0,"Ainy4／あいにゃ",-0.009,-17.292,0,"encounter v",-20.403,-45.519,0,"_Gosomi",-8.546,-63.583,0,"_이누_",23.31,-47.852,0,"Kr_Luna",16.975,-59.554,0,"MODECO",59.081,-100.348,0,"ByeolBam",1.593,-112.451,0,"kneesohime",-45.165,-94.301,0,0,0,0,0,0,0,0,0,0,0,3772.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
140,7,1,1,8,0,0,1,0,0,0,255,255,255,70,3790.476,"Yaksok~",R,3,82,122,-0.932,-0.032,0.359,1.461,0.219,1.586,-36.437,26.567,17,83,0,2,0,-412.252,0,-1.681,0,0,1,6,5,R,"CoalCat",176,83,0.397,3,33,W,Y,3791.846,255,39,74,94,63,145,127,26.48,-12.78,-0.11,1.001,-21.451,0.67,0,0.435,445.682,24.387,400.965,0.224,-36.92,0,"Ainy4／あいにゃ",-0.095,-17.442,0,"encounter v",-18.991,-44.56,0,"_Gosomi",-12.729,-62.489,0,"_이누_",20.978,-50.039,0,"Kr_Luna",17.001,-59.561,0,"MODECO",49.014,-100.227,0,"ByeolBam",-2.731,-108.761,0,"kneesohime",-45.799,-101.47,0,3798.59,26.907,-151.651,0,0,0,0,0,0,0,,3796.876,3801.26,3806.24,3811.091,,,,,,,,,,,,,,,,,,,,,,3812.137,,,,,,,,,,,,,,,,,,4,"",3801.26,3806.24,,1
141,7,1,2,8,0,0,1,0,0,0,255,255,255,71,3827.688,"Yaksok~",R,33,85,138,0.38,0.364,0.244,1.487,-0.011,1.795,-36.437,18.097,17,83,0,0,0,127.224,-38.78,0.366,0,0,0,7,6,L,"펜케이크",180.6,95.157,0.45,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.293,-39.794,0,"Ainy4／あいにゃ",-0.114,-17.42,0,"encounter v",-19.736,-45.285,0,"_Gosomi",-10.299,-62.757,0,"_이누_",23.286,-47.836,0,"Kr_Luna",15.193,-59.339,0,"MODECO",52.388,-94.619,0,"ByeolBam",0.118,-112.327,0,"kneesohime",-42.451,-97.374,0,0,0,0,0,0,0,0,0,0,0,3827.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
142,7,1,2,8,0,1,1,0,0,0,255,255,255,72,3840.632,"Yaksok~",R,32,72,123,3.965,0.78,0.552,1.615,1.454,2.015,-36.437,50.54,59,41,0,4,0,164.129,-54.507,-9.622,0,0,1,7,6,L,"펜케이크",180.6,95.157,0.45,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.543,-38.32,0,"Ainy4／あいにゃ",0.269,-17.36,0,"encounter v",-19.416,-44.982,0,"_Gosomi",-10.339,-62.6,0,"_이누_",23.277,-47.932,0,"Kr_Luna",15.194,-59.428,0,"MODECO",52.319,-94.652,0,"ByeolBam",0.124,-112.344,0,"kneesohime",-42.918,-97.917,0,0,0,0,0,0,0,0,0,0,0,3840.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
143,7,1,2,8,0,2,1,0,0,0,255,255,255,73,3854.438,"Yaksok~",R,3,82,107,-4.518,-1.482,-0.006,1.182,-0.997,0.869,-36.437,25.519,38,32,30,3,0,-446.299,44.895,7.856,-0.419,-20.866,0,7,6,L,"펜케이크",180.6,95.157,0.45,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.972,-37.912,0,"Ainy4／あいにゃ",-0.353,-17.559,0,"encounter v",-19.232,-44.932,0,"_Gosomi",-10.435,-62.615,0,"_이누_",22.737,-47.589,0,"Kr_Luna",15.921,-59.417,0,"MODECO",52.321,-94.684,0,"ByeolBam",0.124,-112.312,0,"kneesohime",-42.929,-97.889,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"",,,,0
144,7,1,2,8,2,2,1,0,0,0,255,255,255,74,3880.928,"Yaksok~",R,32,77,127,-0.265,0.102,0.196,1.496,-0.459,1.62,-36.437,37.246,46,54,0,2,0,224.6,-48.802,4.335,0,0,1,7,6,L,"펜케이크",180.6,95.157,0.45,3,33,W,Y,3882.066,90,109,105,82,41,133,111,26.593,-15.772,-0.049,1.022,-20.708,0.79,0,0.732,-255.529,-458.274,-291.015,-0.281,-36.495,0,"Ainy4／あいにゃ",-0.049,-17.361,0,"encounter v",-19.131,-44.783,0,"_Gosomi",-10.455,-62.811,0,"_이누_",24.003,-48.358,0,"Kr_Luna",14.983,-60.007,0,"MODECO",52.294,-94.678,82,"ByeolBam",-0.083,-111.529,0,"kneesohime",-42.885,-97.972,0,3885.176,34.238,-104.748,3888.39,6,42.831,0.057,-119.584,1,0,,3887.753,3892.082,,,,,,,,,,,,,,,,,,,,,,,,3905.23,,,3900.816,,,3888.417,,,,,,,,,3898.483,,,2,"MODECO",3892.082,,,49
145,7,1,2,8,0,0,1,0,1,0,255,6,255,75,3919.406,"Yaksok~",R,14,69,109,1.058,-0.265,0.206,1.523,-0.187,1.909,-36.437,15.125,70,30,0,0,0,358.043,345.605,-5.505,0,0,1,8,9,L,"Sabo_10",185.3,87.575,0.449,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004,-37.635,0,"Ainy4／あいにゃ",-0.032,-17.389,0,"encounter v",-18.479,-44.583,0,"_Gosomi",-7.302,-62.201,0,"_이누_",22.881,-47.63,0,"Kr_Luna",14.392,-62.476,0,"MODECO",52.401,-94.138,0,"ByeolBam",-0.708,-114.083,0,"kneesohime",-41.199,-106.823,0,0,0,0,0,0,0,0,0,0,0,3919.55,,,,,,,,,,,,3919.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",3920.649,,,0
146,7,1,2,8,0,1,1,0,1,0,255,6,255,76,3932.334,"Yaksok~",R,32,83,135,-0.475,0.304,0.138,1.45,-0.502,1.668,-36.437,18.164,51,49,0,0,0,208.485,-150.299,4.568,0,0,1,8,9,L,"Sabo_10",185.3,87.575,0.449,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139,-37.287,0,"Ainy4／あいにゃ",-0.002,-17.276,0,"encounter v",-18.444,-44.554,0,"_Gosomi",-1.99,-62.248,0,"_이누_",23.345,-47.84,0,"Kr_Luna",11.738,-61.068,0,"MODECO",51.717,-95.777,0,"ByeolBam",-0.377,-110.75,0,"kneesohime",-40.463,-107.403,0,0,0,0,0,0,0,0,0,0,0,3932.176,,,,,,,,,,,,3939.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",3934.873,,,0
147,7,1,2,8,0,2,1,0,1,0,255,6,255,77,3944.724,"Yaksok~",R,29,70,122,-0.204,-0.493,0.31,1.284,0.297,1.116,-36.437,31.961,58,42,0,0,0,-250,-200,-17.937,0,0,0,8,9,L,"Sabo_10",185.3,87.575,0.449,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.373,-37.582,0,"Ainy4／あいにゃ",0.105,-17.301,0,"encounter v",-18.477,-44.578,0,"_Gosomi",-3.684,-62.161,0,"_이누_",23.248,-46.199,0,"Kr_Luna",10.977,-60.635,0,"MODECO",52.059,-93.482,0,"ByeolBam",0.225,-111.58,0,"kneesohime",-40.366,-107.419,0,0,0,0,0,0,0,0,0,0,128,3944.577,,,,,,,,3948.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,3948.909,,0
148,7,0,2,8,0,0,0,0,0,0,255,255,255,69,4024.936,"Pring__",R,26,91,140,-1.668,-1.328,0.015,1.23,-0.86,0.618,-36.261,18.296,55,45,0,1,0,116.183,-200,38.384,0,0,0,1,8,R,"kneesohime",190,85,0.497,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125,-37.898,0,"인생최패망자",0.05,-17.392,0,"うよすま",-23.131,-49.121,0,"하랑님_",-16.987,-62.156,0,"하루（Haru）",19.013,-49.366,0,"CoalCat",8.48,-64.799,0,"펜케이크",44.907,-98.477,0,"_송글_",-1.175,-112.527,0,"Megarafa",-50.268,-92.602,0,0,0,0,0,0,0,0,0,0,0,4025.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
149,7,0,2,8,1,0,0,0,0,0,255,255,255,70,4036.636,"Pring__",R,26,85,138,0.631,0.454,0.208,1.574,0.039,1.731,-36.261,32.383,49,51,0,2,0,173.415,-200,2.897,0,0,1,1,8,R,"kneesohime",190,85,0.497,3,33,W,Y,4037.766,255,181,174,85,51,145,124,27.877,2.733,0.118,1.183,-20.176,0.24,0,0.294,452.207,52.84,390.791,-0.24,-36.906,0,"인생최패망자",0.034,-17.522,0,"うよすま",-23.007,-49.325,0,"하랑님_",-17.035,-62.557,0,"하루（Haru）",19.122,-50.102,0,"CoalCat",8.583,-64.718,0,"펜케이크",44.864,-98.515,0,"_송글_",-1.442,-115.062,85,"Megarafa",-50.278,-92.638,0,0,0,0,4042.11,7,-8.594,4.04,-128.346,0,0,,4043.766,,,,,,,,,,,,,,,,,,,,,,,,,4047.137,,,,,,,4042.11,,,,,,,,,4044.71,,1,"_송글_",,,,1
150,7,0,2,8,0,0,1,0,0,0,255,255,255,71,4062.97,"Pring__",R,10,76,105,0.581,0.252,0.279,1.847,0.245,2.295,-36.261,46.43,98,2,0,2,0,0,400,1.38,0,0,1,2,4,R,"_이누_",190,89.841,0.451,3,33,W,Y,4064.254,211,69,98,137,94,145,87,-30,-26.985,0.129,1.173,-21.261,1,0,0.216,-61.758,329.902,-497.344,-0.041,-37.321,0,"인생최패망자",-0.021,-17.369,0,"うよすま",-21.019,-46.686,0,"하랑님_",-15.834,-62.897,80,"하루（Haru）",20.536,-50.06,0,"CoalCat",8.409,-63.874,0,"펜케이크",43.094,-102.465,120,"_송글_",-6.331,-109.334,0,"Megarafa",-50.868,-89.801,0,4063.017,1.08,-23.147,4068.497,6,31.906,0.057,-79.012,1,0,,4070.132,,,,,,,,,,,,,,,,,,,,,,,,,4075.443,,,4070.896,,,4068.497,,,,,,4074.176,,,4069.537,,,2,"펜케이크",,,,130
151,7,0,2,8,0,0,1,1,0,0,14,255,255,72,4092.33,"Pring__",R,26,80,130,-0.993,-0.829,0.082,1.519,-0.55,0.907,-36.261,22.664,67,33,0,2,0,82.149,-200,5.878,0,0,1,3,2,L,"encounter v",190,86.037,0.42,3,33,W,Y,4093.387,255,255,84,119,78,145,87,-42.496,-34.491,-0.179,0.73,-20.788,-1,0,0.525,56.325,-12.846,597.212,0.106,-37.052,0,"인생최패망자",0.035,-17.598,0,"うよすま",-19.107,-41.587,63,"하랑님_",-10.258,-61.858,120,"하루（Haru）",21.217,-46.963,117,"CoalCat",12.284,-61.817,0,"펜케이크",55.007,-90.194,0,"_송글_",3.569,-105.305,0,"Megarafa",-27.719,-97.112,0,4092.137,0.323,-21.518,4094.097,4,15.479,1.267,-43.464,1,0,,4098.851,,,,4098.798,,,,,,,,,,,,,,,,,,,,,4103.03,,4097.656,4095.79,4094.097,,,,,,,4101.63,4096.643,4094.843,,,,,2,"하루（Haru）",4098.798,,,42
152,7,0,2,8,0,0,2,1,0,0,12,255,255,73,4117.02,"Pring__",R,26,74,125,1.69,0.774,0.319,1.827,0.552,1.904,-36.261,48.878,93,7,0,2,0,122.647,-196.755,0.462,0,0,0,4,6,R,"MODECO",190,85,0.445,3,33,W,Y,4118.161,120,50,50,0,12,51,51,-6.092,30.094,0.276,1.292,-20.174,-1,0.19,0.855,118.219,-481.74,-337.566,0.031,-36.988,0,"인생최패망자",0.047,-17.522,0,"うよすま",-18.14,-41.965,0,"하랑님_",-14.3,-62.108,0,"하루（Haru）",21.432,-49.171,0,"CoalCat",8.692,-64.178,0,"펜케이크",47.854,-94.406,0,"_송글_",-3.303,-110.541,0,"Megarafa",-46.816,-88.86,0,4117.39,-3.307,-26.577,4119.256,2,-10.451,0.055,-40.514,0,0,,4124.872,,,,4122.638,,,,,,,,,,,,,4122.289,2,,,,,,,4150.336,,4119.256,,,,,,,,,,,,,,,,2,"うよすま",4122.638,,,33
153,8,1,2,8,0,0,0,0,0,0,255,255,255,78,4155.889,"Yaksok~",R,3,69,110,0.381,0.901,0.499,1.618,1.017,2.14,-36.437,53.38,0,100,0,0,0,-489.421,0,-15.497,0,0,0,0,7,R,"_송글_",174.9,91.844,0.315,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197,-36.944,0,"Ainy4／あいにゃ",0.002,-17.306,0,"encounter v",-19.699,-44.914,0,"_Gosomi",-12.569,-62.194,0,"_이누_",20.392,-49.647,0,"Kr_Luna",11.08,-59.671,0,"MODECO",49.296,-95.683,0,"ByeolBam",-1.393,-107.61,0,"kneesohime",-47.246,-94.886,0,0,0,0,0,0,0,0,0,0,0,4155.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
154,8,1,2,8,0,1,0,0,0,0,255,255,255,79,4167.936,"Yaksok~",R,32,91,140,-7.35,-0.821,-0.243,1.353,-3.414,1.162,-36.437,22.815,0,100,0,1,0,163.47,27.806,1.083,-1.74,-13.016,0,0,7,R,"_송글_",174.9,91.844,0.315,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.988,-38.888,0,"Ainy4／あいにゃ",-0.859,-17.446,0,"encounter v",-19.52,-44.779,0,"_Gosomi",-12.531,-62.138,0,"_이누_",20.389,-49.661,0,"Kr_Luna",12.067,-60.595,0,"MODECO",48.348,-99.142,0,"ByeolBam",-1.595,-108.986,0,"kneesohime",-46.794,-95.434,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
155,8,1,2,8,1,1,0,0,0,0,255,255,255,80,4182.334,"Yaksok~",R,3,40,91,-3.815,3.882,0.174,1.845,-0.854,3.891,-36.437,122.796,74,26,0,1,0,-352.854,0,15.822,0,0,0,0,7,R,"_송글_",174.9,91.844,0.315,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.431,-37.062,0,"Ainy4／あいにゃ",-0.794,-16.889,0,"encounter v",-19.603,-44.837,0,"_Gosomi",-14.231,-60.927,0,"_이누_",20.381,-49.665,0,"Kr_Luna",11.784,-60.766,0,"MODECO",48.538,-99.749,0,"ByeolBam",0.031,-109.544,0,"kneesohime",-46.598,-95.547,0,0,0,0,0,0,0,0,0,0,0,4182.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
156,8,1,2,8,2,1,0,0,0,0,255,255,255,81,4197.136,"Yaksok~",R,33,77,127,-1.321,-0.065,0.183,1.479,-0.792,1.554,-36.437,29.135,0,100,0,0,0,139.908,-11.062,-0.326,0,0,1,0,7,R,"_송글_",174.9,91.844,0.315,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159,-37.149,0,"Ainy4／あいにゃ",-0.19,-17.495,0,"encounter v",-19.631,-44.815,0,"_Gosomi",-14.231,-60.88,0,"_이누_",20.492,-49.498,0,"Kr_Luna",11.965,-60.734,0,"MODECO",48.713,-97.953,0,"ByeolBam",-0.091,-109.466,0,"kneesohime",-46.666,-95.535,0,0,0,0,0,0,0,0,0,0,0,4197.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
157,8,1,2,8,2,2,0,0,0,0,255,255,255,82,4210.581,"Yaksok~",R,3,76,103,-2.276,-0.106,0.298,1.468,-0.108,1.569,-36.437,31.364,7,93,0,4,0,-451.318,0,-3.436,0,0,1,0,7,R,"_송글_",174.9,91.844,0.315,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174,-37.447,0,"Ainy4／あいにゃ",-0.234,-17.411,0,"encounter v",-19.626,-44.83,0,"_Gosomi",-14.248,-61.005,0,"_이누_",20.216,-49.065,0,"Kr_Luna",11.977,-60.728,0,"MODECO",43.024,-97.316,0,"ByeolBam",-0.456,-109.14,0,"kneesohime",-46.588,-95.484,0,0,0,0,0,0,0,0,0,0,0,4210.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
158,8,1,2,8,0,0,1,0,0,0,255,255,255,83,4229.995,"Yaksok~",R,32,77,127,2.196,0.025,0.417,1.471,0.643,1.646,-36.437,39.976,0,100,0,1,0,204.889,17.933,-7.239,0,0,0,1,3,R,"하랑님_",190,87.91,0.221,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.459,-37.949,0,"Ainy4／あいにゃ",-0.029,-17.444,0,"encounter v",-19.591,-44.802,0,"_Gosomi",-14.276,-60.897,0,"_이누_",20.189,-49.149,0,"Kr_Luna",13.342,-60.274,0,"MODECO",47.745,-101.423,0,"ByeolBam",-0.617,-110.717,0,"kneesohime",-47.139,-96.475,0,0,0,0,0,0,0,0,0,0,0,4229.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
159,8,1,2,8,1,0,1,0,0,0,255,255,255,84,4242.105,"Yaksok~",R,33,77,127,-1.448,0.154,0.163,1.517,-0.824,1.721,-36.437,22.673,0,100,0,0,0,125.292,13.011,-1.606,0,0,0,1,3,R,"하랑님_",190,87.91,0.221,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-37.371,0,"Ainy4／あいにゃ",-0.13,-17.392,0,"encounter v",-19.689,-44.906,0,"_Gosomi",-14.294,-60.903,0,"_이누_",19.997,-48.313,0,"Kr_Luna",13.785,-60.443,0,"MODECO",47.829,-101.319,0,"ByeolBam",-0.713,-110.742,0,"kneesohime",-47.391,-101.804,0,0,0,0,0,0,0,0,0,0,0,4242.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
