id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,bOutSec,r1OutSec,r2OutSec,r3OutSec,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PGetSec,CGetSec,1BGetSec,2BGetSec,3BGetSec,SSGetSec,LFGetSec,CFGetSec,RFGetSec,PThrSec,CThrSec,1BThrSec,2BThrSec,3BThrSec,SSThrSec,LFThrSec,CFThrSec,RFThrSec,result,cPlr,sb2Sec,sb3Sec,sbhSec,ass
160,8,1,2,8,1,1,1,0,0,0,255,255,255,85,4254.283,"Yaksok~",R,3,82,121,-3.291,-0.184,0.163,1.433,-0.748,1.499,-36.437,18.734,0,100,0,1,0,-431.216,0,-3.044,0,0,0,1,3,R,"하랑님_",190,87.91,0.221,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.505,-37.156,0,"Ainy4／あいにゃ",-0.183,-17.426,0,"encounter v",-19.643,-44.856,0,"_Gosomi",-14.353,-60.917,0,"_이누_",19.724,-48.113,0,"Kr_Luna",13.82,-60.425,0,"MODECO",47.772,-101.233,0,"ByeolBam",-0.697,-110.692,0,"kneesohime",-47.347,-101.813,0,0,0,0,0,0,0,0,0,0,0,4254.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
161,8,1,2,8,2,1,1,0,0,0,255,255,255,86,4267.435,"Yaksok~",R,0,63,103,2.65,2.346,0.609,2.009,1.136,3.098,-36.437,76.511,77,23,0,1,0,0,0,3.748,0,0,0,1,3,R,"하랑님_",190,87.91,0.221,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401,-38.644,0,"Ainy4／あいにゃ",-0.01,-17.341,0,"encounter v",-19.695,-44.89,0,"_Gosomi",-14.36,-60.96,0,"_이누_",21.072,-48.246,0,"Kr_Luna",13.653,-60.61,0,"MODECO",47.735,-101.388,0,"ByeolBam",-0.477,-110.201,0,"kneesohime",-47.337,-101.803,0,0,0,0,0,0,0,0,0,0,0,4267.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
162,8,1,2,8,3,1,1,0,0,0,255,255,255,87,4281.949,"Yaksok~",R,33,78,128,-0.907,-0.082,0.18,1.468,-0.593,1.56,-36.437,28.568,23,77,0,0,0,129.042,-0.302,1.703,0,0,0,1,3,R,"하랑님_",190,87.91,0.221,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,-37.432,0,"Ainy4／あいにゃ",-0.068,-17.374,0,"encounter v",-19.709,-44.821,0,"_Gosomi",-14.422,-60.856,0,"_이누_",20.941,-48.158,0,"Kr_Luna",13.672,-60.617,0,"MODECO",47.755,-101.321,0,"ByeolBam",-0.621,-110.4,0,"kneesohime",-47.482,-101.782,0,0,0,0,0,0,0,0,0,0,0,4281.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
163,8,1,2,8,3,2,1,0,0,0,255,255,255,88,4293.66,"Yaksok~",R,3,82,120,-0.644,-0.058,0.355,1.492,0.253,1.665,-36.437,34.293,0,100,0,2,0,-462.835,0,2.008,0,0,1,1,3,R,"하랑님_",190,87.91,0.221,3,33,W,Y,4294.9,255,74,157,113,51,145,101,24.686,27.028,-0.287,1.129,-20.697,-0.28,0,0.351,535.988,263.441,57.582,-0.187,-36.788,0,"Ainy4／あいにゃ",-0.142,-17.467,0,"encounter v",-19.609,-44.805,0,"_Gosomi",-14.246,-60.861,0,"_이누_",21.118,-48.222,0,"Kr_Luna",13.796,-60.413,0,"MODECO",47.72,-101.29,0,"ByeolBam",-0.462,-110.31,0,"kneesohime",-49.116,-100.449,110,0,0,0,4298.59,8,-44.917,2.721,-95.726,0,0,,4300.454,,,,,,,,,,,,,,,,,,,,,,,,,4305.723,,,4303.11,,,,,4298.59,,,,,,,,,4301.163,1,"kneesohime",,,,35
164,8,1,2,8,0,0,2,0,0,0,255,255,255,89,4317.592,"Yaksok~",R,3,40,91,-0.595,3.115,0.205,1.853,0.499,3.604,-36.437,131.249,76,24,0,1,0,-340.005,0,9.471,0,0,0,2,1,R,"인생최패망자",190,80,0.346,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164,-37.497,0,"Ainy4／あいにゃ",-0.775,-16.812,0,"encounter v",-19.021,-44.065,0,"_Gosomi",-12.032,-60.899,0,"_이누_",21.118,-49.526,0,"Kr_Luna",14.821,-61.207,0,"MODECO",48.383,-108.235,0,"ByeolBam",-2.563,-116.128,0,"kneesohime",-48.931,-100.462,0,0,0,0,0,0,0,0,0,0,0,4317.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
165,8,1,2,8,1,0,2,0,0,0,255,255,255,90,4331.731,"Yaksok~",R,0,31,83,-10.042,-2.529,0.012,1.904,-2.103,6.903,-36.437,136.747,67,33,0,1,0,-36.692,0,17.043,0,0,0,2,1,R,"인생최패망자",190,80,0.346,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27,-39.118,0,"Ainy4／あいにゃ",-0.032,-16.416,0,"encounter v",-18.463,-44.383,0,"_Gosomi",-13.427,-61.844,0,"_이누_",20.67,-48.92,0,"Kr_Luna",14.824,-61.425,0,"MODECO",48.368,-108.573,0,"ByeolBam",-2.148,-116.376,0,"kneesohime",-48.936,-100.558,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
166,8,1,2,8,2,0,2,0,0,0,255,255,255,91,4349.591,"Yaksok~",R,32,75,126,2.291,0.242,0.423,1.491,0.605,1.752,-36.437,38.374,0,100,0,2,0,250,-13.652,-3.564,0,0,1,2,1,R,"인생최패망자",190,80,0.346,3,33,W,Y,4350.673,255,163,168,155,67,145,101,41.41,-21.889,0.443,1.196,-20.969,-0.31,0,0.382,-63.296,388.383,452.938,0.237,-36.602,0,"Ainy4／あいにゃ",-0.137,-17.458,0,"encounter v",-18.559,-43.919,0,"_Gosomi",-14.059,-61.651,0,"_이누_",21.206,-49.611,0,"Kr_Luna",14.719,-61.531,0,"MODECO",48.373,-108.429,0,"ByeolBam",-2.045,-115.991,0,"kneesohime",-48.837,-100.628,0,4354.723,19.899,-98.149,4355.79,7,18.603,1.294,-103.683,1,0,,4356.466,,,,,,,,,,,,,,,,,,,,,,,,,4364.243,,,4358.696,,,,4355.79,,,,,,,,,,,2,"ByeolBam",,,,289
167,8,1,2,8,0,0,2,1,0,0,1,255,255,92,4377.409,"Yaksok~",R,14,65,94,1.667,-0.234,0.299,1.653,0.166,2.102,-36.437,28.008,100,0,0,1,0,253.626,400,-8.904,0,0,0,3,4,R,"하루（Haru）",190,90,0.397,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.373,-37.569,0,"Ainy4／あいにゃ",-0.026,-17.343,0,"encounter v",-17.479,-38.764,0,"_Gosomi",-11.924,-62.453,0,"_이누_",18.452,-48.681,0,"Kr_Luna",5.583,-60.759,0,"MODECO",49.429,-99.195,0,"ByeolBam",-1.218,-110.951,0,"kneesohime",-47.385,-98.148,0,0,0,0,0,0,0,0,0,0,0,4377.736,,,,,,,,,,,4388.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
168,8,1,2,8,1,0,2,1,0,0,1,255,255,93,4391.242,"Yaksok~",R,32,81,131,0.707,-0.038,0.241,1.4,-0.022,1.507,-36.437,18.914,52,48,0,0,0,223.192,-94.749,1.168,0,0,0,3,4,R,"하루（Haru）",190,90,0.397,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,-37.921,0,"Ainy4／あいにゃ",-1.34,-20.115,0,"encounter v",-17.476,-38.781,0,"_Gosomi",-14.935,-60.601,0,"_이누_",20.343,-49.728,0,"Kr_Luna",1.591,-59.17,0,"MODECO",49.408,-99.223,0,"ByeolBam",-3.911,-113.822,0,"kneesohime",-47.372,-98.181,0,0,0,0,0,0,0,0,0,0,0,4391.296,,,,,,,,,,,4391.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
169,8,1,2,8,1,1,2,1,0,0,1,255,255,94,4409.015,"Yaksok~",R,32,80,130,1.734,-0.169,0.375,1.403,0.405,1.4,-36.437,37.848,34,66,0,1,0,232.416,-120.057,4.864,0,0,0,3,4,R,"하루（Haru）",190,90,0.397,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,-36.902,0,"Ainy4／あいにゃ",-1.368,-19.554,0,"encounter v",-17.543,-39.464,0,"_Gosomi",-13.665,-61.94,0,"_이누_",21.87,-50.215,0,"Kr_Luna",5.281,-60.809,0,"MODECO",48.324,-99.969,0,"ByeolBam",-1.851,-113.653,0,"kneesohime",-47.212,-98.297,0,0,0,0,0,0,0,0,0,0,0,4409.137,,,,,,,,,,,4425.33,,,,,,,4413.79,2,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
170,8,1,2,8,2,1,2,1,0,0,1,255,255,95,4430.561,"Yaksok~",R,3,72,101,0.248,0.319,0.523,1.54,0.886,1.837,-36.437,58.234,3,97,0,2,0,-391.751,0,5.15,0,0,1,3,4,R,"하루（Haru）",190,90,0.397,3,33,W,Y,4431.77,174,140,70,60,46,139,130,27.936,34.281,0.077,1.177,-20.916,0.57,0,0.304,-167.85,537.81,206.365,0.051,-36.844,0,"Ainy4／あいにゃ",-0.039,-17.522,0,"encounter v",-16.438,-42.665,0,"_Gosomi",-14.16,-62.475,0,"_이누_",24.177,-54.257,0,"Kr_Luna",9.274,-60.807,0,"MODECO",49.61,-101.654,0,"ByeolBam",-0.143,-110.803,0,"kneesohime",-48.999,-99.286,91,4434.883,-67.556,-98.622,4438.017,8,-57.536,0.054,-91.31,1,0,,4437.822,4442.354,,,4436.168,4440.993,,,,,4430.911,,,,,,,,,,,,,,,4444.977,,,,,4442.523,,,4438.017,,,,,,,,,4439.19,2,"kneesohime",4436.168,4440.993,,67
171,8,1,2,8,0,0,2,0,1,1,255,4,1,96,4463.977,"Yaksok~",R,33,66,119,-1.55,0.226,0.055,1.462,-0.887,1.712,-36.437,13.434,36,64,0,1,0,131.392,-26.174,-0.84,0,0,0,4,8,L,"Megarafa",175.3,90,0.498,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053,-37.647,0,"Ainy4／あいにゃ",-0.125,-17.378,0,"encounter v",-18.996,-44.766,0,"_Gosomi",-8.969,-63.13,0,"_이누_",22.18,-45.275,0,"Kr_Luna",10.906,-62.374,0,"MODECO",47.036,-86.544,0,"ByeolBam",0.501,-111.04,0,"kneesohime",-46.147,-102.718,0,0,0,0,0,0,0,0,0,0,0,4464.216,,,,,,,,,,,,4474.734,4464.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",4467.288,4466.697,,0
172,8,1,2,8,1,0,2,0,1,1,255,4,1,97,4479.867,"Yaksok~",R,32,78,128,-1.441,0.147,0.036,1.455,-0.975,1.685,-36.437,6.949,8,92,0,0,0,232.225,-7.255,-10.438,0,0,0,4,8,L,"Megarafa",175.3,90,0.498,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.312,-38.147,0,"Ainy4／あいにゃ",0.12,-17.301,0,"encounter v",-18.889,-44.713,0,"_Gosomi",-5.986,-62.677,0,"_이누_",20.387,-44.547,0,"Kr_Luna",13.357,-60.413,0,"MODECO",47.154,-86.576,0,"ByeolBam",0.774,-111.044,0,"kneesohime",-41.668,-96.045,0,0,0,0,0,0,0,0,0,0,0,4480.03,,,,,,,,,,,,4490.883,4490.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",4483.479,4482.939,,0
173,8,1,2,8,1,1,2,0,1,1,255,4,1,98,4495.438,"Yaksok~",R,33,77,128,2.482,0.338,0.463,1.506,0.88,1.734,-36.437,46.806,11,89,0,2,0,125.595,-67.572,1.019,0,0,1,4,8,L,"Megarafa",175.3,90,0.498,3,33,W,Y,4496.621,209,55,159,29,10,145,103,31.344,-34.147,0.465,1.016,-19.799,0.91,0,0.217,504.602,-220.951,237.818,0.137,-36.486,0,"Ainy4／あいにゃ",0.002,-17.372,0,"encounter v",-18.836,-44.704,0,"_Gosomi",0.263,-60.07,0,"_이누_",23.869,-47.912,0,"Kr_Luna",13.399,-60.56,0,"MODECO",47.487,-88.357,90,"ByeolBam",-0.077,-109.906,0,"kneesohime",-41.756,-96.013,0,0,0,0,4500.59,6,52.47,2.914,-88.948,0,0,,4501.916,,,,,,,4500.637,,4501.902,,,,,,,,,,,,,,,,4521.523,,,,,,4500.63,,,,,,,,,4503.31,,,1,"MODECO",,4500.637,4501.902,16
174,8,0,2,8,0,0,0,0,0,0,255,255,255,74,4537.695,"Pring__",R,26,80,131,0.588,0.435,0.222,1.567,0.1,1.708,-36.261,33.034,65,35,0,2,0,108.399,-200,3.332,0,0,1,5,3,R,"_Gosomi",190,83,0.24,3,33,W,Y,4538.76,191,138,140,123,8,145,100,26.077,4.603,0.069,1.416,-20.652,-0.33,0,0.436,501.216,304.553,126.611,-0.386,-36.539,0,"인생최패망자",0.004,-17.571,0,"うよすま",-21.871,-47.141,0,"하랑님_",-17.425,-61.754,0,"하루（Haru）",19.095,-50.201,0,"CoalCat",9.211,-64.902,0,"펜케이크",44.593,-89.72,0,"_송글_",0.165,-111.384,0,"Megarafa",-49.355,-92.592,0,0,0,0,4542.483,7,-12.381,2.888,-103.282,0,0,,4545.097,,,,,,,,,,,,,,,,,,,,,,,,,4548.95,,,,,,,4542.483,,,,,,,,,,,1,"_송글_",,,,1
175,8,0,2,8,0,0,1,0,0,0,255,255,255,75,4568.049,"Pring__",R,26,86,139,-0.272,-0.204,0.132,1.454,-0.315,1.306,-36.261,22.276,49,51,0,2,0,149.824,-200,17.069,0,0,1,6,5,L,"Kr_Luna",169.6,92,0.498,3,33,W,Y,4568.852,157,110,106,77,33,145,110,97.281,80.576,-0.051,0.829,-20.075,0.16,0,0.086,433.538,-365.354,196.369,-0.12,-37.014,0,"인생최패망자",0.064,-17.583,0,"うよすま",-20.698,-45.954,0,"하랑님_",-15.47,-62.25,0,"하루（Haru）",19.652,-50.367,0,"CoalCat",12.766,-62.895,0,"펜케이크",54.099,-84.683,0,"_송글_",1.6,-110.726,0,"Megarafa",-40.964,-87.593,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4571.937,,,,,,,,,,,,,,,,,,3,"",,,,0
176,8,0,2,8,0,1,1,0,0,0,255,255,255,76,4584.322,"Pring__",R,26,90,140,-2.237,-1.236,-0.051,1.295,-1.17,0.73,-36.261,18.454,53,47,0,1,0,160.701,-200,38.048,0,0,0,6,5,L,"Kr_Luna",169.6,92,0.498,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255,-37.458,0,"인생최패망자",0.122,-17.397,0,"うよすま",-21.445,-46.559,0,"하랑님_",-14.09,-60.337,0,"하루（Haru）",20.716,-49.253,0,"CoalCat",13.64,-63.559,0,"펜케이크",54.247,-84.569,0,"_송글_",0.98,-109.918,0,"Megarafa",-22.549,-96.884,0,0,0,0,0,0,0,0,0,0,0,4584.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
177,8,0,2,8,1,1,1,0,0,0,255,255,255,77,4600.064,"Pring__",R,26,82,133,0.62,0.455,0.217,1.553,0.08,1.664,-36.261,28.629,55,45,0,2,0,131.916,-200,6.665,0,0,1,6,5,L,"Kr_Luna",169.6,92,0.498,3,33,W,Y,4600.854,146,123,90,74,31,144,104,29.125,-32.704,0.185,1.118,-20.288,0.88,0,0.084,392.456,-449.096,65.509,0.064,-37.255,0,"인생최패망자",0.002,-17.602,0,"うよすま",-21.482,-46.653,0,"하랑님_",-16.079,-62.823,0,"하루（Haru）",20.637,-46.828,0,"CoalCat",13.662,-63.496,0,"펜케이크",54.249,-84.571,86,"_송글_",2.892,-108.373,0,"Megarafa",-25.189,-95.985,0,0,0,0,4604.643,6,54.641,2.806,-88.721,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4610.003,,,,,,4604.643,,,,,,,,,4607.03,,,1,"펜케이크",,,,128
178,8,0,2,8,0,0,2,0,0,0,255,255,255,78,4626.907,"Pring__",R,10,74,103,0.625,-0.275,0.219,1.703,0.058,1.984,-36.261,36.342,100,0,0,0,0,110.515,400,-11.874,0,0,1,7,1,L,"Ainy4／あいにゃ",189.3,85,0.51,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107,-37.83,0,"인생최패망자",0.089,-17.519,0,"うよすま",-21.711,-46.048,0,"하랑님_",-16.883,-60.563,0,"하루（Haru）",21.138,-48.148,0,"CoalCat",12.976,-63.144,0,"펜케이크",59.162,-91.474,0,"_송글_",7.885,-102.246,0,"Megarafa",-28.846,-92.001,0,0,0,0,0,0,0,0,0,0,0,4627.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
179,8,0,2,8,0,1,2,0,0,0,255,255,255,79,4643.165,"Pring__",R,6,71,100,1.368,0.575,0.128,1.706,-0.224,1.991,-36.261,35.931,100,0,0,0,0,406.709,0,-15.882,0,0,1,7,1,L,"Ainy4／あいにゃ",189.3,85,0.51,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,-37.915,0,"인생최패망자",0.051,-17.456,0,"うよすま",-21.75,-46.059,0,"하랑님_",-15.984,-60.492,0,"하루（Haru）",20.861,-47.939,0,"CoalCat",12.781,-62.925,0,"펜케이크",59.16,-91.481,0,"_송글_",8.572,-102.2,0,"Megarafa",-26.927,-93.384,0,0,0,0,0,0,0,0,0,0,0,4643.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
180,8,0,2,8,0,2,2,0,0,0,255,255,255,80,4660.962,"Pring__",R,26,78,128,1.927,0.691,0.336,1.821,0.633,1.885,-36.261,52.415,92,8,0,2,0,134.958,-165.512,5.847,0,0,1,7,1,L,"Ainy4／あいにゃ",189.3,85,0.51,3,33,W,Y,4662.06,180,58,72,54,0,139,111,28.168,-9.846,0.358,1.273,-20.321,0.85,0,0.437,560.773,51.351,207.114,0.009,-36.932,0,"인생최패망자",0.063,-17.529,0,"うよすま",-21.569,-47.087,0,"하랑님_",-15.205,-62.476,0,"하루（Haru）",20.706,-47.972,0,"CoalCat",12.878,-62.83,0,"펜케이크",59.172,-91.485,0,"_송글_",8.83,-102.218,0,"Megarafa",-25.826,-94.432,0,4666.15,15.766,-118.59,4666.323,7,15.274,2.676,-115.358,0,0,,4667.669,,,,,,,,,,,,,,,,,,,,,,,,,4698.763,,,,,,,4666.323,,,,,,,,,,,1,"_송글_",,,,1
181,9,1,2,8,0,0,0,0,0,0,255,255,255,99,4706.161,"Yaksok~",R,13,72,112,-0.079,0.166,0.433,1.669,0.632,2.047,-36.437,42.488,64,36,0,0,0,-391.289,256.563,-8.285,0,0,0,5,2,R,"うよすま",175.4,84.996,0.572,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.081,-37.214,0,"Ainy4／あいにゃ",-0.021,-17.321,0,"encounter v",-18.808,-45.064,0,"_Gosomi",-12.523,-62.754,0,"_이누_",19.836,-50.592,0,"Kr_Luna",12.891,-58.123,0,"MODECO",34.291,-95.92,0,"ByeolBam",-0.585,-108.686,0,"kneesohime",-41.531,-84.588,0,0,0,0,0,0,0,0,0,0,0,4705.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
182,9,1,2,8,0,1,0,0,0,0,255,255,255,100,4719.518,"Yaksok~",R,3,76,114,-3.427,-0.324,0.166,1.539,-0.731,1.731,-36.437,28.671,38,62,0,1,0,-442.945,231.948,-7.011,0,0,0,5,2,R,"うよすま",175.4,84.996,0.572,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-37.206,0,"Ainy4／あいにゃ",-0.303,-17.429,0,"encounter v",-18.813,-45.018,0,"_Gosomi",-12.577,-62.727,0,"_이누_",19.831,-50.592,0,"Kr_Luna",10.873,-60.724,0,"MODECO",33.213,-96.304,0,"ByeolBam",-0.773,-108.398,0,"kneesohime",-45.386,-91.513,0,0,0,0,0,0,0,0,0,0,0,4719.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
183,9,1,2,8,1,1,0,0,0,0,255,255,255,101,4733.515,"Yaksok~",R,32,76,127,1.68,0.938,0.389,1.615,0.488,2.014,-36.437,42.421,30,70,0,1,0,154.529,-132.623,-6.052,0,0,0,5,2,R,"うよすま",175.4,84.996,0.572,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,-37.826,0,"Ainy4／あいにゃ",-0.021,-17.341,0,"encounter v",-18.802,-45.053,0,"_Gosomi",-12.652,-62.684,0,"_이누_",22.71,-50.681,0,"Kr_Luna",10.955,-60.8,0,"MODECO",37.508,-94.3,0,"ByeolBam",-0.895,-108.278,0,"kneesohime",-49.65,-91.786,0,0,0,0,0,0,0,0,0,0,0,4733.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
184,9,1,2,8,2,1,0,0,0,0,255,255,255,102,4747.603,"Yaksok~",R,33,72,123,2.754,0.673,0.494,1.615,0.977,1.953,-36.437,54.186,47,53,0,3,0,121.316,-111.077,-5.804,0.5,-21.188,0,5,2,R,"うよすま",175.4,84.996,0.572,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.794,-37.5,0,"Ainy4／あいにゃ",0.147,-17.103,0,"encounter v",-18.771,-45.008,0,"_Gosomi",-12.58,-62.538,0,"_이누_",22.268,-50.245,0,"Kr_Luna",10.889,-60.771,0,"MODECO",37.454,-95.912,0,"ByeolBam",-0.781,-108.264,0,"kneesohime",-49.648,-91.808,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"",,,,0
185,9,1,2,8,0,0,0,1,0,0,2,255,255,103,4767.615,"Yaksok~",R,32,77,127,1.537,0.077,0.384,1.474,0.4,1.546,-36.437,40.286,49,51,0,2,0,171.787,-103.595,-7.583,0,0,1,6,5,R,"CoalCat",176,83,0.397,3,33,W,Y,4768.868,202,83,112,85,41,145,85,30.171,-30.527,0.28,1.02,-21.285,-0.83,0,0.37,92.275,94.972,585.206,0.088,-37.044,0,"Ainy4／あいにゃ",0.001,-17.377,0,"encounter v",-16.624,-40.502,85,"_Gosomi",-13.563,-61.469,0,"_이누_",21.894,-50.975,117,"Kr_Luna",10.834,-60.84,94,"MODECO",47.582,-100.421,0,"ByeolBam",-0.747,-108.312,108,"kneesohime",-49.723,-91.807,0,4772.457,35.373,-86.779,4776.91,7,37.376,0.055,-102.042,1,64,,4773.925,,,,4777.878,,,,,,,,,,,,,,,4784.027,5,4781.966,4,,,4793.497,,4784.736,,4780.323,4782.243,,4776.91,,,,4792.296,,4781.216,4783.47,,4777.763,,2,"ByeolBam",4777.878,,,333
186,9,1,2,8,0,0,1,0,1,0,255,2,255,104,4810.594,"Yaksok~",R,32,74,126,1.458,0.403,0.323,1.481,0.357,1.773,-36.437,26.514,0,100,0,0,0,177.194,-75.935,-0.711,0,0,0,7,6,L,"펜케이크",180.6,95.157,0.45,0,33,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.196,-37.009,0,"Ainy4／あいにゃ",-0.021,-17.356,0,"encounter v",-19.068,-44.008,0,"_Gosomi",-7.387,-62.698,0,"_이누_",21.285,-45.402,0,"Kr_Luna",13.216,-62.124,0,"MODECO",50.102,-94.21,0,"ByeolBam",1.384,-106.977,0,"kneesohime",-46.749,-93.45,0,0,0,0,0,0,0,0,0,0,0,4810.497,,,,,,,,,,,,4819.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",4813.697,,,0
187,9,1,2,8,0,1,1,0,1,0,255,2,255,105,4824.13,"Yaksok~",R,32,71,123,2.294,0.445,0.432,1.542,0.71,1.839,-36.437,46.699,12,88,0,2,0,182.14,-33.399,-1.967,0,0,1,7,6,L,"펜케이크",180.6,95.157,0.45,3,33,W,Y,4825.259,205,79,71,13,0,131,76,8.455,-37.98,0.417,1.174,-21.32,1,0,1.107,-134.736,-577.78,-89.538,0.06,-36.901,0,"Ainy4／あいにゃ",-0.013,-17.354,0,"encounter v",-18.587,-44.527,98,"_Gosomi",-4.627,-61.999,0,"_이누_",21.455,-46.725,120,"Kr_Luna",13.615,-60.452,0,"MODECO",44.748,-91.272,0,"ByeolBam",0.282,-109.357,0,"kneesohime",-49.486,-95.219,0,4825.11,17.392,-40.934,4825.603,4,19.028,0.163,-42.641,0,0,,4830.667,,,,,,,,,,,4844.789,,,,,,,,,,,,,,4834.723,,4828.497,,4825.656,,,,,,,4829.537,,4827.083,,,,,2,"_이누_",4832.339,,,13
188,9,1,2,8,0,0,2,0,1,0,255,2,255,106,4851.21,"Yaksok~",R,3,62,106,1.753,0.333,0.556,1.58,1.549,1.831,-36.437,63.302,0,100,0,2,0,-421.801,0,-7.134,0,0,1,8,9,L,"Sabo_10",185.3,87.575,0.449,3,33,W,Y,4852.149,210,148,124,135,76,145,85,27.038,-61.859,0.427,1.216,-21.572,1,0,0.49,-175.316,-254.31,-514.384,0.09,-36.762,0,"Ainy4／あいにゃ",0.004,-17.402,0,"encounter v",-19.534,-45.22,0,"_Gosomi",-10.625,-62.528,0,"_이누_",22.728,-47.82,0,"Kr_Luna",14.845,-60.217,0,"MODECO",59.105,-100.969,0,"ByeolBam",0.114,-109.034,0,"kneesohime",-40.326,-97.624,0,4852.656,37.132,-39.701,0,0,0,0,0,0,0,,,,,,,,,4854.332,,,,4866.958,,,,,,,,,,,,,,4854.523,,,,,,,,,,,,,,,,,,3,"",4861.29,4854.332,,1
