id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,sH,sV,gyro,plx,plz,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
1,,1,1,0,0,0,0,0,0,0,0,255,255,255,0,239.246,"HANA_ARASHI",R,26,90,140,-0.009,0.352,0.52,2.011,0.092,1.688,-36.534,32.514,97,3,0,2,-96.526,-150,-5.092,0,0,0,9,L,"Kr_Luna",190,94.615,0.498,5,53,W,Y,0,240.084,136,141,146,95,33,142,88,-8.615,-30.379,-0.044,1.073,-19.334,1,0,0.11,587.837,0.321,120.198,240.484,3.057,-24.629,242.059,4,15.266,0.059,-42.94,0,0,,,,,,,,,,,,,,,244.778,0,,147,2,,,,,,,,,,,,,,,,,,,0.056,-37.316,-0.102,-17.188,-20.7,-47.136,-8.881,-62.427,19.97,-46.564,18.228,-59.8,47.981,-97.477,8.144,-118.655,-42.626,-87.305,0.141,-36.812,,"Yaksok~",-0.1,-17.197,,"레이나2",-20.758,-47.017,80,"Slaris",-10.175,-62.547,,"Roscosmos",19.954,-46.55,107,"_Gosomi",18.212,-59.711,,"HOGGYS 호기스",47.973,-97.469,,"아침땅_",8.149,-118.652,,"-라후이-",-42.649,-87.404,,248.462,-2.726,-34.531,,,,244.168,-18.297,-39.33,,,,241.805,16.291,-44.247,,,,,,,,,,,,,,,,,,,247.458,-18.153,-39.497,,,,242.766,11.449,-42.285,,,,,,,,,,,,,"",2,0,"Roscosmos",,,,130,""
2,,1,1,0,0,0,0,1,0,0,0,255,255,255,1,264.812,"HANA_ARASHI",R,26,97,140,0.457,0.73,0.506,2.061,0.028,1.868,-36.534,32.307,73,27,0,2,136.307,-150,21.099,0,0,1,7,R,"시즈카_Shizuka",175.2,85.299,0.497,5,57,W,Y,1,265.931,172,120,110,82,29,145,85,99.182,68.732,0.071,1.154,-20.135,-0.94,0,0.451,468.423,-368.571,68.813,273.751,13.196,-8.144,,,,,,0,0,,272.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,-37.665,-0.086,-17.216,-21.028,-47.096,-11.124,-61.043,19.483,-45.348,16.319,-61.284,47.208,-98.696,-4.792,-109.03,-43.1,-85.092,0.363,-36.808,,"Yaksok~",-0.089,-17.233,,"레이나2",-20.558,-46.826,,"Slaris",-11.308,-60.946,,"Roscosmos",19.036,-45.032,,"_Gosomi",16.313,-61.177,,"HOGGYS 호기스",47.208,-98.695,,"아침땅_",-7.052,-108.585,,"-라후이-",-43.348,-85.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
3,,1,1,0,0,0,1,1,0,0,0,255,255,255,2,293.465,"HANA_ARASHI",R,26,96,140,-0.326,-0.047,0.428,1.98,-0.337,1.583,-36.534,18.343,74,26,0,2,99.153,-150,10.615,0,0,1,7,R,"시즈카_Shizuka",175.2,85.299,0.497,0,52,W,Y,1,294.49,231,126,111,60,24,145,104,107.488,-32.815,-0.087,0.999,-20.185,-0.13,0,0.395,582.148,83.01,-119.221,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127,-37.484,-0.025,-17.416,-20.964,-46.845,-11.646,-61.808,19.957,-46.47,18.286,-60.782,47.999,-99.585,-4.559,-107.792,-43.194,-85.686,0.317,-36.832,,"Yaksok~",-0.036,-17.446,,"레이나2",-20.705,-46.816,,"Slaris",-11.82,-61.702,,"Roscosmos",19.945,-46.449,,"_Gosomi",18.345,-60.751,,"HOGGYS 호기스",47.981,-99.563,,"아침땅_",-5.656,-107.513,,"-라후이-",-43.189,-85.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
4,,1,1,0,0,0,2,1,0,0,0,255,255,255,3,314.902,"HANA_ARASHI",R,37,81,132,0.516,0.677,0.52,2.119,0.093,2.073,-36.534,43.166,64,36,0,2,82.724,93.787,-34.141,0,0,1,7,R,"시즈카_Shizuka",175.2,85.299,0.497,5,52,W,Y,1,315.968,178,136,130,134,50,145,104,101.645,-40.66,0.105,1.213,-20.973,0.01,0,0.463,554.849,-85.282,211.825,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-37.563,-0.101,-17.388,-20.988,-46.628,-13.918,-61.554,19.767,-46.069,16.179,-61.314,46.237,-97.6,-7.388,-107.964,-47.886,-92.803,0.206,-36.697,,"Yaksok~",-0.102,-17.416,,"레이나2",-20.7,-46.605,,"Slaris",-13.804,-61.653,,"Roscosmos",19.752,-46.07,,"_Gosomi",16.193,-61.246,,"HOGGYS 호기스",46.225,-97.588,,"아침땅_",-8.03,-107.748,,"-라후이-",-47.819,-92.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
5,,1,1,0,0,0,2,1,0,0,0,255,255,255,4,351.085,"HANA_ARASHI",R,26,87,140,1.293,1.114,0.59,2.124,0.42,2.089,-36.534,44.038,92,8,0,4,92.431,-150,-5.919,0,0,1,7,R,"시즈카_Shizuka",175.2,85.299,0.497,,52,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,353.747,1,,578,0,,,,,,,,,,,,,,,,,,,0.134,-37.656,-0.019,-17.39,-20.937,-46.718,-11.682,-62.185,19.338,-45.732,16.604,-61.628,47.337,-99.324,-5.495,-107.982,-45.818,-92.668,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
6,,1,1,0,0,0,0,2,0,0,0,255,255,255,5,369.559,"HANA_ARASHI",R,26,91,140,-2.496,-0.189,0.242,1.91,-1.201,1.338,-36.534,6.196,35,65,0,2,97.736,-150,24.06,0,0,2,8,R,"_송글_",175.4,91.844,0.315,5,58,W,Y,1,370.552,133,105,87,82,0,139,98,90.834,-44.309,-0.486,0.825,-19.783,0.94,0,0.463,504.422,312.432,89.129,377.776,-2.569,-10.879,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133,-37.35,-0.082,-17.113,-21.066,-46.844,-12.39,-61.405,20.063,-46.195,16.594,-61.595,47.322,-99.317,-6.639,-110.025,-44.332,-90.676,0.225,-36.927,,"Yaksok~",-0.17,-17.18,,"레이나2",-20.97,-46.604,,"Slaris",-12.467,-61.268,,"Roscosmos",19.665,-45.988,,"_Gosomi",16.602,-61.526,,"HOGGYS 호기스",47.337,-99.327,,"아침땅_",-6.683,-109.9,,"-라후이-",-44.344,-90.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
7,,1,1,0,0,0,1,2,0,0,0,255,255,255,6,394.707,"HANA_ARASHI",R,26,89,140,-2.039,0.227,0.273,1.978,-1.058,1.578,-36.534,25.575,72,28,0,2,118.545,-150,17.548,0,0,2,8,R,"_송글_",175.4,91.844,0.315,5,58,W,Y,1,395.663,177,64,95,40,0,145,116,-20.853,44.92,-0.394,0.971,-19.884,0.87,0,0.592,101.017,521.024,-279.875,395.967,-2.049,-21.532,397.484,2,-19.874,1.195,-41.677,0,0,,,,,,,,,,,,,,,398.67,2,,147,0,,,,,,,,,,,398.037,2,,,,,,,-0.009,-37.421,-0.067,-17.175,-20.957,-47.016,-12.944,-62.1,19.927,-45.014,15.342,-62.289,48.001,-96.138,-6.308,-108.209,-46.052,-91.431,-0.056,-36.762,,"Yaksok~",-0.136,-17.225,,"레이나2",-20.884,-47.105,,"Slaris",-13.074,-62.044,,"Roscosmos",19.728,-45.002,,"_Gosomi",15.318,-62.158,,"HOGGYS 호기스",47.957,-96.099,,"아침땅_",-6.507,-107.818,,"-라후이-",-45.886,-91.194,,,,,,,,397.182,-20.554,-42.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,0,"레이나2",,,,128,""
8,SIDE,1,1,0,0,0,0,2,0,0,0,255,255,255,,400.212,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
9,,1,0,0,0,0,0,0,0,0,0,255,255,255,0,458.523,"인생최패망자",R,32,98,140,-3.867,0.684,0.516,1.498,-1.767,1.971,-36.742,23.536,1,99,0,3,195.411,-70.275,19.963,0.122,-20.387,0,9,L,"눈꽃",190,85,0.505,,59,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-37.577,-0.022,-17.492,-20.213,-45.812,-16.16,-62.801,21.561,-52.979,11.635,-63.339,48.448,-102.416,-6.245,-114.982,-39.651,-90.108,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",6,0,"",,,,0,""
10,,1,0,0,0,2,0,0,0,0,0,255,255,255,1,475.374,"인생최패망자",R,32,94,140,-0.607,0.52,0.775,1.471,-0.564,1.884,-36.742,43.156,2,98,0,2,198.485,-69.9,13.206,0,0,0,9,L,"눈꽃",190,85,0.505,5,59,W,Y,1,476.803,152,146,93,91,26,145,125,102.658,-71.739,-0.137,1.196,-19.826,0.23,0,0.379,-477.876,39.736,-360.632,485.526,-26.849,-18.895,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026,-38.16,-0.013,-17.283,-20.002,-45.454,-15.868,-63.057,22.362,-52.533,11.947,-63.134,47.575,-101.974,-6.78,-114.379,-39.672,-90.207,0.389,-37.015,,"ʚEveɞ",0.011,-17.277,,"encounter v",-19.842,-45.269,,"muyang_",-15.883,-63.038,,"Sabo_10",22.188,-52.365,,"CoalCat",12.091,-62.989,,"즉석카레",47.869,-101.822,,"시즈카_Shizuka",-7.111,-113.501,,"_송글_",-39.852,-90.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
