id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,rotL,shS,lgS,prepS,impMv,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,buntGrip,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,266.718,"Yaksok~",R,33,82,134,0.5,0.489,0.012,1.578,-36.51,0,0,132.608,-76.714,-5.764,0.346,-17.467,1,0,4,R,"인생최패망자",190,80,0.4,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172,-37.234,0,"それいゆ るな",0.002,-16.873,0,"Penguin_iDOL",-20.605,-46.605,0,"vovopo 보보포",-14.12,-62.182,0,"Slaris",22.268,-51.294,0,"_앰프_",13.062,-62.912,0,"IbikiKai_JP",42.175,-93.114,0,"alcohol500",-1.328,-103.058,0,"-라후이-",-42.102,-89.227,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,1,0,0,0,0,255,255,255,1,281.289,"Yaksok~",R,33,86,139,-0.965,-0.203,-0.123,1.442,-36.357,2,0,121.006,-86.955,-3.4,0,0,1,0,4,R,"인생최패망자",190,80,0.4,2,83,282.311,170,13,82,87,50,172,144,96,27.424,-20.466,-0.52,-0.059,-0.089,0.057,0,-0.068,-36.764,0,"それいゆ るな",0.01,-17.179,0,"Penguin_iDOL",-20.594,-46.666,0,"vovopo 보보포",-14.824,-63.934,0,"Slaris",21.813,-51.699,0,"_앰프_",13.567,-63.274,0,"IbikiKai_JP",42.21,-93.154,0,"alcohol500",-1.124,-103.171,0,"-라후이-",-40.799,-90.769,0,0,0,0,287.204,6,"IbikiKai_JP",34.55,-91.036,0,0,0,0,0,0,0,1
3,1,1,0,0,0,0,1,0,0,0,255,255,255,2,308.234,"Yaksok~",R,33,80,131,-3.449,-0.487,-0.358,1.393,-36.386,2,0,139.344,-63.297,-3.444,0,0,1,1,8,R,"HANA_ARASHI",190,86,0.254,3,82,309.237,195,22,127,93,34,154,150,114,108.107,-65.602,0.87,0.002,-0.096,0.055,0,-0.119,-36.568,0,"それいゆ るな",-0.119,-17.075,0,"Penguin_iDOL",-21.109,-46.116,0,"vovopo 보보포",-16.746,-62.634,0,"Slaris",21.451,-51.115,0,"_앰프_",14.998,-61.76,0,"IbikiKai_JP",40.613,-92.612,0,"alcohol500",-1.714,-104.185,0,"-라후이-",-42.523,-92.376,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3
4,1,1,0,0,0,1,1,0,0,0,255,255,255,3,323.468,"Yaksok~",R,3,77,105,-0.198,-0.21,0.244,1.574,-36.646,0,0,-417.969,0,-4.361,0,0,1,1,8,R,"HANA_ARASHI",190,86,0.254,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.201,-37.453,0,"それいゆ るな",-0.083,-17.012,0,"Penguin_iDOL",-21.217,-45.869,0,"vovopo 보보포",-12.53,-63.329,0,"Slaris",21.658,-51.278,0,"_앰프_",13.73,-63.388,0,"IbikiKai_JP",39.245,-92.228,0,"alcohol500",-0.987,-104.036,0,"-라후이-",-48.426,-91.588,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,0,2,1,0,0,0,255,255,255,4,337.547,"Yaksok~",R,3,86,128,-1.294,0.057,-0.002,1.628,-36.541,0,0,-416.875,0,-3.984,0,0,0,1,8,R,"HANA_ARASHI",190,86,0.254,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.068,-37.12,0,"それいゆ るな",-0.307,-17.024,0,"Penguin_iDOL",-21.161,-45.846,0,"vovopo 보보포",-10.157,-63.134,0,"Slaris",21.909,-51.199,0,"_앰프_",13.816,-63.27,0,"IbikiKai_JP",38.82,-93.913,0,"alcohol500",-1.654,-104.529,0,"-라후이-",-48.562,-94.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
6,1,1,0,0,0,0,2,0,0,0,255,255,255,6,364.592,"Yaksok~",R,14,63,94,0.771,-0.493,-0.192,1.834,-36.625,2,0,307.054,347.693,9.272,0,0,0,2,2,L,"Pring__",179.972,95.172,0.482,3,82,365.571,158,16,67,89,59,152,139,113,-30,-46.839,0.92,0.05,-0.039,0.079,0,-0.557,-36.679,0,"それいゆ るな",0.043,-17.166,0,"Penguin_iDOL",-21.342,-45.842,0,"vovopo 보보포",-13.344,-64.151,0,"Slaris",21.626,-51.421,0,"_앰프_",13.136,-63.148,0,"IbikiKai_JP",41.369,-95.786,0,"alcohol500",1.74,-105.642,0,"-라후이-",-48.259,-95.007,0,365.538,1.692,-22.899,372.049,6,"IbikiKai_JP",66.889,-87.214,1,0,0,0,0,0,0,2
7,1,1,0,0,0,0,2,0,1,0,255,2,255,6,399.325,"Yaksok~",R,14,51,85,0.124,-0.187,-0.104,1.969,-36.607,0,0,238.067,393.805,-8.344,0,0,0,3,3,L,"ʚEveɞ",165.4,95.459,0.401,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-37.425,0,"それいゆ るな",-0.004,-16.935,0,"Penguin_iDOL",-20.164,-45.741,0,"vovopo 보보포",-5.289,-65.254,0,"Slaris",21.592,-47.51,0,"_앰프_",14.723,-62.018,0,"IbikiKai_JP",42.542,-88.396,0,"alcohol500",2.778,-105.876,0,"-라후이-",-41.745,-86.107,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
8,1,1,0,0,0,1,2,0,1,0,255,2,255,7,413.792,"Yaksok~",R,14,64,108,4.589,-0.656,0.231,1.745,-36.512,1,0,332.377,367.962,-2.597,0,0,0,3,3,L,"ʚEveɞ",165.4,95.459,0.401,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,-37.419,0,"それいゆ るな",0.391,-16.905,0,"Penguin_iDOL",-19.967,-45.51,0,"vovopo 보보포",-7.28,-63.268,0,"Slaris",21.768,-46.698,0,"_앰프_",14.369,-61.642,0,"IbikiKai_JP",42.713,-88.346,0,"alcohol500",3.028,-106.345,0,"-라후이-",-40.038,-88.456,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
9,1,1,0,0,1,1,2,0,1,0,255,2,255,8,428.492,"Yaksok~",R,14,59,91,3.018,0.069,0.032,1.952,-36.601,4,0,319.258,317.914,-9.195,0,0,1,3,3,L,"ʚEveɞ",165.4,95.459,0.401,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,-37.381,0,"それいゆ るな",0.375,-16.983,0,"Penguin_iDOL",-19.813,-45.57,0,"vovopo 보보포",-6.457,-63.814,0,"Slaris",21.878,-46.784,0,"_앰프_",13.87,-60.37,0,"IbikiKai_JP",42.598,-88.353,0,"alcohol500",3.053,-106.726,0,"-라후이-",-38.652,-93.519,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
10,1,1,0,0,1,2,2,0,1,0,255,2,255,9,445.541,"Yaksok~",R,33,82,134,-0.005,0.96,-0.033,1.629,-36.366,2,0,109.116,-53.047,-4.705,0,0,1,3,3,L,"ʚEveɞ",165.4,95.459,0.401,3,83,446.543,177,28,107,45,3,95,145,96,-9.653,-1.858,-0.05,0.079,-0.028,0.255,0,-0.103,-36.616,0,"それいゆ るな",0.069,-17.085,0,"Penguin_iDOL",-20.37,-45.596,0,"vovopo 보보포",-9.747,-65.974,0,"Slaris",22.535,-50.153,0,"_앰프_",13.76,-61.886,0,"IbikiKai_JP",42.803,-88.784,0,"alcohol500",3.26,-107,0,"-라후이-",-38.776,-90.531,0,446.749,0.391,-25.266,450.638,7,"alcohol500",3.021,-92.422,1,0,0,0,0,0,0,2
