id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,hitSpnX,hitSpnY,hitSpnZ,PPosX,PPosY,CName,CPosX,CPosY,1BName,1BPosX,1BPosY,2BName,2BPosX,2BPosY,3BName,3BPosX,3BPosY,SSName,SSPosX,SSPosY,LFName,LFPosX,LFPosY,CFName,CFPosX,CFPosY,RFName,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
37,2,0,3,0,0,1,0,0,0,0,255,255,255,7,1778.956,IllilliIIIIllil,R,13,109,0.357,-1.217,-36.812,4,0,-322.654,379.441,-1.413,-0.156,-16.626,1,3,2,L,하루（Haru）,190,107,0.5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,-37.725,vovopo 보보포,0.008,-17.13,Pring__,-22.729,-48.11,_앰프_,-13.517,-62.847,magimari,22.164,-48.502,Pugeuk,10.534,-63.751,AI,35.7,-81.8,Gonyong,0.394,-111.813,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
38,2,0,3,0,0,2,0,0,0,0,255,255,255,8,1798.403,IllilliIIIIllil,R,13,119,-1.983,-2.529,-36.887,1,0,-370.99,335.211,41.07,-0.198,-29.434,0,3,2,L,하루（Haru）,190,107,0.5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12,-37.866,vovopo 보보포,0.023,-17.039,Pring__,-22.731,-48.118,_앰프_,-13.446,-63,magimari,22.138,-48.945,Pugeuk,10.699,-63.819,AI,35.7,-81.8,Gonyong,0.394,-111.817,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
39,2,0,3,0,1,2,0,0,0,0,255,255,255,9,1815.481,IllilliIIIIllil,R,26,133,1.314,0.761,-36.807,0,0,79.612,-200,-2.275,0,0,1,3,2,L,하루（Haru）,190,107,0.5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144,-38.058,vovopo 보보포,0.018,-17.059,Pring__,-22.747,-48.121,_앰프_,-13.515,-63.057,magimari,22.125,-48.9,Pugeuk,10.62,-63.845,AI,35.7,-81.8,Gonyong,0.371,-111.806,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
40,2,0,3,0,0,0,1,0,0,0,255,255,255,10,1845.867,IllilliIIIIllil,R,14,97,1.16,-2.497,-36.97,4,0,341.572,316.164,21.043,0.219,-20.359,1,4,0,R,_이누_,190,90,0.5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,-37.992,vovopo 보보포,0.672,-16.766,Pring__,-22.263,-47.463,_앰프_,-14.257,-61.907,magimari,22.282,-48.737,Pugeuk,9.242,-64.505,AI,35.7,-81.8,Gonyong,0.479,-111.789,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
41,2,0,3,0,0,1,1,0,0,0,255,255,255,11,1868.502,IllilliIIIIllil,R,26,129,2.924,1.36,-36.905,3,0,98.777,-154.422,-6.749,0.062,-20.383,0,4,0,R,_이누_,190,90,0.5,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.092,-37.292,vovopo 보보포,0.112,-17.089,Pring__,-22.256,-47.464,_앰프_,-15.319,-63.09,magimari,22.369,-50.675,Pugeuk,7.49,-66.046,AI,35.7,-81.8,Gonyong,0.438,-109.562,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6
42,2,0,3,0,2,1,1,0,0,0,255,255,255,12,1908.461,IllilliIIIIllil,R,13,116,-3.33,-1.652,-36.814,1,0,-353.41,353.697,48.73,-0.805,-18.731,0,4,0,R,_이누_,190,90,0.5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,-37.386,vovopo 보보포,-0.052,-17.115,Pring__,-21.189,-46.229,_앰프_,-14.773,-62.778,magimari,20.101,-51.471,Pugeuk,8.451,-64.321,AI,35.7,-81.8,Gonyong,0.423,-109.497,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
43,2,0,3,0,3,1,1,0,0,0,255,255,255,13,1931.731,IllilliIIIIllil,R,26,136,0.16,0.024,-36.599,2,0,83.627,-167.469,12.698,0,0,1,4,0,R,_이누_,190,90,0.5,3,69,1932.698,146,69,0,73,67,37.436,51.316,0.84,-0.034,-0.096,0.266,0,0,0,-0.026,-36.927,vovopo 보보포,0.034,-17.136,Pring__,-21.191,-46.23,_앰프_,-14.96,-62.457,magimari,20.982,-51.051,Pugeuk,8.57,-64.266,AI,35.7,-81.8,Gonyong,0.535,-109.628,AI,-35.7,-81.8,1928.624,-56.162,-64.936,0,0,,0,0,0,0,0,0,0,0,0,2
44,2,0,3,0,3,2,1,0,0,0,255,255,255,14,1954.813,IllilliIIIIllil,R,0,88,-1.123,-0.262,-36.891,0,0,-1.646,7.958,11.018,0,0,1,4,0,R,_이누_,190,90,0.5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.196,-36.607,vovopo 보보포,0.022,-17.204,Pring__,-22.19,-45.523,_앰프_,-14.307,-62.004,magimari,22.563,-49.895,Pugeuk,6.31,-65.1,AI,35.7,-81.8,Gonyong,-5.944,-107.581,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
45,2,0,3,0,0,0,2,0,0,0,255,255,255,15,1982.615,IllilliIIIIllil,R,26,116,0.646,0.788,-36.711,0,0,67.692,-175.239,1.522,0,0,1,5,6,R,별이__,174.5,95,0.5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.273,-37.217,vovopo 보보포,0.096,-17.134,Pring__,-22.277,-47.608,_앰프_,-15.171,-62.231,magimari,15.496,-43.275,Pugeuk,8.368,-62.642,AI,35.7,-81.8,Gonyong,-5.854,-107.543,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
46,2,0,3,0,0,1,2,0,0,0,255,255,255,16,1998.4,IllilliIIIIllil,R,10,103,-0.102,0.203,-36.946,0,0,0,400,-10.261,0,0,0,5,6,R,별이__,174.5,95,0.5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214,-37.615,vovopo 보보포,0.018,-17.093,Pring__,-22.284,-47.611,_앰프_,-14.89,-61.668,magimari,15.636,-44.245,Pugeuk,8.398,-62.608,AI,35.7,-81.8,Gonyong,-6.031,-107.556,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
47,2,0,3,0,0,2,2,0,0,0,255,255,255,17,2014.27,IllilliIIIIllil,R,26,120,-0.297,0.19,-36.694,0,0,39.886,-196.871,9.501,0,0,1,5,6,R,별이__,174.5,95,0.5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.128,-36.436,vovopo 보보포,0.095,-17.135,Pring__,-22.327,-46.974,_앰프_,-14.657,-61.877,magimari,15.715,-44.097,Pugeuk,8.104,-62.524,AI,35.7,-81.8,Gonyong,-6.06,-107.551,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
48,3,1,3,0,0,0,0,0,0,0,255,255,255,29,2061.666,_이누_,R,14,112,0.949,-0.878,-36.421,0,0,358.508,348.529,-3.516,0.464,-16.493,1,5,0,L,IllilliIIIIllil,174.5,95.213,0.497,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.364,-37.432,ʚEveɞ,0.013,-16.575,하루（Haru）,-20.055,-47.13,Soleil Luna,-11.911,-62.482,coder_,13.446,-41.82,HANA_ARASHI,13.812,-60.177,별이__,37.829,-82.512,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
49,3,1,3,0,0,1,0,0,0,0,255,255,255,30,2080.355,_이누_,R,0,137,-1.862,0.036,-36.41,2,0,0,0,0,0,0,1,5,0,L,IllilliIIIIllil,174.5,95.213,0.497,3,69,2081.398,148,106,74,140,90,97.921,79.625,0.03,-0.021,-0.057,0.213,0,0,0,-0.319,-36.914,ʚEveɞ,-0.325,-16.653,하루（Haru）,-19.005,-45.366,Soleil Luna,-10.736,-65.351,coder_,17.699,-47.489,HANA_ARASHI,15.101,-61.922,별이__,38.017,-80.254,AI,0,-100.61,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3
50,3,1,3,0,0,2,0,0,0,0,255,255,255,31,2100.659,_이누_,R,0,140,-0.501,1.151,-36.556,2,0,0,0,0,0,0,1,5,0,L,IllilliIIIIllil,174.5,95.213,0.497,3,69,2101.668,194,140,54,150,99,26.251,25.136,0.92,0.011,-0.051,0.257,0,0,0,-0.324,-36.891,ʚEveɞ,-0.323,-16.538,하루（Haru）,-19.843,-46.195,Soleil Luna,-11.097,-66.157,coder_,17.411,-46.449,HANA_ARASHI,15.289,-62.344,별이__,38.12,-79.445,AI,0,-100.61,AI,-35.7,-81.8,2099.596,-23.386,-126.928,2104.769,5,HANA_ARASHI,6.05,-63.938,1,0,0,0,0,0,0,2
51,3,1,3,0,0,0,0,0,0,1,255,255,0,32,2152.715,_이누_,R,0,138,0.685,0.759,-36.485,0,0,0,0,0,0.221,-17.369,0,6,7,R,Gonyong,179.9,95,0.2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09,-37.384,ʚEveɞ,-0.027,-16.559,하루（Haru）,-19.616,-46.388,Soleil Luna,-8.4,-61.462,coder_,17.143,-44.169,HANA_ARASHI,15.483,-62.626,별이__,35.146,-83.487,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
52,3,1,3,0,0,1,0,0,0,1,255,255,0,33,2171.173,_이누_,R,27,140,1.271,0.232,-36.434,4,0,124.673,-129.333,14.546,-0.022,-18.607,1,6,7,R,Gonyong,179.9,95,0.2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218,-37.213,ʚEveɞ,-0.007,-16.98,하루（Haru）,-20.04,-46.529,Soleil Luna,-7.051,-64.095,coder_,16.192,-45.351,HANA_ARASHI,16.539,-61.785,별이__,34.873,-83.458,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
53,3,1,3,0,0,2,0,0,0,1,255,255,0,34,2192.87,_이누_,R,10,123,0.115,-2.041,-36.419,4,0,0,400,11.772,0,0,1,6,7,R,Gonyong,179.9,95,0.2,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.076,-37.503,ʚEveɞ,-0.042,-17.037,하루（Haru）,-20.115,-46.275,Soleil Luna,-5.665,-61.521,coder_,17.965,-42.296,HANA_ARASHI,16.225,-61.991,별이__,35.663,-80.035,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,64,0,0,0,0,0,0
54,3,1,3,0,0,2,0,0,0,1,255,255,0,35,2249.142,_이누_,R,27,140,-0.503,-0.189,-36.398,2,0,84.673,-113.666,12.083,0,0,1,6,7,R,Gonyong,179.9,95,0.2,3,44,2249.975,149,106,24,135,124,21.849,-0.251,0.31,-0.135,-0.115,0.147,0,0,0,-0.232,-36.82,ʚEveɞ,-0.037,-16.807,하루（Haru）,-20.099,-47.401,Soleil Luna,-8.99,-63.455,coder_,19.627,-41.604,HANA_ARASHI,16.722,-60.763,별이__,36.693,-79.426,AI,0,-100.6,AI,-35.7,-81.8,2245.332,-16.409,-125.235,2250.137,5,HANA_ARASHI,-0.491,-60.961,1,0,0,0,0,0,0,2
55,3,1,3,0,0,0,0,0,1,0,255,7,255,36,2291.745,_이누_,R,26,123,-0.3,-0.056,-36.42,2,0,-180.263,-188.806,2.173,0,0,1,0,2,L,Pring__,176.314,94.637,0.401,3,67,2292.557,111,96,84,128,76,66.141,-0.375,-0.46,0.042,-0.194,0.117,0,0,0,-0.425,-36.811,ʚEveɞ,-0.127,-17.009,하루（Haru）,-19.867,-45.428,Soleil Luna,-9.583,-64.18,coder_,18.404,-46.131,HANA_ARASHI,12.494,-62.927,별이__,40.247,-82.953,AI,0,-100.6,AI,-35.7,-81.8,2285.783,0.455,-50.683,2285.985,3,Soleil Luna,0.441,-49.922,0,0,0,0,0,0,0,1
56,3,1,4,0,0,0,1,0,0,1,255,255,7,37,2364.761,_이누_,R,26,122,-0.615,1.692,-36.609,1,0,-18.749,-200,6.234,0,0,0,1,1,L,vovopo 보보포,175.3,94,0.549,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184,-37.333,ʚEveɞ,-0.236,-16.79,하루（Haru）,-20.33,-46.646,Soleil Luna,-4.092,-63.368,coder_,18.945,-41.846,HANA_ARASHI,14.747,-61.645,별이__,38.369,-83.838,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
57,3,1,4,0,1,0,1,0,1,0,255,255,255,38,2380.167,_이누_,R,0,127,-0.69,0.484,-36.463,2,0,0,0,0,0,0,1,1,1,L,vovopo 보보포,175.3,94,0.549,3,67,2381.221,192,128,46,150,88,26.117,1.756,-0.49,0.018,-0.079,0.38,0,0,0,-0.218,-36.998,ʚEveɞ,-0.13,-17.121,하루（Haru）,-19.807,-46.493,Soleil Luna,-0.439,-61.456,coder_,19.746,-40.828,HANA_ARASHI,13.243,-63.302,별이__,38.504,-83.81,AI,0,-100.6,AI,-35.7,-81.8,2373.63,2.574,-94.417,2377.86,0,_이누_,0.521,-51.379,0,0,0,0,0,0,0,1
58,3,1,4,0,0,0,2,0,1,0,255,255,255,39,2414.909,_이누_,R,27,127,0.626,0.05,-36.356,0,0,81.027,-120.193,16.115,0,0,0,2,4,R,magimari,190,90,0.502,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.223,-37.209,ʚEveɞ,-0.03,-16.871,하루（Haru）,-20.166,-47.553,Soleil Luna,-5.379,-64.378,coder_,17.697,-47.832,HANA_ARASHI,12.198,-63.48,별이__,34.372,-86.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
59,3,1,4,0,0,1,2,0,1,0,255,255,255,40,2429.936,_이누_,R,26,125,-0.686,-0.006,-36.381,0,0,-154.907,-200,0.27,0,0,1,2,4,R,magimari,190,90,0.502,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,-37.441,ʚEveɞ,-0.052,-16.825,하루（Haru）,-19.974,-46.311,Soleil Luna,-7.231,-65.624,coder_,17.612,-44.27,HANA_ARASHI,12.266,-62.698,별이__,34.269,-87.2,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
60,3,1,4,0,0,2,2,0,1,0,255,255,255,41,2443.164,_이누_,R,33,125,1.933,0.116,-36.563,2,0,138.075,-118.39,16.508,0,0,1,2,4,R,magimari,190,90,0.502,2,66,2444.22,170,196,74,148,93,95.374,-73.254,-0.44,-0.008,-0.095,0.254,0,0,0,-0.25,-36.701,ʚEveɞ,-0.024,-16.861,하루（Haru）,-19.229,-45.691,Soleil Luna,-7.645,-65.927,coder_,17.7,-44.323,HANA_ARASHI,11.626,-64.005,별이__,36.201,-87.075,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3
61,3,1,4,0,0,2,2,0,1,0,255,255,255,42,2464.953,_이누_,R,12,94,-0.304,-0.942,-36.567,2,0,0,123.676,3.591,0,0,1,2,4,R,magimari,190,90,0.502,2,45,2466.159,158,186,53,144,90,-50.635,42.926,-0.43,-0.02,-0.097,0.27,0,0,0,-0.224,-36.834,ʚEveɞ,-0.046,-17.03,하루（Haru）,-20.419,-47.491,Soleil Luna,-7.371,-65.919,coder_,19.952,-42.772,HANA_ARASHI,13.753,-63.336,별이__,37.002,-85.399,AI,0,-100.6,AI,-35.7,-81.8,2453.755,-0.547,-21.347,2455.88,2,하루（Haru）,-19.573,-41.968,0,0,0,0,0,0,0,2
62,3,0,4,0,0,0,0,0,0,0,255,255,255,18,2507.326,IllilliIIIIllil,R,26,119,0.725,0.484,-36.673,0,0,114.132,-200,1.127,0,0,0,6,3,R,Soleil Luna,160,95,0.5,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,-37.441,vovopo 보보포,0.046,-17.105,Pring__,-22.387,-48.093,_앰프_,-15.468,-61.017,magimari,21.916,-49.949,Pugeuk,10.538,-64.08,AI,35.7,-81.8,Gonyong,1.078,-108.742,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
63,3,0,4,0,0,1,0,0,0,0,255,255,255,19,2526.35,IllilliIIIIllil,R,27,127,3.468,-2.786,-36.918,2,0,62.747,-123.574,0.316,0,0,1,6,3,R,Soleil Luna,160,95,0.5,2,66,2527.432,184,88,27,132,73,19.815,5.658,-0.52,0.027,0.016,0.353,0,0,0,0.065,-37.126,vovopo 보보포,0.034,-17.13,Pring__,-22.432,-48.137,_앰프_,-15.896,-62.272,magimari,21.955,-49.748,Pugeuk,9.935,-63.426,AI,35.7,-81.8,Gonyong,1.969,-105.925,AI,-35.7,-81.8,0,0,0,2518.387,3,_앰프_,-4.816,-66.465,0,0,0,0,0,0,0,1
64,3,0,4,0,0,0,1,0,0,0,255,255,255,20,2558.897,IllilliIIIIllil,R,10,77,-5.077,-2.72,-36.93,3,0,0,400,-3.44,-0.317,-31.769,0,0,1,L,ʚEveɞ,174.9,95.106,0.401,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115,-37.467,vovopo 보보포,-0.06,-17.194,Pring__,-22.833,-47.092,_앰프_,-14.675,-62.287,magimari,20.655,-48.253,Pugeuk,9.185,-65.76,AI,35.7,-81.8,Gonyong,18.012,-107.751,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6
65,3,0,4,0,2,0,1,0,0,0,255,255,255,21,2587.917,IllilliIIIIllil,R,14,113,2.229,-1.348,-36.593,4,0,384.183,320.005,22.147,0.665,-18.029,1,0,1,L,ʚEveɞ,174.9,95.106,0.401,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,-37.802,vovopo 보보포,0.389,-16.837,Pring__,-22.82,-47.102,_앰프_,-14.664,-62.301,magimari,20.722,-48.238,Pugeuk,9.112,-65.991,AI,35.7,-81.8,Gonyong,18.214,-107.74,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
66,3,0,4,0,2,1,1,0,0,0,255,255,255,22,2607.543,IllilliIIIIllil,R,17,92,0.146,0.645,-36.562,0,0,0,-117.133,9.92,0,0,1,0,1,L,ʚEveɞ,174.9,95.106,0.401,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,-37.77,vovopo 보보포,0.072,-17.098,Pring__,-22.805,-47.109,_앰프_,-15.129,-62.939,magimari,21.456,-48.711,Pugeuk,8.943,-66.199,AI,35.7,-81.8,Gonyong,18.274,-107.83,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
67,3,0,4,0,2,2,1,0,0,0,255,255,255,23,2623.576,IllilliIIIIllil,R,12,119,0.391,1.11,-36.717,2,0,0,118.449,-21.472,0,0,1,0,1,L,ʚEveɞ,174.9,95.106,0.401,3,70,2624.587,223,125,12,137,38,3.004,39.397,0.19,0.101,-0.029,0.51,0,0,0,-0.048,-36.942,vovopo 보보포,0.084,-17.04,Pring__,-22.843,-47.07,_앰프_,-15.136,-62.961,magimari,21.261,-48.798,Pugeuk,9.083,-66.154,AI,35.7,-81.8,Gonyong,18.169,-107.769,AI,-35.7,-81.8,2613.061,-5.441,-27.708,2618.867,-1,PZ xD,-20.241,-39.97,0,0,0,0,0,0,0,2
68,3,0,4,0,0,0,2,0,0,0,255,255,255,24,2656.548,IllilliIIIIllil,R,26,140,-0.597,-0.302,-36.715,0,0,-43.541,-200,17.418,0,0,0,1,5,R,HANA_ARASHI,169.5,86,0.248,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165,-37.323,vovopo 보보포,0.003,-17.087,Pring__,-21.165,-46.269,_앰프_,-15.724,-63.247,magimari,20.388,-47.528,Pugeuk,9.307,-65.25,AI,35.7,-81.8,Gonyong,0.989,-104.187,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
69,3,0,4,0,0,1,2,0,0,0,255,255,255,25,2669.718,IllilliIIIIllil,R,13,116,-2.633,-2.814,-36.702,4,0,-369.135,337.253,32.867,-0.501,-20.243,1,1,5,R,HANA_ARASHI,169.5,86,0.248,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101,-37.65,vovopo 보보포,0.006,-17.137,Pring__,-21.077,-45.216,_앰프_,-15.724,-63.251,magimari,20.523,-48.466,Pugeuk,9.286,-65.364,AI,35.7,-81.8,Gonyong,0.989,-104.233,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
70,3,0,4,0,0,2,2,0,0,0,255,255,255,26,2684.607,IllilliIIIIllil,R,0,100,-0.859,-0.309,-36.549,2,0,0,0,-2.344,0,0,1,1,5,R,HANA_ARASHI,169.5,86,0.248,3,65,2685.696,112,101,63,128,125,1.799,-25.011,0.53,-0.048,-0.141,0.165,0,0,0,-0.103,-36.89,vovopo 보보포,-0.042,-17.127,Pring__,-20.99,-46.393,_앰프_,-15.724,-63.263,magimari,20.548,-48.657,Pugeuk,9.401,-65.266,AI,35.7,-81.8,Gonyong,0.709,-105.373,AI,-35.7,-81.8,2673.95,9.555,-43.436,2680.353,7,Gonyong,24.105,-114.514,1,2,0,0,0,0,0,2
71,4,1,4,0,0,0,0,0,0,0,255,255,255,43,2745.151,_이누_,R,26,123,-0.236,0.043,-36.456,0,0,35.284,-200,20.592,0,0,1,3,5,R,Pugeuk,160,90.918,0.596,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.227,-37.287,ʚEveɞ,-0.036,-17.005,하루（Haru）,-20.739,-47.414,Soleil Luna,-10.852,-64.992,coder_,18.291,-50.244,HANA_ARASHI,12.73,-63.039,별이__,36.026,-87.431,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
72,4,1,4,0,0,1,0,0,0,0,255,255,255,44,2758.304,_이누_,R,32,137,-2.087,-2.97,-36.382,2,0,177.25,-114.832,47.822,-0.386,-20.422,1,3,5,R,Pugeuk,160,90.918,0.596,3,64,2759.457,129,87,17,123,77,-25.694,-21.321,0.92,-0.105,-0.146,0.236,0,0,0,-0.362,-36.718,ʚEveɞ,-0.004,-17,하루（Haru）,-20.706,-47.402,Soleil Luna,-10.844,-64.971,coder_,16.548,-48.325,HANA_ARASHI,12.206,-62.374,별이__,35.413,-87.689,AI,0,-100.6,AI,-35.7,-81.8,2747.88,4.195,-38.387,2749.283,5,HANA_ARASHI,8.682,-56.739,0,0,0,0,0,0,0,2
73,5,1,4,0,0,0,1,0,0,0,255,255,255,45,2790.405,_이누_,R,26,126,0.073,-1.497,-36.407,1,0,-146.18,-200,12.848,0,0,0,4,3,R,_앰프_,170.6,90,0.396,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27,-37.276,ʚEveɞ,-0.028,-17.034,하루（Haru）,-20.507,-47.025,Soleil Luna,-10.213,-65.78,coder_,17.811,-47.098,HANA_ARASHI,11.942,-62.892,별이__,38.25,-89.603,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
74,5,1,4,0,1,0,1,0,0,0,255,255,255,46,2804.15,_이누_,R,27,136,-0.807,-0.799,-36.307,0,0,45.063,-103.119,23.43,0,0,1,4,3,R,_앰프_,170.6,90,0.396,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243,-37.181,ʚEveɞ,-0.041,-17.015,하루（Haru）,-20.977,-47.471,Soleil Luna,-10.146,-65.508,coder_,16.53,-46.367,HANA_ARASHI,10.514,-64.111,별이__,38.243,-89.615,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
75,5,1,4,0,1,1,1,0,0,0,255,255,255,47,2818.654,_이누_,R,26,133,-1.233,-1.356,-36.424,1,0,73.601,-176.178,14.041,0,0,0,4,3,R,_앰프_,170.6,90,0.396,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.303,-36.946,ʚEveɞ,-0.036,-17.047,하루（Haru）,-20.555,-47.083,Soleil Luna,-10.146,-65.528,coder_,16.435,-46.625,HANA_ARASHI,11.731,-62.529,별이__,38.265,-89.637,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
76,5,1,4,0,2,1,1,0,0,0,255,255,255,48,2832.738,_이누_,R,10,111,-0.352,0.544,-36.517,2,0,0,400,18.513,0,0,1,4,3,R,_앰프_,170.6,90,0.396,3,64,2833.862,196,174,59,150,123,-30,25.86,0.23,0.02,-0.044,0.352,0,0,0,-0.272,-36.857,ʚEveɞ,-0.017,-17.164,하루（Haru）,-20.428,-47.248,Soleil Luna,-10.116,-65.51,coder_,16.334,-47.132,HANA_ARASHI,11.231,-63.187,별이__,38.277,-89.629,AI,0,-100.6,AI,-35.7,-81.8,2828.762,-37.025,-109.794,2833.082,5,HANA_ARASHI,2.288,-65.22,1,0,0,0,0,0,0,2
77,5,1,4,0,0,0,1,0,1,0,255,3,255,49,2865.991,_이누_,R,26,137,-0.429,1.227,-36.458,2,0,31.274,-200,24.696,0,0,1,5,0,L,IllilliIIIIllil,174.5,95.213,0.497,3,64,2867.117,214,154,71,150,89,13.137,-43.361,-0.38,0.041,-0.052,0.211,0,0,0,-0.228,-36.8,ʚEveɞ,-0.029,-17.052,하루（Haru）,-19.536,-46.355,Soleil Luna,-0.357,-61.203,coder_,17.61,-44.76,HANA_ARASHI,10.382,-63.462,별이__,41.238,-79.098,AI,0,-100.6,AI,-35.7,-81.8,2856.915,29.666,-56.923,2858.374,6,별이__,39.282,-68.446,1,0,0,0,0,0,0,2
78,5,1,4,0,0,0,1,0,1,1,255,255,3,50,2919.532,_이누_,R,26,135,0.73,0.065,-36.417,2,0,111.525,-200,16.461,0,0,1,6,7,R,Gonyong,179.9,95,0.2,3,64,2920.397,177,123,15,137,83,98.91,59.939,-0.44,-0.018,-0.055,0.239,0,0,0,-0.338,-36.882,ʚEveɞ,-0.015,-16.901,하루（Haru）,-20,-46.899,Soleil Luna,-2.951,-62.421,coder_,20.208,-42.063,HANA_ARASHI,15.098,-61.989,별이__,38.964,-82.868,AI,0,-100.6,AI,-35.7,-81.8,2913.936,25.118,-3.109,0,0,,0,0,0,0,0,0,0,0,0,3
