id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,222.863,Pugeuk,R,0,131,-0.496,1.043,1,98.912,-78.251,0,0,0,0,9,L,Azuner,179.9,73,0,0,0,0,0,0,0,0,0,0,0,0,0.143,-37.687,-0.058,-17.66,-21.158,-49.514,-5.878,-60.899,20.176,-45.674,14.072,-63.581,43.661,-84.806,-3.483,-122.248,-43.284,-90.761,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,1,0,0,0,0,0,255,255,255,1,237.946,Pugeuk,R,6,96,1.548,-0.425,1,304.67,0,0.283,-18.265,0,0,9,L,Azuner,179.9,73,0,0,0,0,0,0,0,0,0,0,0,0,-0.064,-38.13,0.115,-17.693,-21.166,-49.533,-9.986,-60.28,20.888,-45.955,14.024,-63.662,45.762,-84.763,-2.897,-120.679,-43.259,-90.793,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,2,0,0,0,0,0,255,255,255,2,253.163,Pugeuk,R,0,120,-0.891,-0.44,0,-8.785,0,0,0,0,0,9,L,Azuner,179.9,73,0,0,0,0,0,0,0,0,0,0,0,0,-0.255,-37.925,-0.104,-17.687,-21.512,-49.459,-11.13,-60.629,18.886,-45.991,13.661,-63.609,45.751,-84.76,-2.246,-120.785,-43.242,-90.779,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,2,1,0,0,0,0,255,255,255,3,266.114,Pugeuk,R,0,128,-0.623,1.096,1,17.062,-153.693,0,0,0,0,9,L,Azuner,179.9,73,0,0,0,0,0,0,0,0,0,0,0,0,-0.088,-37.81,-0.137,-17.808,-21.533,-49.468,-8.092,-60.305,20.606,-45.075,13.625,-63.463,46.391,-84.474,-2.276,-119.715,-43.246,-90.782,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,3,1,0,0,0,0,255,255,255,4,280.872,Pugeuk,R,0,130,0.942,-0.476,0,68.303,-67.534,0,0,1,0,9,L,Azuner,179.9,73,0,0,0,0,0,0,0,0,0,0,0,0,0.116,-38.048,0.174,-17.655,-21.514,-49.493,-10.139,-59.711,18.932,-43.961,13.063,-63.287,46.369,-84.638,-0.742,-120.993,-43.091,-90.991,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
6,1,1,0,0,3,2,0,0,0,0,255,255,255,5,295.803,Pugeuk,R,10,112,0.779,-0.994,2,0,400,0,0,1,0,9,L,Azuner,179.9,73,296.937,167,132,43,144,128,-25.373,-0.782,0.7,-0.017,-0.089,0.357,0.057,-37.464,0.013,-17.68,-21.535,-49.474,-10.785,-60.124,20.583,-45.257,13.825,-62.781,46.357,-84.623,-0.592,-121.237,-43.099,-91.003,296.941,0.159,-21.59,300.719,7,NABIMan,1.309,-106.495,1,0,0,0,0,0,0,2
7,1,1,0,0,0,0,0,1,0,0,0,255,255,6,328.832,Pugeuk,R,0,132,-1.998,-0.265,1,133.334,-42.613,0,0,0,1,8,R,ゆっち一,190,69,0,0,0,0,0,0,0,0,0,0,0,0,-0.205,-38.045,-0.299,-17.732,-20.15,-43.4,-8.796,-61.531,21.743,-47.966,1.499,-61.57,43.682,-87.782,2.381,-120.815,-43.548,-85.848,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
8,1,1,0,0,1,0,0,1,0,0,0,255,255,7,360.454,Pugeuk,R,0,138,0.858,0.066,2,-1.544,-187.846,0,0,1,1,8,R,ゆっち一,190,69,361.485,146,111,36,140,120,104.865,-63.389,0.47,-0.08,-0.196,0.304,-0.047,-37.193,0.191,-17.787,-20.293,-41.233,-10.403,-60.553,21.821,-47.926,4.711,-63.341,45.102,-89.983,-0.049,-119.509,-45.633,-89.051,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
9,1,1,0,0,1,1,0,1,0,0,0,255,255,8,379.049,Pugeuk,R,0,134,1.764,0.734,2,56.301,-91.859,0,0,0,1,8,R,ゆっち一,190,85,380.102,115,70,26,131,82,50.668,53.068,-0.48,-0.07,-0.142,0.102,0.045,-37.245,0.206,-17.633,-20.382,-41.302,-11.256,-60.487,22.592,-47.626,3.349,-62.797,43.945,-91.278,0.413,-119.707,-48.411,-88.12,384.837,-48.497,-56.945,0,0,,0,0,0,0,0,0,0,0,0,3
10,1,1,0,0,1,2,0,1,0,0,0,255,255,9,401.066,Pugeuk,R,5,105,-2.47,-0.346,1,-142.115,0,0,0,0,1,8,R,ゆっち一,190,85,0,0,0,0,0,0,0,0,0,0,0,0,0.214,-37.833,-0.265,-17.492,-19.114,-40.094,-10.018,-60.167,22.162,-47.158,0.833,-60.401,41.818,-87.917,-1.657,-123.239,-48.157,-90.449,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
