id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,balk,sH,sV,gyro,plx,plz,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out3Sec,out3BatterIndex,out3PrevBase,out3Code,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,result,cPlr,sb2Sec,sb3Sec,sbhSec,ass
1,,1,1,0,0,0,0,0,0,0,0,255,255,255,0,222.814,"Gonyong",R,32,72,124,1.917,0.206,0.373,1.783,0.577,1.612,-36.843,38.439,84,16,0,1,0,174.176,-115.51,7.054,0,0,0,4,R,"encounter v",190,86.037,0.42,0,69,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,0.149,-38.035,0,"Pring__",0.03,-17.526,0,"Kr_Luna",-20.738,-48.511,0,"IbikiKai_JP",-15.747,-63.229,0,"Amellaid",21.273,-51.501,0,"CoalCat",10.026,-64.973,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
2,,1,1,0,0,0,0,0,0,0,0,255,255,255,1,252.032,"Gonyong",R,26,85,138,-0.005,-0.842,0.231,1.562,-0.084,0.896,-36.843,15.388,42,58,0,0,0,53.588,-200,28.537,0,0,0,4,R,"encounter v",190,86.037,0.42,0,68,W,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.115,-37.94,0,"Pring__",0.015,-17.506,0,"Kr_Luna",-21.037,-49.078,0,"IbikiKai_JP",-15.732,-62.755,0,"Amellaid",20.943,-51.642,0,"CoalCat",9.335,-65.426,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
3,,1,1,0,0,0,0,0,0,0,0,255,255,255,2,280.224,"Gonyong",R,13,82,120,0.276,-1.875,0.412,1.537,0.757,0.815,-36.843,14.26,48,52,0,4,0,-380.989,323.802,-1.596,-0.049,-18.716,0,4,R,"encounter v",190,86.037,0.42,0,68,W,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.407,-38.016,0,"Pring__",0.018,-17.592,0,"Kr_Luna",-21.028,-49.057,0,"IbikiKai_JP",-15.78,-62.887,0,"Amellaid",20.626,-51.817,0,"CoalCat",9.362,-65.448,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
4,,1,1,0,0,0,1,0,0,0,0,255,255,255,3,293.309,"Gonyong",R,32,78,129,2.431,0.259,0.413,1.792,0.764,1.641,-36.843,34.705,80,20,0,2,0,182.319,-126.075,3.655,0,0,0,4,R,"encounter v",190,86.037,0.42,3,68,W,Y,1,294.324,224,186,86,125,70,145,90,-71.41,-70.75,0.455,1.095,-20.062,-0.85,0,0.074,502.251,-206.91,-225.231,294.379,1.445,-20.409,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.296,-36.826,0,"Pring__",0.008,-17.596,0,"Kr_Luna",-21.115,-48.635,0,"IbikiKai_JP",-15.814,-62.771,0,"Amellaid",20.463,-52.281,0,"CoalCat",9.325,-65.384,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"",,,,0
5,,1,1,0,0,0,2,0,0,0,0,255,255,255,4,311.024,"Gonyong",R,34,76,127,2.334,1.019,0.443,1.969,0.901,2.214,-36.843,65.716,72,22,6,4,0,64.587,-22.684,8.566,0,0,0,4,R,"encounter v",190,86.037,0.42,0,66,W,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.001,-38.139,0,"Pring__",0.024,-17.559,0,"Kr_Luna",-20.873,-49.975,0,"IbikiKai_JP",-14.883,-63.619,0,"Amellaid",22.19,-50.475,0,"CoalCat",9.5,-65.12,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
6,,1,1,0,0,0,0,1,0,0,0,255,255,255,5,331.716,"Gonyong",R,13,82,120,-0.063,-0.885,0.352,1.724,0.478,1.421,-36.843,15.301,45,55,0,0,0,-347.635,359.375,6.399,0,0,1,1,R,"하랑님_",190,84.268,0.217,0,45,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.434,-37.933,0,"Pring__",0.012,-17.546,0,"Kr_Luna",-20.903,-50.01,0,"IbikiKai_JP",-14.871,-63.496,0,"Amellaid",21.294,-51.186,0,"CoalCat",9.267,-65.308,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
7,,1,1,0,0,0,1,1,0,0,0,255,255,255,6,343.345,"Gonyong",R,3,57,102,3.169,0.692,0.728,1.919,2.226,2.055,-36.843,65.417,80,20,0,1,0,-412.847,0,1.338,0,0,1,1,R,"하랑님_",190,84.268,0.217,0,45,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.247,-38.142,0,"Pring__",0.021,-17.549,0,"Kr_Luna",-20.872,-49.966,0,"IbikiKai_JP",-14.878,-63.614,0,"Amellaid",21.221,-51.255,0,"CoalCat",9.247,-65.365,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
8,,1,1,0,0,1,1,1,0,0,0,255,255,255,7,357.155,"Gonyong",R,3,69,100,1.712,0.007,0.743,1.784,1.531,1.629,-36.843,46.583,80,20,0,2,0,-373.939,0,-0.55,0,0,1,1,R,"하랑님_",190,84.268,0.217,3,45,W,Y,1,358.347,255,248,203,185,77,145,115,108.437,-49.756,0.244,1.177,-20.417,0.81,0,0.317,151.661,334.194,92.963,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.1,-37.612,0,"Pring__",0.018,-17.619,0,"Kr_Luna",-20.867,-49.982,0,"IbikiKai_JP",-14.796,-63.699,0,"Amellaid",21.192,-51.131,0,"CoalCat",9.24,-65.291,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"",,,,0
9,,1,1,0,0,1,2,1,0,0,0,255,255,255,8,371.277,"Gonyong",R,33,72,123,2.625,0.092,0.456,1.791,0.965,1.637,-36.843,29.019,85,15,0,2,0,127.372,-86.737,1.014,0,0,1,1,R,"하랑님_",190,84.268,0.217,3,45,W,Y,1,372.43,255,233,142,125,37,145,89,27.858,-11.015,0.561,1.206,-20.304,-0.9,0,0.355,496.927,-273.649,-185.149,377.412,20.017,-92.729,380.162,7,26.341,0.059,-110.41,1,0,,378.467,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,0.131,-37.635,0,"Pring__",-0.314,-17.287,0,"Kr_Luna",-20.878,-49.994,0,"IbikiKai_JP",-14.37,-64.045,85,"Amellaid",20.798,-51.889,0,"CoalCat",8.885,-65.408,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,387.248,-0.318,-38.642,,,,,,,384.081,0.451,-59.88,,,,,,,,,,,,,,,,,,,,,,,,,386.123,-0.121,-57.698,,,,,,,,,,,,,,,,2,"AI",,,,36
10,,1,1,0,0,0,0,1,1,0,0,1,255,255,9,407.181,"Gonyong",R,3,77,116,2.026,0.089,0.584,1.795,1.56,1.653,-36.843,36.54,86,14,0,1,0,-450.833,0,0.366,0,0,2,3,R,"_Gosomi",180,85.368,0.494,0,63,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,407.255,,,,,,0,,,,0,,,,0,,,,,,,,,-0.033,-37.919,0,"Pring__",0.003,-17.549,0,"Kr_Luna",-20.211,-42.806,0,"IbikiKai_JP",-12.55,-62.821,0,"Amellaid",21.09,-50.206,0,"CoalCat",7.863,-63.446,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,411.469,-0.129,-37.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
