id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,balk,sH,sV,gyro,plx,plz,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out3Sec,out3BatterIndex,out3PrevBase,out3Code,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,result,cPlr,sb2Sec,sb3Sec,sbhSec,ass
11,,1,1,0,0,1,0,1,1,0,0,1,255,255,10,420.173,"Gonyong",R,34,88,140,1.426,0.375,0.277,1.813,0.131,1.714,-36.843,45.41,80,17,3,2,0,88.583,-52.394,8.571,0,0,2,3,R,"_Gosomi",180,85.368,0.494,3,63,W,Y,1,421.246,45,41,137,59,0,71,65,-8.475,36.329,-0.094,0.972,-19.76,0.01,0,0.436,-131.48,555.36,-50.131,421.604,-3.478,-24.238,427.279,8,-28.66,0.059,-62.266,1,0,,426.828,,,,426.712,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.294,-37.144,0,"Pring__",0.019,-17.643,0,"Kr_Luna",-18.965,-47.283,0,"IbikiKai_JP",-12.765,-62.289,0,"Amellaid",20.859,-50.334,86,"CoalCat",7.901,-63.441,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,434.168,0.232,-37.891,,,,,,,,,,431.148,18.708,-40.669,,,,,,,,,,,,,,,,,,,,,,,,,433.099,17.76,-39.768,,,,,,,,,,,,,2,"AI",426.712,,,40
12,,1,1,0,0,0,0,1,1,1,0,3,1,255,11,447.412,"Gonyong",R,27,85,137,1.264,0.131,0.335,1.767,0.399,1.561,-36.843,42.577,78,16,7,0,0,112.717,-137.263,6.867,0,0,3,2,R,"Po_cari",190,90,0.4,0,63,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,447.546,447.551,,,,,0,,,,0,,,,0,,,,,,,,,0.195,-37.699,0,"Pring__",-0.015,-17.489,0,"Kr_Luna",-19.198,-47.55,0,"IbikiKai_JP",-15.828,-62.431,0,"Amellaid",18.823,-47.425,0,"CoalCat",5.618,-60.892,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,451.85,-0.325,-37.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",449.965,,,0
13,,1,1,0,0,0,1,1,1,1,0,3,1,255,12,490.006,"Gonyong",R,3,58,103,2.236,-0.139,0.62,1.836,1.725,1.785,-36.843,64.271,80,20,0,2,0,-398.647,0,3.791,0,0,3,2,R,"Po_cari",190,90,0.4,3,63,W,Y,1,491.262,117,100,63,77,50,136,110,27.911,-2.505,0.384,1.113,-20.337,0.1,0,0.539,515.585,235.697,196.518,496.695,-1.19,-117.971,496.854,7,-1.062,1.971,-115.598,0,0,,,,,,,,,,,,490.294,,,,,,0,,,,0,,,,0,,,,,,,,,0.329,-37.476,0,"Pring__",0.009,-17.623,0,"Kr_Luna",-20.559,-47.211,0,"IbikiKai_JP",-15.387,-62.42,85,"Amellaid",18.775,-46.654,0,"CoalCat",5.548,-60.259,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,505.009,-0.074,-38.154,,,,,,,501.415,0.068,-59.56,,,,,,,,,,,,,,,,,,,,,,,,,503.831,-0.355,-58.134,,,,,,,,,,,,,,,,1,"AI",499.58,,,36
14,,1,1,0,0,0,0,2,1,1,0,3,1,255,13,520.873,"Gonyong",R,14,72,111,0.828,-1.344,0.188,1.682,-0.283,1.245,-36.843,15.738,57,43,0,1,0,390.434,312.348,2.775,0,0,4,5,L,"Sabo_10",170.6,83.575,0.449,0,62,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,533.841,521.28,,,,,0,,,,0,,,,0,,,,,,,,,-0.284,-38.051,0,"Pring__",0.018,-17.562,0,"Kr_Luna",-18.994,-47.623,0,"IbikiKai_JP",-8.298,-62.834,0,"Amellaid",18.839,-45.178,0,"CoalCat",10.321,-62.912,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,524.57,-0.569,-37.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",523.383,,,0
15,,1,1,0,0,1,0,2,1,1,0,3,1,255,14,534.241,"Gonyong",R,3,79,116,0.941,-0.06,0.522,1.77,1.271,1.563,-36.843,32.723,75,25,0,0,0,-493.173,0,1.307,0,0,4,5,L,"Sabo_10",170.6,83.575,0.449,0,62,W,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.42,-37.852,0,"Pring__",0.017,-17.548,0,"Kr_Luna",-20.486,-42.126,0,"IbikiKai_JP",-11.811,-60.895,0,"Amellaid",19.351,-42.31,0,"CoalCat",12.617,-62.081,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,537.872,-0.307,-37.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",536.915,,,0
16,,1,1,0,0,1,1,2,1,1,0,3,1,255,15,546.9,"Gonyong",R,33,82,134,3.223,0.404,0.511,1.824,1.22,1.756,-36.843,53.835,79,19,2,1,0,114.126,-60.72,9.014,0,0,4,5,L,"Sabo_10",170.6,83.575,0.449,0,62,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,547.682,547.335,,,,,0,,,,0,,,,0,,,,,,,,,0.091,-37.865,0,"Pring__",0.001,-17.599,0,"Kr_Luna",-19.886,-46.214,0,"IbikiKai_JP",-5.889,-64.894,0,"Amellaid",19.44,-41.547,0,"CoalCat",12.105,-62.142,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,550.378,-0.218,-37.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",549.128,,,0
17,,1,1,0,0,2,1,2,1,1,0,3,1,255,16,559.121,"Gonyong",R,33,91,140,0.295,0.661,0.238,1.855,-0.051,1.869,-36.843,39.554,77,17,6,0,0,122.74,-97.578,14.206,0,0,4,5,L,"Sabo_10",170.6,83.575,0.449,0,62,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,571.138,,,,,0,,,,0,,,,0,,,,,,,,,-0.192,-37.941,0,"Pring__",0.026,-17.541,0,"Kr_Luna",-19.902,-46.515,0,"IbikiKai_JP",-5.202,-65.268,0,"Amellaid",20.297,-44.647,0,"CoalCat",11.743,-62.309,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,562.667,-0.254,-37.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",561.884,,,0
18,,1,1,0,0,2,2,2,1,1,0,3,1,255,17,571.289,"Gonyong",R,3,67,97,1.878,0.13,0.793,1.812,1.687,1.693,-36.843,51.122,79,21,0,1,0,-396.692,0,5.689,0,0,4,5,L,"Sabo_10",170.6,83.575,0.449,0,62,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,571.468,,,,,,0,,,,0,,,,0,,,,,,,,,-0.117,-37.901,0,"Pring__",-0.004,-17.587,0,"Kr_Luna",-20.572,-43.504,0,"IbikiKai_JP",-5.264,-65.22,0,"Amellaid",19.722,-42.502,0,"CoalCat",11.596,-60.9,0,"AI",40.907,-90.657,0,"AI",0,-109.84,0,"AI",-40.807,-90.557,0,574.863,-0.278,-37.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",574.685,,,0
19,,1,1,0,0,3,2,2,1,1,0,3,1,255,18,582.358,"Gonyong",R,10,74,103,1.557,-1.127,0.463,1.785,0.665,1.629,-36.843,28.315,35,65,0,4,0,0,400,-0.425,0,0,4,5,L,"Sabo_10",170.6,83.575,0.449,0,62,W,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,582.646,,,,,0,,,,0,,,,0,,,,,,,585.162,1,-0.253,-38.068,0,"Pring__",-0.065,-17.726,0,"Kr_Luna",-19.005,-41.956,0,"IbikiKai_JP",-5.319,-65.13,0,"Amellaid",19.244,-42.286,0,"CoalCat",13.241,-62.137,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
20,,1,0,0,0,0,0,0,0,0,0,255,255,255,0,681.207,"인생최패망자",R,32,92,140,0.44,1.014,0.771,1.533,-0.133,1.966,-36.742,50.987,5,95,0,0,0,217.869,-188.568,-4.037,0,0,0,5,R,"CoalCat",164.9,83,0.397,0,36,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,0.164,-37.205,0,"하랑님_",-0.053,-17.207,0,"Po_cari",-20.86,-44.108,0,"_Gosomi",-16.312,-60.346,0,"encounter v",19.769,-46.672,0,"Sabo_10",10.741,-65.924,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
21,,1,0,0,0,0,1,0,0,0,0,255,255,255,1,694,"인생최패망자",R,13,80,105,-0.162,-0.239,0.95,1.548,0.645,2.004,-36.742,75.351,0,100,0,2,0,-370.436,315.274,-5.217,0,0,0,5,R,"CoalCat",164.9,83,0.397,3,36,W,Y,1,695.109,224,165,71,74,60,145,102,-30,43.461,0.047,0.915,-21.25,0.93,0,0.619,-331.041,-153.726,-396.095,695.179,-1.337,-22.709,696.762,2,-19.348,0.939,-41.689,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,697.7,2,,,,,,,0.144,-36.889,0,"하랑님_",-0.018,-17.297,0,"Po_cari",-20.682,-43.718,85,"_Gosomi",-16.733,-61.7,0,"encounter v",20.022,-46.895,0,"Sabo_10",11.035,-65.743,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,701.551,-0.937,-38.011,,,,696.7,-20.323,-42.776,,,,,,,,,,,,,,,,,,,,,,,,,700.526,-17.339,-39.698,,,,,,,,,,,,,,,,,,,2,"Po_cari",,,,40
22,,1,0,0,0,0,0,1,0,0,0,255,255,255,2,717.378,"인생최패망자",R,13,82,120,1.918,0.161,0.987,1.574,1.493,1.961,-36.742,74.609,0,100,0,2,0,-386.363,317.371,12.745,0,0,1,1,L,"Pring__",190,92.741,0.481,3,60,W,Y,1,718.375,255,146,74,89,81,145,109,-30,-37.459,0.618,0.802,-20.122,0.93,0,0.532,-505.135,162.981,269.688,718.412,1.592,-21.393,720.154,3,18.515,1.356,-43.933,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,0.419,-36.971,0,"하랑님_",0.047,-17.137,0,"Po_cari",-21.177,-44.215,85,"_Gosomi",-11.273,-65.084,0,"encounter v",19.722,-45.954,120,"Sabo_10",12.892,-64.472,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,725.244,-0.507,-38.593,,,,721.925,-18.986,-39.111,,,,719.856,18.258,-43.069,,,,,,,,,,,,,,,,,,,724.196,-17.707,-39.969,,,,720.534,13.868,-41.678,,,,,,,,,,,,,2,"_Gosomi",,,,41
23,,1,0,0,0,0,0,2,0,0,0,255,255,255,3,745.38,"인생최패망자",R,32,92,140,-0.818,0.774,0.756,1.548,-0.671,1.828,-36.742,40.262,0,100,0,0,0,250,-200,22.242,0,0,2,3,L,"IbikiKai_JP",165.8,89.582,0.5,0,59,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,0.339,-37.597,0,"하랑님_",-0.14,-17.264,0,"Po_cari",-20.677,-43.427,0,"_Gosomi",-10.126,-63.978,0,"encounter v",19.443,-45.597,0,"Sabo_10",15.24,-63.754,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,751.541,-0.192,-37.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
24,,1,0,0,0,0,1,2,0,0,0,255,255,255,4,760.668,"인생최패망자",R,32,93,140,-1.044,0.977,0.723,1.578,-0.825,1.939,-36.742,36.442,0,100,0,2,0,250,-200,16.94,0,0,2,3,L,"IbikiKai_JP",165.8,89.582,0.5,3,59,W,Y,1,761.735,141,38,33,36,30,99,62,-57.044,-35.124,-0.17,0.949,-19.053,-0.88,0,0.127,-435.272,-335.071,-241.383,761.745,0.231,-19.62,764.804,1,13.787,0.057,-39.401,1,0,,766.828,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,0.459,-36.952,0,"하랑님_",0.028,-17.158,0,"Po_cari",-20.613,-43.008,0,"_Gosomi",-10.752,-64.975,0,"encounter v",19.282,-45.556,98,"Sabo_10",15.204,-63.668,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,771.946,5.622,-34.064,,,,,,,,,,764.634,13.386,-38.922,,,,,,,,,,,,,,,,,,,,,,,,,771.318,11.702,-39.518,,,,,,,,,,,,,2,"하랑님_",,,,33
