id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,epPreHPos,epDelta,epEvidenceType,epEvidenceValue,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,phValid,phSource,phNormalSource,phFlags,phDt,phRenderAge,phRenderSampleDt,phRenderLagDist,phRawHPos,phHPosAdj,phSeparationR,phReprojectConfidence,phSweepSteps,phSweepT,phSweepFail,phSweepGapR,phBallVX,phBallVY,phBallVZ,phOriginV,phPointVX,phPointVY,phPointVZ,phPointVSource,phProxyPSpd,phRenderPSpd,phPVDeltaDeg,phPVSpeedRatio,phNX,phNY,phNZ,phNDeltaDeg,phPreGuardH,phApproachH,phPostGuardH,phGuardDelta,phFinalDirX,phFinalDirY,phFinalDirZ,phFinalFieldH,phProxyMoveDist,phRenderMoveDist,phRenderLagAlongSwing,phReprojectMoveR,phProxyMoveRotDeg,phRenderMoveRotDeg,phRenderLagRotDeg,phConfidenceLimit,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,infieldFly,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
61,,3,0,0,3,0,1,0,0,0,0,255,255,255,25,1608.752,"CVPileMaki",R,34,72,124,4.449,0.264,0.55,1.807,1.754,1.769,-36.37,64.739,69,31,0,4,"",83.287,-33.645,1.837,0.537,-21.535,3,"=","=","=","=","=","=","=","","",4,R,"aura_5599",190,89.523,0.398,,32,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.28,-37.051,-0.058,-17.696,-21.761,-48.835,-16.617,-60.493,22.192,-47.573,11.787,-65.529,45.136,-103.533,0,-109.84,-40.801,-90.551,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
62,,3,0,0,3,0,2,0,0,0,0,255,255,255,26,1629.781,"CVPileMaki",R,34,70,122,-0.131,-0.041,0.188,1.769,-0.162,1.538,-36.37,30.26,85,15,0,2,"",63.428,-35.526,8.289,0,0,3,"=","=","=","=","=","=","=","","",4,R,"aura_5599",190,89.523,0.398,3,32,W,Y,1,1631.147,255,47,55,34,17,,135,85,-45.856,-0.537,-0.033,0.911,-19.275,-0.76,-0.759,0,0,0,0,0.259,117.424,224.91,54.235,1,3,0,121467,0.008,0.019,0.044,0.235,-0.759,-0.76,5.672,0,48,0.074,2,5.747,-0.296,-2.376,31.633,-45.856,-10.163,23.685,-29.058,1,38.841,12.622,86.304,0.325,0.911,0.296,-0.287,0,-180,7.386,0,180,0.007,-0.718,-0.696,0,0.218,0.212,-0.229,7.1,119.012,39.798,119.012,1,1628.859,-0.026,-20.099,1630.579,0,0.103,2.784,-36.367,0,0,,1637.111,,,,,,,,,,,,,1636.487,3,,147,64,,,,,,,,,,,,,,,,,,,-0.296,-37.124,-0.07,-17.798,-22.041,-49.699,-16.415,-60.166,22.104,-47.476,7.082,-65.464,44.624,-100.793,0,-109.84,-40.801,-90.551,-0.105,-36.825,85,"아침땅_",-0.1,-17.771,,"べるちゃそ",-21.97,-49.637,85,"schmoneymikey",-16.503,-60.141,,"pododang",22.105,-47.466,,"まととまと",7.035,-64.283,,"하루（Haru）",44.63,-100.803,,"AI",0,-109.84,,"AI",-40.801,-90.551,,1632.688,0.075,-37.297,,,,1635.912,-18.528,-39.663,,,,,,,,,,,,,,,,,,,1634.871,-3.998,-39.088,,,,1637.811,-17.875,-39.802,,,,,,,,,,,,,,,,,,,"",2,0,0,"CVPileMaki",,,,68,""
63,,3,0,0,3,0,0,1,0,0,0,255,255,255,27,1654.866,"CVPileMaki",R,34,81,132,1.394,0.327,0.303,1.753,0.481,1.738,-36.37,37.385,88,12,0,2,"",82.033,-79.755,4.757,0,0,4,"=","=","=","=","=","=","=","","",1,R,"Po_cari",190,85,0.45,0,32,W,Y,1,1656.079,255,203,67,109,63,,142,103,18.925,-40.74,0.257,1.166,-20.748,-0.25,,,,,0,0.332,219.462,-31.425,315.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1657.579,54.123,-82.826,1658.353,6,58.549,0.504,-87.85,1,0,,1662.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.275,-37.041,-0.073,-17.503,-21.806,-47.753,-16.945,-60.699,21.858,-48.031,13.331,-64.952,47.861,-99.091,0,-109.84,-40.801,-90.551,-0.102,-36.657,,"아침땅_",-0.085,-17.498,,"べるちゃそ",-21.805,-47.769,,"schmoneymikey",-16.918,-60.582,,"pododang",21.828,-48.011,,"まととまと",12.922,-64.698,78,"하루（Haru）",46.607,-100.575,113,"AI",0,-109.84,,"AI",-40.801,-90.551,,1669.776,-0.164,-38.419,,,,,,,,,,,,,1663.952,11.943,-65.042,1660.836,59.351,-88.673,,,,,,,,,,,,,,,,,,,,,,1668.427,2.822,-59.678,1662.074,52.227,-85.728,,,,,,,"",2,0,0,"하루（Haru）",,,,104,""
64,,3,0,0,3,0,0,1,1,0,0,11,255,255,28,1683.285,"CVPileMaki",R,10,85,127,0.607,-0.546,0.255,1.735,0.257,1.677,-36.37,27.111,90,10,0,2,"",0,400,6.823,0,0,5,"=","=","=","=","=","=","=","","",6,L,"Kr_Luna",190,95.432,0.498,5,32,W,Y,1,1684.222,114,125,125,85,29,,137,119,25.836,-45.709,0.109,0.764,-20.028,0.75,0.748,0,0,0,0,0.117,298.341,-265.323,196.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.033,81.231,-90.013,,,,,,0,0,,,,,,,,,,,,1684.358,,,,,,,,,,,,,,,,,,,,,,,,,,-0.224,-37.124,0.003,-17.878,-19.825,-41.306,-9.13,-66.262,22.238,-47.886,14.702,-62.957,45.675,-97.649,0,-109.84,-40.8,-90.55,-0.086,-36.874,,"아침땅_",-0.002,-17.883,,"べるちゃそ",-18.53,-44.935,,"schmoneymikey",-9.901,-64.867,,"pododang",22.233,-47.889,,"まととまと",14.543,-62.963,,"하루（Haru）",44.472,-97.964,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
65,,3,0,0,3,0,1,1,1,0,0,11,255,255,29,1707.574,"CVPileMaki",R,10,88,130,0.408,-0.334,0.237,1.749,0.17,1.724,-36.37,26.8,93,7,0,0,"",0,326.304,6.573,0,0,5,"=","=","=","=","=","=","=","","",6,L,"Kr_Luna",190,95.432,0.498,,32,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,1722.098,,,,,,,,,,,,,,,,,,,,,,,,,,-0.223,-37.1,-0.031,-17.862,-20.118,-42.35,-9.829,-65.695,21.867,-47.77,15.5,-63.138,44.937,-98.962,0,-109.84,-40.8,-90.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
66,,3,0,0,3,0,2,1,1,0,0,11,255,255,30,1722.562,"CVPileMaki",R,3,83,127,-0.294,-0.209,0.31,1.751,0.287,1.538,-36.37,38.431,88,12,0,2,"",-284.69,66.611,3.876,0,0,5,"=","=","=","=","=","=","=","","",6,L,"Kr_Luna",190,95.432,0.498,5,32,W,Y,1,1723.443,134,106,147,84,42,,141,111,26.197,-43.585,-0.068,0.915,-20.134,0.06,0.064,0,0,0,0,0.161,337.624,-238.112,42.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.979,70.954,-86.265,,,,,,0,0,,,,,,,,,,,,1746.632,,,,,,,,,,,,,,,,,,,,,,,,,,-0.262,-37.19,0.007,-17.73,-19.896,-42.663,-10.008,-65.272,21.944,-47.786,16.179,-62.333,43.56,-96.637,0,-109.84,-40.8,-90.55,-0.304,-36.588,,"아침땅_",0.02,-17.725,,"べるちゃそ",-19.602,-45.283,,"schmoneymikey",-10.003,-65.263,,"pododang",21.945,-47.794,,"まととまと",16.218,-62.308,,"하루（Haru）",43.179,-97.961,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
67,,3,0,0,3,0,2,1,1,0,0,11,255,255,31,1748.131,"CVPileMaki",R,10,81,121,1.116,0.325,0.357,1.953,0.61,2.246,-36.37,54.644,85,15,0,2,"",-84.905,398.292,1.578,0,0,5,"=","=","=","=","=","=","=","","",6,L,"Kr_Luna",190,95.432,0.498,5,32,W,Y,1,1749.048,129,87,111,64,26,,139,117,26.082,-45.673,0.196,1.072,-19.817,0.78,0.783,0,0,0,0,0.072,330.796,-192.844,215.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751.899,77.1,-88.574,,,,,,0,0,,,,,,,,,,,,1758.762,,,,,,,,,,,,,,,,,,,,,,,,,,-0.28,-37.09,-0.001,-17.756,-20.135,-41.941,-8.668,-64.86,21.962,-47.78,16.852,-62.431,43.207,-95.707,0,-109.84,-40.8,-90.55,-0.077,-36.656,,"아침땅_",0.037,-17.755,,"べるちゃそ",-20.093,-45.358,,"schmoneymikey",-8.661,-64.854,,"pododang",21.968,-47.778,,"まととまと",16.859,-62.493,,"하루（Haru）",43.196,-95.727,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
68,,3,0,0,3,0,2,1,1,0,0,11,255,255,32,1774.947,"CVPileMaki",R,10,90,131,0.527,-0.551,0.257,1.696,0.266,1.551,-36.37,34.193,92,8,0,0,"",-31.1,292.187,3.692,0,0,5,"=","=","=","=","=","=","=","","",6,L,"Kr_Luna",190,95.432,0.498,,69,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,1796.144,,,1777.506,5,,578,0,,,,,,,,,,,,,,,,,,,-0.273,-37.085,-0.046,-17.838,-20.166,-42.329,-9.034,-65.877,22.346,-47.606,15.268,-62.443,54.461,-98.624,0,-109.84,-40.8,-90.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
69,,3,0,0,3,0,0,2,1,0,0,11,255,255,33,1796.47,"CVPileMaki",R,0,78,129,-1.183,-0.286,0.078,1.644,-0.565,1.385,-36.37,17.344,57,43,0,2,"",32.263,-42.188,3.2,0,0,6,"=","=","=","=","=","=","=","","",0,R,"Yes_Man_",190,85.251,0.499,5,33,W,Y,1,1797.642,131,96,95,81,32,,139,124,7.546,35.525,-0.226,0.878,-19.985,0.73,0.733,0,0,0,0,0.589,226.706,-11.556,-107.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1796.286,2,-17.422,3.381,-44.087,0,0,,,,,,,,,,,,1801.269,,,1798.917,6,,451,0,,,,,,,,,,,,,,,,,,,-0.29,-37.081,-0.013,-17.729,-20.059,-41.067,-16.726,-61.197,22.334,-47.62,7.314,-65.365,46.359,-100.903,0,-109.84,-40.8,-90.55,-0.13,-36.502,,"아침땅_",-0.169,-17.721,,"べるちゃそ",-18.836,-46.059,78,"schmoneymikey",-16.733,-61.185,,"pododang",22.3,-47.572,,"まととまと",8.956,-65.764,,"하루（Haru）",44.452,-100.671,,"AI",0,-109.84,,"AI",-40.8,-90.55,,1801.483,-5.294,-38.583,,,,1798.926,-18.234,-45.022,,,,,,,,,,,,,,,,,,,,,,,,,1800.595,-16.302,-43.192,,,,,,,,,,,,,,,,,,,"",1,0,0,"べるちゃそ",,,,68,""
70,SIDE,3,0,0,3,0,0,2,1,0,0,11,255,255,,1802.215,,,,,,,,,,,,,,,,,,,,,,,,0,"=","=","=","=","=","=","=","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
71,,4,1,0,3,0,0,0,0,0,0,255,255,255,29,1836.934,"Yes_Man_",R,32,86,140,-1.6,0.885,0.592,1.768,-0.968,2.056,-36.737,27.847,0,100,0,2,"",182.041,-81.799,19.949,0,0,2,"pododang","schmoneymikey","べるちゃそ","まととまと","아침땅_","하루（Haru）","CVPileMaki","","",2,L,"べるちゃそ",180.6,85.553,0.448,0,33,W,Y,1,1838.054,92,22,66,44,18,,126,76,-4.089,-55.755,-0.177,1.222,-19.759,1,,,,,0,0.235,-55.058,-216.388,32.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835.846,9.492,-26.22,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118,-37.442,-0.061,-16.724,-18.976,-45.807,-9.962,-64.28,19.047,-47.727,13.542,-60.2,36.878,-86.511,0,-109.84,-40.8,-90.55,0.311,-37.281,,"Po_cari",-0.192,-16.884,,"SUGUN",-19.153,-46.262,,"CoalCat",-9.971,-64.239,,"aura_5599",18.896,-47.848,,"TaeGeuk_",14.393,-60.865,,"Kr_Luna",36.886,-86.516,,"AI",0,-109.84,,"AI",-40.801,-90.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
72,,4,1,0,3,0,1,0,0,0,0,255,255,255,30,1853.227,"Yes_Man_",R,32,82,133,1.683,0.607,0.887,1.716,0.404,1.88,-36.737,30.509,0,100,0,2,"",204.668,-87.14,20.442,0,0,2,"=","=","=","=","=","=","=","","",2,L,"べるちゃそ",180.6,85.553,0.448,5,68,W,Y,1,1854.338,178,39,99,74,30,,145,106,27.011,-13.429,0.313,1.186,-20.531,0.91,0.991,-0.085,4,0.854,0,0.257,390.154,45.318,-52.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856.713,21.474,-110.364,1860.059,7,25.921,0.056,-130.573,1,0,,1859.762,1865.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869.174,3,,,,,0.365,-37.635,-0.098,-16.665,-19.745,-45.883,-9.427,-63.143,18.161,-47.147,16.419,-57.905,36.941,-84.268,0,-109.84,-40.8,-90.55,0.405,-37.285,,"Po_cari",-0.052,-16.938,,"SUGUN",-19.404,-46.009,,"CoalCat",-9.338,-63.058,71,"aura_5599",18.612,-47.57,,"TaeGeuk_",16.419,-57.911,,"Kr_Luna",36.943,-84.279,,"AI",0,-109.84,,"AI",-40.8,-90.55,,1872.992,0.227,-38.916,,,,,,,1867.851,0.428,-59.801,,,,,,,,,,,,,,,,,,,,,,,,,1871.507,-2.697,-59.847,,,,,,,,,,,,,,,,"",2,0,0,"AI",1865.189,,,66,""
73,,4,1,0,3,0,0,0,0,1,0,255,2,255,31,1890.995,"Yes_Man_",R,33,76,127,0.777,0.957,0.821,1.77,0.096,2.065,-36.737,29.819,0,100,0,2,"",138.344,-100.57,19.496,0,0,3,"=","=","=","=","=","=","=","","",5,R,"まととまと",179.8,90.039,0.45,3,33,W,Y,1,1892.132,255,39,140,91,36,,145,88,57.922,14.615,-0.459,1.4,-19.074,-0.77,-0.773,0,0,0,0.127,0.269,28.031,188.137,-140.684,1,5,0,645755,0.008,0.005,0.035,0,-0.773,-0.77,3.105,0,48,0.378,2,0.758,-1.024,-1.861,32.8,57.922,-1.985,-59.797,-134.09,1,146.832,35.295,0,0.24,0.925,-0.322,0.202,0,163.597,1.069,16.403,147.194,-0.134,0.847,-0.514,16.403,0.164,0.435,0,2.495,38.125,100.889,0,2,1895.193,-14.477,-67.339,1895.486,3,-14.098,2.469,-66.298,0,0,,1898.725,,,,,,,,,,,1907.057,,1898.206,3,,452,0,,,,,,,,,,,,,,,,,,,0.252,-37.735,-0.011,-16.991,-20.015,-45.298,-5.157,-60.326,20.18,-46.811,12.088,-60.487,32.652,-86.733,0,-109.84,-40.8,-90.55,0.275,-37.297,,"Po_cari",-0.029,-17.163,,"SUGUN",-20.257,-43.245,,"CoalCat",-10.933,-59.212,67,"aura_5599",19.761,-47.854,,"TaeGeuk_",11.901,-60.457,,"Kr_Luna",32.633,-86.718,,"AI",0,-109.84,,"AI",-40.8,-90.55,,1903.272,-0.111,-39.397,,,,,,,1898.218,-14.317,-66.853,,,,,,,,,,,,,,,,,,,,,,,,,1901.421,-10.714,-62.73,,,,,,,,,,,,,,,,"",1,0,0,"CoalCat",1894.378,,,66,""
74,,4,1,0,3,0,0,1,0,1,0,255,2,255,32,1921.899,"Yes_Man_",R,0,60,114,0.992,-0.588,0.906,1.617,0.404,1.243,-36.737,36.068,0,100,0,2,"",0,0,5.615,0,0,4,"=","=","=","=","=","=","=","","",1,R,"아침땅_",190,87.187,0.502,0,33,W,Y,1,1922.966,155,106,121,100,34,,145,90,27.531,62.977,0.099,0.713,-20.694,1,,,,,0.286,0.483,-163.039,268.912,-3.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922.939,-41.235,-41.541,,,,,,0,0,,,,,,,,,1924.839,,,,1942.556,,,,,,,,,,,,,,,,,,,,,,,,,0.299,-37.658,0.016,-16.977,-20.011,-45.34,-12.582,-60.896,19.044,-40.496,9.852,-55.076,26.387,-90.096,0,-109.84,-40.8,-90.55,0.626,-37.427,,"Po_cari",0.025,-17.04,,"SUGUN",-20.108,-46.407,,"CoalCat",-12.527,-60.859,,"aura_5599",19.452,-39.398,,"TaeGeuk_",8.105,-57.932,,"Kr_Luna",26.33,-90.103,,"AI",0,-109.84,,"AI",-40.801,-90.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",1931.276,1924.839,,0,""
75,,4,1,0,3,0,1,1,0,1,0,255,2,255,33,1975.284,"Yes_Man_",R,32,79,129,1.293,1.053,0.859,1.81,0.275,2.171,-36.737,37.361,0,100,0,1,"",170.574,-99.121,16.342,0,0,4,"=","=","=","=","=","=","=","","",1,R,"아침땅_",190,87.187,0.502,,33,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1990.05,,,,,,,,,,,,,,,,,,,,,,,,,0.232,-37.602,-0.046,-16.907,-19.501,-46.139,-10.759,-60.407,19.902,-45.99,11.97,-62.641,32.344,-88.015,0,-109.84,-40.8,-90.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",1978.305,,,0,""
76,,4,1,0,3,1,1,1,0,1,0,255,2,255,34,1994.958,"Yes_Man_",R,33,78,128,1.184,0.45,0.79,1.75,-0.046,1.977,-36.737,27.774,0,98,2,2,"",100.42,-65.554,16.044,0,0,4,"=","=","=","=","=","=","=","","",1,R,"아침땅_",190,87.187,0.502,3,33,W,Y,1,1995.997,105,116,66,36,29,,133,90,37.206,31.06,-0.128,1.34,-19.777,-0.48,-0.481,0,0,0,0.143,0.428,-48.789,122.619,-76.498,1,3,0,121467,0.014,0.013,0.031,0,-0.481,-0.48,2.197,0,39,0.182,2,2.085,-1.304,-1.732,33.238,37.206,-0.258,-0.416,-18.623,1,18.629,8.411,0,0.451,0.685,-0.441,0.581,0,108.477,1.307,33.307,75.171,-0.411,0.605,-0.682,33.307,0.196,0.196,0,2.87,34.97,34.97,0,1,1997.993,-37.176,-78.174,1998.273,8,-35.997,2.229,-76.456,0,4,,,,,,,,,,,,,2001.275,,2001.045,4,,456,0,2037.418,2,2,292,65,,,,,,,,,,,,,,0.238,-37.736,-0.016,-16.88,-19.684,-45.347,-11.947,-61.431,19.723,-39.76,1.956,-64.009,30.997,-87.314,0,-109.84,-40.8,-90.55,0.408,-37.272,120,"Po_cari",-0.068,-17.222,,"SUGUN",-19.356,-45.456,,"CoalCat",-11.827,-61.258,72,"aura_5599",19.864,-43.969,,"TaeGeuk_",4.281,-62.367,,"Kr_Luna",24.777,-89.05,,"AI",0,-109.84,,"AI",-40.8,-90.55,,2008.977,1.809,-38.265,,,,,,,2037.102,-0.474,-57.798,,,,2004.889,-0.493,-59.407,,,,,,,,,,2036.342,-0.52,-41.807,,,,,,,2044.746,-2.178,-57.18,,,,,,,,,,,,,,,,"",1,0,0,"AI",1998.007,,,67,""
77,SIDE,4,1,0,3,0,0,2,0,0,0,255,255,255,,2054.853,,,,,,,,,,,,,,,,,,,,,,,,5,"=","=","=","=","=","=","=","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2104.001,-0.062,-37.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,64,""
78,,4,0,0,3,0,0,0,0,0,0,255,255,255,34,2106.536,"CVPileMaki",R,34,73,124,1.028,0.346,0.274,1.752,0.346,1.738,-36.37,37.903,86,14,0,2,"",60.526,-57.537,5.276,0,0,0,"TaeGeuk_","CoalCat","SUGUN","aura_5599","Po_cari","Kr_Luna","Yes_Man_","","",5,R,"TaeGeuk_",177.1,90.533,0.624,3,32,W,Y,1,2107.453,247,125,160,121,74,,145,87,44.772,-0.072,0.19,1.046,-20.148,-0.78,-0.777,0,0,0,0,0.218,193.945,-204.446,15.598,1,3,0,121467,0.011,0.002,0.016,0,-0.777,-0.78,1.467,0,23,0,2,1.594,-0.04,-2.261,32.116,44.772,9.978,2.249,-7.741,1,12.828,8.845,0,0.69,0.333,-0.664,-0.669,0,180,-21.904,0,180,0.001,0.704,-0.71,0,0.208,0.208,0,2.773,35.272,35.272,0,1,,,,2109.926,5,2.765,3.967,-79.017,0,0,,2114.496,,,,,,,,,,,,,2112.762,0,,454,0,,,,,,,,,,,,,,,,,,,-0.337,-36.996,-0.056,-17.729,-21.026,-48.271,-17.465,-61.522,20.882,-46.757,13.524,-64.395,42.442,-96.899,0,-109.84,-40.8,-90.55,-0.132,-36.514,,"아침땅_",-0.054,-17.724,,"べるちゃそ",-20.991,-48.195,,"schmoneymikey",-17.363,-60.909,,"pododang",20.892,-46.73,,"まととまと",13.177,-64.404,92,"하루（Haru）",42.003,-98.338,,"AI",0,-109.84,,"AI",-40.801,-90.551,,2117.229,0.089,-37.808,,,,,,,,,,,,,2112.777,2.86,-79.67,,,,,,,,,,,,,,,,,,,,,,,,,2115.482,2.8,-70.389,,,,,,,,,,"",1,0,0,"まととまと",,,,72,""
79,,4,0,0,3,0,0,1,0,0,0,255,255,255,35,2127.826,"CVPileMaki",R,0,75,126,-0.362,-0.449,0.159,1.627,-0.191,1.301,-36.37,27.246,51,49,0,0,"",18.712,-32.775,2.016,0,0,1,"=","=","=","=","=","=","=","","",3,R,"CoalCat",174.9,83,0.397,,32,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.345,-37.047,-0.034,-17.882,-21.416,-48.007,-17.204,-61.298,21.448,-48.465,14.033,-64.449,38.741,-95.239,0,-109.84,-40.8,-90.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,2132.518,-0.27,-37.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
