id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,epPreHPos,epDelta,epEvidenceType,epEvidenceValue,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,phValid,phSource,phNormalSource,phFlags,phDt,phRenderAge,phRenderSampleDt,phRenderLagDist,phRawHPos,phHPosAdj,phSeparationR,phReprojectConfidence,phSweepSteps,phSweepT,phSweepFail,phSweepGapR,phBallVX,phBallVY,phBallVZ,phOriginV,phPointVX,phPointVY,phPointVZ,phPointVSource,phProxyPSpd,phRenderPSpd,phPVDeltaDeg,phPVSpeedRatio,phNX,phNY,phNZ,phNDeltaDeg,phPreGuardH,phApproachH,phPostGuardH,phGuardDelta,phFinalDirX,phFinalDirY,phFinalDirZ,phFinalFieldH,phProxyMoveDist,phRenderMoveDist,phRenderLagAlongSwing,phReprojectMoveR,phProxyMoveRotDeg,phRenderMoveRotDeg,phRenderLagRotDeg,phConfidenceLimit,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,infieldFly,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
42,,2,0,0,2,0,0,0,0,0,0,255,255,255,17,1187.838,"CVPileMaki",R,0,74,125,-1.741,-0.364,0.022,1.636,-0.827,1.358,-36.37,16.324,49,51,0,2,"",45.173,-16.116,3.859,0,0,6,"=","=","=","=","=","=","=","","",0,R,"Yes_Man_",190,85.251,0.499,3,33,W,Y,1,1189.129,199,147,123,113,40,,145,111,-30,-1.053,-0.33,0.848,-19.999,0.94,0.996,-0.054,1,0.541,0,0.567,-40.916,113.364,8.609,1,5,2,654331,0.011,0.005,0.012,0,0.942,0.94,0.6,0.933,30,0,2,0.332,-0.594,-2.504,32.31,-41.211,0.072,-0.875,-34.112,1,34.124,31.374,0,0.919,0.857,0.34,-0.388,3.747,180,0.441,0,180,0.016,-0.5,-0.866,0,0,0.139,0,0.042,0,18.703,0,2,1187.299,-0.305,-21.356,1191.379,7,0.898,0.06,-93.232,1,0,,1195.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196.815,3,,,,,-0.316,-36.927,-0.056,-17.718,-21.393,-48.361,-16.904,-61.934,21.599,-46.341,12.705,-64.912,49.672,-96.619,0,-109.84,-40.8,-90.55,-0.134,-36.43,,"아침땅_",-0.202,-17.664,,"べるちゃそ",-21.355,-48.24,,"schmoneymikey",-16.128,-61.796,85,"pododang",21.288,-46.573,,"まととまと",12.7,-64.904,,"하루（Haru）",49.388,-97.059,,"AI",0,-109.84,,"AI",-40.8,-90.55,,1201.092,-0.673,-37.643,,,,,,,1196.412,-0.028,-59.092,,,,,,,,,,,,,,,,,,,,,,,,,1199.958,-3.611,-54.257,,,,,,,,,,,,,,,,"",2,0,0,"AI",,,,66,""
43,,2,0,0,2,0,0,0,1,0,0,10,255,255,18,1216.754,"CVPileMaki",R,33,81,131,1.467,-0.245,0.328,1.72,0.476,1.377,-36.37,44.487,84,16,0,2,"",106.39,-76.83,7.141,0,0,0,"=","=","=","=","=","=","=","","",5,R,"TaeGeuk_",177.1,90.533,0.624,3,33,W,Y,1,1217.671,203,117,155,101,51,,145,85,100.411,-1.223,0.277,0.891,-19.628,-0.88,-0.881,0,0,0,0,0.152,148.892,-177.153,53.765,1,3,0,121467,0.011,0.001,0.013,0,-0.881,-0.88,1.584,0,34,0.083,2,1.77,0.126,-2.673,33.979,79.589,3.66,6.165,-21.493,1,22.657,18.92,0,0.835,-0.03,-0.983,0.181,0,-178.564,-3.958,-1.436,177.128,-0.004,0.984,0.181,178.564,0.121,0.121,0,2.322,29.542,29.542,0,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33,-37.047,-0.074,-17.719,-19.959,-40.994,-16.189,-61.182,20.65,-48.656,7.625,-64.242,50.713,-102.673,0,-109.84,-40.8,-90.55,-0.051,-36.553,,"아침땅_",-0.08,-17.711,,"べるちゃそ",-19.678,-41.183,,"schmoneymikey",-15.997,-60.602,,"pododang",20.657,-48.629,,"まととまと",7.863,-63.981,,"하루（Haru）",50.049,-102.478,,"AI",0,-109.84,,"AI",-40.801,-90.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
44,,2,0,0,2,0,1,0,1,0,0,10,255,255,19,1238.208,"CVPileMaki",R,10,76,119,1.404,0.089,0.373,1.916,0.62,2.024,-36.37,52.199,89,11,0,2,"",-12.164,310.941,6.102,0,0,0,"=","=","=","=","=","=","=","","",5,R,"TaeGeuk_",177.1,90.533,0.624,0,33,W,Y,1,1239.132,138,137,80,124,83,,140,91,-58.123,-54.911,0.261,0.999,-20.577,-0.56,,,,,0,0.23,-223.566,-197.968,-164.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.246,1.105,-21.169,,,,,,0,0,,,,,,,,,,,,1239.793,,,,,,,,,,,,,,,,,,,,,,,,,,-0.312,-37.089,-0.029,-17.837,-19.97,-41.676,-16.995,-61.04,20.105,-48.152,7.631,-64.11,43.755,-102.113,0,-109.84,-40.801,-90.551,-0.121,-37.127,,"아침땅_",-0.039,-17.838,,"べるちゃそ",-19.061,-45.366,,"schmoneymikey",-16.089,-59.15,,"pododang",20.027,-48.031,,"まととまと",7.973,-64.017,,"하루（Haru）",43.757,-102.113,,"AI",0,-109.84,,"AI",-40.801,-90.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
45,,2,0,0,2,0,2,0,1,0,0,10,255,255,20,1259.389,"CVPileMaki",R,10,81,122,1.21,-0.437,0.323,1.838,0.521,1.74,-36.37,42.609,87,13,0,2,"",-2.413,343.471,6.431,0,0,0,"=","=","=","=","=","=","=","","",5,R,"TaeGeuk_",177.1,90.533,0.624,3,33,W,Y,1,1260.328,180,81,123,90,52,,145,86,61.29,-0.369,0.217,0.672,-19.383,-0.81,-0.815,0,0,0,0,0.258,52.296,100.941,9.294,1,3,0,121467,0.011,0.01,0.014,0,-0.815,-0.81,2.329,0,44,0,2,2.465,-0.202,-3.853,31.387,61.29,-9.071,5.826,-30.771,1,32.605,33.747,10.318,0.966,0.719,-0.609,-0.334,0,-180,7.204,0,180,0.003,0.877,-0.48,0,0.19,0.218,0,4.58,35.183,53.592,0,1,1264.299,-0.712,-64.045,1264.419,5,-0.658,3.103,-62.794,0,0,,,,,,1266.45,,,,,,1261.147,,,1266.322,0,,454,0,1268.531,6,1,659,8,,,,,,,,,,,,,,-0.306,-37.107,-0.058,-17.805,-20.393,-41.759,-17.16,-60.952,21.189,-47.116,6.632,-64.403,44.049,-100.598,0,-109.84,-40.8,-90.55,-0.019,-36.901,,"아침땅_",-0.074,-17.785,,"べるちゃそ",-18.785,-46.396,85,"schmoneymikey",-17.011,-60.966,,"pododang",21.188,-47.113,,"まととまと",9.339,-64.496,100,"하루（Haru）",44.045,-100.595,,"AI",0,-109.84,,"AI",-40.8,-90.55,,1271.729,-0.678,-37.58,,,,1268.54,-18.56,-40.316,,,,,,,1266.336,-0.684,-63.47,,,,,,,,,,,,,,,,1270.703,-17.878,-39.932,,,,,,,1267.324,-3.774,-59.069,,,,,,,,,,"",1,0,0,"まととまと",1266.45,,,76,""
46,,2,0,0,2,0,0,2,0,0,0,255,255,255,21,1287.902,"CVPileMaki",R,28,81,132,-1.143,-0.69,0.082,1.577,-0.547,1.124,-36.37,21.581,54,46,0,2,"",32.544,-77.451,6.985,0,0,1,"=","=","=","=","=","=","=","","",3,R,"CoalCat",174.9,83,0.397,5,33,W,Y,1,1289.171,165,78,112,66,37,,145,127,27.562,29.102,-0.207,0.74,-20.722,0.29,0.29,0,0,0,0,0.538,372.629,182.607,-234.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292.886,-61.973,-122.034,,,,,,0,0,,1294.656,1299.293,1304.238,1309.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.368,-37.115,-0.051,-17.911,-21.81,-47.983,-12.218,-52.612,21.355,-47.399,9.642,-64.629,42.988,-101.204,0,-109.84,-40.8,-90.55,-0.138,-36.817,,"아침땅_",-0.179,-17.859,,"べるちゃそ",-21.653,-47.865,,"schmoneymikey",-12.063,-52.197,,"pododang",21.489,-47.522,,"まととまと",9.584,-64.63,,"하루（Haru）",42.991,-101.212,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",4,0,0,"",1299.293,1304.238,,0,""
47,,2,0,0,3,0,0,2,0,0,0,255,255,255,22,1327.444,"CVPileMaki",R,28,80,130,0.15,0.268,0.198,1.738,-0.009,1.687,-36.37,31.308,97,3,0,0,"",46.593,-94.127,3.381,0,0,2,"=","=","=","=","=","=","=","","",2,R,"SUGUN",190,82,0.5,,33,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.315,-37.15,-0.044,-17.918,-23.526,-48.762,-17.154,-61.442,20.511,-47.392,10.405,-66.237,44.856,-100.023,0,-109.84,-40.8,-90.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
48,,2,0,0,3,0,1,2,0,0,0,255,255,255,23,1343.545,"CVPileMaki",R,10,87,128,0.211,-0.174,0.249,1.884,0.109,1.903,-36.37,43.28,87,13,0,2,"",-16.57,400,1.709,0,0,2,"=","=","=","=","=","=","=","","",2,R,"SUGUN",190,82,0.5,0,33,W,Y,1,1344.896,232,33,97,51,7,,145,120,25.328,-4.407,0.042,0.979,-20.638,0.17,,,,,0,0.401,218.973,42.705,41.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347.939,7.182,-126.611,1348.153,7,6.976,2.379,-123.19,0,0,,1350.673,,,,,,,,,,,,,1350.169,2,,456,0,,,,,,,,,,,,,,,,,,,-0.307,-37.091,-0.043,-17.919,-21.183,-46.865,-16.489,-60.538,21.538,-48.235,12.604,-64.997,45.778,-101.78,0,-109.84,-40.8,-90.55,-0.032,-37.341,,"아침땅_",-0.033,-17.914,,"べるちゃそ",-21.157,-46.84,,"schmoneymikey",-16.472,-60.478,,"pododang",21.518,-48.222,,"まととまと",12.256,-64.777,,"하루（Haru）",45.029,-102.28,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1,0,0,"AI",,,,0,""
49,SIDE,2,0,0,3,0,0,2,0,0,0,255,255,255,,1354.434,,,,,,,,,,,,,,,,,,,,,,,,3,"=","=","=","=","=","=","=","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
50,,3,1,0,3,0,0,0,0,0,0,255,255,255,20,1403.345,"Yes_Man_",R,3,72,113,-4.223,-0.267,0.693,1.639,-1.089,1.449,-36.737,24.465,0,100,0,1,"",-414.369,0,3.424,0,0,6,"pododang","schmoneymikey","べるちゃそ","まととまと","아침땅_","하루（Haru）","CVPileMaki","","",0,R,"CVPileMaki",190,94.088,0.399,,33,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.258,-37.673,-0.178,-17.097,-19.75,-45.596,-10.732,-62.117,19.16,-48.797,12.266,-60.432,30.825,-97.495,0,-109.84,-40.801,-90.551,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
51,,3,1,0,3,1,0,0,0,0,0,255,255,255,21,1418.827,"Yes_Man_",R,32,86,139,-2.984,0.662,0.464,1.739,-1.561,1.941,-36.737,19.585,0,100,0,1,"",176.121,-92.163,13.753,0,0,6,"=","=","=","=","=","=","=","","",0,R,"CVPileMaki",190,94.088,0.399,,33,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148,-37.622,-0.085,-17.116,-19.392,-45.643,-12.673,-62.98,16.88,-47.332,11.449,-61.763,35.457,-100.835,0,-109.84,-40.801,-90.551,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
52,,3,1,0,3,2,0,0,0,0,0,255,255,255,22,1436.121,"Yes_Man_",R,32,87,140,-0.262,0.573,0.716,1.732,-0.393,1.919,-36.737,21.019,0,100,0,2,"",186.349,-53.728,20.474,0,0,6,"=","=","=","=","=","=","=","","",0,R,"CVPileMaki",190,94.088,0.399,3,33,W,Y,1,1437.264,139,44,157,89,25,,143,99,-30,-1.809,-0.123,1.102,-18.043,0.98,0.983,0,0,0,0,0.275,-164.448,233.838,3.482,1,3,0,121467,0.014,0,0.019,0,0.983,0.98,3.04,0,41,0,2,2.844,-1.143,-2.076,36.212,-31.959,-27.033,-18.84,-34.532,1,47.73,34.371,0,0.72,0.776,0.334,-0.535,0,180,16.26,0,180,0.027,-0.5,-0.866,0,0.156,0.156,0,5.349,31.949,31.949,0,1,1435.259,-0.07,-19.823,1436.339,0,0.402,1.831,-36.176,0,0,,,,,,,,,,,,,,,1441.31,6,,147,64,,,,,,,,,,,,,,,,,,,0.288,-37.54,-0.047,-17.109,-19.753,-46.456,-12.676,-62.986,15.938,-47.45,11.457,-62.021,35.465,-100.83,0,-109.84,-40.801,-90.551,0.536,-37.207,94,"Po_cari",-0.162,-17.213,,"SUGUN",-19.606,-46.436,74,"CoalCat",-12.577,-62.908,,"aura_5599",15.71,-47.155,,"TaeGeuk_",10.891,-62.449,,"Kr_Luna",35.443,-100.821,,"AI",0,-109.84,,"AI",-40.801,-90.551,,1438.556,0.288,-37.024,,,,1440.625,-18.438,-39.669,,,,,,,,,,,,,,,,,,,1439.697,-1.334,-37.929,,,,1441.655,-17.301,-39.958,,,,,,,,,,,,,,,,,,,"",2,0,0,"Yes_Man_",,,,68,""
53,,3,1,0,3,0,0,1,0,0,0,255,255,255,23,1459.447,"Yes_Man_",R,32,86,139,-2.195,0.411,0.541,1.699,-1.205,1.813,-36.737,25.836,0,100,0,1,"",166.162,-58.535,13.659,0,0,0,"=","=","=","=","=","=","=","","",4,R,"pododang",190,88.237,0.346,,33,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141,-37.608,-0.065,-17.087,-19.61,-46.317,-12.697,-62.781,17.693,-47.95,12.882,-57.281,35.409,-100.843,0,-109.84,-40.801,-90.551,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1463.563,0.045,-37.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
54,,3,1,0,3,1,0,1,0,0,0,255,255,255,24,1473.511,"Yes_Man_",R,33,83,135,3.175,0.417,1.048,1.709,1.154,1.846,-36.737,44.162,0,100,0,1,"",136.705,-23.836,3.05,2.255,-16.017,0,"=","=","=","=","=","=","=","","",4,R,"pododang",190,88.237,0.346,,33,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356,-37.621,-0.077,-17.087,-19.667,-45.987,-12.874,-61.43,17.282,-47.771,12.033,-58.508,35.117,-100.802,0,-109.84,-40.801,-90.551,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1482.382,0.068,-37.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
55,,3,1,0,3,2,0,1,0,0,0,255,255,255,25,1492.773,"Yes_Man_",R,38,35,85,0.861,-0.546,0.92,1.484,0.288,1.315,-36.737,49.368,0,94,6,0,"",22.973,7.58,-5.499,0,0,0,"=","=","=","=","=","=","=","","",4,R,"pododang",190,88.237,0.346,,33,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.398,-37.399,-0.021,-16.865,-20.048,-46.298,-12.877,-61.495,17.049,-48.564,12.235,-59.182,35.216,-100.806,0,-109.84,-40.801,-90.551,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1497.354,-0.144,-37.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
56,,3,1,0,3,2,1,1,0,0,0,255,255,255,26,1508.469,"Yes_Man_",R,38,39,87,0.854,0.41,0.892,1.752,0.286,1.873,-36.737,43.378,0,100,0,2,"",23.609,-15.129,3.921,0,0,0,"=","=","=","=","=","=","=","","",4,R,"pododang",190,88.237,0.346,0,33,W,Y,1,1509.75,251,240,53,108,28,,137,85,-45.515,7.338,0.407,1.133,-21.033,-1,,,,,0,0.515,-12.591,-3.732,-223.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.606,0.271,-22.08,1508.953,0,-1.69,2.683,-37.06,0,0,,,,,,,,,,,,,,,1514.164,0,,147,64,,,,,,,,,,,,,,,,,,,0.322,-37.38,-0.026,-16.881,-19.863,-46.152,-12.874,-61.494,17.863,-48.085,12.233,-59.183,35.206,-100.979,0,-109.84,-40.801,-90.551,0.342,-37.348,120,"Po_cari",-0.035,-17.151,,"SUGUN",-19.727,-46.224,86,"CoalCat",-12.734,-61.42,,"aura_5599",17.994,-47.763,,"TaeGeuk_",12.453,-60.139,,"Kr_Luna",35.178,-100.981,,"AI",0,-109.84,,"AI",-40.801,-90.551,,1511.206,-1.169,-37.667,,,,1513.477,-18.891,-39.528,,,,,,,,,,,,,,,,,,,1512.774,-4.461,-37.329,,,,1514.64,-17.666,-39.784,,,,,,,,,,,,,,,,,,,"",2,0,0,"Yes_Man_",,,,68,""
57,,3,1,0,3,0,0,2,0,0,0,255,255,255,27,1533.52,"Yes_Man_",R,3,66,98,-1.962,-0.058,0.872,1.681,-0.16,1.594,-36.737,35.621,0,100,0,2,"",-326.808,0,6.777,0,0,1,"=","=","=","=","=","=","=","","",3,L,"schmoneymikey",174.6,80,0.347,3,32,W,Y,1,1534.835,192,136,89,82,64,,145,85,97.895,-7.96,-0.387,0.898,-20.212,-0.81,-0.811,0,0,0,0,0.434,62.532,78.234,-11.684,1,3,0,121467,0.007,0.007,0.021,0,-0.811,-0.81,2.185,0,17,0.172,2,2.637,-2.632,-2.37,24.723,82.105,-8.337,11.787,-16.409,1,21.856,18.471,32.261,0.845,-0.065,-0.988,-0.137,0,-178.118,14.672,-1.882,176.236,-0.019,0.991,0.136,178.118,0.199,0.278,0,2.289,15.885,37.892,0,1,1539.006,-1.898,-6.27,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,-37.584,-0.051,-16.784,-19.828,-45.616,-11.66,-63.265,18.304,-46.616,12.391,-62.296,49.051,-100.834,0,-109.84,-40.801,-90.551,0.575,-37.383,,"Po_cari",-0.174,-17.067,,"SUGUN",-19.755,-46.596,,"CoalCat",-11.525,-63.152,,"aura_5599",18.283,-46.523,,"TaeGeuk_",12.513,-62.274,,"Kr_Luna",46.646,-95.585,,"AI",0,-109.84,,"AI",-40.801,-90.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
58,,3,1,0,3,0,1,2,0,0,0,255,255,255,28,1557.801,"Yes_Man_",R,32,83,135,-1,0.871,0.637,1.746,-0.76,1.992,-36.737,29.998,0,100,0,2,"",209.283,-111.35,18.993,0,0,1,"=","=","=","=","=","=","=","","",3,L,"schmoneymikey",174.6,80,0.347,3,32,W,Y,1,1558.981,184,98,133,52,0,,145,94,98.334,-2.111,-0.224,1.154,-19.3,0.98,0.987,-0.007,3,0.066,0,0.472,-256.048,-109.243,49.953,1,5,2,654331,0.007,0.002,0.038,0,0.98,0.98,0.598,0.467,26,0,2,0.573,-1.292,-1.928,35.063,81.666,-0.863,-17.541,-34.906,1,39.075,24.968,56.814,0.639,-0.189,-0.972,-0.142,4.687,-180,1.413,0,180,-0.005,0.989,0.145,-180,0,0.369,0,0.104,0,57.582,0,7,1563.646,-1.782,-6.466,1563.833,1,-1.761,2.801,-6.737,0,2,,,,,,,,,,,,,,,1566.092,1,,450,0,,,,,,,,,,,,,,,,,,,0.146,-37.694,-0.01,-16.762,-19.988,-46.221,-11.561,-63.395,18.604,-46.128,13.264,-59.467,40.311,-94.125,0,-109.84,-40.8,-90.55,0.807,-37.088,,"Po_cari",-0.131,-16.867,,"SUGUN",-19.754,-46.25,,"CoalCat",-11.425,-63.322,,"aura_5599",18.151,-45.751,,"TaeGeuk_",13.256,-59.454,,"Kr_Luna",37.074,-92.143,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,1566.103,-1.73,-6.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1,0,0,"Po_cari",,,,16,""
59,SIDE,3,1,0,3,0,0,2,0,0,0,255,255,255,,1567.802,,,,,,,,,,,,,,,,,,,,,,,,2,"=","=","=","=","=","=","=","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
60,,3,0,0,3,0,0,0,0,0,0,255,255,255,24,1596.427,"CVPileMaki",R,0,71,123,-0.888,0.358,0.102,1.77,-0.454,1.792,-36.37,19.658,51,49,0,0,"",41.035,-34.821,2.737,0,0,3,"TaeGeuk_","CoalCat","SUGUN","aura_5599","Po_cari","Kr_Luna","Yes_Man_","","",4,R,"aura_5599",190,89.523,0.398,,32,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.259,-37.061,-0.006,-17.67,-21.531,-48.651,-17.75,-62.521,22.562,-47.332,11.235,-66.336,44.363,-104.706,0,-109.84,-40.8,-90.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
