id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,hitSpnX,hitSpnY,hitSpnZ,PPosX,PPosY,CName,CPosX,CPosY,1BName,1BPosX,1BPosY,2BName,2BPosX,2BPosY,3BName,3BPosX,3BPosY,SSName,SSPosX,SSPosY,LFName,LFPosX,LFPosY,CFName,CFPosX,CFPosY,RFName,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
11,1,0,0,1,0,1,2,1,0,0,13,255,255,14,971.699,인생최패망자,R,10,119,-0.659,-2.97,1,0,-12.82,400,70.613,-0.106,-24.182,0,4,5,R,Soleil Luna,160,95,0.5,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-37.505,Sabo_10,0.075,-17.047,Pring__,-20.068,-41.53,눈꽃,-14.773,-60.822,CAT tourniquet,20.745,-45.926,소솨소솨,12.288,-63.285,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
12,1,0,0,1,1,1,2,1,0,0,13,255,255,15,992.68,인생최패망자,R,26,135,-0.419,-0.832,0,1,77.854,-186.608,21.951,0,0,1,4,5,R,Soleil Luna,160,95,0.5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,-37.707,Sabo_10,-0.101,-17.05,Pring__,-20.34,-41.056,눈꽃,-14.806,-60.877,CAT tourniquet,21.166,-45.844,소솨소솨,10.077,-63.653,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
13,1,0,0,1,1,2,2,1,0,0,13,255,255,16,1032.333,인생최패망자,R,6,113,-0.649,0.462,2,0,499.858,0,51.662,0,0,1,4,5,R,Soleil Luna,160,95,0.5,2,36,1033.815,171,101,41,148,90,53.908,37.839,0.93,0.032,0.041,0.217,0,0,0,-0.4,-37.16,Sabo_10,-0.104,-17.173,Pring__,-20.084,-43.921,눈꽃,-14.812,-62.167,CAT tourniquet,21.889,-45.903,소솨소솨,10.68,-64.632,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,1039.02,-42.677,-66.083,0,0,,0,0,0,0,0,0,0,0,0,1
14,2,1,0,1,0,0,0,0,0,0,255,255,255,9,1063.216,coder_,R,38,81,0.054,-0.129,0,0,18.985,-35.57,-0.978,0,0,0,3,5,R,Soleil Luna,160,95,0.5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,-37.437,하루（Haru）,0.145,-16.855,encounter v,9.887,-13.255,˗ˋˏ 카피 ˎˊ˗,-16.037,-29.861,Pugeuk,8.579,-29.94,Soleil Luna,12.929,-60.106,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
15,2,1,0,1,0,0,0,0,0,0,255,255,255,9,1103.062,coder_,R,10,83,-1.88,0.875,1,0,0,400,-16.709,0,0,0,3,1,L,Sabo_10,184.7,94,0.6,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182,-37.323,하루（Haru）,-0.15,-16.98,encounter v,-21.795,-50.061,˗ˋˏ 카피 ˎˊ˗,-15.643,-63.775,Pugeuk,22.048,-47.872,Soleil Luna,13.705,-63.433,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
16,2,1,0,1,1,0,0,0,0,0,255,255,255,10,1116.601,coder_,R,26,133,-0.945,-0.307,0,0,-58.381,-200,16.771,0,0,0,3,1,L,Sabo_10,184.7,94,0.6,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004,-37.487,하루（Haru）,-0.103,-17.046,encounter v,-22.896,-50.372,˗ˋˏ 카피 ˎˊ˗,-15.642,-63.765,Pugeuk,22.149,-47.87,Soleil Luna,13.2,-64.144,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
17,2,1,0,1,1,1,0,0,0,0,255,255,255,11,1128.542,coder_,R,38,83,-0.912,0.812,0,0,5.983,-3.922,-0.837,0,0,1,3,1,L,Sabo_10,184.7,94,0.6,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,-37.732,하루（Haru）,-0.032,-17.013,encounter v,-22.467,-50.067,˗ˋˏ 카피 ˎˊ˗,-15.607,-63.733,Pugeuk,22.215,-47.872,Soleil Luna,13.341,-64.383,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
18,2,1,0,1,1,2,0,0,0,0,255,255,255,12,1142.804,coder_,R,14,88,3.674,-1.571,4,0,301.344,328.804,4.663,0,0,1,3,1,L,Sabo_10,184.7,94,0.6,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.223,-37.344,하루（Haru）,0.378,-17.059,encounter v,-21.98,-48.411,˗ˋˏ 카피 ˎˊ˗,-14.578,-63.992,Pugeuk,22.347,-47.467,Soleil Luna,13.34,-64.379,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
19,2,1,0,1,0,0,1,0,0,0,255,255,255,13,1166.177,coder_,R,13,79,0.413,0.31,2,0,-262.326,341.442,-6.259,0,0,1,4,3,L,눈꽃,175.2,100.309,0.2,3,89,1167.402,131,119,59,144,72,114.716,42.366,0.98,0.051,0.002,0,0,0,0,-0.197,-37.435,하루（Haru）,0.12,-17.069,encounter v,-21.563,-48.021,˗ˋˏ 카피 ˎˊ˗,-14.825,-64.334,Pugeuk,20.252,-45.752,Soleil Luna,12.696,-62.733,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3
20,2,1,0,1,0,1,1,0,0,0,255,255,255,14,1183.118,coder_,R,43,87,-2.128,0.117,2,0,-132.652,4.993,-0.522,0,0,1,4,3,L,눈꽃,175.2,100.309,0.2,3,88,1184.33,88,101,94,134,77,-30,42.76,0.96,0,0.016,0.031,0,0,0,-0.224,-37.311,하루（Haru）,0.007,-17.004,encounter v,-22.388,-49.316,˗ˋˏ 카피 ˎˊ˗,-15.62,-63.782,Pugeuk,20.65,-46.001,Soleil Luna,11.305,-64.538,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,1184.228,-1.921,-22.797,1186.29,2,encounter v,-21.545,-43.663,0,0,0,0,0,0,0,2
21,2,1,0,1,0,0,2,0,0,0,255,255,255,15,1209.391,coder_,R,27,137,0.451,-2.529,1,0,44.221,-116.498,7.177,0.076,-22.706,0,5,0,R,인생최패망자,190,90,0.45,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.189,-37.624,하루（Haru）,0.076,-17.057,encounter v,-22.207,-49.325,˗ˋˏ 카피 ˎˊ˗,-14.537,-64.391,Pugeuk,22.118,-49.694,Soleil Luna,12.299,-64.754,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
22,2,1,0,1,1,0,2,0,0,0,255,255,255,16,1223.074,coder_,R,26,127,-1.357,-2.012,1,0,-53.984,-200,30.593,0,0,0,5,0,R,인생최패망자,190,90,0.45,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048,-37.768,하루（Haru）,0.13,-17.202,encounter v,-22.636,-49.111,˗ˋˏ 카피 ˎˊ˗,-14.585,-64.46,Pugeuk,22.157,-49.672,Soleil Luna,12.294,-64.768,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
23,2,1,0,1,2,0,2,0,0,0,255,255,255,17,1234.405,coder_,R,13,83,-0.034,-0.369,0,0,-270.746,348.207,-4.096,0,0,0,5,0,R,인생최패망자,190,90,0.45,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,-37.632,하루（Haru）,0.065,-17.273,encounter v,-22.647,-49.16,˗ˋˏ 카피 ˎˊ˗,-14.574,-64.442,Pugeuk,22.119,-49.579,Soleil Luna,12.291,-64.768,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
24,2,1,0,1,2,1,2,0,0,0,255,255,255,18,1255.083,coder_,R,39,88,-1.046,-0.74,2,0,-59.973,-159.796,11.267,0,0,1,5,0,R,인생최패망자,190,90,0.45,3,88,1256.45,154,121,50,149,109,114.859,-65.078,0.89,-0.065,-0.173,0.173,0,0,0,-0.206,-37.357,하루（Haru）,-0.187,-17.382,encounter v,-22.658,-49.112,˗ˋˏ 카피 ˎˊ˗,-14.527,-64.388,Pugeuk,22.136,-49.331,Soleil Luna,12.3,-64.767,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3
25,2,1,0,1,2,2,2,0,0,0,255,255,255,19,1271.308,coder_,R,10,86,-2.609,-1.477,4,0,-105.719,400,16.61,-0.551,-18.58,1,5,0,R,인생최패망자,190,90,0.45,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.437,-37.976,하루（Haru）,-0.338,-16.901,encounter v,-22.503,-48.181,˗ˋˏ 카피 ˎˊ˗,-13.241,-64.349,Pugeuk,20.629,-47.835,Soleil Luna,12.837,-64.134,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
26,2,0,0,1,0,0,0,0,0,0,255,255,255,18,1315.221,인생최패망자,R,3,105,2.58,-0.05,4,0,-329.443,0,12.508,0,0,1,5,0,R,coder_,175.3,107,0.349,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,-37.635,Sabo_10,-0.001,-17.173,Pring__,-22.91,-48.336,눈꽃,-15.071,-63.174,CAT tourniquet,21.652,-45.757,소솨소솨,13.309,-64.424,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
27,2,0,0,1,0,1,0,0,0,0,255,255,255,19,1335.5,인생최패망자,R,26,138,-0.919,0.586,0,0,28.808,-200,27.164,0,0,0,5,0,R,coder_,175.3,107,0.349,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103,-37.675,Sabo_10,-0.12,-17.301,Pring__,-22.889,-48.354,눈꽃,-15.07,-63.147,CAT tourniquet,19.342,-43.414,소솨소솨,13.314,-64.409,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
28,2,0,0,1,1,1,0,0,0,0,255,255,255,20,1353.382,인생최패망자,R,11,125,-2.734,0.158,1,0,13.36,229.031,53.077,-0.688,-17.652,0,5,0,R,coder_,175.3,107,0.349,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.092,-37.545,Sabo_10,-0.694,-17.083,Pring__,-22.946,-48.318,눈꽃,-15.152,-63.13,CAT tourniquet,19.988,-45.553,소솨소솨,12.906,-64.794,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
29,2,0,0,1,2,1,0,0,0,0,255,255,255,21,1371.104,인생최패망자,R,7,121,-1.34,0.926,0,0,160.342,0,48.592,0,0,1,5,0,R,coder_,175.3,107,0.349,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.225,-37.802,Sabo_10,-0.09,-17.052,Pring__,-22.911,-48.377,눈꽃,-15.17,-63.121,CAT tourniquet,20.745,-45.278,소솨소솨,12.951,-64.392,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30,2,0,0,1,2,2,0,0,0,0,255,255,255,22,1388.9,인생최패망자,R,26,138,0.145,2.039,4,0,83.548,-167.158,23.038,0,0,1,5,0,R,coder_,175.3,107,0.349,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,-37.767,Sabo_10,-0.783,-17.48,Pring__,-22.905,-48.382,눈꽃,-15.134,-63.345,CAT tourniquet,22.165,-47.289,소솨소솨,12.959,-65.301,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
31,2,0,0,1,0,0,1,0,0,0,255,255,255,23,1414.641,인생최패망자,R,26,138,-1.957,0.017,2,0,77.645,-200,33.427,0,0,1,0,3,L,˗ˋˏ 카피 ˎˊ˗,168,88.405,0.549,3,84,1415.729,119,94,44,138,79,98.78,64.28,-0.44,0.137,-0.122,0.202,0,0,0,-0.078,-37.046,Sabo_10,-0.159,-17.177,Pring__,-22.914,-48.148,눈꽃,-15.124,-63.355,CAT tourniquet,22.093,-46.609,소솨소솨,15.042,-63.838,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,1421.374,23.224,-4.489,0,0,,0,0,0,0,0,0,0,0,0,3
32,2,0,0,1,0,1,1,0,0,0,255,255,255,24,1438.182,인생최패망자,R,26,135,-0.62,0.457,0,0,85.79,-160.1,25.565,0,0,0,0,3,L,˗ˋˏ 카피 ˎˊ˗,168,88.405,0.549,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,-37.384,Sabo_10,-0.044,-17.079,Pring__,-22.63,-47.372,눈꽃,-16.423,-62.896,CAT tourniquet,21.766,-45.656,소솨소솨,15.392,-63.278,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
33,2,0,0,1,0,2,1,0,0,0,255,255,255,25,1451.845,인생최패망자,R,26,140,0.443,1.852,4,0,41.569,-200,16.414,0,0,1,0,3,L,˗ˋˏ 카피 ˎˊ˗,168,88.405,0.549,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096,-37.951,Sabo_10,-0.005,-17.16,Pring__,-22.801,-47.2,눈꽃,-16.417,-62.887,CAT tourniquet,21.499,-45.519,소솨소솨,15.79,-62.99,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
34,2,0,0,1,0,0,2,0,0,0,255,255,255,26,1481.076,인생최패망자,R,32,140,-2.508,-1.994,1,0,165.991,-130.544,23.535,-0.456,-18.241,0,1,2,R,encounter v,190,99.951,0.447,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011,-37.776,Sabo_10,-0.069,-17.036,Pring__,-22.274,-48.015,눈꽃,-16.73,-62.55,CAT tourniquet,21.662,-45.915,소솨소솨,13.691,-64.639,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
35,2,0,0,1,1,0,2,0,0,0,255,255,255,27,1496.923,인생최패망자,R,26,140,1.842,-1.357,1,0,126.625,-180.443,15.439,0,0,0,1,2,R,encounter v,190,99.951,0.447,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.079,-37.552,Sabo_10,0.175,-17.05,Pring__,-22.495,-47.892,눈꽃,-17.209,-62.372,CAT tourniquet,20.761,-44.785,소솨소솨,14.331,-64.322,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
36,2,0,0,1,2,0,2,0,0,0,255,255,255,28,1511.373,인생최패망자,R,26,138,-0.726,0.997,4,0,66.47,-166.223,23.411,-0.096,-17.831,1,1,2,R,encounter v,190,99.951,0.447,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,-37.683,Sabo_10,-0.023,-17.276,Pring__,-22.293,-47.981,눈꽃,-16.558,-62.783,CAT tourniquet,22.067,-46.109,소솨소솨,14.328,-64.311,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
37,2,0,0,1,2,1,2,0,0,0,255,255,255,29,1526.913,인생최패망자,R,4,118,-2.988,-1.021,1,0,-196.271,0,9.575,0,0,0,1,2,R,encounter v,190,99.951,0.447,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,-37.569,Sabo_10,-0.173,-17.274,Pring__,-22.817,-47.686,눈꽃,-17.97,-62.201,CAT tourniquet,21.56,-45.15,소솨소솨,14.305,-64.335,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
38,2,0,0,1,3,1,2,0,0,0,255,255,255,30,1541,인생최패망자,R,26,140,-0.046,1.757,4,0,59.929,-197.33,4.4,0,0,1,1,2,R,encounter v,190,99.951,0.447,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119,-37.801,Sabo_10,0.022,-16.864,Pring__,-22.87,-47.245,눈꽃,-15.83,-63.062,CAT tourniquet,21.626,-44.65,소솨소솨,14.34,-64.333,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
39,2,0,0,1,3,2,2,0,0,0,255,255,255,31,1554.596,인생최패망자,R,26,140,-1.757,0.595,2,0,99.015,-200,56.363,0,0,1,1,2,R,encounter v,190,99.951,0.447,3,83,1555.667,135,100,36,142,89,26.69,-24.64,-0.12,-0.167,-0.101,0.283,0,0,0,-0.215,-37.136,Sabo_10,0.027,-17.263,Pring__,-22.971,-48.205,눈꽃,-15.841,-63.058,CAT tourniquet,22.471,-45.498,소솨소솨,14.127,-63.809,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,1566.054,29.693,-125.48,1570.221,5,소솨소솨,7.436,-76.257,1,0,0,0,0,0,0,0
40,2,0,0,1,0,0,2,0,0,1,255,255,11,32,1605.609,인생최패망자,R,26,140,-1.355,0.442,2,0,67.722,-199.708,34.986,0,0,1,2,1,L,하루（Haru）,190,107,0.5,3,43,1606.551,255,93,20,144,130,45.524,-49.882,0.37,0.054,-0.069,0,0,0,0,-0.152,-36.871,Sabo_10,-0.033,-17.071,Pring__,-22.637,-49.676,눈꽃,-12.455,-64.834,CAT tourniquet,19.935,-43.41,소솨소솨,17.397,-62.179,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,1611.658,92.463,-80.874,0,0,,0,0,0,0,0,0,0,0,0,3
41,2,0,0,1,0,1,2,0,0,1,255,255,11,33,1630.771,인생최패망자,R,14,115,1.406,1.887,1,0,390.434,312.348,20.752,0,0,0,2,1,L,하루（Haru）,190,107,0.5,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31,-37.074,Sabo_10,0.199,-17.08,Pring__,-22.646,-48.108,눈꽃,-11.172,-65.149,CAT tourniquet,20.324,-44.263,소솨소솨,18.08,-62.108,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
42,2,0,0,1,1,1,2,0,0,1,255,255,11,34,1648.935,인생최패망자,R,10,116,1.375,-0.093,0,0,0,400,8.353,0,0,0,2,1,L,하루（Haru）,190,107,0.5,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.087,-37.58,Sabo_10,0.077,-17.129,Pring__,-22.657,-48.111,눈꽃,-11.846,-65.288,CAT tourniquet,19.222,-39.928,소솨소솨,18.082,-62.111,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
43,2,0,0,2,1,2,2,0,0,0,255,255,255,35,1694.141,인생최패망자,R,10,119,2.925,-0.296,1,0,-64.85,362.822,16.206,0.708,-16.81,0,2,1,L,하루（Haru）,190,107,0.5,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,-37.504,Sabo_10,0.396,-17.22,Pring__,-23.072,-49.12,눈꽃,-12.618,-65.334,CAT tourniquet,20.184,-40.907,소솨소솨,16.389,-62.993,AI,35.7,-81.8,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
