id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,sH,sV,gyro,plx,plz,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
1,,1,1,0,0,0,0,0,0,0,0,255,255,255,0,218.376,"Pring__",R,41,48,91,0.625,0.431,0.331,1.595,0.176,1.829,-36.191,43.238,34,66,0,2,46.194,-57.97,-2.628,0,0,0,2,R,"D-GAJA",185,95,0.5,5,40,W,Y,1,219.746,83,65,100,49,21,123,72,-81.322,19.066,0.113,1.126,-20.174,-1,0,0.174,-497.616,239.334,234.73,219.904,0.061,-20.324,222.56,1,-1.72,1.885,-25.505,0,0,,,,,,,,,,,,,,,225.048,0,,147,4,,,,,,,,,,,,,,,,,,,-0.239,-36.88,-0.011,-17.6,-18.838,-43.045,-9.818,-54.516,19.81,-48.649,10.783,-65.48,40.929,-90.677,0,-109.87,-40.83,-90.577,-0.098,-37.252,,"_Chun",0.012,-17.589,130,"SUGUN",-18.83,-42.915,85,"ddil_ddil69",-8.857,-49.973,,"TaeGeuk_",20.482,-51.483,,"_송글_",10.637,-65.301,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,228.274,0.186,-29.595,222.392,-1.597,-25.18,224.433,-19.215,-39.441,,,,,,,,,,,,,,,,,,,,,,223.641,-5.492,-27.933,227.071,-17.348,-39.391,,,,,,,,,,,,,,,,,,,2,0,"_Chun",,,,44,""
2,,1,1,0,0,0,0,1,0,0,0,255,255,255,1,245.575,"Pring__",R,32,85,138,-2.284,0.555,-0.01,1.435,-1.212,1.821,-36.191,15.497,0,100,0,1,250,-176.178,33.326,0,0,1,1,R,"아침땅_",190,94.936,0.502,,79,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.237,-36.824,0.01,-17.568,-19.268,-46.388,-15.021,-63.341,19.837,-46.262,10.707,-65.917,40.922,-90.671,0,-109.86,-40.822,-90.571,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,249.388,-0.457,-37.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
3,,1,1,0,0,1,0,1,0,0,0,255,255,255,2,258.279,"Pring__",R,32,85,138,0.082,0.538,0.187,1.434,-0.297,1.818,-36.191,23.974,0,100,0,0,250,-168.35,17.68,0,0,1,1,R,"아침땅_",190,94.936,0.502,,79,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.182,-36.851,0.006,-17.557,-19.095,-46.271,-15.013,-63.157,19.481,-49.025,10.79,-65.846,40.907,-90.657,0,-109.85,-40.807,-90.557,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,261.937,-0.142,-37.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
4,,1,1,0,0,1,1,1,0,0,0,255,255,255,3,270.944,"Pring__",R,32,84,136,0.529,-0.292,0.233,1.474,-0.083,1.299,-36.191,31.014,16,84,0,2,229.107,-153.83,3.221,0,0,1,1,R,"아침땅_",190,94.936,0.502,3,79,W,Y,1,271.851,128,84,145,50,24,139,92,-8.678,21.68,-0.124,0.773,-20.006,-0.54,0.095,0.324,-105.204,537.09,-245.9,272.137,-1.828,-24.198,274.381,3,-14.497,0.055,-55.774,0,0,,,,,,,,,,,,,,,276.394,1,,147,2,,,,,,,,,,,,,,,,,,,-0.232,-36.751,0.012,-17.566,-19.081,-46.205,-15.066,-63.361,19.568,-48.493,10.693,-65.777,40.907,-90.657,0,-109.85,-40.807,-90.557,-0.249,-36.837,,"_Chun",0.033,-17.545,,"SUGUN",-18.971,-46.274,80,"ddil_ddil69",-15.011,-63.096,107,"TaeGeuk_",20.324,-49.667,,"_송글_",10.67,-65.712,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,278.944,-0.659,-37.752,,,,275.764,-19.171,-40.461,274.062,-15.074,-56.748,,,,,,,,,,,,,,,,,,,,,,277.852,-17.754,-39.7,275.024,-16.293,-50.917,,,,,,,,,,,,,,,,2,0,"ddil_ddil69",,,,42,""
5,,1,1,0,0,0,0,2,0,0,0,255,255,255,4,294.234,"Pring__",R,13,81,106,-0.406,-0.428,0.364,1.641,0.35,1.791,-36.191,36.477,0,100,0,0,-348.751,344.994,13.854,-0.355,-18.696,2,3,R,"muyang_",170.7,80,0.488,,81,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.154,-36.875,-0.024,-17.585,-19.779,-46.03,-16.081,-62.85,19.927,-47.984,10.671,-65.385,40.908,-90.657,0,-109.85,-40.807,-90.557,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,300.472,-0.294,-37.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
6,,1,1,0,0,0,1,2,0,0,0,255,255,255,5,310.597,"Pring__",R,26,86,139,-4.145,-2.34,-0.163,1.149,-1.924,0.088,-36.191,32.493,39,19,41,1,112.785,-200,58.862,0,0,2,3,R,"muyang_",170.7,80,0.488,,81,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.219,-36.807,-0.042,-17.451,-19.959,-46.035,-16.298,-62.55,20.121,-48.93,10.18,-65.771,40.907,-90.657,0,-109.85,-40.808,-90.557,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,314.84,-0.164,-37.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
7,,1,1,0,0,1,1,2,0,0,0,255,255,255,6,324.223,"Pring__",R,32,82,133,0.651,-0.367,0.338,1.555,0.404,1.549,-36.191,35.328,0,100,0,2,237.661,-165.43,8.36,0,0,2,3,R,"muyang_",170.7,80,0.488,3,81,W,Y,0,325.205,255,200,153,60,38,145,85,48.017,-42.699,0.661,1.261,-20.131,-0.75,0,0.216,437.113,-410.526,20.029,330.515,49.158,-61.853,,,,,,0,0,,330.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.166,-36.807,-0.028,-17.461,-19.435,-46.709,-16.222,-62.58,20.255,-49.213,9.95,-65.953,40.907,-90.657,0,-109.85,-40.807,-90.557,0.144,-37.046,,"_Chun",-0.065,-17.6,,"SUGUN",-19.491,-46.676,,"ddil_ddil69",-16.165,-62.425,,"TaeGeuk_",20.351,-49.283,,"_송글_",10.063,-65.793,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"",,,,0,""
8,,1,1,0,0,1,2,2,0,0,0,255,255,255,7,348.067,"Pring__",R,13,76,102,3.69,-0.018,0.608,1.686,2.225,2.146,-36.191,51.924,77,23,0,1,-328.686,352.64,-2.29,1.192,-17.187,2,3,R,"muyang_",170.7,80,0.488,,34,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.046,-36.753,-0.021,-17.396,-19.664,-47.372,-14.052,-64.036,21.302,-49.271,12.145,-65.588,40.915,-90.664,0,-109.85,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
9,,1,1,0,0,2,2,2,0,0,0,255,255,255,8,394.052,"Pring__",R,26,84,136,0.025,0.15,0.197,1.541,-0.251,1.499,-36.191,22.303,32,68,0,2,191.223,-200,16.745,0,0,2,3,R,"muyang_",170.7,80,0.488,3,34,W,Y,1,395.027,255,106,83,65,46,145,126,-30,-36.08,0.005,0.974,-20.618,0.34,0,0.282,-379.18,416.636,206.487,395.237,1.145,-22.186,397.315,3,24.822,1.716,-54.834,1,0,,400.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.165,-36.815,-0.037,-17.743,-19.463,-46.161,-13.384,-62.078,22.935,-50.93,12.391,-65.175,40.952,-90.698,0,-109.88,-40.852,-90.598,-0.202,-36.742,,"_Chun",-0.007,-17.675,,"SUGUN",-19.252,-46.325,,"ddil_ddil69",-13.371,-61.872,,"TaeGeuk_",22.932,-50.927,86,"_송글_",12.253,-65.119,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,408.372,0.27,-38.101,,,,,,,,,,396.763,22.507,-51.748,,,,,,,,,,,,,,,,,,,,,,,,,407.331,15.306,-47.156,,,,,,,,,,,,,2,0,"ddil_ddil69",,,,48,""
10,,1,1,0,0,0,0,2,1,0,0,3,255,255,9,424.233,"Pring__",R,32,79,116,0.97,0.293,0.313,1.59,0.193,1.669,-36.191,34.754,29,71,0,2,159.174,-109.184,7.639,0,0,3,4,L,"HOGGYS 호기스",178.9,92.075,0.44,3,82,W,Y,1,425.392,152,86,46,15,0,90,95,-30,-31.209,0.18,1.051,-20.271,0.23,0,1.032,98.142,552.784,211.656,425.381,1.197,-21.961,427.381,4,13.935,0.187,-48.01,0,0,,430.861,,,,,,,,,,,,,429.783,2,1,164,16,,,,,,,,,,,,,,,,,,,-0.191,-36.772,-0.019,-17.451,-20.325,-42.269,-6.464,-60.771,20.034,-50.919,12.952,-63.698,40.915,-90.664,0,-109.86,-40.815,-90.564,-0.157,-36.944,,"_Chun",0.023,-17.491,,"SUGUN",-19.393,-44.957,,"ddil_ddil69",-6.519,-60.703,107,"TaeGeuk_",21.137,-52.31,92,"_송글_",12.326,-64.613,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,429.034,0.545,-59.174,427.447,14.556,-49.529,,,,,,,,,,,,,,,,,,,,,,430.22,-2.249,-56.887,428.145,12.808,-50.96,,,,,,,,,,,,,2,0,"TaeGeuk_",,,,18,""
