id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,startX,startY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,shS,lgS,prepS,impMv,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,hitSpnX,hitSpnY,hitSpnZ,PPosX,PPosY,CName,CPosX,CPosY,1BName,1BPosX,1BPosY,2BName,2BPosX,2BPosY,3BName,3BPosX,3BPosY,SSName,SSPosX,SSPosY,LFName,LFPosX,LFPosY,CFName,CFPosX,CFPosY,RFName,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
27,2,1,0,1,0,2,0,0,0,1,255,255,1,12,1011.608,인생최패망자,R,26,140,0.919,1.885,0.054,1.994,-36.402,1,0,98.239,-162.339,30.143,0,0,0,4,4,R,Apple_Sherbet,190,89.641,0.297,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,-37.704,encounter v,-0.047,-16.575,Yaksok~,-21.791,-48.926,Tamari_,-13.738,-62.243,_이누_,18.677,-48.443,소솨소솨,14.155,-63.709,vovopo 보보포,37.245,-82.494,AI,0,-100.6,-라후이-,-38.336,-87.193,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
28,2,1,0,1,1,2,0,0,0,1,255,255,1,13,1029.057,인생최패망자,R,26,132,-0.21,1.625,-0.044,1.944,-36.369,1,0,68.237,-172.833,15.239,0,0,0,4,4,R,Apple_Sherbet,190,89.641,0.297,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,-37.515,encounter v,0.881,-16.954,Yaksok~,-21.811,-48.949,Tamari_,-13.051,-63.726,_이누_,19.358,-42.25,소솨소솨,15.307,-63.215,vovopo 보보포,37.262,-82.529,AI,0,-100.6,-라후이-,-38.423,-89.6,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
29,2,1,0,1,2,2,0,0,0,1,255,255,1,14,1062.216,인생최패망자,R,13,109,0.587,-1.04,0.23,1.602,-36.426,1,0,-386.885,312.348,5.04,0,0,0,4,4,R,Apple_Sherbet,190,89.641,0.297,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155,-37.783,encounter v,1.032,-17.805,Yaksok~,-21.81,-48.983,Tamari_,-14.779,-63.328,_이누_,18.978,-44.156,소솨소솨,14.826,-62.931,vovopo 보보포,38.384,-83.163,AI,0,-100.6,-라후이-,-38.191,-87.744,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30,2,1,0,1,3,2,0,0,0,1,255,255,1,15,1078.895,인생최패망자,R,27,132,0.715,0.273,0.068,1.701,-36.237,0,0,-5.669,-121.349,19.984,0,0,1,4,4,R,Apple_Sherbet,190,89.641,0.297,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029,-37.576,encounter v,0.068,-17.232,Yaksok~,-21.894,-48.26,Tamari_,-14.618,-61.889,_이누_,18.752,-43.513,소솨소솨,14.735,-62.809,vovopo 보보포,38.052,-83.63,AI,0,-100.6,-라후이-,-38.387,-87.733,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
31,2,1,0,1,0,0,1,0,0,1,255,255,1,16,1101.797,인생최패망자,R,6,103,0.437,0.713,-0.124,1.792,-36.446,0,0,412.103,0,37.209,1.032,-17.243,1,5,7,R,ke ro,160,91.661,0.384,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.914,encounter v,0.435,-16.953,Yaksok~,-19.215,-46.48,Tamari_,-13.833,-62.367,_이누_,20.027,-44.874,소솨소솨,14.344,-64.439,vovopo 보보포,38.323,-83.584,AI,0,-100.6,-라후이-,-36.963,-86.748,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
32,2,1,0,1,0,1,1,0,0,1,255,255,1,17,1126.378,인생최패망자,R,6,105,-2.049,-0.807,-0.33,1.583,-36.329,1,0,477.273,0,67.224,0.016,-17.645,0,5,7,R,ke ro,160,91.661,0.384,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025,-37.63,encounter v,-0.324,-17.309,Yaksok~,-20.792,-46.017,Tamari_,-14.298,-60.806,_이누_,18.889,-46.392,소솨소솨,15.257,-63.387,vovopo 보보포,38.409,-81.883,AI,0,-100.6,-라후이-,-36.768,-86.615,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
33,2,1,0,1,1,2,1,0,0,1,255,255,1,18,1146.97,인생최패망자,R,26,132,0.74,2.551,0.045,1.983,-36.287,4,0,70.195,-156.799,21.404,0,0,1,5,7,R,ke ro,160,91.661,0.384,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011,-37.688,encounter v,1.263,-17.258,Yaksok~,-21.291,-48.97,Tamari_,-14.125,-64.044,_이누_,19.042,-46.109,소솨소솨,14.849,-63.022,vovopo 보보포,38.331,-81.888,AI,0,-100.6,-라후이-,-36.361,-86.769,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
34,2,1,0,1,1,2,1,0,0,1,255,255,1,19,1171.089,인생최패망자,R,3,121,0.69,-0.052,0.167,1.68,-36.274,0,0,-291.251,0,17.362,0,0,1,5,7,R,ke ro,160,91.661,0.384,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-37.543,encounter v,0.164,-17.312,Yaksok~,-21.6,-47.542,Tamari_,-14.641,-62.701,_이누_,19.454,-44.09,소솨소솨,14.73,-63.008,vovopo 보보포,37.439,-83.189,AI,0,-100.6,-라후이-,-36.776,-85.718,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
35,2,1,0,1,0,0,2,0,0,1,255,255,1,20,1201.433,인생최패망자,R,12,118,-2.658,0.933,-0.112,1.934,-36.691,1,0,0,69.077,23.349,0,0,0,6,8,L,Sabo_10,184.7,94,0.6,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209,-38.061,encounter v,0.588,-17.669,Yaksok~,-20.805,-47.816,Tamari_,-12.946,-63.839,_이누_,24.424,-51.117,소솨소솨,16.348,-63.649,vovopo 보보포,48.643,-80.929,AI,0,-100.6,-라후이-,-46.133,-95.114,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
36,2,1,0,1,1,0,2,0,0,1,255,255,1,21,1219.667,인생최패망자,R,10,113,-1.979,0.28,-0.045,1.932,-36.679,2,0,0,342.153,23.791,0,0,1,6,8,L,Sabo_10,184.7,94,0.6,3,79,1220.767,149,96,51,37,62,136,92,35.42,24.187,-0.38,0.005,-0.03,0.18,0,0,0,0.032,-37.32,encounter v,-0.003,-17.063,Yaksok~,-20.916,-48.406,Tamari_,-14.139,-64.188,_이누_,24.083,-51.187,소솨소솨,16.891,-62.127,vovopo 보보포,46.713,-82.513,AI,0,-100.6,-라후이-,-42.886,-91.669,1225.22,-27.004,-88.789,1225.394,8,-라후이-,-26.154,-86.539,0,0,0,0,0,0,0,1
37,2,0,0,1,0,0,0,0,0,0,255,255,255,14,1264.648,눈꽃,R,0,115,1.208,1.012,0.124,1.987,-36.507,2,0,-27.78,6.211,6.116,0,0,1,5,2,R,Yaksok~,190,92.369,0.397,3,80,1265.466,97,165,93,39,87,134,109,26.018,-16.616,0.86,-0.062,-0.064,0.22,0,0,0,0.165,-37.01,ゆっち一,-0.036,-16.497,CAT tourniquet,-20.981,-48.737,Megu3568,-13.057,-62.726,Apple_Sherbet,23.42,-51.963,coder_,12.837,-65.376,AI,35.7,-81.8,ke ro,0.03,-108.06,Sabo_10,-38.562,-88.394,0,0,0,1270.31,7,ke ro,12.423,-112.538,0,0,0,0,0,0,0,1
38,2,0,0,1,0,0,1,0,0,0,255,255,255,15,1290.87,눈꽃,R,28,139,-1.907,0.138,-0.184,1.783,-36.547,1,0,14.965,-59.341,5.785,0,0,0,6,6,L,vovopo 보보포,160,94,0.549,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,-37.665,ゆっち一,-0.113,-16.579,CAT tourniquet,-21.785,-48.98,Megu3568,-10.478,-61.436,Apple_Sherbet,21.721,-49.742,coder_,13.874,-64.931,AI,35.7,-81.8,ke ro,0.39,-103.219,Sabo_10,-37.125,-87.567,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
39,2,0,0,1,1,0,1,0,0,0,255,255,255,16,1301.941,눈꽃,R,27,140,-1.223,-0.207,-0.12,1.717,-36.449,0,0,16.425,-109.041,18.11,0,0,1,6,6,L,vovopo 보보포,160,94,0.549,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,-37.111,ゆっち一,-0.07,-16.645,CAT tourniquet,-20.939,-49.149,Megu3568,-10.503,-61.504,Apple_Sherbet,21.698,-49.738,coder_,13.694,-65.091,AI,35.7,-81.8,ke ro,0.144,-102.778,Sabo_10,-37.088,-87.511,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
40,2,0,0,1,1,1,1,0,0,0,255,255,255,17,1313.786,눈꽃,R,0,118,1.309,2.597,0.187,2.174,-36.698,1,0,0,0,1.759,0,0,0,6,6,L,vovopo 보보포,160,94,0.549,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,-37.41,ゆっち一,-0.008,-16.63,CAT tourniquet,-21.012,-49.117,Megu3568,-10.692,-61.815,Apple_Sherbet,21.703,-49.675,coder_,13.703,-65.074,AI,35.7,-81.8,ke ro,-0.477,-102.512,Sabo_10,-37.114,-87.666,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
