id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,sH,sV,gyro,plx,plz,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
1,,4,1,4,2,0,0,1,0,0,0,255,255,255,33,2178.109,"CAT tourniquet",L,26,60,114,1.838,-0.863,-0.256,1.797,0.678,0.847,-36.67,17.135,65,35,0,1,73.917,-200,-2.393,0,0,3,2,R,"-라후이-",190,87.311,0.496,,87,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,-37.614,-0.112,-14.439,-22.303,-48.317,-16.925,-62.765,20.281,-51.21,11.273,-65.705,40.929,-90.677,0,-109.87,-40.83,-90.577,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
2,,4,1,4,2,1,0,1,0,0,0,255,255,255,34,2191.539,"CAT tourniquet",L,26,98,140,-0.934,0.376,-0.473,2.048,-0.329,1.661,-36.67,40.634,71,29,0,0,-46.179,-193.389,-10.28,0,0,3,2,R,"-라후이-",190,87.311,0.496,,87,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,-37.68,0.155,-16.701,-21.684,-47.427,-16.81,-62.584,19.557,-51.47,11.809,-65.805,40.907,-90.657,0,-109.85,-40.807,-90.557,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
3,,4,1,4,2,1,1,1,0,0,0,255,255,255,35,2206.1,"CAT tourniquet",L,47,36,86,-0.789,-0.145,-0.461,1.979,-0.183,1.509,-36.67,23.506,100,0,0,2,-58.73,-17.638,15.471,0,0,3,2,R,"-라후이-",190,87.311,0.496,3,87,W,Y,1,2207.247,65,38,25,34,34,44,48,-53.73,-10.836,-0.147,0.977,-20.518,0.69,0,0.186,-589.756,-103.291,38.965,2207.257,-0.012,-21.214,2210.135,0,0.965,0.054,-32.308,0,0,,2213.331,,,,,,,,,,,,,2212.887,3,,147,32,,,,,,,,,,,,,,,,,,,-0.249,-38.271,0.239,-16.737,-21.872,-47.305,-16.728,-62.516,20.018,-51.058,11.919,-65.839,40.907,-90.657,0,-109.85,-40.807,-90.557,-0.526,-37.362,95,"ddil_ddil69",-0.06,-16.795,,"Pring__",-21.424,-47.074,88,"muyang_",-16.726,-62.485,,"SUGUN",20.145,-50.862,,"ByeolBam",11.924,-65.832,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,2210.22,0.93,-33.514,,,,2212.212,-17.921,-38.924,,,,,,,,,,,,,,,,,,,2211.221,-0.614,-34.117,,,,2215.76,-18.386,-39.576,,,,,,,,,,,,,,,,,,,"",2,0,"CAT tourniquet",,,,34,""
4,,4,1,4,2,0,0,2,0,0,0,255,255,255,36,2246.387,"CAT tourniquet",L,29,61,115,1.645,0.836,-0.326,2.109,0.353,1.868,-36.67,31.922,97,3,0,2,212.741,-198.72,0.225,0,0,4,0,R,"まととまと",179.8,89.79,0.449,3,86,W,Y,1,2247.638,255,116,152,141,68,145,93,21.827,-8.377,0.284,1.282,-20.792,-0.48,0.19,0.27,130.325,376.006,449.038,2252.102,4.311,-99.716,2252.324,7,4.338,1.901,-96.859,0,0,,,,,,,,,,,,,,,2252.359,4,,456,0,,,,,,,,,,,,,,,,,,,0.024,-37.513,0.027,-17.071,-20.986,-46.772,-17.113,-62.595,19.806,-49.818,12.992,-64.616,40.937,-90.684,0,-109.88,-40.837,-90.584,-0.306,-37.311,,"ddil_ddil69",0.058,-17.289,,"Pring__",-20.871,-46.587,,"muyang_",-17.104,-62.577,,"SUGUN",19.733,-49.679,,"ByeolBam",12.242,-64.824,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1,0,"AI",,,,0,""
5,SIDE,4,1,4,2,0,0,2,0,0,0,255,255,255,,2254.889,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
6,,4,0,4,2,0,0,0,0,0,0,255,255,255,50,2283.775,"まととまと",R,26,92,127,0.893,0.685,0.32,1.908,0.372,1.787,-36.397,41.92,80,20,0,2,4.924,-200,12.454,0,0,2,1,R,"ddil_ddil69",176.4,89.899,0.397,3,44,W,Y,1,2284.992,255,107,93,78,0,145,82,48.704,47.636,0.156,1.102,-19.423,-1,0,0.569,590.424,35.399,100.731,2289.869,-47.661,-59.41,,,,,,0,0,,,,,2294.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.052,-37.303,-0.014,-16.974,-18.998,-44.336,-16.549,-56.64,20.383,-46.873,7.214,-60.859,40.93,-90.677,0,-109.87,-40.83,-90.577,-0.518,-36.443,,"うよすま",-0.049,-16.973,,"-라후이-",-19.089,-43.905,,"Gonyong",-15.469,-56.786,,"소솨소솨",19.203,-47.085,,"CoalCat",7.554,-60.897,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
7,,4,0,4,2,0,1,0,0,0,0,255,255,255,51,2303.645,"まととまと",R,26,92,127,1.381,1.198,0.39,2.035,0.59,2.083,-36.397,51.637,88,12,0,4,-0.27,-200,1.908,0,0,2,1,R,"ddil_ddil69",176.4,89.899,0.397,,44,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.147,-37.132,-0.022,-17.067,-17.421,-43.111,-14.081,-59.326,20.362,-46.928,9.416,-64.825,40.9,-90.65,0,-109.84,-40.8,-90.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
8,,4,0,4,2,0,2,0,0,0,0,255,255,255,52,2319.706,"まととまと",R,13,82,107,-3.581,-2.26,-0.073,1.464,-0.845,0.756,-36.397,7.465,47,53,0,1,-376.134,316.984,-44.059,-0.745,-19.609,2,1,R,"ddil_ddil69",176.4,89.899,0.397,,44,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.158,-37.333,-0.365,-17.047,-17.402,-43.061,-14.028,-59.096,19.667,-47.001,9.579,-64.692,40.915,-90.664,0,-109.85,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
9,,4,0,4,2,1,2,0,0,0,0,255,255,255,53,2333.726,"まととまと",R,32,95,129,0.409,-0.954,0.176,1.658,-0.073,1.207,-36.397,18.656,36,64,0,2,214.669,196.412,-69.76,0,0,2,1,R,"ddil_ddil69",176.4,89.899,0.397,5,44,W,Y,1,2334.918,255,69,152,77,35,145,129,17.02,81.372,0.099,0.522,-19.546,0.57,0,0.494,204.122,561.982,-50.1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.095,-37.273,-0.024,-16.902,-17.29,-43.169,-14.091,-59.083,19.603,-47.042,9.216,-63.903,40.915,-90.664,0,-109.85,-40.815,-90.564,-0.323,-36.544,,"うよすま",-0.032,-16.906,,"-라후이-",-17.328,-43.111,,"Gonyong",-13.992,-58.802,,"소솨소솨",19.543,-46.953,,"CoalCat",9.229,-63.824,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
10,,4,0,4,2,1,2,0,0,0,0,255,255,255,54,2349.245,"まととまと",R,6,65,94,-0.221,0.898,-0.115,2.042,-1.102,2.14,-36.397,39.628,86,14,0,2,427.273,0,34.451,0,0,2,1,R,"ddil_ddil69",176.4,89.899,0.397,3,44,W,Y,1,2350.645,174,170,104,117,57,145,82,50.829,8.841,-0.021,1.216,-20.186,-1,0,0.574,412.043,157.855,406.574,2356.002,-12.895,-70.903,2356.18,3,-12.521,2.843,-69.291,0,0,,2356.201,,,,,,,,,,,,,2356.325,2,,452,0,,,,,,,,,,,,,,,,,,,-0.119,-38.032,-0.312,-16.868,-18.484,-42.957,-14.36,-59.172,19.703,-46.987,8.7,-63.935,40.915,-90.664,0,-109.85,-40.815,-90.564,-0.177,-37.023,,"うよすま",-0.346,-16.853,97,"-라후이-",-18.488,-42.918,,"Gonyong",-14.004,-58.868,107,"소솨소솨",19.683,-46.966,,"CoalCat",8.978,-63.689,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,2363.88,-1.928,-36.699,2360.634,-0.649,-20.334,,,,2356.333,-12.784,-69.836,,,,,,,,,,,,,,,,,,,2362.97,-1.34,-19.539,,,,2358.632,-9.685,-64.273,,,,,,,,,,,,,,,,"",1,0,"Gonyong",,,,52,""
