id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,buntGrip,handDist,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,268.311,"encounter v",R,33,83,135,1.583,0.016,0.693,1.017,-37.012,1,0,100.935,65.635,-5.836,0,0,0,0,8,R,"양_뭉이",190,95,0.5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,-37.535,0,"Pring__",-0.082,-16.789,0,"신과함께1",-19.937,-43.849,0,"Pizzallaris",-13.188,-61.967,0,"Ayu_Yua",24.285,-51.199,0,"Multeinn",11.776,-62.626,0,"甲斐野柊太",36.922,-86.594,0,"それいゆ るな",-0.326,-113.696,0,"눈꽃",-42.433,-87.654,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,1,0,0,0,0,0,255,255,255,1,282.028,"encounter v",R,33,87,140,1.313,0.012,0.655,1.025,-37.114,0,0,139.274,89.728,-7.507,0,0,0,0,8,R,"양_뭉이",190,95,0.5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,-37.865,0,"Pring__",-0.054,-16.82,0,"신과함께1",-19.864,-43.958,0,"Pizzallaris",-13.789,-61.048,0,"Ayu_Yua",24.386,-51.265,0,"Multeinn",10.353,-61.344,0,"甲斐野柊太",41.827,-95.325,0,"それいゆ るな",0.17,-111.516,0,"눈꽃",-42.008,-86.742,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,1,1,0,0,0,0,255,255,255,2,294.446,"encounter v",R,15,88,130,-0.706,0.658,0.512,1.016,-37.004,0,0,-3.211,-351.983,3.843,0,0,0,0,8,R,"양_뭉이",190,95,0.5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,-37.797,0,"Pring__",-0.024,-16.792,0,"신과함께1",-19.853,-44.087,0,"Pizzallaris",-14.973,-60.689,0,"Ayu_Yua",24.316,-51.181,0,"Multeinn",11.483,-62.103,0,"甲斐野柊太",41.813,-95.552,0,"それいゆ るな",0.174,-111.636,0,"눈꽃",-41.999,-86.754,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,1,2,0,0,0,0,255,255,255,3,306.434,"encounter v",R,2,83,123,-0.625,0.102,0.598,0.882,-37.33,2,0,-208.706,-400,10.14,0,0,1,0,8,R,"양_뭉이",190,95,0.5,2,43,307.71,163,11,58,72,58,139,37,111.392,36.681,0.94,-0.073,-0.208,0,0.636,0.405,-37.575,0,"Pring__",-0.085,-16.905,111,"신과함께1",-19.707,-44.045,0,"Pizzallaris",-14.729,-60.911,0,"Ayu_Yua",24.367,-51.301,0,"Multeinn",11.374,-62.68,0,"甲斐野柊太",41.817,-95.418,0,"それいゆ るな",0.279,-111.099,0,"눈꽃",-41.853,-86.841,0,0,0,0,311.535,1,"Pring__",7.508,-9.204,0,0,0,0,0,0,0,1
5,1,1,0,0,0,0,1,0,0,0,255,255,255,4,330.43,"encounter v",R,0,86,139,1.458,0.118,0.718,1.018,-36.846,2,0,-22.401,0,-3.064,0,0,1,1,4,R,"소솨소솨",190,80,0.2,2,76,331.303,247,14,119,91,27,150,127,26.068,-21.301,0.35,-0.042,-0.134,0,0.47,0.182,-37.157,0,"Pring__",-0.048,-16.904,0,"신과함께1",-20.267,-43.682,85,"Pizzallaris",-15.073,-62.306,0,"Ayu_Yua",24.66,-50.586,0,"Multeinn",11.92,-63.08,0,"甲斐野柊太",44.887,-93.777,0,"それいゆ るな",4.626,-110.083,0,"눈꽃",-42.387,-88.33,0,335.28,33.474,-113.728,340.058,6,"甲斐野柊太",24.549,-116.085,1,0,0,0,0,0,0,2
6,1,1,0,0,0,0,1,0,1,0,255,4,255,5,378.94,"encounter v",R,3,82,125,0.768,1.336,0.764,1.19,-37.096,4,0,-368.607,0,-14.594,0,0,1,2,7,R,"ke ro",166.4,86.267,0.345,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101,-37.184,0,"Pring__",-0.027,-16.886,111,"신과함께1",-20.081,-44.354,0,"Pizzallaris",-13.487,-62.437,0,"Ayu_Yua",25.209,-50.429,0,"Multeinn",10.903,-62.823,0,"甲斐野柊太",42.71,-103.479,0,"それいゆ るな",-6.492,-124.587,0,"눈꽃",-36.289,-89.83,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
7,1,1,0,0,0,1,1,0,1,0,255,4,255,6,392.682,"encounter v",R,33,82,135,3.039,1.133,0.814,1.159,-37.043,2,0,140.751,-4.419,-12.411,0,0,1,2,7,R,"ke ro",166.4,86.267,0.345,3,75,393.723,187,4,75,60,46,146,80,30.162,-13.312,-0.91,0.01,-0.005,0,0.324,0.225,-36.876,0,"Pring__",-0.031,-16.907,111,"신과함께1",-20.003,-44.263,0,"Pizzallaris",-13.636,-62.413,69,"Ayu_Yua",25.128,-50.364,0,"Multeinn",9.563,-63.006,0,"甲斐野柊太",46.395,-105.636,8,"それいゆ るな",-6.492,-124.587,0,"눈꽃",-36.284,-89.82,0,398.413,21.695,-81.929,399.946,6,"甲斐野柊太",24.885,-90.743,1,0,0,0,0,0,0,2
8,1,1,0,0,0,0,1,0,1,1,255,255,4,7,436.971,"encounter v",R,3,91,129,-0.511,0.32,0.638,1.042,-36.82,0,0,-375.334,0,-6.094,0,0,1,3,5,L,"하루（Haru）",170,80,0.549,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012,-37.272,0,"Pring__",-0.03,-17.096,111,"신과함께1",-20.077,-44.213,0,"Pizzallaris",-7.3,-60.288,0,"Ayu_Yua",19.552,-41.72,0,"Multeinn",13.049,-61.182,0,"甲斐野柊太",40.58,-91.958,0,"それいゆ るな",-3.892,-115.472,0,"눈꽃",-25.06,-85.195,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
9,1,1,0,0,0,1,1,0,1,1,255,255,4,8,450.536,"encounter v",R,2,83,123,0.374,0.064,0.693,0.871,-37.229,2,0,-225.633,-396.531,-1.877,0,0,1,3,5,L,"하루（Haru）",170,80,0.549,2,74,451.684,255,19,78,74,50,150,40,-46.455,44.185,0.65,0.042,-0.011,0,0.359,0.459,-37.027,0,"Pring__",-0.022,-17.226,111,"신과함께1",-20.038,-44.16,99,"Pizzallaris",-7.373,-58.98,0,"Ayu_Yua",19.189,-40.385,0,"Multeinn",12.354,-60.895,0,"甲斐野柊太",40.579,-94.247,0,"それいゆ るな",-3.883,-115.472,0,"눈꽃",-27.323,-83.917,0,451.724,-0.657,-22.491,456.48,2,"신과함께1",-18.862,-41.352,1,0,0,0,0,0,0,2
10,1,1,1,0,0,0,1,1,0,1,5,255,7,9,488.194,"encounter v",R,33,93,140,-2.732,0.6,0.287,1.125,-36.378,1,0,144.296,57.665,-6.587,0,0,0,4,1,R,"Pugeuk",190,86.173,0.45,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.281,0,"Pring__",0.005,-17.034,111,"신과함께1",-19.871,-41.294,0,"Pizzallaris",-1.259,-59.676,0,"Ayu_Yua",19.799,-43.196,0,"Multeinn",6.082,-64.452,0,"甲斐野柊太",47.287,-101.703,0,"それいゆ るな",-3.889,-115.456,0,"눈꽃",-38.754,-89.759,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
11,1,1,1,0,1,0,1,0,1,1,255,5,7,10,501.228,"encounter v",R,33,79,131,16.625,-1.262,0.812,1.263,-37.236,1,0,113.253,16.417,-11.461,3.76,-15.844,0,4,1,R,"Pugeuk",190,86.173,0.45,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376,-35.223,0,"Pring__",3.102,-13.245,0,"신과함께1",-20.026,-42.9,0,"Pizzallaris",-14.03,-58.7,0,"Ayu_Yua",20.664,-44.114,0,"Multeinn",11.68,-64.089,0,"甲斐野柊太",45.36,-104.879,0,"それいゆ るな",-3.895,-115.449,0,"눈꽃",-38.759,-89.757,0,0,0,0,0,0,"",0,0,0,16,0,0,0,0,0,0
12,1,1,2,0,2,0,1,0,0,1,255,255,255,11,532.769,"encounter v",R,33,78,129,1.85,0.887,0.702,1.174,-37.154,1,0,135.024,25.585,-4.151,0,0,0,4,1,R,"Pugeuk",190,86.173,0.45,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,-37.306,0,"Pring__",0.039,-16.992,111,"신과함께1",-19.6,-42.036,0,"Pizzallaris",-12.222,-60.554,0,"Ayu_Yua",19.128,-40.02,0,"Multeinn",10.281,-60.613,0,"甲斐野柊太",44.36,-99.348,0,"それいゆ るな",-3.443,-110.889,0,"눈꽃",-38.757,-89.757,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
13,1,1,2,0,3,0,1,0,0,1,255,255,255,12,547.316,"encounter v",R,3,85,128,2.196,0.436,0.716,1.078,-37.006,4,0,-393.72,0,-12.299,0,0,1,4,1,R,"Pugeuk",190,86.173,0.45,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,-37.879,0,"Pring__",0.008,-17.011,111,"신과함께1",-20.023,-43.557,0,"Pizzallaris",-13.165,-60.892,0,"Ayu_Yua",19.284,-40.205,0,"Multeinn",14.75,-60.282,0,"甲斐野柊太",34.412,-87.56,0,"それいゆ るな",-3.488,-111.008,0,"눈꽃",-38.636,-89.935,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
14,1,1,2,0,3,1,1,0,0,1,255,255,255,13,562.989,"encounter v",R,4,81,128,0.928,0.14,0.527,1.021,-36.722,0,0,-192.414,0,-7.46,0,0,1,4,1,R,"Pugeuk",190,86.173,0.45,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007,-37.35,0,"Pring__",0.001,-17.002,111,"신과함께1",-20.036,-43.555,0,"Pizzallaris",-14.043,-61.472,0,"Ayu_Yua",19.25,-40.173,0,"Multeinn",14.939,-58.005,0,"甲斐野柊太",34.295,-87.78,0,"それいゆ るな",-3.418,-111.024,0,"눈꽃",-38.63,-89.926,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
15,1,1,2,0,3,2,1,0,0,1,255,255,255,14,576.647,"encounter v",R,17,88,136,0.247,-0.295,0.425,0.905,-37.014,2,0,-76.283,-115.663,0.819,0,0,1,4,1,R,"Pugeuk",190,86.173,0.45,3,73,577.8,184,3,85,42,27,144,129,-30,36.166,0.36,-0.007,-0.103,0,0.636,0.158,-37.181,0,"Pring__",-0.011,-17.021,0,"신과함께1",-20.017,-43.556,74,"Pizzallaris",-13.766,-62.245,0,"Ayu_Yua",19.32,-40.138,0,"Multeinn",12.478,-59.351,0,"甲斐野柊太",37.153,-90.001,0,"それいゆ るな",-3.327,-110.903,0,"눈꽃",-38.621,-89.896,95,577.78,-0.95,-20.381,581.091,8,"눈꽃",-43.019,-78.847,1,0,0,0,0,0,0,2
16,1,1,3,0,0,0,1,1,0,0,1,255,255,15,605.129,"encounter v",R,33,90,140,1.804,0.24,0.686,1.057,-36.753,4,0,138.103,25.44,-11.839,-0.365,-19.58,1,5,3,R,"HANA_ARASHI",169.5,86,0.254,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,-37.572,0,"Pring__",-0.291,-18.502,0,"신과함께1",-19.543,-43.099,0,"Pizzallaris",-9.446,-62.275,0,"Ayu_Yua",23.034,-47.72,0,"Multeinn",9.093,-64.681,0,"甲斐野柊太",29.995,-84.782,0,"それいゆ るな",-2.588,-112.419,0,"눈꽃",-38.983,-86.569,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
17,1,1,3,0,0,1,1,1,0,0,1,255,255,16,617.181,"encounter v",R,3,91,130,0.656,0.848,0.751,1.123,-36.796,0,0,-349.682,0,-16.239,0,0,0,5,3,R,"HANA_ARASHI",169.5,86,0.254,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,-37.587,0,"Pring__",0.057,-17.035,111,"신과함께1",-19.596,-41.637,0,"Pizzallaris",-9.442,-61.529,0,"Ayu_Yua",22.886,-48.361,0,"Multeinn",8.157,-63.283,0,"甲斐野柊太",30.395,-84.956,0,"それいゆ るな",-2.225,-111.572,0,"눈꽃",-39.006,-86.573,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
18,1,1,3,0,0,2,1,1,0,0,1,255,255,17,627.244,"encounter v",R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,R,"HANA_ARASHI",169.5,86,0.254,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
19,1,1,3,0,0,2,1,1,0,0,1,255,255,18,627.743,"encounter v",R,0,8,78,0.995,-1.197,0.668,0.82,-37.093,1,0,0,0,-35.871,0,0,0,5,3,R,"HANA_ARASHI",169.5,86,0.254,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.374,-36.022,0,"Pring__",0.077,-17.075,111,"신과함께1",-19.706,-41.899,0,"Pizzallaris",-9.917,-61.759,0,"Ayu_Yua",22.954,-48.404,0,"Multeinn",7.202,-63.931,0,"甲斐野柊太",33.324,-90.174,0,"それいゆ るな",-2.134,-111.397,0,"눈꽃",-39.053,-86.549,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
20,1,1,3,0,1,2,1,1,0,0,1,255,255,19,645.991,"encounter v",R,15,90,129,0.014,1.174,0.586,1.059,-36.834,4,0,-29.176,-389.624,-2.334,0,0,1,5,3,R,"HANA_ARASHI",169.5,86,0.254,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.083,-36.234,0,"Pring__",0.059,-17.099,111,"신과함께1",-19.813,-41.305,0,"Pizzallaris",-0.389,-59.595,0,"Ayu_Yua",21.913,-46.661,0,"Multeinn",3.6,-61.948,0,"甲斐野柊太",33.748,-90.985,0,"それいゆ るな",-1.924,-110.379,0,"눈꽃",-38.967,-86.58,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
21,1,1,3,0,0,0,2,0,1,0,255,1,255,20,664.833,"encounter v",R,15,81,122,-0.391,1.646,0.582,1.154,-36.757,1,0,-141.262,-400,-3.009,0,0,0,6,2,R,"아침땅_",180,95.405,0.5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,-37.561,0,"Pring__",0.044,-17.029,111,"신과함께1",-19.976,-44.141,0,"Pizzallaris",-13.446,-61.963,0,"Ayu_Yua",19.698,-44.451,0,"Multeinn",10.018,-63.443,0,"甲斐野柊太",42.824,-95.188,0,"それいゆ るな",-1.541,-110.86,0,"눈꽃",-38.988,-86.574,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
22,1,1,3,0,1,0,2,0,1,0,255,1,255,21,675.547,"encounter v",R,37,90,140,-0.816,1.019,0.485,1.191,-36.739,0,0,50.602,69.478,-0.413,0,0,1,6,2,R,"아침땅_",180,95.405,0.5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,-37.807,0,"Pring__",0.015,-17.001,111,"신과함께1",-20.331,-43.591,0,"Pizzallaris",-13.394,-61.989,0,"Ayu_Yua",19.742,-44.487,0,"Multeinn",9.464,-63.437,0,"甲斐野柊太",43,-95.009,0,"それいゆ るな",-1.45,-114.692,0,"눈꽃",-39.01,-86.57,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
23,1,1,3,0,1,1,2,0,1,0,255,1,255,22,689.726,"encounter v",R,2,63,107,18.009,-2.66,0.603,0.879,-37.622,1,0,-314.957,-381.001,-0.289,1.789,-30.206,0,6,2,R,"아침땅_",180,95.405,0.5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,-36.999,0,"Pring__",2.955,-15.72,111,"신과함께1",-20.226,-43.544,0,"Pizzallaris",-12.919,-61.922,0,"Ayu_Yua",19.764,-44.489,0,"Multeinn",8.914,-63.012,0,"甲斐野柊太",42.754,-95.143,0,"それいゆ るな",-1.599,-114.616,0,"눈꽃",-38.988,-86.588,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
24,1,1,3,0,2,1,2,0,0,1,255,255,1,23,714.088,"encounter v",R,33,94,140,-1.98,-0.009,0.355,1.002,-36.491,1,0,134.132,35.237,-5.65,0,0,0,6,2,R,"아침땅_",180,95.405,0.5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243,-37.306,0,"Pring__",-0.041,-16.933,111,"신과함께1",-19.456,-42.171,0,"Pizzallaris",-12.776,-59.43,0,"Ayu_Yua",18.923,-39.974,0,"Multeinn",13.873,-60.426,0,"甲斐野柊太",42.829,-88.95,0,"それいゆ るな",-1.307,-116.106,0,"눈꽃",-39.067,-86.532,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
25,1,1,3,0,3,1,2,0,0,1,255,255,1,24,727.244,"encounter v",R,33,86,140,2.637,-0.303,0.649,0.931,-36.692,2,0,126.337,46.166,-4.422,0,0,1,6,2,R,"아침땅_",180,95.405,0.5,2,70,728.156,130,8,113,60,0,142,82,0.091,10.601,-0.97,-0.041,-0.064,0,0.199,-0.259,-36.552,0,"Pring__",-0.039,-16.993,0,"신과함께1",-19.896,-43.781,0,"Pizzallaris",-14.022,-59.956,99,"Ayu_Yua",18.97,-39.928,0,"Multeinn",12.924,-60.506,0,"甲斐野柊太",42.81,-88.973,0,"それいゆ るな",-0.04,-113.895,0,"눈꽃",-39.071,-86.517,0,728.647,-2.372,-32.175,730.291,3,"Pizzallaris",-7.262,-55.164,0,0,0,0,0,0,0,2
26,1,0,3,0,0,0,0,0,0,0,255,255,255,0,832.536,"인생최패망자",R,26,79,131,-2.701,-0.671,0.17,1.953,-36.416,1,0,-143.376,-170.673,0,-0.876,-13.937,0,0,2,L,"신과함께1",190,95.322,0.2,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,-37.388,0,"Pugeuk",-0.309,-16.834,0,"아침땅_",-19.698,-48.584,0,"HANA_ARASHI",-11.614,-64.457,0,"소솨소솨",18.761,-46.59,0,"하루（Haru）",12.679,-63.898,0,"アリアル",59.841,-97.689,0,"ke ro",3.785,-109.204,0,"양_뭉이",-51.249,-95.362,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
27,1,0,3,0,1,0,0,0,0,0,255,255,255,1,843.497,"인생최패망자",R,27,80,131,0.135,0.295,0.376,2.151,-36.459,0,0,46.562,-127.323,0,0,0,0,0,2,L,"신과함께1",190,95.322,0.2,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,-37.407,0,"Pugeuk",-0.132,-16.71,0,"아침땅_",-19.591,-48.703,0,"HANA_ARASHI",-11.686,-64.711,0,"소솨소솨",20.482,-48.334,0,"하루（Haru）",12.425,-64.439,0,"アリアル",59.862,-97.648,0,"ke ro",3.77,-106.257,0,"양_뭉이",-50.01,-94.903,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
28,1,0,3,0,1,1,0,0,0,0,255,255,255,2,853.384,"인생최패망자",R,10,70,101,-0.709,-1.544,0.278,1.976,-36.598,4,0,0,400,0,-0.084,-17.344,1,0,2,L,"신과함께1",190,95.322,0.2,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,-37.222,0,"Pugeuk",-0.146,-16.741,0,"아침땅_",-19.63,-48.72,0,"HANA_ARASHI",-11.638,-64.904,0,"소솨소솨",20.477,-48.346,0,"하루（Haru）",12.536,-64.378,0,"アリアル",58.423,-96.375,0,"ke ro",3.761,-106.11,0,"양_뭉이",-51.98,-95.053,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
29,1,0,3,0,1,2,0,0,0,0,255,255,255,3,865.124,"인생최패망자",R,26,94,140,-1.08,-0.584,0.254,1.966,-36.401,0,0,81.91,-200,0,0,0,0,0,2,L,"신과함께1",190,95.322,0.2,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,-37.702,0,"Pugeuk",-0.183,-16.985,0,"아침땅_",-19.977,-47.201,0,"HANA_ARASHI",-11.519,-65.014,0,"소솨소솨",19.898,-48.481,0,"하루（Haru）",12.174,-64.512,0,"アリアル",58.525,-96.394,0,"ke ro",3.851,-105.756,0,"양_뭉이",-51.363,-95.614,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
30,1,0,3,0,0,0,1,0,0,0,255,255,255,4,891.672,"인생최패망자",R,28,84,137,-0.484,0.136,0.322,2.134,-36.507,0,0,43.269,-81.679,0,0,0,1,1,4,R,"Ayu_Yua",190,88.98,0.483,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,-37.719,0,"Pugeuk",-0.162,-17.056,0,"아침땅_",-21.119,-46.923,0,"HANA_ARASHI",-11.489,-63.178,0,"소솨소솨",18.761,-47.974,0,"하루（Haru）",11.734,-64.65,0,"アリアル",58.495,-96.57,0,"ke ro",0.274,-104.046,0,"양_뭉이",-51.378,-95.573,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
31,1,0,3,0,0,1,1,0,0,0,255,255,255,5,904.638,"인생최패망자",R,26,78,129,1.235,0.378,0.486,2.153,-36.613,2,0,19.232,-172.205,0,0,0,1,1,4,R,"Ayu_Yua",190,88.98,0.483,2,36,905.797,149,7,114,52,31,150,118,-30,47.081,0.84,0.002,0.014,0,0.082,0.182,-36.851,0,"Pugeuk",-0.044,-16.867,0,"아침땅_",-20.889,-46.821,0,"HANA_ARASHI",-11.371,-63.328,0,"소솨소솨",19.072,-48.453,0,"하루（Haru）",11.249,-64.691,0,"アリアル",58.362,-96.608,0,"ke ro",0.158,-104.035,0,"양_뭉이",-51.196,-95.738,0,905.758,-1.663,-21.094,0,0,"",0,0,0,0,0,0,0,0,0,3
32,1,0,3,0,0,2,1,0,0,0,255,255,255,6,916.215,"인생최패망자",R,10,61,95,1.66,-1.49,0.557,2.073,-36.817,2,0,0,400,0,0,0,1,1,4,R,"Ayu_Yua",190,88.98,0.483,2,36,917.584,126,6,0,61,26,7,30,-63.047,-54.127,0.68,-0.016,-0.022,0,0.909,0.516,-37.346,0,"Pugeuk",-0.096,-16.975,0,"아침땅_",-21.06,-46.702,0,"HANA_ARASHI",-11.892,-63.657,0,"소솨소솨",19.093,-48.492,0,"하루（Haru）",12.769,-64.701,0,"アリアル",57.313,-93.6,0,"ke ro",0.08,-99.683,0,"양_뭉이",-53.297,-96.802,0,917.58,0.606,-20.907,921.446,0,"인생최패망자",10.087,-28.925,0,0,0,0,0,0,0,2
33,1,0,3,0,0,2,1,0,0,0,255,255,255,7,934.451,"인생최패망자",R,3,61,93,1.698,-0.132,0.865,1.98,-36.899,2,0,-393.768,0,0,0,0,1,1,4,R,"Ayu_Yua",190,88.98,0.483,2,36,935.779,194,12,59,63,0,140,97,59.857,57.784,-0.36,0.014,0.053,0,0.337,0.645,-37.289,0,"Pugeuk",-0.035,-16.823,0,"아침땅_",-21.553,-47.164,0,"HANA_ARASHI",-10.266,-65.307,0,"소솨소솨",16.386,-45.6,0,"하루（Haru）",11.541,-64.613,0,"アリアル",55.141,-89.62,0,"ke ro",-0.05,-99.003,0,"양_뭉이",-50.299,-94.69,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3
34,1,0,3,0,0,2,1,0,0,0,255,255,255,8,948.164,"인생최패망자",R,26,86,140,0.094,-0.063,0.378,2.076,-36.494,0,0,30.408,-159.713,0,0,0,1,1,4,R,"Ayu_Yua",190,88.98,0.483,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,-37.344,0,"Pugeuk",-0.077,-16.866,0,"아침땅_",-21.634,-45.809,0,"HANA_ARASHI",-13.063,-63.15,0,"소솨소솨",17.843,-45.222,0,"하루（Haru）",11.705,-64.03,0,"アリアル",56.506,-89.724,0,"ke ro",-0.108,-102.864,0,"양_뭉이",-55.558,-95.258,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
35,1,0,3,0,0,0,2,0,0,0,255,255,255,9,968.377,"인생최패망자",R,26,91,140,-0.243,-0.067,0.359,2.066,-36.484,0,0,-17.117,-200,0,0,0,0,2,7,R,"それいゆ るな",160,80,0.47,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,-37.531,0,"Pugeuk",-0.044,-16.959,0,"아침땅_",-21.571,-47.043,0,"HANA_ARASHI",-12.992,-64.045,0,"소솨소솨",17.981,-46.786,0,"하루（Haru）",9.749,-65.428,0,"アリアル",51.155,-88.372,0,"ke ro",0.144,-105.532,0,"양_뭉이",-55.051,-96.25,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
36,1,0,3,0,0,1,2,0,0,0,255,255,255,10,978.674,"인생최패망자",R,10,66,98,0.981,-2.317,0.513,1.94,-36.642,4,0,0,400,0,0.164,-19.573,1,2,7,R,"それいゆ るな",160,80,0.47,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448,-37.63,0,"Pugeuk",-0.014,-16.943,0,"아침땅_",-21.105,-46.645,0,"HANA_ARASHI",-13.278,-63.551,0,"소솨소솨",18.433,-46.242,0,"하루（Haru）",7.819,-65.096,0,"アリアル",52.429,-86.316,0,"ke ro",-0.701,-104.459,0,"양_뭉이",-55.089,-96.423,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
37,1,0,3,0,0,2,2,0,0,0,255,255,255,11,990.708,"인생최패망자",R,26,82,135,1.258,0.851,0.49,2.192,-36.59,0,0,15.514,-187.612,0,0,0,1,2,7,R,"それいゆ るな",160,80,0.47,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,-37.659,0,"Pugeuk",0.005,-16.872,0,"아침땅_",-21.086,-46.636,0,"HANA_ARASHI",-13.501,-62.72,0,"소솨소솨",17.633,-45.644,0,"하루（Haru）",8.071,-65.081,0,"アリアル",52.709,-87.141,0,"ke ro",-0.677,-102.793,0,"양_뭉이",-55.142,-96.402,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
