id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,sH,sV,gyro,plx,plz,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
187,,7,1,10,4,0,0,2,1,0,0,8,255,255,104,4097.865,"Riyaj",R,12,71,107,0.153,0.574,0.304,2.199,0.057,2.096,-36.789,36.23,91,9,0,2,0,114.188,-2.45,0,0,3,3,R,"YukihiroD",174.3,80,0.398,3,78,W,Y,1,4099.167,255,99,81,59,13,145,126,29.835,18.474,0.033,1.153,-20.698,0.39,0,0.515,468.072,316.966,201.1,4104.57,-46.732,-126.835,,,,,,0,0,,4104.85,4109.44,4114.692,4119.501,4104.13,4109.105,4114.189,,,,4098.792,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,-37.399,,"Kr_Luna",0.039,-17.426,,"ddil_ddil69",-18.805,-44.919,,"Amellaid",-15.99,-60.697,,"Gonyong",17.033,-48.357,,"CoalCat",8.336,-62.943,,"TaeGeuk_",41.026,-110.728,,"AI",0,-109.84,,"Po_cari",-44.662,-85.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,"",4104.13,4109.105,4114.189,0,""
188,,7,1,12,4,0,0,2,0,0,0,255,255,255,105,4137.84,"Riyaj",R,27,76,127,1.645,1.893,0.332,2.289,0.612,2.671,-36.789,53.997,83,15,2,1,59.942,-108.984,-3.564,0,0,4,1,R,"HANA_ARASHI",190,90,0.25,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
189,,7,1,12,4,1,0,2,0,0,0,255,255,255,106,4147.798,"Riyaj",R,27,82,133,0.233,0.89,0.196,2.111,0.04,2.043,-36.789,28.79,86,14,0,0,37.251,-115.513,0.882,0,0,4,1,R,"HANA_ARASHI",190,90,0.25,,78,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
190,,7,1,12,4,1,1,2,0,0,0,255,255,255,107,4160.078,"Riyaj",R,10,72,114,0.023,-0.01,0.258,2.11,0.074,2.1,-36.789,39.578,82,18,0,2,-39.466,400,8.696,0,0,4,1,R,"HANA_ARASHI",190,90,0.25,3,78,W,Y,1,4161.274,141,53,127,103,59,145,126,26.779,19.697,0.004,1.015,-20.423,0.71,0,0.778,563.437,176.826,-106.167,4166.745,-44.946,-130.701,,,,,,0,0,,4167.337,4171.951,4177.244,4182.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,-37.195,,"Kr_Luna",0.074,-17.52,,"ddil_ddil69",-19.041,-44.418,,"Amellaid",-15.197,-62.428,,"Gonyong",17.296,-48.126,,"CoalCat",10.165,-64.584,,"TaeGeuk_",42.392,-115.523,,"AI",0,-109.84,,"Po_cari",-42.537,-90.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,"",4171.951,4177.244,4181.13,0,""
191,,7,1,13,4,0,0,2,0,0,0,255,255,255,108,4195.884,"Riyaj",R,26,78,128,0.262,1.735,0.228,2.239,0.049,2.506,-36.789,46.619,86,14,0,2,37.344,-177.841,-7.594,0,0,5,2,R,"Oort__Cloud",190,80,0.2,3,78,W,Y,1,4197.132,180,34,12,16,6,32,41,31.081,48.4,0.044,1.648,-19.869,0.22,0,0.574,148.484,213.319,-540.784,4199.312,-16.937,-34.283,4199.795,2,-15.696,1.044,-33.289,0,0,,,,,,,,,,,,,,,4199.842,5,,451,0,,,,,,,,,,,,,,,,,,,-0.009,-37.062,,"Kr_Luna",0.091,-17.536,,"ddil_ddil69",-17.887,-42.879,,"Amellaid",-12.912,-62.32,,"Gonyong",16.606,-46.979,,"CoalCat",9.818,-63.277,,"TaeGeuk_",42.436,-115.513,,"AI",0,-109.84,,"Po_cari",-45.311,-91.228,,,,,,,,4199.86,-16.473,-33.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,"ddil_ddil69",,,,8,""
192,SIDE,7,1,13,4,0,0,2,0,0,0,255,255,255,,4201.702,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
193,,7,0,13,4,0,0,0,0,0,0,255,255,255,70,4237.675,"인생최패망자",R,32,90,140,-1.33,0.36,0.722,1.53,-0.83,1.764,-36.742,45.92,0,100,0,0,163.158,-88.503,3.963,0,0,1,1,L,"Kr_Luna",190,95,0.498,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
194,,7,0,13,4,0,1,0,0,0,0,255,255,255,71,4250.323,"인생최패망자",R,3,69,112,2.493,0.221,0.953,1.494,1.798,1.764,-36.742,101.655,3,97,0,1,-403.164,0,3.045,0,0,1,1,L,"Kr_Luna",190,95,0.498,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
195,,7,0,13,4,1,1,0,0,0,0,255,255,255,72,4262.185,"인생최패망자",R,32,89,140,0.379,0.306,0.881,1.52,-0.087,1.731,-36.742,50.755,2,98,0,0,161.6,-87.574,4.265,0,0,1,1,L,"Kr_Luna",190,95,0.498,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
196,,7,0,13,4,1,2,0,0,0,0,255,255,255,73,4275.336,"인생최패망자",R,13,75,102,0.052,-1.306,0.994,1.397,0.745,1.28,-36.742,81.198,2,98,0,2,-359.154,316.198,-16.587,0,0,1,1,L,"Kr_Luna",190,95,0.498,3,78,W,Y,0,4276.278,96,112,101,91,63,135,81,-30,-36.52,0.083,0.508,-20.695,1,0,0.134,-521.527,-278.746,101.541,4275.97,0.654,-21.464,4277.804,4,14.567,0.179,-40.126,0,0,,,,,,,,,,,,,,,4281.2,1,,147,128,,,,,,,,,,,,,,,,,,,0.338,-36.883,,"HANA_ARASHI",-0.089,-17.057,,"Oort__Cloud",-21.245,-45.305,73,"YukihiroD",-12.408,-63.562,,"encounter v",17.352,-44.233,98,"하랑님_",13.032,-62.88,,"_Gosomi",46.789,-88.008,,"AI",0,-109.84,,"Yes_Man_",-34.646,-112.232,,4284.336,0.562,-35.911,,,,4280.591,-18.984,-39.422,,,,4277.966,15.389,-41.187,,,,,,,,,,,,,,,,,,,4283.044,-18.024,-39.846,,,,4279.052,10.327,-39.866,,,,,,,,,,,,,2,0,"encounter v",,,,224,""
197,,7,0,13,4,0,0,1,0,0,0,255,255,255,74,4300.171,"인생최패망자",R,32,87,140,1.583,0.345,0.992,1.531,0.43,1.742,-36.742,65.787,0,100,0,2,165.401,-100.763,0.486,0,0,2,0,R,"Gonyong",190,85.334,0.2,3,78,W,Y,1,4301.352,203,145,132,76,18,145,93,103.635,-73.105,0.293,1.152,-20.433,-0.67,0.095,0.491,540.031,239.403,-105.133,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.519,-37.13,,"HANA_ARASHI",-0.217,-17.658,,"Oort__Cloud",-21.016,-45.704,,"YukihiroD",-14.95,-59.876,,"encounter v",17.961,-45.545,,"하랑님_",6.291,-65.846,,"_Gosomi",40.911,-87.848,,"AI",0,-109.84,,"Yes_Man_",-45.076,-102.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"",,,,0,""
198,,7,0,13,4,0,1,1,0,0,0,255,255,255,75,4315.662,"인생최패망자",R,3,83,108,-0.817,-0.215,1.052,1.538,0.471,1.727,-36.742,70.052,0,100,0,2,-442.406,171.905,2.192,0,0,2,0,R,"Gonyong",190,85.334,0.2,3,78,W,Y,0,4316.96,189,53,98,68,41,145,106,28.11,39.324,-0.15,0.94,-20.439,0.92,0.095,0.266,508.132,261.735,182.474,4321.704,-65.148,-88.644,4323.437,8,-70.42,0.117,-94.413,1,0,,4323.251,4327.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.269,-37.108,,"HANA_ARASHI",-0.088,-17.355,,"Oort__Cloud",-21.565,-46.333,,"YukihiroD",-16.169,-59.05,,"encounter v",18.092,-45.689,,"하랑님_",3.581,-66.843,81,"_Gosomi",37.532,-87.807,,"AI",0,-109.84,,"Yes_Man_",-46.393,-102.021,95,4338.077,0.193,-39.616,,,,,,,,,,,,,4328.744,-0.974,-59.875,,,,,,,4323.681,-69.451,-94.199,,,,,,,,,,,,,,,,4336.887,-0.428,-57.966,,,,,,,4324.921,-64.921,-90.531,2,0,"Yes_Man_",4327.464,,,69,""
199,,7,0,13,4,0,0,1,0,1,0,255,10,255,76,4354.226,"인생최패망자",R,32,92,140,-6.027,-0.115,0.858,1.52,-0.194,1.711,-36.742,51.384,0,100,0,2,239.295,-98.141,5.743,0,0,3,2,L,"ddil_ddil69",176.1,89.974,0.401,3,39,W,Y,1,4355.324,255,66,126,66,42,145,127,9.463,-34.605,0.329,1.08,-20.24,0.52,0,0.117,251.182,-510.403,-190.78,,,,4356.512,4,17.262,3.552,-43.24,0,0,,,,,,,,,,,,,4354.913,,4356.647,3,,453,0,,,,,,,,,,,,,,,,,,,0.447,-36.908,,"HANA_ARASHI",-0.061,-17.208,,"Oort__Cloud",-22.428,-49.104,,"YukihiroD",-8.269,-66.204,75,"encounter v",17.987,-44.527,95,"하랑님_",13.879,-59.915,,"_Gosomi",37.868,-88.102,,"AI",0,-109.84,,"Yes_Man_",-36.491,-98.566,,4363.753,0.714,-38.415,,,,,,,4360.176,0.228,-58.282,4356.659,17.545,-43.799,,,,,,,,,,,,,,,,,,,,,,4362.532,-0.141,-57.348,4359.045,13.568,-43.507,,,,,,,,,,,,,1,0,"encounter v",4359.211,,,200,""
200,,7,0,13,4,0,0,2,0,1,0,255,10,255,77,4381.739,"인생최패망자",R,32,92,140,1.906,0.399,0.898,1.54,0.455,1.785,-36.742,56.958,0,100,0,1,250,-51.548,6.378,0,0,4,8,R,"Po_cari",172.7,90,0.4,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4387.753,-0.302,-37.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",4384.861,,,0,""
201,,7,0,13,4,1,0,2,0,1,0,255,10,255,78,4394.814,"인생최패망자",R,33,91,140,-0.942,0.54,0.667,1.551,-0.617,1.824,-36.742,31.025,0,100,0,0,134.064,-94.946,11.185,0,0,4,8,R,"Po_cari",172.7,90,0.4,,78,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4396.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4399.494,-0.051,-37.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",4397.475,,,0,""
202,,7,0,13,4,1,1,2,0,1,0,255,10,255,79,4407.733,"인생최패망자",R,32,86,139,1.737,0.65,0.99,1.582,0.42,1.931,-36.742,67.64,2,98,0,2,219.512,-46.398,3.014,0,0,4,8,R,"Po_cari",172.7,90,0.4,3,78,W,Y,1,4408.86,253,35,51,27,0,129,72,27.753,0.891,0.299,1.086,-19.548,-1,0,0.234,585.827,52.365,-118.594,4413.454,-0.961,-79.602,4414.579,7,-1.18,0.662,-85.609,1,0,,4414.934,,,,,,,4413.736,4418.624,,,4408.41,,,,,,,,,,,,,,,,,,,,,,,4420.997,1,0.588,-37.158,120,"HANA_ARASHI",-0.043,-17.118,114,"Oort__Cloud",-20.593,-44.926,,"YukihiroD",-15.477,-61.08,,"encounter v",17.362,-44.819,,"하랑님_",4.817,-65.024,,"_Gosomi",37.757,-91.439,,"AI",0,-109.84,,"Yes_Man_",-56.851,-97.771,,4417.951,-1.172,-51.975,4419.622,-0.475,-20.228,,,,,,,,,,,,,,,,,,,,,,4418.393,-1.067,-49.258,4422.186,0.078,-21.011,,,,,,,,,,,,,,,,,,,,,,2,0,"AI",,4413.736,4418.624,80,""
203,,7,0,13,5,0,0,2,1,0,0,18,255,255,80,4433.8,"인생최패망자",R,32,89,140,0.74,0.601,0.903,1.542,0.013,1.8,-36.742,50.385,0,100,0,0,203.612,-111.349,3.647,0,0,5,5,R,"CoalCat",160,83,0.397,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,4434.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4437.8,0.024,-37.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
204,,7,0,13,5,0,1,2,1,0,0,18,255,255,81,4446.252,"인생최패망자",R,3,82,107,-2.214,0.298,0.871,1.551,-0.089,1.775,-36.742,66.792,0,100,0,4,-459.685,0,6.256,0,0,5,5,R,"CoalCat",160,83,0.397,,78,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,4452.309,4459.01,,,,,,,,,,,,,,,,,,,,,,,,,,,4457.791,4,,,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4464.543,10.56,-37.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,"",4452.309,4459.01,,0,""
205,,7,0,13,5,0,2,2,0,0,1,255,255,18,82,4477.532,"인생최패망자",R,3,80,107,-2.644,0.327,0.782,1.557,-0.365,1.791,-36.742,67.336,0,100,0,2,-412.297,0,11.181,0,0,5,5,R,"CoalCat",160,83,0.397,3,78,W,Y,1,4478.701,202,151,84,64,46,145,76,7.257,30.543,-0.464,1.069,-21.768,1,0,0.437,7.941,584.306,-136.1,4479.904,-15.681,-44.736,4480.387,2,-16.053,0.204,-45.34,0,0,,4483.091,,,,,,,,,,,,4479.626,4483.15,5,,147,0,,,,,,,,,,,4482.536,2,,,,,,,0.195,-37.051,,"HANA_ARASHI",-0.212,-17.631,,"Oort__Cloud",-20.895,-44.526,96,"YukihiroD",-16.904,-56.806,,"encounter v",16.783,-42.756,,"하랑님_",10.368,-65.094,,"_Gosomi",27.737,-87.811,,"AI",0,-109.84,,"Yes_Man_",-47.149,-98.608,,,,,4484.827,0.194,-19.126,4480.609,-16.537,-45.792,,,,,,,,,,,,,,,,,,,,,,,,,4483.599,-17.685,-34.582,,,,,,,,,,,,,,,,,,,2,0,"Oort__Cloud",,,,48,""
206,SIDE,7,0,13,5,0,0,2,0,0,1,255,255,18,,4486.358,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
207,,8,1,13,5,0,0,0,0,0,0,255,255,255,109,4532.648,"Gonyong",R,3,91,132,-0.551,-0.372,0.232,1.708,0.15,1.368,-36.843,23.442,84,14,2,0,-263.48,0,14.125,0,0,6,0,R,"인생최패망자",190,80,0.396,,84,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",,,,0,""
208,,8,1,13,5,0,1,0,0,0,0,255,255,255,110,4547.943,"Gonyong",R,13,85,124,2.854,-0.685,0.589,1.769,1.809,1.569,-36.843,48.679,82,17,1,2,-357.617,349.443,1.699,0,0,6,0,R,"인생최패망자",190,80,0.396,3,84,W,Y,1,4549.039,255,255,117,159,79,145,130,28.547,26.675,0.529,0.902,-21.332,0.56,0,0.405,-0.279,40.327,598.643,4553.304,-51.062,-116.207,4554.945,8,-50.084,0.055,-112.503,1,0,,4554.645,4558.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.189,-37.771,,"Kr_Luna",0.128,-17.21,,"ddil_ddil69",-18.871,-43.759,,"Amellaid",-14.682,-61.724,,"Riyaj",20.93,-46.937,,"CoalCat",9.243,-63.893,77,"TaeGeuk_",41.469,-97.198,,"AI",0,-109.84,,"Po_cari",-40.384,-90.776,87,4565.478,0.062,-38.456,,,,,,,,,,,,,4560.739,-0.144,-59.59,,,,,,,4555.164,-49.126,-111.754,,,,,,,,,,,,,,,,4564.168,1.466,-58.871,,,,,,,4556.747,-43.954,-107.581,2,0,"Po_cari",4558.945,,,52,""
209,,8,1,13,5,0,0,0,0,1,0,255,0,255,111,4577.616,"Gonyong",R,13,91,126,-1.868,-2.529,0.148,1.431,-0.243,0.472,-36.843,15.066,49,51,0,2,-357.52,349.542,8.66,-0.36,-20.174,7,4,R,"encounter v",190,86.037,0.42,3,78,W,Y,1,4578.705,255,108,142,130,110,145,103,-30,46.206,-0.317,0.164,-20.938,0.95,0,0.228,-168.41,22.089,-575.457,4578.554,-0.509,-21.122,,,,,,0,0,,,,,,,,,,,,,4577.749,,,,,,,,,,,,,,,,,,,,,,,,,-0.356,-37.536,,"Kr_Luna",0.149,-17.177,,"ddil_ddil69",-18.413,-44.15,,"Amellaid",-12.961,-62.394,,"Riyaj",22.297,-47.662,,"CoalCat",5.842,-60.144,,"TaeGeuk_",42.618,-104.226,,"AI",0,-109.84,,"Po_cari",-38.617,-90.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"",4584.631,,,0,""
210,,8,1,13,5,0,1,0,0,1,0,255,0,255,112,4596.759,"Gonyong",R,3,84,124,-0.42,-0.394,0.283,1.76,0.386,1.537,-36.843,34.761,88,12,0,2,-420.35,0.382,4.615,0,0,7,4,R,"encounter v",190,86.037,0.42,3,78,W,Y,1,4597.963,227,255,123,134,87,145,87,91.322,-88.224,-0.127,1.087,-20.878,1,0,0.075,-256.134,455.574,294.699,,,,,,,,,0,0,,,,,,,,,,,,,4608.294,,,,,,,,,,,,,,,,,,,,,,,,,-0.371,-37.719,,"Kr_Luna",0.052,-17.486,,"ddil_ddil69",-19.807,-44.942,,"Amellaid",-14.398,-62.978,,"Riyaj",20.367,-46.414,,"CoalCat",6.867,-60.666,,"TaeGeuk_",37.626,-100.361,,"AI",0,-109.84,,"Po_cari",-40.678,-88.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"",4601.055,,,0,""
211,,8,1,13,5,0,2,0,0,1,0,255,0,255,113,4611.032,"Gonyong",R,27,66,119,6.535,1.665,0.536,1.896,2.686,2.528,-36.843,87.532,77,17,6,1,84.131,-118.123,1.736,0,0,7,4,R,"encounter v",190,86.037,0.42,,38,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4627.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"",4615.351,,,0,""
212,,8,1,13,5,1,2,0,0,1,0,255,0,255,114,4631.575,"Gonyong",R,27,90,140,0.676,0.034,0.227,1.747,0.128,1.495,-36.843,36.984,79,19,2,2,114.379,-145.59,11.312,0,0,7,4,R,"encounter v",190,86.037,0.42,3,78,W,Y,1,4632.798,255,54,1,6,16,18,46,-28.819,48.372,0.128,0.964,-19.391,-1,0,0.424,-115.857,-412.714,419.814,4632.82,-1.523,-20.878,,,,,,0,0,,,,,,,,,,,,,4650.005,,,,,,,,,,,,,,,,,,,,,,,,,0.104,-37.447,,"Kr_Luna",0.027,-17.428,,"ddil_ddil69",-19.389,-44.357,,"Amellaid",-14.11,-62.201,,"Riyaj",20.042,-45.505,,"CoalCat",5.96,-60.661,,"TaeGeuk_",45.228,-111.396,,"AI",0,-109.84,,"Po_cari",-43.164,-92.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"",4639.42,,,0,""
213,,8,1,13,5,1,2,0,0,1,0,255,0,255,115,4672.809,"Gonyong",R,33,92,140,-0.786,-2.529,0.253,1.728,0.247,1.435,-36.843,33.357,78,15,7,2,141.788,-134.996,10.758,0,0,7,4,R,"encounter v",190,86.037,0.42,3,78,W,Y,1,4673.924,255,99,122,107,51,145,91,-14.234,6.449,0.134,0.797,-20.193,-0.76,0,0.103,440.034,299.566,-276.822,4673.837,-0.194,-23.026,4674.904,0,-1.77,0.409,-36.3,0,0,,4680.129,,,,,,,4677.33,,,,,,4679.543,7,,147,4,,,,,,,,,,,,,,,,,,,-0.186,-37.552,120,"Kr_Luna",0.03,-17.561,,"ddil_ddil69",-18.842,-44.416,85,"Amellaid",-12.816,-60.806,,"Riyaj",20.463,-45.907,85,"CoalCat",4.936,-59.982,,"TaeGeuk_",42.658,-105.023,,"AI",0,-109.84,,"Po_cari",-40.087,-87.383,,4675.081,-1.588,-37.55,,,,4678.848,-18.824,-39.457,,,,4702.334,18.602,-40.387,,,,,,,,,,,,,4677.971,-2.47,-37.576,,,,4683.001,-17.953,-39.804,,,,4706.142,17.668,-39.79,,,,,,,,,,,,,2,0,"Gonyong",,4677.33,4687.241,13,""
214,,8,1,13,5,0,0,1,0,0,1,255,255,0,116,4715.994,"Gonyong",R,27,93,140,0.364,0.235,0.2,1.789,0.002,1.633,-36.843,30.012,79,16,5,2,122.592,-132.423,8.879,0,0,8,7,R,"_이누_",190,89.841,0.451,3,77,W,Y,1,4717.152,246,207,177,93,0,145,87,43.957,35.901,0.067,1.066,-19.735,-1,0,0.235,296.459,-438.316,282.826,4721.837,-34.739,-75.976,4722.17,8,-34.356,1.074,-75.13,0,0,,4723.215,,,,,,,,,4727.509,,,4716.04,4722.384,8,,457,0,,,,,,,,,,,,,,,,,,,0.134,-37.417,,"Kr_Luna",0.026,-17.55,102,"ddil_ddil69",-16.897,-43.133,,"Amellaid",-14.821,-60.591,,"Riyaj",18.845,-43.261,101,"CoalCat",8.474,-62.461,,"TaeGeuk_",44.418,-108.365,,"AI",0,-109.84,,"Po_cari",-40.814,-92.932,88,4731.412,0.653,-39.635,4729.065,-0.471,-20.746,,,,,,,4727.369,13.179,-43.447,,,,,,,,,,4722.396,-34.678,-76.16,,,,4730.468,0.062,-21.176,,,,,,,4727.927,10.618,-40.266,,,,,,,,,,4724.451,-29.85,-73.313,1,0,"Po_cari",,4716.788,4727.509,23,""
