id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,swPreDeg,swTargetDeg,swApproachDeg,swCorr,swSource,swProximity,swVRawDeg,swVAdjustedDeg,swVMotionDeg,swVClosestDeg,swVYShrink,swGeometryDeg,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
124,,7,1,5,0,0,1,2,1,0,0,3,255,255,63,3057.491,"_Chun",L,26,82,133,1.579,1.398,-0.272,2.137,0.519,2.289,-36.663,43.337,84,16,0,2,121.511,-200,-14.922,0,0,2,"=","=","=","=","=","=","=","=","",2,R,"SUGUN",190,82.092,0.496,5,50,W,Y,1,3058.577,42,29,93,19,0,,42,45,0.097,-16.272,0.309,1.531,-20.035,0.05,0,0.281,443.819,241.995,-226.526,3053.386,3.184,-30.404,3055.346,4,7.814,0.054,-42.504,0,0,,,,,,3063.618,,,,,,,,,3063.787,2,,147,2,,,,,,,,,,,,,,,,,,,0.012,-37.785,0.005,-17.232,-20.683,-45.732,-15.14,-63.386,17.54,-45.204,14.821,-64.103,51.206,-89.063,-7.449,-119.201,-47.992,-92.662,-0.236,-37.023,,"소솨소솨",0.016,-17.225,,"MODECO",-20.681,-45.63,,"芝レイナ",-15.15,-63.369,,"인생최패망자",17.555,-45.195,100,"_송글_",14.706,-63.94,,"펜케이크",51.213,-89.055,,"うよすま",-7.575,-119.229,,"Sabo_10",-47.858,-92.557,,,,,,,,3063.173,-18.393,-39.852,,,,3061.42,8.356,-42.883,,,,,,,,,,,,,,,,,,,,,,,,,3061.997,4.893,-42.358,,,,,,,,,,,,,"",2,-18.856,-18.856,5.773,0,0,1,0.097,0.097,-4.483,0.097,0,-28.552,0,"인생최패망자",3063.618,,,6,""
125,SIDE,7,1,5,0,0,0,2,0,1,0,255,3,255,,3065.239,,,,,,,,,,,,,,,,,,,,,,,3,"=","=","=","=","=","=","=","=","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
126,,7,0,5,0,0,0,0,0,0,0,255,255,255,48,3107.483,"Penguin_iDOL",R,28,53,109,2.661,2.624,0.458,2.054,1.236,3.183,-36.493,84.608,81,19,0,1,-49.387,-76.589,-1.861,0,0,2,"_송글_","인생최패망자","MODECO","Sabo_10","うよすま","소솨소솨","芝レイナ","펜케이크","_Chun",2,R,"MODECO",190,85,0.447,,73,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019,-37.694,0.012,-17.167,-20.208,-46.741,-15.868,-61.464,19.973,-49.672,11.319,-63.883,36.743,-107.983,0,-109.87,-45.654,-97.381,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
127,,7,0,5,0,1,0,0,0,0,0,255,255,255,49,3127.868,"Penguin_iDOL",R,14,81,118,1.141,-0.265,0.163,2.037,-0.099,1.839,-36.493,40.141,84,16,0,0,355.079,352.021,3.36,0.459,-15.103,2,"=","=","=","=","=","=","=","=","=",2,R,"MODECO",190,85,0.447,,73,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,-37.867,-0.009,-17.204,-20.436,-46.51,-15.865,-61.391,22.561,-51.118,11.19,-63.877,35.083,-107.127,0,-109.86,-45.271,-97.092,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
128,,7,0,5,0,1,1,0,0,0,0,255,255,255,50,3144.919,"Penguin_iDOL",R,13,70,98,-2.424,-1.668,0.157,1.694,-0.357,1.082,-36.493,24.752,100,0,0,2,-330.459,335.285,6.917,0,0,2,"=","=","=","=","=","=","=","=","=",2,R,"MODECO",190,85,0.447,3,73,W,Y,1,3146.105,120,115,51,97,88,,133,80,-30,60.003,-0.408,0.479,-20.992,1,0,0.505,-73.371,138.695,343.55,3139.773,-1.631,-21.696,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.127,-37.636,-0.065,-17.341,-20.321,-46.623,-15.86,-61.389,22.086,-50.24,11.312,-63.969,34.941,-107.196,0,-109.86,-44.498,-99.346,0.085,-37.111,,"HANA_ARASHI",-0.223,-17.625,,"SUGUN",-19.229,-45.919,,"Pring__",-15.864,-61.345,,"시즈카_Shizuka",21.151,-50.972,,"CoalCat",11.322,-63.794,,"濃いめのラー油",34.955,-107.225,,"AI",0,-109.84,,"Yes_Man_",-44.493,-99.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,,,,,,,,,,,,,0,"",,,,0,""
129,,7,0,5,0,1,2,0,0,0,0,255,255,255,51,3163.669,"Penguin_iDOL",R,26,90,140,-0.577,0.891,0.185,1.877,-0.072,1.992,-36.493,38.191,84,16,0,2,-141.889,-200,24.447,0,0,2,"=","=","=","=","=","=","=","=","=",2,R,"MODECO",190,85,0.447,3,73,W,Y,1,3164.66,186,101,87,50,29,,145,130,28.79,38.272,-0.183,1.344,-19.408,0.41,0,0.387,415.915,167.683,-398.619,3163.973,-79.813,-113.506,,,,,,0,0,,3170.64,3175.349,3180.544,3185.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019,-37.806,-0.068,-17.348,-19.675,-45.961,-15.16,-62.488,20.956,-48.267,11.354,-63.739,35.05,-107.179,0,-109.86,-42.044,-95.19,0.093,-36.687,,"HANA_ARASHI",0.012,-17.43,,"SUGUN",-19.614,-46.005,,"Pring__",-15.117,-62.271,,"시즈카_Shizuka",19.665,-47.575,,"CoalCat",11.37,-63.591,,"濃いめのラー油",35.02,-107.188,,"AI",0,-109.84,,"Yes_Man_",-42.036,-95.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",4,,,,,,,,,,,,,0,"",3175.349,3180.544,,0,""
130,,7,0,5,1,0,0,0,0,0,0,255,255,255,52,3204.088,"Penguin_iDOL",R,29,89,140,-0.845,-0.73,0.183,1.571,-0.079,0.985,-36.493,30.663,94,6,0,2,-220.084,-200,15.978,0,0,3,"=","=","=","=","=","=","=","=","=",8,L,"Sabo_10",185.3,88,0.452,5,31,W,Y,1,3205.144,180,105,112,111,42,,145,106,60.866,7.376,-0.146,0.752,-20.734,-0.11,0,0.505,305.184,-510.822,-76.961,3205.719,1.107,-78.705,3205.893,3,0.969,2.761,-77.702,0,0,,3210.713,,,,,,,,,,,,,3212.167,3,,452,0,,,,,,,,,,,,,,,,,,,-0.152,-37.608,-0.087,-17.321,-19.857,-45.664,-11.686,-65.475,24.178,-49.04,13.328,-61.143,47.387,-95.634,0,-109.86,-38.452,-92.933,-0.101,-36.729,,"HANA_ARASHI",-0.088,-17.327,,"SUGUN",-19.704,-45.84,,"Pring__",-11.604,-65.226,85,"시즈카_Shizuka",23.504,-49.6,,"CoalCat",13.474,-60.951,73,"濃いめのラー油",47.326,-95.647,,"AI",0,-109.84,,"Yes_Man_",-38.49,-92.938,,3218.473,0.176,-38.735,,,,,,,3212.178,0.955,-78.039,,,,3215.517,-0.235,-59.794,,,,,,,,,,,,,,,,,,,3214.444,0.476,-76.559,,,,3217.111,-0.048,-57.802,,,,,,,,,,"",1,9.183,9.183,0.33,0,2,0.318,71.498,60.866,11.132,70.524,0.039,31.95,0,"Pring__",,,,162,""
131,,7,0,5,1,0,0,1,0,0,0,255,255,255,53,3234.069,"Penguin_iDOL",R,14,76,102,-1.243,-0.183,-0.229,1.958,-1.263,1.983,-36.493,35.049,94,6,0,0,362.039,312.348,11.534,0,0,4,"=","=","=","=","=","=","=","=","=",7,R,"うよすま",175.4,84.991,0.5,,31,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22,-37.676,-0.076,-17.308,-19.702,-46.019,-13.533,-64.261,21.795,-52.214,9.894,-63.477,41.352,-97.007,0,-109.86,-41.105,-93.021,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,3238.263,0.218,-37.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
132,,7,0,5,1,0,1,1,0,0,0,255,255,255,54,3248.995,"Penguin_iDOL",R,13,69,98,-1.995,-1.626,0.209,1.763,-0.178,1.227,-36.493,34.765,100,0,0,4,-327.289,339.179,4.624,-0.515,-18.518,4,"=","=","=","=","=","=","=","=","=",7,R,"うよすま",175.4,84.991,0.5,,31,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.169,-37.598,-0.099,-17.304,-19.708,-46.073,-13.859,-64.105,21.862,-52.265,10.063,-63.501,39.375,-98.329,0,-109.85,-41.113,-93.012,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,3253.465,0.304,-37.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
133,,7,0,5,1,0,2,1,0,0,0,255,255,255,55,3263.324,"Penguin_iDOL",R,10,81,109,-0.383,-1.712,0.199,1.802,-0.172,1.174,-36.493,42.224,71,29,0,4,0,400,18.932,-0.102,-18.59,4,"=","=","=","=","=","=","=","=","=",7,R,"うよすま",175.4,84.991,0.5,,31,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,3267.449,4,,706,0,,,,,,,,,,,,,,,,,,,-0.139,-37.661,-0.102,-17.374,-19.889,-46.105,-13.849,-63.979,21.912,-52.192,10.066,-63.493,39.074,-98.415,0,-109.85,-41.113,-93.023,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,3270.876,-0.149,-38.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
134,,7,0,5,1,0,0,2,0,0,0,255,255,255,56,3282.315,"Penguin_iDOL",R,13,83,108,-2.268,-1.819,0.086,1.646,-0.353,0.949,-36.493,26.012,100,0,0,2,-340.1,360.567,8.899,0,0,5,"=","=","=","=","=","=","=","=","=",1,R,"소솨소솨",190,80,0.503,3,31,W,Y,1,3283.439,255,132,134,80,25,,145,87,28.194,63.328,-0.357,0.486,-21.466,1,0,0.826,75.941,-14.997,220.758,3279.306,-41.729,-42.255,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.062,-37.812,-0.096,-17.6,-19.586,-45.346,-13.918,-63.947,21.509,-53.416,10.121,-64.136,39.261,-98.364,0,-109.86,-40.99,-95.066,-0.461,-37.26,,"HANA_ARASHI",-0.293,-17.662,,"SUGUN",-19.578,-45.901,,"Pring__",-13.928,-63.805,,"시즈카_Shizuka",19.319,-49.764,,"CoalCat",10.242,-63.958,,"濃いめのラー油",39.242,-98.377,,"AI",0,-109.84,,"Yes_Man_",-41.011,-95.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,,,,,,,,,,,,,0,"",,,,0,""
135,,7,0,5,1,0,1,2,0,0,0,255,255,255,57,3302.906,"Penguin_iDOL",R,29,86,122,-2.043,-0.64,0.023,1.637,-0.494,1.003,-36.493,28.848,95,5,0,2,-250,-200,7.916,0,0,5,"=","=","=","=","=","=","=","=","=",1,R,"소솨소솨",190,80,0.503,3,31,W,Y,1,3304.003,186,234,119,59,17,,145,87,106.396,-80.376,-0.358,0.813,-20.889,1,0.238,0.78,241.686,413.716,-262.444,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.198,-37.706,-0.104,-17.375,-19.692,-45.785,-13.333,-64.36,24.259,-52.401,10.699,-63.624,39.088,-98.389,0,-109.86,-47.187,-97.365,-0.49,-37.326,,"HANA_ARASHI",-0.268,-17.539,,"SUGUN",-19.589,-45.659,,"Pring__",-13.313,-64.217,,"시즈카_Shizuka",24.897,-51.255,,"CoalCat",10.714,-63.527,,"濃いめのラー油",39.012,-98.417,,"AI",0,-109.84,,"Yes_Man_",-47.175,-97.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,,,,,,,,,,,,,0,"",,,,0,""
136,,7,0,5,1,0,2,2,0,0,0,255,255,255,58,3319.916,"Penguin_iDOL",R,26,81,132,-0.929,1.038,0.167,1.902,-0.153,2.073,-36.493,39.562,79,21,0,2,-182.783,-200,27.862,0,0,5,"=","=","=","=","=","=","=","=","=",1,R,"소솨소솨",190,80,0.503,0,31,W,Y,1,3320.933,255,69,37,0,16,,57,67,-15.065,36.469,-0.203,1.376,-19.652,0.52,0,0.512,-182.513,75.017,171.375,3314.719,-3.262,-23.779,3316.466,2,-15.756,0.054,-40.294,0,0,,,,,,,,,,,,,,,3324.496,5,,147,0,,,,,,,,,,,3323.835,2,,,,,,,-0.078,-37.71,-0.115,-17.382,-19.294,-45.479,-12.855,-63.625,23.764,-52.666,10.676,-63.829,39.088,-98.412,0,-109.85,-46.186,-96.073,-0.545,-37.123,,"HANA_ARASHI",-0.11,-17.446,,"SUGUN",-19.213,-45.291,84,"Pring__",-12.803,-63.462,,"시즈카_Shizuka",23.127,-51.958,,"CoalCat",10.754,-63.777,,"濃いめのラー油",39.134,-98.376,,"AI",0,-109.84,,"Yes_Man_",-46.267,-96.03,,,,,,,,3322.946,-16.453,-41.199,,,,,,,,,,,,,,,,,,,,,,,,,3324.985,-17.931,-39.601,,,,,,,,,,,,,,,,,,,"",2,,,,,,,,,,,,,0,"SUGUN",,,,4,""
137,SIDE,7,0,5,1,0,0,2,0,0,0,255,255,255,,3325.69,,,,,,,,,,,,,,,,,,,,,,,6,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
138,,8,1,5,1,0,0,0,0,0,0,255,255,255,64,3423.036,"펜케이크",L,10,66,109,-0.777,-1.173,-0.479,1.716,-0.325,1.398,-36.493,19.546,54,46,0,2,0,400,20.27,0,0,3,"濃いめのラー油","Pring__","SUGUN","HANA_ARASHI","시즈카_Shizuka","Yes_Man_","Penguin_iDOL","CoalCat","",1,R,"HANA_ARASHI",190,90,0.25,5,31,W,Y,1,3424.164,137,79,125,93,66,,142,103,24.728,25.932,-0.147,0.599,-20.613,0.96,0,0.544,252.941,502.635,-9.303,,,,3422.52,8,-46.345,2.363,-93.238,0,0,,,,,,,,,,,,,,,3429.129,3,,457,0,,,,,,,,,,,,,3434.607,5,,,,,-0.027,-37.213,0.041,-17.129,-19.87,-45.643,-15.86,-63.1,17.352,-45.759,15.892,-63.194,35.285,-81.106,-6.333,-120.424,-46.032,-93.261,-0.407,-37.46,,"소솨소솨",-0.057,-17.215,,"MODECO",-19.827,-45.657,,"芝レイナ",-15.9,-63.069,,"인생최패망자",17.336,-45.765,,"_송글_",15.891,-63.2,86,"_Chun",35.526,-80.89,,"うよすま",-5.92,-120.106,,"Sabo_10",-45.669,-93.853,95,3436.916,0.118,-38.718,,,,,,,,,,,,,3433.587,-0.703,-59.533,,,,,,,3429.138,-46.516,-93.815,,,,,,,,,,,,,,,,3436.119,-0.189,-51.506,,,,,,,3430.724,-44.488,-93.274,"",1,24.733,24.733,1.188,0,2,0.329,35.627,24.728,17.944,55.402,0.028,101.259,0,"Sabo_10",,,,137,""
139,,8,1,5,1,0,0,1,0,0,0,255,255,255,65,3449.015,"펜케이크",L,29,88,140,0.313,-0.239,-0.443,1.684,-0.156,1.294,-36.493,27.042,95,5,0,0,230.71,-188.402,-14.138,0,0,4,"=","=","=","=","=","=","=","=","",4,R,"시즈카_Shizuka",190,85.33,0.496,,31,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.034,-37.124,0.013,-17.133,-20.299,-45.757,-15.263,-63.161,16.642,-44.935,15.631,-63.387,33.007,-78.753,-7.158,-118.326,-44.456,-94.527,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,3453.023,-0.096,-37.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
140,,8,1,5,1,0,1,1,0,0,0,255,255,255,66,3462.625,"펜케이크",L,6,87,126,-2.563,-0.606,-0.491,1.661,-0.379,1.218,-36.493,24.919,97,3,0,4,-473.577,0,-19.889,0,0,4,"=","=","=","=","=","=","=","=","",4,R,"시즈카_Shizuka",190,85.33,0.496,,31,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.039,-37.16,0.005,-17.147,-20.004,-45.768,-15.205,-63.095,16.903,-45.404,14.24,-64.377,33.786,-78.865,-4.751,-116.711,-45.843,-98.224,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,3466.706,-0.122,-37.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
141,,8,1,5,1,0,2,1,0,0,0,255,255,255,67,3476.891,"펜케이크",L,29,79,129,1.062,-0.262,-0.387,1.717,0.104,1.401,-36.493,24.651,97,3,0,2,250,-38.051,-15.605,0,0,4,"=","=","=","=","=","=","=","=","",4,R,"시즈카_Shizuka",190,85.33,0.496,5,31,W,Y,1,3478.015,182,143,87,105,47,,145,89,97.913,54.827,0.213,0.898,-20.137,-1,0,0.627,508.507,183.059,-260.596,3477.693,15.387,-6.347,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-37.136,0.004,-17.145,-20.721,-46.331,-15.233,-63.127,16.724,-45.233,15.572,-63.642,33.904,-79.356,-5.722,-117.048,-45.902,-98.078,-0.428,-37.44,,"소솨소솨",-0.085,-17.267,,"MODECO",-20.639,-46.268,,"芝レイナ",-15.229,-63.121,,"인생최패망자",16.838,-45.255,,"_송글_",15.421,-63.801,,"_Chun",33.484,-78.293,,"うよすま",-5.719,-117.044,,"Sabo_10",-46.117,-97.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,123.682,51.89,9.703,1,1,0.849,82.087,82.087,-7.361,63.366,0,172.377,0,"",,,,0,""
142,,8,1,5,1,0,2,1,0,0,0,255,255,255,68,3501.726,"펜케이크",L,10,74,103,0.886,-1.062,-0.282,1.732,0.394,1.517,-36.493,21.114,96,4,0,2,0,400,22.037,0,0,4,"=","=","=","=","=","=","=","=","",4,R,"시즈카_Shizuka",190,85.33,0.496,3,31,W,Y,1,3502.959,178,104,62,94,124,,138,117,-30,-13.982,0.151,0.685,-20.878,0.83,0,0.716,-399.466,251.297,-347.363,3496.213,0.418,-21.955,3498.159,5,9.422,1.991,-58.468,0,16,,3508.625,,,,,,,,,,,,,3507.518,4,,147,1,,,,,,,,,,,,,,,,,,,0.024,-37.081,-0.029,-17.269,-20.778,-46.303,-16.001,-62.761,16.687,-45.429,15.177,-63.872,33.976,-76.429,-5.011,-118.447,-45.625,-97.721,-0.229,-37.389,,"소솨소솨",-0.087,-17.353,,"MODECO",-20.365,-45.917,66,"芝レイナ",-16.016,-62.748,,"인생최패망자",16.677,-45.432,,"_송글_",14.842,-63.897,107,"_Chun",33.269,-76.512,,"うよすま",-4.965,-118.347,,"Sabo_10",-45.608,-97.738,,3510.894,-0.284,-38.144,,,,3506.933,-18.41,-40.433,,,,,,,3504.899,9.742,-59.8,,,,,,,,,,,,,,,,3509.636,-17.429,-39.476,,,,,,,3505.586,6.353,-57.135,,,,,,,,,,"",2,,,,,,,,,,,,,0,"_송글_",,,,133,""
143,,8,1,5,1,0,0,2,0,0,0,255,255,255,69,3524.617,"펜케이크",L,6,82,109,-1.622,-0.192,-0.403,1.728,0.02,1.497,-36.493,23.443,97,3,0,2,-390.512,0,-11.85,0,0,5,"=","=","=","=","=","=","=","=","",0,R,"Yes_Man_",174.9,84.826,0.502,5,31,W,Y,1,3525.831,211,62,93,74,42,,145,123,17.079,3.666,-0.296,0.893,-20.586,0.73,0,0.482,360.773,-29.305,39.104,3524.36,-7.314,-132.653,3524.84,7,-7.335,0.22,-132.362,1,0,,3531.388,3535.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003,-37.199,-0.013,-17.165,-20.249,-45.671,-15.871,-62.958,17.904,-46.215,14.455,-63.403,32.579,-82.681,-4.526,-114.809,-49.266,-97.524,-0.479,-37.127,,"소솨소솨",-0.022,-17.341,,"MODECO",-19.957,-45.291,,"芝レイナ",-15.809,-63.05,80,"인생최패망자",17.694,-46.247,,"_송글_",14.371,-63.299,,"_Chun",33.961,-81.336,,"うよすま",-4.53,-114.812,115,"Sabo_10",-50.28,-99.581,,3544.385,0.006,-38.694,,,,,,,3535.525,-1.826,-63.571,,,,,,,,,,3531.572,-6.457,-132.459,,,,,,,,,,,,,3543.089,-2.327,-58.773,,,,,,,,,,3532.941,-6.711,-125.992,,,,"",2,4.834,4.834,6.414,0,2,0.409,28.372,17.079,42.922,28.057,0.035,-9.699,0,"うよすま",3535.685,,,208,""
144,,8,1,5,1,0,0,2,0,1,0,255,0,255,70,3592.418,"펜케이크",L,26,89,140,1.241,1.099,-0.324,1.949,0.395,2.152,-36.493,44.911,94,6,0,4,117.042,-163.184,2.635,0,0,6,"=","=","=","=","=","=","=","=","",8,R,"Penguin_iDOL",190,80,0.25,,31,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,3609.18,,,,,,,,,,,,,,,,,,,,,,,,,0.107,-37.317,0.052,-17.093,-20.142,-45.535,-15.607,-63.143,16.717,-45.088,14.169,-63.944,34.116,-79.624,-5.098,-115.921,-48.665,-99.875,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,3596.314,-0.119,-37.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
145,,8,1,5,1,0,1,2,0,1,0,255,0,255,71,3609.321,"펜케이크",L,6,70,99,-2.931,-0.714,-0.546,1.576,-0.423,1.181,-36.493,27.845,64,36,0,4,-399.614,0,-12.07,0,0,6,"=","=","=","=","=","=","=","=","",8,R,"Penguin_iDOL",190,80,0.25,,31,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,,,,,,,,,3614.402,,,,,,3614.208,5,2,293,32,,,,,,,,,,,,,,,,,,,-0.069,-37.136,-0.022,-17.167,-20.79,-46.223,-15.508,-63.066,16.757,-45.045,12.771,-61.986,34.114,-79.748,-4.946,-116.389,-48.945,-99.036,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,3614.402,,0,""
146,SIDE,8,1,5,1,0,2,2,0,0,0,255,255,255,,3617.318,,,,,,,,,,,,,,,,,,,,,,,6,"=","=","=","=","=","=","=","=","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
