id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,swPreDeg,swTargetDeg,swApproachDeg,swCorr,swSource,swProximity,swVRawDeg,swVAdjustedDeg,swVMotionDeg,swVClosestDeg,swVYShrink,swGeometryDeg,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
147,,8,0,5,1,0,0,0,0,0,0,255,255,255,59,3662.072,"Yes_Man_",R,5,69,106,-1.121,0.305,0.465,1.606,-0.264,1.79,-36.896,25.453,0,90,10,0,-115.906,0,4.626,0,0,6,"_송글_","인생최패망자","MODECO","Sabo_10","うよすま","소솨소솨","芝レイナ","펜케이크","_Chun",3,R,"芝レイナ",170.2,80,0.495,,35,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,-37.816,-0.005,-17.528,-19.935,-46.747,-14.763,-62.034,20.959,-50.884,10.011,-63.699,37.677,-91.638,0,-109.9,-41.18,-93.984,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
148,,8,0,5,1,0,1,0,0,0,0,255,255,255,60,3676.731,"Yes_Man_",R,0,61,102,-0.705,-0.454,0.496,1.548,-0.32,1.367,-36.896,35.471,0,100,0,2,-0.951,0,0.827,0,0,6,"=","=","=","=","=","=","=","=","=",3,R,"芝レイナ",170.2,80,0.495,3,35,W,Y,1,3677.933,255,175,128,98,66,,145,80,-56.163,58.593,-0.101,0.847,-21.189,-1,0,0.375,165.263,-412.629,-73.012,3671.013,-0.959,-21.715,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,-37.753,-0.023,-17.718,-19.983,-46.861,-14.772,-62.059,20.996,-50.896,10.036,-63.753,37.303,-91.969,0,-109.85,-41.089,-94.135,0.229,-37.454,,"HANA_ARASHI",-0.058,-17.754,,"SUGUN",-19.85,-46.648,,"Pring__",-14.745,-61.922,,"시즈카_Shizuka",21.335,-50.351,,"CoalCat",10.062,-63.634,,"濃いめのラー油",36.927,-92.147,,"AI",0,-109.84,,"Penguin_iDOL",-41.181,-94.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,,,,,,,,,,,,,0,"",,,,0,""
149,,8,0,5,1,0,2,0,0,0,0,255,255,255,61,3694.248,"Yes_Man_",R,32,79,129,-3.844,0.496,0.124,1.603,-1.978,1.846,-36.896,7.213,0,86,14,1,194.923,-29.04,25.367,0,0,6,"=","=","=","=","=","=","=","=","=",3,R,"芝レイナ",170.2,80,0.495,,31,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,-37.775,-0.041,-17.693,-19.889,-46.15,-14.999,-63.081,20.34,-49.43,8.836,-63.708,36.516,-92.282,0,-109.85,-45.459,-95.601,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
150,,8,0,5,1,1,2,0,0,0,0,255,255,255,62,3706.865,"Yes_Man_",R,32,80,130,1.258,0.105,0.595,1.548,0.209,1.647,-36.896,33.975,0,86,14,2,207.464,-11.646,8.448,0,0,6,"=","=","=","=","=","=","=","=","=",3,R,"芝レイナ",170.2,80,0.495,3,31,W,Y,1,3707.935,255,57,41,64,8,,130,84,-20.089,6.004,0.169,0.781,-19.911,-0.28,0,0.236,-353.045,304.298,47.194,3701.013,-0.037,-21.821,3706.226,7,-7.295,0.059,-86.091,1,0,,3713.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158,-37.698,-0.081,-17.293,-20.322,-45.962,-14.991,-63.073,21.366,-49.075,8.843,-63.735,38.107,-97.395,0,-109.85,-45.356,-95.682,0.213,-37.194,,"HANA_ARASHI",-0.092,-17.297,,"SUGUN",-19.991,-46.177,,"Pring__",-14.972,-62.896,,"시즈카_Shizuka",20.514,-50.52,,"CoalCat",8.895,-63.575,82,"濃いめのラー油",38.126,-97.363,,"AI",0,-109.84,,"Penguin_iDOL",-45.504,-96.004,,3719.192,0.341,-42.888,,,,,,,,,,,,,3716.058,-0.281,-60.359,,,,,,,,,,,,,,,,,,,,,,,,,3718.208,-0.255,-58.045,,,,,,,,,,"",2,,,,,,,,,,,,,0,"AI",,,,160,""
151,,8,0,5,1,0,0,0,1,0,0,13,255,255,63,3736.104,"Yes_Man_",R,0,69,121,-0.42,0.328,0.508,1.592,-0.195,1.798,-36.896,32.558,0,97,3,2,-2.127,0,0.01,0,0,7,"=","=","=","=","=","=","=","=","=",0,L,"펜케이크",179.6,92.996,0.465,5,31,W,Y,1,3737.318,237,144,164,79,38,,145,130,102.154,64.118,-0.07,1.091,-20.635,0.43,0,0.551,-24.243,104.995,-482.311,,,,,,,,,0,0,,,,,,,,,,,,3741.124,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,-37.743,0.068,-17.479,-20.032,-40.727,-10.078,-62.789,24.921,-50.936,11.851,-62.963,47.758,-93.195,0,-109.86,-33.378,-91.731,0.133,-37.516,,"HANA_ARASHI",0.034,-17.53,,"SUGUN",-19.428,-45.238,,"Pring__",-10.082,-62.698,,"시즈카_Shizuka",24.509,-51.335,,"CoalCat",11.909,-62.809,,"濃いめのラー油",47.75,-93.199,,"AI",0,-109.84,,"Penguin_iDOL",-33.6,-91.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,73.507,61.864,24.196,0.63,1,0.472,83.097,77.846,-8.299,65.937,0.052,118.364,0,"",,,,0,""
152,,8,0,5,1,0,1,0,1,0,0,13,255,255,64,3754.17,"Yes_Man_",R,33,80,130,-1.677,-0.352,0.351,1.47,-0.923,1.38,-36.896,21.788,0,70,30,1,117.188,-17.177,8.805,0,0,7,"=","=","=","=","=","=","=","=","=",0,L,"펜케이크",179.6,92.996,0.465,,37,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,3758.014,,,,,,,,,,,,,,,,,,,,,,,,,,0.104,-37.656,-0.041,-17.403,-19.976,-40.565,-10.431,-63.904,23.994,-50.001,12.124,-63.23,50.115,-94.512,0,-109.85,-32.29,-92.616,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
153,,8,0,5,1,1,1,0,1,0,0,13,255,255,65,3771.25,"Yes_Man_",R,5,71,120,-2.875,-0.217,0.317,1.498,-1.081,1.478,-36.896,15.793,0,91,9,1,-105.371,0,4.513,0,0,7,"=","=","=","=","=","=","=","=","=",0,L,"펜케이크",179.6,92.996,0.465,,37,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,3778.826,,,,,,,,,,,,,,,,,,,,,,,,,,0.092,-37.749,-0.027,-17.401,-19.899,-40.367,-10.422,-63.855,25.737,-50.657,12.088,-63.368,48.856,-92.909,0,-109.86,-32.375,-92.472,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
154,,8,0,5,1,2,1,0,1,0,0,13,255,255,66,3788.417,"Yes_Man_",R,34,77,127,1.124,0.448,0.623,1.605,0.339,1.844,-36.896,44.987,0,83,17,0,82.917,-23.9,2.032,0,0,7,"=","=","=","=","=","=","=","=","=",0,L,"펜케이크",179.6,92.996,0.465,,37,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,3797.174,,,,,,,,,,,,,,,,,,,,,,,,,,0.119,-37.731,-0.031,-17.423,-20.092,-41.215,-10.425,-63.832,24.694,-51.35,12.086,-63.406,50.272,-95.26,0,-109.86,-32.409,-92.457,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",,,,0,""
155,,8,0,5,1,2,2,0,1,0,0,13,255,255,67,3804.464,"Yes_Man_",R,5,66,102,-1.099,0.1,0.49,1.564,-0.185,1.688,-36.896,29.579,0,100,0,2,-145.535,0,1.371,0,0,7,"=","=","=","=","=","=","=","=","=",0,L,"펜케이크",179.6,92.996,0.465,5,37,W,Y,1,3805.741,116,90,92,28,19,,136,95,35.988,-21.18,-0.216,0.981,-20.215,-0.26,0,0.612,298.795,-269.9,87.241,3803.906,31.623,-89.479,3804.079,6,30.45,2.654,-87.245,0,0,,3811.532,,,,,,,,,,3814.957,,,3811.131,7,,455,0,,,,,,,,,,,,,,,,,,,0.051,-37.703,-0.052,-17.412,-20.155,-41.449,-10.429,-63.849,24.448,-51.367,12.359,-62.973,50.172,-95.272,0,-109.85,-32.17,-92.633,0.099,-37.488,,"HANA_ARASHI",-0.167,-17.552,,"SUGUN",-19.239,-45.319,,"Pring__",-10.417,-63.64,86,"시즈카_Shizuka",24.451,-51.194,,"CoalCat",12.376,-62.873,,"濃いめのラー油",50.178,-95.272,89,"AI",0,-109.84,,"Penguin_iDOL",-32.337,-92.475,,3818.432,-0.251,-39.017,,,,,,,3814.053,-1.008,-57.258,,,,,,,3811.141,31.049,-88.002,,,,,,,,,,,,,,,,3817.338,-2.537,-55.153,,,,,,,3812.136,27.069,-82.453,,,,,,,"",1,-18.094,-18.094,-5.715,0,1,0.582,52.278,35.988,39.715,66.469,0.044,-26.649,0,"濃いめのラー油",,,,35,""
156,,8,0,5,1,0,0,1,1,0,0,13,255,255,68,3839.661,"Yes_Man_",R,34,61,102,0.374,-0.705,0.605,1.356,-0.039,1.218,-36.896,42.291,0,54,46,2,85.022,16.697,-0.804,0,0,8,"=","=","=","=","=","=","=","=","=",6,L,"_Chun",190,80,0.455,3,31,W,Y,1,3840.74,153,197,83,96,72,,145,87,-30,-33.911,0.082,0.797,-20.951,1,0,0.49,-414.727,-275.805,222.208,3833.639,0.93,-22.206,3835.613,4,17.658,0.165,-46.993,0,0,,,,,,3846.123,,,,,,,,,3845.814,8,,147,16,,,,,,,,,,,,,,,,,,,0.144,-37.79,-0.05,-17.41,-20.366,-42.014,-6.502,-64.983,24.875,-52.562,14.049,-61.152,54.954,-98.982,0,-109.87,-36.717,-111.798,0.038,-37.546,,"HANA_ARASHI",-0.073,-17.476,,"SUGUN",-19.778,-45.903,74,"Pring__",-6.351,-64.782,,"시즈카_Shizuka",24.83,-50.652,120,"CoalCat",14.104,-61.033,,"濃いめのラー油",54.958,-98.994,,"AI",0,-109.84,,"Penguin_iDOL",-36.681,-111.705,,3849.771,-0.262,-38.264,,,,3845.145,-18.458,-39.888,,,,3842.75,18.641,-48.114,,,,,,,,,,,,,,,,,,,3848.578,-17.429,-40.148,,,,3843.829,13.181,-46.829,,,,,,,,,,,,,"",2,,,,,,,,,,,,,0,"시즈카_Shizuka",3846.123,,,52,""
157,,8,0,5,1,0,0,2,0,1,0,255,13,255,69,3866.819,"Yes_Man_",R,5,67,104,0.84,0.402,0.731,1.596,0.626,1.858,-36.896,56.697,0,76,24,2,-134.024,0,2.173,0,0,0,"=","=","=","=","=","=","=","=","=",5,R,"_송글_",175.4,90.478,0.316,3,31,W,Y,1,3867.948,155,128,100,136,65,,145,126,-30,31.605,0.193,1.135,-21.227,0.27,0,0.695,-15.531,34.14,-114.576,3860.706,-0.945,-23.074,3864.293,8,-41.402,0.054,-89.038,1,0,,3873.003,,,,,,,3873.187,,,,,,,,,,,,,,,,,,,,,3874.584,2,,,,,,,0.048,-37.878,0.004,-17.255,-20.231,-45.744,-12.244,-63.295,22.192,-50.808,7.487,-62.107,42.571,-105.925,0,-109.86,-48.205,-98.035,0.211,-37.344,,"HANA_ARASHI",0.033,-17.304,,"SUGUN",-20.049,-45.903,63,"Pring__",-12.22,-63.176,,"시즈카_Shizuka",21.103,-48.499,,"CoalCat",8.278,-62.193,,"濃いめのラー油",42.659,-105.837,,"AI",0,-109.84,,"Penguin_iDOL",-48.333,-97.949,110,3877.94,-0.607,-38.34,,,,3874.205,-20.34,-40.784,,,,,,,,,,,,,,,,3871.523,-41.769,-89.165,,,,,,,3876.771,-14.571,-38.642,,,,,,,,,,,,,,,,3872.128,-40.19,-85.211,"",2,,,,,,,,,,,,,0,"Penguin_iDOL",,3873.187,,100,""
158,,8,0,5,1,0,0,2,1,0,1,15,255,13,70,3891.679,"Yes_Man_",R,3,68,97,-3.017,0.174,0.437,1.593,-0.351,1.748,-36.896,21.644,0,81,19,2,-420.812,0,14.358,0,0,1,"=","=","=","=","=","=","=","=","=",4,R,"인생최패망자",190,80,0.351,5,31,W,Y,1,3892.933,158,202,130,129,66,,145,89,-30,-59.957,-0.533,1.108,-20.668,1,0,0.265,185.691,69.014,436.241,3885.693,1.114,-21.62,,,,,,0,0,,,,,,,,,,,,3891.927,,3893.686,,,,,,,,,,,,,,,,,,,,,,,,0.1,-37.832,0.006,-17.24,-20.112,-41.105,-11.438,-65.032,22.634,-52.907,10.897,-64.423,46.281,-103.794,0,-109.86,-43.469,-96.081,0.142,-37.581,,"HANA_ARASHI",-0.022,-17.259,,"SUGUN",-19.495,-45.075,,"Pring__",-11.389,-64.786,,"시즈카_Shizuka",21.977,-53.359,,"CoalCat",10.317,-64.455,,"濃いめのラー油",46.264,-103.778,,"AI",0,-109.84,,"Penguin_iDOL",-43.608,-95.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,-78.496,-46.85,-5.152,0.769,1,0.808,-45.68,-39.097,-9.478,-46.125,0.018,-128.688,0,"",,3893.604,,0,""
159,,8,0,5,1,0,1,2,1,0,1,15,255,13,71,3914.861,"Yes_Man_",R,0,65,105,-0.557,-0.534,0.512,1.535,-0.258,1.291,-36.896,34.854,0,100,0,2,-0.105,0,-3.113,0,0,1,"=","=","=","=","=","=","=","=","=",4,R,"인생최패망자",190,80,0.351,0,31,W,Y,1,3916.074,255,180,130,134,75,,145,133,-4.244,-25.82,0.001,0.844,-21.023,0.52,0,0.369,-102.662,-349.633,-248.582,3909.013,4.073,-29.308,3912.466,6,41.846,0.054,-98.243,1,0,,3921.639,,,,3921.145,,,,,3921.707,3915.439,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,-37.732,-0.019,-17.261,-20.233,-42.58,-9.948,-65.721,21.457,-49.674,11.8,-62.913,47.774,-106.198,0,-109.86,-43.422,-96.118,0.277,-37.626,,"HANA_ARASHI",-0.077,-17.373,,"SUGUN",-19.314,-46.004,,"Pring__",-9.896,-67.046,,"시즈카_Shizuka",21.478,-51.687,76,"CoalCat",11.81,-62.777,,"濃いめのラー油",47.772,-106.205,86,"AI",0,-109.84,,"Penguin_iDOL",-43.43,-96.116,,3927.823,0.888,-37.976,,,,,,,,,,3923.99,20.12,-40.742,,,,3919.772,42.52,-99.267,,,,,,,,,,,,,,,,,,,3926.675,17.995,-39.977,,,,3920.667,40.132,-93.512,,,,,,,"",2,,,,,,,,,,,,,0,"濃いめのラー油",3921.145,,3921.707,49,""
160,,8,0,5,2,0,0,2,1,1,0,14,15,255,72,3943.735,"Yes_Man_",R,32,79,129,-2.632,0.484,0.23,1.587,-1.487,1.774,-36.896,17.618,0,91,9,1,210.237,-143.672,27.392,0,0,2,"=","=","=","=","=","=","=","=","=",2,R,"MODECO",190,85,0.447,,31,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,3956.426,3944.398,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-37.699,-0.025,-17.255,-19.739,-46.164,-15.284,-63.188,22.635,-49.791,12.81,-64.303,40.95,-104.166,0,-109.86,-54.365,-97.784,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,3948.509,-0.015,-37.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",3945.914,,,0,""
161,,8,0,5,2,1,0,2,1,1,0,14,15,255,73,3960.208,"Yes_Man_",R,0,65,119,-0.536,-0.55,0.509,1.513,-0.247,1.264,-36.896,32.745,20,80,0,0,-1.052,0,5.402,0,0,2,"=","=","=","=","=","=","=","=","=",2,R,"MODECO",190,85,0.447,,31,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,3976.703,3960.972,,,,,,,,,,,,,,,,,,,,,,,,,0.087,-37.604,-0.027,-17.254,-19.724,-46.103,-15.245,-63.214,22.545,-50.27,12.569,-64.294,40.617,-104.213,0,-109.86,-54.225,-97.945,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,3964.951,-0.149,-37.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",3962.232,,,0,""
162,,8,0,5,2,1,1,2,1,1,0,14,15,255,74,3978.863,"Yes_Man_",R,33,73,124,1.097,-0.547,0.568,1.459,0.269,1.291,-36.896,49.233,0,89,11,2,116.928,22.887,3.115,0,0,2,"=","=","=","=","=","=","=","=","=",2,R,"MODECO",190,85,0.447,3,31,W,Y,1,3980,154,170,110,84,56,,145,123,27.219,3.778,0.196,0.771,-19.884,0.22,0,0.366,404.111,131.942,-32.184,3978.066,-10.357,-131.499,3978.96,7,-11.02,0.848,-133.483,1,0,,3986.073,3990.616,,,3984.409,3989.262,,3985.572,3990.39,,,3980.563,,,,,,,,,,,,,,,,,,,,,,,,,0.003,-37.688,-0.012,-17.249,-19.911,-45.828,-15.268,-63.143,23.933,-51.141,12.579,-64.292,40.69,-104.316,0,-109.86,-54.302,-97.825,-0.068,-37.274,,"HANA_ARASHI",-0.025,-17.324,,"SUGUN",-19.768,-45.652,,"Pring__",-15.156,-63.006,87,"시즈카_Shizuka",23.553,-50.543,,"CoalCat",12.577,-64.119,,"濃いめのラー油",40.653,-104.321,,"AI",0,-109.84,,"Penguin_iDOL",-54.331,-97.764,,3997.012,0.213,-38.375,,,,,,,3990.381,-2.991,-75.454,,,,,,,,,,,,,,,,,,,,,,,,,3995.502,-1.728,-64.187,,,,,,,,,,,,,,,,"",2,,,,,,,,,,,,,0,"AI",3984.409,3985.572,3990.39,34,""
163,,8,0,5,3,0,0,2,0,1,1,255,12,14,75,4014.049,"Yes_Man_",R,3,63,98,-2.546,-0.037,0.373,1.585,-0.543,1.611,-36.896,26.868,0,89,11,4,-252.693,0,12.705,0,0,3,"=","=","=","=","=","=","=","=","=",8,L,"Sabo_10",185.3,88,0.452,,31,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4029.864,4015.038,,,,,,,,,,,,,,,,,,,,,,,,0.019,-37.891,-0.033,-17.249,-19.466,-46.107,-8.89,-66.132,24.029,-49.08,14.157,-60.703,53.964,-98.256,0,-109.86,-41.83,-96.07,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4018.749,0.026,-37.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",4017.157,4016.078,,0,""
164,,8,0,5,3,0,1,2,0,1,1,255,12,14,76,4030.384,"Yes_Man_",R,10,69,99,-1.342,-1.746,0.368,1.425,-0.594,1.202,-36.896,32.462,27,73,0,4,0,400,-3.115,0,0,3,"=","=","=","=","=","=","=","=","=",8,L,"Sabo_10",185.3,88,0.452,,31,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4043.836,4031.787,,,,,,,,,,,,,,,,,,,,,,,,-0.014,-37.677,-0.034,-17.257,-19.595,-46.313,-3.27,-63.477,23.244,-48.866,14.12,-60.714,53.69,-98.376,0,-109.86,-41.979,-96.009,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4034.954,-0.059,-37.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,,,,,,,,,,,,,0,"",4033.446,4032.242,,0,""
165,,8,0,5,3,0,2,2,0,1,1,255,12,14,77,4048.566,"Yes_Man_",R,32,79,129,0.331,0.776,0.501,1.633,-0.225,1.932,-36.896,35.109,0,91,9,2,227.174,-152.518,21.554,0,0,3,"=","=","=","=","=","=","=","=","=",8,L,"Sabo_10",185.3,88,0.452,5,31,W,Y,1,4049.53,147,110,102,91,40,,145,103,103.756,-29.612,0.059,1.263,-20.121,-0.23,0,0.516,499.893,-191.427,271.04,4048.826,-20.015,11.901,,,,,,0,0,,,,,,,,,,,,,4054.723,4049.448,,,,,,,,,,,,,,,,,,,,,,,,0.057,-37.767,-0.023,-17.264,-19.871,-46.661,-2.117,-62.048,22.424,-49.067,14.16,-60.745,53.764,-98.328,0,-109.86,-41.746,-96.222,-0.143,-37.244,,"HANA_ARASHI",-0.017,-17.279,,"SUGUN",-19.799,-46.455,,"Pring__",-5.823,-64.909,,"시즈카_Shizuka",21.817,-49.502,,"CoalCat",14.205,-60.586,,"濃いめのラー油",53.757,-98.338,,"AI",0,-109.84,,"Penguin_iDOL",-41.745,-96.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,-29.119,-29.119,-7.662,0,1,0.906,82.17,76.244,-3.093,42.516,0.064,-37.369,0,"",4051.889,4053.368,,0,""
166,,8,0,5,3,0,2,2,0,1,1,255,12,14,78,4067.677,"Yes_Man_",R,5,71,119,-0.442,0.222,0.675,1.587,0.011,1.745,-36.896,50.104,0,88,12,2,-129.356,0,3.04,0,0,3,"=","=","=","=","=","=","=","=","=",8,L,"Sabo_10",185.3,88,0.452,5,31,W,Y,1,4068.688,196,94,109,112,42,,145,88,110.391,7.22,-0.085,1.072,-20.37,-0.98,0,0.495,506.297,-317.442,53.798,,,,,,,,,0,0,,,,,,,,,,,,,4084.465,4068.324,,,,,,,,,,,,,,,,,,,,,,,,0.058,-37.733,-0.089,-17.318,-19.944,-46.661,-0.881,-60.146,23.626,-50.919,13.684,-60.714,53.77,-98.357,0,-109.85,-42.679,-94.907,0.045,-37.351,,"HANA_ARASHI",-0.072,-17.357,,"SUGUN",-19.785,-46.371,,"Pring__",-5.469,-62.374,,"시즈카_Shizuka",23.226,-51.146,,"CoalCat",13.719,-60.582,,"濃いめのラー油",53.587,-98.469,,"AI",0,-109.84,,"Penguin_iDOL",-42.693,-94.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,10.442,10.442,2.165,0,0,1,69.609,69.609,-3.814,69.609,0,11.406,0,"",4071,4071.019,,0,""
167,,8,0,5,3,0,2,2,0,1,1,255,12,14,79,4087.712,"Yes_Man_",R,12,65,117,-0.904,-1.1,0.462,1.358,-0.408,1.019,-36.896,34.924,23,77,0,2,0,60.773,17.393,0,0,3,"=","=","=","=","=","=","=","=","=",8,L,"Sabo_10",185.3,88,0.452,0,31,W,Y,1,4088.581,180,99,116,98,42,,145,105,23.841,-23.802,-0.158,0.618,-20.669,-0.27,0,0.575,175.008,-199.558,-3.812,,,,4086.04,6,40.444,2.039,-102.559,0,0,,4094.537,,,,,,,,,4093.882,,,4088.759,4093.648,3,,455,0,,,,,,,,,,,,,,,,,,,0.05,-37.579,-0.01,-17.307,-19.803,-45.852,-3.383,-61.999,24.306,-51.34,13.916,-61.802,53.692,-97.502,0,-109.86,-43.502,-93.585,0.057,-37.539,,"HANA_ARASHI",-0.042,-17.364,,"SUGUN",-19.746,-45.698,,"Pring__",-7.196,-64.249,,"시즈카_Shizuka",23.953,-51.566,,"CoalCat",13.999,-61.59,,"濃いめのラー油",53.699,-97.5,70,"AI",0,-109.84,,"Penguin_iDOL",-43.552,-93.527,,,,,,,,,,,,,,,,,,,,4093.657,41.093,-103.528,,,,,,,,,,,,,,,,,,,,,,,,,4095.074,40.461,-102.444,,,,,,,"",1,,,,,,,,,,,,,0,"濃いめのラー油",,,4093.882,1,""
