id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,epPreHPos,epDelta,epEvidenceType,epEvidenceValue,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,phSource,phNormalSource,phFlags,phDt,phRenderAge,phRenderSampleDt,phRenderLagDist,phRawHPos,phSeparationR,phReprojectConfidence,phSweepSteps,phSweepT,phSweepFail,phSweepGapR,phBallVX,phBallVY,phBallVZ,phOriginV,phPointVX,phPointVY,phPointVZ,phPointVSource,phProxyPSpd,phRenderPSpd,phPVDeltaDeg,phPVSpeedRatio,phNX,phNY,phNZ,phNDeltaDeg,phPreGuardH,phApproachH,phPostGuardH,phGuardDelta,phFinalFieldH,phProxyMoveDist,phRenderMoveDist,phRenderLagAlongSwing,phReprojectMoveR,phProxyMoveRotDeg,phRenderMoveRotDeg,phRenderLagRotDeg,phConfidenceLimit,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,infieldFly,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
197,,9,1,3,7,1,1,0,0,0,0,255,255,255,91,4671.975,"Yes_Man_",R,32,87,140,-1.728,0.152,0.575,1.656,-1.044,1.675,-36.737,22.663,0,100,0,1,"S+|B+|B0",196.825,-33.228,5.681,0,0,4,"=","=","=","=","=","=","=","=","",1,L,"Kr_Luna",190,95.432,0.498,,64,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,-38.362,-0.051,-17.875,-19.586,-44.731,-10.478,-65.257,20.226,-45.501,17.445,-62.46,58.213,-91.983,-1.601,-117.001,-37.392,-93.302,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
198,,9,1,3,7,1,2,0,0,0,0,255,255,255,92,4699.422,"Yes_Man_",R,3,83,123,-2.331,-0.139,0.736,1.609,-0.3,1.52,-36.737,31.158,0,100,0,2,"",-450.593,0.412,5.154,0,0,4,"=","=","=","=","=","=","=","=","",1,L,"Kr_Luna",190,95.432,0.498,5,64,W,Y,1,4700.204,118,103,108,61,45,,137,88,-7.428,-3.508,-0.429,0.97,-20.454,-0.75,-0.746,0,0,0,0,0.062,21.902,-22.488,6.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699.487,-0.061,-26.422,4706.063,7,4.087,0.059,-92.224,1,0,,4706.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.199,-37.971,-0.033,-17.862,-19.969,-45.597,-10.167,-65.059,19.625,-45.926,17.367,-62.532,58.214,-92.063,-1.002,-117.199,-37.177,-93.388,0.49,-36.936,,"schmoneymikey",-0.007,-17.868,,"소솨소솨",-19.461,-45.13,,"YukihiroD",-10.155,-65.051,86,"하루（Haru）",19.635,-45.942,,"Yaksok~",17.907,-63.317,,"kneesohime",58.19,-92.057,,"須磨-suma-",-1.003,-117.198,87,"NABIMan",-37.17,-93.376,,4712.75,0.564,-38.944,,,,,,,4710.054,-0.316,-59.627,,,,,,,,,,4707.083,4.13,-93.231,,,,,,,,,,,,,4711.667,-0.409,-57.888,,,,,,,,,,4708.506,3.446,-88.104,,,,"",2,0,0,"須磨-suma-",,,,274,""
199,,9,1,3,7,0,0,0,1,0,0,1,255,255,93,4725.919,"Yes_Man_",R,33,84,136,-1.253,0.452,0.633,1.702,-0.776,1.831,-36.737,34.241,0,96,4,2,"",145.32,-43.027,4.319,0,0,5,"=","=","=","=","=","=","=","=","",6,L,"Azuner",180.9,80,0.248,3,64,W,Y,0,4727.025,158,112,49,33,30,,127,78,1.968,-44.79,-0.128,1.044,-19.106,-0.71,-0.715,0,0,0,0,0.267,-64.487,-239.713,12.556,3,0,121467,0.014,0.006,0.015,0,-0.715,1.411,0,39,0.158,2,1.602,-1.503,-2.156,35.235,1.968,8.454,-8.752,-13.5,1,18.174,16.676,0,0.918,-0.976,-0.008,0.219,0,-135.643,-10.348,-42.348,93.295,-42.348,0.157,0.157,0,2.365,24.337,24.337,0,1,4726.8,12.49,-31.469,4727.945,4,20.491,0.058,-39.664,0,0,,,,,,,,,,,,4727.9,,,,,,,,,,,,,,,,,,4731.722,2,,,4729.435,4,,,0.006,-38.313,-0.011,-17.945,-20.348,-44.235,-7.673,-60.795,19.292,-44.778,14.16,-61.168,55.663,-92.008,-1.357,-119.755,-30.708,-84.702,0.404,-36.962,,"schmoneymikey",0.018,-17.941,,"소솨소솨",-20.312,-45.924,85,"YukihiroD",-7.902,-60.172,,"하루（Haru）",19.309,-44.793,120,"Yaksok~",14.165,-61.183,,"kneesohime",53.036,-93.499,,"須磨-suma-",-1.271,-119.046,,"NABIMan",-30.802,-84.883,,4734.096,-0.481,-38.804,,,,4731.37,-20.569,-39.551,,,,4728.916,20.717,-40.141,,,,,,,,,,,,,,,,,,,4733,-17.703,-39.631,,,,4729.943,15.647,-39.316,,,,,,,,,,,,,"",3,0,0,"하루（Haru）",,,,152,""
200,,9,1,3,7,0,1,0,1,0,0,1,255,255,94,4748.917,"Yes_Man_",R,32,84,136,-2.328,0.214,0.525,1.656,-1.279,1.674,-36.737,19.314,0,100,0,2,"",173.635,-58.866,7.52,0,0,5,"=","=","=","=","=","=","=","=","",6,L,"Azuner",180.9,80,0.248,3,64,W,Y,0,4749.994,104,51,40,36,30,,109,65,33.621,-43.769,-0.294,1.025,-19.228,-0.86,-0.855,0,0,0,0,0.197,-84.88,-169.319,88.65,5,2,646139,0.014,0.007,0.014,0,-0.839,0.831,0.105,24,0.122,2,1.369,-1.634,-2.215,35.23,33.621,3.687,-4.723,-6.755,1,9.029,8.706,0,0.964,-0.867,-0.276,0.415,3.122,-126.489,-7.858,-41.113,85.375,-41.113,0.01,0.081,0,0.245,1.408,11.519,0,1,,,,4753.293,4,31.361,3.656,-50.521,0,0,,,,,,,,,,,,4754.585,,,4754.258,5,,453,0,,,,,,,,,,,,,,,,,,,0.172,-37.713,0.016,-17.961,-20.097,-43.573,-7.528,-58.467,21.773,-47.117,14.284,-60.57,53.007,-86.324,-0.458,-118.447,-32.477,-84.487,0.158,-37.18,,"schmoneymikey",0.052,-17.926,,"소솨소솨",-20.669,-43.787,,"YukihiroD",-7.523,-58.464,,"하루（Haru）",21.81,-47.12,92,"Yaksok~",14.29,-60.574,,"kneesohime",51.959,-87.065,,"須磨-suma-",-0.458,-118.447,,"NABIMan",-33.801,-84.229,,4759.238,0.743,-38.28,,,,,,,,,,4754.276,31.775,-51.093,,,,,,,,,,,,,,,,,,,,,,,,,4758.006,21.109,-46.451,,,,,,,,,,,,,"",1,0,0,"하루（Haru）",,,,24,""
201,,9,1,3,7,0,0,1,1,0,0,1,255,255,95,4774.94,"Yes_Man_",R,32,87,140,-2.88,0.242,0.474,1.658,-1.515,1.683,-36.737,24.077,0,100,0,1,"",174.537,-70.281,13.55,-0.984,-7.868,6,"=","=","=","=","=","=","=","=","",8,R,"SUGUN",179.9,82,0.5,,64,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,4775.102,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,-37.656,0.014,-18.071,-20.22,-42.996,-16.771,-59.064,21.115,-46.652,7.988,-64.26,47.952,-89.209,1.53,-116.477,-46.234,-94.932,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4782.969,-0.196,-37.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
202,,9,1,3,7,1,0,1,1,0,0,1,255,255,96,4794.892,"Yes_Man_",R,5,76,123,-2.264,-0.573,0.677,1.638,-0.801,1.255,-36.737,44.736,0,100,0,4,"",-126.152,0,6.49,0,0,6,"=","=","=","=","=","=","=","=","",8,R,"SUGUN",179.9,82,0.5,,64,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,4812.705,,,,,,,,,,,,,,,,,,,,,,,,,,0.151,-37.779,0.049,-17.885,-21.676,-46.071,-15.858,-58.361,21.195,-46.251,8.537,-64.174,47.609,-91.117,0.261,-115.557,-45.813,-94.113,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4800.503,0.097,-37.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
203,,9,1,3,7,1,1,1,1,0,0,1,255,255,97,4813.699,"Yes_Man_",R,10,66,109,-1.376,-2.147,0.764,1.571,-0.421,0.905,-36.737,43.365,0,100,0,4,"",-103.833,400,11.66,-0.327,-19.448,6,"=","=","=","=","=","=","=","=","",8,R,"SUGUN",179.9,82,0.5,,64,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,4824.982,,,,,,,,,,,,,,,,,,,,,,,,,,0.256,-37.574,-0.04,-17.86,-20.646,-40.756,-15.719,-58.399,21.377,-46.352,5.058,-65.531,47.631,-91.092,0.245,-115.558,-44.858,-94.612,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4818.942,0.021,-37.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
204,,9,1,3,7,1,2,1,1,0,0,1,255,255,98,4830.038,"Yes_Man_",R,32,87,140,-1.374,-0.368,0.62,1.561,-0.839,1.35,-36.737,32.705,0,100,0,0,"",159.443,-38.568,5.11,0,0,6,"=","=","=","=","=","=","=","=","",8,R,"SUGUN",179.9,82,0.5,,64,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,4830.124,,,4832.498,6,,578,0,,,,,,,,,,,,,,,,,,,0.181,-38.05,0.001,-17.992,-20.34,-44.216,-15.686,-58.409,21.347,-46.346,6.723,-64.43,47.61,-91.104,0.172,-113.142,-44.993,-94.407,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4836.509,0.311,-37.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
205,,9,1,3,7,0,0,2,1,0,0,1,255,255,99,4853.1,"Yes_Man_",R,5,68,118,-1.506,-0.195,0.734,1.658,-0.496,1.487,-36.737,42.172,0,100,0,4,"",-104.811,0,4.822,0,0,7,"=","=","=","=","=","=","=","=","",3,R,"TaeGeuk_",177.1,85.029,0.442,,64,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138,-37.862,-0.015,-17.962,-20.082,-45.009,-16.166,-57.491,18.571,-47.522,12.583,-64.923,47.616,-90.94,1.461,-114.279,-44.468,-94.114,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4857.675,0.124,-37.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
206,,9,1,3,7,0,1,2,1,0,0,1,255,255,100,4867.895,"Yes_Man_",R,34,61,115,-1.02,-0.517,0.755,1.522,-0.639,1.298,-36.737,46.357,0,68,32,2,"",95.984,-6.713,3.748,0,0,7,"=","=","=","=","=","=","=","=","",3,R,"TaeGeuk_",177.1,85.029,0.442,3,64,W,Y,1,4869.154,255,92,132,115,68,,145,99,45.518,-2.34,-0.22,0.727,-19.794,-0.16,-0.163,0,0,0,0,0.137,66.835,-147.088,12.75,5,2,777211,0.011,0.001,0.014,0,-0.179,1.343,0.125,31,0,2,1.343,-1.468,-2.439,29.45,45.518,0.301,5.078,-24.586,1,25.107,20.404,0,0.813,0.278,-0.685,-0.673,0,180,1.029,0.515,179.486,0.515,0,0.182,0,0,0,19.041,0,1,4873.8,5.355,-92.91,4874.279,7,5.404,0.526,-93.366,1,0,,4874.666,,,,4875.014,,,,,,4868.439,,,,,,,,,,,,,,,,,,,,4880.823,3,,,,,0.21,-37.833,-0.005,-17.967,-21.946,-45.483,-15.15,-57.993,20.247,-49.393,11.14,-65.482,49.499,-93.61,1.416,-114.28,-43.841,-94.678,0.533,-37.487,,"schmoneymikey",-0.01,-17.968,,"소솨소솨",-21.526,-45.123,,"YukihiroD",-15.157,-57.975,81,"하루（Haru）",19.692,-49.831,,"Yaksok~",10.589,-66.816,,"kneesohime",49.461,-93.608,,"須磨-suma-",1.416,-114.28,112,"NABIMan",-43.842,-94.219,,4883.576,0.519,-38.61,,,,,,,4877.446,-0.157,-59.558,,,,,,,,,,4875.274,5.153,-94.05,,,,,,,,,,,,,4882.403,0.533,-57.55,,,,,,,,,,4876.188,5.066,-87.721,,,,"",2,0,0,"須磨-suma-",4875.014,,,274,""
207,,9,1,3,7,0,0,2,1,1,0,3,1,255,101,4898.062,"Yes_Man_",R,33,82,134,-0.746,0.527,0.679,1.718,-0.562,1.885,-36.737,37.884,0,97,3,2,"",145.78,-32.543,5.177,0,0,0,"=","=","=","=","=","=","=","=","",5,L,"べるちゃそ",180.6,85.553,0.448,3,71,W,Y,1,4899.15,196,75,79,80,31,,145,122,33.306,-4.697,-0.154,1.127,-20.019,0.74,0.739,0,0,0,0,0.255,-221.751,-20.406,-15.249,5,2,777211,0.008,0.008,0.016,0,0.736,1.387,0.09,23,0,2,1.387,-1.423,-2.068,34.807,63.618,5.398,-12.029,-24.575,1,27.888,14.874,0,0.533,0.22,-0.874,-0.433,0,180,-4.712,-2.356,177.644,-2.356,0,0.092,0,0,0,12.798,0,1,4903.182,8.799,-122.777,4903.3,7,8.546,2.389,-120.046,0,0,,4905.254,,,,,,,4904.107,,,4899.753,,,4904.32,0,,456,0,,,,,,,,,,,,,,,,,,,0.111,-37.679,0.017,-18.114,-20.636,-44.119,-3.425,-63.23,22.012,-46.082,15.288,-63.738,44.269,-88.478,2.629,-120.815,-44.392,-86.784,0.54,-37.019,,"schmoneymikey",0.03,-18.113,,"소솨소솨",-21.053,-44.957,,"YukihiroD",-4.41,-62.828,,"하루（Haru）",22.005,-46.077,,"Yaksok~",16.205,-65.435,,"kneesohime",44.256,-88.501,,"須磨-suma-",2.629,-120.815,92,"NABIMan",-44.014,-87.028,,,,,,,,,,,4908.661,6.609,-61.545,,,,,,,,,,4904.331,8.528,-120.965,,,,,,,,,,,,,,,,,,,,,,,,,4906.2,9.259,-108.32,,,,"",1,0,0,"須磨-suma-",,4904.107,,258,""
208,SIDE,9,1,3,7,0,0,2,1,1,0,3,1,255,,4910.923,,,,,,,,,,,,,,,,,,,,,,,,1,"=","=","=","=","=","=","=","=","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
209,END,9,0,3,7,0,0,0,0,0,0,255,255,255,,4912.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""schemaVersion"":26,""gameTimeZeroUtc"":""2026-09-01T08:30:45.251Z"",""exportedAtUtc"":""2026-09-01T09:52:38.070Z"",""teamNameA"":""Red"",""teamNameB"":""Blue""}"
