id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,epPreHPos,epDelta,epEvidenceType,epEvidenceValue,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,phSource,phNormalSource,phFlags,phDt,phRenderAge,phRenderSampleDt,phRenderLagDist,phRawHPos,phSeparationR,phReprojectConfidence,phSweepSteps,phSweepT,phSweepFail,phSweepGapR,phBallVX,phBallVY,phBallVZ,phOriginV,phPointVX,phPointVY,phPointVZ,phPointVSource,phProxyPSpd,phRenderPSpd,phPVDeltaDeg,phPVSpeedRatio,phNX,phNY,phNZ,phNDeltaDeg,phPreGuardH,phApproachH,phPostGuardH,phGuardDelta,phFinalFieldH,phProxyMoveDist,phRenderMoveDist,phRenderLagAlongSwing,phReprojectMoveR,phProxyMoveRotDeg,phRenderMoveRotDeg,phRenderLagRotDeg,phConfidenceLimit,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,infieldFly,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
158,,7,0,2,3,1,1,2,1,0,0,16,255,255,67,3667.176,"Fresh825",R,32,77,128,1.786,-0.891,0.413,1.486,0.463,0.936,-36.44,41.113,0,100,0,2,"",203.291,-120.444,-2.618,0,0,7,"=","=","=","=","=","=","=","=","=",2,R,"소솨소솨",190,85,0.501,5,65,W,Y,1,3668.27,175,178,1,0,11,,24,42,-5.011,-7.805,0.331,0.679,-20.402,-0.02,-0.024,0,0,0,0,0.788,109.844,77.944,4.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3667.779,0.873,-24.402,3669.355,0,2.415,0.057,-34.687,0,0,,,,,,3673.203,,,,,,,,,3672.74,7,,147,2,,,,,,,,,,,,,,,,,,,-0.253,-38.136,0.009,-17.699,-19.582,-41.221,-14.719,-61.84,21.362,-47.814,10.237,-61.731,44.363,-96.228,0,-109.84,-45.66,-94.157,-0.223,-37.199,120,"Kr_Luna",-0.001,-17.719,,"べるちゃそ",-19.111,-44.301,85,"TaeGeuk_",-14.672,-62.942,,"?fredo?",20.879,-47.359,,"-라후이-",10.249,-62.031,,"Azuner",44.169,-96.356,,"AI",0,-109.84,,"SUGUN",-45.588,-94.126,,3670.163,2.389,-35.426,,,,3672.154,-18.717,-39.468,,,,,,,,,,,,,,,,,,,3671.377,-2.446,-34.697,,,,3674.386,-17.93,-39.922,,,,,,,,,,,,,,,,,,,"",2,0,0,"Fresh825",3673.203,,,3,""
159,SIDE,7,0,2,3,0,0,2,0,1,0,255,16,255,,3674.897,,,,,,,,,,,,,,,,,,,,,,,,8,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
160,,8,1,2,3,0,0,0,0,0,0,255,255,255,76,3721.143,"NABIMan",R,3,68,109,1.039,-0.857,0.64,0.854,1.211,1.145,-36.475,42.273,0,0,100,0,"",-495.455,0,-1.514,0,0,7,"べるちゃそ","Fresh825","?fredo?","-라후이-","Kr_Luna","Azuner","SUGUN","TaeGeuk_","",3,R,"TaeGeuk_",177.1,85.029,0.442,,65,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,-37.678,-0.044,-17.801,-20.478,-45.404,-18.603,-59.576,21.777,-49.195,13.917,-64.597,40.037,-89.035,2.184,-109.327,-47.486,-102.17,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
161,,8,1,2,3,0,1,0,0,0,0,255,255,255,77,3736.883,"NABIMan",R,0,65,118,0.135,1.089,0.39,1.177,0.047,2.268,-36.475,6.372,0,0,100,2,"",0,0,4.844,0,0,7,"=","=","=","=","=","=","=","=","",3,R,"TaeGeuk_",177.1,85.029,0.442,3,65,W,Y,1,3738.098,242,84,91,86,36,,145,85,108.047,3.189,-0.006,1.382,-19.406,-0.84,-0.837,0,0,0,0,0.312,291.698,-7.233,22.919,3,0,252539,0.011,0.001,0.015,0,-0.837,2.002,0,40,0.18,2,2.183,-0.689,-0.853,30.27,71.953,-2.058,7.359,-22.932,1,24.172,18.335,0,0.759,0.069,-0.949,0.309,0,173.771,2.757,4.493,169.279,-175.507,0.109,0.109,0,2.55,38.209,38.209,0,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.352,-37.773,-0.024,-18.007,-20.541,-45.135,-17.989,-59.879,21.771,-49.197,13.512,-64.515,40.08,-89.378,2.124,-109.326,-46.296,-103.692,0.236,-37.079,,"schmoneymikey",-0.008,-18.008,,"소솨소솨",-20.399,-45.02,,"YukihiroD",-17.833,-59.952,,"하루（Haru）",21.487,-49.472,,"Yaksok~",14.173,-65.997,,"kneesohime",40.086,-89.358,,"須磨-suma-",2.125,-109.325,,"Yes_Man_",-46.239,-103.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
162,,8,1,2,3,0,2,0,0,0,0,255,255,255,78,3757.022,"NABIMan",R,6,44,94,2.062,0.009,0.402,1.004,0.105,1.666,-36.475,28.622,0,0,100,2,"",351.029,0,-52.455,0,0,7,"=","=","=","=","=","=","=","=","",3,R,"TaeGeuk_",177.1,85.029,0.442,3,65,W,Y,1,3758.362,255,101,64,54,36,,138,79,6.051,-6.6,0.395,0.942,-20.214,-0.95,-0.949,0,0,0,0,0.202,-26.434,25.012,7.986,3,0,252539,0.011,0.004,0.016,0,-0.949,2.724,0,22,0,2,3.239,1.407,-1.361,23.672,6.051,5.564,3.973,-6.538,1,9.46,6.727,0,0.711,-0.947,-0.034,-0.319,0,180,-20.005,-10.002,169.998,-10.002,0.125,0.125,0,1.639,29.526,29.526,0,1,3758.814,3.418,-46.845,3760.293,5,5.058,0.056,-62.665,0,0,,3763.947,,,,,,,,,,,,,3763.812,7,,147,1,,,,,,,,,,,,,,,,,,,0.092,-37.99,-0.019,-17.764,-19.949,-44.769,-17.317,-58.543,21.44,-48.554,13.78,-64.665,39.506,-88.472,2.161,-109.519,-46.487,-105.981,0.248,-36.81,,"schmoneymikey",0.001,-17.793,,"소솨소솨",-19.801,-44.66,77,"YukihiroD",-17.454,-58.514,,"하루（Haru）",21.195,-48.741,,"Yaksok~",14.015,-66.395,93,"kneesohime",39.496,-88.461,,"須磨-suma-",2.16,-109.518,,"Yes_Man_",-46.966,-106.143,,3766.491,-0.816,-38.262,,,,3763.137,-19.033,-40.095,,,,,,,3761.111,5.188,-63.287,,,,,,,,,,,,,,,,3765.353,-17.618,-39.307,,,,,,,3761.587,3.07,-61.104,,,,,,,,,,"",2,0,0,"Yaksok~",,,,161,""
163,,8,1,2,3,0,0,1,0,0,0,255,255,255,79,3784.017,"NABIMan",R,3,75,114,-0.163,-0.53,0.548,0.904,0.78,1.325,-36.475,39.293,0,0,100,2,"",-500,0,-1.107,0,0,0,"=","=","=","=","=","=","=","=","",5,L,"べるちゃそ",180.6,85.553,0.448,5,65,W,Y,1,3785.139,110,75,78,95,57,,136,116,25.256,-20.272,-0.017,0.796,-20.596,0.77,0.767,0,0,0,0,0.32,357.653,-1.105,237.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3789.55,35.757,-118.645,3791.619,6,35.219,0.076,-122.524,1,0,,3791.435,3796.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261,-37.958,0.009,-17.767,-20.253,-43.152,-9.63,-64.237,22.648,-46.912,16.104,-62.723,52.03,-99.126,-0.428,-109.251,-33.849,-96.845,0.04,-36.439,,"schmoneymikey",0.041,-17.777,,"소솨소솨",-20.087,-43.305,,"YukihiroD",-9.502,-64.265,85,"하루（Haru）",22.65,-46.911,,"Yaksok~",17.157,-64.21,,"kneesohime",52.645,-99.468,98,"須磨-suma-",-0.428,-109.251,,"Yes_Man_",-33.728,-96.914,,3800.029,-0.52,-39.487,,,,,,,3796.818,1.764,-60.785,,,,,,,3792.473,35.744,-121.878,,,,,,,,,,,,,,,,3799,-0.626,-56.212,,,,,,,3793.661,32.313,-116.367,,,,,,,"",2,0,0,"kneesohime",3796.038,,,98,""
164,,8,1,2,3,0,0,1,0,1,0,255,5,255,80,3814.461,"NABIMan",R,3,79,116,0.247,-0.66,0.582,0.868,0.94,1.228,-36.475,42.027,0,5,95,0,"",-500,0,3.73,0,0,1,"=","=","=","=","=","=","=","=","",2,L,"Fresh825",190,80,0.2,,65,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,3822.377,,,,,,,,,,,,,,,,,,,,,,,,,0.282,-37.666,0.004,-17.678,-19.719,-44.437,-1.423,-64.223,21.813,-47.464,15.177,-60.215,47.22,-100.043,4.268,-115.062,-33.055,-98.104,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,3818.703,-0.045,-37.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",3817.022,,,0,""
165,,8,1,2,3,0,1,1,0,1,0,255,5,255,81,3830.576,"NABIMan",R,32,87,140,1.776,-0.078,0.498,0.999,0.549,1.651,-36.475,28.738,0,0,100,2,"",161.071,70.098,25.037,0,0,1,"=","=","=","=","=","=","=","=","",2,L,"Fresh825",190,80,0.2,0,68,W,Y,1,3831.702,168,93,99,81,63,,145,90,-20.897,-60.812,0.331,0.964,-19.611,1,,,,,0,0.118,-41.469,-69.656,-36.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3831.015,4.215,-21.776,,,,,,0,0,,,,,,,,,,,,,3840.92,,,,,,,,,,,,,,,,,,,,,,,,,0.311,-37.638,0.163,-17.749,-19.365,-42.618,-2.098,-62.782,21.311,-46.777,14.904,-60.01,55.366,-102.307,7.218,-110.865,-33.639,-97.349,-0.135,-36.918,,"schmoneymikey",0.123,-17.869,,"소솨소솨",-19.252,-42.746,,"YukihiroD",-6.425,-63.542,,"하루（Haru）",21.306,-46.771,,"Yaksok~",15.468,-60.098,,"kneesohime",55.384,-102.243,,"須磨-suma-",6.364,-110.703,,"Yes_Man_",-33.539,-97.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",3835.095,,,0,""
166,,8,1,2,3,0,2,1,0,1,0,255,5,255,82,3850.047,"NABIMan",R,33,73,125,-0.429,0.668,0.301,1.133,-0.365,2.083,-36.475,13.633,0,0,100,0,"",110.071,31.671,21.541,0,0,1,"=","=","=","=","=","=","=","=","",2,L,"Fresh825",190,80,0.2,,68,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,3855.298,,3852.736,1,,578,0,,,,,,,,,,,,,,,,,3852.339,1,0.131,-38.087,-0.025,-17.638,-20.362,-45.989,-2.764,-63.265,20.931,-45.57,17.127,-59.879,54.181,-99.159,5.356,-120.351,-34.678,-97.877,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",3853.671,,3859.711,0,""
167,,8,1,2,3,0,0,2,0,1,0,255,5,255,83,3872.711,"NABIMan",R,3,77,117,-1.411,0.242,0.397,1.042,0.08,1.79,-36.475,18.248,0,3,97,0,"",-422.447,0,24.718,-2.465,-5.555,2,"=","=","=","=","=","=","=","=","",4,R,"?fredo?",190,83.084,0.424,,65,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,3883.265,,,,3877.091,,,,,,,,,,,,,,,,,,,,,,,,,0.361,-37.688,0.016,-17.696,-20.172,-46.037,-16.762,-59.24,18.103,-47.179,4.159,-63.314,54.122,-99.193,5.354,-120.353,-37.471,-99.686,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",3876.459,3883.265,,0,""
168,,8,1,2,3,0,1,2,0,0,1,255,255,5,84,3897.843,"NABIMan",R,0,53,109,-0.757,-0.389,0.307,0.923,-0.339,1.405,-36.475,35.597,0,6,94,2,"",0,0,-3.307,0,0,2,"=","=","=","=","=","=","=","=","",4,R,"?fredo?",190,83.084,0.424,5,45,W,Y,1,3899.108,207,197,42,112,96,,131,108,26.165,-47.044,-0.12,0.903,-21.163,0.86,0.858,0,0,0,0,0.677,-4.294,234.426,183.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3903.202,64.233,-88.404,3906.467,6,65.269,0.057,-94.014,1,0,,3905.701,3910.493,,,,,,,,3905.338,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361,-37.391,0.083,-18.152,-20.264,-45.393,-16.316,-59.286,20.316,-41.622,10.753,-65.962,42.265,-89.58,2.087,-113.488,-48.495,-107.992,0.319,-37.118,,"schmoneymikey",0.111,-18.189,,"소솨소솨",-20.043,-45.39,,"YukihiroD",-16.315,-59.279,77,"하루（Haru）",18.039,-44.451,,"Yaksok~",11.653,-68.311,,"kneesohime",37.689,-84.107,130,"須磨-suma-",2.087,-113.488,,"Yes_Man_",-48.547,-107.966,,3916.012,-0.278,-32.265,,,,,,,3911.139,0.378,-58.672,,,,,,,3907.405,64.578,-93.706,,,,,,,,,,,,,,,,3914.331,-1.993,-58.939,,,,,,,3908.699,59.917,-89.547,,,,,,,"",2,0,0,"kneesohime",3910.493,,3905.338,98,""
169,,8,1,3,3,0,0,2,0,1,0,255,4,255,85,3953.157,"NABIMan",R,2,85,124,0.23,-0.213,0.527,0.866,0.685,1.184,-36.475,44.361,0,9,91,2,"",-390.442,-312.338,24.215,0,0,3,"=","=","=","=","=","=","=","=","",0,R,"-라후이-",174.7,86,0.498,3,79,W,Y,1,3954.113,168,137,88,75,31,,145,123,107.3,-0.669,-0.017,0.851,-19.558,0.72,0.718,0,0,0,0,0.189,-40.753,72.277,-13.543,3,0,252539,0.011,0.01,0.013,0,0.718,1.608,0,34,0,2,1.608,-1.994,-0.637,31.992,72.7,-4.932,-8.208,-36.168,1,37.414,32.127,0,0.859,0.487,-0.834,-0.26,0,-180,5.794,2.897,177.103,-177.103,0.179,0.179,0,4.968,21.083,21.083,0,1,,,,,,,,,0,0,,,,,,,,,,,,,3955.054,,,,,,,,,,,,,,,,,,,,,,,,,0.268,-37.804,-0.034,-17.865,-19.798,-45.327,-16.971,-59.961,20.232,-45.959,5.799,-64.658,49.056,-91.235,5.306,-116.984,-48.347,-107.229,0.508,-36.816,,"schmoneymikey",0.125,-17.946,,"소솨소솨",-19.908,-45.057,,"YukihiroD",-16.915,-59.977,,"하루（Haru）",19.714,-46.432,,"Yaksok~",10.489,-65.467,,"kneesohime",48.969,-91.271,,"須磨-suma-",5.306,-116.984,,"Yes_Man_",-48.255,-107.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",3953.827,,,0,""
170,,8,1,3,3,0,1,2,0,1,0,255,4,255,86,3969.174,"NABIMan",R,32,82,133,1.234,-0.564,0.445,0.906,0.302,1.324,-36.475,55.848,0,7,93,0,"",155.921,17.898,9.545,0,0,3,"=","=","=","=","=","=","=","=","",0,R,"-라후이-",174.7,86,0.498,,79,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,3972.709,,,,,,,,,,,,,,,,,,,,,,,,,0.148,-37.762,-0.041,-17.519,-20.117,-45.016,-16.961,-61.266,18.757,-49.302,6.844,-67.023,42.913,-99.195,5.349,-116.437,-50.266,-106.231,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",3972.412,,,0,""
171,,8,1,3,3,0,2,2,0,1,0,255,4,255,87,3984.408,"NABIMan",R,3,86,132,-1.317,0.632,0.335,1.096,-0.208,1.993,-36.475,18.466,0,3,97,2,"",-265.116,0,24.04,0,0,3,"=","=","=","=","=","=","=","=","",0,R,"-라후이-",174.7,86,0.498,3,79,W,Y,1,3985.237,153,110,87,86,31,,145,122,101.902,-3.266,-0.283,1.126,-19.772,0.72,0.718,0,0,0,0,0.276,146.955,229.524,-22.424,5,2,646139,0.011,0.008,0.014,0,0.719,0.946,0.443,12,0,2,0.946,-1.95,-0.848,34.172,78.098,2.883,-1.891,5.274,1,6.302,5.031,0.02,0.798,0.415,-0.89,-0.188,0,180,-68.783,0,180,180,0,0.003,0,0,0,32.638,0,1,3992.529,0.463,16.487,,,,,,0,0,,,,,,,,,,,,,3996.375,,,,,,,,,,,,,,,,,,,,,,,,,0.247,-37.631,-0.028,-17.555,-20.014,-45.071,-18.214,-60.579,18.43,-48.112,10.665,-65.725,43.142,-100.169,5.349,-116.438,-47.815,-106.336,0.191,-36.856,,"schmoneymikey",0.034,-17.652,,"소솨소솨",-19.88,-45.127,,"YukihiroD",-17.607,-60.588,,"하루（Haru）",17.912,-48.641,,"Yaksok~",10.942,-66.027,,"kneesohime",43.121,-100.176,,"須磨-suma-",5.348,-116.438,,"Yes_Man_",-47.814,-106.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",3996.07,,,0,""
172,,8,1,3,3,0,2,2,0,1,0,255,4,255,88,4018.707,"NABIMan",R,0,51,108,-1.401,0.422,0.247,1.066,-0.618,1.888,-36.475,24.821,0,5,95,0,"",0,0,-42.659,0,0,3,"=","=","=","=","=","=","=","=","",0,R,"-라후이-",174.7,86,0.498,,79,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,4021.807,,,,,,4021.297,3,,578,0,,,,,,,,,,,,,,,,,,,0.147,-37.878,-0.061,-17.412,-19.916,-45.188,-17.254,-60.825,19.154,-49.528,10.035,-66.197,44.599,-98.102,5.168,-115.951,-47.894,-106.309,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,4021.807,,0,""
173,SIDE,8,1,3,3,0,0,2,0,0,1,255,255,4,,4024.52,,,,,,,,,,,,,,,,,,,,,,,,4,"=","=","=","=","=","=","=","=","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
174,,8,0,3,3,0,0,0,0,0,0,255,255,255,68,4087.114,"-라후이-",R,26,79,129,-2.272,-0.558,-0.011,1.849,-0.963,1.096,-36.302,41.331,89,9,2,2,"",-18.68,-167.621,7.629,0,0,8,"Yaksok~","YukihiroD","schmoneymikey","하루（Haru）","Yes_Man_","NABIMan","kneesohime","소솨소솨","須磨-suma-",7,L,"須磨-suma-",180.1,80,0.2,3,48,W,Y,1,4088.132,255,109,87,69,38,,145,97,44.634,-26.633,-0.394,0.811,-20.108,-0.32,-0.316,0,0,0,0,0.315,-51.69,127.714,-335.01,5,2,646139,0.008,0.009,0.023,0.068,-0.319,0.497,0.516,11,0.107,2,0.475,-0.901,-2.979,33.513,44.634,-4.418,-0.757,-8.329,1,9.459,18.846,8.153,0.502,-0.395,-0.646,0.654,4.977,-110.317,13.098,-25.093,85.223,-25.093,0.007,0.138,-0.068,0.124,0.198,42.036,1.864,6,4092.501,31.276,-84.212,4092.904,6,31.399,0.47,-84.502,1,0,,4094.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.052,-38.226,0.044,-17.518,-20.418,-47.011,-11.756,-60.613,20.652,-45.431,14.02,-64.548,46.498,-99.342,0,-109.84,-45.643,-92.954,-0.34,-36.825,,"Kr_Luna",0.037,-17.52,,"Fresh825",-20.441,-47.02,,"TaeGeuk_",-12.22,-61.489,93,"?fredo?",20.68,-46.852,,"べるちゃそ",14.379,-65.352,,"Azuner",46.419,-99.204,118,"AI",0,-109.84,,"SUGUN",-45.711,-92.783,,4099.59,-0.187,-40.271,,,,,,,4096.618,0.236,-59.603,,,,,,,4093.853,32.173,-85.131,,,,,,,,,,,,,,,,4098.651,-0.173,-57.467,,,,,,,4095.293,24.811,-80.676,,,,,,,"",2,0,0,"Azuner",,,,168,""
175,,8,0,3,3,0,0,0,1,0,0,17,255,255,69,4110.463,"-라후이-",R,13,67,108,0.48,-0.431,0.406,1.854,0.833,1.851,-36.302,29.793,92,8,0,0,"",-351.096,349.462,6.048,-0.188,-16.141,0,"=","=","=","=","=","=","=","=","=",5,R,"Yaksok~",172.5,89.741,0.328,,65,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,4117.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148,-37.631,0.034,-17.527,-19.033,-39.807,-12.25,-59.121,21.894,-48.899,11.24,-65.248,39.138,-92.811,0,-109.84,-44.507,-92.337,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4123.899,-0.408,-39.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",4117.222,,,0,""
176,,8,0,3,3,0,1,0,0,1,0,255,17,255,70,4136.599,"-라후이-",R,10,70,112,-2.262,-2.768,0.049,1.568,-0.986,0.52,-36.302,8.038,55,45,0,1,"",0,400,8.18,-0.414,-20.577,0,"=","=","=","=","=","=","=","=","=",5,R,"Yaksok~",172.5,89.741,0.328,,65,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4147.714,,,,,,,,,,,,,,,,,,,,,,,,,0.023,-37.589,-0.039,-17.718,-21.207,-47.531,-11.656,-58.114,20.129,-45.498,2.665,-65.29,42.553,-95.768,0,-109.84,-44.371,-92.634,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4140.939,-0.325,-37.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",4139.806,,,0,""
