id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,result
59,3,0,3,1,0,0,1,0,0,0,255,255,255,26,2374.38,D_arling,R,0,140,-1.515,-0.366,1,26.34,-96.875,0,0,0,0,9,R,ʚmingɞ,174.5,55,0,0,0,0,0,0,0,0,0,0,0,-0.121,-37.311,-0.109,-17.104,-22.952,-48.604,-12.493,-64.305,21.774,-51.872,11.679,-64.207,36.419,-85.948,0.054,-100.077,-39.478,-85.245,0,0,0,0,0,,0,0,0,0,0
60,3,0,3,1,1,0,1,0,0,0,255,255,255,27,2391.878,D_arling,R,0,140,0.906,-0.078,0,104.308,-133.114,0,0,0,0,9,R,ʚmingɞ,174.5,55,0,0,0,0,0,0,0,0,0,0,0,-0.003,-37.219,0.079,-17.378,-22.849,-48.65,-12.494,-64.323,21.143,-51.047,12.119,-64.442,36.459,-85.874,0.047,-100.048,-38.98,-85.271,0,0,0,0,0,,0,0,0,0,0
61,3,0,3,1,1,1,1,0,0,0,255,255,255,28,2407.485,D_arling,R,0,139,-0.978,1.111,1,63.111,165.835,-0.46,-17.939,0,0,9,R,ʚmingɞ,174.5,55,0,0,0,0,0,0,0,0,0,0,0,-0.018,-36.927,-0.047,-17.255,-22.7,-48.166,-12.522,-64.32,21.264,-51.183,12.15,-64.434,36.407,-85.873,0.014,-100.427,-40.605,-86.902,0,0,0,0,0,,0,0,0,0,0
62,3,0,3,1,2,1,1,0,0,0,255,255,255,29,2425.838,D_arling,R,0,97,-1.215,-0.888,0,-10.512,-200,0,0,0,0,9,R,ʚmingɞ,174.5,55,0,0,0,0,0,0,0,0,0,0,0,-0.108,-37.373,-0.104,-17.335,-22.79,-48.195,-12.509,-64.309,21.14,-51.023,10.072,-63.586,36.381,-85.871,-0.023,-100.567,-40.687,-86.849,0,0,0,0,0,,0,0,0,0,0
63,3,0,3,1,2,2,1,0,0,0,255,255,255,30,2445.738,D_arling,R,14,85,-2.257,-0.714,1,281.093,343.036,0,0,0,0,9,R,ʚmingɞ,174.5,55,0,0,0,0,0,0,0,0,0,0,0,-0.021,-37.654,-0.114,-17.382,-21.927,-46.549,-12.448,-64.747,18.308,-50.195,10.528,-64.073,36.46,-85.993,0.286,-100.475,-40.658,-86.853,0,0,0,0,0,,0,0,0,0,0
64,3,0,3,1,3,2,1,0,0,0,255,255,255,31,2462.005,D_arling,R,0,138,-0.348,-0.515,0,73.417,-106.47,0,0,1,0,9,R,ʚmingɞ,174.5,55,0,0,0,0,0,0,0,0,0,0,0,-0.075,-37.008,-0.059,-17.391,-21.94,-47.137,-12.465,-64.738,19.501,-51.974,9.634,-62.52,36.105,-85.351,0.396,-101.202,-40.813,-86.714,0,0,0,0,0,,0,0,0,0,0
65,3,0,3,1,0,0,2,0,0,0,255,255,255,32,2487.782,D_arling,R,6,99,3.285,0.239,1,431.442,0,1.456,-16.984,0,1,3,R,Penguin_iDOL,180.3,66,0,0,0,0,0,0,0,0,0,0,0,-0.046,-37.424,0.469,-17.235,-22.33,-48.312,-11.989,-64.539,19.982,-53.97,9.92,-62.505,35.829,-84.537,0.724,-105.308,-41.938,-88.196,0,0,0,0,0,,0,0,0,0,0
66,3,0,3,1,1,0,2,0,0,0,255,255,255,33,2506.044,D_arling,R,6,95,0.027,-0.636,0,431.818,0,0.852,-12.798,1,1,3,R,Penguin_iDOL,180.3,66,0,0,0,0,0,0,0,0,0,0,0,-0.371,-37.572,0.354,-17.502,-22.33,-48.588,-11.977,-64.54,19.381,-52.948,10.22,-62.132,35.859,-84.73,0.75,-105.253,-41.758,-88.341,0,0,0,0,0,,0,0,0,0,0
67,3,0,3,1,1,1,2,0,0,0,255,255,255,34,2523.09,D_arling,R,2,92,0.247,0.091,0,-326.545,-312.348,0,0,1,1,3,R,Penguin_iDOL,180.3,66,0,0,0,0,0,0,0,0,0,0,0,0.272,-37.589,0.036,-17.399,-21.979,-47.752,-11.95,-64.534,20.871,-52.264,10.616,-62.709,35.883,-84.722,0.663,-105.408,-41.771,-88.363,0,0,0,0,0,,0,0,0,0,0
68,3,0,3,1,1,2,2,0,0,0,255,255,255,35,2538.445,D_arling,R,0,131,1.616,2.128,4,58.338,-115.672,0,0,1,1,3,R,Penguin_iDOL,180.3,66,0,0,0,0,0,0,0,0,0,0,0,0.076,-37.295,0.077,-17.429,-22.574,-49.064,-12.395,-64.448,20.425,-52.262,10.698,-62.862,35.822,-84.867,0.739,-105.417,-41.758,-88.365,0,0,0,0,0,,0,0,0,0,0
