id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,balk,sH,sV,gyro,plx,plz,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out3Sec,out3BatterIndex,out3PrevBase,out3Code,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,result,cPlr,sb2Sec,sb3Sec,sbhSec,ass
143,,6,0,5,12,0,0,1,0,1,0,255,15,255,87,3789.664,"Floră",R,1,60,115,0.17,-1.95,0.356,1.598,-0.033,1.141,-36.341,31.321,0,100,0,2,0,-5.945,0.32,-3.125,0,0,4,3,R,"_앰프_",172.2,85,0.4,3,39,W,Y,1,3790.811,204,137,67,84,50,141,79,-30,-7.808,0.049,0.247,-21.194,1,0,0.354,-449.907,275.858,-285.458,3789.547,0.12,-21.716,3790.841,0,-0.422,1.141,-33.919,1,0,,3796.394,,,,,,,,,,,3818.98,,,,,0,,,,0,,,,0,,,3800.035,3,,,,,0.011,-37.091,95,"눈꽃",-0.051,-17.66,0,"NABIMan",-25.201,-50.271,0,"Megarafa",-10.111,-55.36,63,"하루（Haru）",16.674,-46.973,116,"ddil_ddil69",7.648,-62.927,108,"Pugeuk",38.128,-104.897,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,3792.044,-0.488,-34.685,,,,,,,3799.955,-0.152,-59.509,3797.871,18.763,-40.365,3795.779,-0.408,-58.488,,,,,,,,,,3794.559,0.82,-36.513,,,,,,,3805.865,-1.322,-57.569,3798.869,14.755,-44.269,3796.658,2.42,-56.98,,,,,,,,,,2,"Floră",3799.703,,,39
144,,6,0,5,12,0,0,1,1,1,0,13,15,255,88,3824.034,"Floră",R,3,59,91,-0.311,0.134,0.518,1.605,0.653,1.726,-36.341,30.5,0,100,0,2,0,-354.119,0,19.324,0,0,5,4,L,"_Chun",190,80,0.445,3,39,W,Y,1,3825.17,255,130,96,100,45,145,105,12.901,-7.6,0,1.164,-20.924,-0.1,0,0.428,-562.054,-87.253,-191.002,0,0,0,3826.24,5,6.264,2.345,-64.346,0,0,,,,,,,,,,,,,3847.125,,,,,0,,,,0,,,,0,,,,,,,,,0.012,-37.16,0,"눈꽃",-0.054,-17.69,0,"NABIMan",-9.698,-38.525,75,"Megarafa",-8.11,-56.948,0,"하루（Haru）",20.533,-45.956,0,"ddil_ddil69",7.784,-62.786,108,"Pugeuk",57.421,-102.156,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,3834.774,-1.274,-38.35,,,,3829.98,-19.208,-40.518,,,,,,,3827.342,6.328,-64.943,,,,,,,,,,,,,,,,3833.695,-17.265,-39.232,,,,,,,3828.574,1.842,-60.674,,,,,,,,,,1,"ddil_ddil69",3827.495,,,49
145,,6,0,5,12,0,0,2,1,1,0,13,15,255,89,3848.337,"Floră",R,33,88,140,-1.994,-0.842,0.073,1.586,-1.057,1.093,-36.341,4.923,0,100,0,1,0,140.772,-7.049,0.353,-0.526,-18.556,6,8,R,"레이나2",180.3,80.17,0.398,0,39,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,3849.116,3856.488,,,,,0,,,,0,,,,0,,,,,,,,,-0.094,-37.124,0,"눈꽃",-0.061,-17.698,0,"NABIMan",-19.49,-42.376,0,"Megarafa",-9.266,-56.714,0,"하루（Haru）",18.134,-47.176,0,"ddil_ddil69",3.75,-61.549,0,"Pugeuk",36.458,-87.316,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,3853.238,-0.663,-36.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",3852.286,,,0
146,,6,0,5,12,1,0,2,1,1,0,13,15,255,90,3862.277,"Floră",R,34,82,133,0.155,0.564,0.283,1.635,-0.081,1.945,-36.341,15.475,0,100,0,2,0,99.142,3.271,1.423,0,0,6,8,R,"레이나2",180.3,80.17,0.398,3,39,W,Y,1,3863.378,105,57,71,50,25,134,92,17.544,41.496,-0.111,1.162,-19.605,0.96,0,0.157,209.423,552.465,-104.523,3865.24,-44.887,-61.848,0,0,0,0,0,0,0,,,,,,,,,,,,,3875.673,,,,,0,,,,0,,,,0,,,,,,,,,-0.056,-37.106,0,"눈꽃",-0.054,-17.691,0,"NABIMan",-20.623,-43.307,0,"Megarafa",-9.275,-56.73,0,"하루（Haru）",18.502,-49.265,0,"ddil_ddil69",6.961,-63.117,0,"Pugeuk",36.458,-87.316,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"",3870.939,,,0
147,,6,0,5,12,1,1,2,1,1,0,13,15,255,91,3876.381,"Floră",R,3,55,88,0.325,0.322,0.788,1.58,0.969,1.836,-36.341,27.256,0,100,0,0,0,-362.457,0,17.941,0,0,6,8,R,"레이나2",180.3,80.17,0.398,0,66,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,3877.471,3885.812,,,,,0,,,,0,,,,0,,,,,,,,,-0.217,-37.569,0,"눈꽃",-0.041,-17.692,0,"NABIMan",-21.156,-45.223,0,"Megarafa",-8.775,-55.471,0,"하루（Haru）",19.321,-49.001,0,"ddil_ddil69",4.036,-62.455,0,"Pugeuk",32.644,-89.589,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",3880.289,,,0
148,,6,0,5,12,1,2,2,1,1,0,13,15,255,92,3887.252,"Floră",R,33,79,129,4.329,-0.535,0.525,1.552,1.672,1.302,-36.341,38.817,0,100,0,2,0,136.22,17.677,0.541,0,0,6,8,R,"레이나2",180.3,80.17,0.398,3,66,W,Y,1,3888.311,255,69,87,73,23,145,83,-35.066,-44.996,0.8,0.786,-20.439,-1,0,0.202,143.146,66.44,578.874,3887.107,1.828,-21.466,0,0,0,0,0,0,0,,,,,3891.774,,,,,,,3887.343,3900.986,,,,,0,,,,0,,,,0,,,,,,,,,0.408,-37.095,0,"눈꽃",-0.039,-17.703,0,"NABIMan",-20.931,-43.788,0,"Megarafa",-8.77,-55.48,0,"하루（Haru）",18.665,-49.039,0,"ddil_ddil69",6.374,-60.832,0,"Pugeuk",37.239,-91.535,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"",3895.369,,,0
149,,6,0,5,12,1,2,2,1,1,0,13,15,255,93,3902.161,"Floră",R,32,79,129,2.858,-0.737,0.508,1.607,0.968,1.167,-36.341,39.311,0,100,0,2,0,179.409,7.913,5.095,0,0,6,8,R,"레이나2",180.3,80.17,0.398,3,66,W,Y,1,3903.229,255,84,103,67,21,145,83,-24.687,-24.075,0.531,0.702,-20.267,-1,0,0.175,470.536,301.419,218.502,3902.067,1.148,-21.653,3906.734,6,24.875,0.059,-75.918,1,0,3914.855,3908.594,,,,3907.627,,,3907.608,3912.528,,3902.601,,,,,,0,,,,0,,,,0,,,,,,,,,0.186,-36.887,0,"눈꽃",-0.036,-17.697,130,"NABIMan",-24.378,-48.267,0,"Megarafa",-8.578,-56.218,0,"하루（Haru）",18.828,-47.212,0,"ddil_ddil69",8.009,-62.915,108,"Pugeuk",39.632,-92.29,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,3919.395,-0.278,-37.116,3914.855,-0.197,-21.301,,,,,,,,,,3911.164,21.962,-69.377,3908,25.831,-77.932,,,,,,,,,,3918.7,0.449,-22.216,,,,,,,,,,3912.706,19.028,-64.344,,,,,,,,,,2,"Pugeuk",3907.627,3907.608,3912.528,105
150,,6,0,5,13,0,0,2,1,1,0,18,13,255,94,3933.531,"Floră",R,3,68,98,1.006,0.346,0.614,1.642,1.283,1.853,-36.341,22.402,0,100,0,2,0,-397.212,0,28.356,0,0,0,0,R,"Yes_Man_",190,85.251,0.499,3,39,W,Y,1,3934.783,255,147,79,100,53,145,89,94.995,54.379,0.234,1.201,-21.022,-0.88,0,0.6,73.17,-584.076,-116.194,3940.028,12.912,-9.72,3940.107,1,12.665,3.425,-10,0,0,3941.412,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,0.062,-37.23,0,"눈꽃",-0.027,-17.64,0,"NABIMan",-24.696,-49.531,0,"Megarafa",-7.794,-57.094,0,"하루（Haru）",16.242,-48.56,0,"ddil_ddil69",7.825,-62.091,0,"Pugeuk",44.937,-93.122,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,3941.412,12.82,-9.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"눈꽃",,,,8
151,,7,1,5,13,0,0,0,0,0,0,255,255,255,55,4041.411,"Yes_Man_",R,28,87,140,-2.071,-0.372,0.328,1.644,-1.016,1.3,-36.737,26.859,0,100,0,4,0,75.526,-86.713,22.251,0,0,6,6,R,"Pugeuk",184.7,80,0.28,0,39,W,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.104,-37.788,0,"소솨소솨",-0.091,-17.074,0,"Azuner",-22.509,-47.738,0,"_앰프_",-15.952,-63.286,0,"_Chun",20.15,-45.842,0,"ByeolBam",12.542,-64.535,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"레이나2",-42.209,-94.519,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
152,,7,1,5,13,0,1,0,0,0,0,255,255,255,56,4055.009,"Yes_Man_",R,26,74,125,-0.536,-0.238,0.515,1.631,-0.147,1.256,-36.737,30.049,0,100,0,0,0,-64.592,-200,-10.69,0,0,6,6,R,"Pugeuk",184.7,80,0.28,0,39,W,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.018,-38.143,0,"소솨소솨",-0.135,-17.055,0,"Azuner",-22.637,-47.923,0,"_앰프_",-15.952,-63.286,0,"_Chun",21.016,-46.334,0,"ByeolBam",12.559,-64.878,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"레이나2",-42.213,-94.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
153,,7,1,5,13,0,2,0,0,0,0,255,255,255,57,4066.464,"Yes_Man_",R,27,77,127,-2.147,-0.357,0.349,1.637,-0.918,1.278,-36.737,27.175,22,78,0,2,0,-19.003,-106.384,45.878,0,0,6,6,R,"Pugeuk",184.7,80,0.28,6,39,W,N,1,4067.473,255,255,255,255,255,145,128,-30,7.503,-0.382,0.887,-20.737,0.51,0,0.702,-503.037,321.115,-61.961,4066.24,-0.58,-22.223,4070.387,7,-4.871,0.056,-94.563,1,64,,4073.24,4111.91,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.017,-37.316,120,"소솨소솨",-0.156,-17.049,0,"Azuner",-22.644,-47.928,0,"",0,0,0,"_Chun",21.035,-46.583,0,"ByeolBam",12.558,-64.866,88,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"레이나2",-42.16,-94.547,0,4105.015,0.096,-38.244,,,,,,,,,,,,,4074.635,-0.141,-60.236,,,,,,,,,,4110.257,-0.968,-40.707,,,,,,,,,,,,,4112.811,-2.704,-49.966,,,,,,,,,,2,"AI",4111.91,,,9
154,,7,1,5,13,0,0,1,0,0,0,255,255,255,58,4130.763,"Yes_Man_",R,33,79,129,0.283,0.881,0.498,1.858,-0.064,2.022,-36.737,54.75,0,100,0,2,0,111.666,-79.418,1.43,0,0,0,0,L,"ddil_ddil69",175.8,89.974,0.401,3,39,W,Y,1,4131.975,255,68,58,36,6,136,119,94.972,84.501,0.2,1.276,-19.956,0.27,0,0.299,449.986,120.674,-378.088,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.196,-37.826,0,"소솨소솨",-0.038,-17.087,0,"Azuner",-18.621,-46.492,0,"레이나2",-12.291,-64.207,0,"_Chun",20.309,-45.404,0,"ByeolBam",13.817,-64.046,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"",,,,0
155,,7,1,5,13,0,1,1,0,0,0,255,255,255,59,4151.015,"Yes_Man_",R,10,72,114,-0.569,-1.578,0.526,1.747,-0.255,1.229,-36.737,46.774,0,100,0,4,0,-4.049,400,6.162,-0.188,-18.322,0,0,L,"ddil_ddil69",175.8,89.974,0.401,0,39,W,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.012,-37.942,0,"소솨소솨",-0.043,-17.108,0,"Azuner",-18.449,-47.009,0,"레이나2",-12.948,-63.96,0,"_Chun",19.872,-45.753,0,"ByeolBam",14.449,-63.818,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
156,,7,1,5,13,0,2,1,0,0,0,255,255,255,60,4168.19,"Yes_Man_",R,0,55,111,-1.923,0.146,0.363,1.761,-0.85,1.691,-36.737,26.965,0,100,0,2,0,0.566,0,1.46,0,0,0,0,L,"ddil_ddil69",175.8,89.974,0.401,3,39,W,Y,1,4169.384,255,128,127,87,41,145,82,46.453,-37.037,-0.346,1.01,-20.644,-1,0,0.283,268.514,342.285,-413.208,4172.961,33.834,-70.217,4173.614,6,34.931,0.633,-71.21,1,0,,4174.626,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.063,-37.395,0,"소솨소솨",-0.063,-17.085,0,"Azuner",-18.393,-46.696,0,"레이나2",-12.854,-63.896,85,"_Chun",20.145,-46.063,0,"ByeolBam",13.952,-63.954,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,4181.514,0.138,-38.936,,,,,,,4178.069,0.935,-59.48,,,,,,,,,,,,,,,,,,,,,,,,,4180.421,-0.746,-57.628,,,,,,,,,,,,,,,,2,"AI",,,,65
157,,7,1,5,13,0,0,1,1,0,0,0,255,255,61,4196.227,"Yes_Man_",R,32,88,140,-1.384,0.586,0.363,1.789,-0.853,1.789,-36.737,31.794,0,100,0,0,0,171.272,-155.433,16.05,0,0,1,3,L,"Megarafa",175.4,90,0.498,0,39,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4198.655,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.156,-37.833,0,"소솨소솨",-0.162,-17.886,0,"Azuner",-18.481,-44.641,0,"레이나2",-2.699,-61.591,0,"_Chun",21.468,-50.212,0,"ByeolBam",12.61,-62.66,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,4199.631,-0.259,-37.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",4198.655,,,0
158,,7,1,5,13,0,1,1,0,1,0,255,0,255,62,4212.478,"Yes_Man_",R,33,66,119,-0.036,0.128,0.585,1.742,-0.206,1.625,-36.737,63.477,0,100,0,2,0,100.969,-40.37,-0.35,0,0,1,3,L,"Megarafa",175.4,90,0.498,3,39,W,Y,1,4213.743,163,171,121,103,54,145,121,27.824,27.771,-0.055,1.082,-21.262,0.73,0,0.316,-357.195,-441.57,-193.463,4217.041,-36.289,-114.677,4219.721,8,-33.447,0.059,-119.235,1,0,,4218.834,4224.586,,,,,,4219.948,4226.022,,,,,,,,0,,,,0,,,,0,,,,,,,,,0.071,-37.618,0,"소솨소솨",-0.064,-17.088,0,"Azuner",-17.284,-46.309,0,"레이나2",-6.533,-64.129,86,"_Chun",19.27,-43.79,0,"ByeolBam",15.247,-62.911,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,4229.067,0.122,-39.046,,,,,,,4224.849,-7.585,-72.462,,,,,,,,,,,,,,,,,,,,,,,,,4227.599,-7.57,-64.607,,,,,,,,,,,,,,,,2,"AI",4224.586,4219.948,4226.022,65
159,,7,1,6,13,0,0,1,0,1,0,255,3,255,63,4243.392,"Yes_Man_",R,32,91,140,-1.672,-0.177,0.323,1.67,-1.038,1.394,-36.737,25.927,0,100,0,2,0,214.696,-115.019,14.891,0,0,2,4,L,"하루（Haru）",190,95,0.397,3,39,W,Y,1,4244.462,136,55,102,56,35,140,90,-14.354,-27.421,-0.318,0.897,-19.659,-0.69,0,0.251,-7.098,64.723,-596.457,4243.334,1.263,-22.72,4245.654,5,19.518,0.055,-56.941,0,0,,4250.533,,,,,,,4248.678,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.154,-37.285,0,"소솨소솨",-0.075,-17.044,0,"Azuner",-18.879,-46.803,85,"레이나2",-9.192,-63.413,0,"_Chun",20.67,-45.802,0,"ByeolBam",15.176,-63.535,107,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,4253.279,-0.713,-37.967,,,,4249.499,-18.564,-40.16,,,,,,,4246.892,19.73,-57.827,,,,,,,,,,,,,,,,4252.308,-17.364,-39.832,,,,,,,4247.717,15.595,-55.745,,,,,,,,,,2,"ByeolBam",,4248.678,,11
160,,7,1,6,13,0,0,2,0,0,1,255,255,3,64,4269.124,"Yes_Man_",R,10,78,118,-1.458,-2.232,0.446,1.568,-0.575,0.689,-36.737,31.534,0,100,0,4,0,-41.42,400,13.987,-0.306,-19.669,3,1,L,"눈꽃",190,85,0.505,0,39,W,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,4278.886,,,,0,,,,0,,,,0,,,,,,,,,-0.121,-38.052,0,"소솨소솨",-0.106,-17.359,0,"Azuner",-20.122,-47.401,0,"레이나2",-11.214,-65.498,0,"_Chun",20.702,-44.953,0,"ByeolBam",15.075,-62.936,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,4274.595,-0.223,-37.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,4272.822,,0
161,,7,1,6,13,0,1,2,0,0,1,255,255,3,65,4284.428,"Yes_Man_",R,0,49,105,-2.21,0.366,0.256,1.819,-1.013,1.849,-36.737,19.776,39,61,0,1,0,20.892,0,4.41,0,0,3,1,L,"눈꽃",190,85,0.505,0,39,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,4300.157,,,,0,,,,0,,,,0,,,,,,,,,-0.026,-37.991,0,"소솨소솨",-0.111,-16.991,0,"Azuner",-19.937,-47.584,0,"레이나2",-11.288,-65.484,0,"_Chun",21.19,-44.794,0,"ByeolBam",15.587,-64.177,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,4288.944,0.395,-37.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,4287.709,,0
162,,7,1,6,13,1,1,2,0,0,1,255,255,3,66,4300.242,"Yes_Man_",R,32,89,140,-0.933,-0.037,0.385,1.674,-0.748,1.408,-36.737,28.25,0,100,0,0,0,242.806,-200,24.171,0,0,3,1,L,"눈꽃",190,85,0.505,0,39,W,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,4319.124,,,,0,,,,0,,,,0,,,,,4304.303,4,,,-0.123,-37.945,0,"소솨소솨",0.011,-17.021,0,"Azuner",-19.642,-47.364,0,"레이나2",-11.148,-65.483,0,"_Chun",20.278,-44.676,0,"ByeolBam",15.694,-63.438,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,4308.999,0.723,-38.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,4304.262,,0
163,,7,1,6,13,1,2,2,0,0,1,255,255,3,67,4320.034,"Yes_Man_",R,6,51,98,1.348,-0.299,0.478,1.684,-0.317,1.439,-36.737,41.037,0,100,0,0,0,406.16,0,15.441,0,0,3,1,L,"눈꽃",190,85,0.505,0,39,W,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.127,-37.952,0,"소솨소솨",0.388,-17.782,0,"Azuner",-19.217,-47.328,0,"레이나2",-11.306,-65.184,0,"_Chun",20.511,-43.858,0,"ByeolBam",15.334,-62.82,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
164,,7,0,6,13,0,0,0,0,0,0,255,255,255,95,4402.114,"ddil_ddil69",R,26,84,136,-2.265,-0.731,-0.007,1.868,-0.962,0.953,-36.69,18.017,45,55,0,2,0,-17.635,-200,9.694,0,0,1,2,L,"Azuner",190,80,0.298,3,39,W,Y,1,4403.318,198,67,89,63,44,145,116,-30,-21.471,-0.434,0.69,-19.852,0.08,0,0.277,-523.051,78.976,-283.161,4401.921,-0.009,-20.934,4403.36,5,9.736,2.267,-45.767,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,-0.132,-37.068,0,"눈꽃",-0.052,-17.738,0,"NABIMan",-21.909,-47.774,110,"Megarafa",-8.119,-58.493,0,"하루（Haru）",21.157,-47.354,0,"Floră",9.536,-49.432,86,"Pugeuk",46.044,-93.687,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,4411.436,-0.822,-38.067,,,,4407.588,-18.821,-39.889,,,,,,,4404.687,9.924,-46.474,,,,,,,,,,,,,,,,4410.564,-16.685,-39.528,,,,,,,4406.058,7.437,-46.273,,,,,,,,,,2,"Floră",,,,49
165,,7,0,6,13,0,0,1,0,0,0,255,255,255,96,4429.422,"ddil_ddil69",R,14,65,95,2.377,-0.89,0.256,2.039,0.249,1.568,-36.69,34.821,94,6,0,1,0,337.193,312.348,12.461,0,0,2,1,R,"소솨소솨",190,80,0.501,0,39,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,0.068,-37.569,0,"눈꽃",-0.041,-17.73,0,"NABIMan",-22.963,-47.313,0,"Megarafa",-10.401,-55.766,0,"하루（Haru）",19.415,-44.635,0,"Floră",9.887,-48.683,0,"Pugeuk",44.412,-98.942,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,4433.539,-0.053,-37.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
166,,7,0,6,13,1,0,1,0,0,0,255,255,255,97,4442.6,"ddil_ddil69",R,10,57,91,-5.996,-2.529,0.294,2.183,0.27,1.793,-36.69,41.964,93,7,0,2,0,0,400,0.516,0,0,2,1,R,"소솨소솨",190,80,0.501,3,39,W,Y,1,4443.937,255,75,47,70,73,135,114,-15.622,12.16,0.116,0.68,-20.226,0.07,0,0.47,504.447,250.936,-206.31,4442.747,-0.387,-22.544,4444.681,3,-5.61,0.102,-53.671,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,0.043,-37.226,0,"눈꽃",-0.049,-17.725,0,"NABIMan",-23.835,-48.256,89,"Megarafa",-10.487,-55.993,85,"하루（Haru）",19.141,-40.474,0,"Floră",9.824,-48.469,0,"Pugeuk",41.947,-101.894,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,,,,,,,4448.392,-18.921,-40.262,4445.785,-6.416,-55.977,,,,,,,,,,,,,,,,,,,,,,4449.824,-16.188,-40.161,4447.202,-7.205,-54.089,,,,,,,,,,,,,,,,2,"Megarafa",,,,18
