id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,701.431,encounter v,R,0,140,-2.474,0.145,1,87.105,-22.029,0,0,0,0,5,L,CAT tourniquet,173.7,89,0,0,0,0,0,0,0,0,0,0,0,0,-0.199,-37.209,0.008,-17.43,-20.667,-47.748,-14.108,-60.935,19.761,-45.088,12.18,-64.023,39.666,-93.48,0,-100.6,-41.246,-84.373,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,1,0,0,0,0,0,255,255,255,1,749.355,encounter v,R,0,140,2.576,1.759,1,106.45,-47.733,0,0,0,0,5,L,CAT tourniquet,173.7,88,0,0,0,0,0,0,0,0,0,0,0,0,-0.217,-37.11,-0.011,-17.408,-20.538,-48.069,-14.225,-63.57,19.795,-46.287,13.331,-63.07,38.223,-97.91,0,-100.6,-42.55,-91.549,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,2,0,0,0,0,0,255,255,255,2,766.677,encounter v,R,0,140,-2.214,0.268,4,45.322,-28.562,-0.396,-19.979,1,0,5,L,CAT tourniquet,173.7,88,0,0,0,0,0,0,0,0,0,0,0,0,-0.234,-37.023,0.022,-17.848,-20.311,-47.701,-14.84,-62.715,17.999,-44.628,13.276,-63.511,38.199,-97.823,0,-100.6,-39.804,-82.647,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,2,1,0,0,0,0,255,255,255,3,787.149,encounter v,R,0,140,-1.882,-0.05,2,84.439,-39.777,0,0,0,0,5,L,CAT tourniquet,173.7,88,787.958,64,59,28,81,64,-51.098,-43.402,-0.45,0.117,-0.138,0.004,-0.516,-36.769,0.005,-17.324,-19.68,-48.169,-15.321,-62.685,19.443,-45.223,12.791,-64.651,34.492,-90.233,0,-100.6,-38.392,-80.194,787.306,0.25,-19.689,789.917,4,인생최패망자,16.698,-37.284,0,0,0,0,0,0,0,2
5,1,1,0,0,0,0,1,0,0,0,255,255,255,4,825.352,encounter v,R,0,129,2.285,0.501,1,-13.242,0,0,0,0,1,1,R,Gonyong,190,88,0,0,0,0,0,0,0,0,0,0,0,0,0.162,-37.152,0.116,-17.35,-19.957,-45.895,-17.446,-61.995,17.007,-49.352,10.667,-66.15,34.029,-92.321,0,-100.6,-40.545,-80.351,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
6,1,1,0,0,1,0,1,0,0,0,255,255,255,5,846.937,encounter v,R,0,140,2.247,0.861,3,100.368,-13.291,0.149,-20.246,0,1,1,R,Gonyong,190,88,0,0,0,0,0,0,0,0,0,0,0,0,0.13,-37.155,0.039,-17.329,-20.118,-45.97,-16.822,-62.037,17.596,-49.39,8.337,-66.757,34.143,-93.103,0,-100.6,-40.481,-80.985,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6
7,1,1,0,0,0,0,1,1,0,0,1,255,255,6,879.566,encounter v,R,3,115,-5.687,-0.136,1,-488.283,0,0,0,0,2,8,R,Dοpi,179.7,87,0,0,0,0,0,0,0,0,0,0,0,0,-0.348,-36.942,-0.483,-17.478,-20.507,-41.986,-15.73,-58.808,15.773,-48.47,9.506,-65.506,34.624,-92.012,0,-100.6,-42.107,-82.279,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
8,1,1,0,0,1,0,1,1,0,0,1,255,255,7,897.104,encounter v,R,0,128,3.292,1.358,3,0,0,0.645,-20.732,0,2,8,R,Dοpi,179.7,87,0,0,0,0,0,0,0,0,0,0,0,0,-0.097,-36.938,0.336,-17.612,-19.848,-40.367,-8.341,-61.049,16.143,-48.181,4.948,-64.647,35.874,-93.633,0,-100.6,-39.503,-82.125,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6
9,1,1,0,0,0,0,1,1,1,0,8,1,255,8,976.405,encounter v,R,0,139,-0.53,1.072,2,102.898,-69.136,0,0,0,3,2,L,_Chun,190,88,977.433,87,66,44,126,114,107.844,12.196,0.27,0.09,-0.054,0,-0.4,-36.951,0.025,-17.494,-21.03,-46.438,-3.326,-61.855,20.006,-46.336,13.141,-64.048,31.902,-88.746,0,-100.6,-41.76,-82.474,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
10,1,1,0,0,0,1,1,1,1,0,8,1,255,10,1003.981,encounter v,R,13,112,1.245,-0.642,2,-343.668,363.17,0,0,0,3,2,L,_Chun,190,88,1005.009,161,131,72,144,125,6.734,31.487,0.76,0.159,-0.117,0.183,-0.566,-36.982,0.056,-17.303,-20.095,-46.132,-3.072,-61.065,20.407,-46.114,14.5,-63.332,32.682,-89.117,0,-100.6,-47.469,-86.936,1006.228,-31.962,-72.219,1007.328,8,-라후이-,-40.203,-84.791,0,0,0,0,0,0,0,2
