id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,startX,startY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,shS,lgS,prepS,impMv,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,buntGrip,hitSpnX,hitSpnY,hitSpnZ,PPosX,PPosY,CName,CPosX,CPosY,1BName,1BPosX,1BPosY,2BName,2BPosX,2BPosY,3BName,3BPosX,3BPosY,SSName,SSPosX,SSPosY,LFName,LFPosX,LFPosY,CFName,CFPosX,CFPosY,RFName,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
190,7,0,5,11,0,0,0,0,0,0,255,255,255,105,4558.783,소솨소솨,R,0,80,0.863,2.196,0.15,1.95,-37.137,1,0,0,1.08,-5.35,0,0,0,6,4,R,인생최패망자,190,90,0.45,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,-37.755,눈꽃,-0.049,-17.065,coder_,-21.917,-55.634,_Chun,-10.921,-61.477,아침땅_,22.621,-50.99,Pring__,12.952,-63.558,それいゆ るな,41.998,-88.313,AI,0,-100.6,별이__,-37.49,-88.696,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
191,7,0,5,11,1,0,0,0,0,0,255,255,255,106,4573.49,소솨소솨,R,4,94,-0.504,0.77,0.18,1.747,-36.954,0,0,-155.529,0,-2.037,0,0,0,6,4,R,인생최패망자,190,90,0.45,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098,-37.631,눈꽃,-0.053,-17.135,coder_,-21.176,-55.208,_Chun,-10.688,-61.51,아침땅_,22.591,-50.781,Pring__,12.953,-63.551,それいゆ るな,39.11,-85.27,AI,0,-100.6,별이__,-37.559,-90.646,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
192,7,0,5,11,1,1,0,0,0,0,255,255,255,107,4588.122,소솨소솨,R,0,89,-1.073,1.678,0.077,1.951,-36.937,1,0,0,7.812,-7.272,0,0,0,6,4,R,인생최패망자,190,90,0.45,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043,-38.161,눈꽃,-0.328,-17.049,coder_,-19.807,-52.737,_Chun,-10.876,-61.725,아침땅_,22.638,-50.868,Pring__,12.983,-63.538,それいゆ るな,41.008,-88.482,AI,0,-100.6,별이__,-37.489,-90.586,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
193,7,0,5,11,1,2,0,0,0,0,255,255,255,108,4603.715,소솨소솨,R,0,86,1.437,0.694,0.184,1.766,-37.084,2,0,0,0,-7.869,0,0,1,6,4,R,인생최패망자,190,90,0.45,2,63,4605.059,202,123,97,45,128,150,98,32.662,14.412,-0.46,0.004,0.003,0.059,0,0,0,0,-0.132,-37.3,눈꽃,-0.083,-17.012,coder_,-20.675,-51.557,_Chun,-10.598,-61.208,아침땅_,22.572,-50.832,Pring__,12.943,-63.472,それいゆ るな,40.032,-87.702,AI,0,-100.6,별이__,-37.506,-90.613,4609.543,-28.135,-93.264,4609.925,8,별이__,-26.975,-90.612,0,0,0,0,0,0,0,1
194,7,0,5,11,0,0,1,0,0,0,255,255,255,109,4638.141,소솨소솨,R,4,90,1.623,1.02,0.449,1.914,-37.124,2,0,-225.099,0,-0.032,0,0,0,7,5,L,encounter v,190,95,0.447,3,63,4639.454,196,126,82,30,77,150,118,28.833,-25.665,0.19,0.032,-0.055,0.073,0,0,0,0,-0.213,-37.43,눈꽃,0.017,-16.987,coder_,-24.607,-57.594,_Chun,-9.577,-62.542,아침땅_,23.969,-49.392,Pring__,17.415,-62.043,それいゆ るな,39.343,-89.46,AI,0,-100.6,별이__,-36.722,-90.409,4644.654,60.835,-106.104,0,0,,0,0,0,0,0,0,0,0,0,4
195,7,0,5,12,0,0,1,0,0,0,255,255,255,110,4681.186,소솨소솨,R,0,140,-1.369,0.892,-0.044,1.673,-36.829,0,0,0,0,0,0,0,1,8,6,R,ByeolBam,175.2,88,0.504,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129,-37.898,눈꽃,-0.265,-16.944,coder_,-19.943,-51.87,_Chun,-11.634,-61.239,아침땅_,22.328,-48.06,Pring__,15.445,-63.293,それいゆ るな,46.604,-91.716,AI,0,-100.6,별이__,-42.126,-94.184,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
196,7,0,5,12,0,1,1,0,0,0,255,255,255,111,4696.696,소솨소솨,R,0,119,4.702,1.792,0.397,1.864,-37.154,3,0,0,0,0,0.781,-20.8,0,8,6,R,ByeolBam,175.2,88,0.504,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058,-37.564,눈꽃,0.243,-16.971,coder_,-20.322,-53.453,_Chun,-11.919,-61.089,아침땅_,22.323,-48.143,Pring__,15.445,-63.273,それいゆ るな,46.559,-91.775,AI,0,-100.6,별이__,-43.192,-93.473,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6
197,7,0,5,12,0,0,1,1,0,0,15,255,255,112,4729.29,소솨소솨,R,4,91,2.415,2.875,0.467,2.002,-37.326,1,0,-236.856,0,0.789,0,0,0,0,7,R,ke ro,160,89.518,0.452,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051,-37.452,눈꽃,0.052,-16.918,coder_,-20.117,-49.624,_Chun,-11.438,-61.814,아침땅_,21.046,-48.557,Pring__,13.16,-61.404,それいゆ るな,45.002,-94.452,AI,0,-100.6,별이__,-44.283,-92.781,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
198,7,0,5,12,1,0,1,1,0,0,15,255,255,113,4747.877,소솨소솨,R,1,90,1.632,0.18,0.556,1.767,-37.438,2,0,0,0,-0.377,0,0,1,0,7,R,ke ro,160,89.518,0.452,2,63,4749.097,123,84,55,36,53,134,96,33.861,-3.234,0.09,-0.007,-0.024,0.208,0,0,0,0,-0.373,-37.629,눈꽃,0.015,-16.98,coder_,-20.231,-48.624,_Chun,-11.138,-61.06,아침땅_,20.56,-49.505,Pring__,10.255,-63.591,それいゆ るな,42.949,-92.571,AI,0,-100.6,별이__,-44.286,-92.779,4753.939,4.119,-97.383,4757.918,5,Pring__,1.184,-60.492,0,256,0,0,0,0,0,1
199,8,1,5,12,0,0,0,0,0,0,255,255,255,84,4831.89,IllilliIIIIllil,R,13,100,-0.234,-0.227,0.099,1.734,-36.878,2,0,-354.94,312.348,-36.249,0,0,1,2,8,R,별이__,174.5,95,0.5,2,63,4833.16,108,87,46,28,91,133,124,26.86,28.081,0.37,0.061,0.03,0.09,0,0,0,0,-0.232,-37.213,Sabo_10,0.109,-17.136,vovopo 보보포,-23.084,-50.029,ʚEveɞ,-12.94,-65.257,인생최패망자,13.313,-45.43,encounter v,7.802,-63.326,ByeolBam,37.409,-89.386,ke ro,-18.423,-105.4,HANA_ARASHI,-38.823,-93.091,4838.231,-69.556,-106.691,0,0,,0,0,0,0,0,0,0,0,0,4
200,8,1,6,12,0,0,0,0,0,0,255,255,255,85,4873.881,IllilliIIIIllil,R,26,129,2.04,1.452,0.093,1.777,-36.853,4,0,116.707,-179.925,-11.928,1.146,-17.158,1,3,4,R,아침땅_,179.7,95,0.5,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.238,-37.248,Sabo_10,1.17,-16.72,vovopo 보보포,-21.42,-45.753,ʚEveɞ,-14.943,-63.318,인생최패망자,14.489,-47.791,encounter v,7.704,-63.311,ByeolBam,37.597,-87.608,ke ro,1.827,-107.458,HANA_ARASHI,-41.514,-92.391,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
201,8,1,6,12,0,1,0,0,0,0,255,255,255,86,4888.665,IllilliIIIIllil,R,13,109,-2.869,-1.156,-0.059,1.626,-36.769,1,0,-378.279,322.905,-21.505,-1.21,-16.878,0,3,4,R,아침땅_,179.7,95,0.5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,-38.043,Sabo_10,-1.012,-17.268,vovopo 보보포,-21.178,-45.995,ʚEveɞ,-15.05,-63.782,인생최패망자,14.995,-48.905,encounter v,5.688,-58.169,ByeolBam,37.586,-87.586,ke ro,1.568,-107.503,HANA_ARASHI,-39.89,-95.58,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
202,8,1,6,12,1,1,0,0,0,0,255,255,255,87,4902.444,IllilliIIIIllil,R,26,119,-1.321,-2.148,-0.072,1.365,-36.75,1,0,-32.933,-200,7.173,-0.268,-18.736,0,3,4,R,아침땅_,179.7,95,0.5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104,-37.649,Sabo_10,-0.082,-17.032,vovopo 보보포,-20.933,-43.344,ʚEveɞ,-15.115,-63.817,인생최패망자,15.685,-46.807,encounter v,5.86,-57.796,ByeolBam,37.787,-87.7,ke ro,1.568,-107.506,HANA_ARASHI,-39.846,-95.389,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
203,8,1,6,12,2,1,0,0,0,0,255,255,255,88,4913.025,IllilliIIIIllil,R,26,126,3.985,1.851,0.194,1.833,-36.917,3,0,134.591,-172.88,-6.989,0.442,-20.763,0,3,4,R,아침땅_,179.7,95,0.5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181,-37.072,Sabo_10,0.968,-17.967,vovopo 보보포,-20.268,-42.802,ʚEveɞ,-15.111,-63.754,인생최패망자,14.908,-47.871,encounter v,6.53,-59.243,ByeolBam,37.929,-87.486,ke ro,0.801,-106.395,HANA_ARASHI,-39.311,-96.742,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6
204,8,1,6,12,0,0,0,1,0,0,4,255,255,89,4936.348,IllilliIIIIllil,R,26,126,-0.283,-0.174,-0.036,1.6,-36.702,2,0,67.655,-152.863,4.723,0,0,1,4,0,R,소솨소솨,175.1,95.643,0.5,2,63,4937.49,227,135,45,19,150,150,92,43.169,22.058,-0.44,-0.072,-0.101,0.224,0,0,0,0,-0.126,-37.166,Sabo_10,-0.042,-17.233,vovopo 보보포,-20.096,-43.478,ʚEveɞ,-15.119,-63.783,인생최패망자,12.919,-45.961,encounter v,5.192,-61.978,ByeolBam,37.925,-87.513,ke ro,1.055,-103.216,HANA_ARASHI,-39.626,-94.039,4942.543,-22.673,-85.76,4944.766,7,ke ro,-27.233,-99.907,1,0,0,0,0,0,0,2
205,8,1,6,12,0,0,0,1,1,0,255,4,255,90,4980.773,IllilliIIIIllil,R,27,126,1.622,0.221,0.094,1.655,-36.669,2,0,21.31,-114.554,0.171,0,0,1,5,1,L,눈꽃,190,90,0.496,3,63,4981.83,65,72,65,57,19,120,113,90.397,87.974,0.67,-0.007,0.004,0.005,0,0,0,0,-0.076,-36.955,Sabo_10,0.097,-17.045,vovopo 보보포,-20.236,-42.998,ʚEveɞ,-20.273,-59.103,인생최패망자,22.352,-47.574,encounter v,-6.399,-64.929,ByeolBam,29.159,-88.906,ke ro,3.44,-106.174,HANA_ARASHI,-42.096,-94.276,4989.501,29.426,-15.626,0,0,,0,0,0,0,0,0,0,0,0,3
206,8,1,6,12,0,1,0,1,1,0,255,4,255,91,5007.996,IllilliIIIIllil,R,0,117,0.507,0.289,0.031,1.69,-36.72,2,0,0,0,-4.801,0,0,1,5,1,L,눈꽃,190,90,0.496,3,63,5009.099,114,80,95,70,29,135,130,-30,-31.079,0.52,0.023,0.007,0.01,0,0,0,0,-0.113,-37.075,Sabo_10,0.016,-16.821,vovopo 보보포,-20.948,-44.743,ʚEveɞ,-20.472,-59.073,인생최패망자,21.349,-46.756,encounter v,-7.972,-63.699,ByeolBam,26.244,-74.829,ke ro,2.657,-108.82,HANA_ARASHI,-38.862,-91.779,5009.099,1.221,-22.624,5011.391,6,ByeolBam,29.639,-70.27,1,0,0,0,0,0,0,2
207,8,1,6,12,0,0,1,1,0,1,1,255,4,92,5095.847,IllilliIIIIllil,R,26,127,0.489,0.503,0.008,1.653,-36.776,0,0,78.79,-194.935,2.36,0,0,0,6,6,R,それいゆ るな,160,86,0.43,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,-37.917,Sabo_10,-0.091,-16.91,vovopo 보보포,-19.698,-40.879,ʚEveɞ,-15.225,-63.7,인생최패망자,16.782,-42.364,encounter v,7.29,-60.721,ByeolBam,36.146,-80.164,ke ro,0.426,-97.463,HANA_ARASHI,-38.87,-88.446,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
208,8,1,6,12,0,1,1,1,0,1,1,255,4,93,5127.035,IllilliIIIIllil,R,13,113,0.025,-0.973,0.095,1.684,-36.85,0,0,-313.312,389.661,-10.613,0,0,0,6,6,R,それいゆ るな,160,86,0.43,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,-37.951,Sabo_10,-0.167,-16.911,vovopo 보보포,-19.98,-40.248,ʚEveɞ,-15.235,-63.714,인생최패망자,16.152,-41.64,encounter v,10.419,-62.372,ByeolBam,36.301,-84.385,ke ro,0.543,-97.443,HANA_ARASHI,-40.233,-88.758,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
209,8,1,6,12,0,2,1,1,0,1,1,255,4,94,5145.373,IllilliIIIIllil,R,26,132,-0.108,-0.51,-0.027,1.558,-36.709,0,0,72.715,-200,10.183,0,0,0,6,6,R,それいゆ るな,160,86,0.43,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044,-37.835,Sabo_10,0.047,-16.923,vovopo 보보포,-20.014,-41.29,ʚEveɞ,-15.223,-63.737,인생최패망자,16.368,-41.953,encounter v,8.801,-65.347,ByeolBam,37.538,-82.272,ke ro,0.536,-97.457,HANA_ARASHI,-39.76,-88.931,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
210,8,1,6,12,0,0,2,1,0,1,1,255,4,95,5203.563,IllilliIIIIllil,R,27,128,0.256,-1.218,-0.012,1.509,-36.652,2,0,106.085,-140.426,3.103,0,0,1,7,2,R,coder_,160,95,0.448,3,63,5204.682,185,108,57,37,59,150,118,111.236,-55.692,0.37,-0.101,-0.04,0.193,0,0,0,0,0.005,-36.91,Sabo_10,0.026,-17.05,vovopo 보보포,-19.681,-43.214,ʚEveɞ,-15.187,-63.743,인생최패망자,14.622,-42.999,encounter v,11.048,-63.421,ByeolBam,35.357,-83.358,ke ro,1.701,-100.316,HANA_ARASHI,-39.546,-89.311,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3
211,8,1,6,12,0,1,2,1,0,1,1,255,4,96,5225.222,IllilliIIIIllil,R,10,115,0.251,-0.938,0.026,1.678,-36.872,2,0,-38.005,400,-10.767,0,0,1,7,2,R,coder_,160,95,0.448,3,63,5226.356,255,126,96,36,61,150,124,-23.453,32.569,0.42,-0.131,-0.018,0.247,0,0,0,0,-0.05,-37.272,Sabo_10,0.04,-16.689,vovopo 보보포,-19.759,-43.482,ʚEveɞ,-16.073,-62.989,인생최패망자,15.345,-42.86,encounter v,8.887,-64.022,ByeolBam,37.123,-84.329,ke ro,0.665,-100.638,HANA_ARASHI,-43.774,-92.968,5226.328,-0.827,-22.177,5233.37,8,HANA_ARASHI,-42.345,-100.757,1,0,0,0,0,0,0,2
212,8,1,7,12,0,0,2,1,1,0,255,1,255,97,5270.388,IllilliIIIIllil,R,10,117,-0.04,-1.454,-0.002,1.576,-36.657,2,0,0,400,-13.574,0,0,1,8,3,L,_Chun,190,94.681,0.452,3,64,5271.448,210,97,55,26,41,144,130,-19.597,29.616,0.69,0.023,-0.065,0.266,0,0,0,0,-0.198,-37.184,Sabo_10,0.034,-16.891,vovopo 보보포,-20.56,-44.555,ʚEveɞ,-15.842,-63.357,인생최패망자,19.547,-43.343,encounter v,5.229,-62.48,ByeolBam,37.082,-84.488,ke ro,3.261,-104.141,HANA_ARASHI,-46.145,-94.201,5271.418,-0.654,-21.814,5280.321,7,ke ro,-31.118,-96.622,1,0,0,0,0,0,0,2
213,8,1,9,12,0,0,2,0,1,0,255,3,255,98,5411.779,IllilliIIIIllil,R,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,L,Pring__,180.1,95,0.401,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
214,8,1,9,12,0,0,2,0,1,0,255,3,255,99,5441.089,IllilliIIIIllil,R,14,109,3.251,-0.21,0.104,1.743,-36.628,4,0,330.677,372.341,-18.918,1.071,-16.22,1,0,5,L,Pring__,180.1,95,0.401,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-37.945,Sabo_10,1.558,-17.381,vovopo 보보포,-18.763,-43.294,ʚEveɞ,-15.864,-63.123,인생최패망자,19.806,-44.688,encounter v,9.063,-61.619,ByeolBam,35.986,-84.008,ke ro,-2.235,-112.253,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
215,8,1,9,12,0,1,2,0,1,0,255,3,255,100,5484.604,IllilliIIIIllil,R,29,118,-1.193,-0.597,-0.027,1.567,-36.716,2,0,-169.836,-78.197,7.771,0,0,1,0,5,L,Pring__,180.1,95,0.401,3,64,5485.506,151,136,82,70,64,150,119,29.464,-47.044,0.21,0.025,-0.03,0.085,0,0,0,0,-0.089,-37.111,인생최패망자,0.003,-17.185,vovopo 보보포,-21.829,-46.586,ʚEveɞ,-15.804,-64.027,Sabo_10,22.495,-47.559,encounter v,10.933,-63.314,ByeolBam,38.09,-85.283,ke ro,-0.682,-105.36,AI,-35.7,-81.8,5490.251,74.996,-95.194,0,0,,0,0,0,0,0,0,0,0,0,3
216,8,1,9,12,0,2,2,0,1,0,255,3,255,101,5511.983,IllilliIIIIllil,R,26,140,-1.88,-1.266,-0.125,1.457,-36.486,2,0,42.021,-200,23.731,0,0,1,0,5,L,Pring__,180.1,95,0.401,3,64,5512.771,134,101,78,53,60,149,99,26.207,20.949,-0.22,0.006,-0.05,0.053,0,0,0,0,-0.262,-36.68,인생최패망자,-0.004,-17.392,vovopo 보보포,-21.671,-44.997,ʚEveɞ,-13.999,-63.498,Sabo_10,22.272,-47.697,encounter v,13.645,-58.841,ByeolBam,40.207,-87.613,ke ro,4.41,-101.917,AI,-35.7,-81.8,5517.606,-17.574,-105.131,5523.016,7,ke ro,-18.443,-133.964,1,0,0,0,0,0,0,2
217,8,1,10,12,0,0,2,0,0,1,255,255,7,102,5551.228,IllilliIIIIllil,R,10,102,0.565,0.922,0.078,1.894,-36.908,0,0,-129.046,400,-7.348,0,0,0,2,8,R,별이__,174.5,95,0.5,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,-38.167,인생최패망자,0.011,-17.41,vovopo 보보포,-20.342,-45.141,ʚEveɞ,-14.9,-63.719,Sabo_10,20.139,-41.319,encounter v,8.405,-56.025,ByeolBam,36.426,-84.823,ke ro,-0.479,-101.722,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
218,8,1,10,12,0,1,2,0,0,1,255,255,7,103,5583.801,IllilliIIIIllil,R,26,140,-0.174,-0.428,-0.032,1.562,-36.609,0,0,69.277,-177.321,-0.698,-0.221,-17.44,0,2,8,R,별이__,174.5,95,0.5,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,-37.533,인생최패망자,-0.081,-17.234,vovopo 보보포,-21.202,-43.738,ʚEveɞ,-14.116,-63.899,Sabo_10,19.678,-42.65,encounter v,12.378,-60.409,ByeolBam,37.606,-82.462,ke ro,0.258,-105.303,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
219,8,1,10,12,0,2,2,0,0,1,255,255,7,104,5606.249,IllilliIIIIllil,R,26,137,0.687,0.432,0.009,1.661,-36.609,0,0,113.435,-159.313,-3.145,0,0,0,2,8,R,별이__,174.5,95,0.5,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723,-37.043,인생최패망자,0.194,-17.83,vovopo 보보포,-19.691,-41.718,ʚEveɞ,-14.764,-63.505,Sabo_10,21.273,-43.184,encounter v,8.414,-57.463,ByeolBam,36.502,-85.103,ke ro,-0.145,-102.109,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0
