id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,sH,sV,gyro,plx,plz,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
1,,1,1,0,0,0,0,0,0,0,0,255,255,255,0,227.912,"CAT tourniquet",L,26,93,140,0.547,-0.782,-0.341,1.904,0.289,0.944,-36.743,9.994,37,63,0,2,-28.75,-200,-9.284,0,0,0,5,R,"CoalCat",169.5,83,0.397,0,83,W,Y,1,229.135,167,66,59,60,35,137,85,28.431,24.094,0.093,0.704,-20.751,-0.78,0,0.464,483.825,128.785,-165.601,234.342,-32.406,-88.126,234.25,8,-31.331,2.134,-86.017,0,0,,,,,,,,,,,,,,,234.508,0,,456,0,,,,,,,,,,,,,,,,,,,-0.16,-37.786,0.009,-17.59,-21.076,-45.118,-15.221,-63.503,19.181,-47.477,13.922,-63.026,40.9,-90.65,0,-109.84,-40.8,-90.55,-0.746,-37.37,,"Pring__",0.016,-17.603,,"coder_",-21.032,-45.145,,"うよすま",-15.228,-63.262,,"Fresh825",19.173,-47.463,,"kneesohime",13.773,-63.134,62,"AI",40.904,-90.654,,"AI",0,-109.844,,"AI",-40.804,-90.554,,240.974,0.724,-38.873,,,,,,,,,,,,,238.471,0.554,-58.525,,,,,,,,,,,,,,,,,,,,,,,,,239.724,1.75,-55.352,,,,,,,,,,"",1,0,"AI",,,,40,""
2,,1,1,0,0,0,0,1,0,0,0,255,255,255,1,259.82,"CAT tourniquet",L,26,86,139,-3.076,0.716,-0.578,2.036,-1.202,1.862,-36.743,37.055,89,11,0,1,-98.709,-177.109,7.187,0,0,1,2,R,"Yaksok~",183,80,0.328,,80,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.058,-38.027,-0.144,-17.487,-22.426,-47.211,-15.038,-63.377,18.332,-46.392,11.809,-64.165,40.9,-90.65,0,-109.84,-40.8,-90.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,263.084,-0.173,-36.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
3,,1,1,0,0,1,0,1,0,0,0,255,255,255,2,275.104,"CAT tourniquet",L,35,102,140,-1.523,-1.71,-0.501,1.833,-0.456,0.758,-36.743,21.47,41,59,0,1,-139.093,200,-19.071,0,0,1,2,R,"Yaksok~",183,80,0.328,,80,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.154,-37.887,-0.086,-17.5,-22.923,-47.271,-15.49,-63.427,18.329,-46.519,11.667,-64.217,40.9,-90.65,0,-109.84,-40.8,-90.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,278.538,-0.324,-36.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
4,,1,1,0,0,2,0,1,0,0,0,255,255,255,3,289.104,"CAT tourniquet",L,26,82,133,-2.578,1.162,-0.608,2.135,-1.035,2.099,-36.743,41.477,89,11,0,1,-46.997,-200,-2.66,0,0,1,2,R,"Yaksok~",183,80,0.328,,80,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.116,-38.093,0.002,-17.492,-23.111,-46.957,-15.822,-63.51,18.334,-46.518,11.462,-64.334,40.9,-90.65,0,-109.84,-40.8,-90.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,292.766,-0.416,-36.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
5,,1,1,0,0,3,0,1,0,0,0,255,255,255,4,303.541,"CAT tourniquet",L,26,89,140,-1.222,0.096,-0.491,2.052,-0.41,1.493,-36.743,26.555,91,9,0,0,-77.11,-167.546,-4.103,0,0,1,2,R,"Yaksok~",183,80,0.328,,80,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,325.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,-38.157,-0.006,-17.499,-23.072,-46.925,-15.601,-63.372,18.335,-46.548,11.677,-64.396,40.9,-90.65,0,-109.84,-40.8,-90.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,307.484,-0.432,-36.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",5,0,"",,,,0,""
6,,1,1,0,0,0,0,1,1,0,0,2,255,255,5,352.107,"CAT tourniquet",L,14,106,126,-28.251,-2.736,-0.248,2.391,0.722,2.679,-36.743,53.914,86,14,0,2,-253.335,400,-43.328,0,0,2,3,L,"눈꽃",174.7,85,0.505,0,74,W,Y,1,353.354,220,80,81,83,37,145,114,-1.868,-2.603,0.251,1.391,-20.285,0.91,0,0.382,-4.526,-376.412,-134.061,353.809,1.256,-37.25,358.334,7,13.758,0.055,-113.21,1,0,,358.674,363.033,,,355.862,361.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.114,-37.681,0.027,-17.484,-20.945,-41.751,-8.411,-59.28,18.331,-46.547,14.312,-63.392,40.937,-90.684,0,-109.88,-40.837,-90.584,-0.649,-37.425,,"Pring__",0.077,-17.823,,"coder_",-19.969,-47.287,,"うよすま",-4.217,-59.497,,"Fresh825",18.294,-46.536,82,"kneesohime",13.942,-62.688,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,368.993,1.109,-38.939,,,,,,,,,,363.321,19.77,-41.587,,,,,,,,,,,,,,,,,,,,,,,,,367.945,17.846,-41.95,,,,,,,,,,,,,"",2,0,"AI",355.862,361.274,,10,""
7,,1,1,0,0,0,0,1,0,1,1,255,3,2,6,389.256,"CAT tourniquet",L,26,95,140,1.479,-0.744,-0.263,1.883,0.651,0.952,-36.743,7.413,46,54,0,1,1.338,-200,-14.755,0,0,3,4,L,"Kr_Luna",190,99.911,0.499,,72,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,399.085,406.875,,,,,,,,,,,,,,,,,,,,,,,,-0.174,-37.681,-0.01,-17.523,-21.485,-45.173,-4.331,-62.838,18.332,-40.087,14.877,-63.055,40.907,-90.657,0,-109.84,-40.807,-90.557,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,393.774,-0.805,-36.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",391.617,,,0,""
8,,1,1,0,0,1,0,1,0,1,1,255,3,2,7,407.329,"CAT tourniquet",L,26,88,140,-0.417,0.791,-0.425,2.18,-0.103,1.912,-36.743,28.913,88,12,0,2,-47.133,-200,14.031,0,0,3,4,L,"Kr_Luna",190,99.911,0.499,3,72,W,Y,0,408.231,123,92,111,38,14,137,122,101.709,77.894,-0.034,1.279,-19.69,0.71,0,0.055,389.81,-230.972,393.32,,,,,,,,,0,0,,,,,,,,,,,,,424.086,422.875,,,,,,,,,,,,,,,,,,,,,,,,-0.222,-37.754,-0.009,-17.517,-18.289,-42.874,-2.418,-61.314,18.347,-39.976,14.751,-63.039,40.922,-90.67,0,-109.86,-40.822,-90.57,-0.459,-37.206,,"Pring__",-0.01,-17.523,,"coder_",-18.229,-42.788,,"うよすま",-2.219,-60.964,,"Fresh825",18.163,-39.842,,"kneesohime",14.803,-63.017,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",410.848,409.996,,0,""
9,,1,1,0,0,1,1,1,0,1,1,255,3,2,8,424.956,"CAT tourniquet",L,26,100,140,-0.743,-0.649,-0.479,1.902,-0.352,1.012,-36.743,12.461,50,50,0,0,31.089,-200,-12.436,0,0,3,4,L,"Kr_Luna",190,99.911,0.499,,72,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,454.293,454.953,,,,,,,,,,,,,,,,,,,,,,,,-0.238,-37.648,-0.004,-17.523,-18.618,-42.615,-1.54,-61.499,18.542,-39.835,15.226,-63.155,40.915,-90.664,0,-109.85,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",427.857,427.459,,0,""
10,,1,1,0,0,1,2,1,0,1,1,255,3,2,9,455.754,"CAT tourniquet",L,26,94,140,-0.441,2.599,-0.471,2.375,-0.182,3.051,-36.743,51.202,89,11,0,1,3.115,-200,-13.845,0,0,3,4,L,"Kr_Luna",190,94.432,0.499,,71,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,471.599,472.027,,,,,,,,,,,,,,,,,,,,,,,,-0.16,-37.609,-0.012,-17.533,-19.925,-42.547,-1.81,-61.2,18.525,-40.003,14.901,-62.294,40.929,-90.677,0,-109.87,-40.83,-90.577,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",458.462,458.078,,0,""
