id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result
1,1,1,0,0,0,0,0,0,255,255,255,0,276.997,_Chun,13,112,1.59,-0.879,2,229.158,400,0,0,1,0,4,인생최패망자,190,59,278.108,104,166,52,148,106,-79.803,-60.539,0.904,0.148,-36.656,0.13,-16.997,-21.599,-54.547,-13.384,-64.381,21.975,-48.96,14.382,-62.317,37.567,-86.609,0.257,-114.448,-11.118,-19.571,278.168,0.601,-20.973,0,0,,0,0,0,3
2,1,1,0,1,0,0,0,0,255,255,255,1,299.645,_Chun,0,140,1.203,-0.326,0,-29.822,-91.371,0.343,-11.019,0,0,4,인생최패망자,190,58,0,0,0,0,0,0,0,0,0,-0.004,-37.58,0.025,-16.801,-20.36,-52.09,-13,-64.382,24.69,-49.466,13.929,-60.459,41.633,-86.119,-0.101,-109.95,-12.315,-20.803,0,0,0,0,0,,0,0,0,0
3,1,1,0,2,0,0,0,0,255,255,255,2,315.456,_Chun,3,117,0.871,-1.277,4,500,0,0,0,1,0,4,인생최패망자,190,58,0,0,0,0,0,0,0,0,0,-0.163,-37.825,-0.348,-18.745,-19.581,-46.847,-13.169,-64.353,24.623,-49.402,13.344,-61.229,42.25,-87.222,-0.05,-109.922,0.031,-10.703,0,0,0,0,0,,0,0,0,0
4,1,1,0,0,1,0,0,0,255,255,255,3,347.915,_Chun,13,112,0.867,-0.234,2,226.968,399.453,0,0,1,1,1,Kr_Luna,190,57,348.795,121,128,25,143,71,-85.522,-83.995,1,0.32,-36.735,0.361,-16.846,-19.979,-49.834,-13.797,-64.768,24.897,-50.464,11.691,-61.186,41.2,-85.937,0.511,-116.162,7.029,-11.033,348.902,0.893,-21.074,0,0,,0,0,0,3
5,1,1,0,1,1,0,0,0,255,255,255,4,395.167,_Chun,13,106,1.874,-0.419,1,282.104,400,0,0,0,1,1,Kr_Luna,190,77,0,0,0,0,0,0,0,0,0,-0.089,-37.431,0.321,-16.682,-19.794,-49.401,-12.953,-64.086,24.607,-50.816,11.564,-63.776,41.499,-86.007,0.218,-114.48,10.815,-15.922,0,0,0,0,0,,0,0,0,0
6,1,1,1,1,1,0,0,0,255,255,255,5,412.644,_Chun,0,140,-0.635,0.458,2,-112.339,-99.927,0,0,1,1,1,Kr_Luna,190,77,413.42,113,112,23,141,67,40.265,-39.596,-0.469,0.195,-36.733,-0.284,-16.609,-19.946,-49.365,-12.986,-64.141,24.564,-50.778,11.657,-63.747,41.498,-86.013,0.197,-114.591,10.892,-16.398,0,0,0,417.902,4,ke ro,30.087,-57.532,0,1
7,1,1,0,0,2,0,0,0,255,255,255,6,442.35,_Chun,0,140,0.338,1.322,1,-56.033,-73.755,0,0,0,2,3,Riyaj,174.7,40,0,0,0,0,0,0,0,0,0,-0.122,-37.526,0.15,-16.609,-19.602,-48.437,-14.011,-64.08,24.16,-50.801,14.066,-64.382,37.78,-89.129,0.966,-107.118,-15.01,-21.011,0,0,0,0,0,,0,0,0,0
8,1,1,1,0,2,0,0,0,255,255,255,7,457.802,_Chun,0,134,1.056,0.35,2,-29.902,-125.647,0,0,1,2,3,Riyaj,174.7,40,458.717,123,215,83,157,64,5.721,29.394,-0.973,0.361,-36.57,0.063,-16.615,-19.342,-50.459,-13.874,-63.979,23.579,-48.871,14.114,-64.356,37.771,-89.118,0.698,-108.102,-18.054,-22.022,460.002,-9.065,-36.847,461.168,2,recorder1,-14.222,-45.221,0,2
9,1,0,0,0,0,0,0,0,255,255,255,0,564.072,Pugeuk,10,113,1.925,-0.239,2,0,400,0,0,1,0,2,recorder1,190,55,565.182,105,176,62,150,63,-18.089,24.502,-0.545,0.048,-37.751,-0.019,-17.424,-23.519,-49.076,-11.978,-65.341,16.276,-44.827,11.811,-60.013,43.713,-82.049,1.145,-106.321,-42.666,-90.137,565.385,-0.782,-23.96,568.535,3,Riyaj,-14.864,-55.064,1,2
10,1,0,0,0,0,0,0,0,255,255,255,1,608.918,Pugeuk,13,113,-0.474,-0.595,0,-310.249,392.104,0,0,0,1,1,Pring__,179.6,55,0,0,0,0,0,0,0,0,0,0.009,-38.108,0.144,-17.387,-15.381,-44.083,-11.528,-64.893,22.732,-49.126,10.047,-65.499,39.452,-74.609,1.95,-108.53,-49.386,-89.852,0,0,0,0,0,,0,0,0,0
11,1,0,0,1,0,0,0,0,255,255,255,2,625.068,Pugeuk,0,128,1.582,0.937,1,7.519,-200,0,0,0,1,1,Pring__,179.6,55,0,0,0,0,0,0,0,0,0,0.158,-37.973,0.066,-17.35,-15.378,-44.044,-11.542,-64.876,22.211,-50.237,12.435,-64.257,44.304,-81.681,-9.487,-110.265,-48.679,-88.432,0,0,0,0,0,,0,0,0,0
12,1,0,1,1,1,0,0,0,255,255,255,3,639.997,Pugeuk,13,112,-0.507,0.045,0,-405.109,293.064,-0.589,-14.426,1,1,1,Pring__,179.6,55,0,0,0,0,0,0,0,0,0,0.125,-37.982,0.052,-17.343,-15.374,-44.047,-11.71,-65.202,22.306,-49.48,12.774,-65.308,45.052,-88.173,-9.267,-110.283,-48.365,-86.972,0,0,0,0,0,,0,0,0,0
13,1,0,1,2,1,0,0,0,255,255,255,4,653.977,Pugeuk,12,103,0.05,-0.107,2,0,139.003,0,0,1,1,1,Pring__,179.6,55,654.924,101,166,157,155,129,-40.222,-26.884,0.425,-0.142,-37.357,0.031,-17.363,-15.185,-44.065,-10.445,-65.848,22.893,-49.981,13.026,-65.237,45.666,-88.325,-9.266,-110.274,-47.517,-85.727,655.018,0.546,-21.679,658.852,6,SOM_candy,34.97,-90.061,1,2
14,1,0,0,0,1,1,0,0,10,255,255,5,689.389,Pugeuk,10,115,1.019,-0.356,0,0,333.728,0,0,1,2,3,장덕춘_,169.9,55,0,0,0,0,0,0,0,0,0,0.14,-37.923,0.057,-17.449,-18.203,-41.797,-10.057,-64.227,16.047,-48.422,10.449,-65.661,44.568,-84.659,-4.945,-109.335,-45.033,-85.217,0,0,0,0,0,,0,0,0,0
15,1,0,0,1,1,1,0,0,10,255,255,6,706.367,Pugeuk,3,116,-0.23,0.699,2,-399.806,0,0,0,1,2,3,장덕춘_,169.9,55,707.236,91,186,17,142,95,15.068,24.754,0.017,-0.169,-37.282,-0.228,-17.264,-17.343,-42.844,-10.515,-64.27,15.495,-48.959,11.699,-65.307,44.687,-84.409,-1.418,-108.829,-44.341,-85.308,710.368,-28.177,-77.362,711.202,8,Sabo_10,-31.134,-82.994,1,2
16,1,0,0,0,1,1,1,0,12,10,255,7,737.451,Pugeuk,3,107,0.875,1.495,1,-430.831,0,0,0,0,3,4,ke ro,160,55,0,0,0,0,0,0,0,0,0,0.019,-37.755,-0.156,-17.4,-18.945,-41.38,-10.728,-64.25,19.106,-44.994,10.416,-65.692,40.616,-79.1,-0.079,-104.891,-41.826,-78.861,0,0,0,0,0,,0,0,0,0
17,1,0,1,0,1,1,1,0,12,10,255,8,755.902,Pugeuk,3,111,0.203,1.57,1,-361.882,0,0,0,0,3,4,ke ro,160,55,0,0,0,0,0,0,0,0,0,-0.025,-37.824,0.05,-17.361,-19.828,-40.987,-11.114,-64.853,20.533,-47.853,7.692,-66.444,40.637,-79.091,-0.139,-104.877,-40.862,-76.052,0,0,0,0,0,,0,0,0,0
18,1,0,2,0,1,1,1,0,12,10,255,9,777.677,Pugeuk,13,115,-0.1,-1.112,2,-369.788,336.537,0,0,1,3,4,ke ro,160,55,778.678,95,117,0,136,94,26.743,3.035,0.887,-0.149,-37.28,0.051,-17.343,-19.132,-42.276,-11.131,-64.933,20.369,-50.469,11.402,-65.743,41.496,-78.259,-0.409,-104.837,-41.388,-76.575,0,0,0,783.618,7,눈꽃,-13.674,-94.262,0,1
19,1,0,0,0,2,1,1,0,12,10,255,10,808.734,Pugeuk,0,124,0.187,0.996,0,-6.925,-200,0,0,0,4,5,Yaksok~,173.3,54,0,0,0,0,0,0,0,0,0,0.044,-37.798,-0.045,-17.395,-19.676,-41.875,-11.739,-65.362,18.169,-45.999,11.597,-65.669,35.061,-79.206,-9.095,-105.103,-37.599,-78.327,0,0,0,0,0,,0,0,0,0
20,1,0,0,1,2,1,1,0,12,10,255,11,844.538,Pugeuk,3,110,-1.138,0.731,2,-460.543,0,0,0,1,4,5,Yaksok~,173.3,54,845.413,117,178,0,143,77,18.345,5.29,-0.143,-0.351,-37.287,-0.295,-17.377,-19.29,-43.486,-11.807,-65.574,14.349,-48.473,11.369,-65.624,36.692,-76.708,-8.462,-106.338,-38.162,-78.468,0,0,0,848.819,3,Riyaj,-10.073,-69.274,0,1
21,2,1,0,0,0,0,0,0,255,255,255,8,897.049,_Chun,6,96,-2.2,0.335,2,-389.437,0.182,0,0,1,3,5,Slaris,175,54,898.137,88,89,51,125,113,37.556,-7.235,0.757,0.184,-36.8,-0.38,-16.825,-23.267,-51.802,-13.894,-64.425,23.554,-48.929,15.569,-61.841,37.587,-86.875,-0.278,-113.021,-8.254,-13.839,903.885,14.993,-113.549,904.069,7,D_arling,14.652,-111.639,0,1
22,2,1,0,0,1,0,0,0,255,255,255,9,929.4,_Chun,0,140,-1.692,-0.02,2,-67.777,-67.194,0,0,1,4,2,encounter v,190,54,930.419,105,144,14,141,81,-30.321,29.774,-0.094,0.159,-36.774,-0.211,-16.852,-21.637,-50.155,-13.422,-64.583,23.808,-48.679,13.002,-63.695,40.97,-89.083,0.669,-114.585,-8.196,-12.473,930.602,-1.349,-22.707,933.702,3,장덕춘_,-21.952,-60.673,0,2
