id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result,scoreA,scoreB,hMoveX,hMoveY,tag
29,3,0,0,0,1,0,0,0,255,255,255,11,1079.01,TaeGeuk_,15,113,-0.558,0.837,0,-16.617,-400,0,0,0,7,7,DoYaGee,160,52,0,0,0,0,0,0,0,0,0,0.014,-37.072,-0.06,-17.177,-20.285,-46.103,-10.911,-64.982,19.465,-48.98,10.952,-62.702,39.444,-88.728,11.034,-98.364,-35.635,-80.996,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
30,3,0,0,1,1,0,0,0,255,255,255,12,1090.909,TaeGeuk_,0,116,-0.234,0.892,2,-0.88,173.317,0,0,1,7,7,DoYaGee,160,52,1091.876,122,67,39,59,59,-13.151,37.249,-0.785,0.339,-36.881,0.041,-17.152,-20.156,-45.976,-10.821,-64.39,19.356,-48.977,10.888,-62.905,38.409,-86.554,11.871,-97.649,-36.409,-83.631,1090.135,-2.744,-22.732,1092.327,2,Oort__Cloud,-14.02,-40.831,0,2,1,0,-0.068,-0.062,0
31,3,0,0,0,2,0,0,0,255,255,255,13,1114.944,TaeGeuk_,3,107,-1.598,-0.492,1,-337.991,0,0,0,0,0,8,아침땅_,169.6,51,0,0,0,0,0,0,0,0,0,0.046,-37.036,-0.126,-17.193,-20.25,-46.505,-11.6,-64.834,17.567,-48.368,10.34,-64.3,40.099,-85.964,-14.042,-96.057,-35.338,-83.21,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
32,3,0,1,0,2,0,0,0,255,255,255,14,1127.98,TaeGeuk_,0,117,-0.198,-0.145,0,185.834,15.765,0.029,-17.567,0,0,8,아침땅_,169.6,51,0,0,0,0,0,0,0,0,0,0.366,-37.171,-0.032,-17.256,-20.21,-46.471,-11.604,-64.842,17.504,-48.458,10.474,-64.285,38.583,-85.014,-14.526,-97.635,-36.087,-85.709,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
33,3,0,1,1,2,0,0,0,255,255,255,15,1143.954,TaeGeuk_,0,131,0.916,-0.528,0,0,0,0,0,0,0,8,아침땅_,169.6,51,0,0,0,0,0,0,0,0,0,0.345,-36.875,0.013,-17.284,-20.202,-46.484,-11.591,-64.828,17.462,-48.308,9.672,-62.481,38.667,-85.26,-13.174,-98.086,-35.934,-85.768,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
34,3,0,1,2,2,0,0,0,255,255,255,16,1162.456,TaeGeuk_,0,140,-0.511,0.334,0,0,0,0,0,0,0,8,아침땅_,169.6,51,0,0,0,0,0,0,0,0,0,0.484,-37.221,-0.142,-17.243,-20.242,-45.758,-11.537,-64.682,18.432,-49.553,9.92,-61.369,38.652,-85.224,-12.844,-97.281,-34.418,-79.785,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
35,4,1,0,0,0,0,0,0,255,255,255,17,1211.562,_Chun,3,118,2.118,0.666,2,432.411,0,0,0,1,2,3,ke ro,160,51,1212.396,78,58,0,43,43,-4.838,2.236,-1,0.341,-36.741,0.023,-17.02,-20.895,-48.086,-10.975,-65.548,20.829,-45.354,10.779,-65.028,35.7,-81.8,0,-100.6,-49.811,-92.027,1210.86,0.228,-25.213,1212.127,0,_Chun,-0.911,-34.678,0,2,1,0,-0.046,-0.065,0
36,4,1,0,0,1,0,0,0,255,255,255,18,1243.427,_Chun,6,98,0.278,0.092,0,-399.983,0,0,0,0,3,2,Oort__Cloud,160,43,0,0,0,0,0,0,0,0,0,0.085,-37.449,0.196,-17.337,-22.08,-51.038,-10.875,-64.961,20.184,-45.8,9.35,-65.596,35.7,-81.8,0,-100.6,-50.255,-91.798,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
37,4,1,0,1,1,0,0,0,255,255,255,19,1262.044,_Chun,0,137,-0.106,1.276,2,-58.442,-61.409,0,0,1,3,2,Oort__Cloud,160,43,1263.218,119,139,73,169,93,102.939,-72.765,-1,0.305,-36.71,0.189,-17.036,-21.863,-49.277,-11.48,-65.107,22.189,-47.633,10.339,-66.494,35.7,-81.8,0,-100.6,-47.815,-88.361,1267.019,-54.983,6.638,0,0,,0,0,0,3,1,0,-0.081,-0.05,0
38,4,1,0,2,1,0,0,0,255,255,255,20,1292.36,_Chun,10,122,-0.47,-2.744,4,0,400,-0.087,-20.096,1,3,2,Oort__Cloud,160,51,0,0,0,0,0,0,0,0,0,-0.127,-37.572,0.073,-17.989,-21.584,-47.817,-12.167,-65.268,23.568,-48.398,6.924,-65.932,35.7,-81.8,0,-100.6,-48.179,-86.557,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
