id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result,scoreA,scoreB,hMoveX,hMoveY,tag
1,1,1,0,0,0,0,0,0,255,255,255,0,280.495,Pugeuk,0,130,-0.663,0.417,0,62.812,-91.182,0,0,0,0,2,M_lunatic,190,33,0,0,0,0,0,0,0,0,0,-0.13,-37.728,-0.062,-16.996,-21.325,-46.773,-13.783,-60.64,19.209,-44.323,14.179,-64.181,40.249,-74.522,0.326,-110.487,-39.279,-86.085,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
2,1,1,0,1,0,0,0,0,255,255,255,1,296.383,Pugeuk,0,121,0.751,-0.277,0,-182.077,-167.837,0,0,0,0,2,M_lunatic,190,33,0,0,0,0,0,0,0,0,0,-0.145,-37.716,0.122,-17.05,-21.065,-46.996,-14.411,-61.73,18.52,-43.669,14.108,-63.888,40.487,-74.477,0.913,-112.307,-40.589,-87.813,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
3,1,1,0,2,0,0,0,0,255,255,255,2,312.475,Pugeuk,3,117,-2.284,-0.029,2,-379.678,0,0,0,1,0,2,M_lunatic,190,33,0,101,168,15,133,115,-15.933,4.408,0.226,-0.378,-37.055,0.019,-17.016,-21.085,-47.01,-13.002,-64.399,18.59,-44.793,14.153,-63.964,43.337,-77.345,0.22,-113.886,-43.602,-87.028,313.525,-0.66,-24.696,317.434,7,D_arling,-5.357,-103.486,0,2,0,0,0.097,-0.209,0
4,1,1,0,0,0,1,0,0,2,255,255,3,347.25,Pugeuk,10,119,0.139,-1.672,1,0,400,0.038,-17.365,0,1,3,NABIMan,190,35,0,0,0,0,0,0,0,0,0,-0.078,-37.785,0.047,-17.194,-20.255,-44.501,-9.645,-59.993,18.691,-42.621,13.961,-64.881,43.642,-78.719,0.484,-111.772,-44.372,-89.797,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
5,1,1,1,0,0,1,0,0,2,255,255,4,365.021,Pugeuk,3,117,-1.369,-0.314,0,-393.2,0,-0.733,-17.871,1,1,3,NABIMan,190,35,0,0,0,0,0,0,0,0,0,-0.449,-37.606,-0.091,-17.154,-20.301,-43.742,-9.211,-57.367,18.063,-44.143,11.56,-64.927,42.73,-80.864,0.446,-111.722,-45.78,-90.271,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6,1,1,1,1,0,1,0,0,2,255,255,5,384.818,Pugeuk,6,81,2.036,0.272,4,294.472,0,0,0,1,1,3,NABIMan,190,34,0,0,0,0,0,0,0,0,0,0.198,-37.969,0.118,-17.638,-20.108,-44.726,-3.251,-61.076,20.041,-41.985,8.731,-66.936,40.742,-77.858,0.536,-111.512,-46.092,-90.655,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
7,1,1,1,2,0,0,1,0,255,2,255,6,408.412,Pugeuk,0,131,-1.103,0.443,0,-20.271,-200,0,0,1,1,3,NABIMan,190,34,0,0,0,0,0,0,0,0,0,-0.146,-37.657,-0.151,-17.095,-21.428,-48.126,-6.897,-60.211,18.982,-41.69,11.141,-65.447,42.534,-75.326,0.346,-111.256,-49.903,-92.604,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
8,1,1,0,0,1,0,1,0,255,2,255,7,432.382,Pugeuk,0,123,-0.683,0.138,0,6.008,0,0,0,0,2,7,Yaksok~,173.4,49,0,0,0,0,0,0,0,0,0,0.109,-37.765,-0.064,-17.184,-21.02,-47.676,-12.856,-61.465,18.858,-43.624,7.043,-66.682,43.708,-79.951,0.331,-112.169,-47.769,-81.967,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
9,1,1,0,1,1,0,1,0,255,2,255,8,450.423,Pugeuk,0,131,0.824,0.759,0,35.711,-163.611,0,0,0,2,7,Yaksok~,173.4,49,0,0,0,0,0,0,0,0,0,0.043,-37.864,0.06,-17.191,-20.978,-47.784,-12.812,-62.939,17.463,-43.932,6.976,-66.898,44.827,-82.254,0.304,-111.537,-44.691,-81.042,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
10,1,1,0,2,1,0,1,0,255,2,255,9,465.401,Pugeuk,3,115,1.471,-0.226,0,-419.834,55.879,0,0,0,2,7,Yaksok~,173.4,49,0,0,0,0,0,0,0,0,0,0.008,-37.891,0.13,-17.227,-21.135,-47.326,-12.334,-63.018,16.759,-44.659,1.871,-65.063,45.074,-77.979,0.251,-111.773,-44.673,-81.058,0,0,0,0,0,,0,0,0,0,0,0,0,0,4
