id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,spinValid,spinControlled,spinFallbackLegacy,spinLegacyMag,spinTargetMag,spinVOffset,spinHOffset,spinContactStrength,spinContactX,spinContactY,spinContactZ,spinSpeedStrength,spinBatDirMag,spinTangentMag,spinHitSpeedKmh,spinAppliedMag,phValid,phSource,phColMode,phFlags,phDt,phFixedDt,phTargetAge,phInstFps,phRawCpX,phRawCpY,phRawCpZ,phRawHPos,phRawNX,phRawNY,phRawNZ,phNDeltaDeg,phCpX,phCpY,phCpZ,phHPosAdj,phNX,phNY,phNZ,phNVDeg,phBallVX,phBallVY,phBallVZ,phBallSpd,phProxyPVX,phProxyPVY,phProxyPVZ,phProxyPSpd,phRenderPVX,phRenderPVY,phRenderPVZ,phRenderPSpd,phLastDX,phLastDY,phLastDZ,phBatSpd,phLagX,phLagY,phLagZ,phLagRotDeg,phProxyMoveX,phProxyMoveY,phProxyMoveZ,phProxyMoveRotDeg,phRenderMoveX,phRenderMoveY,phRenderMoveZ,phRenderMoveRotDeg,phBallMoveX,phBallMoveY,phBallMoveZ,phBallMoveSpd,phRawDirX,phRawDirY,phRawDirZ,phRawDirH,phProxyDirX,phProxyDirY,phProxyDirZ,phProxyDirH,phRenderDirX,phRenderDirY,phRenderDirZ,phRenderDirH,phProxyGeoX,phProxyGeoY,phProxyGeoZ,phProxyGeoH,phRenderGeoX,phRenderGeoY,phRenderGeoZ,phRenderGeoH,phFinalDirX,phFinalDirY,phFinalDirZ,phFinalDirH,phSweepSteps,phSweepT,phProxyMoveDist,phRenderMoveDist,phRawProxyPVX,phRawProxyPVY,phRawProxyPVZ,phRawProxyPSpd,phRawRenderPVX,phRawRenderPVY,phRawRenderPVZ,phRawRenderPSpd,phLegacyDirX,phLegacyDirY,phLegacyDirZ,phLegacyDirH,phRawRelVX,phRawRelVY,phRawRelVZ,phRawRelSpd,phImpulseX,phImpulseY,phImpulseZ,phImpulseMag,phProxyRbVX,phProxyRbVY,phProxyRbVZ,phProxyRbSpd,phProxyRbAVX,phProxyRbAVY,phProxyRbAVZ,phProxyRbAVMag,phSeparation,phContactCount,phCpDelta,phHPosDelta,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
43,SIDE,2,0,0,0,0,0,2,0,0,0,255,255,255,,1228.632,,,,,,,,,,,,,,,,,,,,,,,,8,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
44,,3,1,0,0,0,0,0,0,0,0,255,255,255,20,1263.307,"가앤슬_",L,26,85,137,1.655,0.305,-0.319,1.74,0.843,1.622,-36.439,21.527,33,67,0,2,"",-81.783,-200,-21.668,0,0,7,"Yes_Man_","SUGUN","HOGGYS 호기스","","HANA_ARASHI","인생최패망자","shimenawa","CVPileMaki","",0,R,"CVPileMaki",190,94.088,0.399,3,47,W,Y,1,1264.453,150,90,103,95,48,,145,90,24.634,65.434,0.333,1.089,-19.613,-0.84,0,0.25,112.323,39.486,-117.138,1,1,0,600,167.024,-0.682,-0.107,1,0.022,-0.053,0.003,0.464,1,0.998,90.314,167.024,1,3,3,1023,0.014,0.014,0,72,0.362,1.069,-19.568,-0.798,0.507,-0.359,0.783,0,0.449,0.811,-19.595,-0.84,0.507,-0.359,0.783,24.634,1.201,-2.006,35.663,35.739,-14.745,-4.954,-30.444,34.188,-14.745,-4.954,-30.444,34.188,-0.611,-0.358,-0.706,90.314,0,0,0,0,-0.003,0.037,-0.319,37.883,-0.003,0.037,-0.319,37.883,-0.182,0.111,0.187,20.4,-0.776,0.521,-0.355,65.434,-0.776,0.521,-0.355,65.434,-0.776,0.521,-0.355,65.434,-0.59,0,0.807,-36.17,-0.59,0,0.807,-36.17,-0.827,0.417,-0.378,65.434,46,-1,0.321,0.321,-14.745,-4.954,-30.444,34.188,-14.745,-4.954,-30.444,34.188,-0.507,0.359,-0.783,32.933,1.155,-2.089,35.517,35.598,-2.067,1.463,-3.191,4.074,-0.239,2.664,-22.992,23.147,20.408,-42.818,4.044,47.605,0.474,1,0.274,-0.042,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211,-38.214,-0.013,-17.104,-20.078,-46.514,-13.168,-64.683,22.862,-50.215,11.128,-66.166,36.893,-86.5,0.38,-112.286,-42.578,-92.91,0.261,-37.402,,"임 재 천",-0.016,-17.119,,"encounter v",-19.992,-46.425,,"ke ro",-13.212,-65.074,,"_Gosomi",22.69,-50.261,,"「론구」",11.138,-66.174,,"Kr_Luna",36.892,-86.502,,"IbikiKai_JP",0.405,-112.3,,"하루（Haru）",-41.963,-93.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
45,,3,1,0,0,0,1,0,0,0,0,255,255,255,21,1281.468,"가앤슬_",L,26,88,140,3.49,-0.237,-0.152,1.637,1.62,1.288,-36.439,2.803,52,48,0,2,"",-70.203,-200,-16.412,0,0,7,"=","=","=","","=","=","=","=","",0,R,"CVPileMaki",190,94.088,0.399,0,47,W,Y,1,1282.559,143,88,123,110,42,,145,90,111.91,59.221,0.681,0.845,-19.768,-0.96,0,0.337,2.892,-2.655,0.371,1,1,0,230.358,3.944,0.093,-0.071,0.023,-0.036,-0.041,-0.017,0.468,1,0.381,90.829,3.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131,-37.651,-0.004,-17.106,-19.926,-45.999,-14.055,-63.243,23.125,-50.418,10.841,-66.142,35.775,-87.583,-2.05,-111.393,-46.605,-96.66,0.39,-37.135,,"임 재 천",0.005,-17.117,,"encounter v",-19.809,-45.828,,"ke ro",-14.338,-64.052,,"_Gosomi",23.017,-50.488,,"「론구」",10.721,-65.898,,"Kr_Luna",35.776,-87.583,,"IbikiKai_JP",-2.138,-111.444,,"하루（Haru）",-46.137,-96.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
46,,3,1,0,0,0,2,0,0,0,0,255,255,255,22,1298.84,"가앤슬_",L,14,79,116,-1.063,-0.873,-0.455,1.483,0.209,1.436,-36.439,30.473,56,44,0,0,"",-390.434,312.348,-13.94,0,0,7,"=","=","=","","=","=","=","=","",0,R,"CVPileMaki",190,94.088,0.399,,47,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,1301.676,7,,578,0,,,,,,,,,,,,,,,,,,,0.183,-37.569,-0.012,-17.108,-20.119,-45.957,-13.518,-64.464,23.317,-50.369,10.833,-65.798,36.755,-85.965,-0.68,-111.099,-45.587,-98.853,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
47,,3,1,0,0,0,0,1,0,0,0,255,255,255,23,1330.817,"가앤슬_",L,32,81,132,-1.195,1.118,-0.543,1.853,-0.199,2.127,-36.439,43.649,80,20,0,4,"",-212.646,-200,-13.305,0,0,0,"=","=","=","","=","=","=","=","",1,R,"Yes_Man_",190,85.251,0.499,,76,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,-37.52,-0.013,-17.089,-18.298,-43.333,-14.333,-63.876,23.278,-50.285,10.867,-65.868,36.747,-85.96,1.018,-114.715,-43.415,-97.337,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
48,,3,1,0,0,0,1,1,0,0,0,255,255,255,24,1346.724,"가앤슬_",L,13,77,103,0.728,-0.153,-0.66,1.881,-0.327,2.013,-36.439,49.456,86,14,0,2,"",334.31,350.042,-9.875,0,0,0,"=","=","=","","=","=","=","=","",1,R,"Yes_Man_",190,85.251,0.499,0,76,W,Y,1,1348.028,101,138,105,112,111,,136,132,-9.764,23.156,0.237,0.8,-21.204,0.63,0,0.633,-235.374,-55.723,-149.887,1,1,0,541.697,284.555,0.979,0.196,1,-0.013,0.056,-0.001,0.79,1,0.895,132.756,284.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347.934,-1.495,-25.255,1349.517,3,-14.799,0.055,-61.617,0,0,,,,,,,,,,,,,,,1352.542,0,,147,2,,,,,,,,,,,,,,,,,,,-0.036,-37.568,0.014,-17.102,-19.486,-44.963,-14.865,-63.41,23.242,-50.614,11.01,-66.101,35.032,-86.848,1.017,-114.721,-45.543,-103.999,-0.422,-37.73,,"임 재 천",-0.038,-17.106,,"encounter v",-19.296,-44.772,118,"ke ro",-15.214,-64.347,103,"_Gosomi",23.324,-50.429,,"「론구」",10.865,-65.792,,"Kr_Luna",32.699,-88.857,,"IbikiKai_JP",1.014,-114.71,,"하루（Haru）",-45.548,-103.989,,1354.624,-0.896,-38.25,,,,1351.912,-18.938,-40.314,1349.786,-15.701,-63.05,,,,,,,,,,,,,,,,,,,,,,1353.779,-15.514,-39.007,1351.053,-15.756,-56.665,,,,,,,,,,,,,,,,"",2,0,"ke ro",,,,259,""
49,,3,1,0,0,0,0,2,0,0,0,255,255,255,25,1366.452,"가앤슬_",L,6,61,92,0.607,0.364,-0.235,1.652,1.133,1.887,-36.439,23.931,100,0,0,0,"",-378.958,22.021,-11.758,0,0,1,"=","=","=","","=","=","=","=","",8,R,"SUGUN",179.9,82,0.5,,76,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,-37.57,-0.004,-17.101,-19.365,-45.075,-15.331,-63.695,23.55,-50.97,10.227,-66.351,29.649,-90.628,-0.987,-111.635,-45.216,-99.169,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1371.29,-0.204,-36.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
50,,3,1,0,0,0,1,2,0,0,0,255,255,255,26,1384.149,"가앤슬_",L,26,87,140,2.71,-0.76,-0.369,1.707,0.611,1.669,-36.439,20.946,87,13,0,2,"",-88.425,-200,-22.129,0,0,1,"=","=","=","","=","=","=","=","",8,R,"SUGUN",179.9,82,0.5,0,76,W,Y,1,1385.217,216,19,65,17,0,,131,110,26.173,24.417,0.218,1.082,-19.976,0.13,0,0.284,33.414,-1.164,-19.886,1,1,0,245.437,38.901,-0.18,-0.074,0.175,0.023,-0.032,0.041,0.618,1,0.406,110.289,38.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389.667,-38.742,-105.881,1389.85,8,-37.219,2.491,-102.524,0,0,,,,,,,,,,,,,,,1390.08,1,,457,0,,,,,,,,,,,,,,,,,,,-0.006,-37.496,-0.008,-17.093,-19.7,-45.243,-15.211,-63.359,23.753,-50.92,10.116,-66.056,29.642,-90.636,-1.022,-111.596,-45.229,-99.117,-0.281,-37.394,,"임 재 천",-0.017,-17.103,,"encounter v",-19.228,-44.84,,"ke ro",-15.623,-64.644,,"_Gosomi",23.581,-51.056,,"「론구」",10.139,-66.035,,"Kr_Luna",29.646,-90.636,,"IbikiKai_JP",-1.025,-111.603,,"하루（Haru）",-45.222,-99.108,76,,,,,,,,,,,,,,,,,,,,,,,,,1390.089,-37.872,-103.456,,,,,,,,,,,,,,,,,,,,,,,,,1392.461,-34.316,-97.601,"",1,0,"하루（Haru）",,,,32,""
51,SIDE,3,1,0,0,0,0,2,0,0,0,255,255,255,,1392.467,,,,,,,,,,,,,,,,,,,,,,,,2,"=","=","=","","=","=","=","=","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436.333,-0.081,-38.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,128,""
52,,3,0,0,0,0,0,0,0,0,0,255,255,255,19,1438.737,"CVPileMaki",R,0,62,116,0.698,-0.911,0.299,1.605,0.265,1.021,-36.37,36.121,0,100,0,0,"",17.987,-14.338,4.252,0,0,8,"encounter v","ke ro","임 재 천","_Gosomi","Kr_Luna","하루（Haru）","「론구」","IbikiKai_JP","가앤슬_",0,R,"가앤슬_",190,83.179,0.2,,75,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.195,-37.479,0.345,-17.204,-19.125,-45.264,-11.154,-61.741,18.738,-46.634,11.635,-61.87,42.15,-90.029,0,-109.9,-45.651,-93.945,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1443.024,-0.07,-37.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
53,,3,0,0,0,0,1,0,0,0,0,255,255,255,20,1452.899,"CVPileMaki",R,0,66,119,4.009,1.949,0.52,1.986,1.731,2.829,-36.37,79.197,88,12,0,2,"",0,0,1.928,0,0,8,"=","=","=","=","=","=","=","=","=",0,R,"가앤슬_",190,83.179,0.2,0,75,W,Y,0,1454.102,15,23,0,0,0,,2,35,32.162,29.876,0.725,1.828,-18.979,1,0,0.371,13.187,8.034,-3.468,1,1,0,581.966,15.826,-0.815,-0.529,1,0.009,-0.034,-0.045,0.044,1,0.962,35.715,15.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456.375,-8.191,-34.464,1457.409,2,-9.992,0.203,-37.582,0,0,,1460.149,,,,,,,,,,,,,1460.326,8,,147,0,,,,,,,,,,,1459.702,2,,,,,,,-0.163,-37.429,0.215,-17.248,-20.517,-45.912,-11.638,-61.523,18.449,-46.825,11.612,-64.965,43.668,-92.555,0,-109.85,-44.882,-94.256,0.087,-36.77,,"Yes_Man_",0.234,-17.68,,"HANA_ARASHI",-20.189,-45.584,120,"HOGGYS 호기스",-11.63,-61.521,,"인생최패망자",18.291,-46.616,,"shimenawa",11.207,-65.135,,"ddil_ddil69",43.636,-92.55,,"AI",0,-109.84,,"SUGUN",-44.727,-94.224,,1462.502,-4.515,-39.666,,,,1457.636,-11.08,-38.269,,,,,,,,,,,,,,,,,,,,,,,,,1461.83,-18.425,-41.87,,,,,,,,,,,,,,,,,,,"",2,0,"HANA_ARASHI",,,,144,""
54,,3,0,0,0,0,0,1,0,0,0,255,255,255,21,1481.218,"CVPileMaki",R,28,76,127,-0.403,-0.318,0.144,1.633,-0.258,1.347,-36.37,22.354,38,62,0,2,"",52.395,-61.4,4.774,0,0,0,"=","=","=","=","=","=","=","=","=",2,L,"encounter v",190,86.037,0.46,5,75,W,Y,1,1482.294,224,143,110,106,89,,145,98,33.259,56.828,-0.067,0.952,-21.154,1,0,0.273,-7.057,-93.544,-164.959,1,1,0,453.738,189.768,-0.519,0.632,0.995,-0.056,-0.007,0.006,0.53,1,0.75,98.875,189.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487.092,-66.157,-66.804,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.201,-37.41,-0.034,-17.028,-20.39,-46.032,-12.377,-61.748,18.442,-44.893,14.834,-63.805,43.449,-92.671,0,-109.87,-44.027,-92.484,0.065,-37.101,,"Yes_Man_",-0.108,-17.539,,"HANA_ARASHI",-19.48,-45.271,,"HOGGYS 호기스",-13.746,-60.977,,"인생최패망자",18.241,-44.834,,"shimenawa",14.807,-63.766,,"ddil_ddil69",43.49,-92.711,,"AI",0,-109.84,,"SUGUN",-44.065,-92.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
55,,3,0,0,0,0,1,1,0,0,0,255,255,255,22,1498.66,"CVPileMaki",R,10,71,113,0.39,1.321,0.322,2.073,0.302,2.888,-36.37,68.755,87,13,0,2,"",-82.032,370.293,6.477,0,0,0,"=","=","=","=","=","=","=","=","=",2,L,"encounter v",190,86.037,0.46,5,75,W,Y,1,1499.802,232,86,111,41,22,,145,90,-18.734,-39.739,0.06,1.47,-19.931,-0.9,0,0.351,-90.121,50.658,-27.893,1,1,0,461.86,107.08,-0.411,-0.323,0.644,-0.02,-0.007,0.053,0.462,1,0.763,90.071,107.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.759,2.591,-22.978,1501.275,4,17.095,0.255,-40.46,0,0,,,,,,,,,,,,,,,1503.973,0,,147,32,,,,,,,,,,,,,,,,,,,-0.215,-37.526,-0.182,-16.949,-19.636,-45.113,-13.711,-59.766,18.784,-45.42,14.517,-64.312,39.037,-92.975,0,-109.85,-45.462,-90.444,0.174,-37.419,,"Yes_Man_",-0.154,-17.395,,"HANA_ARASHI",-19.658,-45.914,120,"HOGGYS 호기스",-13.665,-59.646,,"인생최패망자",18.833,-45.227,120,"shimenawa",14.847,-64.257,,"ddil_ddil69",39.066,-93.034,,"AI",0,-109.84,,"SUGUN",-45.252,-90.612,,1509.371,0.427,-37.941,,,,1503.376,-17.774,-39.147,,,,1501.44,17.502,-41.048,,,,,,,,,,,,,,,,,,,1505.285,-17.192,-39.444,,,,1502.057,13.344,-40.261,,,,,,,,,,,,,"",2,0,"인생최패망자",,,,176,""
56,,3,0,0,0,0,0,2,0,0,0,255,255,255,23,1523.445,"CVPileMaki",R,34,73,125,0.619,-0.116,0.23,1.682,0.139,1.491,-36.37,32.917,68,32,0,2,"",80.945,-32.91,7.991,0,0,1,"=","=","=","=","=","=","=","=","=",3,R,"ke ro",170.4,80.017,0.396,0,75,W,Y,1,1524.55,84,70,39,50,23,,105,108,-19.178,25.152,0.021,0.731,-19.752,0.66,0,0.479,-158.642,150.433,-6.823,1,1,0,567.864,218.732,0.65,-0.724,1,0.038,0.039,-0.016,0.608,1,0.939,108.987,218.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524.342,-0.872,-21.648,1527.859,8,-27.953,0.056,-81.744,0,0,,1530.235,,,,,,,,,,,,,1530.804,1,,147,2,,,,,,,,,,,,,,,,,,,-0.116,-37.481,0.054,-17.023,-19.88,-45.68,-12.558,-59.845,18.264,-46.212,13.262,-64.648,42.296,-89.073,0,-109.86,-43.703,-90.178,0.131,-37.356,,"Yes_Man_",0.003,-17.494,,"HANA_ARASHI",-19.776,-45.693,,"HOGGYS 호기스",-12.514,-59.81,,"인생최패망자",18.015,-46.476,,"shimenawa",13.424,-64.809,,"ddil_ddil69",42.307,-89.094,,"AI",0,-109.84,,"SUGUN",-43.583,-90.16,106,,,,,,,1530.229,-19.435,-40.78,,,,,,,,,,,,,,,,1528.019,-28.424,-82.387,,,,,,,,,,,,,,,,,,,,,,,,,1528.423,-27.812,-79.02,"",2,0,"SUGUN",,,,18,""
57,SIDE,3,0,0,0,0,0,2,0,0,0,255,255,255,,1557.059,,,,,,,,,,,,,,,,,,,,,,,,2,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
58,,4,1,0,0,0,0,0,0,0,0,255,255,255,27,1588.514,"가앤슬_",L,26,92,140,1.732,-0.509,-0.329,1.54,0.797,1.127,-36.439,3.895,42,58,0,4,"",-24.001,-192.093,-16.108,0.701,-10.249,2,"Yes_Man_","SUGUN","HOGGYS 호기스","ddil_ddil69","HANA_ARASHI","인생최패망자","shimenawa","CVPileMaki","",3,L,"HOGGYS 호기스",190,87.075,0.35,,75,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,-37.804,0.031,-17.034,-19.551,-45.122,-12.36,-64.659,22.794,-49.255,14.479,-64.146,36.883,-86.504,0.09,-110.237,-40.357,-95.917,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
