id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,spinValid,spinControlled,spinFallbackLegacy,spinLegacyMag,spinTargetMag,spinVOffset,spinHOffset,spinContactStrength,spinContactX,spinContactY,spinContactZ,spinSpeedStrength,spinBatDirMag,spinTangentMag,spinHitSpeedKmh,spinAppliedMag,phValid,phSource,phColMode,phFlags,phDt,phFixedDt,phTargetAge,phInstFps,phRawCpX,phRawCpY,phRawCpZ,phRawHPos,phRawNX,phRawNY,phRawNZ,phNDeltaDeg,phCpX,phCpY,phCpZ,phHPosAdj,phNX,phNY,phNZ,phNVDeg,phBallVX,phBallVY,phBallVZ,phBallSpd,phProxyPVX,phProxyPVY,phProxyPVZ,phProxyPSpd,phRenderPVX,phRenderPVY,phRenderPVZ,phRenderPSpd,phLastDX,phLastDY,phLastDZ,phBatSpd,phLagX,phLagY,phLagZ,phLagRotDeg,phProxyMoveX,phProxyMoveY,phProxyMoveZ,phProxyMoveRotDeg,phRenderMoveX,phRenderMoveY,phRenderMoveZ,phRenderMoveRotDeg,phBallMoveX,phBallMoveY,phBallMoveZ,phBallMoveSpd,phRawDirX,phRawDirY,phRawDirZ,phRawDirH,phProxyDirX,phProxyDirY,phProxyDirZ,phProxyDirH,phRenderDirX,phRenderDirY,phRenderDirZ,phRenderDirH,phProxyGeoX,phProxyGeoY,phProxyGeoZ,phProxyGeoH,phRenderGeoX,phRenderGeoY,phRenderGeoZ,phRenderGeoH,phFinalDirX,phFinalDirY,phFinalDirZ,phFinalDirH,phSweepSteps,phSweepT,phProxyMoveDist,phRenderMoveDist,phRawProxyPVX,phRawProxyPVY,phRawProxyPVZ,phRawProxyPSpd,phRawRenderPVX,phRawRenderPVY,phRawRenderPVZ,phRawRenderPSpd,phLegacyDirX,phLegacyDirY,phLegacyDirZ,phLegacyDirH,phRawRelVX,phRawRelVY,phRawRelVZ,phRawRelSpd,phImpulseX,phImpulseY,phImpulseZ,phImpulseMag,phProxyRbVX,phProxyRbVY,phProxyRbVZ,phProxyRbSpd,phProxyRbAVX,phProxyRbAVY,phProxyRbAVZ,phProxyRbAVMag,phSeparation,phContactCount,phCpDelta,phHPosDelta,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
11,,1,1,0,0,1,1,2,1,0,0,8,255,255,10,519.235,"가앤슬_",L,14,69,109,-1.272,-1.946,-0.472,1.5,0.13,0.946,-36.439,21.871,61,39,0,1,"",-366.037,336.968,-12.445,-0.272,-18.826,3,"=","=","=","=","=","=","","=","",6,R,"ddil_ddil69",176.4,89.974,0.546,,83,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,534.272,,,,,,,,,,,,,,,,,,,,,,,,,,0.133,-37.918,,,-17.996,-39.627,-15.495,-63.632,22.065,-50.823,9.705,-66.328,35.932,-93.008,0,-109.85,-48.756,-101.337,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,526.085,-0.948,-37.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
12,,1,1,0,0,2,1,2,1,0,0,8,255,255,11,534.652,"가앤슬_",L,14,63,96,0.834,-0.15,-0.302,1.672,0.924,1.938,-36.439,19.045,70,30,0,2,"",-254.118,241.791,-5.114,0,0,3,"=","=","=","=","=","=","","=","",6,R,"ddil_ddil69",176.4,89.974,0.546,5,83,W,Y,1,536.015,226,154,165,129,54,,145,97,113.731,-68.179,0.135,1.087,-21.858,0.97,0,0.567,6.43,14.309,81.441,1,1,0,481.602,82.938,0.277,0.324,0.444,0.04,-0.041,0.004,0.518,1,0.796,97.399,82.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,553.604,,,,,,,,,,,,,,,,,,,,,,,,,,0.202,-37.932,,,-18.559,-39.251,-15.754,-63.286,22.377,-51.191,9.239,-66.592,35.914,-93.008,0,-109.85,-47.383,-98.883,-0.294,-37.405,,"",0,0,,"encounter v",-16.056,-42.476,,"ke ro",-15.97,-64.324,,"_Gosomi",22.419,-51.022,,"「론구」",9.185,-66.441,,"Kr_Luna",35.976,-93.037,,"AI",0,-109.84,,"하루（Haru）",-46.942,-99.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
13,,1,1,0,0,2,2,2,1,0,0,8,255,255,12,558.038,"가앤슬_",L,26,89,140,1.753,-0.516,-0.336,1.554,0.764,1.101,-36.439,14.504,38,62,0,2,"",-85.323,-200,-26.679,0,0,3,"=","=","=","=","=","=","","=","",6,R,"ddil_ddil69",176.4,89.974,0.546,5,42,W,Y,1,559.288,56,73,81,43,22,,76,65,103.889,-35.118,0.244,0.773,-20.569,-0.3,0,0.41,9,94.907,10.133,1,1,0,369.98,95.87,0.489,0.843,0.969,0.057,-0.006,0.003,0.275,1,0.612,65.742,95.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.492,-8.826,-7.286,564.692,,-8.564,2.601,-7.679,0,0,,,,,,,,,,,,,,,564.804,3,,450,0,,,,,,,,,,,,,,,,,,,0.045,-37.664,,,-19.579,-40.835,-16.508,-63.079,21.716,-52.553,9.512,-66.591,35.753,-93.244,0,-109.86,-49.639,-98.266,-0.328,-37.663,,"",0,0,,"encounter v",-18.223,-43.637,,"ke ro",-17.353,-65.05,,"_Gosomi",22.192,-52.384,,"「론구」",9.47,-66.34,,"Kr_Luna",35.761,-93.242,,"AI",0,-109.84,,"하루（Haru）",-49.638,-98.269,,,,,564.818,-8.752,-7.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1,0,"임 재 천",,,,4,""
14,SIDE,1,1,0,0,0,0,2,1,0,0,8,255,255,,568.358,,,,,,,,,,,,,,,,,,,,,,,,4,"=","=","=","=","=","=","","=","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
15,,1,0,0,0,0,0,0,0,0,0,255,255,255,0,645.434,"CVPileMaki",R,28,81,132,-2.394,-0.398,-0.04,1.615,-1.117,1.289,-36.37,7.565,47,53,0,1,"",61.118,-73.376,10.16,0,0,0,"encounter v","ke ro","","_Gosomi","Kr_Luna","하루（Haru）","「론구」","가앤슬_","IbikiKai_JP",2,L,"encounter v",190,86.037,0.46,,81,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.112,-38.191,0.011,-17.08,-20.487,-47.828,-10.862,-62.065,18.658,-44.957,,,46.458,-95.201,0,-109.86,-46.341,-93.268,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
16,,1,0,0,0,1,0,0,0,0,0,255,255,255,1,656.559,"CVPileMaki",R,12,75,122,1.387,1.381,0.401,2.051,0.649,2.626,-36.37,58.358,87,13,0,2,"",-36.496,148.569,4.44,0,0,0,"=","=","","=","=","=","=","=","=",2,L,"encounter v",190,86.037,0.46,5,81,W,Y,1,657.719,255,122,170,0,0,,145,106,29.302,-9.018,0.266,1.516,-19.781,-0.09,0,0.417,200.843,-61.267,-34.625,1,1,0,287.668,212.815,-0.735,0.236,1,-0.015,-0.054,0.009,0.591,1,0.476,106.85,212.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.55,15.865,-109.026,662.717,7,15.401,2.116,-106.508,0,0,,663.615,,,,,,,,,,,,,662.89,0,,456,0,,,,,,,,,,,,,,,,,,,-0.08,-37.81,-0.068,-17.404,-19.896,-44.517,-10.924,-62.084,18.601,-44.903,,,46.816,-96.25,0,-109.85,-46.005,-93.73,0.024,-36.759,,"Yes_Man_",-0.115,-17.469,,"HANA_ARASHI",-19.991,-44.685,,"HOGGYS 호기스",-10.907,-62.018,,"인생최패망자",18.396,-44.686,,"",0,0,,"ddil_ddil69",46.822,-96.293,,"AI",0,-109.84,,"SUGUN",-46.057,-93.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1,0,"AI",,,,0,""
17,,1,0,0,0,0,0,1,0,0,0,255,255,255,2,681.036,"CVPileMaki",R,34,85,138,0.608,0.056,0.286,1.761,0.154,1.554,-36.37,32.886,78,22,0,2,"",88.312,-74.048,7.849,0,0,1,"=","=","","=","=","=","=","=","=",3,R,"ke ro",170.4,80.017,0.396,5,81,W,Y,1,682.059,205,49,74,33,26,,137,84,-3.006,34.161,0.109,0.887,-19.836,-0.6,0,0.442,4.418,18.595,-5.459,1,1,0,274.034,19.877,-0.015,-0.195,0.131,0.041,0.002,0.04,0.421,1,0.453,84.713,19.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.225,-5.014,-27.378,683.392,2,-13.266,0.057,-39.546,0,0,,,,,,,,,,,,,,,685.615,1,,147,0,,,,,,,,,,,685.018,2,,,,,,,-0.105,-37.513,0.074,-17.08,-15.675,-42.994,-11.341,-61.791,17.06,-46.392,,,48.074,-96.752,0,-109.85,-46.132,-93.057,0.222,-36.805,,"Yes_Man_",0.04,-17.254,,"HANA_ARASHI",-15.296,-43.165,100,"HOGGYS 호기스",-11.315,-61.697,,"인생최패망자",16.491,-46.251,,"",0,0,,"ddil_ddil69",48.218,-96.635,,"AI",0,-109.84,,"SUGUN",-46.113,-93.081,,686.994,-0.277,-37.881,,,,683.585,-14.335,-40.764,,,,,,,,,,,,,,,,,,,,,,,,,686.131,-15.458,-41.511,,,,,,,,,,,,,,,,,,,"",2,0,"HANA_ARASHI",,,,144,""
18,,1,0,0,0,0,0,2,0,0,0,255,255,255,3,701.966,"CVPileMaki",R,38,59,100,0.575,0.184,0.345,1.79,0.176,1.709,-36.37,45.521,68,32,0,0,"",37.443,-25.556,3.599,0,0,2,"=","=","임 재 천","=","=","=","=","=","=",1,R,"임 재 천",190,88,0.48,,81,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.157,-37.537,-0.002,-17.318,-19.037,-45.419,-10.03,-60.567,16.184,-44.699,,,47.846,-96.986,0,-109.86,-46.076,-93.074,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,706.067,-0.134,-36.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
19,,1,0,0,0,0,1,2,0,0,0,255,255,255,4,715.467,"CVPileMaki",R,34,66,106,2.327,-1.566,0.384,1.777,0.383,1.648,-36.37,46.821,81,19,0,2,"",59.399,-33.003,5.878,0,0,2,"=","=","=","=","=","=","=","=","=",1,R,"임 재 천",190,88,0.48,0,81,W,Y,1,716.656,208,48,61,74,44,,138,86,33.466,10.524,0.213,1.023,-19.995,-1,0,0.233,-35.072,-7.062,1.928,1,1,1,35.828,0,0,-0.002,0,0.009,-0.031,0.047,0.431,1,0.059,86.052,35.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.092,-11.948,-86.176,722.442,7,-13.444,0.835,-94.376,1,0,,723.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.072,-37.704,-0.021,-17.366,-19.814,-45.199,-10.069,-60.543,16.413,-44.883,,,47.97,-96.941,0,-109.85,-46.246,-93.055,0.187,-36.785,,"Yes_Man_",-0.031,-17.578,,"HANA_ARASHI",-20.177,-45.341,,"HOGGYS 호기스",-10.061,-60.483,,"인생최패망자",16.196,-44.63,,"",0,0,72,"ddil_ddil69",47.926,-96.975,,"AI",0,-109.84,,"SUGUN",-46.239,-93.058,,729.615,0.056,-38.398,,,,,,,,,,,,,726.185,-0.046,-59.356,,,,,,,,,,,,,,,,,,,,,,,,,728.371,0.383,-57.601,,,,,,,,,,"",2,0,"AI",,,,192,""
20,,1,0,0,0,0,0,2,1,0,0,11,255,255,5,742.187,"CVPileMaki",R,33,81,131,1.757,0.309,0.389,1.788,0.6,1.684,-36.37,44.582,82,18,0,2,"",124.89,-88.856,6.618,0,0,3,"=","=","=","=","=","=","=","=","=",4,R,"_Gosomi",175,86.368,0.434,5,80,W,Y,1,743.379,255,64,147,65,0,,145,95,31.607,48.909,0.327,0.991,-19.761,-0.36,0,0.338,27.12,110.022,29.735,1,1,0,584.134,117.152,0.181,-0.625,0.646,0.055,-0.014,0.001,0.504,1,0.966,95.473,117.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.867,-58.953,-68.535,,,,,,0,0,,,,,,,,,,,,744.709,,,,,,,,,,,,,,,,,,,,,,,,,,-0.116,-37.384,-0.014,-17.064,-18.737,-45.262,-11.879,-60.426,17.378,-45.647,11.459,-65.961,48.157,-97.386,0,-109.86,-46.356,-92.104,0.195,-37.256,,"Yes_Man_",0.038,-17.635,,"HANA_ARASHI",-18.745,-45.257,,"HOGGYS 호기스",-11.739,-60.471,,"인생최패망자",17.163,-45.609,,"shimenawa",12.399,-65.808,,"ddil_ddil69",47.829,-97.896,,"AI",0,-109.84,,"SUGUN",-46.176,-92.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
21,,1,0,0,0,0,1,2,1,0,0,11,255,255,6,761.657,"CVPileMaki",R,0,75,126,-1.901,-0.014,0.012,1.7,-0.874,1.559,-36.37,15.337,42,58,0,1,"",29.736,-26.316,5.821,0,0,3,"=","=","=","=","=","=","=","=","=",4,R,"_Gosomi",175,86.368,0.434,,80,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,772.21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.165,-37.514,-0.15,-17.331,-21.009,-47.468,-11.047,-60.168,16.911,-45.868,9,-65.327,48.874,-97.138,0,-109.86,-45.58,-92.351,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
22,,1,0,0,0,1,1,2,1,0,0,11,255,255,7,779.696,"CVPileMaki",R,28,79,129,0.186,0.418,0.192,1.754,-0.036,1.748,-36.37,29.223,86,14,0,2,"",75.979,-87.411,7.14,0,0,3,"=","=","=","=","=","=","=","=","=",4,R,"_Gosomi",175,86.368,0.434,5,80,W,Y,1,780.867,255,63,118,99,28,,145,95,54.673,25.758,0.034,1.059,-20.203,-0.36,0,0.264,38.157,30.286,14.194,1,1,0,579.071,50.741,-0.045,-0.325,0.28,0.029,-0.045,0.018,0.504,1,0.957,95.473,50.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.634,-26.828,-74.228,789.742,7,-31.785,0.058,-83.392,1,0,,786.931,,,,791.351,,,,,,781.785,,,,,,,,,,,,,,,,,,,,,,,,,,-0.262,-37.326,-0.113,-17.348,-19.757,-45.464,-11.04,-60.148,16.861,-45.943,11.71,-65.177,48.866,-97.153,0,-109.87,-45.647,-92.344,-0.039,-36.961,,"Yes_Man_",-0.179,-17.515,,"HANA_ARASHI",-20.003,-45.403,,"HOGGYS 호기스",-11.047,-60.115,,"인생최패망자",16.729,-45.664,,"shimenawa",12.047,-65.481,64,"ddil_ddil69",48.859,-97.151,,"AI",0,-109.84,,"SUGUN",-45.61,-92.28,,797.606,0,-38.225,,,,,,,,,,,,,793.338,-0.5,-59.69,,,,,,,,,,,,,,,,,,,,,,,,,796.167,0.203,-58.015,,,,,,,,,,"",2,0,"AI",791.351,,,192,""
23,,1,0,0,0,0,0,2,1,1,0,14,11,255,8,812.879,"CVPileMaki",R,34,84,136,0.31,0.137,0.207,1.719,0.034,1.628,-36.37,29.969,83,17,0,2,"",80.4,-73.89,7.176,0,0,4,"=","=","=","=","=","=","=","=","=",6,L,"Kr_Luna",190,95.432,0.498,3,79,W,Y,0,813.733,181,125,134,66,27,,145,107,104.903,-0.275,0.052,1.002,-19.356,0.91,0,0.161,214.747,2.062,11.516,1,1,0,202.109,215.065,0.864,0.05,1,0.003,-0.015,-0.055,0.597,1,0.334,107.663,215.065,1,3,3,1023,0.008,0.008,0,120,0.021,0.956,-19.369,0.463,-0.546,-0.809,-0.215,0,0.104,0.753,-20.275,0.91,-0.546,-0.809,-0.215,75.097,-0.169,-2.312,35.312,35.388,29.262,9.763,-86.886,92.2,29.262,9.763,-86.886,92.2,0.053,0.076,-0.996,107.663,0,0,0,0,-0.081,0.045,-0.242,54.896,-0.081,0.045,-0.242,54.896,-0.001,-0.02,0.293,35.262,-0.005,-0.065,0.998,-0.275,-0.005,-0.065,0.998,-0.275,-0.005,-0.065,0.998,-0.275,0.024,0,-1,-1.365,0.024,0,-1,-1.365,-0.001,0.966,0.257,-0.275,48,-1,0.259,0.259,29.262,9.763,-86.886,92.2,29.262,9.763,-86.886,92.2,0.546,0.809,-0.215,-68.488,-0.151,-2.371,35.224,35.304,0,0,0,0,-9.761,5.367,-29.07,31.131,-0.029,114.644,8.697,114.973,0.284,1,0.933,0.447,,,,,,,,,0,0,,,,,,,,,,,,814.602,817.994,,,,,,,,,,,,,,,,,,,,,,,,,-0.241,-37.287,-0.17,-17.366,-20.624,-45.08,-14.245,-62.188,17.779,-43.858,8.15,-64.298,47.242,-96.843,0,-109.87,-45.743,-93.782,-0.257,-36.849,,"Yes_Man_",-0.187,-17.533,,"HANA_ARASHI",-20.653,-45.071,,"HOGGYS 호기스",-13.753,-62.108,,"인생최패망자",17.375,-43.708,,"shimenawa",11.317,-64.074,,"ddil_ddil69",47.247,-96.846,,"AI",0,-109.84,,"SUGUN",-45.747,-93.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",817.122,,,0,""
24,,1,0,0,0,0,1,2,1,1,0,14,11,255,9,831.121,"CVPileMaki",R,10,82,121,0.014,-0.145,0.293,1.873,0.234,1.953,-36.37,42.574,84,16,0,2,"",-148.519,400,5.045,0,0,4,"=","=","=","=","=","=","=","=","=",6,L,"Kr_Luna",190,95.432,0.498,3,79,W,Y,0,832.031,159,109,126,68,40,,145,111,25.062,77.772,-0.012,0.906,-19.95,0.08,0,0.089,59.678,-158.811,-12.846,1,1,0,324.426,170.139,-0.293,-0.829,0.749,-0.021,-0.004,-0.053,0.631,1,0.536,111.976,170.139,1,3,3,1023,0.008,0.008,0,120,-0.06,0.893,-19.922,0.373,-0.848,-0.228,0.478,0,-0.175,0.878,-20.362,0.08,-0.848,-0.228,0.478,25.489,-0.916,-3.739,31.1,31.338,19.448,5.715,-76.686,79.32,19.448,5.715,-76.686,79.32,0.151,0.136,-0.979,111.976,0,0,0,0,-0.05,0.074,-0.249,38.829,-0.05,0.074,-0.249,38.829,0.327,0.057,0.069,40.672,0.963,0.173,0.209,77.772,0.963,0.173,0.209,77.772,0.963,0.173,0.209,77.772,0.994,0,-0.11,-83.693,0.994,0,-0.11,-83.693,-0.885,0.424,-0.192,77.772,48,-1,0.264,0.264,19.448,5.715,-76.686,79.32,19.448,5.715,-76.686,79.32,0.848,0.228,-0.478,-60.611,-0.949,-3.895,31.01,31.268,5.827,1.565,-3.282,6.868,-5.946,8.844,-29.867,31.711,37.431,70.493,15.591,81.323,0.211,1,0.455,-0.293,836.417,-92.442,-43.299,,,,,,0,0,,,,,,,,,,,,852.098,836.261,,,,,,,,,,,,,,,,,,,,,,,,,-0.209,-37.291,-0.091,-17.353,-19.574,-43.537,-13.515,-62.285,17.775,-44.542,7.943,-64.217,47.843,-97.491,0,-109.86,-45.326,-93.006,-0.213,-36.853,,"Yes_Man_",-0.085,-17.354,,"HANA_ARASHI",-19.568,-43.529,,"HOGGYS 호기스",-13.518,-62.294,,"인생최패망자",17.75,-44.516,,"shimenawa",11.016,-64.54,,"ddil_ddil69",47.83,-97.501,,"AI",0,-109.84,,"SUGUN",-45.341,-93.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",836.088,,,0,""
25,,1,0,0,0,0,2,2,1,1,0,14,11,255,10,854.469,"CVPileMaki",R,33,88,140,0.081,-0.164,0.177,1.66,-0.105,1.435,-36.37,19.895,83,17,0,0,"",101.628,-82.21,6.704,0,0,4,"=","=","=","=","=","=","=","=","=",6,L,"Kr_Luna",190,95.432,0.498,,79,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,857.475,,856.92,4,,578,0,,,,,,,,,,,,,,,,,,,-0.017,-38.176,0.017,-17.091,-19.737,-45.357,-13.633,-62.232,17.866,-44.405,12.489,-64.801,47.069,-98.604,0,-109.86,-45.342,-93.164,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",857.22,,,0,""
26,SIDE,1,0,0,0,0,0,2,1,1,0,14,11,255,,859.997,,,,,,,,,,,,,,,,,,,,,,,,5,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
