id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result,scoreA,scoreB,hMoveX,hMoveY,tag
1,1,1,0,0,0,0,0,0,255,255,255,0,2159.932,Gonyong,0,103,1.555,0.765,1,86.877,-200,0,0,0,0,6,별이__,174.6,93,0,0,0,0,0,0,0,0,0,0.246,-37.515,-0.049,-16.811,-21.727,-49.406,-12.553,-65.003,14.117,-48.199,12.586,-59.621,36.493,-85.743,14.117,-48.199,14.117,-48.199,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
2,1,1,1,0,0,0,0,0,255,255,255,1,2175.355,Gonyong,0,100,1.38,0.531,2,84.952,-179.382,0,0,1,0,6,별이__,174.6,93,2176.533,95,107,26,139,109,43.916,10.327,0.125,-0.032,-37.292,-0.011,-17.118,-21.587,-50.308,-13.139,-63.95,15.28,-48.606,12.174,-58.847,37.474,-85.229,15.28,-48.606,10.018,-16.977,2182.363,-21.154,-103.123,2186.796,5,_Chun,-1.627,-62.826,0,1,0,0,0,0,0
3,1,1,0,0,1,0,0,0,255,255,255,2,2218.781,Gonyong,0,102,1.597,1.04,2,81.027,-144.256,0,0,1,1,3,ʚneul_ɞ,160,92,2219.772,62,134,10,67,62,35.17,-23.934,-1,0.132,-37.181,0.035,-16.829,-22.01,-50.551,-12.366,-63.609,14.589,-44.356,13.641,-59.826,37.791,-89.276,14.589,-44.356,6.957,-15.165,2223.92,18.221,-61.341,2223.994,5,_Chun,17.428,-59.523,0,1,0,0,0,0,0
4,1,1,0,0,2,0,0,0,255,255,255,3,2251.546,Gonyong,0,100,0.778,0.634,0,57.689,-200,0,0,0,2,8,아침땅_,174.6,91,0,0,0,0,0,0,0,0,0,0.463,-37.679,-0.041,-16.972,-22.482,-49.772,-12.095,-64.224,14.633,-49.394,14.569,-61.967,39.656,-87.231,-0.078,-106.3,-30.212,-83.115,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
5,1,1,0,1,2,0,0,0,255,255,255,4,2267.406,Gonyong,0,104,3.148,1.037,1,150.618,-125.116,0,0,0,2,8,아침땅_,174.6,91,0,0,0,0,0,0,0,0,0,0.122,-37.662,0.039,-17.044,-22.685,-50.137,-12.115,-64.26,14.657,-49.911,14.985,-62.212,39.737,-87.181,-2.639,-105.543,-35.406,-83.55,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6,1,1,1,1,2,0,0,0,255,255,255,5,2284.45,Gonyong,0,101,0.807,0.797,0,132.355,-169.59,0.59,-9.1,0,2,8,아침땅_,174.6,91,0,0,0,0,0,0,0,0,0,0.053,-37.596,-0.782,-16.387,-22.583,-50.523,-12.511,-62.995,14.733,-48.639,14.778,-62.643,42.699,-84.427,0.403,-104.96,-33.74,-79.344,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
7,1,1,1,2,2,0,0,0,255,255,255,6,2311.934,Gonyong,0,89,-0.183,0.822,2,30.525,-151.349,0,0,1,2,8,아침땅_,174.6,91,2313.008,127,220,32,149,74,18.771,45.792,1,-0.091,-37.319,-0.328,-17.074,-22.726,-50.716,-12.397,-62.953,15.007,-49.223,13.657,-61.445,42.796,-84.419,0.635,-105.132,-33.679,-79.331,2315.716,-30.366,-52.718,2317.782,8,アリアル,-43.834,-66.511,1,2,0,0,0,0,0
8,1,1,0,0,2,1,0,0,8,255,255,7,2347.338,Gonyong,13,98,0.362,-0.876,0,-283.742,385.444,0,0,0,3,5,coder_,160,89,0,0,0,0,0,0,0,0,0,-0.227,-37.988,0.028,-19.668,-20.293,-44.943,-7.472,-62.27,17.386,-44.197,7.314,-62.827,42.908,-84.495,-2.296,-101.989,-35.514,-72.865,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
9,1,1,0,1,2,0,1,0,255,8,255,7,2374.476,Gonyong,10,99,2.095,-0.19,2,0,274.115,0,0,1,3,5,coder_,160,89,2375.724,74,218,89,125,112,-71.661,23.838,0.751,0.162,-37.508,0.052,-17.264,-22.491,-48.011,-12.271,-63.82,13.679,-47.113,3.847,-62.765,42.495,-84.785,-3.237,-111.213,-33.746,-72.329,2375.805,0.266,-21.231,2380.505,2,ʚEveɞ,-13.414,-51.889,1,2,0,0,0,0,0
10,1,1,0,0,2,1,0,1,5,255,8,8,2425.05,Gonyong,10,97,-0.059,-1.106,4,0,400,0,0,1,4,4,encounter v,190,88,0,0,0,0,0,0,0,0,0,0.265,-38.023,-0.163,-17.883,-18.965,-46.55,-8.589,-60.772,18.791,-40.329,9.421,-61.45,43.676,-83.765,10.332,-111.37,-31.812,-68.167,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
