id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,phValid,phSource,phColMode,phFlags,phDt,phFixedDt,phRenderAge,phEndpointDelta,phRawCpX,phRawCpY,phRawCpZ,phRawHPos,phRawNX,phRawNY,phRawNZ,phNDeltaDeg,phCpX,phCpY,phCpZ,phHPosAdj,phNX,phNY,phNZ,phNVDeg,phGeomNX,phGeomNY,phGeomNZ,phGeomNDeltaDeg,phBallVX,phBallVY,phBallVZ,phBallSpd,phProxyPVX,phProxyPVY,phProxyPVZ,phProxyPSpd,phRenderPVX,phRenderPVY,phRenderPVZ,phRenderPSpd,phLastDX,phLastDY,phLastDZ,phBatSpd,phRenderLagX,phRenderLagY,phRenderLagZ,phRenderLagRotDeg,phProxyMoveX,phProxyMoveY,phProxyMoveZ,phProxyMoveRotDeg,phRenderMoveX,phRenderMoveY,phRenderMoveZ,phRenderMoveRotDeg,phProxyGeoX,phProxyGeoY,phProxyGeoZ,phProxyGeoH,phRenderGeoX,phRenderGeoY,phRenderGeoZ,phRenderGeoH,phPreGuardDirX,phPreGuardDirY,phPreGuardDirZ,phPreGuardDirH,phFinalDirX,phFinalDirY,phFinalDirZ,phFinalDirH,phPreGuardH,phApproachH,phGuardTargetH,phGuardDelta,phSeparation,phPreEndpointHPos,phCombinedRadius,phReprojectConfidence,phSweepSteps,phSweepT,phSweepFail,phSweepGap,phPointVSource,phNormalSource,phGuardFlags,phRenderSampleDt,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,infieldFly,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
55,SIDE,2,0,2,1,0,0,2,0,0,0,255,255,255,,1574.678,,,,,,,,,,,,,,,,,,,,,,,,0,"=","=","=","=","=","=","=","=","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
56,,3,1,2,1,0,0,0,0,0,0,255,255,255,28,1620.527,"Ainy4／あいにゃ",R,9,76,102,1.232,0.241,0.12,1.635,-0.256,1.416,-36.9,8.732,70,30,0,0,"",372.007,-298.415,49.344,0,0,2,"Kr_Luna","ddil_ddil69","임 재 천","kneesohime","aura_5599","Yes_Man_","가앤슬_","","",2,R,"임 재 천",190,88.237,0.346,,90,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037,-38.068,-0.026,-17.206,-22.382,-46.883,-10.49,-63.767,18.686,-44.684,8.997,-65.632,40.93,-90.677,-2.028,-117.508,-47.104,-93.04,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
57,,3,1,2,1,0,1,0,0,0,0,255,255,255,29,1634.586,"Ainy4／あいにゃ",R,3,77,104,-1.885,-0.246,0.236,1.669,0.103,1.49,-36.9,21.7,43,57,0,2,"",-450.711,13.182,-19.538,0,0,2,"=","=","=","=","=","=","=","","",2,R,"임 재 천",190,88.237,0.346,3,90,W,Y,1,1635.725,255,109,93,66,78,,145,112,12.195,49.557,-0.411,1.182,-22.243,0.86,0,0.468,-134.047,353.607,179.739,1,3,3,55423,0.014,0.014,0.014,0,-0.228,1.047,-21.842,0.857,0.196,-0.207,0.959,0,-0.228,1.047,-21.842,0.86,0.196,-0.207,0.959,12.195,-0.792,-0.259,0.553,1.906,-1.672,-2.115,26.69,26.826,108.759,59.991,-20.612,125.906,56.763,31.31,-10.758,65.712,0.941,0.336,0.041,112.43,0,0,0,0,0.274,0.274,-0.201,68.683,0.274,0.274,-0.201,68.683,-0.019,0,1,-1.07,0.904,0,-0.428,-64.633,-0.691,0.42,-0.589,49.557,-0.744,0.211,-0.634,49.557,53.142,-38.429,-999,0,0.647,0.857,0.096,0,48,-1,2,0.562,1,0,4,0.027,1638.511,-50.553,-61.953,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.054,-37.949,-0.047,-17.158,-24.139,-49.064,-10.855,-64.544,18.806,-44.642,11.431,-65.151,40.907,-90.657,-2.729,-117.337,-46.923,-94.928,0.114,-37.562,,"SUGUN",-0.123,-17.35,,"Fresh825",-23.821,-48.915,,"-라후이-",-11.161,-64.347,,"P0TA0",19.67,-44.339,,"まととまと",11.128,-65.287,,"AI",40.9,-90.65,,"_Gosomi",-2.726,-117.337,,"아침땅_",-46.42,-95.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
58,,3,1,2,1,0,2,0,0,0,0,255,255,255,30,1651.517,"Ainy4／あいにゃ",R,32,82,134,1.431,-0.585,0.264,1.593,0.284,1.16,-36.9,12.341,55,45,0,0,"",222.407,-83.871,-8.966,0,0,2,"=","=","=","=","=","=","=","","",2,R,"임 재 천",190,88.237,0.346,,90,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,1654.165,2,,578,0,,,,,,,,,,,,,,,,,,,0.015,-38.107,-0.028,-17.14,-24.468,-49.294,-14.16,-64.136,19.038,-45.43,10.133,-65.453,40.907,-90.657,-3.322,-116.889,-47.311,-94.55,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,1658.14,0,""
59,,3,1,2,1,0,0,1,0,0,0,255,255,255,31,1671.45,"Ainy4／あいにゃ",R,3,75,101,0.262,0.579,0.552,1.899,1.083,1.986,-36.9,57.015,85,14,2,2,"BA+",-459.091,0,-7.173,0,0,3,"=","=","=","=","=","=","=","","",4,R,"kneesohime",190,85,0.497,5,90,W,Y,1,1672.701,143,219,114,84,39,,145,131,25.847,-25.031,0.065,1.262,-20.657,0.46,0,0.294,423.727,180.666,160.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678.153,47.672,-133.734,,,,,,0,0,,1678.894,1683.524,1689.193,1694.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018,-38.107,-0.021,-17.103,-20.965,-49.051,-14.042,-64.336,19.36,-45.754,13.459,-63.165,40.915,-90.664,-3.301,-116.875,-49.562,-98.981,-0.029,-37.281,,"SUGUN",-0.075,-17.354,,"Fresh825",-20.714,-48.831,,"-라후이-",-13.904,-64.345,,"P0TA0",19.674,-45.371,,"まととまと",13.692,-62.945,,"AI",40.9,-90.65,,"_Gosomi",-3.305,-116.878,,"아침땅_",-48.968,-99.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",4,0,0,"",1683.524,1689.193,,0,""
60,,3,1,3,1,0,0,1,0,0,0,255,255,255,32,1708.302,"Ainy4／あいにゃ",R,26,89,140,-0.397,-1.101,0.212,1.463,0.042,0.741,-36.9,14.231,56,44,0,1,"",-157.109,-200,12.492,-0.305,-13.723,4,"=","=","=","=","=","=","=","","",8,R,"aura_5599",190,89.523,0.398,,90,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,-38.059,0.01,-17.035,-23.747,-49.177,-9.3,-59.274,19.948,-45.035,11.243,-64.613,40.907,-90.657,-3.657,-116.49,-48.053,-99.184,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
61,,3,1,3,1,1,0,1,0,0,0,255,255,255,33,1721.82,"Ainy4／あいにゃ",R,27,92,140,0.307,-1.029,0.201,1.498,-0.007,0.852,-36.9,11.094,63,37,0,2,"",95.721,-124.143,-7.185,0,0,4,"=","=","=","=","=","=","=","","",8,R,"aura_5599",190,89.523,0.398,3,90,W,Y,1,1722.831,96,155,141,94,35,,135,91,8.419,-15.337,0.104,0.546,-19.579,1,0,0.269,47.056,334.858,39.589,1,3,3,55807,0.008,0.008,0.005,0,0.112,0.567,-19.692,1,0.994,-0.11,-0.007,11.742,0.159,0.558,-19.747,1,0.983,-0.027,0.179,8.419,0.896,0.095,0.435,10.953,-0.103,-2.678,36.436,36.535,2.618,-1.902,-19.729,19.993,-0.05,-1.014,-12.628,12.669,-0.907,0.173,-0.384,91.673,0,0,0,0,0.02,0.015,-0.133,27.443,0.035,-0.033,-0.32,30.992,-1,0,-0.013,89.271,-0.901,0,0.435,-64.231,-0.264,-0.067,0.962,-15.337,0.262,0.146,-0.954,-15.337,164.825,-999,-999,0,0.102,0.998,0.096,0.41,18,-1,2,0.095,1,2,8,0.027,1724.478,9.399,-59.147,1724.853,5,9.023,0.431,-57.256,0,0,,,,,,,,,,,,,,,1724.967,4,,454,0,,,,,,,,,,,,,,,,,,,-0.065,-38.054,-0.012,-17.126,-23.749,-49.127,-10.894,-62.446,19.419,-45.516,11.232,-64.715,40.907,-90.657,-2.614,-115.92,-47.931,-99.345,0.071,-37.621,,"SUGUN",-0.122,-17.369,,"Fresh825",-23.618,-48.925,85,"-라후이-",-10.905,-62.412,,"P0TA0",19.417,-45.451,,"まととまと",11.22,-64.667,91,"AI",40.9,-90.65,,"_Gosomi",-2.605,-115.906,,"아침땅_",-48.173,-98.715,,1730.685,-1.089,-38.847,,,,1727.657,-18.783,-39.715,,,,,,,1724.981,9.647,-58.784,,,,,,,,,,,,,,,,1729.711,-17.944,-40.024,,,,,,,1726.156,4.352,-54.74,,,,,,,,,,"",1,0,0,"まととまと",,,,133,""
62,,3,1,3,1,0,0,2,0,0,0,255,255,255,34,1746.036,"Ainy4／あいにゃ",R,33,87,140,-0.162,-1.063,0.147,1.496,-0.261,0.846,-36.9,7.933,46,54,0,1,"",131.931,-105.572,-14.234,0,0,5,"=","=","=","=","=","=","=","","",1,R,"Yes_Man_",190,85.251,0.499,,90,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093,-38.051,-0.057,-17.222,-23.885,-49.317,-9.594,-62.861,19.657,-45.271,11.908,-63.364,40.9,-90.65,-1.714,-111.865,-47.933,-97.688,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1749.532,-0.372,-37.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
63,,3,1,3,1,1,0,2,0,0,0,255,255,255,35,1759.757,"Ainy4／あいにゃ",R,14,94,126,0.998,-1.561,0.164,1.538,-0.181,0.981,-36.9,8.999,63,37,0,1,"",384.034,320.184,27.05,0,0,5,"=","=","=","=","=","=","=","","",1,R,"Yes_Man_",190,85.251,0.499,,90,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.084,-38.04,-0.065,-17.255,-24.181,-49.577,-10.104,-63.051,19.29,-45.447,11.167,-63.472,40.907,-90.657,-1.718,-111.831,-46.83,-98.428,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1763.633,-0.463,-37.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
64,,3,1,3,1,2,0,2,0,0,0,255,255,255,36,1772.521,"Ainy4／あいにゃ",R,6,81,106,0.991,-0.972,0.07,1.465,-0.413,1.049,-36.9,7.247,57,43,0,1,"",481.135,26.614,67.232,0.695,-18.199,5,"=","=","=","=","=","=","=","","",1,R,"Yes_Man_",190,85.251,0.499,,90,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.228,-38.497,0.002,-17.072,-24.183,-49.586,-10.087,-63.057,19.549,-45.224,11.276,-63.533,40.907,-90.657,-1.731,-111.866,-46.99,-98.62,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1778.305,-0.489,-37.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
65,,3,1,3,1,3,0,2,0,0,0,255,255,255,37,1785.744,"Ainy4／あいにゃ",R,29,83,135,-0.331,0.224,0.247,1.717,0.206,1.561,-36.9,22.612,95,5,0,0,"",-250,-200,29.496,0,0,5,"=","=","=","=","=","=","=","","",1,R,"Yes_Man_",190,85.251,0.499,,90,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.163,-38.503,-0.051,-17.221,-24.156,-49.751,-10.045,-65.129,19.547,-45.353,11.201,-63.732,40.907,-90.657,-1.735,-111.863,-47.011,-98.646,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1789.788,-0.508,-38.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
66,,3,1,3,1,3,1,2,0,0,0,255,255,255,38,1798.609,"Ainy4／あいにゃ",R,28,89,140,-1.079,-0.948,0.087,1.52,-0.538,0.925,-36.9,7.948,61,39,0,0,"",45.976,-97.849,-1.643,0,0,5,"=","=","=","=","=","=","=","","",1,R,"Yes_Man_",190,85.251,0.499,,90,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.185,-38.411,-0.026,-17.12,-24.183,-49.623,-10.086,-65.168,19.571,-45.401,12.847,-64.152,40.907,-90.657,-1.731,-111.853,-46.999,-98.63,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1802.23,-0.306,-38.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
67,,3,1,3,1,3,2,2,0,0,0,255,255,255,39,1811.933,"Ainy4／あいにゃ",R,3,82,107,-1.951,-0.093,0.247,1.672,0.137,1.495,-36.9,20.769,44,56,0,2,"",-483.595,0,-13.774,0,0,5,"=","=","=","=","=","=","=","","",1,R,"Yes_Man_",190,85.251,0.499,3,90,W,Y,1,1813.149,255,146,64,111,77,,139,129,111.849,-38.059,-0.424,1.125,-20.259,0.66,0,0.622,238.015,-215.459,358.977,1,3,3,55423,0.011,0.011,0.014,0,-0.33,0.897,-20.458,0.661,0.245,-0.9,0.361,0,-0.33,0.897,-20.458,0.66,0.245,-0.9,0.361,68.151,-0.032,-0.934,0.355,0,-2.07,-2.312,27.267,27.443,4.944,8.563,-43.822,44.924,-5.666,0.74,-25.873,26.496,0.86,0.127,-0.494,129.319,-0.013,-0.019,0.121,29.757,0.013,0.019,-0.121,29.757,0.022,0.076,-0.124,20.269,-0.814,0,-0.581,54.446,-0.814,0,-0.581,54.446,-0.311,0.863,0.397,-38.059,-0.229,0.928,0.293,-38.059,146.282,-999,-999,0,0.205,0.661,0.096,0,37,-1,2,0.196,1,0,8,0.014,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.145,-38.466,-0.069,-17.236,-24.302,-48.803,-9.125,-65.692,19.531,-45.388,11.728,-64.741,40.907,-90.657,-2.483,-111.394,-47.268,-98.18,0.126,-37.331,,"SUGUN",-0.078,-17.35,,"Fresh825",-24.154,-48.631,,"-라후이-",-9.443,-65.649,,"P0TA0",19.545,-45.365,,"まととまと",11.399,-64.57,,"AI",40.9,-90.65,,"_Gosomi",-2.483,-111.401,,"아침땅_",-47.133,-98.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
68,,3,1,3,1,3,2,2,0,0,0,255,255,255,40,1827.042,"Ainy4／あいにゃ",R,14,84,109,1.158,-0.93,0.116,1.661,-0.271,1.473,-36.9,9.221,59,41,0,2,"",386.885,312.348,37.391,0,0,5,"=","=","=","=","=","=","=","","",1,R,"Yes_Man_",190,85.251,0.499,3,90,W,Y,1,1828.238,233,123,87,126,88,,145,89,-64.773,16.112,0.23,0.629,-20.182,-0.87,0,0.584,-28.639,-263.747,-54.966,1,3,3,55423,0.011,0.011,0.012,0,0.159,0.698,-20.477,-0.866,-0.897,0.4,0.188,0,0.159,0.698,-20.477,-0.87,-0.897,0.4,0.188,-64.773,-0.786,0.593,-0.174,10.614,1.504,-3.844,27.729,28.035,-0.78,1.359,-20.041,20.102,-1.216,-1.129,-15.874,15.961,0.623,0.094,-0.777,89.693,-0.009,-0.006,0.137,22.239,0.009,0.006,-0.137,22.239,0.021,0.02,-0.167,24.316,-0.997,0,-0.075,85.691,-0.997,0,-0.075,85.691,0.27,-0.232,0.934,16.112,-0.118,-0.905,-0.409,16.112,-166.993,-999,-999,0,0.108,-0.866,0.096,0,33,-1,2,0.152,1,0,8,0.016,1828.011,0.156,-20.44,1832.094,3,-7.596,0.117,-48.696,0,0,,1834.247,,,,,,,,,,,,,1834.167,5,,147,16,,,,,,,,,,,,,,,,,,,-0.082,-38.429,-0.035,-17.221,-24.298,-48.828,-9.912,-65.269,19.586,-45.379,9.065,-65.383,40.907,-90.657,-3.968,-112.253,-48.347,-98.789,0.043,-37.38,,"SUGUN",-0.08,-17.376,,"Fresh825",-24.022,-48.581,,"-라후이-",-9.929,-65.198,91,"P0TA0",19.575,-45.378,,"まととまと",9.694,-65.233,,"AI",40.9,-90.65,,"_Gosomi",-4.222,-112.92,,"아침땅_",-47.762,-99.279,,,,,,,,1833.568,-18.923,-40.877,1832.321,-7.829,-49.636,,,,,,,,,,,,,,,,,,,,,,,,,1832.905,-10.338,-47.333,,,,,,,,,,,,,,,,"",2,0,0,"-라후이-",,,,17,""
69,SIDE,3,1,3,1,0,0,2,0,0,0,255,255,255,,1838.806,,,,,,,,,,,,,,,,,,,,,,,,6,"=","=","=","=","=","=","=","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
70,,3,0,3,1,0,0,0,0,0,0,255,255,255,25,1877.441,"가앤슬_",L,4,68,103,0.533,-0.344,-0.685,1.593,-0.113,1.412,-36.439,23.004,44,56,0,0,"",185.354,0,-8.531,0,0,0,"Fresh825","P0TA0","まととまと","SUGUN","-라후이-","_Gosomi","아침땅_","Ainy4／あいにゃ","",2,L,"Fresh825",190,80,0.2,,91,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.162,-37.266,-0.022,-17.12,-21.668,-46.925,-12.374,-59.391,23.789,-51.962,14.978,-63.385,40.944,-90.691,0,-109.89,-58.817,-98.192,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
71,,3,0,3,1,0,1,0,0,0,0,255,255,255,26,1890.628,"가앤슬_",L,3,73,104,3.523,-1.382,-0.376,1.392,0.963,0.864,-36.439,2.794,48,52,0,4,"",298.248,73.937,-9.867,0,0,0,"=","=","=","=","=","=","=","=","",2,L,"Fresh825",190,80,0.2,,91,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.104,-37.262,-0.048,-17.102,-21.675,-46.936,-12.136,-59.529,23.873,-51.973,14.936,-63.355,40.915,-90.664,0,-109.85,-56.546,-96.456,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
72,,3,0,3,1,0,2,0,0,0,0,255,255,255,27,1905.22,"가앤슬_",L,27,87,140,1.569,0.525,-0.343,1.79,0.729,1.838,-36.439,12.949,53,47,0,1,"",-26.021,-114.809,-6.166,0,0,0,"=","=","=","=","=","=","=","=","",2,L,"Fresh825",190,80,0.2,,91,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092,-37.258,-0.029,-17.079,-21.68,-46.944,-12.093,-59.539,23.867,-51.881,13.702,-62.382,40.915,-90.664,0,-109.85,-54.725,-95.45,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
