id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,startX,startY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,rotL,shS,lgS,prepS,impMv,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,buntGrip,PPosX,PPosY,CName,CPosX,CPosY,1BName,1BPosX,1BPosY,2BName,2BPosX,2BPosY,3BName,3BPosX,3BPosY,SSName,SSPosX,SSPosY,LFName,LFPosX,LFPosY,CFName,CFPosX,CFPosY,RFName,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,240.068,_Chun,L,27,140,-1.044,0.516,-0.105,1.61,-36.554,0,0,-82.634,-147.633,-8.96,0,0,0,0,5,L,vovopo 보보포,160,90,0.599,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062,-37.805,Pugeuk,-0.159,-16.724,HANA_ARASHI,-22.102,-46.339,장덕춘_,-13.938,-64.491,인생최패망자,19.404,-44.356,ByeolBam,16.619,-62.783,NABIMan,44.582,-93.826,AI,0,-100.6,Multeinn,-37.479,-84.717,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,1,0,0,0,0,255,255,255,1,253.497,_Chun,L,6,115,-2.285,1.059,-0.055,1.751,-36.602,2,0,-447.441,41.945,-18.738,0,0,1,0,5,L,vovopo 보보포,160,90,0.599,3,54,254.687,238,19,104,83,64,121,150,85,31.899,24.873,-0.51,0.001,-0.023,0.047,0,-0.179,-37.207,Pugeuk,0.012,-16.634,HANA_ARASHI,-21.652,-46.378,장덕춘_,-13.868,-64.409,인생최패망자,20.132,-45.941,ByeolBam,16.243,-62.505,NABIMan,45.651,-92.583,AI,0,-100.6,Multeinn,-40.109,-85.518,259.493,-36.51,-78.183,259.76,8,Multeinn,-35.349,-76.417,0,0,0,0,0,0,0,1
3,1,1,0,0,0,0,1,0,0,0,255,255,255,2,289.973,_Chun,L,30,127,-1.056,-0.019,-0.142,1.457,-36.495,0,0,136.289,-110.835,-24.859,0,0,0,1,1,L,Kr_Luna,190,91.641,0.497,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,-37.718,Pugeuk,-0.167,-16.752,HANA_ARASHI,-20.614,-44.546,장덕춘_,-13.763,-64.507,인생최패망자,19.647,-44.926,ByeolBam,17.033,-62.887,NABIMan,46.368,-93.307,AI,0,-100.6,Multeinn,-37.074,-78.466,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,0,1,1,0,0,0,255,255,255,3,302.513,_Chun,L,14,111,0.124,0.26,0.158,1.669,-36.481,2,0,-383.662,320.63,-8.444,0,0,1,1,1,L,Kr_Luna,190,91.641,0.497,2,55,303.376,255,16,136,54,24,255,150,104,-32.64,18.202,-0.17,-0.001,0.006,0.228,0,0.106,-36.986,Pugeuk,-0.098,-16.686,HANA_ARASHI,-21.252,-45.439,장덕춘_,-13.754,-64.486,인생최패망자,21.604,-47.197,ByeolBam,17.235,-62.419,NABIMan,46.485,-93.749,AI,0,-100.6,Multeinn,-36.5,-78.703,303.493,-0.474,-22.215,305.66,3,장덕춘_,-12.266,-58.389,0,0,0,0,0,0,0,2
5,1,1,0,0,0,0,2,0,0,0,255,255,255,4,332.64,_Chun,L,30,127,-2.543,-0.125,-0.213,1.558,-36.533,1,0,140.328,-139.068,-10.297,0,0,0,2,2,R,하루（Haru）,190,95,0.55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,-37.604,Pugeuk,-0.207,-16.846,HANA_ARASHI,-22.019,-47.705,장덕춘_,-13.976,-64.61,인생최패망자,16.451,-46.653,ByeolBam,14.933,-63.823,NABIMan,41.167,-96.391,AI,0,-100.6,Multeinn,-39.394,-85.31,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
6,1,1,0,0,1,0,2,0,0,0,255,255,255,5,344.884,_Chun,L,13,117,-1.893,-0.643,-0.356,1.656,-36.631,4,0,207.815,400,0.034,0,0,1,2,2,R,하루（Haru）,190,95,0.55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.077,-37.878,Pugeuk,-0.149,-16.886,HANA_ARASHI,-22.225,-47.306,장덕춘_,-14.011,-64.613,인생최패망자,16.365,-46.726,ByeolBam,14.718,-64.351,NABIMan,39.925,-92.229,AI,0,-100.6,Multeinn,-38.274,-85.058,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
7,1,1,0,0,1,1,2,0,0,0,255,255,255,6,359.329,_Chun,L,3,123,0.607,0.872,-0.086,1.66,-36.467,2,0,426.423,0,-4.89,0,0,1,2,2,R,하루（Haru）,190,95,0.55,3,55,360.129,124,10,47,44,13,94,108,77,-37.43,49.607,-0.2,0.006,-0.016,0.041,0,0.081,-36.976,Pugeuk,-0.1,-16.816,HANA_ARASHI,-21.506,-46.465,장덕춘_,-14.007,-64.781,인생최패망자,15.625,-46.322,ByeolBam,14.18,-64.365,NABIMan,42.192,-95.122,AI,0,-100.6,Multeinn,-38.497,-85.657,360.577,-1.648,-20.481,362.827,2,HANA_ARASHI,-21.589,-40.561,0,0,0,0,0,0,0,2
8,1,1,0,0,1,2,2,0,0,0,255,255,255,7,377.193,_Chun,L,26,132,-2.321,-0.142,-0.196,1.497,-36.554,1,0,114.199,-174.469,-18.877,0,0,0,2,2,R,하루（Haru）,190,95,0.55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,-37.548,Pugeuk,-0.285,-16.859,HANA_ARASHI,-21.671,-45.598,장덕춘_,-13.837,-64.504,인생최패망자,17.942,-44.587,ByeolBam,14.097,-63.725,NABIMan,42.336,-95.445,AI,0,-100.6,Multeinn,-34.757,-81.952,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
9,1,1,0,0,2,2,2,0,0,0,255,255,255,8,391.178,_Chun,L,26,137,-1.63,-0.036,-0.13,1.506,-36.577,1,0,86.667,-200,-30.498,0,0,0,2,2,R,하루（Haru）,190,95,0.55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,-37.695,Pugeuk,-0.217,-16.756,HANA_ARASHI,-22.074,-44.831,장덕춘_,-13.692,-64.598,인생최패망자,15.83,-45.218,ByeolBam,13.704,-64.027,NABIMan,43.334,-94.658,AI,0,-100.6,Multeinn,-35.606,-81.561,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
10,1,1,0,0,3,2,2,0,0,0,255,255,255,9,404.599,_Chun,L,10,109,0.502,-0.511,0.027,1.676,-36.539,2,0,0,400,-5.981,0,0,1,2,2,R,하루（Haru）,190,95,0.55,3,55,405.518,243,13,133,68,62,222,150,32,-82.656,-78.28,0.91,-0.041,-0.062,0.252,0,-0.216,-37.186,Pugeuk,-0.076,-16.764,HANA_ARASHI,-20.648,-44.33,장덕춘_,-13.647,-64.461,인생최패망자,16.07,-47.458,ByeolBam,13.533,-63.648,NABIMan,39.818,-95.846,AI,0,-100.6,Multeinn,-36.183,-81.111,405.66,0.436,-18.966,0,0,,0,0,0,0,0,0,0,0,0,3
