id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result
1,1,1,0,0,0,0,0,0,255,255,255,0,298.36,Gonyong,13,108,-0.495,-0.959,4,-231.904,396.375,-0.282,-16.722,1,0,9,ᴇɴᴅᴇʀᴋɪᴍ,190,58,0,0,0,0,0,0,0,0,0,0.086,-37.808,-0.032,-17.216,-20.024,-47.054,-12.012,-64.616,20.907,-47.003,13.285,-58.097,29.424,-94.392,3.531,-107.929,-40.209,-84.393,0,0,0,0,0,,0,0,0,0
2,1,1,0,1,0,0,0,0,255,255,255,1,316.863,Gonyong,3,99,-0.425,0.587,2,-345.999,0,0,0,1,0,9,ᴇɴᴅᴇʀᴋɪᴍ,190,58,317.899,89,14,3,1,31,-21.056,-29.984,-0.957,-0.19,-37.384,-0.02,-17.148,-20.012,-47.043,-13.186,-64.793,21.423,-48.276,14.763,-59.738,33.964,-88.754,3.336,-108.145,-40.932,-82.639,317.112,1.349,-21.864,319.681,0,Gonyong,5.088,-32.731,0,2
3,1,1,0,0,1,0,0,0,255,255,255,2,352.081,Gonyong,0,98,2.029,0.894,3,111.832,-59.477,-0.015,-20.776,0,1,8,Riyaj,190,56,0,0,0,0,0,0,0,0,0,0.164,-37.668,0.161,-17.831,-21.537,-46.159,-12.52,-64.64,19.72,-47.742,12.563,-59.825,34.43,-88.168,3.221,-102.945,-38.668,-80.526,0,0,0,0,0,,0,0,0,6
4,1,1,0,0,1,1,0,0,8,255,255,3,378.917,Gonyong,0,107,0.379,0.222,0,92.424,-200,0,0,0,2,4,_이누_,190,56,0,0,0,0,0,0,0,0,0,0.322,-37.587,0.11,-17.337,-20.881,-46.442,-13.019,-64.453,19.69,-45.693,11.444,-59.247,32.287,-87.886,2.643,-102.637,-38.377,-85.029,0,0,0,0,0,,0,0,0,0
5,1,1,0,1,1,1,0,0,8,255,255,4,396.612,Gonyong,10,98,0.983,-0.959,4,-59.691,400,0.216,-17.39,1,2,4,_이누_,190,56,0,0,0,0,0,0,0,0,0,-0.077,-38.033,0.123,-17.317,-19.668,-42.516,-13.142,-64.911,18.268,-45.189,11.389,-59.463,32.435,-92.664,2.619,-102.654,-38.797,-85.735,0,0,0,0,0,,0,0,0,0
6,1,1,0,2,1,1,0,0,8,255,255,5,413.493,Gonyong,13,93,1.228,0.233,0,-306.105,344.838,-0.195,-16.209,0,2,4,_이누_,190,56,0,0,0,0,0,0,0,0,0,0.173,-38.05,0.021,-17.525,-19.832,-42.71,-13.39,-64.217,18.019,-44.815,11.347,-59.426,33.09,-90.738,2.112,-103.267,-38.795,-85.493,0,0,0,0,0,,0,0,0,0
7,1,1,0,0,2,1,0,0,8,255,255,6,440.489,Gonyong,0,120,0.457,-0.224,0,26.835,-200,0.537,-17.285,0,3,7,Pugeuk,160,56,0,0,0,0,0,0,0,0,0,0.22,-37.86,0.135,-17.18,-20.745,-45.411,-13.785,-64.585,18.613,-44.918,11.502,-60.506,33.982,-88.888,1.923,-103.006,-39.097,-86.333,0,0,0,0,0,,0,0,0,0
8,1,1,0,1,2,0,1,0,255,8,255,7,476.4,Gonyong,4,99,0.727,0.941,0,-231.821,0,-0.319,-11.608,1,3,7,Pugeuk,160,56,0,0,0,0,0,0,0,0,0,-0.03,-38.092,0.026,-17.103,-21.299,-46.185,-13.312,-64.562,19.952,-41.295,11.106,-56.434,31.211,-87.708,1.993,-103.891,-39.089,-88.634,0,0,0,0,0,,0,0,0,0
9,1,1,0,2,2,0,0,1,255,255,8,8,494.603,Gonyong,0,91,1.718,0.927,4,0,0,0.873,-16.696,1,3,7,Pugeuk,160,56,0,0,0,0,0,0,0,0,0,0.103,-38.118,0.651,-17.266,-20.607,-44.493,-13.058,-64.711,18.458,-45.308,10.986,-56.41,29.261,-86.816,2.185,-103.849,-39.165,-88.491,0,0,0,0,0,,0,0,0,0
10,1,0,0,0,0,0,0,0,255,255,255,0,624.917,눈꽃,6,118,0.649,-1.033,4,360.191,0,0,0,1,0,6,-라후이-,180.1,53,0,0,0,0,0,0,0,0,0,-0.062,-37.321,0.038,-16.945,-21.638,-45.996,-19.438,-56.734,18.16,-52.012,10.373,-64.477,34.05,-85.882,-1.473,-103.311,-45.035,-92.721,0,0,0,0,0,,0,0,0,0
11,1,0,0,1,0,0,0,0,255,255,255,1,640.548,눈꽃,3,122,-2.943,-0.812,4,-458.983,168.018,-1.234,-17.489,1,0,6,-라후이-,180.1,53,0,0,0,0,0,0,0,0,0,-0.145,-37.347,-0.963,-17.272,-20.894,-45.182,-19.797,-55.627,15.307,-50.083,9.617,-64.236,34.299,-85.038,-1.741,-102.514,-45.832,-93.626,0,0,0,0,0,,0,0,0,0
12,1,0,0,2,0,0,0,0,255,255,255,2,656.611,눈꽃,8,118,0.462,-1.383,4,77.297,0,0,0,1,0,6,-라후이-,180.1,53,0,0,0,0,0,0,0,0,0,-0.092,-37.218,-0.244,-17.835,-20.991,-45.205,-19.594,-55.915,14.825,-51.774,9.618,-64.254,34.019,-84.71,-1.607,-101.915,-46.11,-93.519,0,0,0,0,0,,0,0,0,0
13,1,0,0,0,1,0,0,0,255,255,255,3,679.439,눈꽃,0,140,-0.222,0.421,0,27.505,-50.312,-0.018,-10.791,0,1,4,coder_,160,53,0,0,0,0,0,0,0,0,0,0.269,-37.209,0.065,-17.007,-20.369,-45,-20.986,-55.926,16.773,-52.075,7.671,-64.368,33.985,-84.726,-1.63,-101.991,-46.168,-93.44,0,0,0,0,0,,0,0,0,0
14,1,0,0,1,1,0,0,0,255,255,255,4,695.451,눈꽃,10,119,0.665,-1.377,4,36.849,400,0.192,-17.872,1,1,4,coder_,160,53,0,0,0,0,0,0,0,0,0,0.329,-36.98,0.056,-17.005,-20.412,-43.879,-21.033,-52.886,12.144,-46.304,7.631,-64.202,33.969,-84.729,-1.686,-101.882,-45.741,-94.397,0,0,0,0,0,,0,0,0,0
15,1,0,0,2,1,0,0,0,255,255,255,5,710.998,눈꽃,0,140,0.137,0.931,0,28.706,-95.776,0,0,1,1,4,coder_,160,53,0,0,0,0,0,0,0,0,0,0.052,-37.094,0.002,-17.459,-19.507,-43.281,-18.275,-55.132,11.135,-41.317,8.732,-64.597,34.088,-85.105,-1.578,-100.81,-46.183,-94.11,0,0,0,0,0,,0,0,0,0
16,1,0,0,0,2,0,0,0,255,255,255,6,741.637,눈꽃,6,113,0.002,0.205,2,432.078,34.084,0,0,1,2,3,Slaris,175,53,742.602,116,200,74,155,95,16.552,-6.865,0.963,0.144,-36.948,0.091,-17.037,-19.74,-44.949,-20.946,-56.159,18.015,-46.023,8.821,-64.652,35.178,-85.264,-5.797,-100.373,-46.741,-94.161,742.875,7.254,-84.75,752.148,7,Pugeuk,13.486,-130.905,1,2
17,1,0,0,0,2,0,0,1,255,255,12,7,784.13,눈꽃,0,129,-1.053,0.955,0,35.081,-112.893,0,0,1,3,8,하루（Haru）,160,53,0,0,0,0,0,0,0,0,0,-0.041,-36.78,-0.052,-16.884,-19.433,-44.148,-15.56,-56.413,20.229,-44.552,12.204,-62.528,39.009,-76.164,-4.787,-107.495,-46.992,-96.25,0,0,0,0,0,,0,0,0,0
18,1,0,0,1,2,0,0,1,255,255,12,8,800.926,눈꽃,6,116,2.388,0.628,4,398.222,0,1.5,-11.597,1,3,8,하루（Haru）,160,53,0,0,0,0,0,0,0,0,0,0.012,-37.334,0.278,-16.933,-19.515,-44.294,-17.431,-58.303,19.742,-44.392,11.828,-61.33,38.774,-74.789,-1.738,-104.632,-46.944,-96.256,0,0,0,0,0,,0,0,0,0
19,1,0,0,2,2,0,0,1,255,255,12,9,820.494,눈꽃,0,140,-1.056,-1.724,2,34.135,-40.616,1.5,-11.597,1,3,8,하루（Haru）,160,53,821.581,89,44,19,21,46,22.78,-38.914,0.431,-0.072,-36.84,-0.124,-17.058,-19.391,-44.191,-16.033,-60.045,18.996,-42.08,11.174,-63.233,38.29,-74.821,2.519,-101.249,-47.022,-96.153,821.312,12.09,-35.631,821.972,-1,썬써니_,14.852,-39.054,0,2
20,2,1,0,0,0,0,0,0,255,255,255,9,878.67,Gonyong,13,100,-1.725,-1.827,4,-339.433,332.551,-0.554,-18.592,1,4,5,D_arling,160,53,0,0,0,0,0,0,0,0,0,-0.105,-38.06,-0.068,-17.113,-20.887,-45.055,-12.202,-64.538,18.315,-45.495,14.347,-60.467,34.831,-82.636,-4.046,-106.758,-37.932,-86.22,0,0,0,0,0,,0,0,0,0
21,2,1,0,1,0,0,0,0,255,255,255,10,895.496,Gonyong,4,91,1.737,1.814,2,-249.916,0,0,0,1,4,5,D_arling,160,53,896.691,16,65,109,15,28,-8.792,27.957,-0.916,0.304,-37.323,-0.029,-16.989,-21.16,-47.113,-11.933,-63.482,18.065,-45.294,14.311,-60.39,37.355,-87.648,-5.197,-106.462,-37.782,-85.601,893.269,-1.656,-24.495,895.663,-1,썬써니_,-4.429,-33.252,0,2
22,2,1,0,0,1,0,0,0,255,255,255,11,924.906,Gonyong,13,92,0.808,0.31,0,-315.417,328.289,0,0,0,5,1,Pring__,179.6,53,0,0,0,0,0,0,0,0,0,-0.169,-38.044,0.219,-17.318,-22.019,-47.941,-14.887,-63.25,17.162,-43.725,15.951,-59.886,34.89,-89.216,-2.496,-105.63,-43.911,-87.281,0,0,0,0,0,,0,0,0,0
23,2,1,0,1,1,0,0,0,255,255,255,12,939.019,Gonyong,10,89,-1.736,-0.055,1,61.492,400,0,0,0,5,1,Pring__,179.6,53,0,0,0,0,0,0,0,0,0,-0.059,-38.169,-0.037,-17.103,-22.016,-47.945,-13.971,-64.238,17.08,-43.386,15.787,-59.848,34.85,-88.792,-2.583,-105.624,-43.66,-87.478,0,0,0,0,0,,0,0,0,0
